Orthogroup	Triticum_urartu	Triticum_turgidum
OG0002357	Triticum_urartu|LOC125509427, Triticum_urartu|LOC125532248, Triticum_urartu|LOC125523806	Triticum_turgidum|TRITD_7Bv1G138270
OG0002358	Triticum_urartu|LOC125523754	Triticum_turgidum|TRITD_7Av1G265680
OG0002358	Triticum_urartu|LOC125519965, Triticum_urartu|LOC125523389	Triticum_turgidum|TRITD_7Av1G265970
OG0002360	Triticum_urartu|LOC125522386	Triticum_turgidum|TRITD_7Av1G036790
OG0002360	Triticum_urartu|LOC125523487	Triticum_turgidum|TRITD_7Bv1G030170
OG0002361	Triticum_urartu|LOC125529282	Triticum_turgidum|TRITD_6Bv1G226950, Triticum_turgidum|TRITD_6Av1G226240
OG0002361	Triticum_urartu|LOC125521730	Triticum_turgidum|TRITD_7Bv1G079980, Triticum_turgidum|TRITD_7Av1G106970
OG0002362	Triticum_urartu|LOC125525549	Triticum_turgidum|TRITD_7Bv1G218380, Triticum_turgidum|TRITD_4Av1G236420, Triticum_turgidum|TRITD_7Bv1G217370
OG0002363	Triticum_urartu|LOC125520434	Triticum_turgidum|TRITD_7Av1G037810
OG0002363	Triticum_urartu|LOC125523765	Triticum_turgidum|TRITD_7Av1G037820
OG0002364	Triticum_urartu|LOC125522061	Triticum_turgidum|TRITD_7Bv1G227760
OG0002365	Triticum_urartu|LOC125510221	Triticum_turgidum|TRITD_5Av1G179470
OG0002365	Triticum_urartu|LOC125520005	Triticum_turgidum|TRITD_7Av1G111710
OG0002366	Triticum_urartu|LOC125522628	Triticum_turgidum|TRITD_7Av1G281300
OG0002368	Triticum_urartu|LOC125521201	Triticum_turgidum|TRITD_7Av1G064470
OG0002368	Triticum_urartu|LOC125522333	Triticum_turgidum|TRITD_7Av1G099280, Triticum_turgidum|TRITD_7Bv1G072510
OG0002369	Triticum_urartu|LOC125518738	Triticum_turgidum|TRITD_7Bv1G233150, Triticum_turgidum|TRITD_5Bv1G233620
OG0002369	Triticum_urartu|LOC125518301, Triticum_urartu|LOC125527688	Triticum_turgidum|TRITD_4Av1G237240
OG0002370	Triticum_urartu|LOC125523211	Triticum_turgidum|TRITD_4Av1G255370, Triticum_turgidum|TRITD_7Av1G004690
OG0002370	Triticum_urartu|LOC125518125	Triticum_turgidum|TRITD_4Av1G257730
OG0002370	Triticum_urartu|LOC125523050	Triticum_turgidum|TRITD_4Av1G257920
OG0002371	Triticum_urartu|LOC125521899	Triticum_turgidum|TRITD_7Av1G256460, Triticum_turgidum|TRITD_7Bv1G206670
OG0002372	Triticum_urartu|LOC125520796	Triticum_turgidum|TRITD_7Av1G007360
OG0002373	Triticum_urartu|LOC125528306	Triticum_turgidum|TRITD_7Bv1G173940
OG0002373	Triticum_urartu|LOC125524044	Triticum_turgidum|TRITD_7Bv1G173950
OG0002373	Triticum_urartu|LOC125524244	Triticum_turgidum|TRITD_7Av1G224480
OG0002374	Triticum_urartu|LOC125522607	Triticum_turgidum|TRITD_7Av1G041420
OG0002374	Triticum_urartu|LOC125522475	Triticum_turgidum|TRITD_7Av1G041400
OG0002375	Triticum_urartu|LOC125553495	Triticum_turgidum|TRITD_1Bv1G228800, Triticum_turgidum|TRITD_6Bv1G141040, Triticum_turgidum|TRITD_5Av1G217840
OG0002376	Triticum_urartu|LOC125520860	Triticum_turgidum|TRITD_1Av1G176730
OG0002376	Triticum_urartu|LOC125528133	Triticum_turgidum|TRITD_1Av1G176730
OG0002376	Triticum_urartu|LOC125520860	Triticum_turgidum|TRITD_1Bv1G163000
OG0002376	Triticum_urartu|LOC125528133	Triticum_turgidum|TRITD_1Bv1G163000
OG0002377	Triticum_urartu|LOC125528596	Triticum_turgidum|TRITD_1Bv1G202640, Triticum_turgidum|TRITD_1Av1G218850
OG0002378	Triticum_urartu|LOC125542546, Triticum_urartu|LOC125542544	Triticum_turgidum|TRITD_7Bv1G023580
OG0002378	Triticum_urartu|LOC125546507	Triticum_turgidum|TRITD_3Av1G007950
OG0002378	Triticum_urartu|LOC125542401	Triticum_turgidum|TRITD_3Av1G007780
OG0002379	Triticum_urartu|LOC125554664	Triticum_turgidum|TRITD_1Bv1G043830, Triticum_turgidum|TRITD_4Bv1G117740, Triticum_turgidum|TRITD_2Bv1G171620, Triticum_turgidum|TRITD_6Bv1G163720
OG0002379	Triticum_urartu|LOC125544303	Triticum_turgidum|TRITD_5Av1G130900
OG0002381	Triticum_urartu|LOC125524938	Triticum_turgidum|TRITD_4Av1G255490, Triticum_turgidum|TRITD_4Av1G255480, Triticum_turgidum|TRITD_7Av1G007680
OG0002384	Triticum_urartu|LOC125546816	Triticum_turgidum|TRITD_2Av1G286950, Triticum_turgidum|TRITD_6Av1G039220, Triticum_turgidum|TRITD_1Bv1G225670, Triticum_turgidum|TRITD_1Av1G004010, Triticum_turgidum|TRITD_1Av1G153420, Triticum_turgidum|TRITD_1Bv1G003280, Triticum_turgidum|TRITD_6Bv1G012560, Triticum_turgidum|TRITD_7Av1G276760, Triticum_turgidum|TRITD_6Av1G219170, Triticum_turgidum|TRITD_1Av1G010870, Triticum_turgidum|TRITD_4Av1G179850, Triticum_turgidum|TRITD_3Av1G212200, Triticum_turgidum|TRITD_3Bv1G282260, Triticum_turgidum|TRITD_2Bv1G248070, Triticum_turgidum|TRITD_3Bv1G282360, Triticum_turgidum|TRITD_3Bv1G281800, Triticum_turgidum|TRITD_3Bv1G281830, Triticum_turgidum|TRITD_5Bv1G235580
OG0002386	Triticum_urartu|LOC125535742	Triticum_turgidum|TRITD_1Bv1G157280, Triticum_turgidum|TRITD_1Av1G171800
OG0002386	Triticum_urartu|LOC125535735	Triticum_turgidum|TRITD_1Bv1G157290, Triticum_turgidum|TRITD_1Av1G007910, Triticum_turgidum|TRITD_1Av1G171810
OG0002387	Triticum_urartu|LOC125548535	Triticum_turgidum|TRITD_3Av1G174960
OG0002387	Triticum_urartu|LOC125548536	Triticum_turgidum|TRITD_3Av1G174960
OG0002388	Triticum_urartu|LOC125509972, Triticum_urartu|LOC125510021	Triticum_turgidum|TRITD_1Av1G119060
OG0002389	Triticum_urartu|LOC125543088, Triticum_urartu|LOC125536281	Triticum_turgidum|TRITD_1Bv1G005860
OG0002389	Triticum_urartu|LOC125546273	Triticum_turgidum|TRITD_3Bv1G274910, Triticum_turgidum|TRITD_3Av1G278960
OG0002390	Triticum_urartu|LOC125549583	Triticum_turgidum|TRITD_3Bv1G282070
OG0002390	Triticum_urartu|LOC125551963	Triticum_turgidum|TRITD_1Bv1G066440
OG0002391	Triticum_urartu|LOC125518547	Triticum_turgidum|TRITD_1Av1G164500
OG0002392	Triticum_urartu|LOC125509448	Triticum_turgidum|TRITD_1Av1G032420
OG0002392	Triticum_urartu|LOC125509482	Triticum_turgidum|TRITD_5Av1G145680
OG0002393	Triticum_urartu|LOC125531159, Triticum_urartu|LOC125523708	Triticum_turgidum|TRITD_5Bv1G235050, Triticum_turgidum|TRITD_7Av1G055370
OG0002393	Triticum_urartu|LOC125507539	Triticum_turgidum|TRITD_5Av1G236090
OG0002393	Triticum_urartu|LOC125547219	Triticum_turgidum|TRITD_5Bv1G235250, Triticum_turgidum|TRITD_3Av1G264160
OG0002394	Triticum_urartu|LOC125535391	Triticum_turgidum|TRITD_1Av1G163460
OG0002394	Triticum_urartu|LOC125535402	Triticum_turgidum|TRITD_1Av1G163520
OG0002395	Triticum_urartu|LOC125534505	Triticum_turgidum|TRITD_1Bv1G137780, Triticum_turgidum|TRITD_1Av1G148190
OG0002395	Triticum_urartu|LOC125534527	Triticum_turgidum|TRITD_1Av1G146070
OG0002396	Triticum_urartu|LOC125541020, Triticum_urartu|LOC125532505, Triticum_urartu|LOC125532512	Triticum_turgidum|TRITD_1Av1G002850
OG0002397	Triticum_urartu|LOC125520129	Triticum_turgidum|TRITD_1Av1G172820
OG0002398	Triticum_urartu|LOC125512551	Triticum_turgidum|TRITD_1Av1G132960
OG0002399	Triticum_urartu|LOC125551555	Triticum_turgidum|TRITD_1Av1G056020
OG0002400	Triticum_urartu|LOC125527143	Triticum_turgidum|TRITD_1Bv1G194550, Triticum_turgidum|TRITD_1Av1G205600
OG0002400	Triticum_urartu|LOC125531277	Triticum_turgidum|TRITD_1Av1G122760
OG0002401	Triticum_urartu|LOC125540958	Triticum_turgidum|TRITD_2Av1G026410
OG0002401	Triticum_urartu|LOC125525311	Triticum_turgidum|TRITD_1Bv1G188240, Triticum_turgidum|TRITD_1Av1G198660
OG0002402	Triticum_urartu|LOC125510728	Triticum_turgidum|TRITD_5Bv1G206130
OG0002402	Triticum_urartu|LOC125533878, Triticum_urartu|LOC125533921	Triticum_turgidum|TRITD_1Av1G135080
OG0002403	Triticum_urartu|LOC125511686	Triticum_turgidum|TRITD_1Av1G129440
OG0002403	Triticum_urartu|LOC125512113	Triticum_turgidum|TRITD_1Av1G129440
OG0002403	Triticum_urartu|LOC125511686	Triticum_turgidum|TRITD_1Bv1G124790
OG0002403	Triticum_urartu|LOC125512113	Triticum_turgidum|TRITD_1Bv1G124790
OG0002403	Triticum_urartu|LOC125514230	Triticum_turgidum|TRITD_6Av1G170410
OG0002404	Triticum_urartu|LOC125520491	Triticum_turgidum|TRITD_1Av1G175260
OG0002404	Triticum_urartu|LOC125520474	Triticum_turgidum|TRITD_1Av1G175240
OG0002404	Triticum_urartu|LOC125520507	Triticum_turgidum|TRITD_1Av1G175270
OG0002405	Triticum_urartu|LOC125548283	Triticum_turgidum|TRITD_1Av1G030510
OG0002405	Triticum_urartu|LOC125542293, Triticum_urartu|LOC125542294	Triticum_turgidum|TRITD_3Av1G002550
OG0002406	Triticum_urartu|LOC125550923, Triticum_urartu|LOC125511421, Triticum_urartu|LOC125511590, Triticum_urartu|LOC125532820, Triticum_urartu|LOC125532821	Triticum_turgidum|TRITD_1Av1G127910
OG0002407	Triticum_urartu|LOC125538829	Triticum_turgidum|TRITD_2Av1G211020
OG0002407	Triticum_urartu|LOC125538829	Triticum_turgidum|TRITD_2Bv1G175030
OG0002407	Triticum_urartu|LOC125529006	Triticum_turgidum|TRITD_1Bv1G031900
OG0002408	Triticum_urartu|LOC125530263	Triticum_turgidum|TRITD_3Av1G260800
OG0002408	Triticum_urartu|LOC125510031	Triticum_turgidum|TRITD_1Av1G119500, Triticum_turgidum|TRITD_1Bv1G117460
OG0002409	Triticum_urartu|LOC125513923	Triticum_turgidum|TRITD_6Av1G038760
OG0002409	Triticum_urartu|LOC125514670	Triticum_turgidum|TRITD_1Bv1G001410, Triticum_turgidum|TRITD_6Av1G055660, Triticum_turgidum|TRITD_6Bv1G066680
OG0002410	Triticum_urartu|LOC125540291	Triticum_turgidum|TRITD_1Av1G227700
OG0002413	Triticum_urartu|LOC125544220	Triticum_turgidum|TRITD_1Av1G008600
OG0002413	Triticum_urartu|LOC125517950, Triticum_urartu|LOC125517942	Triticum_turgidum|TRITD_7Av1G180790
OG0002415	Triticum_urartu|LOC125509240	Triticum_turgidum|TRITD_5Bv1G122390
OG0002416	Triticum_urartu|LOC125514250	Triticum_turgidum|TRITD_6Av1G012640
OG0002416	Triticum_urartu|LOC125515204	Triticum_turgidum|TRITD_1Av1G152830, Triticum_turgidum|TRITD_1Bv1G140050
OG0002417	Triticum_urartu|LOC125551675	Triticum_turgidum|TRITD_1Bv1G063310
OG0002417	Triticum_urartu|LOC125551671	Triticum_turgidum|TRITD_1Bv1G063270, Triticum_turgidum|TRITD_1Av1G054820
OG0002418	Triticum_urartu|LOC125542024	Triticum_turgidum|TRITD_1Av1G006380
OG0002419	Triticum_urartu|LOC125521511	Triticum_turgidum|TRITD_1Av1G181920, Triticum_turgidum|TRITD_1Bv1G168760
OG0002420	Triticum_urartu|LOC125551581	Triticum_turgidum|TRITD_1Av1G056430
OG0002421	Triticum_urartu|LOC125532314	Triticum_turgidum|TRITD_1Av1G147120
OG0002421	Triticum_urartu|LOC125544478	Triticum_turgidum|TRITD_3Av1G173550, Triticum_turgidum|TRITD_3Bv1G154420
OG0002422	Triticum_urartu|LOC125554594	Triticum_turgidum|TRITD_1Av1G176330, Triticum_turgidum|TRITD_1Bv1G162370, Triticum_turgidum|TRITD_1Bv1G060970, Triticum_turgidum|TRITD_1Av1G052420
OG0002423	Triticum_urartu|LOC125544227	Triticum_turgidum|TRITD_3Bv1G135290
OG0002424	Triticum_urartu|LOC125538815	Triticum_turgidum|TRITD_1Av1G212820
OG0002425	Triticum_urartu|LOC125551043	Triticum_turgidum|TRITD_1Av1G043240
OG0002425	Triticum_urartu|LOC125529045	Triticum_turgidum|TRITD_1Av1G043240
OG0002425	Triticum_urartu|LOC125551043	Triticum_turgidum|TRITD_1Bv1G056200
OG0002425	Triticum_urartu|LOC125529045	Triticum_turgidum|TRITD_1Bv1G056200
OG0002426	Triticum_urartu|LOC125531326	Triticum_turgidum|TRITD_1Av1G223040
OG0002426	Triticum_urartu|LOC125539877	Triticum_turgidum|TRITD_1Av1G222930
OG0002427	Triticum_urartu|LOC125516288	Triticum_turgidum|TRITD_1Av1G156670
OG0002427	Triticum_urartu|LOC125516305	Triticum_turgidum|TRITD_1Av1G156670
OG0002428	Triticum_urartu|LOC125535493	Triticum_turgidum|TRITD_2Av1G020960
OG0002430	Triticum_urartu|LOC125525992	Triticum_turgidum|TRITD_7Bv1G176520
OG0002431	Triticum_urartu|LOC125545318	Triticum_turgidum|TRITD_1Av1G016870
OG0002432	Triticum_urartu|LOC125545518	Triticum_turgidum|TRITD_1Bv1G021050
OG0002433	Triticum_urartu|LOC125513376	Triticum_turgidum|TRITD_6Av1G085570
OG0002434	Triticum_urartu|LOC125543207	Triticum_turgidum|TRITD_3Av1G045990
OG0002434	Triticum_urartu|LOC125551360	Triticum_turgidum|TRITD_1Av1G050630
OG0002435	Triticum_urartu|LOC125546410, Triticum_urartu|LOC125546417	Triticum_turgidum|TRITD_3Bv1G013980, Triticum_turgidum|TRITD_3Bv1G281620, Triticum_turgidum|TRITD_3Av1G286840
OG0002436	Triticum_urartu|LOC125528743	Triticum_turgidum|TRITD_7Av1G215470
OG0002437	Triticum_urartu|LOC125513665	Triticum_turgidum|TRITD_1Av1G138820
OG0002437	Triticum_urartu|LOC125513665	Triticum_turgidum|TRITD_1Bv1G132830
OG0002437	Triticum_urartu|LOC125506510, Triticum_urartu|LOC125511623	Triticum_turgidum|TRITD_5Av1G254480
OG0002438	Triticum_urartu|LOC125546334	Triticum_turgidum|TRITD_3Bv1G279390
OG0002439	Triticum_urartu|LOC125544639	Triticum_turgidum|TRITD_3Bv1G161300, Triticum_turgidum|TRITD_3Av1G182700
OG0002440	Triticum_urartu|LOC125533184	Triticum_turgidum|TRITD_1Av1G219270
OG0002441	Triticum_urartu|LOC125529666, Triticum_urartu|LOC125543341	Triticum_turgidum|TRITD_3Av1G063380
OG0002442	Triticum_urartu|LOC125536361	Triticum_turgidum|TRITD_1Bv1G169970, Triticum_turgidum|TRITD_1Av1G182570
OG0002443	Triticum_urartu|LOC125540499	Triticum_turgidum|TRITD_1Av1G227430
OG0002444	Triticum_urartu|LOC125509505	Triticum_turgidum|TRITD_5Av1G146170, Triticum_turgidum|TRITD_5Bv1G136110
OG0002444	Triticum_urartu|LOC125527495	Triticum_turgidum|TRITD_1Av1G217540
OG0002445	Triticum_urartu|LOC125545975	Triticum_turgidum|TRITD_3Av1G262280, Triticum_turgidum|TRITD_3Bv1G256770
OG0002445	Triticum_urartu|LOC125524292	Triticum_turgidum|TRITD_1Bv1G183430, Triticum_turgidum|TRITD_1Av1G193200
OG0002446	Triticum_urartu|LOC125554792	Triticum_turgidum|TRITD_1Av1G022380, Triticum_turgidum|TRITD_1Bv1G026440
OG0002447	Triticum_urartu|LOC125546980	Triticum_turgidum|TRITD_6Av1G080520
OG0002447	Triticum_urartu|LOC125537740	Triticum_turgidum|TRITD_2Av1G166880, Triticum_turgidum|TRITD_6Av1G056990
OG0002448	Triticum_urartu|LOC125520151	Triticum_turgidum|TRITD_7Av1G208000
OG0002448	Triticum_urartu|LOC125525771	Triticum_turgidum|TRITD_1Bv1G191700
OG0002449	Triticum_urartu|LOC125524732	Triticum_turgidum|TRITD_1Av1G194670
OG0002449	Triticum_urartu|LOC125544787, Triticum_urartu|LOC125544788	Triticum_turgidum|TRITD_3Av1G191600, Triticum_turgidum|TRITD_3Bv1G174140
OG0002450	Triticum_urartu|LOC125519435	Triticum_turgidum|TRITD_4Bv1G157690, Triticum_turgidum|TRITD_7Av1G224240, Triticum_turgidum|TRITD_2Av1G199180, Triticum_turgidum|TRITD_6Bv1G215880, Triticum_turgidum|TRITD_6Bv1G209660, Triticum_turgidum|TRITD_7Bv1G018940, Triticum_turgidum|TRITD_5Bv1G160920
OG0002451	Triticum_urartu|LOC125543031	Triticum_turgidum|TRITD_1Bv1G005300, Triticum_turgidum|TRITD_1Bv1G005610, Triticum_turgidum|TRITD_1Bv1G005550, Triticum_turgidum|TRITD_1Bv1G005410
OG0002453	Triticum_urartu|LOC125535565	Triticum_turgidum|TRITD_1Av1G167980
OG0002454	Triticum_urartu|LOC125512237	Triticum_turgidum|TRITD_1Av1G037480
OG0002454	Triticum_urartu|LOC125515923	Triticum_turgidum|TRITD_3Bv1G119350
OG0002455	Triticum_urartu|LOC125546245	Triticum_turgidum|TRITD_1Av1G022100
OG0002456	Triticum_urartu|LOC125536476	Triticum_turgidum|TRITD_1Av1G184190
OG0002456	Triticum_urartu|LOC125551914	Triticum_turgidum|TRITD_4Bv1G113460, Triticum_turgidum|TRITD_4Av1G060080
OG0002457	Triticum_urartu|LOC125545362	Triticum_turgidum|TRITD_3Bv1G207330, Triticum_turgidum|TRITD_3Av1G222640
OG0002457	Triticum_urartu|LOC125520211	Triticum_turgidum|TRITD_1Bv1G158400, Triticum_turgidum|TRITD_1Av1G173040
OG0002459	Triticum_urartu|LOC125555790	Triticum_turgidum|TRITD_5Av1G187420, Triticum_turgidum|TRITD_7Av1G051990
OG0002460	Triticum_urartu|LOC125510359	Triticum_turgidum|TRITD_1Av1G123950
OG0002460	Triticum_urartu|LOC125511542	Triticum_turgidum|TRITD_5Av1G248300, Triticum_turgidum|TRITD_4Bv1G197430
OG0002461	Triticum_urartu|LOC125548423	Triticum_turgidum|TRITD_1Av1G013910
OG0002461	Triticum_urartu|LOC125528277, Triticum_urartu|LOC125548336	Triticum_turgidum|TRITD_1Bv1G017720
OG0002462	Triticum_urartu|LOC125550126	Triticum_turgidum|TRITD_1Av1G038980
OG0002463	Triticum_urartu|LOC125548558	Triticum_turgidum|TRITD_3Av1G181570
OG0002464	Triticum_urartu|LOC125544502	Triticum_turgidum|TRITD_3Av1G174210
OG0002464	Triticum_urartu|LOC125544502	Triticum_turgidum|TRITD_3Bv1G154830
OG0002464	Triticum_urartu|LOC125527641, Triticum_urartu|LOC125527920	Triticum_turgidum|TRITD_1Bv1G203210
OG0002465	Triticum_urartu|LOC125525748, Triticum_urartu|LOC125526863	Triticum_turgidum|TRITD_1Av1G200950
OG0002465	Triticum_urartu|LOC125539549	Triticum_turgidum|TRITD_2Av1G250090
OG0002467	Triticum_urartu|LOC125544698	Triticum_turgidum|TRITD_3Av1G185330
OG0002468	Triticum_urartu|LOC125554125	Triticum_turgidum|TRITD_4Av1G012650
OG0002468	Triticum_urartu|LOC125529542, Triticum_urartu|LOC125529631	Triticum_turgidum|TRITD_1Av1G107950
OG0002470	Triticum_urartu|LOC125522224	Triticum_turgidum|TRITD_1Bv1G173330
OG0002470	Triticum_urartu|LOC125526867	Triticum_turgidum|TRITD_1Av1G204930
OG0002471	Triticum_urartu|LOC125544437	Triticum_turgidum|TRITD_3Av1G169400
OG0002471	Triticum_urartu|LOC125530384	Triticum_turgidum|TRITD_1Bv1G194970
OG0002472	Triticum_urartu|LOC125531642	Triticum_turgidum|TRITD_2Av1G282270
OG0002474	Triticum_urartu|LOC125529048	Triticum_turgidum|TRITD_4Bv1G181320, Triticum_turgidum|TRITD_4Av1G225820
OG0002474	Triticum_urartu|LOC125506144	Triticum_turgidum|TRITD_1Bv1G087460, Triticum_turgidum|TRITD_1Av1G086240
OG0002475	Triticum_urartu|LOC125540044	Triticum_turgidum|TRITD_2Bv1G232610
OG0002475	Triticum_urartu|LOC125513798	Triticum_turgidum|TRITD_1Av1G140730
OG0002476	Triticum_urartu|LOC125535688	Triticum_turgidum|TRITD_2Bv1G039380
OG0002476	Triticum_urartu|LOC125514651	Triticum_turgidum|TRITD_1Av1G147280
OG0002477	Triticum_urartu|LOC125544487	Triticum_turgidum|TRITD_1Av1G010530
OG0002477	Triticum_urartu|LOC125521727	Triticum_turgidum|TRITD_7Av1G116340
OG0002478	Triticum_urartu|LOC125540003	Triticum_turgidum|TRITD_1Av1G223370
OG0002478	Triticum_urartu|LOC125539995	Triticum_turgidum|TRITD_1Av1G223360
OG0002479	Triticum_urartu|LOC125545147	Triticum_turgidum|TRITD_3Av1G209980
OG0002479	Triticum_urartu|LOC125521933	Triticum_turgidum|TRITD_1Av1G183400
OG0002480	Triticum_urartu|LOC125534092	Triticum_turgidum|TRITD_1Bv1G128470
OG0002480	Triticum_urartu|LOC125511501	Triticum_turgidum|TRITD_5Av1G249570
OG0002481	Triticum_urartu|LOC125529333	Triticum_turgidum|TRITD_3Bv1G239740
OG0002481	Triticum_urartu|LOC125532485	Triticum_turgidum|TRITD_1Av1G224420, Triticum_turgidum|TRITD_1Bv1G222190
OG0002482	Triticum_urartu|LOC125529567, Triticum_urartu|LOC125530970	Triticum_turgidum|TRITD_1Av1G208120
OG0002483	Triticum_urartu|LOC125536080, Triticum_urartu|LOC125536468	Triticum_turgidum|TRITD_2Av1G066230
OG0002484	Triticum_urartu|LOC125510835	Triticum_turgidum|TRITD_5Bv1G211140
OG0002484	Triticum_urartu|LOC125537431, Triticum_urartu|LOC125530143	Triticum_turgidum|TRITD_2Av1G138030
OG0002485	Triticum_urartu|LOC125539308	Triticum_turgidum|TRITD_2Bv1G197090, Triticum_turgidum|TRITD_2Av1G235080
OG0002485	Triticum_urartu|LOC125540035	Triticum_turgidum|TRITD_2Av1G274640, Triticum_turgidum|TRITD_2Bv1G238580
OG0002486	Triticum_urartu|LOC125531377	Triticum_turgidum|TRITD_2Av1G006700
OG0002486	Triticum_urartu|LOC125535131	Triticum_turgidum|TRITD_2Av1G006790, Triticum_turgidum|TRITD_2Bv1G008570, Triticum_turgidum|TRITD_1Bv1G194010
OG0002488	Triticum_urartu|LOC125512793	Triticum_turgidum|TRITD_6Av1G209270
OG0002489	Triticum_urartu|LOC125534028, Triticum_urartu|LOC125534034	Triticum_turgidum|TRITD_2Av1G256250
OG0002490	Triticum_urartu|LOC125512320	Triticum_turgidum|TRITD_2Av1G033860
OG0002492	Triticum_urartu|LOC125539545	Triticum_turgidum|TRITD_2Bv1G212020, Triticum_turgidum|TRITD_2Av1G250140, Triticum_turgidum|TRITD_2Bv1G211870, Triticum_turgidum|TRITD_2Bv1G211910
OG0002493	Triticum_urartu|LOC125539560	Triticum_turgidum|TRITD_2Bv1G212840
OG0002493	Triticum_urartu|LOC125511025	Triticum_turgidum|TRITD_5Bv1G223250, Triticum_turgidum|TRITD_5Av1G223790
OG0002495	Triticum_urartu|LOC125507129	Triticum_turgidum|TRITD_5Av1G156630
OG0002495	Triticum_urartu|LOC125537673	Triticum_turgidum|TRITD_2Av1G239800
OG0002496	Triticum_urartu|LOC125534114	Triticum_turgidum|TRITD_2Av1G261160
OG0002497	Triticum_urartu|LOC125536669	Triticum_turgidum|TRITD_2Av1G080350
OG0002498	Triticum_urartu|LOC125542372	Triticum_turgidum|TRITD_3Bv1G004850
OG0002498	Triticum_urartu|LOC125536354	Triticum_turgidum|TRITD_2Bv1G068410, Triticum_turgidum|TRITD_2Av1G058010
OG0002499	Triticum_urartu|LOC125533944	Triticum_turgidum|TRITD_2Av1G251330
OG0002499	Triticum_urartu|LOC125539554	Triticum_turgidum|TRITD_2Av1G251250
OG0002500	Triticum_urartu|LOC125537844, Triticum_urartu|LOC125530832	Triticum_turgidum|TRITD_2Av1G160250
OG0002500	Triticum_urartu|LOC125543398	Triticum_turgidum|TRITD_2Bv1G135000, Triticum_turgidum|TRITD_3Av1G075920
OG0002501	Triticum_urartu|LOC125537648, Triticum_urartu|LOC125537650, Triticum_urartu|LOC125537652	Triticum_turgidum|TRITD_2Av1G164140
OG0002502	Triticum_urartu|LOC125533643	Triticum_turgidum|TRITD_2Bv1G169340
OG0002503	Triticum_urartu|LOC125535725	Triticum_turgidum|TRITD_2Av1G030430
OG0002504	Triticum_urartu|LOC125536490	Triticum_turgidum|TRITD_2Av1G067480
OG0002504	Triticum_urartu|LOC125536488	Triticum_turgidum|TRITD_2Av1G067470
OG0002505	Triticum_urartu|LOC125513817	Triticum_turgidum|TRITD_6Av1G142980
OG0002506	Triticum_urartu|LOC125544723	Triticum_turgidum|TRITD_2Av1G066390
OG0002506	Triticum_urartu|LOC125544723	Triticum_turgidum|TRITD_2Bv1G077000
OG0002506	Triticum_urartu|LOC125544723	Triticum_turgidum|TRITD_3Av1G186240
OG0002507	Triticum_urartu|LOC125534580	Triticum_turgidum|TRITD_2Av1G289930
OG0002507	Triticum_urartu|LOC125534581	Triticum_turgidum|TRITD_2Av1G289920
OG0002508	Triticum_urartu|LOC125539697	Triticum_turgidum|TRITD_2Bv1G221170
OG0002508	Triticum_urartu|LOC125534069	Triticum_turgidum|TRITD_2Bv1G221230, Triticum_turgidum|TRITD_2Av1G258600
OG0002509	Triticum_urartu|LOC125539894	Triticum_turgidum|TRITD_2Av1G267740
OG0002510	Triticum_urartu|LOC125513757	Triticum_turgidum|TRITD_6Av1G148590
OG0002510	Triticum_urartu|LOC125538883	Triticum_turgidum|TRITD_2Bv1G179500
OG0002511	Triticum_urartu|LOC125539021	Triticum_turgidum|TRITD_2Bv1G182610
OG0002511	Triticum_urartu|LOC125529478	Triticum_turgidum|TRITD_2Bv1G182550, Triticum_turgidum|TRITD_2Av1G220030
OG0002513	Triticum_urartu|LOC125540437	Triticum_turgidum|TRITD_2Av1G291290
OG0002513	Triticum_urartu|LOC125550771	Triticum_turgidum|TRITD_1Av1G040630
OG0002514	Triticum_urartu|LOC125536367	Triticum_turgidum|TRITD_2Av1G061340, Triticum_turgidum|TRITD_7Bv1G015090, Triticum_turgidum|TRITD_2Bv1G071430
OG0002515	Triticum_urartu|LOC125539156	Triticum_turgidum|TRITD_2Av1G226820
OG0002515	Triticum_urartu|LOC125539156	Triticum_turgidum|TRITD_2Bv1G188900
OG0002516	Triticum_urartu|LOC125516468	Triticum_turgidum|TRITD_6Av1G012070
OG0002517	Triticum_urartu|LOC125523932	Triticum_turgidum|TRITD_7Av1G057100
OG0002518	Triticum_urartu|LOC125540894	Triticum_turgidum|TRITD_2Av1G019460
OG0002519	Triticum_urartu|LOC125538793, Triticum_urartu|LOC125528727	Triticum_turgidum|TRITD_2Bv1G172660
OG0002520	Triticum_urartu|LOC125533982	Triticum_turgidum|TRITD_2Bv1G214550, Triticum_turgidum|TRITD_2Av1G252950
OG0002522	Triticum_urartu|LOC125541692, Triticum_urartu|LOC125538023	Triticum_turgidum|TRITD_2Av1G178720, Triticum_turgidum|TRITD_2Av1G178780
OG0002523	Triticum_urartu|LOC125526475	Triticum_turgidum|TRITD_1Av1G202900
OG0002523	Triticum_urartu|LOC125540459, Triticum_urartu|LOC125540528	Triticum_turgidum|TRITD_2Av1G291140
OG0002523	Triticum_urartu|LOC125540459, Triticum_urartu|LOC125540528	Triticum_turgidum|TRITD_2Bv1G261030
OG0002524	Triticum_urartu|LOC125511668	Triticum_turgidum|TRITD_5Av1G257530
OG0002525	Triticum_urartu|LOC125552275	Triticum_turgidum|TRITD_4Av1G034880
OG0002525	Triticum_urartu|LOC125539910	Triticum_turgidum|TRITD_2Av1G268910
