Orthogroup	Triticum_urartu	Aegilops_speltoides
OG0003266	Triticum_urartu|LOC125554100	Aegilops_speltoides|GWHGBFXR018772.1
OG0003267	Triticum_urartu|LOC125531146, Triticum_urartu|LOC125535007	Aegilops_speltoides|GWHGBFXR004488.1
OG0003268	Triticum_urartu|LOC125538497	Aegilops_speltoides|GWHGBFXR009404.1
OG0003269	Triticum_urartu|LOC125512264	Aegilops_speltoides|GWHGBFXR028394.1
OG0003269	Triticum_urartu|LOC125533865	Aegilops_speltoides|GWHGBFXR008557.1
OG0003270	Triticum_urartu|LOC125528731	Aegilops_speltoides|GWHGBFXR005328.1, Aegilops_speltoides|GWHGBFXR005327.1, Aegilops_speltoides|GWHGBFXR022988.1
OG0003271	Triticum_urartu|LOC125514828	Aegilops_speltoides|GWHGBFXR025627.1
OG0003271	Triticum_urartu|LOC125535822, Triticum_urartu|LOC125530773	Aegilops_speltoides|GWHGBFXR005702.1
OG0003272	Triticum_urartu|LOC125538368	Aegilops_speltoides|GWHGBFXR010142.1
OG0003273	Triticum_urartu|LOC125535943	Aegilops_speltoides|GWHGBFXR007648.1, Aegilops_speltoides|GWHGBFXR037326.1
OG0003274	Triticum_urartu|LOC125530660	Aegilops_speltoides|GWHGBFXR005214.1, Aegilops_speltoides|GWHGBFXR005213.1
OG0003275	Triticum_urartu|LOC125516194	Aegilops_speltoides|GWHGBFXR026819.1
OG0003275	Triticum_urartu|LOC125523631	Aegilops_speltoides|GWHGBFXR009419.1, Aegilops_speltoides|GWHGBFXR019971.1
OG0003276	Triticum_urartu|LOC125536736	Aegilops_speltoides|GWHGBFXR006714.1
OG0003276	Triticum_urartu|LOC125539761	Aegilops_speltoides|GWHGBFXR009150.1
OG0003277	Triticum_urartu|LOC125540997	Aegilops_speltoides|GWHGBFXR005532.1
OG0003277	Triticum_urartu|LOC125535681	Aegilops_speltoides|GWHGBFXR005531.1
OG0003278	Triticum_urartu|LOC125535203	Aegilops_speltoides|GWHGBFXR004744.1
OG0003278	Triticum_urartu|LOC125546165	Aegilops_speltoides|GWHGBFXR015828.1
OG0003279	Triticum_urartu|LOC125509777	Aegilops_speltoides|GWHGBFXR022681.1
OG0003279	Triticum_urartu|LOC125536297	Aegilops_speltoides|GWHGBFXR006172.1
OG0003280	Triticum_urartu|LOC125517648, Triticum_urartu|LOC125517655	Aegilops_speltoides|GWHGBFXR028239.1
OG0003280	Triticum_urartu|LOC125531104	Aegilops_speltoides|GWHGBFXR008165.1
OG0003281	Triticum_urartu|LOC125533821	Aegilops_speltoides|GWHGBFXR008417.1
OG0003283	Triticum_urartu|LOC125521274	Aegilops_speltoides|GWHGBFXR006041.1
OG0003284	Triticum_urartu|LOC125536787	Aegilops_speltoides|GWHGBFXR006643.1
OG0003285	Triticum_urartu|LOC125539195	Aegilops_speltoides|GWHGBFXR008279.1
OG0003286	Triticum_urartu|LOC125534309, Triticum_urartu|LOC125534310, Triticum_urartu|LOC125526911	Aegilops_speltoides|GWHGBFXR009707.1, Aegilops_speltoides|GWHGBFXR009715.1, Aegilops_speltoides|GWHGBFXR009710.1
OG0003287	Triticum_urartu|LOC125535970	Aegilops_speltoides|GWHGBFXR005854.1, Aegilops_speltoides|GWHGBFXR005861.1, Aegilops_speltoides|GWHGBFXR005852.1
OG0003288	Triticum_urartu|LOC125540936	Aegilops_speltoides|GWHGBFXR005331.1
OG0003290	Triticum_urartu|LOC125539763	Aegilops_speltoides|GWHGBFXR009151.1
OG0003291	Triticum_urartu|LOC125534161	Aegilops_speltoides|GWHGBFXR009225.1
OG0003291	Triticum_urartu|LOC125539381	Aegilops_speltoides|GWHGBFXR008521.1
OG0003292	Triticum_urartu|LOC125530373	Aegilops_speltoides|GWHGBFXR009854.1
OG0003293	Triticum_urartu|LOC125538443, Triticum_urartu|LOC125538449	Aegilops_speltoides|GWHGBFXR007597.1
OG0003298	Triticum_urartu|LOC125535655	Aegilops_speltoides|GWHGBFXR005491.1
OG0003300	Triticum_urartu|LOC125553585	Aegilops_speltoides|GWHGBFXR009400.1, Aegilops_speltoides|GWHGBFXR014242.1, Aegilops_speltoides|GWHGBFXR013485.1, Aegilops_speltoides|GWHGBFXR014251.1, Aegilops_speltoides|GWHGBFXR005313.1, Aegilops_speltoides|GWHGBFXR014537.1, Aegilops_speltoides|GWHGBFXR011356.1, Aegilops_speltoides|GWHGBFXR034766.1
OG0003301	Triticum_urartu|LOC125540402, Triticum_urartu|LOC125540403	Aegilops_speltoides|GWHGBFXR010206.1
OG0003302	Triticum_urartu|LOC125551830	Aegilops_speltoides|GWHGBFXR005492.1, Aegilops_speltoides|GWHGBFXR033793.1, Aegilops_speltoides|GWHGBFXR016231.1, Aegilops_speltoides|GWHGBFXR019487.1, Aegilops_speltoides|GWHGBFXR007446.1, Aegilops_speltoides|GWHGBFXR008953.1, Aegilops_speltoides|GWHGBFXR011726.1
OG0003303	Triticum_urartu|LOC125533749	Aegilops_speltoides|GWHGBFXR008193.1
OG0003303	Triticum_urartu|LOC125512123	Aegilops_speltoides|GWHGBFXR028208.1
OG0003304	Triticum_urartu|LOC125536538	Aegilops_speltoides|GWHGBFXR035397.1, Aegilops_speltoides|GWHGBFXR017922.1, Aegilops_speltoides|GWHGBFXR009066.1, Aegilops_speltoides|GWHGBFXR013154.1, Aegilops_speltoides|GWHGBFXR020348.1, Aegilops_speltoides|GWHGBFXR007960.1
OG0003305	Triticum_urartu|LOC125530244	Aegilops_speltoides|GWHGBFXR009629.1
OG0003307	Triticum_urartu|LOC125535236, Triticum_urartu|LOC125519940	Aegilops_speltoides|GWHGBFXR004850.1
OG0003308	Triticum_urartu|LOC125548495	Aegilops_speltoides|GWHGBFXR013086.1, Aegilops_speltoides|GWHGBFXR013082.1
OG0003309	Triticum_urartu|LOC125540613	Aegilops_speltoides|GWHGBFXR004577.1
OG0003311	Triticum_urartu|LOC125535332	Aegilops_speltoides|GWHGBFXR005004.1
OG0003313	Triticum_urartu|LOC125546052	Aegilops_speltoides|GWHGBFXR004892.1, Aegilops_speltoides|GWHGBFXR010485.1, Aegilops_speltoides|GWHGBFXR006789.1, Aegilops_speltoides|GWHGBFXR017606.1
OG0003314	Triticum_urartu|LOC125528752	Aegilops_speltoides|GWHGBFXR022562.1
OG0003315	Triticum_urartu|LOC125538010	Aegilops_speltoides|GWHGBFXR009368.1
OG0003315	Triticum_urartu|LOC125534245	Aegilops_speltoides|GWHGBFXR009455.1
OG0003316	Triticum_urartu|LOC125523891	Aegilops_speltoides|GWHGBFXR033589.1
OG0003317	Triticum_urartu|LOC125534695	Aegilops_speltoides|GWHGBFXR004512.1
OG0003318	Triticum_urartu|LOC125536278	Aegilops_speltoides|GWHGBFXR006277.1
OG0003319	Triticum_urartu|LOC125534263	Aegilops_speltoides|GWHGBFXR009389.1
OG0003319	Triticum_urartu|LOC125538126	Aegilops_speltoides|GWHGBFXR009388.1
OG0003320	Triticum_urartu|LOC125536174	Aegilops_speltoides|GWHGBFXR005391.1
OG0003322	Triticum_urartu|LOC125519243	Aegilops_speltoides|GWHGBFXR022024.1, Aegilops_speltoides|GWHGBFXR026243.1
OG0003323	Triticum_urartu|LOC125536972, Triticum_urartu|LOC125536975	Aegilops_speltoides|GWHGBFXR006946.1
OG0003324	Triticum_urartu|LOC125537870	Aegilops_speltoides|GWHGBFXR007141.1
OG0003325	Triticum_urartu|LOC125540052	Aegilops_speltoides|GWHGBFXR009492.1
OG0003327	Triticum_urartu|LOC125537942	Aegilops_speltoides|GWHGBFXR007299.1
OG0003328	Triticum_urartu|LOC125539499	Aegilops_speltoides|GWHGBFXR008681.1
OG0003329	Triticum_urartu|LOC125512112	Aegilops_speltoides|GWHGBFXR028118.1
OG0003329	Triticum_urartu|LOC125539491	Aegilops_speltoides|GWHGBFXR008666.1
OG0003331	Triticum_urartu|LOC125553625	Aegilops_speltoides|GWHGBFXR017229.1
OG0003332	Triticum_urartu|LOC125553057	Aegilops_speltoides|GWHGBFXR025159.1
OG0003332	Triticum_urartu|LOC125538245	Aegilops_speltoides|GWHGBFXR007438.1
OG0003333	Triticum_urartu|LOC125514731, Triticum_urartu|LOC125514800, Triticum_urartu|LOC125539424	Aegilops_speltoides|GWHGBFXR025958.1
OG0003333	Triticum_urartu|LOC125535931, Triticum_urartu|LOC125529405, Triticum_urartu|LOC125532208	Aegilops_speltoides|GWHGBFXR025344.1
OG0003334	Triticum_urartu|LOC125552401	Aegilops_speltoides|GWHGBFXR024853.1, Aegilops_speltoides|GWHGBFXR004813.1
OG0003334	Triticum_urartu|LOC125536360	Aegilops_speltoides|GWHGBFXR026411.1, Aegilops_speltoides|GWHGBFXR015884.1
OG0003334	Triticum_urartu|LOC125549541	Aegilops_speltoides|GWHGBFXR035741.1, Aegilops_speltoides|GWHGBFXR034814.1
OG0003335	Triticum_urartu|LOC125512913	Aegilops_speltoides|GWHGBFXR029662.1
OG0003336	Triticum_urartu|LOC125536300	Aegilops_speltoides|GWHGBFXR006173.1
OG0003337	Triticum_urartu|LOC125537386, Triticum_urartu|LOC125537391	Aegilops_speltoides|GWHGBFXR006996.1
OG0003337	Triticum_urartu|LOC125510763	Aegilops_speltoides|GWHGBFXR024169.1
OG0003338	Triticum_urartu|LOC125528141	Aegilops_speltoides|GWHGBFXR023400.1, Aegilops_speltoides|GWHGBFXR023382.1
OG0003339	Triticum_urartu|LOC125535609, Triticum_urartu|LOC125535610, Triticum_urartu|LOC125535611	Aegilops_speltoides|GWHGBFXR005432.1
OG0003340	Triticum_urartu|LOC125545357	Aegilops_speltoides|GWHGBFXR014229.1
OG0003340	Triticum_urartu|LOC125548855	Aegilops_speltoides|GWHGBFXR014228.1
OG0003341	Triticum_urartu|LOC125548332	Aegilops_speltoides|GWHGBFXR012602.1
OG0003342	Triticum_urartu|LOC125544282, Triticum_urartu|LOC125544287	Aegilops_speltoides|GWHGBFXR012926.1
OG0003343	Triticum_urartu|LOC125548282	Aegilops_speltoides|GWHGBFXR012372.1
OG0003343	Triticum_urartu|LOC125548251, Triticum_urartu|LOC125543643, Triticum_urartu|LOC125553895	Aegilops_speltoides|GWHGBFXR012371.1
OG0003345	Triticum_urartu|LOC125548812, Triticum_urartu|LOC125532423	Aegilops_speltoides|GWHGBFXR014079.1
OG0003345	Triticum_urartu|LOC125542652	Aegilops_speltoides|GWHGBFXR011189.1
OG0003348	Triticum_urartu|LOC125542834	Aegilops_speltoides|GWHGBFXR011430.1
OG0003348	Triticum_urartu|LOC125510412	Aegilops_speltoides|GWHGBFXR023646.1
OG0003349	Triticum_urartu|LOC125528824	Aegilops_speltoides|GWHGBFXR015869.1, Aegilops_speltoides|GWHGBFXR015864.1, Aegilops_speltoides|GWHGBFXR015866.1, Aegilops_speltoides|GWHGBFXR015871.1
OG0003350	Triticum_urartu|LOC125546113	Aegilops_speltoides|GWHGBFXR015677.1
OG0003350	Triticum_urartu|LOC125546114	Aegilops_speltoides|GWHGBFXR015684.1
OG0003351	Triticum_urartu|LOC125543659	Aegilops_speltoides|GWHGBFXR012383.1
OG0003352	Triticum_urartu|LOC125528509	Aegilops_speltoides|GWHGBFXR034356.1
OG0003353	Triticum_urartu|LOC125542446, Triticum_urartu|LOC125515256, Triticum_urartu|LOC125542447, Triticum_urartu|LOC125515257	Aegilops_speltoides|GWHGBFXR010814.1
OG0003354	Triticum_urartu|LOC125543008	Aegilops_speltoides|GWHGBFXR011643.1
OG0003357	Triticum_urartu|LOC125542901	Aegilops_speltoides|GWHGBFXR011511.1
OG0003357	Triticum_urartu|LOC125546667	Aegilops_speltoides|GWHGBFXR011509.1
OG0003358	Triticum_urartu|LOC125545210	Aegilops_speltoides|GWHGBFXR014005.1
OG0003358	Triticum_urartu|LOC125545206, Triticum_urartu|LOC125527275	Aegilops_speltoides|GWHGBFXR014004.1
OG0003359	Triticum_urartu|LOC125542236	Aegilops_speltoides|GWHGBFXR010591.1
OG0003359	Triticum_urartu|LOC125514298	Aegilops_speltoides|GWHGBFXR028641.1
OG0003362	Triticum_urartu|LOC125546215	Aegilops_speltoides|GWHGBFXR015959.1
OG0003363	Triticum_urartu|LOC125545307	Aegilops_speltoides|GWHGBFXR014135.1, Aegilops_speltoides|GWHGBFXR014136.1
OG0003364	Triticum_urartu|LOC125553901, Triticum_urartu|LOC125522313	Aegilops_speltoides|GWHGBFXR018048.1
OG0003365	Triticum_urartu|LOC125544465, Triticum_urartu|LOC125531429	Aegilops_speltoides|GWHGBFXR013168.1
OG0003365	Triticum_urartu|LOC125531428	Aegilops_speltoides|GWHGBFXR013169.1
OG0003368	Triticum_urartu|LOC125546096	Aegilops_speltoides|GWHGBFXR015610.1
OG0003368	Triticum_urartu|LOC125546094, Triticum_urartu|LOC125527311	Aegilops_speltoides|GWHGBFXR015609.1
OG0003369	Triticum_urartu|LOC125548217, Triticum_urartu|LOC125548248	Aegilops_speltoides|GWHGBFXR010731.1
OG0003369	Triticum_urartu|LOC125520209	Aegilops_speltoides|GWHGBFXR032003.1
OG0003370	Triticum_urartu|LOC125543316, Triticum_urartu|LOC125543375	Aegilops_speltoides|GWHGBFXR012073.1
OG0003370	Triticum_urartu|LOC125552554	Aegilops_speltoides|GWHGBFXR018754.1
OG0003370	Triticum_urartu|LOC125552557	Aegilops_speltoides|GWHGBFXR018754.1
OG0003371	Triticum_urartu|LOC125548196, Triticum_urartu|LOC125519954	Aegilops_speltoides|GWHGBFXR012620.1
OG0003372	Triticum_urartu|LOC125547850	Aegilops_speltoides|GWHGBFXR011206.1, Aegilops_speltoides|GWHGBFXR011201.1, Aegilops_speltoides|GWHGBFXR011200.1
OG0003376	Triticum_urartu|LOC125554894, Triticum_urartu|LOC125549494	Aegilops_speltoides|GWHGBFXR016015.1
OG0003377	Triticum_urartu|LOC125549392, Triticum_urartu|LOC125549397	Aegilops_speltoides|GWHGBFXR015881.1
OG0003379	Triticum_urartu|LOC125547928	Aegilops_speltoides|GWHGBFXR011379.1
OG0003380	Triticum_urartu|LOC125546110	Aegilops_speltoides|GWHGBFXR015644.1
OG0003381	Triticum_urartu|LOC125543671	Aegilops_speltoides|GWHGBFXR012432.1
OG0003381	Triticum_urartu|LOC125553820, Triticum_urartu|LOC125553867	Aegilops_speltoides|GWHGBFXR017977.1
OG0003382	Triticum_urartu|LOC125526904	Aegilops_speltoides|GWHGBFXR027852.1
OG0003382	Triticum_urartu|LOC125544464	Aegilops_speltoides|GWHGBFXR013166.1
OG0003383	Triticum_urartu|LOC125546458	Aegilops_speltoides|GWHGBFXR010518.1
OG0003385	Triticum_urartu|LOC125534390	Aegilops_speltoides|GWHGBFXR027877.1, Aegilops_speltoides|GWHGBFXR025042.1, Aegilops_speltoides|GWHGBFXR035694.1, Aegilops_speltoides|GWHGBFXR036973.1, Aegilops_speltoides|GWHGBFXR011528.1, Aegilops_speltoides|GWHGBFXR031920.1
OG0003386	Triticum_urartu|LOC125542991, Triticum_urartu|LOC125548102	Aegilops_speltoides|GWHGBFXR011867.1
OG0003389	Triticum_urartu|LOC125547542	Aegilops_speltoides|GWHGBFXR010707.1
OG0003390	Triticum_urartu|LOC125546037	Aegilops_speltoides|GWHGBFXR015535.1
OG0003391	Triticum_urartu|LOC125547964, Triticum_urartu|LOC125547966	Aegilops_speltoides|GWHGBFXR011457.1
OG0003394	Triticum_urartu|LOC125511068	Aegilops_speltoides|GWHGBFXR013935.1, Aegilops_speltoides|GWHGBFXR024656.1
OG0003395	Triticum_urartu|LOC125544262	Aegilops_speltoides|GWHGBFXR012964.1
OG0003396	Triticum_urartu|LOC125548496	Aegilops_speltoides|GWHGBFXR013087.1
OG0003397	Triticum_urartu|LOC125547817	Aegilops_speltoides|GWHGBFXR011063.1
OG0003398	Triticum_urartu|LOC125540882, Triticum_urartu|LOC125540885, Triticum_urartu|LOC125542975	Aegilops_speltoides|GWHGBFXR011591.1
OG0003399	Triticum_urartu|LOC125515070	Aegilops_speltoides|GWHGBFXR029409.1, Aegilops_speltoides|GWHGBFXR014435.1
OG0003400	Triticum_urartu|LOC125543871, Triticum_urartu|LOC125544524	Aegilops_speltoides|GWHGBFXR013226.1
OG0003401	Triticum_urartu|LOC125542720	Aegilops_speltoides|GWHGBFXR011289.1
OG0003402	Triticum_urartu|LOC125518370	Aegilops_speltoides|GWHGBFXR015716.1
OG0003404	Triticum_urartu|LOC125508304	Aegilops_speltoides|GWHGBFXR021308.1
OG0003404	Triticum_urartu|LOC125553678	Aegilops_speltoides|GWHGBFXR017341.1
OG0003405	Triticum_urartu|LOC125550972	Aegilops_speltoides|GWHGBFXR017321.1
OG0003406	Triticum_urartu|LOC125529806	Aegilops_speltoides|GWHGBFXR019119.1
OG0003407	Triticum_urartu|LOC125553380, Triticum_urartu|LOC125553381	Aegilops_speltoides|GWHGBFXR016402.1
OG0003408	Triticum_urartu|LOC125546095	Aegilops_speltoides|GWHGBFXR036938.1
OG0003408	Triticum_urartu|LOC125554602	Aegilops_speltoides|GWHGBFXR016974.1
OG0003409	Triticum_urartu|LOC125554168, Triticum_urartu|LOC125528621, Triticum_urartu|LOC125529996, Triticum_urartu|LOC125554167, Triticum_urartu|LOC125528622, Triticum_urartu|LOC125529998	Aegilops_speltoides|GWHGBFXR018956.1
OG0003410	Triticum_urartu|LOC125550258	Aegilops_speltoides|GWHGBFXR016423.1
OG0003411	Triticum_urartu|LOC125550944	Aegilops_speltoides|GWHGBFXR017253.1
OG0003411	Triticum_urartu|LOC125520429	Aegilops_speltoides|GWHGBFXR033407.1
OG0003412	Triticum_urartu|LOC125506537	Aegilops_speltoides|GWHGBFXR019900.1
OG0003412	Triticum_urartu|LOC125511647	Aegilops_speltoides|GWHGBFXR019901.1
OG0003413	Triticum_urartu|LOC125524735	Aegilops_speltoides|GWHGBFXR034273.1
OG0003414	Triticum_urartu|LOC125508716	Aegilops_speltoides|GWHGBFXR021470.1
OG0003415	Triticum_urartu|LOC125551640	Aegilops_speltoides|GWHGBFXR016530.1
OG0003416	Triticum_urartu|LOC125550487	Aegilops_speltoides|GWHGBFXR016732.1
OG0003418	Triticum_urartu|LOC125516948	Aegilops_speltoides|GWHGBFXR016257.1
OG0003419	Triticum_urartu|LOC125552519	Aegilops_speltoides|GWHGBFXR018724.1
OG0003419	Triticum_urartu|LOC125510287	Aegilops_speltoides|GWHGBFXR023420.1
OG0003420	Triticum_urartu|LOC125552844	Aegilops_speltoides|GWHGBFXR019178.1
OG0003421	Triticum_urartu|LOC125508255	Aegilops_speltoides|GWHGBFXR021096.1
OG0003422	Triticum_urartu|LOC125508717	Aegilops_speltoides|GWHGBFXR021471.1
OG0003424	Triticum_urartu|LOC125528685	Aegilops_speltoides|GWHGBFXR017201.1
OG0003425	Triticum_urartu|LOC125506982	Aegilops_speltoides|GWHGBFXR020145.1
OG0003425	Triticum_urartu|LOC125550253	Aegilops_speltoides|GWHGBFXR016409.1
OG0003426	Triticum_urartu|LOC125553541	Aegilops_speltoides|GWHGBFXR016959.1
OG0003427	Triticum_urartu|LOC125521049, Triticum_urartu|LOC125550423	Aegilops_speltoides|GWHGBFXR016662.1
OG0003429	Triticum_urartu|LOC125552540	Aegilops_speltoides|GWHGBFXR018735.1
OG0003430	Triticum_urartu|LOC125511574	Aegilops_speltoides|GWHGBFXR019799.1
OG0003430	Triticum_urartu|LOC125517118	Aegilops_speltoides|GWHGBFXR028067.1
OG0003432	Triticum_urartu|LOC125551092	Aegilops_speltoides|GWHGBFXR017380.1
OG0003433	Triticum_urartu|LOC125555999	Aegilops_speltoides|GWHGBFXR021741.1
OG0003433	Triticum_urartu|LOC125556000, Triticum_urartu|LOC125556003	Aegilops_speltoides|GWHGBFXR021740.1
OG0003434	Triticum_urartu|LOC125507490	Aegilops_speltoides|GWHGBFXR024615.1
OG0003435	Triticum_urartu|LOC125554360, Triticum_urartu|LOC125554414	Aegilops_speltoides|GWHGBFXR025241.1
OG0003435	Triticum_urartu|LOC125554368, Triticum_urartu|LOC125532220	Aegilops_speltoides|GWHGBFXR025605.1
OG0003436	Triticum_urartu|LOC125506826	Aegilops_speltoides|GWHGBFXR020073.1
OG0003437	Triticum_urartu|LOC125509380	Aegilops_speltoides|GWHGBFXR022215.1
OG0003438	Triticum_urartu|LOC125536171	Aegilops_speltoides|GWHGBFXR020521.1
OG0003439	Triticum_urartu|LOC125556514	Aegilops_speltoides|GWHGBFXR023351.1
OG0003440	Triticum_urartu|LOC125509642	Aegilops_speltoides|GWHGBFXR022540.1
OG0003441	Triticum_urartu|LOC125510509	Aegilops_speltoides|GWHGBFXR023781.1
OG0003441	Triticum_urartu|LOC125507669, Triticum_urartu|LOC125507698	Aegilops_speltoides|GWHGBFXR020295.1
OG0003442	Triticum_urartu|LOC125510318	Aegilops_speltoides|GWHGBFXR023484.1
OG0003443	Triticum_urartu|LOC125509812	Aegilops_speltoides|GWHGBFXR022715.1
OG0003443	Triticum_urartu|LOC125515226	Aegilops_speltoides|GWHGBFXR029582.1
OG0003444	Triticum_urartu|LOC125523290	Aegilops_speltoides|GWHGBFXR032655.1, Aegilops_speltoides|GWHGBFXR024163.1
OG0003446	Triticum_urartu|LOC125555909	Aegilops_speltoides|GWHGBFXR021419.1
OG0003447	Triticum_urartu|LOC125511210	Aegilops_speltoides|GWHGBFXR024910.1
OG0003447	Triticum_urartu|LOC125511201, Triticum_urartu|LOC125511204	Aegilops_speltoides|GWHGBFXR024911.1
OG0003448	Triticum_urartu|LOC125511161	Aegilops_speltoides|GWHGBFXR024889.1, Aegilops_speltoides|GWHGBFXR024862.1
OG0003449	Triticum_urartu|LOC125553146	Aegilops_speltoides|GWHGBFXR025343.1
OG0003450	Triticum_urartu|LOC125554838, Triticum_urartu|LOC125554839	Aegilops_speltoides|GWHGBFXR025242.1, Aegilops_speltoides|GWHGBFXR025604.1, Aegilops_speltoides|GWHGBFXR025243.1
OG0003451	Triticum_urartu|LOC125510352	Aegilops_speltoides|GWHGBFXR023544.1, Aegilops_speltoides|GWHGBFXR023542.1
OG0003451	Triticum_urartu|LOC125510351	Aegilops_speltoides|GWHGBFXR023549.1, Aegilops_speltoides|GWHGBFXR023546.1
OG0003452	Triticum_urartu|LOC125506840, Triticum_urartu|LOC125555712	Aegilops_speltoides|GWHGBFXR020064.1
OG0003453	Triticum_urartu|LOC125510026	Aegilops_speltoides|GWHGBFXR023049.1
OG0003454	Triticum_urartu|LOC125553177	Aegilops_speltoides|GWHGBFXR025595.1, Aegilops_speltoides|GWHGBFXR025587.1
OG0003456	Triticum_urartu|LOC125508553	Aegilops_speltoides|GWHGBFXR021030.1
OG0003457	Triticum_urartu|LOC125550743	Aegilops_speltoides|GWHGBFXR030322.1
OG0003457	Triticum_urartu|LOC125510280	Aegilops_speltoides|GWHGBFXR030322.1
OG0003457	Triticum_urartu|LOC125521767	Aegilops_speltoides|GWHGBFXR023408.1
OG0003458	Triticum_urartu|LOC125523802	Aegilops_speltoides|GWHGBFXR033566.1
OG0003459	Triticum_urartu|LOC125510320	Aegilops_speltoides|GWHGBFXR023485.1
OG0003460	Triticum_urartu|LOC125542861	Aegilops_speltoides|GWHGBFXR022984.1
OG0003462	Triticum_urartu|LOC125554626, Triticum_urartu|LOC125554470, Triticum_urartu|LOC125508159	Aegilops_speltoides|GWHGBFXR020955.1
OG0003463	Triticum_urartu|LOC125556257	Aegilops_speltoides|GWHGBFXR020328.1
OG0003463	Triticum_urartu|LOC125555867	Aegilops_speltoides|GWHGBFXR020327.1
OG0003464	Triticum_urartu|LOC125554377	Aegilops_speltoides|GWHGBFXR025327.1
OG0003464	Triticum_urartu|LOC125521714	Aegilops_speltoides|GWHGBFXR035168.1, Aegilops_speltoides|GWHGBFXR035170.1
OG0003465	Triticum_urartu|LOC125555795, Triticum_urartu|LOC125555797, Triticum_urartu|LOC125555796, Triticum_urartu|LOC125555798	Aegilops_speltoides|GWHGBFXR021310.1
OG0003466	Triticum_urartu|LOC125506081	Aegilops_speltoides|GWHGBFXR024282.1
OG0003467	Triticum_urartu|LOC125526990, Triticum_urartu|LOC125509855	Aegilops_speltoides|GWHGBFXR022763.1
OG0003468	Triticum_urartu|LOC125510400	Aegilops_speltoides|GWHGBFXR023619.1
OG0003469	Triticum_urartu|LOC125506147, Triticum_urartu|LOC125506148, Triticum_urartu|LOC125506150	Aegilops_speltoides|GWHGBFXR024441.1
OG0003470	Triticum_urartu|LOC125510519	Aegilops_speltoides|GWHGBFXR023798.1
OG0003471	Triticum_urartu|LOC125554435	Aegilops_speltoides|GWHGBFXR025471.1
OG0003472	Triticum_urartu|LOC125509762	Aegilops_speltoides|GWHGBFXR022611.1
OG0003473	Triticum_urartu|LOC125556095	Aegilops_speltoides|GWHGBFXR022144.1
OG0003473	Triticum_urartu|LOC125509325	Aegilops_speltoides|GWHGBFXR022143.1
OG0003474	Triticum_urartu|LOC125509664	Aegilops_speltoides|GWHGBFXR022566.1
OG0003475	Triticum_urartu|LOC125510841	Aegilops_speltoides|GWHGBFXR024275.1
OG0003477	Triticum_urartu|LOC125507933	Aegilops_speltoides|GWHGBFXR020677.1
OG0003477	Triticum_urartu|LOC125517485	Aegilops_speltoides|GWHGBFXR026358.1
OG0003478	Triticum_urartu|LOC125554350	Aegilops_speltoides|GWHGBFXR025149.1, Aegilops_speltoides|GWHGBFXR025150.1
OG0003478	Triticum_urartu|LOC125553047	Aegilops_speltoides|GWHGBFXR025151.1
OG0003479	Triticum_urartu|LOC125518408	Aegilops_speltoides|GWHGBFXR031405.1
OG0003480	Triticum_urartu|LOC125555576, Triticum_urartu|LOC125555575	Aegilops_speltoides|GWHGBFXR020430.1
OG0003481	Triticum_urartu|LOC125515531	Aegilops_speltoides|GWHGBFXR029948.1
OG0003481	Triticum_urartu|LOC125512151	Aegilops_speltoides|GWHGBFXR028255.1
OG0003482	Triticum_urartu|LOC125512805	Aegilops_speltoides|GWHGBFXR029462.1
OG0003482	Triticum_urartu|LOC125512813	Aegilops_speltoides|GWHGBFXR029459.1
OG0003485	Triticum_urartu|LOC125513924	Aegilops_speltoides|GWHGBFXR028320.1
OG0003486	Triticum_urartu|LOC125530039	Aegilops_speltoides|GWHGBFXR025882.1, Aegilops_speltoides|GWHGBFXR025888.1
OG0003487	Triticum_urartu|LOC125518347, Triticum_urartu|LOC125529705, Triticum_urartu|LOC125523790	Aegilops_speltoides|GWHGBFXR027834.1, Aegilops_speltoides|GWHGBFXR030968.1
OG0003487	Triticum_urartu|LOC125528717	Aegilops_speltoides|GWHGBFXR033432.1
OG0003488	Triticum_urartu|LOC125515265	Aegilops_speltoides|GWHGBFXR029658.1
OG0003489	Triticum_urartu|LOC125513492	Aegilops_speltoides|GWHGBFXR026671.1
OG0003489	Triticum_urartu|LOC125516031	Aegilops_speltoides|GWHGBFXR036829.1
OG0003490	Triticum_urartu|LOC125512591, Triticum_urartu|LOC125514770	Aegilops_speltoides|GWHGBFXR029117.1
OG0003491	Triticum_urartu|LOC125512566	Aegilops_speltoides|GWHGBFXR029045.1
OG0003491	Triticum_urartu|LOC125512567	Aegilops_speltoides|GWHGBFXR029046.1
OG0003492	Triticum_urartu|LOC125543734, Triticum_urartu|LOC125543740, Triticum_urartu|LOC125530548	Aegilops_speltoides|GWHGBFXR032770.1
OG0003493	Triticum_urartu|LOC125520406	Aegilops_speltoides|GWHGBFXR031522.1
OG0003494	Triticum_urartu|LOC125514703	Aegilops_speltoides|GWHGBFXR029040.1
OG0003495	Triticum_urartu|LOC125515605, Triticum_urartu|LOC125515614, Triticum_urartu|LOC125515403	Aegilops_speltoides|GWHGBFXR026199.1
OG0003495	Triticum_urartu|LOC125515404	Aegilops_speltoides|GWHGBFXR026198.1
OG0003496	Triticum_urartu|LOC125514915	Aegilops_speltoides|GWHGBFXR025692.1
