Orthogroup	Triticum_urartu	Aegilops_tauschii
OG0001659	Triticum_urartu|LOC125549006	Aegilops_tauschii|LOC109743685
OG0001660	Triticum_urartu|LOC125507283	Aegilops_tauschii|LOC109774837
OG0001662	Triticum_urartu|LOC125540411, Triticum_urartu|LOC125524289	Aegilops_tauschii|LOC109780267
OG0001663	Triticum_urartu|LOC125529782	Aegilops_tauschii|LOC109732686
OG0001663	Triticum_urartu|LOC125517366, Triticum_urartu|LOC125517353, Triticum_urartu|LOC125526624	Aegilops_tauschii|LOC109751156
OG0001664	Triticum_urartu|LOC125510978, Triticum_urartu|LOC125511022, Triticum_urartu|LOC125545330, Triticum_urartu|LOC125548835, Triticum_urartu|LOC125548836	Aegilops_tauschii|LOC120964980
OG0001665	Triticum_urartu|LOC125547869	Aegilops_tauschii|LOC109768872
OG0001665	Triticum_urartu|LOC125510557	Aegilops_tauschii|LOC109765398
OG0001666	Triticum_urartu|LOC125547886, Triticum_urartu|LOC125547890	Aegilops_tauschii|LOC109756991
OG0001667	Triticum_urartu|LOC125547545, Triticum_urartu|LOC125547531	Aegilops_tauschii|LOC109738491
OG0001668	Triticum_urartu|LOC125542409, Triticum_urartu|LOC125545976, Triticum_urartu|LOC125527374	Aegilops_tauschii|LOC109768055
OG0001669	Triticum_urartu|LOC125552479, Triticum_urartu|LOC125529640	Aegilops_tauschii|LOC109744355, Aegilops_tauschii|LOC109744356
OG0001670	Triticum_urartu|LOC125530575	Aegilops_tauschii|LOC109759264, Aegilops_tauschii|LOC109780754
OG0001673	Triticum_urartu|LOC125522552	Aegilops_tauschii|LOC109767240
OG0001673	Triticum_urartu|LOC125552499	Aegilops_tauschii|LOC109731643
OG0001674	Triticum_urartu|LOC125553458	Aegilops_tauschii|LOC109780001
OG0001677	Triticum_urartu|LOC125551843	Aegilops_tauschii|LOC109783910
OG0001677	Triticum_urartu|LOC125540957	Aegilops_tauschii|LOC109769491
OG0001678	Triticum_urartu|LOC125519579	Aegilops_tauschii|LOC109782948
OG0001680	Triticum_urartu|LOC125508800	Aegilops_tauschii|LOC109769579
OG0001681	Triticum_urartu|LOC125531790	Aegilops_tauschii|LOC109772811
OG0001681	Triticum_urartu|LOC125531791	Aegilops_tauschii|LOC109772825
OG0001682	Triticum_urartu|LOC125550861, Triticum_urartu|LOC125550915	Aegilops_tauschii|LOC120962773
OG0001682	Triticum_urartu|LOC125524811, Triticum_urartu|LOC125521198	Aegilops_tauschii|LOC120969616, Aegilops_tauschii|LOC120969617
OG0001683	Triticum_urartu|LOC125553629, Triticum_urartu|LOC125553641	Aegilops_tauschii|LOC109756436
OG0001685	Triticum_urartu|LOC125520588	Aegilops_tauschii|LOC109785616
OG0001686	Triticum_urartu|LOC125556347, Triticum_urartu|LOC125556348, Triticum_urartu|LOC125529785	Aegilops_tauschii|LOC109763715
OG0001688	Triticum_urartu|LOC125524094	Aegilops_tauschii|LOC109765304
OG0001689	Triticum_urartu|LOC125510878, Triticum_urartu|LOC125507420	Aegilops_tauschii|LOC109746646
OG0001690	Triticum_urartu|LOC125526997	Aegilops_tauschii|LOC120965011
OG0001690	Triticum_urartu|LOC125507044	Aegilops_tauschii|LOC109741950
OG0001693	Triticum_urartu|LOC125518820, Triticum_urartu|LOC125518808	Aegilops_tauschii|LOC109759647
OG0001695	Triticum_urartu|LOC125520721	Aegilops_tauschii|LOC109748935
OG0001695	Triticum_urartu|LOC125520724	Aegilops_tauschii|LOC109748935
OG0001695	Triticum_urartu|LOC125510124, Triticum_urartu|LOC125510131	Aegilops_tauschii|LOC109772822
OG0001697	Triticum_urartu|LOC125556187	Aegilops_tauschii|LOC109733218
OG0001699	Triticum_urartu|LOC125509166, Triticum_urartu|LOC125509169, Triticum_urartu|LOC125509215	Aegilops_tauschii|LOC109752642
OG0001700	Triticum_urartu|LOC125537960	Aegilops_tauschii|LOC109736996
OG0001701	Triticum_urartu|LOC125506110	Aegilops_tauschii|LOC109741599
OG0001701	Triticum_urartu|LOC125519358	Aegilops_tauschii|LOC109743111
OG0001702	Triticum_urartu|LOC125507285	Aegilops_tauschii|LOC109736439
OG0001702	Triticum_urartu|LOC125507284	Aegilops_tauschii|LOC109760204
OG0001703	Triticum_urartu|LOC125521786	Aegilops_tauschii|LOC109748461
OG0001703	Triticum_urartu|LOC125509018, Triticum_urartu|LOC125509025	Aegilops_tauschii|LOC109775828
OG0001704	Triticum_urartu|LOC125510053	Aegilops_tauschii|LOC109731681
OG0001704	Triticum_urartu|LOC125510762	Aegilops_tauschii|LOC109753011
OG0001704	Triticum_urartu|LOC125534921	Aegilops_tauschii|LOC109767515
OG0001706	Triticum_urartu|LOC125520412, Triticum_urartu|LOC125519736	Aegilops_tauschii|LOC109732933
OG0001706	Triticum_urartu|LOC125530047	Aegilops_tauschii|LOC109749950
OG0001707	Triticum_urartu|LOC125521687	Aegilops_tauschii|LOC109749021
OG0001707	Triticum_urartu|LOC125521632	Aegilops_tauschii|LOC109749021
OG0001707	Triticum_urartu|LOC125510170	Aegilops_tauschii|LOC109740818
OG0001708	Triticum_urartu|LOC125510388, Triticum_urartu|LOC125528868	Aegilops_tauschii|LOC109736054
OG0001709	Triticum_urartu|LOC125506269	Aegilops_tauschii|LOC109784234
OG0001710	Triticum_urartu|LOC125524630, Triticum_urartu|LOC125524524	Aegilops_tauschii|LOC109764759
OG0001711	Triticum_urartu|LOC125517044	Aegilops_tauschii|LOC109762403
OG0001714	Triticum_urartu|LOC125514715	Aegilops_tauschii|LOC109760386
OG0001715	Triticum_urartu|LOC125513898	Aegilops_tauschii|LOC109740422
OG0001716	Triticum_urartu|LOC125512961, Triticum_urartu|LOC125512960	Aegilops_tauschii|LOC109768978
OG0001717	Triticum_urartu|LOC125517196, Triticum_urartu|LOC125517195, Triticum_urartu|LOC125517186	Aegilops_tauschii|LOC109775794, Aegilops_tauschii|LOC109738777
OG0001718	Triticum_urartu|LOC125517283, Triticum_urartu|LOC125517289	Aegilops_tauschii|LOC109772332
OG0001718	Triticum_urartu|LOC125519728	Aegilops_tauschii|LOC109753189
OG0001719	Triticum_urartu|LOC125523022	Aegilops_tauschii|LOC109766151
OG0001719	Triticum_urartu|LOC125513274	Aegilops_tauschii|LOC109752264
OG0001720	Triticum_urartu|LOC125513638, Triticum_urartu|LOC125513643	Aegilops_tauschii|LOC109780868, Aegilops_tauschii|LOC109761373
OG0001721	Triticum_urartu|LOC125521853	Aegilops_tauschii|LOC109765492
OG0001721	Triticum_urartu|LOC125514616	Aegilops_tauschii|LOC109757438
OG0001722	Triticum_urartu|LOC125531619	Aegilops_tauschii|LOC109781300, Aegilops_tauschii|LOC109760990, Aegilops_tauschii|LOC109751239
OG0001722	Triticum_urartu|LOC125524667, Triticum_urartu|LOC125523869	Aegilops_tauschii|LOC120963432, Aegilops_tauschii|LOC109754633
OG0001723	Triticum_urartu|LOC125512973	Aegilops_tauschii|LOC109784881
OG0001723	Triticum_urartu|LOC125512972	Aegilops_tauschii|LOC109780528
OG0001724	Triticum_urartu|LOC125525317	Aegilops_tauschii|LOC109784168
OG0001724	Triticum_urartu|LOC125525593	Aegilops_tauschii|LOC109732172
OG0001725	Triticum_urartu|LOC125521573, Triticum_urartu|LOC125521589	Aegilops_tauschii|LOC109748201
OG0001725	Triticum_urartu|LOC125523875, Triticum_urartu|LOC125523766	Aegilops_tauschii|LOC109750053
OG0001726	Triticum_urartu|LOC125528998	Aegilops_tauschii|LOC109778055
OG0001727	Triticum_urartu|LOC125522586, Triticum_urartu|LOC125522641, Triticum_urartu|LOC125522625	Aegilops_tauschii|LOC109746727
OG0001728	Triticum_urartu|LOC125523933	Aegilops_tauschii|LOC109761759, Aegilops_tauschii|LOC109761762, Aegilops_tauschii|LOC109737276, Aegilops_tauschii|LOC109735092
OG0001730	Triticum_urartu|LOC125524816, Triticum_urartu|LOC125524819	Aegilops_tauschii|LOC109773135
OG0001731	Triticum_urartu|LOC125523157	Aegilops_tauschii|LOC109764391
OG0001731	Triticum_urartu|LOC125549050	Aegilops_tauschii|LOC120976965
OG0001732	Triticum_urartu|LOC125521488, Triticum_urartu|LOC125521497	Aegilops_tauschii|LOC109780831
OG0001733	Triticum_urartu|LOC125523904, Triticum_urartu|LOC125523788, Triticum_urartu|LOC125526540, Triticum_urartu|LOC125527558	Aegilops_tauschii|LOC109734478
OG0001735	Triticum_urartu|LOC125525922	Aegilops_tauschii|LOC109785191
OG0001737	Triticum_urartu|LOC125517979	Aegilops_tauschii|LOC109780884
OG0001738	Triticum_urartu|LOC125520170	Aegilops_tauschii|LOC109738090
OG0001738	Triticum_urartu|LOC125520172	Aegilops_tauschii|LOC109747150
OG0001739	Triticum_urartu|LOC125547453	Aegilops_tauschii|LOC109760437
OG0001739	Triticum_urartu|LOC125517962, Triticum_urartu|LOC125525415	Aegilops_tauschii|LOC109779916, Aegilops_tauschii|LOC109761803
OG0001740	Triticum_urartu|LOC125508364, Triticum_urartu|LOC125511451, Triticum_urartu|LOC125511469	Aegilops_tauschii|LOC109735082
OG0001740	Triticum_urartu|LOC125520557	Aegilops_tauschii|LOC109775623
OG0001741	Triticum_urartu|LOC125521038	Aegilops_tauschii|LOC109772657
OG0001744	Triticum_urartu|LOC125519166, Triticum_urartu|LOC125519194	Aegilops_tauschii|LOC109782295
OG0001744	Triticum_urartu|LOC125528238	Aegilops_tauschii|LOC109749942
OG0001744	Triticum_urartu|LOC125520249	Aegilops_tauschii|LOC109749939
OG0001746	Triticum_urartu|LOC125521045	Aegilops_tauschii|LOC109731723
OG0001746	Triticum_urartu|LOC125545698	Aegilops_tauschii|LOC109778362
OG0001747	Triticum_urartu|LOC125519963, Triticum_urartu|LOC125522168	Aegilops_tauschii|LOC120969706
OG0001749	Triticum_urartu|LOC125553436	Aegilops_tauschii|LOC109762684
OG0001753	Triticum_urartu|LOC125538312, Triticum_urartu|LOC125527030, Triticum_urartu|LOC125531208, Triticum_urartu|LOC125547342, Triticum_urartu|LOC125510686	Aegilops_tauschii|LOC120967859
OG0001754	Triticum_urartu|LOC125508324	Aegilops_tauschii|LOC120973463
OG0001755	Triticum_urartu|LOC125539489	Aegilops_tauschii|LOC109782914
OG0001756	Triticum_urartu|LOC125540383, Triticum_urartu|LOC125535405, Triticum_urartu|LOC125527507, Triticum_urartu|LOC125540384	Aegilops_tauschii|LOC109756085
OG0001756	Triticum_urartu|LOC125540385, Triticum_urartu|LOC125530856, Triticum_urartu|LOC125527505	Aegilops_tauschii|LOC109756095
OG0001757	Triticum_urartu|LOC125516137	Aegilops_tauschii|LOC109760085
OG0001759	Triticum_urartu|LOC125518273	Aegilops_tauschii|LOC109780900
OG0001760	Triticum_urartu|LOC125545336	Aegilops_tauschii|LOC109734599
OG0001762	Triticum_urartu|LOC125543943, Triticum_urartu|LOC125527377	Aegilops_tauschii|LOC109769288
OG0001762	Triticum_urartu|LOC125532466	Aegilops_tauschii|LOC109784058
OG0001764	Triticum_urartu|LOC125545901	Aegilops_tauschii|LOC109764842
OG0001765	Triticum_urartu|LOC125509292	Aegilops_tauschii|LOC109747689
OG0001765	Triticum_urartu|LOC125543024, Triticum_urartu|LOC125543033, Triticum_urartu|LOC125543096	Aegilops_tauschii|LOC109770459
OG0001767	Triticum_urartu|LOC125530467	Aegilops_tauschii|LOC109747397
OG0001767	Triticum_urartu|LOC125507360	Aegilops_tauschii|LOC109760359
OG0001768	Triticum_urartu|LOC125511351	Aegilops_tauschii|LOC109756470
OG0001769	Triticum_urartu|LOC125520738	Aegilops_tauschii|LOC109732251
OG0001770	Triticum_urartu|LOC125542636	Aegilops_tauschii|LOC109748214
OG0001771	Triticum_urartu|LOC125536906, Triticum_urartu|LOC125536914	Aegilops_tauschii|LOC109761119
OG0001771	Triticum_urartu|LOC125513499	Aegilops_tauschii|LOC109778931
OG0001772	Triticum_urartu|LOC125506355	Aegilops_tauschii|LOC109751534
OG0001773	Triticum_urartu|LOC125553848, Triticum_urartu|LOC125543164	Aegilops_tauschii|LOC109769371
OG0001773	Triticum_urartu|LOC125523400	Aegilops_tauschii|LOC109763486
OG0001774	Triticum_urartu|LOC125545419	Aegilops_tauschii|LOC109786824
OG0001775	Triticum_urartu|LOC125514910	Aegilops_tauschii|LOC109737583
OG0001776	Triticum_urartu|LOC125550329	Aegilops_tauschii|LOC109752811
OG0001776	Triticum_urartu|LOC125550338	Aegilops_tauschii|LOC109752810
OG0001777	Triticum_urartu|LOC125545142	Aegilops_tauschii|LOC109762363
OG0001779	Triticum_urartu|LOC125539923, Triticum_urartu|LOC125539936	Aegilops_tauschii|LOC109766233
OG0001779	Triticum_urartu|LOC125539914, Triticum_urartu|LOC125539945	Aegilops_tauschii|LOC109766234
OG0001779	Triticum_urartu|LOC125533198, Triticum_urartu|LOC125533200	Aegilops_tauschii|LOC109766251
OG0001780	Triticum_urartu|LOC125509945	Aegilops_tauschii|LOC109749157
OG0001781	Triticum_urartu|LOC125547693	Aegilops_tauschii|LOC109748912
OG0001781	Triticum_urartu|LOC125518552	Aegilops_tauschii|LOC109771027
OG0001782	Triticum_urartu|LOC125530040, Triticum_urartu|LOC125525510, Triticum_urartu|LOC125547574, Triticum_urartu|LOC125547576	Aegilops_tauschii|LOC109778280
OG0001783	Triticum_urartu|LOC125533152	Aegilops_tauschii|LOC109775685
OG0001783	Triticum_urartu|LOC125539486	Aegilops_tauschii|LOC109752195, Aegilops_tauschii|LOC109752196
OG0001784	Triticum_urartu|LOC125546125	Aegilops_tauschii|LOC109767106
OG0001784	Triticum_urartu|LOC125551018	Aegilops_tauschii|LOC109770946
OG0001784	Triticum_urartu|LOC125551083	Aegilops_tauschii|LOC109770946
OG0001785	Triticum_urartu|LOC125513288, Triticum_urartu|LOC125513294	Aegilops_tauschii|LOC109774889
OG0001787	Triticum_urartu|LOC125527456	Aegilops_tauschii|LOC109745356
OG0001787	Triticum_urartu|LOC125544451	Aegilops_tauschii|LOC109785307
OG0001791	Triticum_urartu|LOC125545568	Aegilops_tauschii|LOC109757991
OG0001792	Triticum_urartu|LOC125545435	Aegilops_tauschii|LOC109766410
OG0001795	Triticum_urartu|LOC125522747	Aegilops_tauschii|LOC109783723
OG0001795	Triticum_urartu|LOC125510710	Aegilops_tauschii|LOC109741939
OG0001796	Triticum_urartu|LOC125545280	Aegilops_tauschii|LOC109784000
OG0001796	Triticum_urartu|LOC125520402	Aegilops_tauschii|LOC109751184
OG0001797	Triticum_urartu|LOC125545375	Aegilops_tauschii|LOC109750394
OG0001799	Triticum_urartu|LOC125544744	Aegilops_tauschii|LOC120976792
OG0001799	Triticum_urartu|LOC125544752	Aegilops_tauschii|LOC120976792
OG0001799	Triticum_urartu|LOC125528229	Aegilops_tauschii|LOC109787520
OG0001800	Triticum_urartu|LOC125521422	Aegilops_tauschii|LOC109748212
OG0001801	Triticum_urartu|LOC125545588	Aegilops_tauschii|LOC120961820
OG0001802	Triticum_urartu|LOC125528937	Aegilops_tauschii|LOC109768047
OG0001803	Triticum_urartu|LOC125525699	Aegilops_tauschii|LOC109772362
OG0001804	Triticum_urartu|LOC125519669	Aegilops_tauschii|LOC109756019, Aegilops_tauschii|LOC109756028, Aegilops_tauschii|LOC109784970
OG0001806	Triticum_urartu|LOC125539304	Aegilops_tauschii|LOC109764906, Aegilops_tauschii|LOC109764910
OG0001807	Triticum_urartu|LOC125538910	Aegilops_tauschii|LOC109757154
OG0001807	Triticum_urartu|LOC125531425	Aegilops_tauschii|LOC109757154
OG0001807	Triticum_urartu|LOC125513612	Aegilops_tauschii|LOC109768993
OG0001809	Triticum_urartu|LOC125520933	Aegilops_tauschii|LOC120964848
OG0001809	Triticum_urartu|LOC125550919	Aegilops_tauschii|LOC109782159
OG0001809	Triticum_urartu|LOC125539574, Triticum_urartu|LOC125517333, Triticum_urartu|LOC125517075, Triticum_urartu|LOC125509662, Triticum_urartu|LOC125534829, Triticum_urartu|LOC125537970, Triticum_urartu|LOC125538130	Aegilops_tauschii|LOC109764223
OG0001810	Triticum_urartu|LOC125553275, Triticum_urartu|LOC125555021	Aegilops_tauschii|LOC109768854
OG0001810	Triticum_urartu|LOC125536813	Aegilops_tauschii|LOC109767495
OG0001811	Triticum_urartu|LOC125534361	Aegilops_tauschii|LOC109764316, Aegilops_tauschii|LOC109776220, Aegilops_tauschii|LOC109768636, Aegilops_tauschii|LOC109754939
OG0001812	Triticum_urartu|LOC125538671, Triticum_urartu|LOC125538673	Aegilops_tauschii|LOC109731795
OG0001813	Triticum_urartu|LOC125513366	Aegilops_tauschii|LOC109781926
OG0001813	Triticum_urartu|LOC125527541	Aegilops_tauschii|LOC109760095
OG0001814	Triticum_urartu|LOC125551603, Triticum_urartu|LOC125529279, Triticum_urartu|LOC125542971, Triticum_urartu|LOC125542963, Triticum_urartu|LOC125529278, Triticum_urartu|LOC125554744, Triticum_urartu|LOC125527770, Triticum_urartu|LOC125528149, Triticum_urartu|LOC125544113	Aegilops_tauschii|LOC109753504
OG0001817	Triticum_urartu|LOC125534985, Triticum_urartu|LOC125528877	Aegilops_tauschii|LOC109751220
OG0001817	Triticum_urartu|LOC125514204	Aegilops_tauschii|LOC109741487
OG0001818	Triticum_urartu|LOC125510887	Aegilops_tauschii|LOC109769099
OG0001818	Triticum_urartu|LOC125536976	Aegilops_tauschii|LOC109762914
OG0001820	Triticum_urartu|LOC125539206	Aegilops_tauschii|LOC109761837
OG0001821	Triticum_urartu|LOC125513998	Aegilops_tauschii|LOC109775847
OG0001821	Triticum_urartu|LOC125539421	Aegilops_tauschii|LOC109750055
OG0001822	Triticum_urartu|LOC125541154	Aegilops_tauschii|LOC109761516, Aegilops_tauschii|LOC109761514
OG0001823	Triticum_urartu|LOC125538813	Aegilops_tauschii|LOC109754338
OG0001823	Triticum_urartu|LOC125530521	Aegilops_tauschii|LOC109749893
OG0001825	Triticum_urartu|LOC125513895	Aegilops_tauschii|LOC109740570
OG0001825	Triticum_urartu|LOC125539198	Aegilops_tauschii|LOC109765882
OG0001826	Triticum_urartu|LOC125511073	Aegilops_tauschii|LOC109767827
OG0001827	Triticum_urartu|LOC125538369	Aegilops_tauschii|LOC109753177
OG0001828	Triticum_urartu|LOC125519646	Aegilops_tauschii|LOC109749043
OG0001828	Triticum_urartu|LOC125530284	Aegilops_tauschii|LOC109785628
OG0001830	Triticum_urartu|LOC125540349	Aegilops_tauschii|LOC109747430
OG0001831	Triticum_urartu|LOC125535211	Aegilops_tauschii|LOC109778527, Aegilops_tauschii|LOC109778500
OG0001834	Triticum_urartu|LOC125535656, Triticum_urartu|LOC125535665	Aegilops_tauschii|LOC109784592
OG0001834	Triticum_urartu|LOC125551557	Aegilops_tauschii|LOC109761451
OG0001835	Triticum_urartu|LOC125538296, Triticum_urartu|LOC125524786	Aegilops_tauschii|LOC109759580
OG0001836	Triticum_urartu|LOC125536382	Aegilops_tauschii|LOC109736229
OG0001836	Triticum_urartu|LOC125528145	Aegilops_tauschii|LOC109784835
OG0001837	Triticum_urartu|LOC125510410	Aegilops_tauschii|LOC109755228
OG0001838	Triticum_urartu|LOC125534289	Aegilops_tauschii|LOC109757684
OG0001838	Triticum_urartu|LOC125534285, Triticum_urartu|LOC125534286	Aegilops_tauschii|LOC109770768
OG0001840	Triticum_urartu|LOC125533884	Aegilops_tauschii|LOC109736313
OG0001841	Triticum_urartu|LOC125521101, Triticum_urartu|LOC125521091	Aegilops_tauschii|LOC109785284
OG0001841	Triticum_urartu|LOC125541046	Aegilops_tauschii|LOC109784452
OG0001842	Triticum_urartu|LOC125536296	Aegilops_tauschii|LOC109744617
OG0001842	Triticum_urartu|LOC125529157	Aegilops_tauschii|LOC109757090
OG0001844	Triticum_urartu|LOC125540415	Aegilops_tauschii|LOC109765851
OG0001844	Triticum_urartu|LOC125523383	Aegilops_tauschii|LOC109763641
OG0001845	Triticum_urartu|LOC125540124	Aegilops_tauschii|LOC109775726
OG0001846	Triticum_urartu|LOC125530499	Aegilops_tauschii|LOC109737919
OG0001846	Triticum_urartu|LOC125537534	Aegilops_tauschii|LOC109762649
OG0001848	Triticum_urartu|LOC125520305	Aegilops_tauschii|LOC109761920
OG0001848	Triticum_urartu|LOC125536482	Aegilops_tauschii|LOC109778102
OG0001849	Triticum_urartu|LOC125515965	Aegilops_tauschii|LOC109758651
OG0001849	Triticum_urartu|LOC125528524, Triticum_urartu|LOC125551354	Aegilops_tauschii|LOC109771221
OG0001850	Triticum_urartu|LOC125539300	Aegilops_tauschii|LOC109775336
OG0001850	Triticum_urartu|LOC125514114	Aegilops_tauschii|LOC109767782
OG0001851	Triticum_urartu|LOC125537920	Aegilops_tauschii|LOC109731841
OG0001851	Triticum_urartu|LOC125535452	Aegilops_tauschii|LOC109743671
OG0001852	Triticum_urartu|LOC125548793	Aegilops_tauschii|LOC109739454
OG0001853	Triticum_urartu|LOC125546080	Aegilops_tauschii|LOC120962039
OG0001854	Triticum_urartu|LOC125529761	Aegilops_tauschii|LOC109784511
OG0001855	Triticum_urartu|LOC125525391, Triticum_urartu|LOC125528319	Aegilops_tauschii|LOC109783028
OG0001856	Triticum_urartu|LOC125520174	Aegilops_tauschii|LOC109745953
OG0001856	Triticum_urartu|LOC125520636	Aegilops_tauschii|LOC109761559
OG0001857	Triticum_urartu|LOC125545982	Aegilops_tauschii|LOC109762457
OG0001859	Triticum_urartu|LOC125545017	Aegilops_tauschii|LOC109760265
OG0001860	Triticum_urartu|LOC125509930, Triticum_urartu|LOC125509967	Aegilops_tauschii|LOC109734049
OG0001863	Triticum_urartu|LOC125546138, Triticum_urartu|LOC125547266, Triticum_urartu|LOC125506501, Triticum_urartu|LOC125526516, Triticum_urartu|LOC125530702	Aegilops_tauschii|LOC109746999
OG0001864	Triticum_urartu|LOC125514031, Triticum_urartu|LOC125528607	Aegilops_tauschii|LOC109780682
OG0001864	Triticum_urartu|LOC125545321	Aegilops_tauschii|LOC109768098
OG0001866	Triticum_urartu|LOC125541652, Triticum_urartu|LOC125521983, Triticum_urartu|LOC125530933	Aegilops_tauschii|LOC109757338, Aegilops_tauschii|LOC109757339
OG0001867	Triticum_urartu|LOC125544252	Aegilops_tauschii|LOC109741022
OG0001867	Triticum_urartu|LOC125531324	Aegilops_tauschii|LOC109784248
OG0001868	Triticum_urartu|LOC125520084	Aegilops_tauschii|LOC109740652
OG0001868	Triticum_urartu|LOC125544765	Aegilops_tauschii|LOC109770805
OG0001869	Triticum_urartu|LOC125520618, Triticum_urartu|LOC125530651	Aegilops_tauschii|LOC109782165
OG0001869	Triticum_urartu|LOC125543959	Aegilops_tauschii|LOC109778001
OG0001870	Triticum_urartu|LOC125522908, Triticum_urartu|LOC125522883	Aegilops_tauschii|LOC109756042
OG0001871	Triticum_urartu|LOC125524245, Triticum_urartu|LOC125518560	Aegilops_tauschii|LOC109784065
OG0001874	Triticum_urartu|LOC125545291, Triticum_urartu|LOC125545289	Aegilops_tauschii|LOC109752759
OG0001874	Triticum_urartu|LOC125544911	Aegilops_tauschii|LOC109740912
OG0001875	Triticum_urartu|LOC125545279	Aegilops_tauschii|LOC109760026
OG0001877	Triticum_urartu|LOC125512292	Aegilops_tauschii|LOC109774475
OG0001878	Triticum_urartu|LOC125553630	Aegilops_tauschii|LOC109752328
OG0001878	Triticum_urartu|LOC125548658	Aegilops_tauschii|LOC109753742
OG0001881	Triticum_urartu|LOC125553516	Aegilops_tauschii|LOC109744329
OG0001881	Triticum_urartu|LOC125550605	Aegilops_tauschii|LOC109744333
OG0001882	Triticum_urartu|LOC125508405	Aegilops_tauschii|LOC109782961
OG0001882	Triticum_urartu|LOC125550773	Aegilops_tauschii|LOC109744170
OG0001883	Triticum_urartu|LOC125520922	Aegilops_tauschii|LOC109749399
OG0001883	Triticum_urartu|LOC125553349	Aegilops_tauschii|LOC109761793
OG0001884	Triticum_urartu|LOC125552017	Aegilops_tauschii|LOC109739478
OG0001885	Triticum_urartu|LOC125551086	Aegilops_tauschii|LOC109737055
OG0001886	Triticum_urartu|LOC125524682	Aegilops_tauschii|LOC109735265
OG0001890	Triticum_urartu|LOC125513907	Aegilops_tauschii|LOC109769924
OG0001890	Triticum_urartu|LOC125513904	Aegilops_tauschii|LOC109785193
OG0001891	Triticum_urartu|LOC125555923, Triticum_urartu|LOC125555925	Aegilops_tauschii|LOC109735597
OG0001892	Triticum_urartu|LOC125552337, Triticum_urartu|LOC125552339	Aegilops_tauschii|LOC109746462
OG0001893	Triticum_urartu|LOC125550577	Aegilops_tauschii|LOC109739838
OG0001894	Triticum_urartu|LOC125513853, Triticum_urartu|LOC125513855	Aegilops_tauschii|LOC109753838
OG0001894	Triticum_urartu|LOC125550936	Aegilops_tauschii|LOC109745644
OG0001895	Triticum_urartu|LOC125551645	Aegilops_tauschii|LOC109757782
OG0001895	Triticum_urartu|LOC125508823	Aegilops_tauschii|LOC109787643
OG0001896	Triticum_urartu|LOC125550321	Aegilops_tauschii|LOC109742590
OG0001897	Triticum_urartu|LOC125508108	Aegilops_tauschii|LOC109752526
OG0001897	Triticum_urartu|LOC125551306	Aegilops_tauschii|LOC109750159
OG0001898	Triticum_urartu|LOC125511345, Triticum_urartu|LOC125511357	Aegilops_tauschii|LOC109742070
OG0001899	Triticum_urartu|LOC125550884	Aegilops_tauschii|LOC109750838
OG0001899	Triticum_urartu|LOC125550882	Aegilops_tauschii|LOC109752318
OG0001900	Triticum_urartu|LOC125508024	Aegilops_tauschii|LOC109783775
OG0001900	Triticum_urartu|LOC125550643	Aegilops_tauschii|LOC109785362
OG0001901	Triticum_urartu|LOC125508504	Aegilops_tauschii|LOC109766816
OG0001901	Triticum_urartu|LOC125550910	Aegilops_tauschii|LOC109769505
OG0001902	Triticum_urartu|LOC125527847	Aegilops_tauschii|LOC109770540
OG0001902	Triticum_urartu|LOC125551207	Aegilops_tauschii|LOC109753702
OG0001904	Triticum_urartu|LOC125508722	Aegilops_tauschii|LOC109775232
OG0001907	Triticum_urartu|LOC125509782	Aegilops_tauschii|LOC109773712
OG0001907	Triticum_urartu|LOC125530425	Aegilops_tauschii|LOC109779348
OG0001910	Triticum_urartu|LOC125510553	Aegilops_tauschii|LOC109782584
OG0001910	Triticum_urartu|LOC125510552	Aegilops_tauschii|LOC109782592, Aegilops_tauschii|LOC109756786
OG0001911	Triticum_urartu|LOC125506823	Aegilops_tauschii|LOC109759248, Aegilops_tauschii|LOC109745900
OG0001912	Triticum_urartu|LOC125511189, Triticum_urartu|LOC125511191, Triticum_urartu|LOC125511192, Triticum_urartu|LOC125532229	Aegilops_tauschii|LOC109765177
OG0001913	Triticum_urartu|LOC125507763	Aegilops_tauschii|LOC109753799
OG0001913	Triticum_urartu|LOC125555578	Aegilops_tauschii|LOC109743358
OG0001913	Triticum_urartu|LOC125529033	Aegilops_tauschii|LOC109743352
OG0001913	Triticum_urartu|LOC125529032	Aegilops_tauschii|LOC109743353
OG0001914	Triticum_urartu|LOC125510309	Aegilops_tauschii|LOC109759125
OG0001914	Triticum_urartu|LOC125510319	Aegilops_tauschii|LOC109759100
OG0001916	Triticum_urartu|LOC125506048	Aegilops_tauschii|LOC109763800
OG0001918	Triticum_urartu|LOC125540932	Aegilops_tauschii|LOC109763878
OG0001918	Triticum_urartu|LOC125556082	Aegilops_tauschii|LOC109772053
OG0001919	Triticum_urartu|LOC125522746	Aegilops_tauschii|LOC109768552
OG0001919	Triticum_urartu|LOC125508923	Aegilops_tauschii|LOC109749948
OG0001920	Triticum_urartu|LOC125510761	Aegilops_tauschii|LOC109753019
OG0001921	Triticum_urartu|LOC125550744, Triticum_urartu|LOC125510281	Aegilops_tauschii|LOC109758251
OG0001921	Triticum_urartu|LOC125522955	Aegilops_tauschii|LOC109760692
OG0001922	Triticum_urartu|LOC125556339	Aegilops_tauschii|LOC109772603
