Orthogroup	Triticum_urartu	Triticum_aestivum
OG0001161	Triticum_urartu|LOC125506550, Triticum_urartu|LOC125506565	Triticum_aestivum|TraesCS5A03G1291900
OG0001163	Triticum_urartu|LOC125531238	Triticum_aestivum|TraesCS4A03G0746500
OG0001163	Triticum_urartu|LOC125509124	Triticum_aestivum|TraesCS5A03G0501000
OG0001163	Triticum_urartu|LOC125509123	Triticum_aestivum|TraesCS5D03G0464400, Triticum_aestivum|TraesCS5A03G0500900
OG0001164	Triticum_urartu|LOC125556485	Triticum_aestivum|TraesCS5B03G0796700, Triticum_aestivum|TraesCS5D03G0722000, Triticum_aestivum|TraesCS5A03G0762800
OG0001164	Triticum_urartu|LOC125556484	Triticum_aestivum|TraesCS5A03G0762700, Triticum_aestivum|TraesCS5D03G0721900
OG0001165	Triticum_urartu|LOC125553463	Triticum_aestivum|TraesCS4A03G0691100
OG0001165	Triticum_urartu|LOC125553461	Triticum_aestivum|TraesCS4A03G0690500
OG0001165	Triticum_urartu|LOC125553462	Triticum_aestivum|TraesCS4A03G0690700
OG0001166	Triticum_urartu|LOC125522292	Triticum_aestivum|TraesCS7A03G1306100
OG0001167	Triticum_urartu|LOC125530209	Triticum_aestivum|TraesCS4A03G0875700
OG0001167	Triticum_urartu|LOC125553409	Triticum_aestivum|TraesCS4A03G0744200
OG0001167	Triticum_urartu|LOC125531774	Triticum_aestivum|TraesCS4D03G0030000
OG0001168	Triticum_urartu|LOC125527416	Triticum_aestivum|TraesCS4A03G0783100
OG0001168	Triticum_urartu|LOC125556192	Triticum_aestivum|TraesCS1D03G0357500, Triticum_aestivum|TraesCS1A03G0382300, Triticum_aestivum|TraesCS1B03G0460100
OG0001169	Triticum_urartu|LOC125506439	Triticum_aestivum|TraesCS5A03G1238600
OG0001169	Triticum_urartu|LOC125506440	Triticum_aestivum|TraesCS5A03G1237500
OG0001170	Triticum_urartu|LOC125508313	Triticum_aestivum|TraesCS5A03G0351800, Triticum_aestivum|TraesCS5D03G0336600
OG0001170	Triticum_urartu|LOC125550974, Triticum_urartu|LOC125550978	Triticum_aestivum|TraesCS4D03G0225500, Triticum_aestivum|TraesCS4B03G0263800, Triticum_aestivum|TraesCS4A03G0534300
OG0001171	Triticum_urartu|LOC125510617	Triticum_aestivum|TraesCS5B03G0980000, Triticum_aestivum|TraesCS5A03G0931100
OG0001172	Triticum_urartu|LOC125528749, Triticum_urartu|LOC125509660	Triticum_aestivum|TraesCS5A03G0631600
OG0001172	Triticum_urartu|LOC125509661	Triticum_aestivum|TraesCS5A03G0631700
OG0001173	Triticum_urartu|LOC125515784	Triticum_aestivum|TraesCS6A03G0133800
OG0001173	Triticum_urartu|LOC125529319	Triticum_aestivum|TraesCS5D03G0953200, Triticum_aestivum|TraesCS5D03G0953400, Triticum_aestivum|TraesCS5B03G1052600, Triticum_aestivum|TraesCS5B03G1052800, Triticum_aestivum|TraesCS5A03G1006700, Triticum_aestivum|TraesCS5A03G1006400
OG0001174	Triticum_urartu|LOC125514066	Triticum_aestivum|TraesCS6A03G0018800
OG0001175	Triticum_urartu|LOC125511028, Triticum_urartu|LOC125511030	Triticum_aestivum|TraesCS5A03G1070000
OG0001175	Triticum_urartu|LOC125507489	Triticum_aestivum|TraesCS5D03G1025800, Triticum_aestivum|TraesCS5A03G1070600
OG0001175	Triticum_urartu|LOC125511027	Triticum_aestivum|TraesCS5A03G1069900
OG0001175	Triticum_urartu|LOC125511029	Triticum_aestivum|TraesCS5A03G1069900
OG0001176	Triticum_urartu|LOC125510592	Triticum_aestivum|TraesCS5A03G0925700
OG0001176	Triticum_urartu|LOC125510591	Triticum_aestivum|TraesCS5B03G0976000, Triticum_aestivum|TraesCSU03G0297300, Triticum_aestivum|TraesCSU03G0327600
OG0001176	Triticum_urartu|LOC125505972	Triticum_aestivum|TraesCS5A03G0925300
OG0001177	Triticum_urartu|LOC125506293	Triticum_aestivum|TraesCS5D03G1091900, Triticum_aestivum|TraesCS5B03G1208800, Triticum_aestivum|TraesCS5A03G1138400
OG0001177	Triticum_urartu|LOC125506297	Triticum_aestivum|TraesCS5A03G1138800
OG0001177	Triticum_urartu|LOC125506299	Triticum_aestivum|TraesCS5A03G1138700
OG0001178	Triticum_urartu|LOC125527737	Triticum_aestivum|TraesCS7A03G1309700, Triticum_aestivum|TraesCS7D03G1238400
OG0001178	Triticum_urartu|LOC125523364	Triticum_aestivum|TraesCS7A03G0512200
OG0001178	Triticum_urartu|LOC125556554	Triticum_aestivum|TraesCS5B03G0875900, Triticum_aestivum|TraesCS5D03G0800300, Triticum_aestivum|TraesCS5A03G0838000
OG0001179	Triticum_urartu|LOC125507123, Triticum_urartu|LOC125556230, Triticum_urartu|LOC125531572	Triticum_aestivum|TraesCS5A03G0636100
OG0001179	Triticum_urartu|LOC125556211	Triticum_aestivum|TraesCS5B03G0659300, Triticum_aestivum|TraesCS5D03G0603900, Triticum_aestivum|TraesCS5A03G0637000
OG0001180	Triticum_urartu|LOC125554454	Triticum_aestivum|TraesCS4A03G0795300
OG0001180	Triticum_urartu|LOC125520659	Triticum_aestivum|TraesCS7A03G0043600
OG0001180	Triticum_urartu|LOC125526637	Triticum_aestivum|TraesCS4A03G1182300, Triticum_aestivum|TraesCS7A03G0045000, Triticum_aestivum|TraesCS7D03G0042100, Triticum_aestivum|TraesCS7A03G0045200
OG0001181	Triticum_urartu|LOC125513203	Triticum_aestivum|TraesCS6A03G0594500, Triticum_aestivum|TraesCS6B03G0723400, Triticum_aestivum|TraesCS6D03G0493500
OG0001181	Triticum_urartu|LOC125550228	Triticum_aestivum|TraesCS4A03G0744700
OG0001181	Triticum_urartu|LOC125506963	Triticum_aestivum|TraesCS5A03G0035500
OG0001182	Triticum_urartu|LOC125530134	Triticum_aestivum|TraesCS6A03G0955500
OG0001182	Triticum_urartu|LOC125515290	Triticum_aestivum|TraesCS6B03G1165500
OG0001182	Triticum_urartu|LOC125530133	Triticum_aestivum|TraesCS6A03G0955600, Triticum_aestivum|TraesCS6D03G0833900
OG0001182	Triticum_urartu|LOC125515292	Triticum_aestivum|TraesCS6A03G0956600
OG0001184	Triticum_urartu|LOC125513936	Triticum_aestivum|TraesCS6B03G0140200, Triticum_aestivum|TraesCS6B03G0140400, Triticum_aestivum|TraesCS6D03G0039600, Triticum_aestivum|TraesCS6D03G0038400, Triticum_aestivum|TraesCS4A03G0974800, Triticum_aestivum|TraesCS6B03G0184200, Triticum_aestivum|TraesCS6B03G0050800, Triticum_aestivum|TraesCS6D03G0041100, Triticum_aestivum|TraesCS6A03G0035900
OG0001185	Triticum_urartu|LOC125530655	Triticum_aestivum|TraesCS6A03G0754600
OG0001185	Triticum_urartu|LOC125512462	Triticum_aestivum|TraesCS6A03G0755800
OG0001185	Triticum_urartu|LOC125512463	Triticum_aestivum|TraesCS6A03G0756000, Triticum_aestivum|TraesCS6D03G0638700
OG0001186	Triticum_urartu|LOC125517537	Triticum_aestivum|TraesCS6A03G0431100, Triticum_aestivum|TraesCS6D03G0364900, Triticum_aestivum|TraesCS6B03G0526200
OG0001186	Triticum_urartu|LOC125517535	Triticum_aestivum|TraesCS6B03G0526000, Triticum_aestivum|TraesCS6A03G0430800, Triticum_aestivum|TraesCS6D03G0364800
OG0001187	Triticum_urartu|LOC125520708	Triticum_aestivum|TraesCS7A03G0159400
OG0001187	Triticum_urartu|LOC125525239	Triticum_aestivum|TraesCS4A03G1034100, Triticum_aestivum|TraesCS4A03G1034200
OG0001187	Triticum_urartu|LOC125518267, Triticum_urartu|LOC125528974	Triticum_aestivum|TraesCS1B03G0933100, Triticum_aestivum|TraesCS4A03G1034900, Triticum_aestivum|TraesCS7A03G0160200
OG0001187	Triticum_urartu|LOC125520709	Triticum_aestivum|TraesCS7D03G0148300, Triticum_aestivum|TraesCS7D03G0148700
OG0001188	Triticum_urartu|LOC125522087	Triticum_aestivum|TraesCS7D03G0327500, Triticum_aestivum|TraesCS7B03G0125300, Triticum_aestivum|TraesCS7A03G0339200
OG0001188	Triticum_urartu|LOC125522696	Triticum_aestivum|TraesCS7A03G0339600
OG0001189	Triticum_urartu|LOC125522998	Triticum_aestivum|TraesCS7A03G0883400, Triticum_aestivum|TraesCS7D03G0853200
OG0001189	Triticum_urartu|LOC125522978	Triticum_aestivum|TraesCS7D03G0853100, Triticum_aestivum|TraesCS7B03G0731200, Triticum_aestivum|TraesCS7A03G0883500
OG0001190	Triticum_urartu|LOC125525148	Triticum_aestivum|TraesCS7A03G0980600
OG0001190	Triticum_urartu|LOC125525188	Triticum_aestivum|TraesCS7A03G0981800, Triticum_aestivum|TraesCS7D03G0941200, Triticum_aestivum|TraesCS7D03G0941300
OG0001191	Triticum_urartu|LOC125520007	Triticum_aestivum|TraesCS7A03G0331200
OG0001192	Triticum_urartu|LOC125522444	Triticum_aestivum|TraesCS7B03G1258200, Triticum_aestivum|TraesCS7D03G1249600
OG0001192	Triticum_urartu|LOC125522223	Triticum_aestivum|TraesCS7A03G1325200
OG0001192	Triticum_urartu|LOC125525767	Triticum_aestivum|TraesCS7B03G1256200
OG0001193	Triticum_urartu|LOC125518555	Triticum_aestivum|TraesCS7A03G0064600
OG0001193	Triticum_urartu|LOC125532174	Triticum_aestivum|TraesCS7A03G0064700
OG0001193	Triticum_urartu|LOC125522190	Triticum_aestivum|TraesCS7A03G0064900
OG0001194	Triticum_urartu|LOC125524486	Triticum_aestivum|TraesCS7A03G0500400
OG0001194	Triticum_urartu|LOC125523733	Triticum_aestivum|TraesCS7A03G0500300, Triticum_aestivum|TraesCS7A03G0500200
OG0001195	Triticum_urartu|LOC125518440	Triticum_aestivum|TraesCS7D03G0311300
OG0001195	Triticum_urartu|LOC125521597	Triticum_aestivum|TraesCS7D03G0311400, Triticum_aestivum|TraesCS7A03G0323800
OG0001196	Triticum_urartu|LOC125532734, Triticum_urartu|LOC125516831	Triticum_aestivum|TraesCS1D03G0237500
OG0001196	Triticum_urartu|LOC125531607	Triticum_aestivum|TraesCS7D03G1026500
OG0001196	Triticum_urartu|LOC125521042	Triticum_aestivum|TraesCS7A03G1076800
OG0001197	Triticum_urartu|LOC125525271	Triticum_aestivum|TraesCS5B03G1039100, Triticum_aestivum|TraesCS7A03G0011700, Triticum_aestivum|TraesCS4A03G1238900, Triticum_aestivum|TraesCS7A03G0012800, Triticum_aestivum|TraesCS4A03G1226100, Triticum_aestivum|TraesCS4A03G1241700, Triticum_aestivum|TraesCS4A03G1235000, Triticum_aestivum|TraesCS4A03G1233500
OG0001198	Triticum_urartu|LOC125529119	Triticum_aestivum|TraesCS1A03G0972400
OG0001198	Triticum_urartu|LOC125544359	Triticum_aestivum|TraesCS3A03G0635900
OG0001198	Triticum_urartu|LOC125544359	Triticum_aestivum|TraesCS3D03G0575600
OG0001198	Triticum_urartu|LOC125521587	Triticum_aestivum|TraesCS7A03G0673800
OG0001198	Triticum_urartu|LOC125521587	Triticum_aestivum|TraesCS7D03G0676100
OG0001200	Triticum_urartu|LOC125522754, Triticum_urartu|LOC125522770	Triticum_aestivum|TraesCS7A03G0517300, Triticum_aestivum|TraesCS7D03G0500700
OG0001200	Triticum_urartu|LOC125523906	Triticum_aestivum|TraesCS7A03G0524300
OG0001200	Triticum_urartu|LOC125523135	Triticum_aestivum|TraesCS7B03G0335400, Triticum_aestivum|TraesCS7B03G0335200, Triticum_aestivum|TraesCS7D03G0500200, Triticum_aestivum|TraesCS7A03G0517000
OG0001204	Triticum_urartu|LOC125508240, Triticum_urartu|LOC125531061	Triticum_aestivum|TraesCS1A03G0403400
OG0001204	Triticum_urartu|LOC125512648	Triticum_aestivum|TraesCS6A03G0064700
OG0001204	Triticum_urartu|LOC125516380	Triticum_aestivum|TraesCSU03G0323200, Triticum_aestivum|TraesCSU03G0338100, Triticum_aestivum|TraesCSU03G0362900
OG0001204	Triticum_urartu|LOC125516374	Triticum_aestivum|TraesCSU03G0482100
OG0001205	Triticum_urartu|LOC125508051, Triticum_urartu|LOC125517466, Triticum_urartu|LOC125515130, Triticum_urartu|LOC125537327, Triticum_urartu|LOC125525900, Triticum_urartu|LOC125524238, Triticum_urartu|LOC125523276	Triticum_aestivum|TraesCS1D03G0405200
OG0001207	Triticum_urartu|LOC125540620	Triticum_aestivum|TraesCS2A03G0041200, Triticum_aestivum|TraesCS2A03G0041300, Triticum_aestivum|TraesCS2A03G0041800
OG0001207	Triticum_urartu|LOC125540628	Triticum_aestivum|TraesCS2A03G0043600
OG0001208	Triticum_urartu|LOC125542871	Triticum_aestivum|TraesCS2D03G0177500
OG0001208	Triticum_urartu|LOC125542872, Triticum_urartu|LOC125542867	Triticum_aestivum|TraesCS3A03G0222400, Triticum_aestivum|TraesCS3D03G0213800
OG0001210	Triticum_urartu|LOC125554499	Triticum_aestivum|TraesCS4B03G0033700
OG0001210	Triticum_urartu|LOC125553377	Triticum_aestivum|TraesCS4A03G0751400
OG0001210	Triticum_urartu|LOC125553376	Triticum_aestivum|TraesCS4A03G0751100
OG0001212	Triticum_urartu|LOC125542620	Triticum_aestivum|TraesCS1D03G0032300
OG0001212	Triticum_urartu|LOC125530276	Triticum_aestivum|TraesCS1A03G0041800, Triticum_aestivum|TraesCS1D03G0035300
OG0001213	Triticum_urartu|LOC125507299	Triticum_aestivum|TraesCS1A03G0191400
OG0001213	Triticum_urartu|LOC125507394	Triticum_aestivum|TraesCS1D03G0185300, Triticum_aestivum|TraesCS1A03G0192600
OG0001213	Triticum_urartu|LOC125506844	Triticum_aestivum|TraesCS1A03G0193700
OG0001214	Triticum_urartu|LOC125529744	Triticum_aestivum|TraesCS1A03G0940900
OG0001214	Triticum_urartu|LOC125529744	Triticum_aestivum|TraesCS7A03G0818000
OG0001214	Triticum_urartu|LOC125544553	Triticum_aestivum|TraesCS3A03G0680400
OG0001214	Triticum_urartu|LOC125544553	Triticum_aestivum|TraesCS3B03G0779200
OG0001214	Triticum_urartu|LOC125544553	Triticum_aestivum|TraesCS3D03G0619700
OG0001214	Triticum_urartu|LOC125528540	Triticum_aestivum|TraesCS1B03G1114400
OG0001215	Triticum_urartu|LOC125520105, Triticum_urartu|LOC125530803	Triticum_aestivum|TraesCS1A03G0699700
OG0001215	Triticum_urartu|LOC125520096	Triticum_aestivum|TraesCS1B03G0796700, Triticum_aestivum|TraesCS1A03G0699400
OG0001216	Triticum_urartu|LOC125514771, Triticum_urartu|LOC125515521	Triticum_aestivum|TraesCS1A03G0604800
OG0001217	Triticum_urartu|LOC125513656	Triticum_aestivum|TraesCS1A03G0568800
OG0001217	Triticum_urartu|LOC125513656	Triticum_aestivum|TraesCS1B03G0660100
OG0001217	Triticum_urartu|LOC125537292	Triticum_aestivum|TraesCS2A03G0574500
OG0001218	Triticum_urartu|LOC125522145	Triticum_aestivum|TraesCS1A03G0763600
OG0001218	Triticum_urartu|LOC125522145	Triticum_aestivum|TraesCS1B03G0873200
OG0001218	Triticum_urartu|LOC125524333	Triticum_aestivum|TraesCS7B03G1076200
OG0001218	Triticum_urartu|LOC125543728	Triticum_aestivum|TraesCS3D03G0417300, Triticum_aestivum|TraesCS3A03G0450100
OG0001218	Triticum_urartu|LOC125531200	Triticum_aestivum|TraesCS3D03G0417300, Triticum_aestivum|TraesCS3A03G0450100
OG0001220	Triticum_urartu|LOC125554235	Triticum_aestivum|TraesCS1B03G0430400, Triticum_aestivum|TraesCS1A03G0374000
OG0001220	Triticum_urartu|LOC125507220	Triticum_aestivum|TraesCS5A03G0054500
OG0001220	Triticum_urartu|LOC125507220	Triticum_aestivum|TraesCS5D03G0067600
OG0001221	Triticum_urartu|LOC125543815	Triticum_aestivum|TraesCS1A03G0078000
OG0001221	Triticum_urartu|LOC125543377	Triticum_aestivum|TraesCS1A03G0066600
OG0001222	Triticum_urartu|LOC125513009	Triticum_aestivum|TraesCS6A03G0043300
OG0001223	Triticum_urartu|LOC125516714	Triticum_aestivum|TraesCS1B03G0241500, Triticum_aestivum|TraesCS7D03G0225900, Triticum_aestivum|TraesCS3D03G0817200, Triticum_aestivum|TraesCS6D03G0588200, Triticum_aestivum|TraesCS5D03G0295800
OG0001225	Triticum_urartu|LOC125545646	Triticum_aestivum|TraesCS3A03G0952900
OG0001225	Triticum_urartu|LOC125540453	Triticum_aestivum|TraesCS2A03G1372000
OG0001225	Triticum_urartu|LOC125518983	Triticum_aestivum|TraesCS1A03G0674000
OG0001227	Triticum_urartu|LOC125510079	Triticum_aestivum|TraesCS5A03G0755300, Triticum_aestivum|TraesCS5D03G0716000
OG0001227	Triticum_urartu|LOC125510080, Triticum_urartu|LOC125556486	Triticum_aestivum|TraesCS5A03G0755900
OG0001228	Triticum_urartu|LOC125519447	Triticum_aestivum|TraesCS7D03G1231400, Triticum_aestivum|TraesCS7B03G1217300, Triticum_aestivum|TraesCS7A03G1299400
OG0001228	Triticum_urartu|LOC125551947	Triticum_aestivum|TraesCS4A03G0238300
OG0001229	Triticum_urartu|LOC125550679	Triticum_aestivum|TraesCS1D03G0250200
OG0001229	Triticum_urartu|LOC125535676	Triticum_aestivum|TraesCS2A03G0225700
OG0001229	Triticum_urartu|LOC125551583, Triticum_urartu|LOC125551715	Triticum_aestivum|TraesCS4B03G0469000, Triticum_aestivum|TraesCS4D03G0420500
OG0001230	Triticum_urartu|LOC125514784	Triticum_aestivum|TraesCS1B03G0535900, Triticum_aestivum|TraesCS1B03G0696400, Triticum_aestivum|TraesCS1D03G0572700
OG0001230	Triticum_urartu|LOC125546311	Triticum_aestivum|TraesCS3D03G1172900, Triticum_aestivum|TraesCS3A03G1241000
OG0001231	Triticum_urartu|LOC125539471	Triticum_aestivum|TraesCS1A03G0053100
OG0001232	Triticum_urartu|LOC125521675	Triticum_aestivum|TraesCS1A03G0748300
OG0001232	Triticum_urartu|LOC125545163	Triticum_aestivum|TraesCS3D03G0757800, Triticum_aestivum|TraesCS3D03G0758100, Triticum_aestivum|TraesCS3A03G0824200
OG0001233	Triticum_urartu|LOC125529615	Triticum_aestivum|TraesCS6A03G0545300, Triticum_aestivum|TraesCS6D03G0466800
OG0001233	Triticum_urartu|LOC125544129	Triticum_aestivum|TraesCS3A03G0580000
OG0001233	Triticum_urartu|LOC125533208, Triticum_urartu|LOC125531549	Triticum_aestivum|TraesCS1A03G1039300
OG0001234	Triticum_urartu|LOC125543474	Triticum_aestivum|TraesCS1D03G0058700
OG0001234	Triticum_urartu|LOC125543458	Triticum_aestivum|TraesCS1B03G0074600
OG0001234	Triticum_urartu|LOC125543513	Triticum_aestivum|TraesCS1D03G0059400
OG0001234	Triticum_urartu|LOC125543462	Triticum_aestivum|TraesCS1A03G0068500
OG0001234	Triticum_urartu|LOC125543483	Triticum_aestivum|TraesCS1A03G0068300
OG0001235	Triticum_urartu|LOC125527925	Triticum_aestivum|TraesCS5D03G1048000, Triticum_aestivum|TraesCS5A03G1090500
OG0001235	Triticum_urartu|LOC125556452, Triticum_urartu|LOC125507614	Triticum_aestivum|TraesCS1A03G0459800, Triticum_aestivum|TraesCS1D03G0432100
OG0001235	Triticum_urartu|LOC125538416	Triticum_aestivum|TraesCS2A03G0779700
OG0001236	Triticum_urartu|LOC125544065, Triticum_urartu|LOC125544066	Triticum_aestivum|TraesCS3A03G0588500
OG0001236	Triticum_urartu|LOC125541236	Triticum_aestivum|TraesCS1D03G0001300
OG0001237	Triticum_urartu|LOC125514176	Triticum_aestivum|TraesCS1A03G0587200
OG0001237	Triticum_urartu|LOC125514176	Triticum_aestivum|TraesCS1D03G0558100
OG0001237	Triticum_urartu|LOC125514169	Triticum_aestivum|TraesCS1A03G0586500
OG0001237	Triticum_urartu|LOC125514169	Triticum_aestivum|TraesCS1A03G0586900
OG0001237	Triticum_urartu|LOC125514169	Triticum_aestivum|TraesCS1D03G0558000
OG0001237	Triticum_urartu|LOC125534393	Triticum_aestivum|TraesCS1A03G0586400, Triticum_aestivum|TraesCS1A03G0586800, Triticum_aestivum|TraesCS1D03G0557700
OG0001238	Triticum_urartu|LOC125521068	Triticum_aestivum|TraesCS1A03G0726700, Triticum_aestivum|TraesCS1D03G0691500
OG0001239	Triticum_urartu|LOC125553426	Triticum_aestivum|TraesCS6B03G0046400
OG0001241	Triticum_urartu|LOC125536540	Triticum_aestivum|TraesCS2A03G0386600
OG0001242	Triticum_urartu|LOC125524862	Triticum_aestivum|TraesCS7D03G0332800
OG0001243	Triticum_urartu|LOC125540335	Triticum_aestivum|TraesCS2B03G1543400, Triticum_aestivum|TraesCS2D03G1312200, Triticum_aestivum|TraesCS2B03G1543700, Triticum_aestivum|TraesCS2D03G1311600, Triticum_aestivum|TraesCS2A03G1342500
OG0001244	Triticum_urartu|LOC125541040	Triticum_aestivum|TraesCS2A03G0249900
OG0001245	Triticum_urartu|LOC125535392	Triticum_aestivum|TraesCS2D03G0134800, Triticum_aestivum|TraesCS2A03G0136400
OG0001246	Triticum_urartu|LOC125535349	Triticum_aestivum|TraesCS2B03G0072800, Triticum_aestivum|TraesCS2A03G0127000, Triticum_aestivum|TraesCS3D03G0807200
OG0001246	Triticum_urartu|LOC125535100	Triticum_aestivum|TraesCS2B03G0077300, Triticum_aestivum|TraesCS2B03G0073700, Triticum_aestivum|TraesCS2D03G0052100
OG0001247	Triticum_urartu|LOC125538281	Triticum_aestivum|TraesCS2A03G1240200
OG0001247	Triticum_urartu|LOC125540204	Triticum_aestivum|TraesCS2A03G1240300
OG0001248	Triticum_urartu|LOC125532455, Triticum_urartu|LOC125534670	Triticum_aestivum|TraesCS2B03G0022500, Triticum_aestivum|TraesCS2B03G0022800, Triticum_aestivum|TraesCS2D03G0014000
OG0001248	Triticum_urartu|LOC125547898	Triticum_aestivum|TraesCS3A03G0181000, Triticum_aestivum|TraesCS3A03G0180800
OG0001249	Triticum_urartu|LOC125533610	Triticum_aestivum|TraesCS2A03G0802600
OG0001249	Triticum_urartu|LOC125533609	Triticum_aestivum|TraesCS2A03G0802200
OG0001249	Triticum_urartu|LOC125538669, Triticum_urartu|LOC125538672	Triticum_aestivum|TraesCS2B03G0888200, Triticum_aestivum|TraesCS2A03G0802500
OG0001250	Triticum_urartu|LOC125525295	Triticum_aestivum|TraesCS7D03G1086300
OG0001250	Triticum_urartu|LOC125540480	Triticum_aestivum|TraesCS2B03G1568800, Triticum_aestivum|TraesCS2D03G1332500, Triticum_aestivum|TraesCS2A03G1365500
OG0001251	Triticum_urartu|LOC125538259	Triticum_aestivum|TraesCS2A03G1208800
OG0001251	Triticum_urartu|LOC125507987	Triticum_aestivum|TraesCS5D03G0205200, Triticum_aestivum|TraesCS5A03G0182300
OG0001252	Triticum_urartu|LOC125540980	Triticum_aestivum|TraesCS2D03G0221800, Triticum_aestivum|TraesCS2B03G0296800, Triticum_aestivum|TraesCS2D03G0221400, Triticum_aestivum|TraesCS2A03G0215800
OG0001252	Triticum_urartu|LOC125540979	Triticum_aestivum|TraesCS2D03G0221300, Triticum_aestivum|TraesCS2B03G0296700, Triticum_aestivum|TraesCS2A03G0215700
OG0001253	Triticum_urartu|LOC125541360	Triticum_aestivum|TraesCS1D03G0005400, Triticum_aestivum|TraesCS2B03G0552300, Triticum_aestivum|TraesCS2A03G0423300
OG0001253	Triticum_urartu|LOC125514631	Triticum_aestivum|TraesCS6D03G0684900, Triticum_aestivum|TraesCS6A03G0810100
OG0001254	Triticum_urartu|LOC125529886	Triticum_aestivum|TraesCS2D03G0005600
OG0001254	Triticum_urartu|LOC125538621	Triticum_aestivum|TraesCS2B03G1577500
OG0001254	Triticum_urartu|LOC125515229	Triticum_aestivum|TraesCS6B03G1148300, Triticum_aestivum|TraesCS6B03G1148400, Triticum_aestivum|TraesCS7D03G0262800
OG0001256	Triticum_urartu|LOC125535568	Triticum_aestivum|TraesCS2B03G0270400, Triticum_aestivum|TraesCS2A03G0199600, Triticum_aestivum|TraesCS2D03G0201500
OG0001256	Triticum_urartu|LOC125535523	Triticum_aestivum|TraesCS2A03G0194000
OG0001256	Triticum_urartu|LOC125535543	Triticum_aestivum|TraesCS2D03G0193600, Triticum_aestivum|TraesCS2A03G0193500
OG0001258	Triticum_urartu|LOC125535874	Triticum_aestivum|TraesCS2B03G0367800, Triticum_aestivum|TraesCS2D03G0275900, Triticum_aestivum|TraesCS2A03G0265700
OG0001258	Triticum_urartu|LOC125515603	Triticum_aestivum|TraesCS6A03G1029500
OG0001259	Triticum_urartu|LOC125512781	Triticum_aestivum|TraesCS6A03G0904600
OG0001259	Triticum_urartu|LOC125537972	Triticum_aestivum|TraesCS2B03G1283600
OG0001259	Triticum_urartu|LOC125534186	Triticum_aestivum|TraesCS2A03G1131700
OG0001259	Triticum_urartu|LOC125534185	Triticum_aestivum|TraesCS2A03G1131400
OG0001260	Triticum_urartu|LOC125513735	Triticum_aestivum|TraesCS6A03G0130800, Triticum_aestivum|TraesCS6D03G0044900
OG0001261	Triticum_urartu|LOC125548415, Triticum_urartu|LOC125548417	Triticum_aestivum|TraesCS3A03G0586300, Triticum_aestivum|TraesCS3D03G0539600
OG0001261	Triticum_urartu|LOC125548906	Triticum_aestivum|TraesCS3A03G0924000
OG0001262	Triticum_urartu|LOC125547105	Triticum_aestivum|TraesCS3A03G0970600
OG0001263	Triticum_urartu|LOC125547603, Triticum_urartu|LOC125548006	Triticum_aestivum|TraesCS3D03G0032800, Triticum_aestivum|TraesCS3A03G0054300, Triticum_aestivum|TraesCS3A03G0054600, Triticum_aestivum|TraesCS3B03G0039400
OG0001264	Triticum_urartu|LOC125546519, Triticum_urartu|LOC125516509	Triticum_aestivum|TraesCS3B03G0086300
OG0001264	Triticum_urartu|LOC125546518	Triticum_aestivum|TraesCS3D03G0064000
OG0001264	Triticum_urartu|LOC125526909	Triticum_aestivum|TraesCS3B03G0086800, Triticum_aestivum|TraesCS3B03G0086200, Triticum_aestivum|TraesCS3D03G0062900, Triticum_aestivum|TraesCS3D03G0063800
OG0001265	Triticum_urartu|LOC125519921	Triticum_aestivum|TraesCS7B03G0804900, Triticum_aestivum|TraesCS7D03G0927200, Triticum_aestivum|TraesCS7A03G0969000
OG0001267	Triticum_urartu|LOC125542520, Triticum_urartu|LOC125531117	Triticum_aestivum|TraesCS3A03G0120400
OG0001268	Triticum_urartu|LOC125525643, Triticum_urartu|LOC125525663	Triticum_aestivum|TraesCS1D03G0822600
OG0001268	Triticum_urartu|LOC125525619, Triticum_urartu|LOC125525671	Triticum_aestivum|TraesCS1A03G0852300
OG0001269	Triticum_urartu|LOC125549345	Triticum_aestivum|TraesCS3B03G1374000, Triticum_aestivum|TraesCS3D03G1096800
OG0001270	Triticum_urartu|LOC125549466	Triticum_aestivum|TraesCS3A03G1178200
OG0001270	Triticum_urartu|LOC125549468	Triticum_aestivum|TraesCS3D03G1122500, Triticum_aestivum|TraesCS3A03G1178400
OG0001271	Triticum_urartu|LOC125542800	Triticum_aestivum|TraesCS3B03G0254000, Triticum_aestivum|TraesCS3D03G0189700, Triticum_aestivum|TraesCS3D03G0189800
OG0001273	Triticum_urartu|LOC125545944	Triticum_aestivum|TraesCS3A03G1089600, Triticum_aestivum|TraesCS3B03G1269100
OG0001273	Triticum_urartu|LOC125545939	Triticum_aestivum|TraesCS3A03G1089800
OG0001273	Triticum_urartu|LOC125549183	Triticum_aestivum|TraesCS3D03G1016400, Triticum_aestivum|TraesCS3A03G1089000
OG0001273	Triticum_urartu|LOC125545941	Triticum_aestivum|TraesCS3D03G1016300, Triticum_aestivum|TraesCS3B03G1267400
OG0001274	Triticum_urartu|LOC125519686	Triticum_aestivum|TraesCS7A03G0008000
OG0001274	Triticum_urartu|LOC125544828	Triticum_aestivum|TraesCS3B03G0834500, Triticum_aestivum|TraesCS3D03G0671500
OG0001275	Triticum_urartu|LOC125541188	Triticum_aestivum|TraesCS1B03G0003000, Triticum_aestivum|TraesCS1D03G0001000
