Orthogroup	Triticum_urartu	Hordeum_vulgare
OG0000915	Triticum_urartu|LOC125506321, Triticum_urartu|LOC125506322	Hordeum_vulgare|LOC123447360
OG0000916	Triticum_urartu|LOC125528927, Triticum_urartu|LOC125528926	Hordeum_vulgare|LOC123449759, Hordeum_vulgare|LOC123449760
OG0000916	Triticum_urartu|LOC125506335	Hordeum_vulgare|LOC123449761
OG0000917	Triticum_urartu|LOC125554140	Hordeum_vulgare|LOC123446982
OG0000917	Triticum_urartu|LOC125539297	Hordeum_vulgare|LOC123395015, Hordeum_vulgare|LOC123399479, Hordeum_vulgare|LOC123395016
OG0000918	Triticum_urartu|LOC125553344, Triticum_urartu|LOC125556483, Triticum_urartu|LOC125556495, Triticum_urartu|LOC125507259	Hordeum_vulgare|LOC123400006, Hordeum_vulgare|LOC123452980
OG0000919	Triticum_urartu|LOC125551002	Hordeum_vulgare|LOC123448212
OG0000919	Triticum_urartu|LOC125508668	Hordeum_vulgare|LOC123395297
OG0000919	Triticum_urartu|LOC125551019	Hordeum_vulgare|LOC123448187
OG0000920	Triticum_urartu|LOC125554331, Triticum_urartu|LOC125526713, Triticum_urartu|LOC125552992	Hordeum_vulgare|LOC123453196, Hordeum_vulgare|LOC123399356
OG0000921	Triticum_urartu|LOC125506000	Hordeum_vulgare|LOC123398441
OG0000921	Triticum_urartu|LOC125505997, Triticum_urartu|LOC125505999	Hordeum_vulgare|LOC123398434, Hordeum_vulgare|LOC123398436, Hordeum_vulgare|LOC123398440, Hordeum_vulgare|LOC123398438, Hordeum_vulgare|LOC123397165
OG0000922	Triticum_urartu|LOC125507316	Hordeum_vulgare|LOC123452446
OG0000922	Triticum_urartu|LOC125556606	Hordeum_vulgare|LOC123398010
OG0000923	Triticum_urartu|LOC125555767	Hordeum_vulgare|LOC123397775
OG0000923	Triticum_urartu|LOC125508192, Triticum_urartu|LOC125508195	Hordeum_vulgare|LOC123398308
OG0000923	Triticum_urartu|LOC125555769	Hordeum_vulgare|LOC123396779
OG0000924	Triticum_urartu|LOC125506920	Hordeum_vulgare|LOC123399332
OG0000924	Triticum_urartu|LOC125506921	Hordeum_vulgare|LOC123399333
OG0000924	Triticum_urartu|LOC125550241	Hordeum_vulgare|LOC123447050
OG0000925	Triticum_urartu|LOC125506120, Triticum_urartu|LOC125530341	Hordeum_vulgare|LOC123452669, Hordeum_vulgare|LOC123452668
OG0000925	Triticum_urartu|LOC125506122, Triticum_urartu|LOC125506127	Hordeum_vulgare|LOC123452674
OG0000925	Triticum_urartu|LOC125507452	Hordeum_vulgare|LOC123399914
OG0000926	Triticum_urartu|LOC125509630	Hordeum_vulgare|LOC123399424
OG0000926	Triticum_urartu|LOC125507122	Hordeum_vulgare|LOC123399306
OG0000927	Triticum_urartu|LOC125552956	Hordeum_vulgare|LOC123399317
OG0000927	Triticum_urartu|LOC125552957	Hordeum_vulgare|LOC123399319
OG0000928	Triticum_urartu|LOC125509722	Hordeum_vulgare|LOC123399299
OG0000929	Triticum_urartu|LOC125509279	Hordeum_vulgare|LOC123397799
OG0000929	Triticum_urartu|LOC125530999, Triticum_urartu|LOC125508390	Hordeum_vulgare|LOC123395294
OG0000929	Triticum_urartu|LOC125511164	Hordeum_vulgare|LOC123453025
OG0000930	Triticum_urartu|LOC125505948, Triticum_urartu|LOC125505947	Hordeum_vulgare|LOC123398632
OG0000931	Triticum_urartu|LOC125512517	Hordeum_vulgare|LOC123401239
OG0000931	Triticum_urartu|LOC125512518, Triticum_urartu|LOC125515535	Hordeum_vulgare|LOC123401240
OG0000932	Triticum_urartu|LOC125514898	Hordeum_vulgare|LOC123401964
OG0000932	Triticum_urartu|LOC125524119	Hordeum_vulgare|LOC123413545
OG0000932	Triticum_urartu|LOC125521027	Hordeum_vulgare|LOC123413216
OG0000933	Triticum_urartu|LOC125521565	Hordeum_vulgare|LOC123412173
OG0000933	Triticum_urartu|LOC125520692, Triticum_urartu|LOC125520739	Hordeum_vulgare|LOC123407431
OG0000933	Triticum_urartu|LOC125528616	Hordeum_vulgare|LOC123402805
OG0000934	Triticum_urartu|LOC125515955	Hordeum_vulgare|LOC123403288
OG0000934	Triticum_urartu|LOC125517589	Hordeum_vulgare|LOC123403286
OG0000935	Triticum_urartu|LOC125512497	Hordeum_vulgare|LOC123412234
OG0000936	Triticum_urartu|LOC125525224	Hordeum_vulgare|LOC123411426
OG0000936	Triticum_urartu|LOC125520807	Hordeum_vulgare|LOC123407231
OG0000937	Triticum_urartu|LOC125523831	Hordeum_vulgare|LOC123412924
OG0000937	Triticum_urartu|LOC125521132, Triticum_urartu|LOC125525336	Hordeum_vulgare|LOC123412927
OG0000938	Triticum_urartu|LOC125519874, Triticum_urartu|LOC125521482, Triticum_urartu|LOC125534666, Triticum_urartu|LOC125521295	Hordeum_vulgare|LOC123407058, Hordeum_vulgare|LOC123407437
OG0000939	Triticum_urartu|LOC125519961	Hordeum_vulgare|LOC123409886
OG0000939	Triticum_urartu|LOC125521848, Triticum_urartu|LOC125521802	Hordeum_vulgare|LOC123413190
OG0000939	Triticum_urartu|LOC125521226, Triticum_urartu|LOC125521278	Hordeum_vulgare|LOC123413191
OG0000940	Triticum_urartu|LOC125524481	Hordeum_vulgare|LOC123411491, Hordeum_vulgare|LOC123411701
OG0000940	Triticum_urartu|LOC125555393	Hordeum_vulgare|LOC123397768
OG0000941	Triticum_urartu|LOC125521322, Triticum_urartu|LOC125524977	Hordeum_vulgare|LOC123413556
OG0000941	Triticum_urartu|LOC125518604	Hordeum_vulgare|LOC123413555
OG0000942	Triticum_urartu|LOC125508789	Hordeum_vulgare|LOC123425394, Hordeum_vulgare|LOC123430138
OG0000942	Triticum_urartu|LOC125533669, Triticum_urartu|LOC125533670, Triticum_urartu|LOC125556386	Hordeum_vulgare|LOC123397421, Hordeum_vulgare|LOC123432074, Hordeum_vulgare|LOC123448083
OG0000944	Triticum_urartu|LOC125533844, Triticum_urartu|LOC125537088	Hordeum_vulgare|LOC123447637
OG0000945	Triticum_urartu|LOC125546731, Triticum_urartu|LOC125512590	Hordeum_vulgare|LOC123429971, Hordeum_vulgare|LOC123413929, Hordeum_vulgare|LOC123429341, Hordeum_vulgare|LOC123440965, Hordeum_vulgare|LOC123440212, Hordeum_vulgare|LOC123427460, Hordeum_vulgare|LOC123441721, Hordeum_vulgare|LOC123398447, Hordeum_vulgare|LOC123447580, Hordeum_vulgare|LOC123397073, Hordeum_vulgare|LOC123413028, Hordeum_vulgare|LOC123409217, Hordeum_vulgare|LOC123441449, Hordeum_vulgare|LOC123428944, Hordeum_vulgare|LOC123450867, Hordeum_vulgare|LOC123429988, Hordeum_vulgare|LOC123396222, Hordeum_vulgare|LOC123448489, Hordeum_vulgare|LOC123429668, Hordeum_vulgare|LOC123401123
OG0000946	Triticum_urartu|LOC125535076, Triticum_urartu|LOC125540669	Hordeum_vulgare|LOC123424360, Hordeum_vulgare|LOC123424362
OG0000947	Triticum_urartu|LOC125545995	Hordeum_vulgare|LOC123445433
OG0000947	Triticum_urartu|LOC125545054	Hordeum_vulgare|LOC123444623
OG0000949	Triticum_urartu|LOC125506777, Triticum_urartu|LOC125529790	Hordeum_vulgare|LOC123410036, Hordeum_vulgare|LOC123410047
OG0000950	Triticum_urartu|LOC125543281	Hordeum_vulgare|LOC123442749
OG0000952	Triticum_urartu|LOC125513211, Triticum_urartu|LOC125524206	Hordeum_vulgare|LOC123406967
OG0000952	Triticum_urartu|LOC125547739	Hordeum_vulgare|LOC123408239, Hordeum_vulgare|LOC123408630
OG0000952	Triticum_urartu|LOC125556385	Hordeum_vulgare|LOC123399779, Hordeum_vulgare|LOC123422333, Hordeum_vulgare|LOC123413383, Hordeum_vulgare|LOC123425009, Hordeum_vulgare|LOC123450345, Hordeum_vulgare|LOC123432106, Hordeum_vulgare|LOC123441795, Hordeum_vulgare|LOC123404922
OG0000953	Triticum_urartu|LOC125543386, Triticum_urartu|LOC125543188, Triticum_urartu|LOC125541077, Triticum_urartu|LOC125543355, Triticum_urartu|LOC125543109	Hordeum_vulgare|LOC123395198
OG0000954	Triticum_urartu|LOC125522523	Hordeum_vulgare|LOC123411329
OG0000954	Triticum_urartu|LOC125522773, Triticum_urartu|LOC125522814	Hordeum_vulgare|LOC123443752
OG0000954	Triticum_urartu|LOC125517439	Hordeum_vulgare|LOC123406238
OG0000956	Triticum_urartu|LOC125548345, Triticum_urartu|LOC125520355, Triticum_urartu|LOC125520374	Hordeum_vulgare|LOC123396812, Hordeum_vulgare|LOC123410241
OG0000957	Triticum_urartu|LOC125519883	Hordeum_vulgare|LOC123448421
OG0000959	Triticum_urartu|LOC125536819, Triticum_urartu|LOC125536827, Triticum_urartu|LOC125536797	Hordeum_vulgare|LOC123413197, Hordeum_vulgare|LOC123413167, Hordeum_vulgare|LOC123413176, Hordeum_vulgare|LOC123413186
OG0000960	Triticum_urartu|LOC125513793	Hordeum_vulgare|LOC123439324
OG0000960	Triticum_urartu|LOC125540432	Hordeum_vulgare|LOC123428461
OG0000960	Triticum_urartu|LOC125551243	Hordeum_vulgare|LOC123448513
OG0000962	Triticum_urartu|LOC125547212	Hordeum_vulgare|LOC123419464
OG0000962	Triticum_urartu|LOC125552993	Hordeum_vulgare|LOC123394911
OG0000962	Triticum_urartu|LOC125543607	Hordeum_vulgare|LOC123443370
OG0000963	Triticum_urartu|LOC125541194	Hordeum_vulgare|LOC123399342
OG0000963	Triticum_urartu|LOC125548094	Hordeum_vulgare|LOC123439602
OG0000967	Triticum_urartu|LOC125531843, Triticum_urartu|LOC125531875	Hordeum_vulgare|LOC123452371
OG0000967	Triticum_urartu|LOC125531866	Hordeum_vulgare|LOC123452389
OG0000969	Triticum_urartu|LOC125511648	Hordeum_vulgare|LOC123450048
OG0000969	Triticum_urartu|LOC125518761	Hordeum_vulgare|LOC123395122
OG0000969	Triticum_urartu|LOC125508682	Hordeum_vulgare|LOC123431439
OG0000970	Triticum_urartu|LOC125537015	Hordeum_vulgare|LOC123439435
OG0000971	Triticum_urartu|LOC125530404	Hordeum_vulgare|LOC123431457
OG0000971	Triticum_urartu|LOC125534950	Hordeum_vulgare|LOC123431456
OG0000972	Triticum_urartu|LOC125541120	Hordeum_vulgare|LOC123429575
OG0000972	Triticum_urartu|LOC125541234	Hordeum_vulgare|LOC123429687
OG0000972	Triticum_urartu|LOC125531928	Hordeum_vulgare|LOC123429571
OG0000973	Triticum_urartu|LOC125533730, Triticum_urartu|LOC125539034, Triticum_urartu|LOC125533729	Hordeum_vulgare|LOC123430572, Hordeum_vulgare|LOC123430573
OG0000974	Triticum_urartu|LOC125535415, Triticum_urartu|LOC125535423	Hordeum_vulgare|LOC123429326, Hordeum_vulgare|LOC123429330
OG0000974	Triticum_urartu|LOC125535419, Triticum_urartu|LOC125535426, Triticum_urartu|LOC125535418, Triticum_urartu|LOC125535425	Hordeum_vulgare|LOC123424958, Hordeum_vulgare|LOC123424960
OG0000975	Triticum_urartu|LOC125515920, Triticum_urartu|LOC125530825	Hordeum_vulgare|LOC123402486
OG0000975	Triticum_urartu|LOC125548157	Hordeum_vulgare|LOC123439621
OG0000977	Triticum_urartu|LOC125518654	Hordeum_vulgare|LOC123413632
OG0000977	Triticum_urartu|LOC125513321	Hordeum_vulgare|LOC123404932
OG0000977	Triticum_urartu|LOC125538663	Hordeum_vulgare|LOC123426894
OG0000978	Triticum_urartu|LOC125540573	Hordeum_vulgare|LOC123429030
OG0000978	Triticum_urartu|LOC125540675	Hordeum_vulgare|LOC123424886
OG0000979	Triticum_urartu|LOC125537555	Hordeum_vulgare|LOC123426333
OG0000979	Triticum_urartu|LOC125536431	Hordeum_vulgare|LOC123425450
OG0000979	Triticum_urartu|LOC125508492	Hordeum_vulgare|LOC123452984
OG0000980	Triticum_urartu|LOC125513501	Hordeum_vulgare|LOC123406116
OG0000980	Triticum_urartu|LOC125514950	Hordeum_vulgare|LOC123404444
OG0000982	Triticum_urartu|LOC125539599	Hordeum_vulgare|LOC123427742
OG0000982	Triticum_urartu|LOC125509827	Hordeum_vulgare|LOC123399517
OG0000982	Triticum_urartu|LOC125514226	Hordeum_vulgare|LOC123402456
OG0000983	Triticum_urartu|LOC125537141	Hordeum_vulgare|LOC123426209
OG0000983	Triticum_urartu|LOC125551417	Hordeum_vulgare|LOC123448450
OG0000983	Triticum_urartu|LOC125508540	Hordeum_vulgare|LOC123395413
OG0000984	Triticum_urartu|LOC125529073	Hordeum_vulgare|LOC123447590
OG0000984	Triticum_urartu|LOC125521061	Hordeum_vulgare|LOC123407870, Hordeum_vulgare|LOC123420760
OG0000985	Triticum_urartu|LOC125506421, Triticum_urartu|LOC125506427, Triticum_urartu|LOC125506470, Triticum_urartu|LOC125520613, Triticum_urartu|LOC125511677	Hordeum_vulgare|LOC123447569
OG0000986	Triticum_urartu|LOC125516981	Hordeum_vulgare|LOC123403256
OG0000986	Triticum_urartu|LOC125534870	Hordeum_vulgare|LOC123403694
OG0000987	Triticum_urartu|LOC125535028, Triticum_urartu|LOC125527576	Hordeum_vulgare|LOC123431518
OG0000987	Triticum_urartu|LOC125555593, Triticum_urartu|LOC125530592, Triticum_urartu|LOC125551270	Hordeum_vulgare|LOC123400134
OG0000989	Triticum_urartu|LOC125542285, Triticum_urartu|LOC125542292, Triticum_urartu|LOC125542460	Hordeum_vulgare|LOC123442475
OG0000990	Triticum_urartu|LOC125548461	Hordeum_vulgare|LOC123443978
OG0000991	Triticum_urartu|LOC125530009	Hordeum_vulgare|LOC123441174
OG0000992	Triticum_urartu|LOC125549420	Hordeum_vulgare|LOC123409810
OG0000993	Triticum_urartu|LOC125528786	Hordeum_vulgare|LOC123442545
OG0000994	Triticum_urartu|LOC125544425	Hordeum_vulgare|LOC123444240
OG0000994	Triticum_urartu|LOC125532462, Triticum_urartu|LOC125532473	Hordeum_vulgare|LOC123452723
OG0000995	Triticum_urartu|LOC125525921	Hordeum_vulgare|LOC123408515
OG0000995	Triticum_urartu|LOC125506294, Triticum_urartu|LOC125506295	Hordeum_vulgare|LOC123418376, Hordeum_vulgare|LOC123399270
OG0000996	Triticum_urartu|LOC125542903, Triticum_urartu|LOC125543048	Hordeum_vulgare|LOC123442897
OG0000997	Triticum_urartu|LOC125529663, Triticum_urartu|LOC125523037	Hordeum_vulgare|LOC123412771
OG0000998	Triticum_urartu|LOC125521696, Triticum_urartu|LOC125521734	Hordeum_vulgare|LOC123407800
OG0000998	Triticum_urartu|LOC125544730, Triticum_urartu|LOC125544735	Hordeum_vulgare|LOC123444312
OG0000999	Triticum_urartu|LOC125528097, Triticum_urartu|LOC125530478	Hordeum_vulgare|LOC123443608
OG0001000	Triticum_urartu|LOC125511361, Triticum_urartu|LOC125506344	Hordeum_vulgare|LOC123449745
OG0001001	Triticum_urartu|LOC125554157, Triticum_urartu|LOC125554156	Hordeum_vulgare|LOC123446987, Hordeum_vulgare|LOC123446989
OG0001002	Triticum_urartu|LOC125552525	Hordeum_vulgare|LOC123446821
OG0001002	Triticum_urartu|LOC125554078	Hordeum_vulgare|LOC123449350
OG0001002	Triticum_urartu|LOC125554071	Hordeum_vulgare|LOC123446813
OG0001003	Triticum_urartu|LOC125514541	Hordeum_vulgare|LOC123401521
OG0001003	Triticum_urartu|LOC125531228	Hordeum_vulgare|LOC123447464
OG0001003	Triticum_urartu|LOC125552456	Hordeum_vulgare|LOC123449274
OG0001004	Triticum_urartu|LOC125554425	Hordeum_vulgare|LOC123397438
OG0001004	Triticum_urartu|LOC125554424	Hordeum_vulgare|LOC123399598
OG0001005	Triticum_urartu|LOC125529129	Hordeum_vulgare|LOC123397594
OG0001005	Triticum_urartu|LOC125556277	Hordeum_vulgare|LOC123397596
OG0001006	Triticum_urartu|LOC125554313	Hordeum_vulgare|LOC123399304
OG0001006	Triticum_urartu|LOC125552951, Triticum_urartu|LOC125552950	Hordeum_vulgare|LOC123399301, Hordeum_vulgare|LOC123399300, Hordeum_vulgare|LOC123399889
OG0001007	Triticum_urartu|LOC125555737	Hordeum_vulgare|LOC123396594
OG0001008	Triticum_urartu|LOC125529264	Hordeum_vulgare|LOC123400160
OG0001008	Triticum_urartu|LOC125506239	Hordeum_vulgare|LOC123452910
OG0001008	Triticum_urartu|LOC125506241	Hordeum_vulgare|LOC123452163
OG0001009	Triticum_urartu|LOC125514419	Hordeum_vulgare|LOC123411170
OG0001012	Triticum_urartu|LOC125518889, Triticum_urartu|LOC125531223	Hordeum_vulgare|LOC123401947
OG0001013	Triticum_urartu|LOC125513276	Hordeum_vulgare|LOC123401753
OG0001013	Triticum_urartu|LOC125531274	Hordeum_vulgare|LOC123406982
OG0001013	Triticum_urartu|LOC125515039, Triticum_urartu|LOC125515049	Hordeum_vulgare|LOC123404804
OG0001014	Triticum_urartu|LOC125521777, Triticum_urartu|LOC125521872, Triticum_urartu|LOC125521898, Triticum_urartu|LOC125523801	Hordeum_vulgare|LOC123412830
OG0001015	Triticum_urartu|LOC125522281	Hordeum_vulgare|LOC123412393
OG0001015	Triticum_urartu|LOC125520596	Hordeum_vulgare|LOC123413299
OG0001015	Triticum_urartu|LOC125520706	Hordeum_vulgare|LOC123411965
OG0001016	Triticum_urartu|LOC125522919, Triticum_urartu|LOC125524568	Hordeum_vulgare|LOC123411985, Hordeum_vulgare|LOC123411839
OG0001016	Triticum_urartu|LOC125524565, Triticum_urartu|LOC125527106	Hordeum_vulgare|LOC123411837
OG0001016	Triticum_urartu|LOC125524567	Hordeum_vulgare|LOC123411836
OG0001017	Triticum_urartu|LOC125521917	Hordeum_vulgare|LOC123409302
OG0001017	Triticum_urartu|LOC125518675	Hordeum_vulgare|LOC123409304
OG0001017	Triticum_urartu|LOC125521077	Hordeum_vulgare|LOC123412111
OG0001018	Triticum_urartu|LOC125522547, Triticum_urartu|LOC125522823	Hordeum_vulgare|LOC123412443
OG0001018	Triticum_urartu|LOC125512481, Triticum_urartu|LOC125523399, Triticum_urartu|LOC125522408, Triticum_urartu|LOC125522396	Hordeum_vulgare|LOC123409791
OG0001019	Triticum_urartu|LOC125525494	Hordeum_vulgare|LOC123410791
OG0001019	Triticum_urartu|LOC125520524, Triticum_urartu|LOC125518445, Triticum_urartu|LOC125523168, Triticum_urartu|LOC125527766	Hordeum_vulgare|LOC123408249
OG0001020	Triticum_urartu|LOC125540789	Hordeum_vulgare|LOC123429299
OG0001020	Triticum_urartu|LOC125510449	Hordeum_vulgare|LOC123452025
OG0001020	Triticum_urartu|LOC125525015	Hordeum_vulgare|LOC123407084
OG0001022	Triticum_urartu|LOC125531029	Hordeum_vulgare|LOC123413059
OG0001022	Triticum_urartu|LOC125520315	Hordeum_vulgare|LOC123410264, Hordeum_vulgare|LOC123409745
OG0001023	Triticum_urartu|LOC125542529, Triticum_urartu|LOC125518391	Hordeum_vulgare|LOC123407876
OG0001023	Triticum_urartu|LOC125518392	Hordeum_vulgare|LOC123407877
OG0001023	Triticum_urartu|LOC125522553	Hordeum_vulgare|LOC123408554
OG0001024	Triticum_urartu|LOC125524885	Hordeum_vulgare|LOC123412626
OG0001025	Triticum_urartu|LOC125546672, Triticum_urartu|LOC125547277, Triticum_urartu|LOC125547276, Triticum_urartu|LOC125518452, Triticum_urartu|LOC125547278	Hordeum_vulgare|LOC123441018, Hordeum_vulgare|LOC123445578, Hordeum_vulgare|LOC123429222, Hordeum_vulgare|LOC123429224, Hordeum_vulgare|LOC123429228, Hordeum_vulgare|LOC123429230, Hordeum_vulgare|LOC123429234, Hordeum_vulgare|LOC123429232, Hordeum_vulgare|LOC123429226
OG0001026	Triticum_urartu|LOC125510373	Hordeum_vulgare|LOC123451910
OG0001026	Triticum_urartu|LOC125556587, Triticum_urartu|LOC125556586	Hordeum_vulgare|LOC123451909
OG0001027	Triticum_urartu|LOC125520725, Triticum_urartu|LOC125520726	Hordeum_vulgare|LOC123407036, Hordeum_vulgare|LOC123407038
OG0001027	Triticum_urartu|LOC125523671	Hordeum_vulgare|LOC123410403
OG0001029	Triticum_urartu|LOC125521607, Triticum_urartu|LOC125529788	Hordeum_vulgare|LOC123412733
OG0001029	Triticum_urartu|LOC125518110	Hordeum_vulgare|LOC123409996
OG0001030	Triticum_urartu|LOC125507755, Triticum_urartu|LOC125507761, Triticum_urartu|LOC125526615	Hordeum_vulgare|LOC123395848
OG0001030	Triticum_urartu|LOC125545245	Hordeum_vulgare|LOC123444934
OG0001031	Triticum_urartu|LOC125531106	Hordeum_vulgare|LOC123420058
OG0001032	Triticum_urartu|LOC125527772	Hordeum_vulgare|LOC123405181, Hordeum_vulgare|LOC123405254, Hordeum_vulgare|LOC123405363
OG0001034	Triticum_urartu|LOC125550122, Triticum_urartu|LOC125550091, Triticum_urartu|LOC125527627	Hordeum_vulgare|LOC123446823, Hordeum_vulgare|LOC123446822
OG0001034	Triticum_urartu|LOC125506716, Triticum_urartu|LOC125538201, Triticum_urartu|LOC125538283	Hordeum_vulgare|LOC123418424
OG0001035	Triticum_urartu|LOC125517456	Hordeum_vulgare|LOC123396138
OG0001035	Triticum_urartu|LOC125551984, Triticum_urartu|LOC125517447	Hordeum_vulgare|LOC123405929
OG0001036	Triticum_urartu|LOC125540129, Triticum_urartu|LOC125540036, Triticum_urartu|LOC125531372, Triticum_urartu|LOC125527870	Hordeum_vulgare|LOC123452058
OG0001037	Triticum_urartu|LOC125535252, Triticum_urartu|LOC125535486	Hordeum_vulgare|LOC123399462
OG0001038	Triticum_urartu|LOC125529883	Hordeum_vulgare|LOC123410055
OG0001039	Triticum_urartu|LOC125537675	Hordeum_vulgare|LOC123401639
OG0001040	Triticum_urartu|LOC125520827	Hordeum_vulgare|LOC123408382
OG0001040	Triticum_urartu|LOC125536447	Hordeum_vulgare|LOC123413822
OG0001040	Triticum_urartu|LOC125545582	Hordeum_vulgare|LOC123404752
OG0001041	Triticum_urartu|LOC125543448	Hordeum_vulgare|LOC123443282
OG0001041	Triticum_urartu|LOC125555088	Hordeum_vulgare|LOC123428647
OG0001042	Triticum_urartu|LOC125525132	Hordeum_vulgare|LOC123401204
OG0001043	Triticum_urartu|LOC125536762	Hordeum_vulgare|LOC123425799
OG0001043	Triticum_urartu|LOC125529765	Hordeum_vulgare|LOC123451066
OG0001043	Triticum_urartu|LOC125536761	Hordeum_vulgare|LOC123425798
OG0001044	Triticum_urartu|LOC125539745	Hordeum_vulgare|LOC123427796
OG0001045	Triticum_urartu|LOC125541219, Triticum_urartu|LOC125536164, Triticum_urartu|LOC125541218	Hordeum_vulgare|LOC123425225
OG0001046	Triticum_urartu|LOC125539442	Hordeum_vulgare|LOC123427512
OG0001046	Triticum_urartu|LOC125518000	Hordeum_vulgare|LOC123412555
OG0001047	Triticum_urartu|LOC125543504	Hordeum_vulgare|LOC123443345
OG0001047	Triticum_urartu|LOC125534065, Triticum_urartu|LOC125539680	Hordeum_vulgare|LOC123430812
OG0001048	Triticum_urartu|LOC125539031	Hordeum_vulgare|LOC123427345
OG0001048	Triticum_urartu|LOC125513856	Hordeum_vulgare|LOC123403728
OG0001049	Triticum_urartu|LOC125547781	Hordeum_vulgare|LOC123429600, Hordeum_vulgare|LOC123439300
OG0001049	Triticum_urartu|LOC125548509	Hordeum_vulgare|LOC123440155
OG0001050	Triticum_urartu|LOC125533653	Hordeum_vulgare|LOC123430442
OG0001051	Triticum_urartu|LOC125533733	Hordeum_vulgare|LOC123427338
OG0001051	Triticum_urartu|LOC125522626	Hordeum_vulgare|LOC123412867, Hordeum_vulgare|LOC123408250
OG0001052	Triticum_urartu|LOC125541168, Triticum_urartu|LOC125541170	Hordeum_vulgare|LOC123429628, Hordeum_vulgare|LOC123429630
OG0001052	Triticum_urartu|LOC125536057, Triticum_urartu|LOC125541169, Triticum_urartu|LOC125541171	Hordeum_vulgare|LOC123429629, Hordeum_vulgare|LOC123429631, Hordeum_vulgare|LOC123429632
OG0001053	Triticum_urartu|LOC125534184	Hordeum_vulgare|LOC123430910
OG0001053	Triticum_urartu|LOC125530657	Hordeum_vulgare|LOC123429367
OG0001053	Triticum_urartu|LOC125537722	Hordeum_vulgare|LOC123426554
OG0001054	Triticum_urartu|LOC125508025	Hordeum_vulgare|LOC123395777
OG0001054	Triticum_urartu|LOC125542939, Triticum_urartu|LOC125536187, Triticum_urartu|LOC125536190	Hordeum_vulgare|LOC123425257
OG0001055	Triticum_urartu|LOC125529133	Hordeum_vulgare|LOC123402655
OG0001056	Triticum_urartu|LOC125507443, Triticum_urartu|LOC125507450, Triticum_urartu|LOC125523558	Hordeum_vulgare|LOC123411640
OG0001056	Triticum_urartu|LOC125536166	Hordeum_vulgare|LOC123426213
OG0001057	Triticum_urartu|LOC125540638	Hordeum_vulgare|LOC123424351
OG0001057	Triticum_urartu|LOC125540639	Hordeum_vulgare|LOC123429099
OG0001058	Triticum_urartu|LOC125506184	Hordeum_vulgare|LOC123408053
OG0001059	Triticum_urartu|LOC125538802	Hordeum_vulgare|LOC123427075
OG0001059	Triticum_urartu|LOC125553520	Hordeum_vulgare|LOC123451121
OG0001059	Triticum_urartu|LOC125513728	Hordeum_vulgare|LOC123403951
OG0001060	Triticum_urartu|LOC125538252	Hordeum_vulgare|LOC123428247
OG0001060	Triticum_urartu|LOC125539874, Triticum_urartu|LOC125529273	Hordeum_vulgare|LOC123431146
OG0001061	Triticum_urartu|LOC125531374	Hordeum_vulgare|LOC123410752
OG0001061	Triticum_urartu|LOC125528360	Hordeum_vulgare|LOC123425745
OG0001062	Triticum_urartu|LOC125529680	Hordeum_vulgare|LOC123427823
OG0001062	Triticum_urartu|LOC125528948	Hordeum_vulgare|LOC123445554
OG0001063	Triticum_urartu|LOC125509485	Hordeum_vulgare|LOC123398291
OG0001063	Triticum_urartu|LOC125529643	Hordeum_vulgare|LOC123398291
OG0001063	Triticum_urartu|LOC125522413	Hordeum_vulgare|LOC123407823
OG0001063	Triticum_urartu|LOC125538577	Hordeum_vulgare|LOC123426913
OG0001064	Triticum_urartu|LOC125506541	Hordeum_vulgare|LOC123447583
OG0001064	Triticum_urartu|LOC125511659	Hordeum_vulgare|LOC123447581
OG0001064	Triticum_urartu|LOC125506539	Hordeum_vulgare|LOC123447585
OG0001065	Triticum_urartu|LOC125528082	Hordeum_vulgare|LOC123407420
OG0001068	Triticum_urartu|LOC125543799	Hordeum_vulgare|LOC123443708
OG0001068	Triticum_urartu|LOC125529901, Triticum_urartu|LOC125546345	Hordeum_vulgare|LOC123445702
OG0001069	Triticum_urartu|LOC125548902	Hordeum_vulgare|LOC123440435, Hordeum_vulgare|LOC123440434
OG0001070	Triticum_urartu|LOC125548133	Hordeum_vulgare|LOC123439571
OG0001070	Triticum_urartu|LOC125548134	Hordeum_vulgare|LOC123439575
OG0001070	Triticum_urartu|LOC125548680	Hordeum_vulgare|LOC123439572
OG0001071	Triticum_urartu|LOC125548869	Hordeum_vulgare|LOC123440450
OG0001072	Triticum_urartu|LOC125547948, Triticum_urartu|LOC125547949	Hordeum_vulgare|LOC123439460
OG0001073	Triticum_urartu|LOC125546019, Triticum_urartu|LOC125546024	Hordeum_vulgare|LOC123445461, Hordeum_vulgare|LOC123445463
OG0001074	Triticum_urartu|LOC125523116	Hordeum_vulgare|LOC123411872
OG0001074	Triticum_urartu|LOC125520971	Hordeum_vulgare|LOC123411871, Hordeum_vulgare|LOC123410145
OG0001075	Triticum_urartu|LOC125521212, Triticum_urartu|LOC125530352	Hordeum_vulgare|LOC123402661
OG0001076	Triticum_urartu|LOC125553184	Hordeum_vulgare|LOC123399567
OG0001076	Triticum_urartu|LOC125547541	Hordeum_vulgare|LOC123442379
OG0001076	Triticum_urartu|LOC125531905	Hordeum_vulgare|LOC123399452
OG0001077	Triticum_urartu|LOC125553526, Triticum_urartu|LOC125553529	Hordeum_vulgare|LOC123447765
