Orthogroup	Hordeum_vulgare	Triticum_aestivum
OG0001980	Hordeum_vulgare|LOC123409085	Triticum_aestivum|TraesCS7B03G0428500
OG0001980	Hordeum_vulgare|LOC123409054	Triticum_aestivum|TraesCS7B03G0651400, Triticum_aestivum|TraesCS7B03G0652100, Triticum_aestivum|TraesCS7D03G0778600, Triticum_aestivum|TraesCS7D03G0778200, Triticum_aestivum|TraesCS7D03G0778000
OG0001981	Hordeum_vulgare|LOC123411838	Triticum_aestivum|TraesCS7A03G0638900, Triticum_aestivum|TraesCS7A03G0638700, Triticum_aestivum|TraesCS7A03G0639100, Triticum_aestivum|TraesCS7D03G0619400, Triticum_aestivum|TraesCS7D03G0619700, Triticum_aestivum|TraesCS7B03G0463100, Triticum_aestivum|TraesCS7B03G0463400
OG0001982	Hordeum_vulgare|LOC123407743	Triticum_aestivum|TraesCS4A03G0983300
OG0001982	Hordeum_vulgare|LOC123441455	Triticum_aestivum|TraesCS3A03G0222600, Triticum_aestivum|TraesCS3A03G0222100
OG0001984	Hordeum_vulgare|LOC123412987	Triticum_aestivum|TraesCS7A03G0343400, Triticum_aestivum|TraesCS7B03G0132900, Triticum_aestivum|TraesCS7D03G0331700, Triticum_aestivum|TraesCS7A03G0343700
OG0001984	Hordeum_vulgare|LOC123410485	Triticum_aestivum|TraesCS7A03G0343900, Triticum_aestivum|TraesCS7D03G0331900, Triticum_aestivum|TraesCS7B03G0133300
OG0001985	Hordeum_vulgare|LOC123411806	Triticum_aestivum|TraesCS7D03G1041500, Triticum_aestivum|TraesCS7D03G1038700, Triticum_aestivum|TraesCS7B03G0936000, Triticum_aestivum|TraesCS7A03G1088700, Triticum_aestivum|TraesCS7D03G1038600, Triticum_aestivum|TraesCS7B03G0935900, Triticum_aestivum|TraesCS7A03G1088600
OG0001986	Hordeum_vulgare|LOC123407116	Triticum_aestivum|TraesCS7D03G0455000, Triticum_aestivum|TraesCS7B03G0282400, Triticum_aestivum|TraesCS7A03G0472600
OG0001986	Hordeum_vulgare|LOC123401429	Triticum_aestivum|TraesCS6B03G0931200
OG0001987	Hordeum_vulgare|LOC123407269	Triticum_aestivum|TraesCS7A03G0513300, Triticum_aestivum|TraesCS7B03G0330900, Triticum_aestivum|TraesCS7D03G0495600
OG0001987	Hordeum_vulgare|LOC123413294	Triticum_aestivum|TraesCS7B03G0302400, Triticum_aestivum|TraesCS7A03G0487600, Triticum_aestivum|TraesCS7D03G0470900
OG0001988	Hordeum_vulgare|LOC123412457	Triticum_aestivum|TraesCS4A03G1217100, Triticum_aestivum|TraesCS7A03G0029500
OG0001988	Hordeum_vulgare|LOC123396227	Triticum_aestivum|TraesCS5D03G0131900, Triticum_aestivum|TraesCS5B03G0122100
OG0001989	Hordeum_vulgare|LOC123412831	Triticum_aestivum|TraesCS7A03G0469300, Triticum_aestivum|TraesCS7B03G0275300, Triticum_aestivum|TraesCS7B03G0276300, Triticum_aestivum|TraesCS7B03G0275900, Triticum_aestivum|TraesCS7D03G0450000
OG0001989	Hordeum_vulgare|LOC123412951	Triticum_aestivum|TraesCS7B03G0276600, Triticum_aestivum|TraesCS7A03G0469500, Triticum_aestivum|TraesCS7D03G0450100
OG0001990	Hordeum_vulgare|LOC123410469	Triticum_aestivum|TraesCS4A03G1113700, Triticum_aestivum|TraesCS7A03G0094200, Triticum_aestivum|TraesCS7A03G0094500, Triticum_aestivum|TraesCS7D03G0085200, Triticum_aestivum|TraesCS4A03G1115100, Triticum_aestivum|TraesCS7D03G0084500, Triticum_aestivum|TraesCS7A03G0093400
OG0001991	Hordeum_vulgare|LOC123410417	Triticum_aestivum|TraesCS7D03G1162500, Triticum_aestivum|TraesCS7B03G1108200, Triticum_aestivum|TraesCS7D03G1162600, Triticum_aestivum|TraesCS7D03G1163600, Triticum_aestivum|TraesCS7B03G1108900, Triticum_aestivum|TraesCS7A03G1223600
OG0001992	Hordeum_vulgare|LOC123408760, Hordeum_vulgare|LOC123413111	Triticum_aestivum|TraesCS7A03G1009700, Triticum_aestivum|TraesCS7B03G0850600, Triticum_aestivum|TraesCS7D03G0965400, Triticum_aestivum|TraesCS7D03G0640600, Triticum_aestivum|TraesCS7A03G0665400, Triticum_aestivum|TraesCS7B03G0476500
OG0001994	Hordeum_vulgare|LOC123410838	Triticum_aestivum|TraesCS7A03G0358500, Triticum_aestivum|TraesCS7D03G0346200, Triticum_aestivum|TraesCS7A03G0357900, Triticum_aestivum|TraesCS7B03G0154800, Triticum_aestivum|TraesCS7A03G0358800
OG0001995	Hordeum_vulgare|LOC123451011	Triticum_aestivum|TraesCS6A03G0339100, Triticum_aestivum|TraesCS6B03G0437500, Triticum_aestivum|TraesCS6D03G0294200, Triticum_aestivum|TraesCS4A03G0736700, Triticum_aestivum|TraesCS4A03G0734900, Triticum_aestivum|TraesCS4D03G0039500, Triticum_aestivum|TraesCS4B03G0058300
OG0001997	Hordeum_vulgare|LOC123395968	Triticum_aestivum|TraesCS5B03G0722200, Triticum_aestivum|TraesCS5A03G0684700, Triticum_aestivum|TraesCS5D03G0654200
OG0001997	Hordeum_vulgare|LOC123397494	Triticum_aestivum|TraesCS5A03G0684800, Triticum_aestivum|TraesCS5B03G0722500, Triticum_aestivum|TraesCS5D03G0654400, Triticum_aestivum|TraesCS5B03G0722300, Triticum_aestivum|TraesCS5D03G0654300
OG0001998	Hordeum_vulgare|LOC123395286	Triticum_aestivum|TraesCS7B03G0002200, Triticum_aestivum|TraesCS5D03G1235000, Triticum_aestivum|TraesCS5B03G1380700
OG0001999	Hordeum_vulgare|psbK	Triticum_aestivum|TraesCS4A03G0390600, Triticum_aestivum|TraesCS1A03G0929500, Triticum_aestivum|TraesCS6D03G0118500, Triticum_aestivum|TraesCS2B03G0861400, Triticum_aestivum|TraesCS7B03G0244000, Triticum_aestivum|TraesCS3B03G0295000
OG0002000	Hordeum_vulgare|LOC123443790, Hordeum_vulgare|LOC123418193, Hordeum_vulgare|LOC123418207, Hordeum_vulgare|LOC123443789	Triticum_aestivum|TraesCS4D03G0570500, Triticum_aestivum|TraesCS7A03G1280200, Triticum_aestivum|TraesCS7B03G0348000, Triticum_aestivum|TraesCS6B03G0669700, Triticum_aestivum|TraesCS7A03G0022900
OG0002002	Hordeum_vulgare|LOC123424760	Triticum_aestivum|TraesCS2D03G0237500, Triticum_aestivum|TraesCS2A03G0232400
OG0002002	Hordeum_vulgare|LOC123424761	Triticum_aestivum|TraesCS2B03G0320000, Triticum_aestivum|TraesCS2B03G0319800, Triticum_aestivum|TraesCS2A03G0232200, Triticum_aestivum|TraesCS2D03G0237400
OG0002003	Hordeum_vulgare|LOC123425002	Triticum_aestivum|TraesCS2B03G0393400, Triticum_aestivum|TraesCS2A03G0282900, Triticum_aestivum|TraesCS2D03G0297600
OG0002003	Hordeum_vulgare|LOC123404689	Triticum_aestivum|TraesCS6B03G0419200, Triticum_aestivum|TraesCS6D03G0279500
OG0002005	Hordeum_vulgare|LOC123431318	Triticum_aestivum|TraesCS2B03G1541300, Triticum_aestivum|TraesCS2A03G1336900, Triticum_aestivum|TraesCS2D03G1305300
OG0002005	Hordeum_vulgare|LOC123428516	Triticum_aestivum|TraesCS2B03G1541400, Triticum_aestivum|TraesCS2A03G1337100, Triticum_aestivum|TraesCS2D03G1305500
OG0002006	Hordeum_vulgare|LOC123442369, Hordeum_vulgare|LOC123442370, Hordeum_vulgare|LOC123410402	Triticum_aestivum|TraesCS3B03G0016800, Triticum_aestivum|TraesCS3A03G0016800, Triticum_aestivum|TraesCS3B03G0018100, Triticum_aestivum|TraesCS3B03G0037300, Triticum_aestivum|TraesCS7A03G0041400, Triticum_aestivum|TraesCS3D03G0014700, Triticum_aestivum|TraesCS4A03G1188300
OG0002007	Hordeum_vulgare|LOC123439158, Hordeum_vulgare|LOC123417900	Triticum_aestivum|TraesCSU03G0033700, Triticum_aestivum|TraesCSU03G0152500
OG0002008	Hordeum_vulgare|LOC123416978, Hordeum_vulgare|LOC123427161, Hordeum_vulgare|LOC123411770	Triticum_aestivum|TraesCS1B03G1112400, Triticum_aestivum|TraesCS1B03G1209000
OG0002009	Hordeum_vulgare|LOC123441153, Hordeum_vulgare|LOC123441154, Hordeum_vulgare|LOC123441155, Hordeum_vulgare|LOC123441156, Hordeum_vulgare|LOC123441132, Hordeum_vulgare|LOC123441151, Hordeum_vulgare|LOC123441150, Hordeum_vulgare|LOC123441131, Hordeum_vulgare|LOC123441135, Hordeum_vulgare|LOC123441136, Hordeum_vulgare|LOC123441139, Hordeum_vulgare|LOC123441143, Hordeum_vulgare|LOC123441145, Hordeum_vulgare|LOC123441146, Hordeum_vulgare|LOC123441133	Triticum_aestivum|TraesCS3A03G1240400, Triticum_aestivum|TraesCS3D03G1172200
OG0002011	Hordeum_vulgare|LOC123404675	Triticum_aestivum|TraesCS6A03G0848400, Triticum_aestivum|TraesCS6B03G1014800, Triticum_aestivum|TraesCS6D03G0719600, Triticum_aestivum|TraesCS6D03G0719700
OG0002011	Hordeum_vulgare|LOC123404673	Triticum_aestivum|TraesCS6D03G0719000, Triticum_aestivum|TraesCS6A03G0848200, Triticum_aestivum|TraesCS6B03G1014700, Triticum_aestivum|TraesCS6B03G1014600
OG0002013	Hordeum_vulgare|LOC123443913	Triticum_aestivum|TraesCS3A03G0583800, Triticum_aestivum|TraesCS3B03G0663900, Triticum_aestivum|TraesCS3D03G0537000
OG0002013	Hordeum_vulgare|LOC123452078	Triticum_aestivum|TraesCS1D03G0995500, Triticum_aestivum|TraesCS1B03G1223200, Triticum_aestivum|TraesCS1A03G1033000
OG0002014	Hordeum_vulgare|LOC123417672	Triticum_aestivum|TraesCS1B03G1000500, Triticum_aestivum|TraesCS1D03G0834100
OG0002014	Hordeum_vulgare|LOC123417688	Triticum_aestivum|TraesCS1A03G0870800, Triticum_aestivum|TraesCS1D03G0834000
OG0002015	Hordeum_vulgare|LOC123426992	Triticum_aestivum|TraesCS1D03G0285900, Triticum_aestivum|TraesCS1A03G0293900, Triticum_aestivum|TraesCS1B03G0376800
OG0002015	Hordeum_vulgare|LOC123442984	Triticum_aestivum|TraesCS3B03G0327700, Triticum_aestivum|TraesCS3A03G0259900, Triticum_aestivum|TraesCS3D03G0252000
OG0002016	Hordeum_vulgare|LOC123451558	Triticum_aestivum|TraesCS1A03G1017300, Triticum_aestivum|TraesCS1B03G1198400, Triticum_aestivum|TraesCS1D03G0978100
OG0002016	Hordeum_vulgare|LOC123407488	Triticum_aestivum|TraesCS7A03G0257900, Triticum_aestivum|TraesCS7B03G0016400, Triticum_aestivum|TraesCS7D03G0237700
OG0002018	Hordeum_vulgare|LOC123444762	Triticum_aestivum|TraesCS3B03G1030800, Triticum_aestivum|TraesCS3A03G0909700, Triticum_aestivum|TraesCS3D03G0835400
OG0002018	Hordeum_vulgare|LOC123446698	Triticum_aestivum|TraesCS1B03G0775100, Triticum_aestivum|TraesCS1D03G0645200, Triticum_aestivum|TraesCS1A03G0681700
OG0002019	Hordeum_vulgare|LOC123446765	Triticum_aestivum|TraesCS1A03G0847500, Triticum_aestivum|TraesCS1D03G0815700, Triticum_aestivum|TraesCS1B03G0974500
OG0002021	Hordeum_vulgare|LOC123449474	Triticum_aestivum|TraesCS4B03G0716100, Triticum_aestivum|TraesCS4A03G0070800
OG0002021	Hordeum_vulgare|LOC123429591	Triticum_aestivum|TraesCS1A03G0329700, Triticum_aestivum|TraesCS1D03G0351300, Triticum_aestivum|TraesCS1B03G0453000
OG0002022	Hordeum_vulgare|LOC123425306	Triticum_aestivum|TraesCS1D03G0230600, Triticum_aestivum|TraesCS1B03G0320200, Triticum_aestivum|TraesCS1A03G0217500, Triticum_aestivum|TraesCS1D03G0230800
OG0002022	Hordeum_vulgare|LOC123407478	Triticum_aestivum|TraesCS1A03G0217700
OG0002023	Hordeum_vulgare|LOC123448520	Triticum_aestivum|TraesCS4D03G0324600, Triticum_aestivum|TraesCS4B03G0346500, Triticum_aestivum|TraesCS4A03G0454500
OG0002023	Hordeum_vulgare|LOC123428060	Triticum_aestivum|TraesCS1A03G0350800, Triticum_aestivum|TraesCS1D03G0318000, Triticum_aestivum|TraesCS1B03G0426100
OG0002024	Hordeum_vulgare|LOC123396096	Triticum_aestivum|TraesCS1A03G0144800, Triticum_aestivum|TraesCS1B03G0196800, Triticum_aestivum|TraesCS1D03G0132200
OG0002024	Hordeum_vulgare|LOC123396102	Triticum_aestivum|TraesCS1B03G0197100, Triticum_aestivum|TraesCS1D03G0132300, Triticum_aestivum|TraesCS1A03G0144900
OG0002025	Hordeum_vulgare|LOC123448571	Triticum_aestivum|TraesCS4A03G0318000
OG0002025	Hordeum_vulgare|LOC123424804	Triticum_aestivum|TraesCS2B03G0336800, Triticum_aestivum|TraesCS1B03G1032500, Triticum_aestivum|TraesCS2D03G0253400, Triticum_aestivum|TraesCS2A03G0246300
OG0002027	Hordeum_vulgare|LOC123396350	Triticum_aestivum|TraesCS5B03G0219000, Triticum_aestivum|TraesCS5A03G0198700, Triticum_aestivum|TraesCS5D03G0223700
OG0002027	Hordeum_vulgare|LOC123396690	Triticum_aestivum|TraesCS1A03G0119600, Triticum_aestivum|TraesCS1D03G0114000, Triticum_aestivum|TraesCS1B03G0164400
OG0002028	Hordeum_vulgare|LOC123440783	Triticum_aestivum|TraesCS1B03G0687100, Triticum_aestivum|TraesCS1D03G0563600
OG0002028	Hordeum_vulgare|LOC123448715	Triticum_aestivum|TraesCS4A03G0287700, Triticum_aestivum|TraesCS4B03G0482200, Triticum_aestivum|TraesCS4D03G0429600
OG0002030	Hordeum_vulgare|LOC123450000	Triticum_aestivum|TraesCS1D03G0926700, Triticum_aestivum|TraesCS1B03G1126900, Triticum_aestivum|TraesCS1A03G0951100
OG0002030	Hordeum_vulgare|LOC123407833	Triticum_aestivum|TraesCS7A03G1106300, Triticum_aestivum|TraesCS7B03G0955100, Triticum_aestivum|TraesCS7D03G1056600
OG0002031	Hordeum_vulgare|LOC123425137	Triticum_aestivum|TraesCS1D03G0221600, Triticum_aestivum|TraesCS1B03G0306900, Triticum_aestivum|TraesCS1A03G0249400
OG0002031	Hordeum_vulgare|LOC123407356	Triticum_aestivum|TraesCS1B03G0308700, Triticum_aestivum|TraesCS1A03G0249500, Triticum_aestivum|TraesCS1D03G0221700
OG0002032	Hordeum_vulgare|LOC123444881	Triticum_aestivum|TraesCS3B03G0992900, Triticum_aestivum|TraesCS3D03G0796600, Triticum_aestivum|TraesCS3A03G0869700
OG0002032	Hordeum_vulgare|LOC123445749	Triticum_aestivum|TraesCS1A03G0706500, Triticum_aestivum|TraesCS1D03G0671400, Triticum_aestivum|TraesCS1B03G0807600
OG0002033	Hordeum_vulgare|LOC123425335	Triticum_aestivum|TraesCS1B03G0321300, Triticum_aestivum|TraesCS1A03G0218200, Triticum_aestivum|TraesCS1D03G0231200
OG0002033	Hordeum_vulgare|LOC123425326	Triticum_aestivum|TraesCS1A03G0218100, Triticum_aestivum|TraesCS1D03G0231100
OG0002034	Hordeum_vulgare|LOC123447801	Triticum_aestivum|TraesCS1A03G0896900, Triticum_aestivum|TraesCS1D03G0874700, Triticum_aestivum|TraesCS1B03G1053800
OG0002034	Hordeum_vulgare|LOC123444184	Triticum_aestivum|TraesCS3B03G0754600, Triticum_aestivum|TraesCS3A03G0660900, Triticum_aestivum|TraesCS3D03G0603800
OG0002035	Hordeum_vulgare|LOC123444689	Triticum_aestivum|TraesCS3D03G0746800
OG0002035	Hordeum_vulgare|LOC123444329	Triticum_aestivum|TraesCS1B03G0869000, Triticum_aestivum|TraesCS1D03G0728200, Triticum_aestivum|TraesCS1A03G0760300
OG0002036	Hordeum_vulgare|LOC123439623	Triticum_aestivum|TraesCS3B03G0391700, Triticum_aestivum|TraesCS3A03G0324800, Triticum_aestivum|TraesCS3D03G0311300
OG0002036	Hordeum_vulgare|LOC123443389	Triticum_aestivum|TraesCS1B03G0914100, Triticum_aestivum|TraesCS1D03G0761800, Triticum_aestivum|TraesCS1A03G0794800
OG0002037	Hordeum_vulgare|LOC123441894	Triticum_aestivum|TraesCS1A03G0645900, Triticum_aestivum|TraesCS1B03G0731800, Triticum_aestivum|TraesCS1D03G0602800
OG0002037	Hordeum_vulgare|LOC123441884	Triticum_aestivum|TraesCS1D03G0603200, Triticum_aestivum|TraesCS1A03G0646100, Triticum_aestivum|TraesCS1A03G0646000
OG0002038	Hordeum_vulgare|LOC123432281	Triticum_aestivum|TraesCS1B03G0538300, Triticum_aestivum|TraesCS1D03G0416600
OG0002038	Hordeum_vulgare|LOC123427309	Triticum_aestivum|TraesCS2A03G0909100, Triticum_aestivum|TraesCSU03G0016800
OG0002039	Hordeum_vulgare|LOC123439243	Triticum_aestivum|TraesCS3A03G0049400, Triticum_aestivum|TraesCS3D03G0037900, Triticum_aestivum|TraesCS3B03G0046200
OG0002039	Hordeum_vulgare|LOC123448014	Triticum_aestivum|TraesCS1A03G0888700, Triticum_aestivum|TraesCS1D03G0864600, Triticum_aestivum|TraesCS1B03G1040000
OG0002040	Hordeum_vulgare|LOC123403821	Triticum_aestivum|TraesCS1B03G0037200, Triticum_aestivum|TraesCS1D03G0025100, Triticum_aestivum|TraesCS7B03G0677100, Triticum_aestivum|TraesCS1D03G0025200, Triticum_aestivum|TraesCS1A03G0034200, Triticum_aestivum|TraesCS1A03G0034100, Triticum_aestivum|TraesCS1B03G0037100, Triticum_aestivum|TraesCS1D03G0024800
OG0002041	Hordeum_vulgare|LOC123449314	Triticum_aestivum|TraesCS4A03G0114600, Triticum_aestivum|TraesCS4B03G0667300, Triticum_aestivum|TraesCS4D03G0590400
OG0002041	Hordeum_vulgare|LOC123435443	Triticum_aestivum|TraesCS1B03G0568000, Triticum_aestivum|TraesCS1D03G0490800, Triticum_aestivum|TraesCS1A03G0498600
OG0002042	Hordeum_vulgare|LOC123442145	Triticum_aestivum|TraesCS1A03G0640200, Triticum_aestivum|TraesCS1B03G0727000, Triticum_aestivum|TraesCS1D03G0597900
OG0002042	Hordeum_vulgare|LOC123426348	Triticum_aestivum|TraesCS2D03G0604000, Triticum_aestivum|TraesCS2B03G0726200, Triticum_aestivum|TraesCS2A03G0644300
OG0002043	Hordeum_vulgare|LOC123443087	Triticum_aestivum|TraesCS3B03G0369200, Triticum_aestivum|TraesCS3D03G0289300
OG0002043	Hordeum_vulgare|LOC123427513	Triticum_aestivum|TraesCS1A03G0310800, Triticum_aestivum|TraesCS1D03G0307900
OG0002044	Hordeum_vulgare|LOC123451920	Triticum_aestivum|TraesCS3A03G0595700, Triticum_aestivum|TraesCS2D03G0365300, Triticum_aestivum|TraesCS4B03G0452400, Triticum_aestivum|TraesCS1D03G0431400, Triticum_aestivum|TraesCS1D03G0397100, Triticum_aestivum|TraesCS5B03G0898100, Triticum_aestivum|TraesCS5D03G0819700, Triticum_aestivum|TraesCS5A03G0854800
OG0002045	Hordeum_vulgare|LOC123447964	Triticum_aestivum|TraesCS1B03G1040700, Triticum_aestivum|TraesCS1D03G0865200, Triticum_aestivum|TraesCS1A03G0889500
OG0002045	Hordeum_vulgare|LOC123444218	Triticum_aestivum|TraesCS3D03G0597600, Triticum_aestivum|TraesCS3B03G0735500
OG0002046	Hordeum_vulgare|LOC123444408	Triticum_aestivum|TraesCS3A03G0721100, Triticum_aestivum|TraesCS3D03G0665100
OG0002046	Hordeum_vulgare|LOC123447107	Triticum_aestivum|TraesCS1D03G0804800
OG0002047	Hordeum_vulgare|LOC123406179	Triticum_aestivum|TraesCS4A03G0596100, Triticum_aestivum|TraesCS7D03G1271800, Triticum_aestivum|TraesCS3D03G0393500
OG0002048	Hordeum_vulgare|LOC123441193	Triticum_aestivum|TraesCS1D03G0555100, Triticum_aestivum|TraesCS1A03G0583300
OG0002048	Hordeum_vulgare|LOC123408642	Triticum_aestivum|TraesCS1A03G0161400, Triticum_aestivum|TraesCS1D03G0149900, Triticum_aestivum|TraesCS1B03G0213500
OG0002049	Hordeum_vulgare|LOC123451894	Triticum_aestivum|TraesCS5D03G0264700, Triticum_aestivum|TraesCS5B03G0269100, Triticum_aestivum|TraesCS5A03G0253500
OG0002049	Hordeum_vulgare|LOC123436492	Triticum_aestivum|TraesCS1B03G0613900
OG0002050	Hordeum_vulgare|LOC123447501	Triticum_aestivum|TraesCS5A03G1246800
OG0002050	Hordeum_vulgare|LOC123446787	Triticum_aestivum|TraesCS1B03G0972600, Triticum_aestivum|TraesCS1A03G0846100, Triticum_aestivum|TraesCS1D03G0814300
OG0002051	Hordeum_vulgare|LOC123440335	Triticum_aestivum|TraesCS1A03G0615700, Triticum_aestivum|TraesCS1D03G0576600
OG0002051	Hordeum_vulgare|LOC123445379	Triticum_aestivum|TraesCS3B03G1251700, Triticum_aestivum|TraesCS3A03G1075900, Triticum_aestivum|TraesCS3D03G1006900
OG0002053	Hordeum_vulgare|LOC123444125	Triticum_aestivum|TraesCS1B03G0878300, Triticum_aestivum|TraesCS1D03G0734800, Triticum_aestivum|TraesCS1A03G0767700
OG0002053	Hordeum_vulgare|LOC123444650	Triticum_aestivum|TraesCS3D03G0738400, Triticum_aestivum|TraesCS3B03G0923500, Triticum_aestivum|TraesCS3A03G0799500
OG0002054	Hordeum_vulgare|LOC123408312	Triticum_aestivum|TraesCS1B03G0390400, Triticum_aestivum|TraesCS1D03G0309200, Triticum_aestivum|TraesCS1A03G0308800, Triticum_aestivum|TraesCS7B03G0183000, Triticum_aestivum|TraesCS7D03G0369400, Triticum_aestivum|TraesCS7A03G0384200
OG0002055	Hordeum_vulgare|LOC123448993	Triticum_aestivum|TraesCS1A03G0897200, Triticum_aestivum|TraesCS1D03G0875300, Triticum_aestivum|TraesCS1B03G1054300
OG0002055	Hordeum_vulgare|LOC123447744	Triticum_aestivum|TraesCS1A03G0850500, Triticum_aestivum|TraesCS1D03G0819800, Triticum_aestivum|TraesCS1B03G0980100
OG0002056	Hordeum_vulgare|LOC123415338	Triticum_aestivum|TraesCS1B03G0797200, Triticum_aestivum|TraesCS1A03G0700800, Triticum_aestivum|TraesCS1D03G0665000
OG0002056	Hordeum_vulgare|LOC123440510	Triticum_aestivum|TraesCS3A03G0879200, Triticum_aestivum|TraesCS3D03G0805700, Triticum_aestivum|TraesCS3B03G1005200
OG0002057	Hordeum_vulgare|LOC123445342	Triticum_aestivum|TraesCS3A03G1042100, Triticum_aestivum|TraesCS3D03G0969500, Triticum_aestivum|TraesCS3B03G1202800
OG0002057	Hordeum_vulgare|LOC123440431	Triticum_aestivum|TraesCS1B03G0695000, Triticum_aestivum|TraesCS1A03G0602600, Triticum_aestivum|TraesCS1D03G0571800
OG0002058	Hordeum_vulgare|LOC123441344	Triticum_aestivum|TraesCS6B03G0034700
OG0002059	Hordeum_vulgare|LOC123446620	Triticum_aestivum|TraesCS1B03G0783400, Triticum_aestivum|TraesCS1D03G0651700, Triticum_aestivum|TraesCS1A03G0688100
OG0002059	Hordeum_vulgare|LOC123444795	Triticum_aestivum|TraesCS3A03G0897700, Triticum_aestivum|TraesCS3D03G0823700, Triticum_aestivum|TraesCS3B03G1021600
OG0002060	Hordeum_vulgare|LOC123445718	Triticum_aestivum|TraesCS1D03G0672600, Triticum_aestivum|TraesCS1B03G0808500, Triticum_aestivum|TraesCS1A03G0708000
OG0002060	Hordeum_vulgare|LOC123444889	Triticum_aestivum|TraesCS3A03G0868800, Triticum_aestivum|TraesCS3D03G0795200, Triticum_aestivum|TraesCS3B03G0991200
OG0002062	Hordeum_vulgare|LOC123444230	Triticum_aestivum|TraesCS3A03G0648600, Triticum_aestivum|TraesCS3B03G0731500, Triticum_aestivum|TraesCS3D03G0593100
OG0002062	Hordeum_vulgare|LOC123448155	Triticum_aestivum|TraesCS1B03G1035500, Triticum_aestivum|TraesCS1D03G0860800, Triticum_aestivum|TraesCS1A03G0885500
OG0002063	Hordeum_vulgare|LOC123445105	Triticum_aestivum|TraesCS3B03G1080300, Triticum_aestivum|TraesCS3D03G0880800, Triticum_aestivum|TraesCS3A03G0947000
OG0002063	Hordeum_vulgare|LOC123442726	Triticum_aestivum|TraesCS1A03G0671100, Triticum_aestivum|TraesCS1B03G0762600, Triticum_aestivum|TraesCS1D03G0634500
OG0002064	Hordeum_vulgare|LOC123442185	Triticum_aestivum|TraesCS1A03G0638500, Triticum_aestivum|TraesCS1D03G0597400, Triticum_aestivum|TraesCS1B03G0725800
OG0002064	Hordeum_vulgare|LOC123444974	Triticum_aestivum|TraesCS3A03G0839200, Triticum_aestivum|TraesCS3B03G0962900
OG0002065	Hordeum_vulgare|LOC123411780	Triticum_aestivum|TraesCS1A03G0577700, Triticum_aestivum|TraesCS3A03G0340300, Triticum_aestivum|TraesCS1D03G0551200, Triticum_aestivum|TraesCS1A03G0577600, Triticum_aestivum|TraesCS3A03G0340500, Triticum_aestivum|TraesCS1B03G0669900
OG0002066	Hordeum_vulgare|LOC123444768	Triticum_aestivum|TraesCS3B03G1028000, Triticum_aestivum|TraesCS3A03G0904900, Triticum_aestivum|TraesCS3D03G0831800
OG0002066	Hordeum_vulgare|LOC123446421	Triticum_aestivum|TraesCS1B03G0776800, Triticum_aestivum|TraesCS1A03G0683000, Triticum_aestivum|TraesCS1D03G0646700
OG0002067	Hordeum_vulgare|LOC123440397	Triticum_aestivum|TraesCS3D03G0742900, Triticum_aestivum|TraesCS3A03G0806000, Triticum_aestivum|TraesCS3B03G0927900
OG0002067	Hordeum_vulgare|LOC123444215	Triticum_aestivum|TraesCS1B03G0873500, Triticum_aestivum|TraesCS1A03G0764100, Triticum_aestivum|TraesCS1D03G0731200
OG0002068	Hordeum_vulgare|LOC123413242	Triticum_aestivum|TraesCS1D03G0169000, Triticum_aestivum|TraesCS1B03G0238600, Triticum_aestivum|TraesCS1A03G0174700
OG0002068	Hordeum_vulgare|LOC123447865	Triticum_aestivum|TraesCS4D03G0208800, Triticum_aestivum|TraesCS4A03G0546800, Triticum_aestivum|TraesCS4B03G0246300
OG0002070	Hordeum_vulgare|LOC123402074	Triticum_aestivum|TraesCS1B03G1128100, Triticum_aestivum|TraesCS1A03G0952500, Triticum_aestivum|TraesCS1D03G0927700, Triticum_aestivum|TraesCS1B03G1128500, Triticum_aestivum|TraesCS1A03G0952600
OG0002071	Hordeum_vulgare|LOC123421037	Triticum_aestivum|TraesCS1D03G0995900, Triticum_aestivum|TraesCS2B03G0421300, Triticum_aestivum|TraesCS2D03G0319500, Triticum_aestivum|TraesCS1A03G1053400, Triticum_aestivum|TraesCS1B03G1254300, Triticum_aestivum|TraesCS1D03G0799200
OG0002072	Hordeum_vulgare|LOC123446999	Triticum_aestivum|TraesCS1B03G0962800, Triticum_aestivum|TraesCS1A03G0839300, Triticum_aestivum|TraesCS1D03G0808500
OG0002072	Hordeum_vulgare|LOC123444393	Triticum_aestivum|TraesCS3D03G0631600, Triticum_aestivum|TraesCS3B03G0790800
OG0002073	Hordeum_vulgare|LOC123448664	Triticum_aestivum|TraesCS3A03G0624000, Triticum_aestivum|TraesCS1D03G0666600
OG0002074	Hordeum_vulgare|LOC123430306	Triticum_aestivum|TraesCS1A03G0046600, Triticum_aestivum|TraesCS1B03G0049000, Triticum_aestivum|TraesCS1D03G0039000
OG0002074	Hordeum_vulgare|LOC123450467	Triticum_aestivum|TraesCS1B03G1160400, Triticum_aestivum|TraesCS1A03G0975800
OG0002075	Hordeum_vulgare|LOC123448944	Triticum_aestivum|TraesCS1B03G0982800, Triticum_aestivum|TraesCS1D03G0822000
OG0002075	Hordeum_vulgare|LOC123444349	Triticum_aestivum|TraesCS3B03G0802600, Triticum_aestivum|TraesCS3D03G0645300, Triticum_aestivum|TraesCS3A03G0702900
