Orthogroup	Hordeum_vulgare	Triticum_urartu
OG0001026	Hordeum_vulgare|LOC123451910	Triticum_urartu|LOC125510373
OG0001026	Hordeum_vulgare|LOC123451909	Triticum_urartu|LOC125556587, Triticum_urartu|LOC125556586
OG0001027	Hordeum_vulgare|LOC123407036, Hordeum_vulgare|LOC123407038	Triticum_urartu|LOC125520725, Triticum_urartu|LOC125520726
OG0001027	Hordeum_vulgare|LOC123410403	Triticum_urartu|LOC125523671
OG0001029	Hordeum_vulgare|LOC123412733	Triticum_urartu|LOC125521607, Triticum_urartu|LOC125529788
OG0001029	Hordeum_vulgare|LOC123409996	Triticum_urartu|LOC125518110
OG0001030	Hordeum_vulgare|LOC123395848	Triticum_urartu|LOC125507755, Triticum_urartu|LOC125507761, Triticum_urartu|LOC125526615
OG0001030	Hordeum_vulgare|LOC123444934	Triticum_urartu|LOC125545245
OG0001031	Hordeum_vulgare|LOC123420058	Triticum_urartu|LOC125531106
OG0001032	Hordeum_vulgare|LOC123405181, Hordeum_vulgare|LOC123405254, Hordeum_vulgare|LOC123405363	Triticum_urartu|LOC125527772
OG0001034	Hordeum_vulgare|LOC123446823, Hordeum_vulgare|LOC123446822	Triticum_urartu|LOC125550122, Triticum_urartu|LOC125550091, Triticum_urartu|LOC125527627
OG0001034	Hordeum_vulgare|LOC123418424	Triticum_urartu|LOC125506716, Triticum_urartu|LOC125538201, Triticum_urartu|LOC125538283
OG0001035	Hordeum_vulgare|LOC123396138	Triticum_urartu|LOC125517456
OG0001035	Hordeum_vulgare|LOC123405929	Triticum_urartu|LOC125551984, Triticum_urartu|LOC125517447
OG0001036	Hordeum_vulgare|LOC123452058	Triticum_urartu|LOC125540129, Triticum_urartu|LOC125540036, Triticum_urartu|LOC125531372, Triticum_urartu|LOC125527870
OG0001037	Hordeum_vulgare|LOC123399462	Triticum_urartu|LOC125535252, Triticum_urartu|LOC125535486
OG0001038	Hordeum_vulgare|LOC123410055	Triticum_urartu|LOC125529883
OG0001039	Hordeum_vulgare|LOC123401639	Triticum_urartu|LOC125537675
OG0001040	Hordeum_vulgare|LOC123408382	Triticum_urartu|LOC125520827
OG0001040	Hordeum_vulgare|LOC123413822	Triticum_urartu|LOC125536447
OG0001040	Hordeum_vulgare|LOC123404752	Triticum_urartu|LOC125545582
OG0001041	Hordeum_vulgare|LOC123443282	Triticum_urartu|LOC125543448
OG0001041	Hordeum_vulgare|LOC123428647	Triticum_urartu|LOC125555088
OG0001042	Hordeum_vulgare|LOC123401204	Triticum_urartu|LOC125525132
OG0001043	Hordeum_vulgare|LOC123425799	Triticum_urartu|LOC125536762
OG0001043	Hordeum_vulgare|LOC123451066	Triticum_urartu|LOC125529765
OG0001043	Hordeum_vulgare|LOC123425798	Triticum_urartu|LOC125536761
OG0001044	Hordeum_vulgare|LOC123427796	Triticum_urartu|LOC125539745
OG0001045	Hordeum_vulgare|LOC123425225	Triticum_urartu|LOC125541219, Triticum_urartu|LOC125536164, Triticum_urartu|LOC125541218
OG0001046	Hordeum_vulgare|LOC123427512	Triticum_urartu|LOC125539442
OG0001046	Hordeum_vulgare|LOC123412555	Triticum_urartu|LOC125518000
OG0001047	Hordeum_vulgare|LOC123443345	Triticum_urartu|LOC125543504
OG0001047	Hordeum_vulgare|LOC123430812	Triticum_urartu|LOC125534065, Triticum_urartu|LOC125539680
OG0001048	Hordeum_vulgare|LOC123427345	Triticum_urartu|LOC125539031
OG0001048	Hordeum_vulgare|LOC123403728	Triticum_urartu|LOC125513856
OG0001049	Hordeum_vulgare|LOC123429600, Hordeum_vulgare|LOC123439300	Triticum_urartu|LOC125547781
OG0001049	Hordeum_vulgare|LOC123440155	Triticum_urartu|LOC125548509
OG0001050	Hordeum_vulgare|LOC123430442	Triticum_urartu|LOC125533653
OG0001051	Hordeum_vulgare|LOC123427338	Triticum_urartu|LOC125533733
OG0001051	Hordeum_vulgare|LOC123412867, Hordeum_vulgare|LOC123408250	Triticum_urartu|LOC125522626
OG0001052	Hordeum_vulgare|LOC123429628, Hordeum_vulgare|LOC123429630	Triticum_urartu|LOC125541168, Triticum_urartu|LOC125541170
OG0001052	Hordeum_vulgare|LOC123429629, Hordeum_vulgare|LOC123429631, Hordeum_vulgare|LOC123429632	Triticum_urartu|LOC125536057, Triticum_urartu|LOC125541169, Triticum_urartu|LOC125541171
OG0001053	Hordeum_vulgare|LOC123430910	Triticum_urartu|LOC125534184
OG0001053	Hordeum_vulgare|LOC123429367	Triticum_urartu|LOC125530657
OG0001053	Hordeum_vulgare|LOC123426554	Triticum_urartu|LOC125537722
OG0001054	Hordeum_vulgare|LOC123395777	Triticum_urartu|LOC125508025
OG0001054	Hordeum_vulgare|LOC123425257	Triticum_urartu|LOC125542939, Triticum_urartu|LOC125536187, Triticum_urartu|LOC125536190
OG0001055	Hordeum_vulgare|LOC123402655	Triticum_urartu|LOC125529133
OG0001056	Hordeum_vulgare|LOC123411640	Triticum_urartu|LOC125507443, Triticum_urartu|LOC125507450, Triticum_urartu|LOC125523558
OG0001056	Hordeum_vulgare|LOC123426213	Triticum_urartu|LOC125536166
OG0001057	Hordeum_vulgare|LOC123424351	Triticum_urartu|LOC125540638
OG0001057	Hordeum_vulgare|LOC123429099	Triticum_urartu|LOC125540639
OG0001058	Hordeum_vulgare|LOC123408053	Triticum_urartu|LOC125506184
OG0001059	Hordeum_vulgare|LOC123427075	Triticum_urartu|LOC125538802
OG0001059	Hordeum_vulgare|LOC123451121	Triticum_urartu|LOC125553520
OG0001059	Hordeum_vulgare|LOC123403951	Triticum_urartu|LOC125513728
OG0001060	Hordeum_vulgare|LOC123428247	Triticum_urartu|LOC125538252
OG0001060	Hordeum_vulgare|LOC123431146	Triticum_urartu|LOC125539874, Triticum_urartu|LOC125529273
OG0001061	Hordeum_vulgare|LOC123410752	Triticum_urartu|LOC125531374
OG0001061	Hordeum_vulgare|LOC123425745	Triticum_urartu|LOC125528360
OG0001062	Hordeum_vulgare|LOC123427823	Triticum_urartu|LOC125529680
OG0001062	Hordeum_vulgare|LOC123445554	Triticum_urartu|LOC125528948
OG0001063	Hordeum_vulgare|LOC123398291	Triticum_urartu|LOC125509485
OG0001063	Hordeum_vulgare|LOC123398291	Triticum_urartu|LOC125529643
OG0001063	Hordeum_vulgare|LOC123407823	Triticum_urartu|LOC125522413
OG0001063	Hordeum_vulgare|LOC123426913	Triticum_urartu|LOC125538577
OG0001064	Hordeum_vulgare|LOC123447583	Triticum_urartu|LOC125506541
OG0001064	Hordeum_vulgare|LOC123447581	Triticum_urartu|LOC125511659
OG0001064	Hordeum_vulgare|LOC123447585	Triticum_urartu|LOC125506539
OG0001065	Hordeum_vulgare|LOC123407420	Triticum_urartu|LOC125528082
OG0001068	Hordeum_vulgare|LOC123443708	Triticum_urartu|LOC125543799
OG0001068	Hordeum_vulgare|LOC123445702	Triticum_urartu|LOC125529901, Triticum_urartu|LOC125546345
OG0001069	Hordeum_vulgare|LOC123440435, Hordeum_vulgare|LOC123440434	Triticum_urartu|LOC125548902
OG0001070	Hordeum_vulgare|LOC123439571	Triticum_urartu|LOC125548133
OG0001070	Hordeum_vulgare|LOC123439575	Triticum_urartu|LOC125548134
OG0001070	Hordeum_vulgare|LOC123439572	Triticum_urartu|LOC125548680
OG0001071	Hordeum_vulgare|LOC123440450	Triticum_urartu|LOC125548869
OG0001072	Hordeum_vulgare|LOC123439460	Triticum_urartu|LOC125547948, Triticum_urartu|LOC125547949
OG0001073	Hordeum_vulgare|LOC123445461, Hordeum_vulgare|LOC123445463	Triticum_urartu|LOC125546019, Triticum_urartu|LOC125546024
OG0001074	Hordeum_vulgare|LOC123411872	Triticum_urartu|LOC125523116
OG0001074	Hordeum_vulgare|LOC123411871, Hordeum_vulgare|LOC123410145	Triticum_urartu|LOC125520971
OG0001075	Hordeum_vulgare|LOC123402661	Triticum_urartu|LOC125521212, Triticum_urartu|LOC125530352
OG0001076	Hordeum_vulgare|LOC123399567	Triticum_urartu|LOC125553184
OG0001076	Hordeum_vulgare|LOC123442379	Triticum_urartu|LOC125547541
OG0001076	Hordeum_vulgare|LOC123399452	Triticum_urartu|LOC125531905
OG0001077	Hordeum_vulgare|LOC123447765	Triticum_urartu|LOC125553526, Triticum_urartu|LOC125553529
OG0001077	Hordeum_vulgare|LOC123440869	Triticum_urartu|LOC125545951, Triticum_urartu|LOC125545954
OG0001077	Hordeum_vulgare|LOC123451126	Triticum_urartu|LOC125530354
OG0001078	Hordeum_vulgare|LOC123444963	Triticum_urartu|LOC125545220
OG0001078	Hordeum_vulgare|LOC123404750	Triticum_urartu|LOC125516040, Triticum_urartu|LOC125532250
OG0001079	Hordeum_vulgare|LOC123402334	Triticum_urartu|LOC125515737
OG0001079	Hordeum_vulgare|LOC123446796	Triticum_urartu|LOC125550140, Triticum_urartu|LOC125550145
OG0001080	Hordeum_vulgare|LOC123412203	Triticum_urartu|LOC125522531
OG0001080	Hordeum_vulgare|LOC123449747	Triticum_urartu|LOC125511358, Triticum_urartu|LOC125511359
OG0001081	Hordeum_vulgare|LOC123395592	Triticum_urartu|LOC125507912
OG0001081	Hordeum_vulgare|LOC123395877	Triticum_urartu|LOC125508330
OG0001081	Hordeum_vulgare|LOC123447729	Triticum_urartu|LOC125550576
OG0001082	Hordeum_vulgare|LOC123447076	Triticum_urartu|LOC125550266, Triticum_urartu|LOC125550426
OG0001083	Hordeum_vulgare|LOC123402374	Triticum_urartu|LOC125506418
OG0001084	Hordeum_vulgare|LOC123397136	Triticum_urartu|LOC125507354
OG0001084	Hordeum_vulgare|LOC123398313, Hordeum_vulgare|LOC123397140	Triticum_urartu|LOC125505961
OG0001087	Hordeum_vulgare|LOC123397239	Triticum_urartu|LOC125506161, Triticum_urartu|LOC125507470
OG0001088	Hordeum_vulgare|LOC123397825	Triticum_urartu|LOC125507775
OG0001089	Hordeum_vulgare|LOC123397736	Triticum_urartu|LOC125508865
OG0001089	Hordeum_vulgare|LOC123411614	Triticum_urartu|LOC125523881
OG0001089	Hordeum_vulgare|LOC123410989	Triticum_urartu|LOC125522392
OG0001090	Hordeum_vulgare|LOC123403841, Hordeum_vulgare|LOC123403579, Hordeum_vulgare|LOC123402984, Hordeum_vulgare|LOC123403071	Triticum_urartu|LOC125514215, Triticum_urartu|LOC125514217, Triticum_urartu|LOC125514221
OG0001091	Hordeum_vulgare|LOC123402791	Triticum_urartu|LOC125515086
OG0001091	Hordeum_vulgare|LOC123403239, Hordeum_vulgare|LOC123402772	Triticum_urartu|LOC125515078, Triticum_urartu|LOC125515085
OG0001092	Hordeum_vulgare|LOC123403263	Triticum_urartu|LOC125512504
OG0001092	Hordeum_vulgare|LOC123402437	Triticum_urartu|LOC125512528
OG0001093	Hordeum_vulgare|LOC123404003	Triticum_urartu|LOC125514994
OG0001093	Hordeum_vulgare|LOC123407436	Triticum_urartu|LOC125533079, Triticum_urartu|LOC125522721, Triticum_urartu|LOC125547911
OG0001094	Hordeum_vulgare|LOC123399520	Triticum_urartu|LOC125506619
OG0001094	Hordeum_vulgare|LOC123397652	Triticum_urartu|LOC125506620
OG0001095	Hordeum_vulgare|LOC123430250	Triticum_urartu|LOC125540582, Triticum_urartu|LOC125520570, Triticum_urartu|LOC125540584
OG0001096	Hordeum_vulgare|LOC123408955	Triticum_urartu|LOC125524262, Triticum_urartu|LOC125524004
OG0001097	Hordeum_vulgare|LOC123411977, Hordeum_vulgare|LOC123411976, Hordeum_vulgare|LOC123411844, Hordeum_vulgare|LOC123411975	Triticum_urartu|LOC125528308
OG0001098	Hordeum_vulgare|LOC123410681	Triticum_urartu|LOC125521211, Triticum_urartu|LOC125521267, Triticum_urartu|LOC125521270, Triticum_urartu|LOC125527448
OG0001100	Hordeum_vulgare|LOC123413104	Triticum_urartu|LOC125529002
OG0001100	Hordeum_vulgare|LOC123412215	Triticum_urartu|LOC125521002, Triticum_urartu|LOC125520470, Triticum_urartu|LOC125526714
OG0001101	Hordeum_vulgare|LOC123410909, Hordeum_vulgare|LOC123413131, Hordeum_vulgare|LOC123411771	Triticum_urartu|LOC125525775
OG0001102	Hordeum_vulgare|LOC123413148	Triticum_urartu|LOC125520217
OG0001106	Hordeum_vulgare|LOC123409821, Hordeum_vulgare|LOC123407130	Triticum_urartu|LOC125521648
OG0001109	Hordeum_vulgare|LOC123449102	Triticum_urartu|LOC125527529
OG0001109	Hordeum_vulgare|LOC123418113	Triticum_urartu|LOC125538079, Triticum_urartu|LOC125527517
OG0001111	Hordeum_vulgare|LOC123441560	Triticum_urartu|LOC125517323
OG0001111	Hordeum_vulgare|LOC123441543	Triticum_urartu|LOC125517337
OG0001111	Hordeum_vulgare|LOC123441532	Triticum_urartu|LOC125517502
OG0001112	Hordeum_vulgare|LOC123395686	Triticum_urartu|LOC125531141
OG0001112	Hordeum_vulgare|LOC123450106	Triticum_urartu|LOC125528820
OG0001113	Hordeum_vulgare|LOC123428290	Triticum_urartu|LOC125550958
OG0001113	Hordeum_vulgare|LOC123447979	Triticum_urartu|LOC125550958
OG0001113	Hordeum_vulgare|LOC123395270	Triticum_urartu|LOC125508344
OG0001114	Hordeum_vulgare|LOC123420860	Triticum_urartu|LOC125554739, Triticum_urartu|LOC125516205
OG0001116	Hordeum_vulgare|LOC123452152	Triticum_urartu|LOC125528178
OG0001116	Hordeum_vulgare|LOC123443903	Triticum_urartu|LOC125548409, Triticum_urartu|LOC125548410
OG0001119	Hordeum_vulgare|LOC123427038	Triticum_urartu|LOC125551712
OG0001119	Hordeum_vulgare|LOC123410762	Triticum_urartu|LOC125520986
OG0001119	Hordeum_vulgare|LOC123413225	Triticum_urartu|LOC125524309
OG0001121	Hordeum_vulgare|LOC123452899	Triticum_urartu|LOC125523580, Triticum_urartu|LOC125530245
OG0001121	Hordeum_vulgare|LOC123443511	Triticum_urartu|LOC125543723
OG0001122	Hordeum_vulgare|LOC123412331, Hordeum_vulgare|LOC123440908	Triticum_urartu|LOC125534438, Triticum_urartu|LOC125534449
OG0001123	Hordeum_vulgare|LOC123427606	Triticum_urartu|LOC125522203, Triticum_urartu|LOC125539467
OG0001124	Hordeum_vulgare|LOC123453022	Triticum_urartu|LOC125511149
OG0001124	Hordeum_vulgare|LOC123445361	Triticum_urartu|LOC125520850
OG0001126	Hordeum_vulgare|LOC123431210	Triticum_urartu|LOC125507171
OG0001126	Hordeum_vulgare|LOC123449711	Triticum_urartu|LOC125554076, Triticum_urartu|LOC125554290
OG0001127	Hordeum_vulgare|LOC123442261	Triticum_urartu|LOC125527986
OG0001127	Hordeum_vulgare|LOC123441161	Triticum_urartu|LOC125547377
OG0001129	Hordeum_vulgare|LOC123441090, Hordeum_vulgare|LOC123441119	Triticum_urartu|LOC125546279
OG0001129	Hordeum_vulgare|LOC123431217	Triticum_urartu|LOC125527956
OG0001131	Hordeum_vulgare|LOC123425253	Triticum_urartu|LOC125536196
OG0001131	Hordeum_vulgare|LOC123424525, Hordeum_vulgare|LOC123424526	Triticum_urartu|LOC125535352, Triticum_urartu|LOC125535353
OG0001133	Hordeum_vulgare|LOC123429261, Hordeum_vulgare|LOC123429262	Triticum_urartu|LOC125535354, Triticum_urartu|LOC125540805
OG0001136	Hordeum_vulgare|LOC123425845	Triticum_urartu|LOC125535103
OG0001136	Hordeum_vulgare|LOC123429927	Triticum_urartu|LOC125535176, Triticum_urartu|LOC125540688
OG0001137	Hordeum_vulgare|LOC123403927	Triticum_urartu|LOC125510067
OG0001139	Hordeum_vulgare|LOC123425415	Triticum_urartu|LOC125536240
OG0001139	Hordeum_vulgare|LOC123444476	Triticum_urartu|LOC125544855
OG0001139	Hordeum_vulgare|LOC123448522	Triticum_urartu|LOC125551594
OG0001140	Hordeum_vulgare|LOC123427972	Triticum_urartu|LOC125539862
OG0001143	Hordeum_vulgare|LOC123395371	Triticum_urartu|LOC125527965
OG0001144	Hordeum_vulgare|LOC123405013	Triticum_urartu|LOC125550685, Triticum_urartu|LOC125528602, Triticum_urartu|LOC125521147, Triticum_urartu|LOC125541555, Triticum_urartu|LOC125541557
OG0001144	Hordeum_vulgare|LOC123427690, Hordeum_vulgare|LOC123427692, Hordeum_vulgare|LOC123427693	Triticum_urartu|LOC125531046
OG0001145	Hordeum_vulgare|LOC123399450	Triticum_urartu|LOC125506090, Triticum_urartu|LOC125512562, Triticum_urartu|LOC125532997
OG0001146	Hordeum_vulgare|LOC123429734	Triticum_urartu|LOC125536420, Triticum_urartu|LOC125536424, Triticum_urartu|LOC125536419, Triticum_urartu|LOC125536423
OG0001147	Hordeum_vulgare|LOC123440516	Triticum_urartu|LOC125548859
OG0001148	Hordeum_vulgare|LOC123440780, Hordeum_vulgare|LOC123440778, Hordeum_vulgare|LOC123440779	Triticum_urartu|LOC125549091, Triticum_urartu|LOC125549075, Triticum_urartu|LOC125528417, Triticum_urartu|LOC125549073, Triticum_urartu|LOC125549072
OG0001149	Hordeum_vulgare|LOC123440597, Hordeum_vulgare|LOC123440599	Triticum_urartu|LOC125547056, Triticum_urartu|LOC125548916
OG0001150	Hordeum_vulgare|LOC123404207, Hordeum_vulgare|LOC123404218	Triticum_urartu|LOC125542642, Triticum_urartu|LOC125542713, Triticum_urartu|LOC125524855, Triticum_urartu|LOC125506532
OG0001151	Hordeum_vulgare|LOC123440938	Triticum_urartu|LOC125527058, Triticum_urartu|LOC125527064
OG0001152	Hordeum_vulgare|LOC123400964, Hordeum_vulgare|LOC123445298, Hordeum_vulgare|LOC123396332, Hordeum_vulgare|LOC123426373, Hordeum_vulgare|LOC123448103	Triticum_urartu|LOC125518176, Triticum_urartu|LOC125506082, Triticum_urartu|LOC125525250, Triticum_urartu|LOC125529001, Triticum_urartu|LOC125522402, Triticum_urartu|LOC125540155
OG0001153	Hordeum_vulgare|LOC123439561	Triticum_urartu|LOC125548119
OG0001153	Hordeum_vulgare|LOC123443041	Triticum_urartu|LOC125548123, Triticum_urartu|LOC125548308, Triticum_urartu|LOC125548117
OG0001154	Hordeum_vulgare|LOC123450972, Hordeum_vulgare|LOC123446893, Hordeum_vulgare|LOC123450971	Triticum_urartu|LOC125527124
OG0001157	Hordeum_vulgare|LOC123442541	Triticum_urartu|LOC125542424
OG0001157	Hordeum_vulgare|LOC123439251	Triticum_urartu|LOC125542423
OG0001157	Hordeum_vulgare|LOC123441349	Triticum_urartu|LOC125546513, Triticum_urartu|LOC125546514
OG0001158	Hordeum_vulgare|LOC123420612	Triticum_urartu|psbC
OG0001158	Hordeum_vulgare|psbC	Triticum_urartu|psbC
OG0001159	Hordeum_vulgare|LOC123449737	Triticum_urartu|LOC125530875
OG0001159	Hordeum_vulgare|LOC123410210	Triticum_urartu|LOC125521472
OG0001159	Hordeum_vulgare|LOC123403956	Triticum_urartu|LOC125531209
OG0001160	Hordeum_vulgare|LOC123446621	Triticum_urartu|LOC125553976, Triticum_urartu|LOC125552098
OG0001163	Hordeum_vulgare|LOC123447024	Triticum_urartu|LOC125531238
OG0001163	Hordeum_vulgare|LOC123394942	Triticum_urartu|LOC125509124, Triticum_urartu|LOC125509123
OG0001164	Hordeum_vulgare|LOC123398608	Triticum_urartu|LOC125556485, Triticum_urartu|LOC125556484
OG0001165	Hordeum_vulgare|LOC123450198	Triticum_urartu|LOC125553463
OG0001165	Hordeum_vulgare|LOC123450199	Triticum_urartu|LOC125553461, Triticum_urartu|LOC125553462
OG0001167	Hordeum_vulgare|LOC123399415	Triticum_urartu|LOC125530209
OG0001168	Hordeum_vulgare|LOC123395252	Triticum_urartu|LOC125527416
OG0001168	Hordeum_vulgare|LOC123429951	Triticum_urartu|LOC125556192
OG0001169	Hordeum_vulgare|LOC123447485, Hordeum_vulgare|LOC123447484, Hordeum_vulgare|LOC123447483, Hordeum_vulgare|LOC123447487, Hordeum_vulgare|LOC123447478	Triticum_urartu|LOC125506439, Triticum_urartu|LOC125506440
OG0001170	Hordeum_vulgare|LOC123395012	Triticum_urartu|LOC125508313
OG0001170	Hordeum_vulgare|LOC123448031	Triticum_urartu|LOC125550974, Triticum_urartu|LOC125550978
OG0001171	Hordeum_vulgare|LOC123398362	Triticum_urartu|LOC125510617
OG0001172	Hordeum_vulgare|LOC123399156	Triticum_urartu|LOC125528749, Triticum_urartu|LOC125509660
OG0001172	Hordeum_vulgare|LOC123399155	Triticum_urartu|LOC125509661
OG0001173	Hordeum_vulgare|LOC123403738	Triticum_urartu|LOC125515784
OG0001173	Hordeum_vulgare|LOC123398705	Triticum_urartu|LOC125529319
OG0001174	Hordeum_vulgare|LOC123403571	Triticum_urartu|LOC125514066
OG0001175	Hordeum_vulgare|LOC123452836	Triticum_urartu|LOC125511028, Triticum_urartu|LOC125511030
OG0001175	Hordeum_vulgare|LOC123452838	Triticum_urartu|LOC125507489
OG0001175	Hordeum_vulgare|LOC123399023	Triticum_urartu|LOC125511027, Triticum_urartu|LOC125511029
OG0001176	Hordeum_vulgare|LOC123398340	Triticum_urartu|LOC125505972
OG0001177	Hordeum_vulgare|LOC123453089	Triticum_urartu|LOC125506293
OG0001177	Hordeum_vulgare|LOC123399274	Triticum_urartu|LOC125506297, Triticum_urartu|LOC125506299
OG0001178	Hordeum_vulgare|LOC123410907	Triticum_urartu|LOC125527737
OG0001178	Hordeum_vulgare|LOC123408407	Triticum_urartu|LOC125523364
OG0001178	Hordeum_vulgare|LOC123451850	Triticum_urartu|LOC125556554
OG0001179	Hordeum_vulgare|LOC123395804	Triticum_urartu|LOC125556211
OG0001180	Hordeum_vulgare|LOC123399651	Triticum_urartu|LOC125554454
OG0001180	Hordeum_vulgare|LOC123407721, Hordeum_vulgare|LOC123410855	Triticum_urartu|LOC125520659, Triticum_urartu|LOC125526637
OG0001181	Hordeum_vulgare|LOC123403078	Triticum_urartu|LOC125513203
OG0001181	Hordeum_vulgare|LOC123447032	Triticum_urartu|LOC125550228
OG0001181	Hordeum_vulgare|LOC123400027	Triticum_urartu|LOC125506963
OG0001182	Hordeum_vulgare|LOC123404296	Triticum_urartu|LOC125530134, Triticum_urartu|LOC125515290, Triticum_urartu|LOC125530133, Triticum_urartu|LOC125515292
OG0001184	Hordeum_vulgare|LOC123403599	Triticum_urartu|LOC125513936
OG0001185	Hordeum_vulgare|LOC123405273	Triticum_urartu|LOC125530655, Triticum_urartu|LOC125512462
OG0001185	Hordeum_vulgare|LOC123405274	Triticum_urartu|LOC125512463
OG0001186	Hordeum_vulgare|LOC123404679	Triticum_urartu|LOC125517537
OG0001186	Hordeum_vulgare|LOC123404798	Triticum_urartu|LOC125517535
OG0001187	Hordeum_vulgare|LOC123413518, Hordeum_vulgare|LOC123413520	Triticum_urartu|LOC125520708, Triticum_urartu|LOC125525239, Triticum_urartu|LOC125518267, Triticum_urartu|LOC125528974, Triticum_urartu|LOC125520709
OG0001188	Hordeum_vulgare|LOC123412285, Hordeum_vulgare|LOC123412258, Hordeum_vulgare|LOC123412212, Hordeum_vulgare|LOC123412196, Hordeum_vulgare|LOC123412226, Hordeum_vulgare|LOC123412302	Triticum_urartu|LOC125522087, Triticum_urartu|LOC125522696
OG0001189	Hordeum_vulgare|LOC123412657	Triticum_urartu|LOC125522998
OG0001189	Hordeum_vulgare|LOC123410693	Triticum_urartu|LOC125522978
OG0001190	Hordeum_vulgare|LOC123411397, Hordeum_vulgare|LOC123411381	Triticum_urartu|LOC125525148, Triticum_urartu|LOC125525188
OG0001191	Hordeum_vulgare|LOC123413247	Triticum_urartu|LOC125520007
OG0001192	Hordeum_vulgare|LOC123412596	Triticum_urartu|LOC125522444
OG0001192	Hordeum_vulgare|LOC123410089	Triticum_urartu|LOC125525767
OG0001193	Hordeum_vulgare|LOC123407593	Triticum_urartu|LOC125518555
OG0001193	Hordeum_vulgare|LOC123411682	Triticum_urartu|LOC125532174, Triticum_urartu|LOC125522190
OG0001194	Hordeum_vulgare|LOC123409818	Triticum_urartu|LOC125518635, Triticum_urartu|LOC125524486, Triticum_urartu|LOC125523733
OG0001195	Hordeum_vulgare|LOC123410705	Triticum_urartu|LOC125521597
OG0001195	Hordeum_vulgare|LOC123410268	Triticum_urartu|LOC125520966, Triticum_urartu|LOC125518439
OG0001196	Hordeum_vulgare|LOC123397047	Triticum_urartu|LOC125532734, Triticum_urartu|LOC125516831
OG0001196	Hordeum_vulgare|LOC123409376	Triticum_urartu|LOC125531607, Triticum_urartu|LOC125531974
OG0001196	Hordeum_vulgare|LOC123407398, Hordeum_vulgare|LOC123409372	Triticum_urartu|LOC125521042
OG0001198	Hordeum_vulgare|LOC123450422	Triticum_urartu|LOC125529119
OG0001198	Hordeum_vulgare|LOC123444060	Triticum_urartu|LOC125544359
OG0001198	Hordeum_vulgare|LOC123408149	Triticum_urartu|LOC125521587
OG0001200	Hordeum_vulgare|LOC123411403	Triticum_urartu|LOC125522754, Triticum_urartu|LOC125522770
OG0001200	Hordeum_vulgare|LOC123410408	Triticum_urartu|LOC125523906
OG0001200	Hordeum_vulgare|LOC123412837	Triticum_urartu|LOC125523135
OG0001204	Hordeum_vulgare|LOC123409481	Triticum_urartu|LOC125508240, Triticum_urartu|LOC125531061
OG0001208	Hordeum_vulgare|LOC123413568, Hordeum_vulgare|LOC123413569, Hordeum_vulgare|LOC123411851, Hordeum_vulgare|LOC123413548, Hordeum_vulgare|LOC123407993	Triticum_urartu|LOC125542871
OG0001210	Hordeum_vulgare|LOC123450981	Triticum_urartu|LOC125554499, Triticum_urartu|LOC125553377, Triticum_urartu|LOC125553376
OG0001212	Hordeum_vulgare|LOC123446174	Triticum_urartu|LOC125542620
OG0001212	Hordeum_vulgare|LOC123403676, Hordeum_vulgare|LOC123403554	Triticum_urartu|LOC125530276
OG0001213	Hordeum_vulgare|LOC123406867	Triticum_urartu|LOC125507299, Triticum_urartu|LOC125507394
OG0001213	Hordeum_vulgare|LOC123406899, Hordeum_vulgare|LOC123406883	Triticum_urartu|LOC125506844
OG0001214	Hordeum_vulgare|LOC123410973	Triticum_urartu|LOC125529744
OG0001214	Hordeum_vulgare|LOC123444109	Triticum_urartu|LOC125544553
OG0001214	Hordeum_vulgare|LOC123449764	Triticum_urartu|LOC125528540
OG0001215	Hordeum_vulgare|LOC123446151	Triticum_urartu|LOC125520105, Triticum_urartu|LOC125530803
OG0001215	Hordeum_vulgare|LOC123446164	Triticum_urartu|LOC125520096
OG0001216	Hordeum_vulgare|LOC123439913	Triticum_urartu|LOC125514771, Triticum_urartu|LOC125515521
OG0001217	Hordeum_vulgare|LOC123439104	Triticum_urartu|LOC125513656
OG0001217	Hordeum_vulgare|LOC123426079	Triticum_urartu|LOC125537292
OG0001218	Hordeum_vulgare|LOC123444263	Triticum_urartu|LOC125522145
OG0001218	Hordeum_vulgare|LOC123410201	Triticum_urartu|LOC125524333
OG0001218	Hordeum_vulgare|LOC123443515	Triticum_urartu|LOC125543728, Triticum_urartu|LOC125531200
OG0001220	Hordeum_vulgare|LOC123429269	Triticum_urartu|LOC125554235
OG0001220	Hordeum_vulgare|LOC123446934	Triticum_urartu|LOC125507220
OG0001221	Hordeum_vulgare|LOC123449729	Triticum_urartu|LOC125543815
OG0001221	Hordeum_vulgare|LOC123441134	Triticum_urartu|LOC125543377
OG0001222	Hordeum_vulgare|LOC123404876	Triticum_urartu|LOC125513529, Triticum_urartu|LOC125513009
OG0001225	Hordeum_vulgare|LOC123445126	Triticum_urartu|LOC125545646
OG0001225	Hordeum_vulgare|LOC123428578	Triticum_urartu|LOC125540453
OG0001225	Hordeum_vulgare|LOC123443026	Triticum_urartu|LOC125518983
OG0001227	Hordeum_vulgare|LOC123396665	Triticum_urartu|LOC125510079, Triticum_urartu|LOC125510080, Triticum_urartu|LOC125556486
OG0001228	Hordeum_vulgare|LOC123398216	Triticum_urartu|LOC125519447
OG0001228	Hordeum_vulgare|LOC123448863	Triticum_urartu|LOC125551947
