Orthogroup	Hordeum_vulgare	Triticum_turgidum
OG0003267	Hordeum_vulgare|LOC123431470	Triticum_turgidum|TRITD_2Bv1G002740, Triticum_turgidum|TRITD_2Av1G001860
OG0003268	Hordeum_vulgare|LOC123430972	Triticum_turgidum|TRITD_2Bv1G234340, Triticum_turgidum|TRITD_2Av1G271130, Triticum_turgidum|TRITD_2Bv1G235220, Triticum_turgidum|TRITD_2Av1G272060, Triticum_turgidum|TRITD_2Bv1G048310
OG0003269	Hordeum_vulgare|LOC123402233	Triticum_turgidum|TRITD_6Av1G159150
OG0003271	Hordeum_vulgare|LOC123429530	Triticum_turgidum|TRITD_2Av1G035240
OG0003272	Hordeum_vulgare|LOC123449921	Triticum_turgidum|TRITD_2Av1G288010, Triticum_turgidum|TRITD_2Bv1G257070, Triticum_turgidum|TRITD_2Bv1G256820, Triticum_turgidum|TRITD_2Bv1G256750, Triticum_turgidum|TRITD_2Av1G287910, Triticum_turgidum|TRITD_2Bv1G256740, Triticum_turgidum|TRITD_2Bv1G256700
OG0003273	Hordeum_vulgare|LOC123426904	Triticum_turgidum|TRITD_5Av1G227400, Triticum_turgidum|TRITD_2Bv1G162090
OG0003274	Hordeum_vulgare|LOC123424590	Triticum_turgidum|TRITD_2Av1G019570, Triticum_turgidum|TRITD_2Bv1G025780
OG0003275	Hordeum_vulgare|LOC123402530	Triticum_turgidum|TRITD_6Av1G026740, Triticum_turgidum|TRITD_6Bv1G040040
OG0003276	Hordeum_vulgare|LOC123425915	Triticum_turgidum|TRITD_2Bv1G094560
OG0003277	Hordeum_vulgare|LOC123424741	Triticum_turgidum|TRITD_2Bv1G039190, Triticum_turgidum|TRITD_2Av1G029670, Triticum_turgidum|TRITD_2Av1G029580, Triticum_turgidum|TRITD_2Bv1G039260
OG0003278	Hordeum_vulgare|LOC123424423	Triticum_turgidum|TRITD_2Av1G009170, Triticum_turgidum|TRITD_2Bv1G012570, Triticum_turgidum|TRITD_3Av1G273910, Triticum_turgidum|TRITD_3Bv1G268320
OG0003279	Hordeum_vulgare|LOC123425301	Triticum_turgidum|TRITD_5Av1G160040, Triticum_turgidum|TRITD_5Bv1G149590, Triticum_turgidum|TRITD_2Bv1G065540
OG0003280	Hordeum_vulgare|LOC123427297	Triticum_turgidum|TRITD_2Bv1G185190
OG0003281	Hordeum_vulgare|LOC123397144	Triticum_turgidum|TRITD_5Bv1G198860
OG0003281	Hordeum_vulgare|LOC123430639	Triticum_turgidum|TRITD_2Bv1G197670, Triticum_turgidum|TRITD_2Av1G235700
OG0003282	Hordeum_vulgare|LOC123402981	Triticum_turgidum|TRITD_6Av1G123730
OG0003283	Hordeum_vulgare|LOC123409106	Triticum_turgidum|TRITD_7Bv1G164580, Triticum_turgidum|TRITD_7Av1G215010, Triticum_turgidum|TRITD_2Bv1G060220
OG0003284	Hordeum_vulgare|LOC123411220	Triticum_turgidum|TRITD_2Bv1G265970
OG0003284	Hordeum_vulgare|LOC123425829	Triticum_turgidum|TRITD_2Av1G084800, Triticum_turgidum|TRITD_2Bv1G090370
OG0003285	Hordeum_vulgare|LOC123427364	Triticum_turgidum|TRITD_2Bv1G189800
OG0003285	Hordeum_vulgare|LOC123427353	Triticum_turgidum|TRITD_2Av1G227900, Triticum_turgidum|TRITD_2Bv1G189540
OG0003286	Hordeum_vulgare|LOC123431065	Triticum_turgidum|TRITD_2Bv1G241710
OG0003288	Hordeum_vulgare|LOC123424744	Triticum_turgidum|TRITD_2Av1G029780
OG0003290	Hordeum_vulgare|LOC123452165	Triticum_turgidum|TRITD_5Av1G229330, Triticum_turgidum|TRITD_5Bv1G228850
OG0003291	Hordeum_vulgare|LOC123427538	Triticum_turgidum|TRITD_2Av1G263380, Triticum_turgidum|TRITD_2Bv1G225900, Triticum_turgidum|TRITD_2Bv1G202650, Triticum_turgidum|TRITD_2Av1G241780
OG0003292	Hordeum_vulgare|LOC123428251	Triticum_turgidum|TRITD_2Bv1G229780, Triticum_turgidum|TRITD_2Av1G266620, Triticum_turgidum|TRITD_2Av1G281040, Triticum_turgidum|TRITD_2Bv1G246930
OG0003293	Hordeum_vulgare|LOC123406290	Triticum_turgidum|TRITD_6Av1G123460
OG0003293	Hordeum_vulgare|LOC123426861	Triticum_turgidum|TRITD_2Bv1G159210, Triticum_turgidum|TRITD_2Av1G193480
OG0003294	Hordeum_vulgare|LOC123430943	Triticum_turgidum|TRITD_2Bv1G232450, Triticum_turgidum|TRITD_2Av1G269000, Triticum_turgidum|TRITD_2Av1G269020, Triticum_turgidum|TRITD_2Av1G269030
OG0003295	Hordeum_vulgare|LOC123430365	Triticum_turgidum|TRITD_2Bv1G161350
OG0003295	Hordeum_vulgare|LOC123430822	Triticum_turgidum|TRITD_2Bv1G219730
OG0003296	Hordeum_vulgare|LOC123442930	Triticum_turgidum|TRITD_3Bv1G044610, Triticum_turgidum|TRITD_3Av1G035250, Triticum_turgidum|TRITD_2Av1G035290, Triticum_turgidum|TRITD_2Bv1G044990
OG0003297	Hordeum_vulgare|LOC123431158	Triticum_turgidum|TRITD_2Bv1G247610, Triticum_turgidum|TRITD_2Bv1G247940, Triticum_turgidum|TRITD_2Bv1G247930, Triticum_turgidum|TRITD_2Av1G281430
OG0003298	Hordeum_vulgare|LOC123424719	Triticum_turgidum|TRITD_2Bv1G037460, Triticum_turgidum|TRITD_2Av1G028770
OG0003299	Hordeum_vulgare|LOC123428256	Triticum_turgidum|TRITD_2Bv1G247470, Triticum_turgidum|TRITD_2Av1G281050
OG0003299	Hordeum_vulgare|LOC123428258	Triticum_turgidum|TRITD_2Bv1G246990
OG0003301	Hordeum_vulgare|LOC123428472	Triticum_turgidum|TRITD_2Av1G289890, Triticum_turgidum|TRITD_2Av1G289840, Triticum_turgidum|TRITD_2Bv1G259310
OG0003303	Hordeum_vulgare|LOC123430547	Triticum_turgidum|TRITD_2Av1G223890, Triticum_turgidum|TRITD_2Bv1G186170
OG0003305	Hordeum_vulgare|LOC123431038	Triticum_turgidum|TRITD_2Bv1G239580
OG0003307	Hordeum_vulgare|LOC123424470	Triticum_turgidum|TRITD_2Bv1G014390
OG0003307	Hordeum_vulgare|LOC123395235	Triticum_turgidum|TRITD_5Bv1G252020, Triticum_turgidum|TRITD_4Av1G207380
OG0003310	Hordeum_vulgare|LOC123428326, Hordeum_vulgare|LOC123428327	Triticum_turgidum|TRITD_2Av1G288250
OG0003311	Hordeum_vulgare|LOC123428213	Triticum_turgidum|TRITD_2Av1G278880, Triticum_turgidum|TRITD_2Bv1G243820
OG0003314	Hordeum_vulgare|LOC123427033	Triticum_turgidum|TRITD_2Bv1G170360, Triticum_turgidum|TRITD_2Av1G206600
OG0003314	Hordeum_vulgare|LOC123399154	Triticum_turgidum|TRITD_5Av1G155080
OG0003315	Hordeum_vulgare|LOC123431421	Triticum_turgidum|TRITD_2Av1G270900, Triticum_turgidum|TRITD_2Bv1G234060
OG0003316	Hordeum_vulgare|LOC123428522	Triticum_turgidum|TRITD_2Av1G293390, Triticum_turgidum|TRITD_2Bv1G262950
OG0003316	Hordeum_vulgare|LOC123407558	Triticum_turgidum|TRITD_7Av1G173160
OG0003318	Hordeum_vulgare|LOC123447562	Triticum_turgidum|TRITD_5Av1G257440
OG0003318	Hordeum_vulgare|LOC123429727	Triticum_turgidum|TRITD_2Bv1G070880
OG0003319	Hordeum_vulgare|LOC123428849	Triticum_turgidum|TRITD_2Av1G272770, Triticum_turgidum|TRITD_2Bv1G235890
OG0003321	Hordeum_vulgare|LOC123398464	Triticum_turgidum|TRITD_5Bv1G107890
OG0003321	Hordeum_vulgare|LOC123426498	Triticum_turgidum|TRITD_2Bv1G138950
OG0003322	Hordeum_vulgare|LOC123450896, Hordeum_vulgare|LOC123396768	Triticum_turgidum|TRITD_5Av1G069660, Triticum_turgidum|TRITD_7Av1G241770, Triticum_turgidum|TRITD_2Bv1G117940
OG0003323	Hordeum_vulgare|LOC123426247	Triticum_turgidum|TRITD_2Av1G134160
OG0003324	Hordeum_vulgare|LOC123449574	Triticum_turgidum|TRITD_4Bv1G170050, Triticum_turgidum|TRITD_4Av1G004370
OG0003325	Hordeum_vulgare|LOC123428033	Triticum_turgidum|TRITD_2Av1G269700, Triticum_turgidum|TRITD_2Bv1G233120
OG0003327	Hordeum_vulgare|LOC123426590	Triticum_turgidum|TRITD_2Av1G175580, Triticum_turgidum|TRITD_2Bv1G144520
OG0003327	Hordeum_vulgare|LOC123402009	Triticum_turgidum|TRITD_6Bv1G112610
OG0003328	Hordeum_vulgare|LOC123427632	Triticum_turgidum|TRITD_7Av1G004870, Triticum_turgidum|TRITD_2Bv1G209930, Triticum_turgidum|TRITD_2Av1G247930
OG0003329	Hordeum_vulgare|LOC123403960	Triticum_turgidum|TRITD_6Av1G148810
OG0003330	Hordeum_vulgare|LOC123426715	Triticum_turgidum|TRITD_2Av1G183250
OG0003330	Hordeum_vulgare|LOC123452167	Triticum_turgidum|TRITD_7Bv1G014720, Triticum_turgidum|TRITD_5Bv1G196840
OG0003331	Hordeum_vulgare|LOC123451201	Triticum_turgidum|TRITD_4Bv1G040770
OG0003331	Hordeum_vulgare|LOC123429212	Triticum_turgidum|TRITD_2Bv1G016160
OG0003332	Hordeum_vulgare|LOC123394954	Triticum_turgidum|TRITD_5Bv1G240420
OG0003335	Hordeum_vulgare|LOC123426277	Triticum_turgidum|TRITD_2Av1G138270
OG0003335	Hordeum_vulgare|LOC123426278	Triticum_turgidum|TRITD_6Av1G215280, Triticum_turgidum|TRITD_6Bv1G213690
OG0003336	Hordeum_vulgare|LOC123448566	Triticum_turgidum|TRITD_4Av1G122990
OG0003336	Hordeum_vulgare|LOC123425303	Triticum_turgidum|TRITD_2Bv1G065790, Triticum_turgidum|TRITD_2Av1G054140
OG0003337	Hordeum_vulgare|LOC123452477	Triticum_turgidum|TRITD_5Av1G210000, Triticum_turgidum|TRITD_5Bv1G206580
OG0003338	Hordeum_vulgare|LOC123428794	Triticum_turgidum|TRITD_2Bv1G227050
OG0003338	Hordeum_vulgare|LOC123451762	Triticum_turgidum|TRITD_5Bv1G178410
OG0003339	Hordeum_vulgare|LOC123429437	Triticum_turgidum|TRITD_2Bv1G035010, Triticum_turgidum|TRITD_2Av1G026950, Triticum_turgidum|TRITD_2Bv1G035060
OG0003340	Hordeum_vulgare|LOC123440495, Hordeum_vulgare|LOC123440496	Triticum_turgidum|TRITD_3Av1G219870, Triticum_turgidum|TRITD_3Bv1G210530
OG0003341	Hordeum_vulgare|LOC123441297	Triticum_turgidum|TRITD_1Av1G142470
OG0003342	Hordeum_vulgare|LOC123442586	Triticum_turgidum|TRITD_3Bv1G015340
OG0003342	Hordeum_vulgare|LOC123443900	Triticum_turgidum|TRITD_3Bv1G137110, Triticum_turgidum|TRITD_3Av1G155740
OG0003343	Hordeum_vulgare|LOC123443474	Triticum_turgidum|TRITD_3Av1G088950, Triticum_turgidum|TRITD_3Bv1G091670
OG0003345	Hordeum_vulgare|LOC123442689	Triticum_turgidum|TRITD_3Av1G020230
OG0003347	Hordeum_vulgare|LOC123445441	Triticum_turgidum|TRITD_3Av1G263920, Triticum_turgidum|TRITD_3Bv1G258110
OG0003348	Hordeum_vulgare|LOC123451977	Triticum_turgidum|TRITD_3Bv1G033880, Triticum_turgidum|TRITD_3Av1G029600, Triticum_turgidum|TRITD_5Av1G194470, Triticum_turgidum|TRITD_5Bv1G187400
OG0003349	Hordeum_vulgare|LOC123445589	Triticum_turgidum|TRITD_3Av1G275080, Triticum_turgidum|TRITD_3Bv1G269940, Triticum_turgidum|TRITD_3Av1G275220
OG0003350	Hordeum_vulgare|LOC123445536	Triticum_turgidum|TRITD_3Av1G269490
OG0003350	Hordeum_vulgare|LOC123445537	Triticum_turgidum|TRITD_3Bv1G264250, Triticum_turgidum|TRITD_3Av1G269620
OG0003351	Hordeum_vulgare|LOC123443480	Triticum_turgidum|TRITD_3Bv1G092160
OG0003352	Hordeum_vulgare|LOC123411114	Triticum_turgidum|TRITD_7Bv1G165420, Triticum_turgidum|TRITD_7Av1G216360
OG0003352	Hordeum_vulgare|LOC123410165	Triticum_turgidum|TRITD_3Bv1G081890
OG0003353	Hordeum_vulgare|LOC123442443	Triticum_turgidum|TRITD_3Av1G010700
OG0003354	Hordeum_vulgare|LOC123439524	Triticum_turgidum|TRITD_3Av1G038860
OG0003354	Hordeum_vulgare|LOC123439523	Triticum_turgidum|TRITD_3Bv1G047820
OG0003355	Hordeum_vulgare|LOC123440654, Hordeum_vulgare|LOC123440653	Triticum_turgidum|TRITD_3Bv1G228310, Triticum_turgidum|TRITD_3Bv1G228370, Triticum_turgidum|TRITD_3Bv1G228350, Triticum_turgidum|TRITD_3Av1G238530
OG0003356	Hordeum_vulgare|LOC123439402	Triticum_turgidum|TRITD_3Av1G024410, Triticum_turgidum|TRITD_3Bv1G028240
OG0003357	Hordeum_vulgare|LOC123442895	Triticum_turgidum|TRITD_3Bv1G039930
OG0003358	Hordeum_vulgare|LOC123444978	Triticum_turgidum|TRITD_3Bv1G199400, Triticum_turgidum|TRITD_3Av1G214760, Triticum_turgidum|TRITD_3Av1G214740
OG0003359	Hordeum_vulgare|LOC123442346	Triticum_turgidum|TRITD_3Bv1G000080
OG0003359	Hordeum_vulgare|LOC123402745	Triticum_turgidum|TRITD_6Av1G172730
OG0003360	Hordeum_vulgare|LOC123439254	Triticum_turgidum|TRITD_3Bv1G023760
OG0003361	Hordeum_vulgare|LOC123443711	Triticum_turgidum|TRITD_3Bv1G116540, Triticum_turgidum|TRITD_5Av1G006250, Triticum_turgidum|TRITD_3Av1G131550
OG0003362	Hordeum_vulgare|LOC123441069	Triticum_turgidum|TRITD_3Bv1G273810, Triticum_turgidum|TRITD_3Av1G277360, Triticum_turgidum|TRITD_3Bv1G273740
OG0003363	Hordeum_vulgare|LOC123444877, Hordeum_vulgare|LOC123444878	Triticum_turgidum|TRITD_3Bv1G205620, Triticum_turgidum|TRITD_3Av1G223380
OG0003364	Hordeum_vulgare|LOC123409065	Triticum_turgidum|TRITD_3Bv1G094570, Triticum_turgidum|TRITD_4Bv1G113970, Triticum_turgidum|TRITD_4Av1G060550
OG0003365	Hordeum_vulgare|LOC123444192	Triticum_turgidum|TRITD_3Bv1G152470, Triticum_turgidum|TRITD_3Av1G172540
OG0003366	Hordeum_vulgare|LOC123439613	Triticum_turgidum|TRITD_3Bv1G059800
OG0003367	Hordeum_vulgare|LOC123445228	Triticum_turgidum|TRITD_3Bv1G235520, Triticum_turgidum|TRITD_3Bv1G235400, Triticum_turgidum|TRITD_3Bv1G235900
OG0003368	Hordeum_vulgare|LOC123445493	Triticum_turgidum|TRITD_3Bv1G262750, Triticum_turgidum|TRITD_3Av1G267670, Triticum_turgidum|TRITD_3Bv1G262740, Triticum_turgidum|TRITD_3Av1G267650
OG0003369	Hordeum_vulgare|LOC123407749	Triticum_turgidum|TRITD_7Bv1G031730, Triticum_turgidum|TRITD_7Av1G055270
OG0003370	Hordeum_vulgare|LOC123449375	Triticum_turgidum|TRITD_4Av1G018090
OG0003371	Hordeum_vulgare|LOC123404651	Triticum_turgidum|TRITD_6Av1G126620, Triticum_turgidum|TRITD_6Bv1G077340, Triticum_turgidum|TRITD_7Av1G028850, Triticum_turgidum|TRITD_6Av1G000740
OG0003372	Hordeum_vulgare|LOC123442677, Hordeum_vulgare|LOC123439348	Triticum_turgidum|TRITD_3Bv1G023510
OG0003373	Hordeum_vulgare|LOC123439341	Triticum_turgidum|TRITD_3Av1G018740
OG0003376	Hordeum_vulgare|LOC123441093	Triticum_turgidum|TRITD_4Av1G229440, Triticum_turgidum|TRITD_3Bv1G275360, Triticum_turgidum|TRITD_3Av1G279470
OG0003377	Hordeum_vulgare|LOC123441039	Triticum_turgidum|TRITD_3Bv1G270980
OG0003379	Hordeum_vulgare|LOC123439440	Triticum_turgidum|TRITD_3Av1G027870, Triticum_turgidum|TRITD_3Av1G027850, Triticum_turgidum|TRITD_3Bv1G031860, Triticum_turgidum|TRITD_3Bv1G031940
OG0003380	Hordeum_vulgare|LOC123445529	Triticum_turgidum|TRITD_3Bv1G262960, Triticum_turgidum|TRITD_3Av1G268840
OG0003381	Hordeum_vulgare|LOC123443521	Triticum_turgidum|TRITD_3Bv1G094800
OG0003382	Hordeum_vulgare|LOC123402722	Triticum_turgidum|TRITD_6Bv1G091800, Triticum_turgidum|TRITD_6Av1G104260
OG0003382	Hordeum_vulgare|LOC123444197	Triticum_turgidum|TRITD_3Bv1G152320
OG0003383	Hordeum_vulgare|LOC123442428	Triticum_turgidum|TRITD_3Av1G001360, Triticum_turgidum|TRITD_3Bv1G005720
OG0003386	Hordeum_vulgare|LOC123439594, Hordeum_vulgare|LOC123443096	Triticum_turgidum|TRITD_3Av1G051250, Triticum_turgidum|TRITD_3Av1G051270, Triticum_turgidum|TRITD_3Bv1G057260, Triticum_turgidum|TRITD_3Bv1G057250
OG0003387	Hordeum_vulgare|LOC123440120	Triticum_turgidum|TRITD_3Bv1G154510, Triticum_turgidum|TRITD_3Av1G173680
OG0003388	Hordeum_vulgare|LOC123411465	Triticum_turgidum|TRITD_7Bv1G132670
OG0003389	Hordeum_vulgare|LOC123439142	Triticum_turgidum|TRITD_3Av1G002080, Triticum_turgidum|TRITD_3Bv1G003340, Triticum_turgidum|TRITD_3Av1G002110
OG0003390	Hordeum_vulgare|LOC123453190	Triticum_turgidum|TRITD_4Av1G223840
OG0003390	Hordeum_vulgare|LOC123445470	Triticum_turgidum|TRITD_3Av1G265870, Triticum_turgidum|TRITD_3Bv1G260100
OG0003392	Hordeum_vulgare|LOC123441035, Hordeum_vulgare|LOC123441036	Triticum_turgidum|TRITD_3Bv1G270070, Triticum_turgidum|TRITD_3Av1G274790, Triticum_turgidum|TRITD_3Bv1G270090
OG0003393	Hordeum_vulgare|LOC123439196	Triticum_turgidum|TRITD_3Bv1G009750, Triticum_turgidum|TRITD_3Av1G011150, Triticum_turgidum|TRITD_3Bv1G009730
OG0003394	Hordeum_vulgare|LOC123444916	Triticum_turgidum|TRITD_3Bv1G194540
OG0003395	Hordeum_vulgare|LOC123444009	Triticum_turgidum|TRITD_3Bv1G138690, Triticum_turgidum|TRITD_3Av1G158740
OG0003395	Hordeum_vulgare|LOC123441189	Triticum_turgidum|TRITD_3Bv1G280310
OG0003396	Hordeum_vulgare|LOC123444255	Triticum_turgidum|TRITD_3Bv1G145640, Triticum_turgidum|TRITD_3Bv1G145780, Triticum_turgidum|TRITD_3Av1G167500
OG0003398	Hordeum_vulgare|LOC123442948	Triticum_turgidum|TRITD_3Bv1G045340
OG0003399	Hordeum_vulgare|LOC123405934	Triticum_turgidum|TRITD_6Bv1G204760, Triticum_turgidum|TRITD_3Bv1G218620, Triticum_turgidum|TRITD_6Av1G208600
OG0003400	Hordeum_vulgare|LOC123440105	Triticum_turgidum|TRITD_3Av1G150030
OG0003401	Hordeum_vulgare|LOC123444344	Triticum_turgidum|TRITD_3Av1G024540, Triticum_turgidum|TRITD_3Av1G184400, Triticum_turgidum|TRITD_3Bv1G166520
OG0003402	Hordeum_vulgare|LOC123448740	Triticum_turgidum|TRITD_2Av1G223450
OG0003404	Hordeum_vulgare|LOC123395153	Triticum_turgidum|TRITD_5Av1G095160, Triticum_turgidum|TRITD_5Bv1G077380
OG0003404	Hordeum_vulgare|LOC123446212	Triticum_turgidum|TRITD_4Av1G149780
OG0003405	Hordeum_vulgare|LOC123448026	Triticum_turgidum|TRITD_4Bv1G046340, Triticum_turgidum|TRITD_4Bv1G046270
OG0003406	Hordeum_vulgare|LOC123447093	Triticum_turgidum|TRITD_4Bv1G171010, Triticum_turgidum|TRITD_4Av1G003620
OG0003407	Hordeum_vulgare|LOC123450986	Triticum_turgidum|TRITD_4Av1G201370, Triticum_turgidum|TRITD_4Av1G201400, Triticum_turgidum|TRITD_4Av1G201360
OG0003408	Hordeum_vulgare|LOC123447795	Triticum_turgidum|TRITD_1Av1G021600, Triticum_turgidum|TRITD_1Bv1G024680, Triticum_turgidum|TRITD_4Bv1G027390, Triticum_turgidum|TRITD_4Av1G176220
OG0003409	Hordeum_vulgare|LOC123446998	Triticum_turgidum|TRITD_4Av1G010230, Triticum_turgidum|TRITD_4Bv1G163580
OG0003410	Hordeum_vulgare|LOC123450993	Triticum_turgidum|TRITD_4Bv1G005370, Triticum_turgidum|TRITD_4Bv1G005450, Triticum_turgidum|TRITD_4Bv1G005350, Triticum_turgidum|TRITD_4Av1G200710, Triticum_turgidum|TRITD_4Bv1G005830
OG0003411	Hordeum_vulgare|LOC123412650	Triticum_turgidum|TRITD_7Av1G160830, Triticum_turgidum|TRITD_7Bv1G119040
OG0003412	Hordeum_vulgare|LOC123447592	Triticum_turgidum|TRITD_4Bv1G204650
OG0003412	Hordeum_vulgare|LOC123447591, Hordeum_vulgare|LOC123409604	Triticum_turgidum|TRITD_5Av1G256080, Triticum_turgidum|TRITD_4Bv1G204970, Triticum_turgidum|TRITD_3Bv1G270610
OG0003413	Hordeum_vulgare|LOC123412012	Triticum_turgidum|TRITD_7Av1G210400
OG0003414	Hordeum_vulgare|LOC123448106	Triticum_turgidum|TRITD_4Bv1G051780, Triticum_turgidum|TRITD_4Av1G155460
OG0003415	Hordeum_vulgare|LOC123447245	Triticum_turgidum|TRITD_3Bv1G147230, Triticum_turgidum|TRITD_4Bv1G009340, Triticum_turgidum|TRITD_4Av1G142980, Triticum_turgidum|TRITD_4Av1G196650
OG0003416	Hordeum_vulgare|LOC123450216	Triticum_turgidum|TRITD_4Bv1G017820
OG0003417	Hordeum_vulgare|LOC123395843	Triticum_turgidum|TRITD_5Av1G115450, Triticum_turgidum|TRITD_5Bv1G097280
OG0003418	Hordeum_vulgare|LOC123399132	Triticum_turgidum|TRITD_5Av1G018160
OG0003418	Hordeum_vulgare|LOC123448134	Triticum_turgidum|TRITD_6Av1G209860
OG0003419	Hordeum_vulgare|LOC123449342	Triticum_turgidum|TRITD_4Av1G020190, Triticum_turgidum|TRITD_4Bv1G150860
OG0003419	Hordeum_vulgare|LOC123451782	Triticum_turgidum|TRITD_5Bv1G180170
OG0003420	Hordeum_vulgare|LOC123430673	Triticum_turgidum|TRITD_1Bv1G097610
OG0003421	Hordeum_vulgare|LOC123448546	Triticum_turgidum|TRITD_4Av1G126910, Triticum_turgidum|TRITD_4Bv1G088780
OG0003421	Hordeum_vulgare|LOC123395874	Triticum_turgidum|TRITD_5Bv1G061940, Triticum_turgidum|TRITD_5Av1G071580
OG0003422	Hordeum_vulgare|LOC123397967	Triticum_turgidum|TRITD_5Bv1G091600, Triticum_turgidum|TRITD_5Av1G109720
OG0003422	Hordeum_vulgare|LOC123448109	Triticum_turgidum|TRITD_4Av1G155270
OG0003423	Hordeum_vulgare|LOC123448239	Triticum_turgidum|TRITD_4Bv1G060980, Triticum_turgidum|TRITD_4Av1G139700
OG0003424	Hordeum_vulgare|LOC123398111	Triticum_turgidum|TRITD_5Av1G143110, Triticum_turgidum|TRITD_5Bv1G132940, Triticum_turgidum|TRITD_1Av1G213700, Triticum_turgidum|TRITD_4Bv1G039090
OG0003425	Hordeum_vulgare|LOC123395391	Triticum_turgidum|TRITD_5Av1G006430
OG0003425	Hordeum_vulgare|LOC123447015	Triticum_turgidum|TRITD_4Av1G201110
OG0003426	Hordeum_vulgare|LOC123444519	Triticum_turgidum|TRITD_5Bv1G185360, Triticum_turgidum|TRITD_4Av1G176690, Triticum_turgidum|TRITD_3Bv1G177280
OG0003427	Hordeum_vulgare|LOC123445170	Triticum_turgidum|TRITD_1Av1G178400, Triticum_turgidum|TRITD_1Bv1G164370, Triticum_turgidum|TRITD_4Av1G191940
OG0003428	Hordeum_vulgare|LOC123450856	Triticum_turgidum|TRITD_5Bv1G145700, Triticum_turgidum|TRITD_5Av1G243050, Triticum_turgidum|TRITD_5Av1G243120, Triticum_turgidum|TRITD_4Bv1G191450
OG0003429	Hordeum_vulgare|LOC123425461	Triticum_turgidum|TRITD_2Av1G062580, Triticum_turgidum|TRITD_2Bv1G073510
OG0003430	Hordeum_vulgare|LOC123449977	Triticum_turgidum|TRITD_4Bv1G203220
OG0003430	Hordeum_vulgare|LOC123402441	Triticum_turgidum|TRITD_6Bv1G128400, Triticum_turgidum|TRITD_6Av1G136030
OG0003431	Hordeum_vulgare|LOC123447282	Triticum_turgidum|TRITD_5Av1G240800, Triticum_turgidum|TRITD_4Bv1G187100
OG0003432	Hordeum_vulgare|LOC123395330	Triticum_turgidum|TRITD_5Av1G112430
OG0003432	Hordeum_vulgare|LOC123448064	Triticum_turgidum|TRITD_4Bv1G049240, Triticum_turgidum|TRITD_4Av1G152750
OG0003433	Hordeum_vulgare|LOC123397471	Triticum_turgidum|TRITD_5Bv1G106350, Triticum_turgidum|TRITD_5Av1G126890, Triticum_turgidum|TRITD_5Bv1G106310
OG0003434	Hordeum_vulgare|LOC123452858	Triticum_turgidum|TRITD_5Av1G224810, Triticum_turgidum|TRITD_5Bv1G224190
OG0003437	Hordeum_vulgare|LOC123395798	Triticum_turgidum|TRITD_5Bv1G130180
OG0003438	Hordeum_vulgare|LOC123425233	Triticum_turgidum|TRITD_3Bv1G041330, Triticum_turgidum|TRITD_2Av1G050880, Triticum_turgidum|TRITD_5Av1G021770, Triticum_turgidum|TRITD_5Bv1G021990
OG0003439	Hordeum_vulgare|LOC123412286	Triticum_turgidum|TRITD_5Bv1G176860, Triticum_turgidum|TRITD_5Av1G187140, Triticum_turgidum|TRITD_7Av1G098800, Triticum_turgidum|TRITD_7Bv1G072440
OG0003441	Hordeum_vulgare|LOC123395880	Triticum_turgidum|TRITD_5Bv1G011050
OG0003442	Hordeum_vulgare|LOC123451821	Triticum_turgidum|TRITD_5Av1G189420
OG0003443	Hordeum_vulgare|LOC123399474	Triticum_turgidum|TRITD_5Av1G160840
OG0003443	Hordeum_vulgare|LOC123404312	Triticum_turgidum|TRITD_6Bv1G211550
OG0003444	Hordeum_vulgare|LOC123452470	Triticum_turgidum|TRITD_5Av1G209800, Triticum_turgidum|TRITD_7Bv1G060980, Triticum_turgidum|TRITD_7Av1G086560
OG0003446	Hordeum_vulgare|LOC123395914	Triticum_turgidum|TRITD_5Bv1G086790
OG0003446	Hordeum_vulgare|LOC123448199	Triticum_turgidum|TRITD_4Av1G146850, Triticum_turgidum|TRITD_4Bv1G057540
OG0003447	Hordeum_vulgare|LOC123453084	Triticum_turgidum|TRITD_5Bv1G233850, Triticum_turgidum|TRITD_5Av1G234210
OG0003448	Hordeum_vulgare|LOC123453035	Triticum_turgidum|TRITD_5Bv1G233150, Triticum_turgidum|TRITD_5Av1G233690, Triticum_turgidum|TRITD_5Bv1G231990, Triticum_turgidum|TRITD_5Av1G232760
OG0003449	Hordeum_vulgare|LOC123395074	Triticum_turgidum|TRITD_4Av1G215130
OG0003449	Hordeum_vulgare|LOC123395073	Triticum_turgidum|TRITD_5Bv1G245530
OG0003450	Hordeum_vulgare|LOC123395117, Hordeum_vulgare|LOC123395118	Triticum_turgidum|TRITD_4Bv1G172160, Triticum_turgidum|TRITD_5Bv1G247060
OG0003452	Hordeum_vulgare|LOC123451975	Triticum_turgidum|TRITD_5Av1G002070, Triticum_turgidum|TRITD_4Av1G008010, Triticum_turgidum|TRITD_5Bv1G017370, Triticum_turgidum|TRITD_5Av1G002110
OG0003452	Hordeum_vulgare|LOC123452828	Triticum_turgidum|TRITD_5Bv1G008830, Triticum_turgidum|TRITD_5Av1G002120
OG0003453	Hordeum_vulgare|LOC123410987	Triticum_turgidum|TRITD_7Av1G248740, Triticum_turgidum|TRITD_7Bv1G197220
OG0003454	Hordeum_vulgare|LOC123395121	Triticum_turgidum|TRITD_4Av1G212940, Triticum_turgidum|TRITD_5Bv1G247310, Triticum_turgidum|TRITD_4Av1G212870
