Orthogroup	Hordeum_vulgare	Aegilops_speltoides
OG0000071	Hordeum_vulgare|LOC123428762, Hordeum_vulgare|LOC123429148, Hordeum_vulgare|LOC123429533, Hordeum_vulgare|LOC123424045, Hordeum_vulgare|LOC123424777, Hordeum_vulgare|LOC123418971, Hordeum_vulgare|LOC123424416, Hordeum_vulgare|LOC123424605, Hordeum_vulgare|LOC123425039, Hordeum_vulgare|LOC123425231, Hordeum_vulgare|LOC123419577, Hordeum_vulgare|LOC123419579, Hordeum_vulgare|LOC123423389	Aegilops_speltoides|GWHGBFXR000109.1
OG0000072	Hordeum_vulgare|LOC123447217	Aegilops_speltoides|GWHGBFXR004698.1, Aegilops_speltoides|GWHGBFXR019310.1
OG0000072	Hordeum_vulgare|LOC123431169	Aegilops_speltoides|GWHGBFXR009911.1
OG0000072	Hordeum_vulgare|LOC123431171	Aegilops_speltoides|GWHGBFXR009913.1
OG0000072	Hordeum_vulgare|LOC123428891	Aegilops_speltoides|GWHGBFXR009912.1
OG0000073	Hordeum_vulgare|LOC123413521, Hordeum_vulgare|LOC123401672, Hordeum_vulgare|LOC123418612, Hordeum_vulgare|LOC123404950, Hordeum_vulgare|LOC123418613, Hordeum_vulgare|LOC123403854, Hordeum_vulgare|LOC123418614, Hordeum_vulgare|LOC123401489	Aegilops_speltoides|GWHGBFXR026393.1
OG0000073	Hordeum_vulgare|LOC123405988, Hordeum_vulgare|LOC123401066	Aegilops_speltoides|GWHGBFXR026023.1, Aegilops_speltoides|GWHGBFXR026020.1
OG0000073	Hordeum_vulgare|LOC123403084, Hordeum_vulgare|LOC123452909, Hordeum_vulgare|LOC123401191	Aegilops_speltoides|GWHGBFXR026110.1
OG0000074	Hordeum_vulgare|LOC123439344	Aegilops_speltoides|GWHGBFXR011123.1
OG0000074	Hordeum_vulgare|LOC123442671	Aegilops_speltoides|GWHGBFXR011111.1
OG0000075	Hordeum_vulgare|LOC123398209	Aegilops_speltoides|GWHGBFXR000269.1, Aegilops_speltoides|GWHGBFXR026416.1, Aegilops_speltoides|GWHGBFXR000028.1, Aegilops_speltoides|GWHGBFXR000018.1, Aegilops_speltoides|GWHGBFXR011135.1, Aegilops_speltoides|GWHGBFXR037187.1, Aegilops_speltoides|GWHGBFXR020539.1, Aegilops_speltoides|GWHGBFXR024443.1, Aegilops_speltoides|GWHGBFXR026814.1, Aegilops_speltoides|GWHGBFXR026815.1, Aegilops_speltoides|GWHGBFXR034658.1
OG0000076	Hordeum_vulgare|LOC123441275, Hordeum_vulgare|LOC123397007	Aegilops_speltoides|GWHGBFXR007873.1, Aegilops_speltoides|GWHGBFXR020561.1, Aegilops_speltoides|GWHGBFXR016838.1, Aegilops_speltoides|GWHGBFXR035382.1, Aegilops_speltoides|GWHGBFXR011829.1, Aegilops_speltoides|GWHGBFXR019600.1, Aegilops_speltoides|GWHGBFXR010504.1, Aegilops_speltoides|GWHGBFXR031820.1, Aegilops_speltoides|GWHGBFXR031494.1, Aegilops_speltoides|GWHGBFXR012519.1, Aegilops_speltoides|GWHGBFXR015908.1, Aegilops_speltoides|GWHGBFXR012953.1, Aegilops_speltoides|GWHGBFXR006632.1, Aegilops_speltoides|GWHGBFXR016727.1, Aegilops_speltoides|GWHGBFXR022529.1, Aegilops_speltoides|GWHGBFXR033467.1, Aegilops_speltoides|GWHGBFXR012527.1, Aegilops_speltoides|GWHGBFXR001172.1, Aegilops_speltoides|GWHGBFXR035981.1, Aegilops_speltoides|GWHGBFXR031042.1, Aegilops_speltoides|GWHGBFXR000032.1, Aegilops_speltoides|GWHGBFXR010680.1, Aegilops_speltoides|GWHGBFXR015095.1, Aegilops_speltoides|GWHGBFXR004587.1, Aegilops_speltoides|GWHGBFXR016129.1, Aegilops_speltoides|GWHGBFXR016347.1, Aegilops_speltoides|GWHGBFXR016128.1, Aegilops_speltoides|GWHGBFXR035873.1, Aegilops_speltoides|GWHGBFXR030391.1, Aegilops_speltoides|GWHGBFXR036983.1, Aegilops_speltoides|GWHGBFXR034850.1
OG0000077	Hordeum_vulgare|LOC123416997	Aegilops_speltoides|GWHGBFXR036506.1
OG0000077	Hordeum_vulgare|LOC123418199	Aegilops_speltoides|GWHGBFXR036506.1
OG0000078	Hordeum_vulgare|LOC123412986	Aegilops_speltoides|GWHGBFXR002613.1
OG0000078	Hordeum_vulgare|LOC123413067	Aegilops_speltoides|GWHGBFXR002615.1
OG0000078	Hordeum_vulgare|LOC123413056	Aegilops_speltoides|GWHGBFXR002608.1
OG0000078	Hordeum_vulgare|LOC123413098, Hordeum_vulgare|LOC123413078	Aegilops_speltoides|GWHGBFXR002614.1
OG0000079	Hordeum_vulgare|LOC123396338	Aegilops_speltoides|GWHGBFXR001598.1, Aegilops_speltoides|GWHGBFXR013394.1
OG0000079	Hordeum_vulgare|LOC123440436	Aegilops_speltoides|GWHGBFXR015035.1, Aegilops_speltoides|GWHGBFXR034804.1, Aegilops_speltoides|GWHGBFXR027423.1, Aegilops_speltoides|GWHGBFXR017324.1, Aegilops_speltoides|GWHGBFXR021468.1, Aegilops_speltoides|GWHGBFXR004526.1, Aegilops_speltoides|GWHGBFXR009040.1, Aegilops_speltoides|GWHGBFXR012139.1, Aegilops_speltoides|GWHGBFXR004734.1, Aegilops_speltoides|GWHGBFXR003057.1
OG0000080	Hordeum_vulgare|LOC123446959	Aegilops_speltoides|GWHGBFXR016388.1
OG0000080	Hordeum_vulgare|LOC123449966	Aegilops_speltoides|GWHGBFXR019769.1
OG0000080	Hordeum_vulgare|LOC123413646	Aegilops_speltoides|GWHGBFXR034975.1
OG0000080	Hordeum_vulgare|LOC123405951	Aegilops_speltoides|GWHGBFXR027286.1
OG0000080	Hordeum_vulgare|LOC123452511	Aegilops_speltoides|GWHGBFXR024216.1
OG0000080	Hordeum_vulgare|LOC123444074	Aegilops_speltoides|GWHGBFXR037217.1
OG0000081	Hordeum_vulgare|LOC123430399	Aegilops_speltoides|GWHGBFXR007726.1
OG0000081	Hordeum_vulgare|LOC123430400	Aegilops_speltoides|GWHGBFXR007730.1, Aegilops_speltoides|GWHGBFXR007731.1, Aegilops_speltoides|GWHGBFXR007729.1, Aegilops_speltoides|GWHGBFXR007727.1
OG0000081	Hordeum_vulgare|LOC123430401, Hordeum_vulgare|LOC123428590, Hordeum_vulgare|LOC123430402	Aegilops_speltoides|GWHGBFXR007728.1
OG0000082	Hordeum_vulgare|LOC123407066	Aegilops_speltoides|GWHGBFXR030280.1
OG0000084	Hordeum_vulgare|LOC123431505	Aegilops_speltoides|GWHGBFXR000490.1, Aegilops_speltoides|GWHGBFXR000491.1, Aegilops_speltoides|GWHGBFXR019486.1, Aegilops_speltoides|GWHGBFXR019735.1, Aegilops_speltoides|GWHGBFXR019734.1, Aegilops_speltoides|GWHGBFXR035105.1, Aegilops_speltoides|GWHGBFXR025800.1, Aegilops_speltoides|GWHGBFXR007034.1, Aegilops_speltoides|GWHGBFXR026584.1, Aegilops_speltoides|GWHGBFXR017883.1
OG0000084	Hordeum_vulgare|LOC123403928	Aegilops_speltoides|GWHGBFXR027942.1, Aegilops_speltoides|GWHGBFXR020198.1, Aegilops_speltoides|GWHGBFXR030345.1
OG0000084	Hordeum_vulgare|LOC123407274, Hordeum_vulgare|LOC123425145, Hordeum_vulgare|LOC123399430	Aegilops_speltoides|GWHGBFXR002882.1, Aegilops_speltoides|GWHGBFXR002883.1, Aegilops_speltoides|GWHGBFXR023564.1
OG0000084	Hordeum_vulgare|LOC123405291, Hordeum_vulgare|LOC123405339, Hordeum_vulgare|LOC123409298, Hordeum_vulgare|LOC123440172	Aegilops_speltoides|GWHGBFXR036785.1
OG0000085	Hordeum_vulgare|LOC123430060, Hordeum_vulgare|LOC123413472	Aegilops_speltoides|GWHGBFXR017740.1, Aegilops_speltoides|GWHGBFXR021454.1, Aegilops_speltoides|GWHGBFXR036512.1, Aegilops_speltoides|GWHGBFXR033499.1, Aegilops_speltoides|GWHGBFXR017694.1, Aegilops_speltoides|GWHGBFXR003759.1, Aegilops_speltoides|GWHGBFXR026644.1, Aegilops_speltoides|GWHGBFXR037465.1, Aegilops_speltoides|GWHGBFXR034943.1
OG0000086	Hordeum_vulgare|LOC123399770	Aegilops_speltoides|GWHGBFXR022242.1, Aegilops_speltoides|GWHGBFXR022235.1
OG0000086	Hordeum_vulgare|LOC123399772, Hordeum_vulgare|LOC123396572	Aegilops_speltoides|GWHGBFXR022244.1, Aegilops_speltoides|GWHGBFXR022243.1, Aegilops_speltoides|GWHGBFXR022245.1
OG0000087	Hordeum_vulgare|LOC123406072	Aegilops_speltoides|GWHGBFXR027116.1
OG0000087	Hordeum_vulgare|LOC123403921	Aegilops_speltoides|GWHGBFXR027118.1
OG0000087	Hordeum_vulgare|LOC123402286	Aegilops_speltoides|GWHGBFXR027119.1
OG0000087	Hordeum_vulgare|LOC123404517	Aegilops_speltoides|GWHGBFXR027124.1
OG0000089	Hordeum_vulgare|LOC123405806, Hordeum_vulgare|LOC123403825, Hordeum_vulgare|LOC123403826, Hordeum_vulgare|LOC123405807, Hordeum_vulgare|LOC123404755	Aegilops_speltoides|GWHGBFXR036100.1, Aegilops_speltoides|GWHGBFXR036097.1, Aegilops_speltoides|GWHGBFXR036096.1, Aegilops_speltoides|GWHGBFXR036101.1, Aegilops_speltoides|GWHGBFXR029480.1, Aegilops_speltoides|GWHGBFXR029481.1
OG0000090	Hordeum_vulgare|LOC123442037	Aegilops_speltoides|GWHGBFXR015326.1, Aegilops_speltoides|GWHGBFXR034849.1, Aegilops_speltoides|GWHGBFXR005013.1
OG0000090	Hordeum_vulgare|LOC123409497	Aegilops_speltoides|GWHGBFXR021144.1
OG0000090	Hordeum_vulgare|LOC123408673	Aegilops_speltoides|GWHGBFXR013369.1
OG0000091	Hordeum_vulgare|LOC123421776	Aegilops_speltoides|GWHGBFXR014417.1, Aegilops_speltoides|GWHGBFXR002492.1
OG0000092	Hordeum_vulgare|LOC123398932	Aegilops_speltoides|GWHGBFXR021285.1
OG0000092	Hordeum_vulgare|LOC123434401	Aegilops_speltoides|GWHGBFXR001812.1
OG0000092	Hordeum_vulgare|LOC123444811	Aegilops_speltoides|GWHGBFXR014260.1
OG0000092	Hordeum_vulgare|LOC123394939	Aegilops_speltoides|GWHGBFXR025141.1
OG0000092	Hordeum_vulgare|LOC123447531	Aegilops_speltoides|GWHGBFXR016676.1
OG0000092	Hordeum_vulgare|LOC123399877	Aegilops_speltoides|GWHGBFXR020003.1
OG0000092	Hordeum_vulgare|LOC123430406	Aegilops_speltoides|GWHGBFXR000124.1
OG0000093	Hordeum_vulgare|LOC123397623	Aegilops_speltoides|GWHGBFXR029183.1, Aegilops_speltoides|GWHGBFXR032464.1, Aegilops_speltoides|GWHGBFXR012377.1, Aegilops_speltoides|GWHGBFXR017915.1, Aegilops_speltoides|GWHGBFXR023886.1, Aegilops_speltoides|GWHGBFXR009122.1, Aegilops_speltoides|GWHGBFXR000688.1, Aegilops_speltoides|GWHGBFXR037357.1, Aegilops_speltoides|GWHGBFXR024038.1, Aegilops_speltoides|GWHGBFXR027805.1, Aegilops_speltoides|GWHGBFXR002005.1, Aegilops_speltoides|GWHGBFXR028850.1, Aegilops_speltoides|GWHGBFXR006604.1, Aegilops_speltoides|GWHGBFXR013315.1, Aegilops_speltoides|GWHGBFXR002328.1, Aegilops_speltoides|GWHGBFXR001072.1, Aegilops_speltoides|GWHGBFXR001159.1, Aegilops_speltoides|GWHGBFXR022146.1, Aegilops_speltoides|GWHGBFXR020203.1, Aegilops_speltoides|GWHGBFXR029012.1
OG0000094	Hordeum_vulgare|LOC123450545	Aegilops_speltoides|GWHGBFXR000473.1, Aegilops_speltoides|GWHGBFXR006158.1, Aegilops_speltoides|GWHGBFXR001704.1, Aegilops_speltoides|GWHGBFXR012725.1, Aegilops_speltoides|GWHGBFXR034337.1
OG0000094	Hordeum_vulgare|LOC123412823, Hordeum_vulgare|LOC123441274, Hordeum_vulgare|LOC123440463, Hordeum_vulgare|LOC123450282	Aegilops_speltoides|GWHGBFXR020252.1, Aegilops_speltoides|GWHGBFXR020251.1, Aegilops_speltoides|GWHGBFXR020250.1, Aegilops_speltoides|GWHGBFXR020249.1
OG0000094	Hordeum_vulgare|LOC123405802, Hordeum_vulgare|LOC123429108, Hordeum_vulgare|LOC123439826	Aegilops_speltoides|GWHGBFXR034336.1, Aegilops_speltoides|GWHGBFXR016315.1, Aegilops_speltoides|GWHGBFXR008065.1, Aegilops_speltoides|GWHGBFXR015368.1, Aegilops_speltoides|GWHGBFXR000768.1
OG0000095	Hordeum_vulgare|LOC123409314	Aegilops_speltoides|GWHGBFXR032497.1, Aegilops_speltoides|GWHGBFXR003899.1
OG0000095	Hordeum_vulgare|LOC123412100, Hordeum_vulgare|LOC123426535	Aegilops_speltoides|GWHGBFXR000855.1, Aegilops_speltoides|GWHGBFXR001606.1
OG0000095	Hordeum_vulgare|LOC123430081	Aegilops_speltoides|GWHGBFXR026285.1
OG0000095	Hordeum_vulgare|LOC123452271	Aegilops_speltoides|GWHGBFXR036104.1, Aegilops_speltoides|GWHGBFXR030997.1, Aegilops_speltoides|GWHGBFXR034841.1, Aegilops_speltoides|GWHGBFXR014777.1, Aegilops_speltoides|GWHGBFXR034018.1, Aegilops_speltoides|GWHGBFXR020851.1, Aegilops_speltoides|GWHGBFXR024868.1, Aegilops_speltoides|GWHGBFXR036864.1
OG0000095	Hordeum_vulgare|LOC123396909, Hordeum_vulgare|LOC123401215	Aegilops_speltoides|GWHGBFXR035891.1, Aegilops_speltoides|GWHGBFXR007304.1, Aegilops_speltoides|GWHGBFXR011376.1, Aegilops_speltoides|GWHGBFXR027424.1, Aegilops_speltoides|GWHGBFXR003654.1
OG0000095	Hordeum_vulgare|LOC123407585, Hordeum_vulgare|LOC123450204, Hordeum_vulgare|LOC123426911	Aegilops_speltoides|GWHGBFXR028556.1, Aegilops_speltoides|GWHGBFXR036061.1, Aegilops_speltoides|GWHGBFXR036824.1, Aegilops_speltoides|GWHGBFXR005643.1, Aegilops_speltoides|GWHGBFXR016412.1, Aegilops_speltoides|GWHGBFXR036823.1
OG0000096	Hordeum_vulgare|LOC123397949, Hordeum_vulgare|LOC123413118	Aegilops_speltoides|GWHGBFXR012214.1, Aegilops_speltoides|GWHGBFXR015458.1, Aegilops_speltoides|GWHGBFXR004900.1, Aegilops_speltoides|GWHGBFXR017838.1, Aegilops_speltoides|GWHGBFXR008736.1, Aegilops_speltoides|GWHGBFXR027305.1, Aegilops_speltoides|GWHGBFXR030390.1, Aegilops_speltoides|GWHGBFXR026139.1, Aegilops_speltoides|GWHGBFXR030083.1, Aegilops_speltoides|GWHGBFXR015283.1, Aegilops_speltoides|GWHGBFXR012054.1, Aegilops_speltoides|GWHGBFXR033296.1, Aegilops_speltoides|GWHGBFXR001320.1, Aegilops_speltoides|GWHGBFXR013534.1, Aegilops_speltoides|GWHGBFXR027912.1, Aegilops_speltoides|GWHGBFXR018601.1, Aegilops_speltoides|GWHGBFXR027864.1, Aegilops_speltoides|GWHGBFXR033023.1, Aegilops_speltoides|GWHGBFXR020168.1, Aegilops_speltoides|GWHGBFXR023372.1, Aegilops_speltoides|GWHGBFXR001538.1, Aegilops_speltoides|GWHGBFXR031276.1, Aegilops_speltoides|GWHGBFXR010631.1, Aegilops_speltoides|GWHGBFXR032925.1
OG0000098	Hordeum_vulgare|LOC123424810	Aegilops_speltoides|GWHGBFXR005639.1
OG0000098	Hordeum_vulgare|LOC123424809	Aegilops_speltoides|GWHGBFXR005640.1
OG0000098	Hordeum_vulgare|LOC123424808	Aegilops_speltoides|GWHGBFXR005636.1
OG0000098	Hordeum_vulgare|LOC123429506	Aegilops_speltoides|GWHGBFXR005638.1
OG0000100	Hordeum_vulgare|LOC123405645	Aegilops_speltoides|GWHGBFXR014629.1, Aegilops_speltoides|GWHGBFXR025267.1, Aegilops_speltoides|GWHGBFXR011180.1, Aegilops_speltoides|GWHGBFXR035979.1, Aegilops_speltoides|GWHGBFXR011928.1, Aegilops_speltoides|GWHGBFXR032033.1, Aegilops_speltoides|GWHGBFXR035545.1
OG0000101	Hordeum_vulgare|LOC123407923, Hordeum_vulgare|LOC123412813, Hordeum_vulgare|LOC123409224, Hordeum_vulgare|LOC123412814, Hordeum_vulgare|LOC123408774, Hordeum_vulgare|LOC123412815, Hordeum_vulgare|LOC123408570, Hordeum_vulgare|LOC123410866, Hordeum_vulgare|LOC123407668	Aegilops_speltoides|GWHGBFXR032037.1, Aegilops_speltoides|GWHGBFXR032028.1, Aegilops_speltoides|GWHGBFXR032036.1, Aegilops_speltoides|GWHGBFXR032628.1, Aegilops_speltoides|GWHGBFXR032032.1, Aegilops_speltoides|GWHGBFXR032027.1, Aegilops_speltoides|GWHGBFXR032029.1, Aegilops_speltoides|GWHGBFXR032030.1, Aegilops_speltoides|GWHGBFXR032035.1, Aegilops_speltoides|GWHGBFXR032034.1
OG0000102	Hordeum_vulgare|LOC123429206	Aegilops_speltoides|GWHGBFXR004867.1, Aegilops_speltoides|GWHGBFXR004866.1, Aegilops_speltoides|GWHGBFXR004868.1
OG0000102	Hordeum_vulgare|LOC123429637	Aegilops_speltoides|GWHGBFXR005978.1, Aegilops_speltoides|GWHGBFXR005977.1
OG0000102	Hordeum_vulgare|LOC123425130	Aegilops_speltoides|GWHGBFXR005980.1, Aegilops_speltoides|GWHGBFXR005981.1, Aegilops_speltoides|GWHGBFXR005984.1
OG0000104	Hordeum_vulgare|LOC123449962	Aegilops_speltoides|GWHGBFXR010605.1, Aegilops_speltoides|GWHGBFXR019761.1
OG0000104	Hordeum_vulgare|LOC123442338	Aegilops_speltoides|GWHGBFXR010607.1, Aegilops_speltoides|GWHGBFXR010601.1
OG0000104	Hordeum_vulgare|LOC123439085	Aegilops_speltoides|GWHGBFXR010604.1
OG0000105	Hordeum_vulgare|LOC123403353	Aegilops_speltoides|GWHGBFXR002795.1, Aegilops_speltoides|GWHGBFXR019174.1, Aegilops_speltoides|GWHGBFXR006012.1
OG0000105	Hordeum_vulgare|LOC123402367	Aegilops_speltoides|GWHGBFXR019520.1, Aegilops_speltoides|GWHGBFXR016961.1, Aegilops_speltoides|GWHGBFXR027851.1, Aegilops_speltoides|GWHGBFXR017619.1, Aegilops_speltoides|GWHGBFXR026146.1, Aegilops_speltoides|GWHGBFXR002908.1, Aegilops_speltoides|GWHGBFXR023823.1, Aegilops_speltoides|GWHGBFXR024978.1, Aegilops_speltoides|GWHGBFXR027754.1
OG0000106	Hordeum_vulgare|LOC123425602	Aegilops_speltoides|GWHGBFXR006430.1
OG0000106	Hordeum_vulgare|LOC123447859	Aegilops_speltoides|GWHGBFXR017083.1
OG0000106	Hordeum_vulgare|LOC123411010	Aegilops_speltoides|GWHGBFXR034941.1
OG0000107	Hordeum_vulgare|LOC123440859	Aegilops_speltoides|GWHGBFXR015303.1
OG0000108	Hordeum_vulgare|LOC123441280, Hordeum_vulgare|LOC123442454	Aegilops_speltoides|GWHGBFXR010786.1
OG0000108	Hordeum_vulgare|LOC123439197, Hordeum_vulgare|LOC123442449	Aegilops_speltoides|GWHGBFXR010792.1, Aegilops_speltoides|GWHGBFXR010790.1, Aegilops_speltoides|GWHGBFXR010789.1, Aegilops_speltoides|GWHGBFXR010793.1, Aegilops_speltoides|GWHGBFXR010488.1
OG0000108	Hordeum_vulgare|LOC123439202	Aegilops_speltoides|GWHGBFXR010791.1
OG0000109	Hordeum_vulgare|LOC123399839	Aegilops_speltoides|GWHGBFXR022955.1, Aegilops_speltoides|GWHGBFXR022953.1
OG0000109	Hordeum_vulgare|LOC123396141	Aegilops_speltoides|GWHGBFXR022952.1, Aegilops_speltoides|GWHGBFXR022954.1
OG0000110	Hordeum_vulgare|LOC123410374, Hordeum_vulgare|LOC123410272, Hordeum_vulgare|LOC123413039, Hordeum_vulgare|LOC123413064, Hordeum_vulgare|LOC123411996, Hordeum_vulgare|LOC123411995, Hordeum_vulgare|LOC123411999, Hordeum_vulgare|LOC123412035, Hordeum_vulgare|LOC123412034, Hordeum_vulgare|LOC123412039, Hordeum_vulgare|LOC123410120, Hordeum_vulgare|LOC123410256, Hordeum_vulgare|LOC123413040, Hordeum_vulgare|LOC123411998, Hordeum_vulgare|LOC123412000, Hordeum_vulgare|LOC123412038, Hordeum_vulgare|LOC123412040, Hordeum_vulgare|LOC123413065	Aegilops_speltoides|GWHGBFXR035136.1
OG0000111	Hordeum_vulgare|LOC123439200	Aegilops_speltoides|GWHGBFXR035151.1, Aegilops_speltoides|GWHGBFXR000394.1, Aegilops_speltoides|GWHGBFXR004895.1, Aegilops_speltoides|GWHGBFXR025926.1, Aegilops_speltoides|GWHGBFXR005260.1, Aegilops_speltoides|GWHGBFXR035965.1, Aegilops_speltoides|GWHGBFXR008355.1, Aegilops_speltoides|GWHGBFXR035459.1, Aegilops_speltoides|GWHGBFXR035118.1, Aegilops_speltoides|GWHGBFXR003806.1, Aegilops_speltoides|GWHGBFXR025279.1, Aegilops_speltoides|GWHGBFXR030679.1, Aegilops_speltoides|GWHGBFXR034834.1
OG0000112	Hordeum_vulgare|LOC123441084	Aegilops_speltoides|GWHGBFXR016000.1
OG0000112	Hordeum_vulgare|LOC123441088	Aegilops_speltoides|GWHGBFXR015992.1
OG0000112	Hordeum_vulgare|LOC123441087	Aegilops_speltoides|GWHGBFXR015998.1, Aegilops_speltoides|GWHGBFXR015999.1
OG0000113	Hordeum_vulgare|LOC123431254, Hordeum_vulgare|LOC123431256, Hordeum_vulgare|LOC123431258	Aegilops_speltoides|GWHGBFXR009925.1, Aegilops_speltoides|GWHGBFXR009923.1, Aegilops_speltoides|GWHGBFXR009928.1
OG0000113	Hordeum_vulgare|LOC123431255, Hordeum_vulgare|LOC123431257, Hordeum_vulgare|LOC123431253, Hordeum_vulgare|LOC123431260	Aegilops_speltoides|GWHGBFXR009920.1
OG0000114	Hordeum_vulgare|LOC123428319	Aegilops_speltoides|GWHGBFXR036192.1, Aegilops_speltoides|GWHGBFXR036187.1
OG0000114	Hordeum_vulgare|LOC123407667, Hordeum_vulgare|LOC123408851, Hordeum_vulgare|LOC123411852, Hordeum_vulgare|LOC123412077, Hordeum_vulgare|LOC123412114	Aegilops_speltoides|GWHGBFXR030902.1, Aegilops_speltoides|GWHGBFXR030898.1, Aegilops_speltoides|GWHGBFXR030899.1, Aegilops_speltoides|GWHGBFXR031794.1, Aegilops_speltoides|GWHGBFXR030947.1, Aegilops_speltoides|GWHGBFXR023352.1, Aegilops_speltoides|GWHGBFXR010191.1
OG0000116	Hordeum_vulgare|LOC123424888	Aegilops_speltoides|GWHGBFXR005734.1
OG0000116	Hordeum_vulgare|LOC123407180	Aegilops_speltoides|GWHGBFXR031363.1
OG0000116	Hordeum_vulgare|LOC123407179	Aegilops_speltoides|GWHGBFXR031362.1
OG0000116	Hordeum_vulgare|LOC123407897	Aegilops_speltoides|GWHGBFXR031372.1
OG0000116	Hordeum_vulgare|LOC123407895	Aegilops_speltoides|GWHGBFXR031378.1, Aegilops_speltoides|GWHGBFXR031377.1
OG0000116	Hordeum_vulgare|LOC123407894	Aegilops_speltoides|GWHGBFXR031379.1
OG0000117	Hordeum_vulgare|LOC123444007	Aegilops_speltoides|GWHGBFXR012963.1
OG0000117	Hordeum_vulgare|LOC123407329	Aegilops_speltoides|GWHGBFXR033723.1
OG0000117	Hordeum_vulgare|LOC123402149	Aegilops_speltoides|GWHGBFXR026502.1
OG0000117	Hordeum_vulgare|LOC123428296	Aegilops_speltoides|GWHGBFXR009898.1
OG0000117	Hordeum_vulgare|LOC123398194	Aegilops_speltoides|GWHGBFXR021784.1
OG0000117	Hordeum_vulgare|LOC123444715	Aegilops_speltoides|GWHGBFXR013913.1
OG0000118	Hordeum_vulgare|LOC123440287	Aegilops_speltoides|GWHGBFXR013557.1
OG0000118	Hordeum_vulgare|LOC123419637	Aegilops_speltoides|GWHGBFXR003923.1
OG0000118	Hordeum_vulgare|LOC123419652	Aegilops_speltoides|GWHGBFXR003931.1
OG0000119	Hordeum_vulgare|LOC123398288, Hordeum_vulgare|LOC123398782, Hordeum_vulgare|LOC123449558, Hordeum_vulgare|LOC123448561, Hordeum_vulgare|LOC123405017, Hordeum_vulgare|LOC123440181, Hordeum_vulgare|LOC123401840	Aegilops_speltoides|GWHGBFXR030747.1, Aegilops_speltoides|GWHGBFXR002648.1
OG0000120	Hordeum_vulgare|LOC123439225	Aegilops_speltoides|GWHGBFXR010583.1, Aegilops_speltoides|GWHGBFXR036257.1, Aegilops_speltoides|GWHGBFXR036256.1, Aegilops_speltoides|GWHGBFXR036255.1, Aegilops_speltoides|GWHGBFXR036225.1
OG0000121	Hordeum_vulgare|LOC123399226, Hordeum_vulgare|LOC123399227	Aegilops_speltoides|GWHGBFXR024845.1
OG0000121	Hordeum_vulgare|LOC123399236, Hordeum_vulgare|LOC123407494	Aegilops_speltoides|GWHGBFXR024856.1
OG0000121	Hordeum_vulgare|LOC123453032	Aegilops_speltoides|GWHGBFXR024852.1, Aegilops_speltoides|GWHGBFXR024851.1
OG0000121	Hordeum_vulgare|LOC123399231	Aegilops_speltoides|GWHGBFXR024849.1, Aegilops_speltoides|GWHGBFXR024847.1
OG0000123	Hordeum_vulgare|LOC123450342, Hordeum_vulgare|LOC123450352, Hordeum_vulgare|LOC123450363, Hordeum_vulgare|LOC123450373	Aegilops_speltoides|GWHGBFXR003920.1
OG0000123	Hordeum_vulgare|LOC123404531, Hordeum_vulgare|LOC123405528, Hordeum_vulgare|LOC123403088, Hordeum_vulgare|LOC123403448, Hordeum_vulgare|LOC123403538, Hordeum_vulgare|LOC123403514, Hordeum_vulgare|LOC123405527, Hordeum_vulgare|LOC123403445, Hordeum_vulgare|LOC123402873, Hordeum_vulgare|LOC123402541, Hordeum_vulgare|LOC123402555, Hordeum_vulgare|LOC123418554, Hordeum_vulgare|LOC123403443, Hordeum_vulgare|LOC123404334, Hordeum_vulgare|LOC123421611, Hordeum_vulgare|LOC123403446, Hordeum_vulgare|LOC123402719, Hordeum_vulgare|LOC123402553, Hordeum_vulgare|LOC123404332, Hordeum_vulgare|LOC123403447, Hordeum_vulgare|LOC123402603, Hordeum_vulgare|LOC123402774, Hordeum_vulgare|LOC123404527, Hordeum_vulgare|LOC123404529, Hordeum_vulgare|LOC123403441, Hordeum_vulgare|LOC123403444, Hordeum_vulgare|LOC123402819, Hordeum_vulgare|LOC123404333	Aegilops_speltoides|GWHGBFXR022351.1
OG0000124	Hordeum_vulgare|LOC123403803	Aegilops_speltoides|GWHGBFXR026567.1, Aegilops_speltoides|GWHGBFXR026906.1, Aegilops_speltoides|GWHGBFXR026907.1, Aegilops_speltoides|GWHGBFXR026899.1, Aegilops_speltoides|GWHGBFXR026895.1, Aegilops_speltoides|GWHGBFXR026894.1, Aegilops_speltoides|GWHGBFXR036817.1, Aegilops_speltoides|GWHGBFXR026886.1, Aegilops_speltoides|GWHGBFXR026904.1
OG0000128	Hordeum_vulgare|LOC123418188	Aegilops_speltoides|GWHGBFXR004827.1
OG0000130	Hordeum_vulgare|LOC123442598	Aegilops_speltoides|GWHGBFXR010951.1
OG0000130	Hordeum_vulgare|LOC123439290, Hordeum_vulgare|LOC123439291, Hordeum_vulgare|LOC123442597, Hordeum_vulgare|LOC123442595, Hordeum_vulgare|LOC123442596, Hordeum_vulgare|LOC123439289	Aegilops_speltoides|GWHGBFXR010947.1, Aegilops_speltoides|GWHGBFXR010948.1, Aegilops_speltoides|GWHGBFXR010950.1, Aegilops_speltoides|GWHGBFXR010949.1
OG0000131	Hordeum_vulgare|LOC123396844	Aegilops_speltoides|GWHGBFXR032296.1
