Orthogroup	Hordeum_vulgare	Aegilops_tauschii
OG0000262	Hordeum_vulgare|LOC123445156	Aegilops_tauschii|LOC109758305, Aegilops_tauschii|LOC109758311, Aegilops_tauschii|LOC109758309
OG0000262	Hordeum_vulgare|LOC123445157	Aegilops_tauschii|LOC109758304
OG0000263	Hordeum_vulgare|LOC123426595	Aegilops_tauschii|LOC109787221
OG0000263	Hordeum_vulgare|LOC123447214	Aegilops_tauschii|LOC109734545
OG0000263	Hordeum_vulgare|LOC123440907	Aegilops_tauschii|LOC109732332
OG0000263	Hordeum_vulgare|LOC123413375, Hordeum_vulgare|LOC123403576	Aegilops_tauschii|LOC109777583, Aegilops_tauschii|LOC109785686
OG0000264	Hordeum_vulgare|LOC123397988	Aegilops_tauschii|LOC109749169
OG0000264	Hordeum_vulgare|LOC123429102, Hordeum_vulgare|LOC123419825	Aegilops_tauschii|LOC109773761
OG0000264	Hordeum_vulgare|LOC123442648	Aegilops_tauschii|LOC109776692
OG0000264	Hordeum_vulgare|LOC123442647, Hordeum_vulgare|LOC123439315, Hordeum_vulgare|LOC123442646	Aegilops_tauschii|LOC109761308
OG0000265	Hordeum_vulgare|LOC123429671	Aegilops_tauschii|LOC109784262
OG0000265	Hordeum_vulgare|LOC123399283	Aegilops_tauschii|LOC109749799
OG0000265	Hordeum_vulgare|LOC123425138	Aegilops_tauschii|LOC109769845, Aegilops_tauschii|LOC109760302, Aegilops_tauschii|LOC109764564
OG0000266	Hordeum_vulgare|LOC123406313	Aegilops_tauschii|LOC109778926, Aegilops_tauschii|LOC120966412, Aegilops_tauschii|LOC120967262, Aegilops_tauschii|LOC120966415
OG0000267	Hordeum_vulgare|LOC123445515, Hordeum_vulgare|LOC123445513, Hordeum_vulgare|LOC123445512, Hordeum_vulgare|LOC123445520, Hordeum_vulgare|LOC123445506, Hordeum_vulgare|LOC123445516	Aegilops_tauschii|LOC109786155, Aegilops_tauschii|LOC109746990, Aegilops_tauschii|LOC109740754, Aegilops_tauschii|LOC109740753, Aegilops_tauschii|LOC109740755, Aegilops_tauschii|LOC109740745
OG0000267	Hordeum_vulgare|LOC123445505	Aegilops_tauschii|LOC109732021, Aegilops_tauschii|LOC109746989, Aegilops_tauschii|LOC109746997, Aegilops_tauschii|LOC109746996
OG0000268	Hordeum_vulgare|LOC123409974	Aegilops_tauschii|LOC109764774
OG0000268	Hordeum_vulgare|LOC123411857	Aegilops_tauschii|LOC109764771
OG0000269	Hordeum_vulgare|LOC123415998, Hordeum_vulgare|LOC123409468, Hordeum_vulgare|LOC123400704, Hordeum_vulgare|LOC123409849, Hordeum_vulgare|LOC123447187	Aegilops_tauschii|LOC109741887, Aegilops_tauschii|LOC109751299
OG0000270	Hordeum_vulgare|LOC123413515	Aegilops_tauschii|LOC109772074
OG0000270	Hordeum_vulgare|LOC123413230	Aegilops_tauschii|LOC109748063
OG0000271	Hordeum_vulgare|LOC123412641	Aegilops_tauschii|LOC109762782
OG0000271	Hordeum_vulgare|LOC123410487	Aegilops_tauschii|LOC109734824, Aegilops_tauschii|LOC109734827, Aegilops_tauschii|LOC109734828
OG0000271	Hordeum_vulgare|LOC123411601	Aegilops_tauschii|LOC109734826
OG0000272	Hordeum_vulgare|LOC123409610	Aegilops_tauschii|LOC109752536
OG0000272	Hordeum_vulgare|LOC123401132	Aegilops_tauschii|LOC109749304
OG0000272	Hordeum_vulgare|LOC123401630	Aegilops_tauschii|LOC109765229
OG0000272	Hordeum_vulgare|LOC123427487	Aegilops_tauschii|LOC109770982
OG0000272	Hordeum_vulgare|LOC123413596	Aegilops_tauschii|LOC109768429
OG0000273	Hordeum_vulgare|LOC123426486	Aegilops_tauschii|LOC109738143
OG0000273	Hordeum_vulgare|LOC123426488	Aegilops_tauschii|LOC109738154
OG0000273	Hordeum_vulgare|LOC123398134	Aegilops_tauschii|LOC109761107
OG0000274	Hordeum_vulgare|LOC123395755, Hordeum_vulgare|LOC123405322	Aegilops_tauschii|LOC120966678
OG0000274	Hordeum_vulgare|LOC123412945	Aegilops_tauschii|LOC109750465, Aegilops_tauschii|LOC120966688, Aegilops_tauschii|LOC109765980, Aegilops_tauschii|LOC109750480, Aegilops_tauschii|LOC109765990, Aegilops_tauschii|LOC109748298, Aegilops_tauschii|LOC109750459
OG0000277	Hordeum_vulgare|LOC123397668, Hordeum_vulgare|LOC123424873, Hordeum_vulgare|LOC123405849	Aegilops_tauschii|LOC120966943, Aegilops_tauschii|LOC120967792, Aegilops_tauschii|LOC109779113, Aegilops_tauschii|LOC109748221, Aegilops_tauschii|LOC109786844, Aegilops_tauschii|LOC120962046
OG0000278	Hordeum_vulgare|LOC123449291	Aegilops_tauschii|LOC109732592
OG0000278	Hordeum_vulgare|LOC123425595	Aegilops_tauschii|LOC109737353
OG0000278	Hordeum_vulgare|LOC123452449	Aegilops_tauschii|LOC109750814
OG0000278	Hordeum_vulgare|LOC123448787	Aegilops_tauschii|LOC109744307
OG0000280	Hordeum_vulgare|LOC123426629	Aegilops_tauschii|LOC109774531
OG0000280	Hordeum_vulgare|LOC123426328, Hordeum_vulgare|LOC123411835	Aegilops_tauschii|LOC120973268
OG0000281	Hordeum_vulgare|LOC123403497, Hordeum_vulgare|LOC123404964	Aegilops_tauschii|LOC109758176
OG0000281	Hordeum_vulgare|LOC123404967	Aegilops_tauschii|LOC109758183, Aegilops_tauschii|LOC120974317, Aegilops_tauschii|LOC109746268
OG0000282	Hordeum_vulgare|LOC123426591	Aegilops_tauschii|LOC109774555
OG0000282	Hordeum_vulgare|LOC123445303	Aegilops_tauschii|LOC109769973
OG0000282	Hordeum_vulgare|LOC123445306	Aegilops_tauschii|LOC109769967
OG0000282	Hordeum_vulgare|LOC123445304	Aegilops_tauschii|LOC109769970
OG0000283	Hordeum_vulgare|LOC123426441	Aegilops_tauschii|LOC109762018
OG0000283	Hordeum_vulgare|LOC123409846, Hordeum_vulgare|LOC123410703	Aegilops_tauschii|LOC109732451, Aegilops_tauschii|LOC109732453
OG0000283	Hordeum_vulgare|LOC123410276	Aegilops_tauschii|LOC109732459
OG0000285	Hordeum_vulgare|LOC123412999, Hordeum_vulgare|LOC123412998	Aegilops_tauschii|LOC109749844, Aegilops_tauschii|LOC109749842, Aegilops_tauschii|LOC109749843
OG0000285	Hordeum_vulgare|LOC123450992	Aegilops_tauschii|LOC109779055, Aegilops_tauschii|LOC109739550, Aegilops_tauschii|LOC109738763
OG0000286	Hordeum_vulgare|LOC123452535	Aegilops_tauschii|LOC109781378
OG0000286	Hordeum_vulgare|LOC123398641	Aegilops_tauschii|LOC109781373
OG0000288	Hordeum_vulgare|LOC123426631	Aegilops_tauschii|LOC120966617
OG0000288	Hordeum_vulgare|LOC123427157	Aegilops_tauschii|LOC120966617
OG0000288	Hordeum_vulgare|LOC123416968	Aegilops_tauschii|LOC120966617
OG0000288	Hordeum_vulgare|LOC123416979	Aegilops_tauschii|LOC120966617
OG0000288	Hordeum_vulgare|LOC123420469	Aegilops_tauschii|LOC120966617
OG0000289	Hordeum_vulgare|LOC123410815, Hordeum_vulgare|LOC123407863	Aegilops_tauschii|LOC120962906, Aegilops_tauschii|LOC120967161, Aegilops_tauschii|LOC120976643
OG0000290	Hordeum_vulgare|LOC123445577	Aegilops_tauschii|LOC120967806
OG0000291	Hordeum_vulgare|LOC123398690, Hordeum_vulgare|LOC123442331, Hordeum_vulgare|LOC123427696, Hordeum_vulgare|LOC123412599, Hordeum_vulgare|LOC123408480	Aegilops_tauschii|LOC109755424, Aegilops_tauschii|LOC120967419, Aegilops_tauschii|LOC120976265, Aegilops_tauschii|LOC120976295
OG0000291	Hordeum_vulgare|LOC123451979, Hordeum_vulgare|LOC123404496, Hordeum_vulgare|LOC123398648, Hordeum_vulgare|LOC123431068, Hordeum_vulgare|LOC123442328, Hordeum_vulgare|LOC123407325, Hordeum_vulgare|LOC123450147, Hordeum_vulgare|LOC123396399, Hordeum_vulgare|LOC123442762, Hordeum_vulgare|LOC123442771, Hordeum_vulgare|LOC123442744, Hordeum_vulgare|LOC123410451, Hordeum_vulgare|LOC123431388, Hordeum_vulgare|LOC123442751, Hordeum_vulgare|LOC123406147, Hordeum_vulgare|LOC123450149, Hordeum_vulgare|LOC123442750, Hordeum_vulgare|LOC123399074, Hordeum_vulgare|LOC123412179	Aegilops_tauschii|LOC120968178, Aegilops_tauschii|LOC120967424, Aegilops_tauschii|LOC120967407, Aegilops_tauschii|LOC120968593, Aegilops_tauschii|LOC120967445
OG0000292	Hordeum_vulgare|LOC123444575	Aegilops_tauschii|LOC120967888
OG0000294	Hordeum_vulgare|LOC123421671	Aegilops_tauschii|LOC109773013, Aegilops_tauschii|LOC109773014
OG0000294	Hordeum_vulgare|LOC123430096	Aegilops_tauschii|LOC109736018
OG0000294	Hordeum_vulgare|LOC123430097	Aegilops_tauschii|LOC109736017
OG0000295	Hordeum_vulgare|LOC123444861	Aegilops_tauschii|LOC109768100
OG0000295	Hordeum_vulgare|LOC123446182	Aegilops_tauschii|LOC109739536
OG0000295	Hordeum_vulgare|LOC123449170	Aegilops_tauschii|LOC109757163
OG0000295	Hordeum_vulgare|LOC123420710	Aegilops_tauschii|LOC109765592
OG0000295	Hordeum_vulgare|LOC123445956	Aegilops_tauschii|LOC109770155
OG0000296	Hordeum_vulgare|LOC123448899	Aegilops_tauschii|LOC109733433
OG0000296	Hordeum_vulgare|LOC123429379	Aegilops_tauschii|LOC109785842, Aegilops_tauschii|LOC109777039
OG0000296	Hordeum_vulgare|LOC123439470	Aegilops_tauschii|LOC109773867
OG0000296	Hordeum_vulgare|LOC123442868	Aegilops_tauschii|LOC109756002
OG0000297	Hordeum_vulgare|LOC123399393	Aegilops_tauschii|LOC109744556
OG0000297	Hordeum_vulgare|LOC123425636	Aegilops_tauschii|LOC109743060
OG0000297	Hordeum_vulgare|LOC123404010	Aegilops_tauschii|LOC109745522
OG0000297	Hordeum_vulgare|LOC123427265	Aegilops_tauschii|LOC109759767
OG0000297	Hordeum_vulgare|LOC123427264	Aegilops_tauschii|LOC109759770
OG0000298	Hordeum_vulgare|LOC123426947	Aegilops_tauschii|LOC109740762, Aegilops_tauschii|LOC109739009
OG0000299	Hordeum_vulgare|LOC123429100, Hordeum_vulgare|LOC123429104, Hordeum_vulgare|LOC123419826, Hordeum_vulgare|LOC123419827, Hordeum_vulgare|LOC123429105, Hordeum_vulgare|LOC123429106	Aegilops_tauschii|LOC109773764
OG0000299	Hordeum_vulgare|LOC123408008	Aegilops_tauschii|LOC109759066, Aegilops_tauschii|LOC109787578
OG0000301	Hordeum_vulgare|LOC123450947	Aegilops_tauschii|LOC109760687
OG0000301	Hordeum_vulgare|LOC123431197, Hordeum_vulgare|LOC123438203, Hordeum_vulgare|LOC123405747, Hordeum_vulgare|LOC123405757, Hordeum_vulgare|LOC123405768, Hordeum_vulgare|LOC123405779, Hordeum_vulgare|LOC123404414, Hordeum_vulgare|LOC123409977	Aegilops_tauschii|LOC109734070, Aegilops_tauschii|LOC109734068
OG0000301	Hordeum_vulgare|LOC123445736	Aegilops_tauschii|LOC109771271
OG0000301	Hordeum_vulgare|LOC123402226	Aegilops_tauschii|LOC109782003
OG0000301	Hordeum_vulgare|LOC123410642	Aegilops_tauschii|LOC109732671
OG0000302	Hordeum_vulgare|LOC123441179, Hordeum_vulgare|LOC123441176, Hordeum_vulgare|LOC123404846	Aegilops_tauschii|LOC109771432
OG0000302	Hordeum_vulgare|LOC123450039	Aegilops_tauschii|LOC109732947
OG0000302	Hordeum_vulgare|LOC123445695	Aegilops_tauschii|LOC109784635
OG0000303	Hordeum_vulgare|LOC123447111	Aegilops_tauschii|LOC109761372
OG0000303	Hordeum_vulgare|LOC123447489	Aegilops_tauschii|LOC109780809
OG0000303	Hordeum_vulgare|LOC123399202, Hordeum_vulgare|LOC123399141, Hordeum_vulgare|LOC123399139	Aegilops_tauschii|LOC109757520
OG0000303	Hordeum_vulgare|LOC123447479, Hordeum_vulgare|LOC123447480, Hordeum_vulgare|LOC123447481, Hordeum_vulgare|LOC123447482	Aegilops_tauschii|LOC109763303, Aegilops_tauschii|LOC109763305
OG0000308	Hordeum_vulgare|LOC123412043	Aegilops_tauschii|LOC109737585
OG0000308	Hordeum_vulgare|LOC123447345	Aegilops_tauschii|LOC109741566
OG0000309	Hordeum_vulgare|LOC123446476	Aegilops_tauschii|LOC120973441, Aegilops_tauschii|LOC120966596, Aegilops_tauschii|LOC120965833, Aegilops_tauschii|LOC120966502, Aegilops_tauschii|LOC120965883, Aegilops_tauschii|LOC120965915, Aegilops_tauschii|LOC120969174, Aegilops_tauschii|LOC109744835
OG0000310	Hordeum_vulgare|LOC123444687	Aegilops_tauschii|LOC109779992, Aegilops_tauschii|LOC109779991, Aegilops_tauschii|LOC109779989, Aegilops_tauschii|LOC109779982
OG0000310	Hordeum_vulgare|LOC123399935	Aegilops_tauschii|LOC109768079
OG0000310	Hordeum_vulgare|LOC123397013	Aegilops_tauschii|LOC109768080
OG0000311	Hordeum_vulgare|LOC123430335	Aegilops_tauschii|LOC109737619
OG0000311	Hordeum_vulgare|LOC123449780	Aegilops_tauschii|LOC109750327
OG0000311	Hordeum_vulgare|LOC123396092	Aegilops_tauschii|LOC109770102
OG0000311	Hordeum_vulgare|LOC123397549	Aegilops_tauschii|LOC109741391
OG0000312	Hordeum_vulgare|LOC123448862, Hordeum_vulgare|LOC123448860	Aegilops_tauschii|LOC109785909, Aegilops_tauschii|LOC109778194
OG0000313	Hordeum_vulgare|LOC123405651	Aegilops_tauschii|LOC109750282
OG0000313	Hordeum_vulgare|LOC123401304	Aegilops_tauschii|LOC109750282
OG0000313	Hordeum_vulgare|LOC123407022	Aegilops_tauschii|LOC109781343
OG0000314	Hordeum_vulgare|LOC123445555	Aegilops_tauschii|LOC109776117
OG0000314	Hordeum_vulgare|LOC123445556	Aegilops_tauschii|LOC109770817, Aegilops_tauschii|LOC109770821, Aegilops_tauschii|LOC109770818
OG0000315	Hordeum_vulgare|LOC123439702	Aegilops_tauschii|LOC109757052
OG0000315	Hordeum_vulgare|LOC123444187	Aegilops_tauschii|LOC109755062
OG0000315	Hordeum_vulgare|LOC123443343	Aegilops_tauschii|LOC109738531, Aegilops_tauschii|LOC109763994
OG0000315	Hordeum_vulgare|LOC123443353, Hordeum_vulgare|LOC123443312, Hordeum_vulgare|LOC123443316, Hordeum_vulgare|LOC123443318, Hordeum_vulgare|LOC123443322, Hordeum_vulgare|LOC123443327, Hordeum_vulgare|LOC123443323, Hordeum_vulgare|LOC123443326	Aegilops_tauschii|LOC109738494, Aegilops_tauschii|LOC109753674
OG0000316	Hordeum_vulgare|LOC123439095, Hordeum_vulgare|LOC123439096	Aegilops_tauschii|LOC109768876, Aegilops_tauschii|LOC109768907, Aegilops_tauschii|LOC109768861, Aegilops_tauschii|LOC109768897
OG0000318	Hordeum_vulgare|LOC123441537, Hordeum_vulgare|LOC123425314, Hordeum_vulgare|LOC123396509, Hordeum_vulgare|LOC123450592, Hordeum_vulgare|LOC123400976, Hordeum_vulgare|LOC123397614, Hordeum_vulgare|LOC123396789, Hordeum_vulgare|LOC123398508	Aegilops_tauschii|LOC109761965, Aegilops_tauschii|LOC109761324, Aegilops_tauschii|LOC120964876
OG0000319	Hordeum_vulgare|LOC123442044, Hordeum_vulgare|LOC123442046, Hordeum_vulgare|LOC123442048	Aegilops_tauschii|LOC109761615, Aegilops_tauschii|LOC109761614, Aegilops_tauschii|LOC109767713, Aegilops_tauschii|LOC109779444, Aegilops_tauschii|LOC109767712
OG0000319	Hordeum_vulgare|LOC123405759	Aegilops_tauschii|LOC109751346, Aegilops_tauschii|LOC109751349
OG0000319	Hordeum_vulgare|LOC123446662, Hordeum_vulgare|LOC123446523	Aegilops_tauschii|LOC109782361
OG0000320	Hordeum_vulgare|LOC123439540	Aegilops_tauschii|LOC109740005
OG0000320	Hordeum_vulgare|LOC123439538, Hordeum_vulgare|LOC123439539, Hordeum_vulgare|LOC123439536, Hordeum_vulgare|LOC123439537	Aegilops_tauschii|LOC109775035
OG0000320	Hordeum_vulgare|LOC123410672	Aegilops_tauschii|LOC109784398
OG0000321	Hordeum_vulgare|LOC123440867	Aegilops_tauschii|LOC109735323
OG0000321	Hordeum_vulgare|LOC123419927, Hordeum_vulgare|LOC123440866	Aegilops_tauschii|LOC109765760, Aegilops_tauschii|LOC109735226
OG0000321	Hordeum_vulgare|LOC123440640	Aegilops_tauschii|LOC109735415, Aegilops_tauschii|LOC109767710
OG0000322	Hordeum_vulgare|LOC123406055	Aegilops_tauschii|LOC109774952, Aegilops_tauschii|LOC109735374
OG0000323	Hordeum_vulgare|LOC123405943	Aegilops_tauschii|LOC109742708
OG0000323	Hordeum_vulgare|LOC123405941, Hordeum_vulgare|LOC123405942	Aegilops_tauschii|LOC109742705, Aegilops_tauschii|LOC109742706
OG0000323	Hordeum_vulgare|LOC123404251	Aegilops_tauschii|LOC109733914
OG0000324	Hordeum_vulgare|LOC123408419	Aegilops_tauschii|LOC109763684
OG0000324	Hordeum_vulgare|LOC123408413, Hordeum_vulgare|LOC123408421, Hordeum_vulgare|LOC123408422	Aegilops_tauschii|LOC109763675
OG0000324	Hordeum_vulgare|LOC123416769	Aegilops_tauschii|LOC109756711, Aegilops_tauschii|LOC109769291
OG0000325	Hordeum_vulgare|LOC123408191, Hordeum_vulgare|LOC123407341, Hordeum_vulgare|LOC123408185, Hordeum_vulgare|LOC123408189, Hordeum_vulgare|LOC123405584, Hordeum_vulgare|LOC123408194, Hordeum_vulgare|LOC123408193, Hordeum_vulgare|LOC123408195	Aegilops_tauschii|LOC109777167, Aegilops_tauschii|LOC109761144, Aegilops_tauschii|LOC109768094, Aegilops_tauschii|LOC109742930, Aegilops_tauschii|LOC109742933, Aegilops_tauschii|LOC109742928, Aegilops_tauschii|LOC109761147, Aegilops_tauschii|LOC109782859, Aegilops_tauschii|LOC120972434
OG0000326	Hordeum_vulgare|LOC123407868	Aegilops_tauschii|LOC109748039
OG0000326	Hordeum_vulgare|LOC123407869	Aegilops_tauschii|LOC109785333, Aegilops_tauschii|LOC109763086
OG0000327	Hordeum_vulgare|LOC123417007, Hordeum_vulgare|LOC123418728, Hordeum_vulgare|LOC123419581, Hordeum_vulgare|LOC123420209, Hordeum_vulgare|LOC123420366, Hordeum_vulgare|LOC123420583, Hordeum_vulgare|LOC123420796, Hordeum_vulgare|LOC123421064, Hordeum_vulgare|LOC123421209, Hordeum_vulgare|LOC123421240, Hordeum_vulgare|LOC123421455, Hordeum_vulgare|LOC123421543, Hordeum_vulgare|LOC123422472, Hordeum_vulgare|LOC123422485, Hordeum_vulgare|LOC123422714, Hordeum_vulgare|LOC123422843, Hordeum_vulgare|LOC123422850, Hordeum_vulgare|LOC123423144, Hordeum_vulgare|LOC123423165, Hordeum_vulgare|LOC123423422, Hordeum_vulgare|LOC123423594, Hordeum_vulgare|LOC123423683, Hordeum_vulgare|LOC123423791, Hordeum_vulgare|LOC123423864, Hordeum_vulgare|rps18	Aegilops_tauschii|LOC120966723, Aegilops_tauschii|LOC120962687
OG0000328	Hordeum_vulgare|LOC123426939	Aegilops_tauschii|LOC109763313
OG0000328	Hordeum_vulgare|LOC123442988	Aegilops_tauschii|LOC109775215
OG0000328	Hordeum_vulgare|LOC123439530, Hordeum_vulgare|LOC123439532	Aegilops_tauschii|LOC109757109, Aegilops_tauschii|LOC109775214
OG0000329	Hordeum_vulgare|LOC123396696	Aegilops_tauschii|LOC109770107
OG0000329	Hordeum_vulgare|LOC123418054	Aegilops_tauschii|LOC109781498
OG0000329	Hordeum_vulgare|LOC123447885	Aegilops_tauschii|LOC109760747, Aegilops_tauschii|LOC109760745
OG0000329	Hordeum_vulgare|LOC123447887	Aegilops_tauschii|LOC109760746
OG0000330	Hordeum_vulgare|LOC123420154, Hordeum_vulgare|LOC123450963	Aegilops_tauschii|LOC109756490, Aegilops_tauschii|LOC109777210
OG0000331	Hordeum_vulgare|LOC123428916	Aegilops_tauschii|LOC120962766, Aegilops_tauschii|LOC120973264, Aegilops_tauschii|LOC120976646, Aegilops_tauschii|LOC120964299, Aegilops_tauschii|LOC120965053, Aegilops_tauschii|LOC109750809, Aegilops_tauschii|LOC120964540, Aegilops_tauschii|LOC120974500, Aegilops_tauschii|LOC120964352, Aegilops_tauschii|LOC120966183, Aegilops_tauschii|LOC120976562, Aegilops_tauschii|LOC120962416, Aegilops_tauschii|LOC120969454, Aegilops_tauschii|LOC120966233, Aegilops_tauschii|LOC109779152, Aegilops_tauschii|LOC109742692, Aegilops_tauschii|LOC120968461, Aegilops_tauschii|LOC120962964, Aegilops_tauschii|LOC120975632, Aegilops_tauschii|LOC120962993, Aegilops_tauschii|LOC120974166, Aegilops_tauschii|LOC120966227, Aegilops_tauschii|LOC120964571, Aegilops_tauschii|LOC120965125, Aegilops_tauschii|LOC120966249
OG0000332	Hordeum_vulgare|LOC123439107	Aegilops_tauschii|LOC109770096
OG0000332	Hordeum_vulgare|LOC123404989	Aegilops_tauschii|LOC109748685
OG0000332	Hordeum_vulgare|LOC123439105	Aegilops_tauschii|LOC109748563, Aegilops_tauschii|LOC120975241
OG0000333	Hordeum_vulgare|LOC123399977, Hordeum_vulgare|LOC123416988	Aegilops_tauschii|LOC120976899, Aegilops_tauschii|LOC120976445, Aegilops_tauschii|LOC120962830, Aegilops_tauschii|LOC120976898, Aegilops_tauschii|LOC120962683, Aegilops_tauschii|LOC109764330, Aegilops_tauschii|LOC120963057, Aegilops_tauschii|LOC120969588, Aegilops_tauschii|LOC120969594, Aegilops_tauschii|LOC120969595, Aegilops_tauschii|LOC120969887, Aegilops_tauschii|LOC120969888, Aegilops_tauschii|LOC120968433, Aegilops_tauschii|LOC120968435, Aegilops_tauschii|LOC120975488
OG0000334	Hordeum_vulgare|LOC123401837	Aegilops_tauschii|LOC109767667
OG0000334	Hordeum_vulgare|LOC123401969	Aegilops_tauschii|LOC109765030, Aegilops_tauschii|LOC109765031, Aegilops_tauschii|LOC109785030, Aegilops_tauschii|LOC109765012, Aegilops_tauschii|LOC109767664, Aegilops_tauschii|LOC109765384, Aegilops_tauschii|LOC109765027
OG0000337	Hordeum_vulgare|LOC123430768	Aegilops_tauschii|LOC109749820
OG0000337	Hordeum_vulgare|LOC123430770	Aegilops_tauschii|LOC109737946
OG0000338	Hordeum_vulgare|LOC123451185	Aegilops_tauschii|LOC109773749, Aegilops_tauschii|LOC109733449
OG0000338	Hordeum_vulgare|LOC123451184	Aegilops_tauschii|LOC109733454, Aegilops_tauschii|LOC109733453
OG0000339	Hordeum_vulgare|LOC123449724	Aegilops_tauschii|LOC109787258
OG0000339	Hordeum_vulgare|LOC123447275	Aegilops_tauschii|LOC109735446
OG0000339	Hordeum_vulgare|LOC123452889, Hordeum_vulgare|LOC123452893	Aegilops_tauschii|LOC109761397
OG0000339	Hordeum_vulgare|LOC123394912	Aegilops_tauschii|LOC109755495
OG0000341	Hordeum_vulgare|LOC123430792	Aegilops_tauschii|LOC109755020, Aegilops_tauschii|LOC109755018, Aegilops_tauschii|LOC109746517, Aegilops_tauschii|LOC109755016, Aegilops_tauschii|LOC109755012
OG0000342	Hordeum_vulgare|LOC123403005	Aegilops_tauschii|LOC109781309
OG0000342	Hordeum_vulgare|LOC123403410	Aegilops_tauschii|LOC109760607, Aegilops_tauschii|LOC109761766
OG0000342	Hordeum_vulgare|LOC123403720	Aegilops_tauschii|LOC109761768, Aegilops_tauschii|LOC109768977, Aegilops_tauschii|LOC109761769
OG0000343	Hordeum_vulgare|LOC123413267	Aegilops_tauschii|LOC109749931
OG0000343	Hordeum_vulgare|LOC123412441	Aegilops_tauschii|LOC109749929
OG0000343	Hordeum_vulgare|LOC123413268, Hordeum_vulgare|LOC123412379	Aegilops_tauschii|LOC109749923
OG0000343	Hordeum_vulgare|LOC123413266	Aegilops_tauschii|LOC109749919
OG0000343	Hordeum_vulgare|LOC123410744	Aegilops_tauschii|LOC109749926, Aegilops_tauschii|LOC109749932
OG0000344	Hordeum_vulgare|LOC123396713	Aegilops_tauschii|LOC109741038, Aegilops_tauschii|LOC109732754
OG0000344	Hordeum_vulgare|LOC123440612	Aegilops_tauschii|LOC109773657, Aegilops_tauschii|LOC120968108, Aegilops_tauschii|LOC109787338
OG0000345	Hordeum_vulgare|LOC123408105	Aegilops_tauschii|LOC109732937
OG0000345	Hordeum_vulgare|LOC123412371	Aegilops_tauschii|LOC109732936, Aegilops_tauschii|LOC109732926
OG0000345	Hordeum_vulgare|LOC123413470	Aegilops_tauschii|LOC109755855
OG0000345	Hordeum_vulgare|LOC123413471	Aegilops_tauschii|LOC109732935
OG0000346	Hordeum_vulgare|LOC123417021, Hordeum_vulgare|LOC123419585, Hordeum_vulgare|LOC123420217, Hordeum_vulgare|LOC123420360, Hordeum_vulgare|LOC123420587, Hordeum_vulgare|LOC123420794, Hordeum_vulgare|LOC123420899, Hordeum_vulgare|LOC123421214, Hordeum_vulgare|LOC123421236, Hordeum_vulgare|LOC123421546, Hordeum_vulgare|LOC123421670, Hordeum_vulgare|LOC123421771, Hordeum_vulgare|LOC123421966, Hordeum_vulgare|LOC123422470, Hordeum_vulgare|LOC123422483, Hordeum_vulgare|LOC123422611, Hordeum_vulgare|LOC123422718, Hordeum_vulgare|LOC123422839, Hordeum_vulgare|LOC123422854, Hordeum_vulgare|LOC123423147, Hordeum_vulgare|LOC123423162, Hordeum_vulgare|LOC123423272, Hordeum_vulgare|LOC123423418, Hordeum_vulgare|LOC123423435, Hordeum_vulgare|LOC123423591	Aegilops_tauschii|LOC109774879
OG0000347	Hordeum_vulgare|LOC123408530	Aegilops_tauschii|LOC109732493
OG0000347	Hordeum_vulgare|LOC123430765, Hordeum_vulgare|LOC123411428	Aegilops_tauschii|LOC109732484
OG0000347	Hordeum_vulgare|LOC123411788	Aegilops_tauschii|LOC109757624
OG0000348	Hordeum_vulgare|LOC123407961, Hordeum_vulgare|LOC123406918, Hordeum_vulgare|LOC123407962	Aegilops_tauschii|LOC109749271
OG0000349	Hordeum_vulgare|LOC123418305, Hordeum_vulgare|LOC123419407, Hordeum_vulgare|LOC123420114, Hordeum_vulgare|LOC123420288, Hordeum_vulgare|LOC123420362, Hordeum_vulgare|LOC123420900, Hordeum_vulgare|LOC123421237, Hordeum_vulgare|LOC123421673, Hordeum_vulgare|LOC123421774, Hordeum_vulgare|LOC123421967, Hordeum_vulgare|LOC123422612, Hordeum_vulgare|LOC123422796, Hordeum_vulgare|LOC123422840, Hordeum_vulgare|LOC123422978, Hordeum_vulgare|LOC123423020, Hordeum_vulgare|LOC123423041, Hordeum_vulgare|LOC123423130, Hordeum_vulgare|LOC123423163, Hordeum_vulgare|LOC123423273, Hordeum_vulgare|LOC123423315, Hordeum_vulgare|LOC123423420, Hordeum_vulgare|LOC123423437, Hordeum_vulgare|LOC123423592, Hordeum_vulgare|LOC123423898, Hordeum_vulgare|LOC123422695	Aegilops_tauschii|LOC120965335, Aegilops_tauschii|LOC120970293, Aegilops_tauschii|LOC120966720, Aegilops_tauschii|LOC120962922, Aegilops_tauschii|LOC120966069
OG0000351	Hordeum_vulgare|LOC123410501	Aegilops_tauschii|LOC109746814
OG0000351	Hordeum_vulgare|LOC123439383, Hordeum_vulgare|LOC123411390, Hordeum_vulgare|LOC123411391	Aegilops_tauschii|LOC109764870
OG0000351	Hordeum_vulgare|LOC123398099	Aegilops_tauschii|LOC109762970
OG0000351	Hordeum_vulgare|LOC123403367	Aegilops_tauschii|LOC109745883
OG0000354	Hordeum_vulgare|LOC123417421	Aegilops_tauschii|LOC109756480
