Orthogroup	Aegilops_speltoides	Aegilops_tauschii
OG0000359	Aegilops_speltoides|GWHGBFXR008921.1	Aegilops_tauschii|LOC109764634, Aegilops_tauschii|LOC109754759
OG0000359	Aegilops_speltoides|GWHGBFXR008922.1	Aegilops_tauschii|LOC109754752
OG0000360	Aegilops_speltoides|GWHGBFXR012426.1, Aegilops_speltoides|GWHGBFXR010139.1	Aegilops_tauschii|LOC109741637
OG0000361	Aegilops_speltoides|GWHGBFXR011980.1	Aegilops_tauschii|LOC109776770
OG0000361	Aegilops_speltoides|GWHGBFXR013509.1	Aegilops_tauschii|LOC109783802
OG0000361	Aegilops_speltoides|GWHGBFXR021834.1	Aegilops_tauschii|LOC109787299
OG0000361	Aegilops_speltoides|GWHGBFXR027854.1	Aegilops_tauschii|LOC109758293
OG0000362	Aegilops_speltoides|GWHGBFXR011323.1	Aegilops_tauschii|LOC120975331
OG0000363	Aegilops_speltoides|GWHGBFXR028835.1	Aegilops_tauschii|LOC109746903
OG0000363	Aegilops_speltoides|GWHGBFXR016171.1	Aegilops_tauschii|LOC109780302
OG0000363	Aegilops_speltoides|GWHGBFXR018255.1	Aegilops_tauschii|LOC109780258
OG0000363	Aegilops_speltoides|GWHGBFXR012854.1	Aegilops_tauschii|LOC109759972
OG0000364	Aegilops_speltoides|GWHGBFXR011064.1	Aegilops_tauschii|LOC109777055
OG0000364	Aegilops_speltoides|GWHGBFXR029977.1	Aegilops_tauschii|LOC109766495
OG0000365	Aegilops_speltoides|GWHGBFXR014471.1, Aegilops_speltoides|GWHGBFXR014474.1	Aegilops_tauschii|LOC109767947
OG0000365	Aegilops_speltoides|GWHGBFXR034967.1	Aegilops_tauschii|LOC109766489
OG0000366	Aegilops_speltoides|GWHGBFXR018349.1	Aegilops_tauschii|LOC109757387
OG0000366	Aegilops_speltoides|GWHGBFXR018347.1	Aegilops_tauschii|LOC109760406, Aegilops_tauschii|LOC109744285
OG0000366	Aegilops_speltoides|GWHGBFXR018353.1	Aegilops_tauschii|LOC109744286
OG0000367	Aegilops_speltoides|GWHGBFXR020265.1	Aegilops_tauschii|LOC109738416, Aegilops_tauschii|LOC109781726
OG0000367	Aegilops_speltoides|GWHGBFXR018910.1	Aegilops_tauschii|LOC109766063, Aegilops_tauschii|LOC109781723
OG0000367	Aegilops_speltoides|GWHGBFXR020264.1	Aegilops_tauschii|LOC109786903
OG0000367	Aegilops_speltoides|GWHGBFXR020266.1	Aegilops_tauschii|LOC109786902, Aegilops_tauschii|LOC109781721
OG0000368	Aegilops_speltoides|GWHGBFXR025712.1, Aegilops_speltoides|GWHGBFXR026576.1	Aegilops_tauschii|LOC109745184
OG0000368	Aegilops_speltoides|GWHGBFXR025714.1	Aegilops_tauschii|LOC109749792
OG0000369	Aegilops_speltoides|GWHGBFXR027333.1	Aegilops_tauschii|LOC109742999
OG0000369	Aegilops_speltoides|GWHGBFXR027338.1	Aegilops_tauschii|LOC109751015
OG0000369	Aegilops_speltoides|GWHGBFXR027339.1	Aegilops_tauschii|LOC109751006
OG0000370	Aegilops_speltoides|GWHGBFXR027031.1, Aegilops_speltoides|GWHGBFXR027028.1	Aegilops_tauschii|LOC109781797
OG0000370	Aegilops_speltoides|GWHGBFXR025989.1	Aegilops_tauschii|LOC109765014, Aegilops_tauschii|LOC109765000
OG0000370	Aegilops_speltoides|GWHGBFXR027072.1	Aegilops_tauschii|LOC109775001
OG0000371	Aegilops_speltoides|GWHGBFXR036145.1, Aegilops_speltoides|GWHGBFXR037234.1, Aegilops_speltoides|GWHGBFXR037228.1	Aegilops_tauschii|LOC120964088
OG0000372	Aegilops_speltoides|GWHGBFXR037383.1	Aegilops_tauschii|LOC120962899, Aegilops_tauschii|LOC120962690, Aegilops_tauschii|LOC109769358, Aegilops_tauschii|LOC120962907, Aegilops_tauschii|LOC120963047, Aegilops_tauschii|LOC120965157, Aegilops_tauschii|LOC120967051, Aegilops_tauschii|LOC120975587
OG0000373	Aegilops_speltoides|GWHGBFXR030625.1	Aegilops_tauschii|LOC109761326, Aegilops_tauschii|LOC120968601
OG0000373	Aegilops_speltoides|GWHGBFXR030629.1	Aegilops_tauschii|LOC109744013
OG0000373	Aegilops_speltoides|GWHGBFXR014967.1	Aegilops_tauschii|LOC109735692
OG0000374	Aegilops_speltoides|GWHGBFXR023580.1	Aegilops_tauschii|LOC109772278
OG0000375	Aegilops_speltoides|GWHGBFXR000150.1, Aegilops_speltoides|GWHGBFXR026040.1	Aegilops_tauschii|LOC120975642, Aegilops_tauschii|LOC120976235, Aegilops_tauschii|LOC109743831, Aegilops_tauschii|LOC109739892, Aegilops_tauschii|LOC120964941, Aegilops_tauschii|LOC120964939, Aegilops_tauschii|LOC109743833, Aegilops_tauschii|LOC109785818, Aegilops_tauschii|LOC109742820
OG0000375	Aegilops_speltoides|GWHGBFXR004652.1, Aegilops_speltoides|GWHGBFXR031815.1, Aegilops_speltoides|GWHGBFXR010434.1, Aegilops_speltoides|GWHGBFXR030716.1	Aegilops_tauschii|LOC120975240
OG0000375	Aegilops_speltoides|GWHGBFXR001558.1, Aegilops_speltoides|GWHGBFXR026680.1, Aegilops_speltoides|GWHGBFXR002581.1, Aegilops_speltoides|GWHGBFXR026472.1, Aegilops_speltoides|GWHGBFXR005294.1, Aegilops_speltoides|GWHGBFXR031306.1, Aegilops_speltoides|GWHGBFXR026607.1, Aegilops_speltoides|GWHGBFXR025039.1, Aegilops_speltoides|GWHGBFXR003820.1, Aegilops_speltoides|GWHGBFXR004873.1, Aegilops_speltoides|GWHGBFXR026207.1	Aegilops_tauschii|LOC120976056
OG0000375	Aegilops_speltoides|GWHGBFXR009731.1, Aegilops_speltoides|GWHGBFXR034266.1	Aegilops_tauschii|LOC109787286, Aegilops_tauschii|LOC109761153
OG0000376	Aegilops_speltoides|GWHGBFXR026103.1, Aegilops_speltoides|GWHGBFXR006019.1	Aegilops_tauschii|LOC109780048
OG0000376	Aegilops_speltoides|GWHGBFXR016933.1	Aegilops_tauschii|LOC120962430
OG0000377	Aegilops_speltoides|GWHGBFXR035615.1	Aegilops_tauschii|LOC109787080
OG0000377	Aegilops_speltoides|GWHGBFXR031644.1	Aegilops_tauschii|LOC109777267
OG0000378	Aegilops_speltoides|GWHGBFXR015306.1, Aegilops_speltoides|GWHGBFXR020616.1, Aegilops_speltoides|GWHGBFXR023555.1, Aegilops_speltoides|GWHGBFXR009939.1, Aegilops_speltoides|GWHGBFXR000634.1, Aegilops_speltoides|GWHGBFXR009558.1, Aegilops_speltoides|GWHGBFXR025843.1, Aegilops_speltoides|GWHGBFXR025626.1, Aegilops_speltoides|GWHGBFXR025035.1, Aegilops_speltoides|GWHGBFXR030748.1	Aegilops_tauschii|LOC109759943, Aegilops_tauschii|LOC120969471, Aegilops_tauschii|LOC109782362, Aegilops_tauschii|LOC120976982
OG0000379	Aegilops_speltoides|GWHGBFXR001363.1	Aegilops_tauschii|LOC109779232
OG0000379	Aegilops_speltoides|GWHGBFXR010995.1	Aegilops_tauschii|LOC109754091, Aegilops_tauschii|LOC120965835
OG0000379	Aegilops_speltoides|GWHGBFXR007199.1, Aegilops_speltoides|GWHGBFXR013336.1	Aegilops_tauschii|LOC120966732
OG0000379	Aegilops_speltoides|GWHGBFXR010455.1	Aegilops_tauschii|LOC109780182
OG0000380	Aegilops_speltoides|GWHGBFXR005166.1	Aegilops_tauschii|LOC109768584
OG0000380	Aegilops_speltoides|GWHGBFXR022481.1, Aegilops_speltoides|GWHGBFXR021282.1, Aegilops_speltoides|GWHGBFXR019105.1, Aegilops_speltoides|GWHGBFXR010469.1	Aegilops_tauschii|LOC109746191
OG0000381	Aegilops_speltoides|GWHGBFXR007774.1	Aegilops_tauschii|LOC109758056
OG0000381	Aegilops_speltoides|GWHGBFXR007776.1, Aegilops_speltoides|GWHGBFXR007778.1	Aegilops_tauschii|LOC109743803
OG0000381	Aegilops_speltoides|GWHGBFXR007777.1, Aegilops_speltoides|GWHGBFXR007775.1	Aegilops_tauschii|LOC109758066
OG0000381	Aegilops_speltoides|GWHGBFXR007987.1	Aegilops_tauschii|LOC109758077
OG0000382	Aegilops_speltoides|GWHGBFXR012071.1, Aegilops_speltoides|GWHGBFXR027913.1, Aegilops_speltoides|GWHGBFXR007097.1, Aegilops_speltoides|GWHGBFXR022321.1, Aegilops_speltoides|GWHGBFXR030859.1, Aegilops_speltoides|GWHGBFXR034384.1, Aegilops_speltoides|GWHGBFXR006834.1, Aegilops_speltoides|GWHGBFXR007458.1, Aegilops_speltoides|GWHGBFXR004942.1	Aegilops_tauschii|LOC109733088, Aegilops_tauschii|LOC120967399, Aegilops_tauschii|LOC109759183, Aegilops_tauschii|LOC109771772, Aegilops_tauschii|LOC109765803, Aegilops_tauschii|LOC109783992, Aegilops_tauschii|LOC120976262, Aegilops_tauschii|LOC120966830, Aegilops_tauschii|LOC109751274, Aegilops_tauschii|LOC120970851, Aegilops_tauschii|LOC109754851, Aegilops_tauschii|LOC120976344, Aegilops_tauschii|LOC120963417, Aegilops_tauschii|LOC109767256, Aegilops_tauschii|LOC109749406
OG0000383	Aegilops_speltoides|GWHGBFXR008694.1	Aegilops_tauschii|LOC109761744
OG0000383	Aegilops_speltoides|GWHGBFXR009859.1	Aegilops_tauschii|LOC109753582
OG0000383	Aegilops_speltoides|GWHGBFXR004640.1, Aegilops_speltoides|GWHGBFXR004642.1	Aegilops_tauschii|LOC109773971
OG0000384	Aegilops_speltoides|GWHGBFXR008867.1	Aegilops_tauschii|LOC109760055
OG0000384	Aegilops_speltoides|GWHGBFXR008864.1	Aegilops_tauschii|LOC109770728
OG0000384	Aegilops_speltoides|GWHGBFXR022924.1, Aegilops_speltoides|GWHGBFXR022922.1	Aegilops_tauschii|LOC109753934
OG0000384	Aegilops_speltoides|GWHGBFXR008811.1	Aegilops_tauschii|LOC120973705
OG0000384	Aegilops_speltoides|GWHGBFXR008872.1	Aegilops_tauschii|LOC109737194
OG0000385	Aegilops_speltoides|GWHGBFXR014962.1	Aegilops_tauschii|LOC109779807
OG0000385	Aegilops_speltoides|GWHGBFXR005364.1	Aegilops_tauschii|LOC109763984
OG0000385	Aegilops_speltoides|GWHGBFXR013850.1	Aegilops_tauschii|LOC109736179
OG0000385	Aegilops_speltoides|GWHGBFXR013852.1	Aegilops_tauschii|LOC109736180
OG0000385	Aegilops_speltoides|GWHGBFXR024014.1	Aegilops_tauschii|LOC109736185
OG0000385	Aegilops_speltoides|GWHGBFXR013853.1	Aegilops_tauschii|LOC109736184
OG0000386	Aegilops_speltoides|GWHGBFXR033506.1	Aegilops_tauschii|LOC109746445
OG0000386	Aegilops_speltoides|GWHGBFXR019943.1	Aegilops_tauschii|LOC109783075
OG0000386	Aegilops_speltoides|GWHGBFXR019718.1	Aegilops_tauschii|LOC109772774
OG0000386	Aegilops_speltoides|GWHGBFXR033510.1	Aegilops_tauschii|LOC109742231
OG0000386	Aegilops_speltoides|GWHGBFXR009418.1	Aegilops_tauschii|LOC109762941, Aegilops_tauschii|LOC109762936
OG0000387	Aegilops_speltoides|GWHGBFXR005233.1	Aegilops_tauschii|LOC109762272
OG0000387	Aegilops_speltoides|GWHGBFXR005242.1, Aegilops_speltoides|GWHGBFXR005232.1	Aegilops_tauschii|LOC109748229
OG0000388	Aegilops_speltoides|GWHGBFXR027990.1	Aegilops_tauschii|LOC109764630
OG0000388	Aegilops_speltoides|GWHGBFXR006607.1	Aegilops_tauschii|LOC109784695
OG0000388	Aegilops_speltoides|GWHGBFXR005729.1	Aegilops_tauschii|LOC109758834
OG0000388	Aegilops_speltoides|GWHGBFXR024126.1	Aegilops_tauschii|LOC109746079
OG0000389	Aegilops_speltoides|GWHGBFXR008495.1	Aegilops_tauschii|LOC109766113
OG0000389	Aegilops_speltoides|GWHGBFXR029990.1	Aegilops_tauschii|LOC109743575
OG0000389	Aegilops_speltoides|GWHGBFXR029991.1	Aegilops_tauschii|LOC109743585
OG0000390	Aegilops_speltoides|GWHGBFXR007576.1	Aegilops_tauschii|LOC120964981
OG0000391	Aegilops_speltoides|GWHGBFXR005315.1	Aegilops_tauschii|LOC109774730
OG0000391	Aegilops_speltoides|GWHGBFXR023436.1	Aegilops_tauschii|LOC109768199, Aegilops_tauschii|LOC109756691, Aegilops_tauschii|LOC109748932, Aegilops_tauschii|LOC109764607, Aegilops_tauschii|LOC109767612, Aegilops_tauschii|LOC109755457, Aegilops_tauschii|LOC109779211
OG0000391	Aegilops_speltoides|GWHGBFXR030524.1	Aegilops_tauschii|LOC120962473, Aegilops_tauschii|LOC120975769
OG0000392	Aegilops_speltoides|GWHGBFXR012907.1	Aegilops_tauschii|LOC109740147
OG0000392	Aegilops_speltoides|GWHGBFXR025071.1	Aegilops_tauschii|LOC109752678
OG0000392	Aegilops_speltoides|GWHGBFXR034905.1	Aegilops_tauschii|LOC109742430
OG0000393	Aegilops_speltoides|GWHGBFXR029981.1	Aegilops_tauschii|LOC109743491
OG0000393	Aegilops_speltoides|GWHGBFXR031458.1	Aegilops_tauschii|LOC109755301
OG0000393	Aegilops_speltoides|GWHGBFXR029910.1	Aegilops_tauschii|LOC109732086
OG0000393	Aegilops_speltoides|GWHGBFXR018341.1	Aegilops_tauschii|LOC109769708
OG0000395	Aegilops_speltoides|GWHGBFXR023264.1	Aegilops_tauschii|LOC109740689
OG0000395	Aegilops_speltoides|GWHGBFXR023272.1	Aegilops_tauschii|LOC109740682
OG0000395	Aegilops_speltoides|GWHGBFXR023270.1	Aegilops_tauschii|LOC109740684
OG0000395	Aegilops_speltoides|GWHGBFXR023273.1	Aegilops_tauschii|LOC109740691
OG0000396	Aegilops_speltoides|GWHGBFXR021093.1	Aegilops_tauschii|LOC120973172
OG0000396	Aegilops_speltoides|GWHGBFXR036510.1	Aegilops_tauschii|LOC120975541
OG0000396	Aegilops_speltoides|GWHGBFXR024988.1, Aegilops_speltoides|GWHGBFXR027802.1	Aegilops_tauschii|LOC120974871
OG0000398	Aegilops_speltoides|GWHGBFXR027136.1	Aegilops_tauschii|LOC109783841
OG0000398	Aegilops_speltoides|GWHGBFXR027149.1	Aegilops_tauschii|LOC109760521
OG0000398	Aegilops_speltoides|GWHGBFXR027138.1, Aegilops_speltoides|GWHGBFXR027079.1	Aegilops_tauschii|LOC109783837
OG0000399	Aegilops_speltoides|GWHGBFXR031460.1	Aegilops_tauschii|LOC120963370, Aegilops_tauschii|LOC109751856, Aegilops_tauschii|LOC109768837
OG0000399	Aegilops_speltoides|GWHGBFXR028864.1, Aegilops_speltoides|GWHGBFXR035166.1	Aegilops_tauschii|LOC120976546
OG0000400	Aegilops_speltoides|GWHGBFXR035495.1	Aegilops_tauschii|LOC109748553
OG0000400	Aegilops_speltoides|GWHGBFXR035499.1	Aegilops_tauschii|LOC109748555
OG0000400	Aegilops_speltoides|GWHGBFXR035497.1	Aegilops_tauschii|LOC109748550
OG0000400	Aegilops_speltoides|GWHGBFXR035492.1, Aegilops_speltoides|GWHGBFXR035493.1, Aegilops_speltoides|GWHGBFXR035491.1	Aegilops_tauschii|LOC109748554
OG0000400	Aegilops_speltoides|GWHGBFXR035490.1	Aegilops_tauschii|LOC109748552
OG0000401	Aegilops_speltoides|GWHGBFXR037539.1	Aegilops_tauschii|LOC109739563
OG0000401	Aegilops_speltoides|GWHGBFXR031262.1, Aegilops_speltoides|GWHGBFXR037097.1	Aegilops_tauschii|LOC109734986
OG0000401	Aegilops_speltoides|GWHGBFXR036933.1	Aegilops_tauschii|LOC109734995
OG0000402	Aegilops_speltoides|GWHGBFXR037232.1, Aegilops_speltoides|GWHGBFXR037346.1, Aegilops_speltoides|GWHGBFXR037520.1	Aegilops_tauschii|LOC120970291
OG0000406	Aegilops_speltoides|GWHGBFXR000408.1	Aegilops_tauschii|LOC109782435
OG0000406	Aegilops_speltoides|GWHGBFXR003639.1	Aegilops_tauschii|LOC109781458
OG0000406	Aegilops_speltoides|GWHGBFXR016109.1	Aegilops_tauschii|LOC109750828, Aegilops_tauschii|LOC109750820, Aegilops_tauschii|LOC109766779
OG0000408	Aegilops_speltoides|GWHGBFXR024090.1, Aegilops_speltoides|GWHGBFXR000065.1, Aegilops_speltoides|GWHGBFXR019960.1, Aegilops_speltoides|GWHGBFXR024369.1, Aegilops_speltoides|GWHGBFXR015237.1	Aegilops_tauschii|LOC109775735, Aegilops_tauschii|LOC109751187, Aegilops_tauschii|LOC109744441, Aegilops_tauschii|LOC109745428
OG0000408	Aegilops_speltoides|GWHGBFXR024526.1, Aegilops_speltoides|GWHGBFXR009341.1	Aegilops_tauschii|LOC109754405, Aegilops_tauschii|LOC109755552, Aegilops_tauschii|LOC120969911, Aegilops_tauschii|LOC120969718
OG0000408	Aegilops_speltoides|GWHGBFXR006578.1, Aegilops_speltoides|GWHGBFXR007761.1	Aegilops_tauschii|LOC120970693
OG0000408	Aegilops_speltoides|GWHGBFXR034006.1	Aegilops_tauschii|LOC120963496
OG0000409	Aegilops_speltoides|GWHGBFXR013941.1, Aegilops_speltoides|GWHGBFXR034803.1	Aegilops_tauschii|LOC120962872, Aegilops_tauschii|LOC120970010
OG0000410	Aegilops_speltoides|GWHGBFXR028853.1	Aegilops_tauschii|LOC109760347
OG0000410	Aegilops_speltoides|GWHGBFXR003871.1	Aegilops_tauschii|LOC109782561
OG0000410	Aegilops_speltoides|GWHGBFXR018950.1	Aegilops_tauschii|LOC109758154
OG0000411	Aegilops_speltoides|GWHGBFXR016625.1	Aegilops_tauschii|LOC109741910
OG0000411	Aegilops_speltoides|GWHGBFXR017813.1	Aegilops_tauschii|LOC109760798
OG0000412	Aegilops_speltoides|GWHGBFXR034117.1	Aegilops_tauschii|LOC109778990
OG0000412	Aegilops_speltoides|GWHGBFXR014822.1	Aegilops_tauschii|LOC109778659
OG0000413	Aegilops_speltoides|GWHGBFXR010012.1	Aegilops_tauschii|LOC109769889
OG0000413	Aegilops_speltoides|GWHGBFXR008231.1	Aegilops_tauschii|LOC109750214
OG0000414	Aegilops_speltoides|GWHGBFXR022510.1	Aegilops_tauschii|LOC109778448
OG0000414	Aegilops_speltoides|GWHGBFXR010898.1	Aegilops_tauschii|LOC109787066
OG0000414	Aegilops_speltoides|GWHGBFXR010897.1	Aegilops_tauschii|LOC109738376
OG0000415	Aegilops_speltoides|GWHGBFXR019665.1	Aegilops_tauschii|LOC109742281
OG0000415	Aegilops_speltoides|GWHGBFXR019552.1	Aegilops_tauschii|LOC109755430
OG0000415	Aegilops_speltoides|GWHGBFXR019821.1	Aegilops_tauschii|LOC109785291, Aegilops_tauschii|LOC109768107
OG0000416	Aegilops_speltoides|GWHGBFXR016674.1	Aegilops_tauschii|LOC109745223
OG0000416	Aegilops_speltoides|GWHGBFXR024010.1	Aegilops_tauschii|LOC109758711
OG0000416	Aegilops_speltoides|GWHGBFXR017330.1	Aegilops_tauschii|LOC109772582
OG0000417	Aegilops_speltoides|GWHGBFXR033963.1	Aegilops_tauschii|LOC109771013
OG0000417	Aegilops_speltoides|GWHGBFXR022717.1	Aegilops_tauschii|LOC109771400
OG0000417	Aegilops_speltoides|GWHGBFXR027727.1	Aegilops_tauschii|LOC109775911
OG0000418	Aegilops_speltoides|GWHGBFXR026556.1	Aegilops_tauschii|LOC109776803
OG0000418	Aegilops_speltoides|GWHGBFXR031718.1	Aegilops_tauschii|LOC109781299
OG0000418	Aegilops_speltoides|GWHGBFXR027211.1	Aegilops_tauschii|LOC120976403, Aegilops_tauschii|LOC120966660, Aegilops_tauschii|LOC109760202, Aegilops_tauschii|LOC120974259, Aegilops_tauschii|LOC120964502
OG0000419	Aegilops_speltoides|GWHGBFXR029593.1	Aegilops_tauschii|LOC109769548
OG0000420	Aegilops_speltoides|GWHGBFXR031075.1	Aegilops_tauschii|LOC109743965
OG0000420	Aegilops_speltoides|GWHGBFXR031072.1	Aegilops_tauschii|LOC109743962, Aegilops_tauschii|LOC109743964, Aegilops_tauschii|LOC109732925
OG0000421	Aegilops_speltoides|GWHGBFXR031036.1, Aegilops_speltoides|GWHGBFXR031040.1, Aegilops_speltoides|GWHGBFXR031037.1	Aegilops_tauschii|LOC109755857, Aegilops_tauschii|LOC109755854, Aegilops_tauschii|LOC109755851
OG0000421	Aegilops_speltoides|GWHGBFXR031041.1	Aegilops_tauschii|LOC109755859
OG0000422	Aegilops_speltoides|GWHGBFXR035737.1	Aegilops_tauschii|LOC109746095
OG0000422	Aegilops_speltoides|GWHGBFXR035736.1	Aegilops_tauschii|LOC109746102
OG0000422	Aegilops_speltoides|GWHGBFXR035738.1	Aegilops_tauschii|LOC109746104, Aegilops_tauschii|LOC109740906
OG0000423	Aegilops_speltoides|GWHGBFXR032284.1, Aegilops_speltoides|GWHGBFXR037270.1, Aegilops_speltoides|GWHGBFXR037342.1	Aegilops_tauschii|LOC120964230
OG0000424	Aegilops_speltoides|GWHGBFXR036505.1	Aegilops_tauschii|LOC120975017, Aegilops_tauschii|LOC120976538, Aegilops_tauschii|LOC120976602, Aegilops_tauschii|LOC120976604, Aegilops_tauschii|LOC120976491, Aegilops_tauschii|LOC120976492, Aegilops_tauschii|LOC120962323, Aegilops_tauschii|LOC120962322, Aegilops_tauschii|LOC120962831, Aegilops_tauschii|LOC120966557, Aegilops_tauschii|LOC120966701, Aegilops_tauschii|LOC120965106, Aegilops_tauschii|LOC120966550
OG0000428	Aegilops_speltoides|GWHGBFXR007190.1, Aegilops_speltoides|GWHGBFXR033063.1, Aegilops_speltoides|GWHGBFXR001577.1, Aegilops_speltoides|GWHGBFXR021604.1, Aegilops_speltoides|GWHGBFXR011880.1, Aegilops_speltoides|GWHGBFXR017696.1, Aegilops_speltoides|GWHGBFXR027426.1, Aegilops_speltoides|GWHGBFXR032730.1, Aegilops_speltoides|GWHGBFXR012043.1	Aegilops_tauschii|LOC120966873, Aegilops_tauschii|LOC109735864
OG0000428	Aegilops_speltoides|GWHGBFXR028291.1, Aegilops_speltoides|GWHGBFXR029799.1, Aegilops_speltoides|GWHGBFXR015699.1, Aegilops_speltoides|GWHGBFXR033174.1, Aegilops_speltoides|GWHGBFXR007667.1, Aegilops_speltoides|GWHGBFXR015034.1, Aegilops_speltoides|GWHGBFXR018221.1, Aegilops_speltoides|GWHGBFXR029938.1, Aegilops_speltoides|GWHGBFXR032093.1, Aegilops_speltoides|GWHGBFXR012732.1, Aegilops_speltoides|GWHGBFXR011328.1, Aegilops_speltoides|GWHGBFXR032796.1, Aegilops_speltoides|GWHGBFXR022992.1, Aegilops_speltoides|GWHGBFXR036303.1, Aegilops_speltoides|GWHGBFXR014362.1, Aegilops_speltoides|GWHGBFXR014010.1, Aegilops_speltoides|GWHGBFXR023690.1, Aegilops_speltoides|GWHGBFXR021318.1, Aegilops_speltoides|GWHGBFXR009810.1, Aegilops_speltoides|GWHGBFXR031551.1, Aegilops_speltoides|GWHGBFXR018478.1, Aegilops_speltoides|GWHGBFXR022497.1, Aegilops_speltoides|GWHGBFXR017804.1, Aegilops_speltoides|GWHGBFXR024519.1, Aegilops_speltoides|GWHGBFXR033421.1	Aegilops_tauschii|LOC120975839
OG0000429	Aegilops_speltoides|GWHGBFXR026317.1, Aegilops_speltoides|GWHGBFXR010957.1, Aegilops_speltoides|GWHGBFXR003805.1, Aegilops_speltoides|GWHGBFXR014602.1, Aegilops_speltoides|GWHGBFXR009637.1, Aegilops_speltoides|GWHGBFXR013060.1, Aegilops_speltoides|GWHGBFXR032511.1, Aegilops_speltoides|GWHGBFXR001030.1, Aegilops_speltoides|GWHGBFXR022619.1, Aegilops_speltoides|GWHGBFXR008687.1, Aegilops_speltoides|GWHGBFXR026597.1, Aegilops_speltoides|GWHGBFXR013402.1, Aegilops_speltoides|GWHGBFXR031012.1, Aegilops_speltoides|GWHGBFXR029729.1, Aegilops_speltoides|GWHGBFXR015647.1, Aegilops_speltoides|GWHGBFXR036154.1	Aegilops_tauschii|LOC109787008
OG0000429	Aegilops_speltoides|GWHGBFXR021645.1	Aegilops_tauschii|LOC109781466
OG0000430	Aegilops_speltoides|GWHGBFXR006898.1	Aegilops_tauschii|LOC109767649
OG0000430	Aegilops_speltoides|GWHGBFXR021450.1	Aegilops_tauschii|LOC109733349
OG0000430	Aegilops_speltoides|GWHGBFXR024730.1	Aegilops_tauschii|LOC109767307
OG0000430	Aegilops_speltoides|GWHGBFXR002995.1	Aegilops_tauschii|LOC109767091
OG0000431	Aegilops_speltoides|GWHGBFXR001582.1	Aegilops_tauschii|LOC109771334
OG0000431	Aegilops_speltoides|GWHGBFXR029698.1	Aegilops_tauschii|LOC109781235
OG0000431	Aegilops_speltoides|GWHGBFXR008240.1	Aegilops_tauschii|LOC109759234
OG0000432	Aegilops_speltoides|GWHGBFXR028940.1	Aegilops_tauschii|LOC109784214
OG0000432	Aegilops_speltoides|GWHGBFXR000259.1	Aegilops_tauschii|LOC109742914
OG0000433	Aegilops_speltoides|GWHGBFXR015487.1	Aegilops_tauschii|LOC109732348
OG0000433	Aegilops_speltoides|GWHGBFXR015490.1	Aegilops_tauschii|LOC109733472
OG0000433	Aegilops_speltoides|GWHGBFXR015482.1	Aegilops_tauschii|LOC109733485
OG0000434	Aegilops_speltoides|GWHGBFXR005278.1	Aegilops_tauschii|LOC109748406
OG0000434	Aegilops_speltoides|GWHGBFXR018160.1	Aegilops_tauschii|LOC109756238
OG0000434	Aegilops_speltoides|GWHGBFXR021549.1	Aegilops_tauschii|LOC109769586
OG0000434	Aegilops_speltoides|GWHGBFXR017584.1	Aegilops_tauschii|LOC109736459
OG0000435	Aegilops_speltoides|GWHGBFXR006473.1	Aegilops_tauschii|LOC109782136, Aegilops_tauschii|LOC109758797, Aegilops_tauschii|LOC120971053, Aegilops_tauschii|LOC109746907, Aegilops_tauschii|LOC109733903
OG0000435	Aegilops_speltoides|GWHGBFXR031066.1, Aegilops_speltoides|GWHGBFXR029632.1	Aegilops_tauschii|LOC109780211
OG0000437	Aegilops_speltoides|GWHGBFXR004842.1	Aegilops_tauschii|LOC109787587, Aegilops_tauschii|LOC109787589, Aegilops_tauschii|LOC109733201
OG0000437	Aegilops_speltoides|GWHGBFXR029796.1	Aegilops_tauschii|LOC109779038
OG0000437	Aegilops_speltoides|GWHGBFXR018076.1	Aegilops_tauschii|LOC109739435
OG0000438	Aegilops_speltoides|GWHGBFXR019975.1	Aegilops_tauschii|LOC109752648
OG0000439	Aegilops_speltoides|GWHGBFXR011874.1	Aegilops_tauschii|LOC109770227
OG0000439	Aegilops_speltoides|GWHGBFXR011877.1	Aegilops_tauschii|LOC109749605
OG0000440	Aegilops_speltoides|GWHGBFXR025470.1	Aegilops_tauschii|LOC109761721
OG0000440	Aegilops_speltoides|GWHGBFXR025473.1	Aegilops_tauschii|LOC109762723
OG0000440	Aegilops_speltoides|GWHGBFXR026380.1	Aegilops_tauschii|LOC109748740
OG0000440	Aegilops_speltoides|GWHGBFXR026379.1	Aegilops_tauschii|LOC109748741
OG0000440	Aegilops_speltoides|GWHGBFXR016009.1	Aegilops_tauschii|LOC109786566
OG0000441	Aegilops_speltoides|GWHGBFXR023261.1	Aegilops_tauschii|LOC109777594
OG0000441	Aegilops_speltoides|GWHGBFXR016529.1	Aegilops_tauschii|LOC109768976, Aegilops_tauschii|LOC109741718
OG0000442	Aegilops_speltoides|GWHGBFXR016803.1	Aegilops_tauschii|LOC109773368
OG0000442	Aegilops_speltoides|GWHGBFXR016802.1	Aegilops_tauschii|LOC109776754
OG0000443	Aegilops_speltoides|GWHGBFXR026543.1	Aegilops_tauschii|LOC109746285
OG0000443	Aegilops_speltoides|GWHGBFXR034349.1	Aegilops_tauschii|LOC109783638
OG0000443	Aegilops_speltoides|GWHGBFXR023042.1	Aegilops_tauschii|LOC109777581
