Orthogroup	Aegilops_speltoides	Hordeum_vulgare
OG0000017	Aegilops_speltoides|GWHGBFXR029256.1	Hordeum_vulgare|LOC123402646
OG0000017	Aegilops_speltoides|GWHGBFXR014066.1, Aegilops_speltoides|GWHGBFXR014060.1	Hordeum_vulgare|LOC123440545
OG0000017	Aegilops_speltoides|GWHGBFXR002793.1	Hordeum_vulgare|LOC123445429
OG0000018	Aegilops_speltoides|GWHGBFXR023284.1	Hordeum_vulgare|LOC123397567
OG0000018	Aegilops_speltoides|GWHGBFXR034817.1, Aegilops_speltoides|GWHGBFXR008130.1	Hordeum_vulgare|LOC123397566
OG0000018	Aegilops_speltoides|GWHGBFXR031798.1, Aegilops_speltoides|GWHGBFXR037030.1, Aegilops_speltoides|GWHGBFXR023289.1	Hordeum_vulgare|LOC123409163
OG0000018	Aegilops_speltoides|GWHGBFXR015812.1, Aegilops_speltoides|GWHGBFXR030744.1, Aegilops_speltoides|GWHGBFXR023703.1, Aegilops_speltoides|GWHGBFXR026035.1, Aegilops_speltoides|GWHGBFXR017878.1, Aegilops_speltoides|GWHGBFXR029707.1	Hordeum_vulgare|LOC123408378, Hordeum_vulgare|LOC123409409
OG0000019	Aegilops_speltoides|GWHGBFXR000534.1, Aegilops_speltoides|GWHGBFXR000915.1, Aegilops_speltoides|GWHGBFXR025664.1, Aegilops_speltoides|GWHGBFXR012336.1, Aegilops_speltoides|GWHGBFXR008996.1, Aegilops_speltoides|GWHGBFXR019372.1	Hordeum_vulgare|LOC123409119, Hordeum_vulgare|LOC123398693, Hordeum_vulgare|LOC123428822, Hordeum_vulgare|LOC123450568, Hordeum_vulgare|LOC123409456, Hordeum_vulgare|LOC123396362, Hordeum_vulgare|LOC123428675, Hordeum_vulgare|LOC123397367, Hordeum_vulgare|LOC123397786
OG0000020	Aegilops_speltoides|GWHGBFXR035751.1	Hordeum_vulgare|LOC123411479
OG0000020	Aegilops_speltoides|GWHGBFXR000319.1, Aegilops_speltoides|GWHGBFXR000323.1	Hordeum_vulgare|LOC123447786, Hordeum_vulgare|LOC123448093
OG0000020	Aegilops_speltoides|GWHGBFXR018277.1	Hordeum_vulgare|LOC123448992
OG0000020	Aegilops_speltoides|GWHGBFXR022490.1	Hordeum_vulgare|LOC123398894, Hordeum_vulgare|LOC123398895
OG0000020	Aegilops_speltoides|GWHGBFXR031699.1	Hordeum_vulgare|LOC123411592
OG0000020	Aegilops_speltoides|GWHGBFXR027040.1, Aegilops_speltoides|GWHGBFXR027044.1	Hordeum_vulgare|LOC123403568, Hordeum_vulgare|LOC123403336, Hordeum_vulgare|LOC123403105
OG0000023	Aegilops_speltoides|GWHGBFXR029008.1	Hordeum_vulgare|LOC123404608
OG0000023	Aegilops_speltoides|GWHGBFXR000679.1	Hordeum_vulgare|LOC123406203
OG0000023	Aegilops_speltoides|GWHGBFXR000681.1	Hordeum_vulgare|LOC123410335
OG0000023	Aegilops_speltoides|GWHGBFXR000537.1	Hordeum_vulgare|LOC123399453, Hordeum_vulgare|LOC123401496, Hordeum_vulgare|LOC123401159, Hordeum_vulgare|LOC123401069, Hordeum_vulgare|LOC123398673, Hordeum_vulgare|LOC123399614, Hordeum_vulgare|LOC123400618, Hordeum_vulgare|LOC123400459
OG0000023	Aegilops_speltoides|GWHGBFXR000551.1	Hordeum_vulgare|LOC123401835
OG0000024	Aegilops_speltoides|GWHGBFXR012024.1	Hordeum_vulgare|LOC123397863, Hordeum_vulgare|LOC123439630
OG0000024	Aegilops_speltoides|GWHGBFXR014947.1	Hordeum_vulgare|LOC123404204
OG0000025	Aegilops_speltoides|GWHGBFXR017712.1, Aegilops_speltoides|GWHGBFXR030448.1	Hordeum_vulgare|LOC123443091
OG0000025	Aegilops_speltoides|GWHGBFXR021314.1, Aegilops_speltoides|GWHGBFXR006561.1, Aegilops_speltoides|GWHGBFXR024780.1, Aegilops_speltoides|GWHGBFXR009607.1, Aegilops_speltoides|GWHGBFXR014959.1, Aegilops_speltoides|GWHGBFXR016511.1	Hordeum_vulgare|LOC123448203, Hordeum_vulgare|LOC123405851
OG0000025	Aegilops_speltoides|GWHGBFXR005924.1	Hordeum_vulgare|LOC123412655
OG0000027	Aegilops_speltoides|GWHGBFXR023541.1	Hordeum_vulgare|LOC123451888
OG0000027	Aegilops_speltoides|GWHGBFXR003977.1	Hordeum_vulgare|LOC123450698
OG0000027	Aegilops_speltoides|GWHGBFXR032238.1	Hordeum_vulgare|LOC123412762
OG0000027	Aegilops_speltoides|GWHGBFXR026794.1, Aegilops_speltoides|GWHGBFXR026795.1	Hordeum_vulgare|LOC123403763
OG0000027	Aegilops_speltoides|GWHGBFXR003641.1	Hordeum_vulgare|LOC123447768
OG0000027	Aegilops_speltoides|GWHGBFXR002998.1, Aegilops_speltoides|GWHGBFXR003002.1, Aegilops_speltoides|GWHGBFXR033048.1	Hordeum_vulgare|LOC123411532
OG0000028	Aegilops_speltoides|GWHGBFXR029468.1	Hordeum_vulgare|LOC123401326
OG0000028	Aegilops_speltoides|GWHGBFXR029471.1, Aegilops_speltoides|GWHGBFXR029465.1	Hordeum_vulgare|LOC123401330, Hordeum_vulgare|LOC123401328, Hordeum_vulgare|LOC123401329
OG0000028	Aegilops_speltoides|GWHGBFXR029469.1, Aegilops_speltoides|GWHGBFXR029472.1	Hordeum_vulgare|LOC123401034, Hordeum_vulgare|LOC123401325
OG0000029	Aegilops_speltoides|GWHGBFXR004379.1, Aegilops_speltoides|GWHGBFXR004395.1, Aegilops_speltoides|GWHGBFXR004397.1	Hordeum_vulgare|LOC123422057
OG0000029	Aegilops_speltoides|GWHGBFXR004394.1, Aegilops_speltoides|GWHGBFXR004380.1, Aegilops_speltoides|GWHGBFXR004396.1	Hordeum_vulgare|LOC123404871, Hordeum_vulgare|LOC123422010
OG0000029	Aegilops_speltoides|GWHGBFXR024584.1, Aegilops_speltoides|GWHGBFXR024583.1, Aegilops_speltoides|GWHGBFXR024590.1, Aegilops_speltoides|GWHGBFXR005084.1, Aegilops_speltoides|GWHGBFXR005088.1, Aegilops_speltoides|GWHGBFXR005085.1, Aegilops_speltoides|GWHGBFXR005089.1	Hordeum_vulgare|LOC123439741, Hordeum_vulgare|LOC123439744, Hordeum_vulgare|LOC123439743, Hordeum_vulgare|LOC123439742
OG0000030	Aegilops_speltoides|GWHGBFXR000314.1, Aegilops_speltoides|GWHGBFXR023563.1	Hordeum_vulgare|LOC123424985, Hordeum_vulgare|LOC123424730, Hordeum_vulgare|LOC123400191
OG0000033	Aegilops_speltoides|GWHGBFXR008354.1, Aegilops_speltoides|GWHGBFXR022921.1, Aegilops_speltoides|GWHGBFXR014520.1, Aegilops_speltoides|GWHGBFXR001809.1, Aegilops_speltoides|GWHGBFXR020456.1, Aegilops_speltoides|GWHGBFXR002471.1, Aegilops_speltoides|GWHGBFXR007404.1, Aegilops_speltoides|GWHGBFXR018323.1, Aegilops_speltoides|GWHGBFXR034753.1, Aegilops_speltoides|GWHGBFXR032086.1	Hordeum_vulgare|LOC123413368
OG0000034	Aegilops_speltoides|GWHGBFXR008997.1	Hordeum_vulgare|LOC123430820
OG0000034	Aegilops_speltoides|GWHGBFXR008998.1	Hordeum_vulgare|LOC123427860
OG0000034	Aegilops_speltoides|GWHGBFXR009000.1, Aegilops_speltoides|GWHGBFXR008999.1	Hordeum_vulgare|LOC123427857, Hordeum_vulgare|LOC123427858
OG0000035	Aegilops_speltoides|GWHGBFXR026008.1	Hordeum_vulgare|LOC123403185
OG0000035	Aegilops_speltoides|GWHGBFXR026006.1	Hordeum_vulgare|LOC123403692
OG0000035	Aegilops_speltoides|GWHGBFXR025993.1	Hordeum_vulgare|LOC123404151
OG0000035	Aegilops_speltoides|GWHGBFXR025983.1	Hordeum_vulgare|LOC123402733
OG0000036	Aegilops_speltoides|GWHGBFXR037095.1	Hordeum_vulgare|LOC123412659
OG0000036	Aegilops_speltoides|GWHGBFXR035336.1	Hordeum_vulgare|LOC123413280
OG0000036	Aegilops_speltoides|GWHGBFXR035623.1, Aegilops_speltoides|GWHGBFXR035624.1, Aegilops_speltoides|GWHGBFXR035626.1	Hordeum_vulgare|LOC123407930
OG0000038	Aegilops_speltoides|GWHGBFXR010551.1	Hordeum_vulgare|LOC123439232
OG0000038	Aegilops_speltoides|GWHGBFXR036994.1, Aegilops_speltoides|GWHGBFXR030715.1, Aegilops_speltoides|GWHGBFXR036952.1	Hordeum_vulgare|LOC123411584, Hordeum_vulgare|LOC123412543, Hordeum_vulgare|LOC123412624
OG0000038	Aegilops_speltoides|GWHGBFXR034227.1	Hordeum_vulgare|LOC123410774
OG0000038	Aegilops_speltoides|GWHGBFXR000484.1, Aegilops_speltoides|GWHGBFXR000485.1	Hordeum_vulgare|LOC123405419
OG0000038	Aegilops_speltoides|GWHGBFXR009674.1, Aegilops_speltoides|GWHGBFXR009676.1, Aegilops_speltoides|GWHGBFXR009673.1	Hordeum_vulgare|LOC123431053, Hordeum_vulgare|LOC123431051, Hordeum_vulgare|LOC123431052
OG0000039	Aegilops_speltoides|GWHGBFXR035787.1, Aegilops_speltoides|GWHGBFXR010340.1, Aegilops_speltoides|GWHGBFXR003045.1, Aegilops_speltoides|GWHGBFXR017842.1, Aegilops_speltoides|GWHGBFXR033744.1, Aegilops_speltoides|GWHGBFXR002026.1, Aegilops_speltoides|GWHGBFXR015245.1, Aegilops_speltoides|GWHGBFXR012812.1, Aegilops_speltoides|GWHGBFXR016386.1, Aegilops_speltoides|GWHGBFXR011737.1, Aegilops_speltoides|GWHGBFXR017674.1	Hordeum_vulgare|LOC123399230
OG0000039	Aegilops_speltoides|GWHGBFXR012579.1, Aegilops_speltoides|GWHGBFXR018547.1	Hordeum_vulgare|LOC123449456
OG0000039	Aegilops_speltoides|GWHGBFXR012583.1, Aegilops_speltoides|GWHGBFXR033579.1, Aegilops_speltoides|GWHGBFXR033188.1, Aegilops_speltoides|GWHGBFXR033386.1, Aegilops_speltoides|GWHGBFXR020945.1	Hordeum_vulgare|LOC123426089
OG0000039	Aegilops_speltoides|GWHGBFXR017620.1, Aegilops_speltoides|GWHGBFXR034087.1, Aegilops_speltoides|GWHGBFXR032704.1	Hordeum_vulgare|LOC123444032
OG0000040	Aegilops_speltoides|GWHGBFXR015223.1	Hordeum_vulgare|LOC123442125
OG0000040	Aegilops_speltoides|GWHGBFXR015210.1, Aegilops_speltoides|GWHGBFXR015211.1, Aegilops_speltoides|GWHGBFXR015206.1, Aegilops_speltoides|GWHGBFXR015208.1, Aegilops_speltoides|GWHGBFXR036285.1, Aegilops_speltoides|GWHGBFXR015204.1, Aegilops_speltoides|GWHGBFXR015205.1	Hordeum_vulgare|LOC123445386
OG0000040	Aegilops_speltoides|GWHGBFXR015201.1, Aegilops_speltoides|GWHGBFXR015198.1	Hordeum_vulgare|LOC123445384
OG0000040	Aegilops_speltoides|GWHGBFXR000939.1, Aegilops_speltoides|GWHGBFXR023540.1	Hordeum_vulgare|LOC123439403
OG0000042	Aegilops_speltoides|GWHGBFXR010877.1, Aegilops_speltoides|GWHGBFXR020614.1, Aegilops_speltoides|GWHGBFXR032141.1, Aegilops_speltoides|GWHGBFXR034232.1, Aegilops_speltoides|GWHGBFXR027172.1, Aegilops_speltoides|GWHGBFXR001414.1, Aegilops_speltoides|GWHGBFXR027370.1, Aegilops_speltoides|GWHGBFXR006814.1, Aegilops_speltoides|GWHGBFXR034747.1, Aegilops_speltoides|GWHGBFXR033945.1, Aegilops_speltoides|GWHGBFXR013295.1, Aegilops_speltoides|GWHGBFXR027402.1, Aegilops_speltoides|GWHGBFXR004529.1, Aegilops_speltoides|GWHGBFXR003898.1, Aegilops_speltoides|GWHGBFXR024784.1, Aegilops_speltoides|GWHGBFXR015461.1, Aegilops_speltoides|GWHGBFXR015469.1, Aegilops_speltoides|GWHGBFXR006271.1, Aegilops_speltoides|GWHGBFXR035845.1, Aegilops_speltoides|GWHGBFXR005982.1, Aegilops_speltoides|GWHGBFXR029752.1, Aegilops_speltoides|GWHGBFXR003985.1, Aegilops_speltoides|GWHGBFXR005072.1	Hordeum_vulgare|LOC123409713, Hordeum_vulgare|LOC123429910, Hordeum_vulgare|LOC123404555
OG0000044	Aegilops_speltoides|GWHGBFXR030239.1, Aegilops_speltoides|GWHGBFXR030246.1, Aegilops_speltoides|GWHGBFXR030551.1, Aegilops_speltoides|GWHGBFXR030552.1	Hordeum_vulgare|LOC123413217
OG0000044	Aegilops_speltoides|GWHGBFXR024228.1, Aegilops_speltoides|GWHGBFXR021551.1	Hordeum_vulgare|LOC123396675
OG0000044	Aegilops_speltoides|GWHGBFXR016326.1	Hordeum_vulgare|LOC123430561
OG0000045	Aegilops_speltoides|GWHGBFXR025879.1	Hordeum_vulgare|LOC123404878
OG0000045	Aegilops_speltoides|GWHGBFXR025877.1	Hordeum_vulgare|LOC123411162
OG0000045	Aegilops_speltoides|GWHGBFXR014823.1, Aegilops_speltoides|GWHGBFXR015091.1, Aegilops_speltoides|GWHGBFXR015092.1, Aegilops_speltoides|GWHGBFXR015093.1	Hordeum_vulgare|LOC123445364
OG0000047	Aegilops_speltoides|GWHGBFXR018888.1	Hordeum_vulgare|LOC123449463
OG0000047	Aegilops_speltoides|GWHGBFXR018886.1	Hordeum_vulgare|LOC123449462
OG0000047	Aegilops_speltoides|GWHGBFXR001911.1	Hordeum_vulgare|LOC123435769, Hordeum_vulgare|LOC123435785
OG0000047	Aegilops_speltoides|GWHGBFXR036755.1	Hordeum_vulgare|LOC123399786, Hordeum_vulgare|LOC123399795, Hordeum_vulgare|LOC123441258
OG0000047	Aegilops_speltoides|GWHGBFXR012003.1, Aegilops_speltoides|GWHGBFXR002431.1, Aegilops_speltoides|GWHGBFXR036333.1, Aegilops_speltoides|GWHGBFXR023696.1, Aegilops_speltoides|GWHGBFXR012004.1, Aegilops_speltoides|GWHGBFXR011849.1	Hordeum_vulgare|LOC123439645, Hordeum_vulgare|LOC123439646, Hordeum_vulgare|LOC123439647, Hordeum_vulgare|LOC123439648, Hordeum_vulgare|LOC123439651
OG0000048	Aegilops_speltoides|GWHGBFXR001481.1	Hordeum_vulgare|LOC123430224
OG0000048	Aegilops_speltoides|GWHGBFXR006768.1, Aegilops_speltoides|GWHGBFXR018059.1, Aegilops_speltoides|GWHGBFXR007814.1, Aegilops_speltoides|GWHGBFXR006832.1, Aegilops_speltoides|GWHGBFXR018060.1, Aegilops_speltoides|GWHGBFXR006769.1, Aegilops_speltoides|GWHGBFXR006830.1, Aegilops_speltoides|GWHGBFXR027742.1, Aegilops_speltoides|GWHGBFXR007582.1, Aegilops_speltoides|GWHGBFXR007384.1	Hordeum_vulgare|LOC123431446
OG0000048	Aegilops_speltoides|GWHGBFXR026735.1	Hordeum_vulgare|LOC123439182
OG0000049	Aegilops_speltoides|GWHGBFXR001657.1, Aegilops_speltoides|GWHGBFXR001658.1, Aegilops_speltoides|GWHGBFXR001662.1	Hordeum_vulgare|LOC123432154
OG0000049	Aegilops_speltoides|GWHGBFXR001635.1, Aegilops_speltoides|GWHGBFXR001871.1	Hordeum_vulgare|LOC123409769
OG0000050	Aegilops_speltoides|GWHGBFXR014803.1	Hordeum_vulgare|LOC123445227
OG0000050	Aegilops_speltoides|GWHGBFXR036845.1	Hordeum_vulgare|LOC123403716
OG0000050	Aegilops_speltoides|GWHGBFXR027272.1	Hordeum_vulgare|LOC123402311
OG0000050	Aegilops_speltoides|GWHGBFXR023405.1, Aegilops_speltoides|GWHGBFXR022367.1	Hordeum_vulgare|LOC123395388
OG0000050	Aegilops_speltoides|GWHGBFXR002037.1	Hordeum_vulgare|LOC123399294
OG0000051	Aegilops_speltoides|GWHGBFXR009712.1, Aegilops_speltoides|GWHGBFXR015405.1, Aegilops_speltoides|GWHGBFXR015401.1, Aegilops_speltoides|GWHGBFXR004731.1, Aegilops_speltoides|GWHGBFXR004041.1, Aegilops_speltoides|GWHGBFXR019491.1, Aegilops_speltoides|GWHGBFXR034001.1, Aegilops_speltoides|GWHGBFXR005367.1, Aegilops_speltoides|GWHGBFXR035298.1, Aegilops_speltoides|GWHGBFXR030235.1, Aegilops_speltoides|GWHGBFXR012066.1, Aegilops_speltoides|GWHGBFXR015116.1	Hordeum_vulgare|LOC123452728
OG0000052	Aegilops_speltoides|GWHGBFXR029822.1	Hordeum_vulgare|LOC123405856
OG0000052	Aegilops_speltoides|GWHGBFXR029818.1	Hordeum_vulgare|LOC123406020
OG0000052	Aegilops_speltoides|GWHGBFXR029821.1, Aegilops_speltoides|GWHGBFXR029817.1	Hordeum_vulgare|LOC123405855
OG0000053	Aegilops_speltoides|GWHGBFXR037142.1	Hordeum_vulgare|LOC123410390
OG0000053	Aegilops_speltoides|GWHGBFXR036774.1	Hordeum_vulgare|LOC123406004
OG0000053	Aegilops_speltoides|GWHGBFXR009752.1, Aegilops_speltoides|GWHGBFXR009756.1, Aegilops_speltoides|GWHGBFXR009754.1	Hordeum_vulgare|LOC123431082, Hordeum_vulgare|LOC123431081, Hordeum_vulgare|LOC123431086, Hordeum_vulgare|LOC123431091, Hordeum_vulgare|LOC123431094, Hordeum_vulgare|LOC123431100, Hordeum_vulgare|LOC123431096, Hordeum_vulgare|LOC123428871, Hordeum_vulgare|LOC123431084, Hordeum_vulgare|LOC123431080, Hordeum_vulgare|LOC123413175, Hordeum_vulgare|LOC123440617, Hordeum_vulgare|LOC123431079, Hordeum_vulgare|LOC123431073, Hordeum_vulgare|LOC123431076, Hordeum_vulgare|LOC123431077, Hordeum_vulgare|LOC123431078
OG0000053	Aegilops_speltoides|GWHGBFXR032193.1, Aegilops_speltoides|GWHGBFXR024687.1, Aegilops_speltoides|GWHGBFXR026049.1, Aegilops_speltoides|GWHGBFXR008650.1, Aegilops_speltoides|GWHGBFXR010104.1	Hordeum_vulgare|LOC123399118, Hordeum_vulgare|LOC123399113, Hordeum_vulgare|LOC123399112
OG0000056	Aegilops_speltoides|GWHGBFXR011037.1	Hordeum_vulgare|LOC123442643
OG0000056	Aegilops_speltoides|GWHGBFXR036540.1	Hordeum_vulgare|LOC123421175, Hordeum_vulgare|LOC123421174, Hordeum_vulgare|LOC123421173, Hordeum_vulgare|LOC123421180
OG0000056	Aegilops_speltoides|GWHGBFXR002126.1	Hordeum_vulgare|LOC123404744
OG0000057	Aegilops_speltoides|GWHGBFXR003901.1	Hordeum_vulgare|LOC123450492
OG0000058	Aegilops_speltoides|GWHGBFXR007267.1, Aegilops_speltoides|GWHGBFXR012299.1, Aegilops_speltoides|GWHGBFXR012065.1, Aegilops_speltoides|GWHGBFXR027282.1, Aegilops_speltoides|GWHGBFXR034147.1, Aegilops_speltoides|GWHGBFXR007123.1, Aegilops_speltoides|GWHGBFXR021290.1, Aegilops_speltoides|GWHGBFXR017657.1, Aegilops_speltoides|GWHGBFXR002485.1, Aegilops_speltoides|GWHGBFXR028115.1, Aegilops_speltoides|GWHGBFXR011157.1, Aegilops_speltoides|GWHGBFXR013496.1, Aegilops_speltoides|GWHGBFXR036860.1	Hordeum_vulgare|LOC123439227
OG0000059	Aegilops_speltoides|GWHGBFXR004988.1	Hordeum_vulgare|LOC123424539, Hordeum_vulgare|LOC123429288
OG0000061	Aegilops_speltoides|GWHGBFXR028452.1, Aegilops_speltoides|GWHGBFXR030265.1, Aegilops_speltoides|GWHGBFXR037334.1, Aegilops_speltoides|GWHGBFXR033100.1, Aegilops_speltoides|GWHGBFXR016788.1, Aegilops_speltoides|GWHGBFXR014574.1, Aegilops_speltoides|GWHGBFXR031419.1	Hordeum_vulgare|LOC123411709, Hordeum_vulgare|LOC123441936, Hordeum_vulgare|LOC123430054, Hordeum_vulgare|LOC123399426, Hordeum_vulgare|LOC123399906
OG0000062	Aegilops_speltoides|GWHGBFXR015929.1, Aegilops_speltoides|GWHGBFXR029793.1, Aegilops_speltoides|GWHGBFXR000159.1, Aegilops_speltoides|GWHGBFXR018405.1, Aegilops_speltoides|GWHGBFXR007768.1, Aegilops_speltoides|GWHGBFXR019090.1, Aegilops_speltoides|GWHGBFXR010675.1, Aegilops_speltoides|GWHGBFXR000624.1, Aegilops_speltoides|GWHGBFXR003678.1	Hordeum_vulgare|LOC123448585, Hordeum_vulgare|LOC123396564
OG0000063	Aegilops_speltoides|GWHGBFXR036545.1	Hordeum_vulgare|LOC123452089
OG0000063	Aegilops_speltoides|GWHGBFXR019827.1	Hordeum_vulgare|LOC123450140
OG0000063	Aegilops_speltoides|GWHGBFXR029496.1	Hordeum_vulgare|LOC123402935
OG0000063	Aegilops_speltoides|GWHGBFXR035503.1	Hordeum_vulgare|LOC123411883
OG0000063	Aegilops_speltoides|GWHGBFXR002539.1	Hordeum_vulgare|LOC123442553
OG0000063	Aegilops_speltoides|GWHGBFXR009407.1	Hordeum_vulgare|LOC123428077
OG0000063	Aegilops_speltoides|GWHGBFXR016504.1, Aegilops_speltoides|GWHGBFXR016515.1	Hordeum_vulgare|LOC123447201
OG0000064	Aegilops_speltoides|GWHGBFXR032411.1, Aegilops_speltoides|GWHGBFXR032401.1, Aegilops_speltoides|GWHGBFXR032407.1, Aegilops_speltoides|GWHGBFXR032412.1, Aegilops_speltoides|GWHGBFXR031299.1, Aegilops_speltoides|GWHGBFXR032406.1	Hordeum_vulgare|LOC123408457, Hordeum_vulgare|LOC123412344, Hordeum_vulgare|LOC123411582, Hordeum_vulgare|LOC123408441, Hordeum_vulgare|LOC123408442, Hordeum_vulgare|LOC123408452, Hordeum_vulgare|LOC123408443, Hordeum_vulgare|LOC123408449, Hordeum_vulgare|LOC123408453, Hordeum_vulgare|LOC123413215, Hordeum_vulgare|LOC123410052, Hordeum_vulgare|LOC123411071, Hordeum_vulgare|LOC123411229, Hordeum_vulgare|LOC123410738
OG0000065	Aegilops_speltoides|GWHGBFXR031867.1, Aegilops_speltoides|GWHGBFXR009242.1, Aegilops_speltoides|GWHGBFXR027502.1, Aegilops_speltoides|GWHGBFXR004727.1, Aegilops_speltoides|GWHGBFXR030497.1, Aegilops_speltoides|GWHGBFXR009188.1, Aegilops_speltoides|GWHGBFXR008108.1, Aegilops_speltoides|GWHGBFXR019051.1	Hordeum_vulgare|LOC123413571
OG0000066	Aegilops_speltoides|GWHGBFXR005837.1, Aegilops_speltoides|GWHGBFXR006257.1, Aegilops_speltoides|GWHGBFXR021515.1, Aegilops_speltoides|GWHGBFXR005858.1, Aegilops_speltoides|GWHGBFXR005863.1, Aegilops_speltoides|GWHGBFXR005856.1, Aegilops_speltoides|GWHGBFXR021792.1	Hordeum_vulgare|LOC123429576, Hordeum_vulgare|LOC123429577, Hordeum_vulgare|LOC123429578, Hordeum_vulgare|LOC123429579, Hordeum_vulgare|LOC123429564, Hordeum_vulgare|LOC123429565, Hordeum_vulgare|LOC123429566, Hordeum_vulgare|LOC123429567
OG0000067	Aegilops_speltoides|GWHGBFXR031265.1, Aegilops_speltoides|GWHGBFXR026505.1	Hordeum_vulgare|LOC123398747
OG0000068	Aegilops_speltoides|GWHGBFXR021826.1, Aegilops_speltoides|GWHGBFXR002488.1, Aegilops_speltoides|GWHGBFXR001761.1, Aegilops_speltoides|GWHGBFXR008436.1, Aegilops_speltoides|GWHGBFXR017994.1, Aegilops_speltoides|GWHGBFXR007166.1, Aegilops_speltoides|GWHGBFXR032402.1, Aegilops_speltoides|GWHGBFXR024417.1, Aegilops_speltoides|GWHGBFXR022262.1, Aegilops_speltoides|GWHGBFXR004373.1, Aegilops_speltoides|GWHGBFXR028687.1, Aegilops_speltoides|GWHGBFXR011922.1, Aegilops_speltoides|GWHGBFXR014923.1, Aegilops_speltoides|GWHGBFXR031684.1, Aegilops_speltoides|GWHGBFXR026410.1, Aegilops_speltoides|GWHGBFXR013929.1, Aegilops_speltoides|GWHGBFXR002077.1, Aegilops_speltoides|GWHGBFXR014983.1, Aegilops_speltoides|GWHGBFXR028465.1, Aegilops_speltoides|GWHGBFXR017418.1, Aegilops_speltoides|GWHGBFXR000092.1, Aegilops_speltoides|GWHGBFXR005060.1	Hordeum_vulgare|LOC123429189, Hordeum_vulgare|LOC123444915
OG0000069	Aegilops_speltoides|GWHGBFXR034755.1	Hordeum_vulgare|LOC123413381
OG0000069	Aegilops_speltoides|GWHGBFXR020267.1, Aegilops_speltoides|GWHGBFXR030173.1, Aegilops_speltoides|GWHGBFXR025352.1, Aegilops_speltoides|GWHGBFXR010825.1, Aegilops_speltoides|GWHGBFXR025621.1, Aegilops_speltoides|GWHGBFXR030615.1, Aegilops_speltoides|GWHGBFXR000472.1, Aegilops_speltoides|GWHGBFXR033662.1, Aegilops_speltoides|GWHGBFXR029882.1, Aegilops_speltoides|GWHGBFXR029132.1, Aegilops_speltoides|GWHGBFXR031580.1	Hordeum_vulgare|LOC123443835, Hordeum_vulgare|LOC123443837, Hordeum_vulgare|LOC123450953, Hordeum_vulgare|LOC123406140, Hordeum_vulgare|LOC123431430, Hordeum_vulgare|LOC123450954
OG0000070	Aegilops_speltoides|GWHGBFXR035494.1	Hordeum_vulgare|LOC123448147
OG0000070	Aegilops_speltoides|GWHGBFXR011399.1, Aegilops_speltoides|GWHGBFXR033389.1, Aegilops_speltoides|GWHGBFXR036316.1, Aegilops_speltoides|GWHGBFXR019112.1	Hordeum_vulgare|LOC123403513
OG0000071	Aegilops_speltoides|GWHGBFXR036259.1	Hordeum_vulgare|LOC123441263
OG0000071	Aegilops_speltoides|GWHGBFXR036262.1	Hordeum_vulgare|LOC123415184
OG0000071	Aegilops_speltoides|GWHGBFXR011061.1	Hordeum_vulgare|LOC123442652
OG0000071	Aegilops_speltoides|GWHGBFXR000109.1	Hordeum_vulgare|LOC123428762, Hordeum_vulgare|LOC123429148, Hordeum_vulgare|LOC123429533, Hordeum_vulgare|LOC123424045, Hordeum_vulgare|LOC123424777, Hordeum_vulgare|LOC123418971, Hordeum_vulgare|LOC123424416, Hordeum_vulgare|LOC123424605, Hordeum_vulgare|LOC123425039, Hordeum_vulgare|LOC123425231, Hordeum_vulgare|LOC123419577, Hordeum_vulgare|LOC123419579, Hordeum_vulgare|LOC123423389
OG0000072	Aegilops_speltoides|GWHGBFXR004698.1, Aegilops_speltoides|GWHGBFXR019310.1	Hordeum_vulgare|LOC123447217
OG0000072	Aegilops_speltoides|GWHGBFXR009911.1	Hordeum_vulgare|LOC123431169
OG0000072	Aegilops_speltoides|GWHGBFXR009913.1	Hordeum_vulgare|LOC123431171
OG0000072	Aegilops_speltoides|GWHGBFXR009912.1	Hordeum_vulgare|LOC123428891
OG0000073	Aegilops_speltoides|GWHGBFXR026393.1	Hordeum_vulgare|LOC123413521, Hordeum_vulgare|LOC123401672, Hordeum_vulgare|LOC123418612, Hordeum_vulgare|LOC123404950, Hordeum_vulgare|LOC123418613, Hordeum_vulgare|LOC123403854, Hordeum_vulgare|LOC123418614, Hordeum_vulgare|LOC123401489
OG0000073	Aegilops_speltoides|GWHGBFXR026023.1, Aegilops_speltoides|GWHGBFXR026020.1	Hordeum_vulgare|LOC123405988, Hordeum_vulgare|LOC123401066
OG0000073	Aegilops_speltoides|GWHGBFXR026110.1	Hordeum_vulgare|LOC123403084, Hordeum_vulgare|LOC123452909, Hordeum_vulgare|LOC123401191
OG0000074	Aegilops_speltoides|GWHGBFXR011123.1	Hordeum_vulgare|LOC123439344
OG0000074	Aegilops_speltoides|GWHGBFXR011111.1	Hordeum_vulgare|LOC123442671
