Orthogroup	Aegilops_speltoides	Triticum_aestivum
OG0001330	Aegilops_speltoides|GWHGBFXR000398.1	Triticum_aestivum|TraesCS1B03G0136300, Triticum_aestivum|TraesCS1D03G0094400
OG0001330	Aegilops_speltoides|GWHGBFXR000400.1	Triticum_aestivum|TraesCS1B03G0136600
OG0001331	Aegilops_speltoides|GWHGBFXR004948.1	Triticum_aestivum|TraesCS2B03G0157200, Triticum_aestivum|TraesCS2D03G0111000, Triticum_aestivum|TraesCS2B03G0159400
OG0001331	Aegilops_speltoides|GWHGBFXR001001.1	Triticum_aestivum|TraesCS1D03G0228500, Triticum_aestivum|TraesCS1B03G0318100
OG0001331	Aegilops_speltoides|GWHGBFXR027767.1	Triticum_aestivum|TraesCS6A03G0484700, Triticum_aestivum|TraesCS6D03G0406300
OG0001332	Aegilops_speltoides|GWHGBFXR010384.1, Aegilops_speltoides|GWHGBFXR014571.1	Triticum_aestivum|TraesCS3D03G0881700
OG0001333	Aegilops_speltoides|GWHGBFXR007121.1	Triticum_aestivum|TraesCS2D03G0619400, Triticum_aestivum|TraesCS2B03G0748400
OG0001333	Aegilops_speltoides|GWHGBFXR007501.1	Triticum_aestivum|TraesCS2B03G0846800, Triticum_aestivum|TraesCS1D03G0279000
OG0001333	Aegilops_speltoides|GWHGBFXR011730.1, Aegilops_speltoides|GWHGBFXR011727.1	Triticum_aestivum|TraesCS3A03G0279500, Triticum_aestivum|TraesCS3D03G0269500, Triticum_aestivum|TraesCS3B03G0349400, Triticum_aestivum|TraesCS3B03G0349600
OG0001334	Aegilops_speltoides|GWHGBFXR026480.1	Triticum_aestivum|TraesCS6A03G0154800
OG0001334	Aegilops_speltoides|GWHGBFXR002575.1	Triticum_aestivum|TraesCS1A03G0669500, Triticum_aestivum|TraesCS1B03G0761000
OG0001334	Aegilops_speltoides|GWHGBFXR002576.1	Triticum_aestivum|TraesCS1D03G0633000
OG0001336	Aegilops_speltoides|GWHGBFXR031453.1	Triticum_aestivum|TraesCS7D03G0275400, Triticum_aestivum|TraesCS7B03G0066800
OG0001336	Aegilops_speltoides|GWHGBFXR001752.1	Triticum_aestivum|TraesCS1D03G0427100, Triticum_aestivum|TraesCS1A03G0465800, Triticum_aestivum|TraesCS1B03G0563600
OG0001337	Aegilops_speltoides|GWHGBFXR001399.1	Triticum_aestivum|TraesCS1B03G0445900
OG0001338	Aegilops_speltoides|GWHGBFXR016478.1	Triticum_aestivum|TraesCS4D03G0040300, Triticum_aestivum|TraesCS4A03G0733200, Triticum_aestivum|TraesCS4B03G0060300
OG0001338	Aegilops_speltoides|GWHGBFXR000369.1	Triticum_aestivum|TraesCS1B03G0122800
OG0001338	Aegilops_speltoides|GWHGBFXR000370.1	Triticum_aestivum|TraesCS1B03G0123700
OG0001339	Aegilops_speltoides|GWHGBFXR013992.1	Triticum_aestivum|TraesCS3D03G0767900, Triticum_aestivum|TraesCS3B03G0959900, Triticum_aestivum|TraesCS3A03G0836200
OG0001339	Aegilops_speltoides|GWHGBFXR002889.1	Triticum_aestivum|TraesCS1A03G0737000, Triticum_aestivum|TraesCS1D03G0703400
OG0001340	Aegilops_speltoides|GWHGBFXR000546.1, Aegilops_speltoides|GWHGBFXR000547.1, Aegilops_speltoides|GWHGBFXR000544.1, Aegilops_speltoides|GWHGBFXR037470.1	Triticum_aestivum|TraesCS1B03G0188500, Triticum_aestivum|TraesCS1A03G0138800, Triticum_aestivum|TraesCS1D03G0125700
OG0001341	Aegilops_speltoides|GWHGBFXR002593.1	Triticum_aestivum|TraesCS1B03G0764800
OG0001341	Aegilops_speltoides|GWHGBFXR024425.1	Triticum_aestivum|TraesCS1D03G0636400, Triticum_aestivum|TraesCS5A03G1036300, Triticum_aestivum|TraesCS5B03G1086300
OG0001342	Aegilops_speltoides|GWHGBFXR016432.1	Triticum_aestivum|TraesCS4A03G0742200, Triticum_aestivum|TraesCS4B03G0048900, Triticum_aestivum|TraesCS4B03G0046900
OG0001342	Aegilops_speltoides|GWHGBFXR020173.1	Triticum_aestivum|TraesCS5B03G0021000
OG0001342	Aegilops_speltoides|GWHGBFXR000639.1	Triticum_aestivum|TraesCS5D03G0036600
OG0001343	Aegilops_speltoides|GWHGBFXR000101.1	Triticum_aestivum|TraesCS1B03G0042700, Triticum_aestivum|TraesCS1A03G0039400
OG0001343	Aegilops_speltoides|GWHGBFXR000095.1	Triticum_aestivum|TraesCS1D03G0029500
OG0001344	Aegilops_speltoides|GWHGBFXR000070.1	Triticum_aestivum|TraesCS1B03G0036800, Triticum_aestivum|TraesCS1D03G0024600
OG0001344	Aegilops_speltoides|GWHGBFXR016948.1	Triticum_aestivum|TraesCS4A03G0626000
OG0001344	Aegilops_speltoides|GWHGBFXR024396.1	Triticum_aestivum|TraesCS5A03G1028900, Triticum_aestivum|TraesCS5B03G1079800
OG0001345	Aegilops_speltoides|GWHGBFXR023019.1	Triticum_aestivum|TraesCS5D03G0696700
OG0001345	Aegilops_speltoides|GWHGBFXR023010.1	Triticum_aestivum|TraesCS5A03G0735200
OG0001345	Aegilops_speltoides|GWHGBFXR001612.1	Triticum_aestivum|TraesCS1D03G0405000, Triticum_aestivum|TraesCS1B03G0518200
OG0001346	Aegilops_speltoides|GWHGBFXR004872.1	Triticum_aestivum|TraesCS2D03G0097500, Triticum_aestivum|TraesCS3D03G1105100
OG0001347	Aegilops_speltoides|GWHGBFXR005840.1	Triticum_aestivum|TraesCS2D03G0298300, Triticum_aestivum|TraesCS2A03G0284800, Triticum_aestivum|TraesCS2B03G0395500
OG0001347	Aegilops_speltoides|GWHGBFXR002974.1	Triticum_aestivum|TraesCS1B03G0864800
OG0001347	Aegilops_speltoides|GWHGBFXR002972.1	Triticum_aestivum|TraesCS1D03G0725700
OG0001347	Aegilops_speltoides|GWHGBFXR002976.1	Triticum_aestivum|TraesCS1A03G0757200, Triticum_aestivum|TraesCS1D03G0726500, Triticum_aestivum|TraesCS1B03G0865300
OG0001348	Aegilops_speltoides|GWHGBFXR000067.1	Triticum_aestivum|TraesCS4A03G0812700
OG0001348	Aegilops_speltoides|GWHGBFXR030824.1, Aegilops_speltoides|GWHGBFXR006060.1, Aegilops_speltoides|GWHGBFXR004651.1, Aegilops_speltoides|GWHGBFXR024160.1, Aegilops_speltoides|GWHGBFXR030519.1, Aegilops_speltoides|GWHGBFXR003677.1, Aegilops_speltoides|GWHGBFXR005304.1, Aegilops_speltoides|GWHGBFXR031816.1	Triticum_aestivum|TraesCS4A03G0990000, Triticum_aestivum|TraesCS7B03G0984000, Triticum_aestivum|TraesCS3B03G1056100, Triticum_aestivum|TraesCS1B03G0033500
OG0001349	Aegilops_speltoides|GWHGBFXR000080.1	Triticum_aestivum|TraesCS1D03G0028400, Triticum_aestivum|TraesCS1D03G0027900, Triticum_aestivum|TraesCS1A03G0037600, Triticum_aestivum|TraesCS1B03G0040100
OG0001351	Aegilops_speltoides|GWHGBFXR007085.1	Triticum_aestivum|TraesCS2B03G0740400, Triticum_aestivum|TraesCS2A03G0620000
OG0001351	Aegilops_speltoides|GWHGBFXR007536.1	Triticum_aestivum|TraesCS2D03G0715700, Triticum_aestivum|TraesCS2B03G0857700
OG0001351	Aegilops_speltoides|GWHGBFXR019680.1	Triticum_aestivum|TraesCS4D03G0809100
OG0001353	Aegilops_speltoides|GWHGBFXR028560.1	Triticum_aestivum|TraesCS6A03G0711900
OG0001353	Aegilops_speltoides|GWHGBFXR010389.1	Triticum_aestivum|TraesCS2A03G1356900, Triticum_aestivum|TraesCS2B03G1557000
OG0001353	Aegilops_speltoides|GWHGBFXR028559.1	Triticum_aestivum|TraesCS6B03G0845400
OG0001354	Aegilops_speltoides|GWHGBFXR009852.1	Triticum_aestivum|TraesCS2B03G1414700
OG0001354	Aegilops_speltoides|GWHGBFXR009853.1	Triticum_aestivum|TraesCS2B03G1414800
OG0001354	Aegilops_speltoides|GWHGBFXR009496.1	Triticum_aestivum|TraesCS2D03G1106900, Triticum_aestivum|TraesCS2A03G1156400
OG0001355	Aegilops_speltoides|GWHGBFXR005158.1	Triticum_aestivum|TraesCS2B03G0211900
OG0001355	Aegilops_speltoides|GWHGBFXR005140.1, Aegilops_speltoides|GWHGBFXR005142.1	Triticum_aestivum|TraesCS2B03G0211700
OG0001355	Aegilops_speltoides|GWHGBFXR005141.1, Aegilops_speltoides|GWHGBFXR005157.1	Triticum_aestivum|TraesCS2A03G0151600, Triticum_aestivum|TraesCS2B03G0211800
OG0001356	Aegilops_speltoides|GWHGBFXR004843.1	Triticum_aestivum|TraesCS2D03G0092300, Triticum_aestivum|TraesCS2A03G0093300
OG0001356	Aegilops_speltoides|GWHGBFXR035087.1	Triticum_aestivum|TraesCS7B03G1017600, Triticum_aestivum|TraesCS7A03G1050400
OG0001357	Aegilops_speltoides|GWHGBFXR004721.1	Triticum_aestivum|TraesCS2D03G0069200
OG0001357	Aegilops_speltoides|GWHGBFXR004720.1	Triticum_aestivum|TraesCS2B03G0108400
OG0001357	Aegilops_speltoides|GWHGBFXR008256.1	Triticum_aestivum|TraesCS2A03G0930400, Triticum_aestivum|TraesCS2D03G0869600
OG0001357	Aegilops_speltoides|GWHGBFXR008255.1	Triticum_aestivum|TraesCS2D03G0869100, Triticum_aestivum|TraesCS2A03G0930300, Triticum_aestivum|TraesCS2B03G1022000
OG0001358	Aegilops_speltoides|GWHGBFXR004816.1	Triticum_aestivum|TraesCS2A03G0089400, Triticum_aestivum|TraesCS2D03G0084900
OG0001358	Aegilops_speltoides|GWHGBFXR026270.1	Triticum_aestivum|TraesCS6A03G0121100, Triticum_aestivum|TraesCS6B03G0170600
OG0001359	Aegilops_speltoides|GWHGBFXR009507.1	Triticum_aestivum|TraesCS2B03G1309600
OG0001360	Aegilops_speltoides|GWHGBFXR008779.1, Aegilops_speltoides|GWHGBFXR008777.1, Aegilops_speltoides|GWHGBFXR008780.1, Aegilops_speltoides|GWHGBFXR008778.1	Triticum_aestivum|TraesCS2B03G1153200
OG0001361	Aegilops_speltoides|GWHGBFXR037437.1	Triticum_aestivum|TraesCS1D03G0379600, Triticum_aestivum|TraesCS5D03G1001300, Triticum_aestivum|TraesCSU03G0541300, Triticum_aestivum|TraesCS2B03G0677300, Triticum_aestivum|TraesCS4D03G0075200, Triticum_aestivum|TraesCS1D03G0470800, Triticum_aestivum|TraesCS7A03G0536500
OG0001361	Aegilops_speltoides|GWHGBFXR036950.1, Aegilops_speltoides|GWHGBFXR037241.1	Triticum_aestivum|TraesCS5D03G1230200
OG0001362	Aegilops_speltoides|GWHGBFXR028106.1	Triticum_aestivum|TraesCS6D03G0505200, Triticum_aestivum|TraesCS6A03G0601600, Triticum_aestivum|TraesCS6B03G0732400
OG0001362	Aegilops_speltoides|GWHGBFXR007970.1	Triticum_aestivum|TraesCS2B03G0958900, Triticum_aestivum|TraesCS2A03G0869700
OG0001363	Aegilops_speltoides|GWHGBFXR006283.1	Triticum_aestivum|TraesCS2D03G0390900, Triticum_aestivum|TraesCS2A03G0371100, Triticum_aestivum|TraesCS2D03G0390700
OG0001363	Aegilops_speltoides|GWHGBFXR006281.1	Triticum_aestivum|TraesCS2B03G0494400
OG0001363	Aegilops_speltoides|GWHGBFXR006279.1	Triticum_aestivum|TraesCS2D03G0389700
OG0001364	Aegilops_speltoides|GWHGBFXR023742.1	Triticum_aestivum|TraesCS5D03G0852200
OG0001364	Aegilops_speltoides|GWHGBFXR023887.1	Triticum_aestivum|TraesCS5B03G0967900
OG0001364	Aegilops_speltoides|GWHGBFXR010117.1	Triticum_aestivum|TraesCS2A03G1346800
OG0001364	Aegilops_speltoides|GWHGBFXR005881.1	Triticum_aestivum|TraesCS2B03G0408100
OG0001365	Aegilops_speltoides|GWHGBFXR006425.1	Triticum_aestivum|TraesCS2B03G0534300
OG0001365	Aegilops_speltoides|GWHGBFXR006422.1	Triticum_aestivum|TraesCS2B03G0533800, Triticum_aestivum|TraesCS2D03G0421300
OG0001365	Aegilops_speltoides|GWHGBFXR005805.1	Triticum_aestivum|TraesCS7A03G0204300, Triticum_aestivum|TraesCS7D03G0183800, Triticum_aestivum|TraesCS4A03G0958000, Triticum_aestivum|TraesCS2B03G0387300
OG0001366	Aegilops_speltoides|GWHGBFXR007590.1	Triticum_aestivum|TraesCS2B03G0871800
OG0001366	Aegilops_speltoides|GWHGBFXR010934.1	Triticum_aestivum|TraesCS3B03G0135600
OG0001366	Aegilops_speltoides|GWHGBFXR029196.1	Triticum_aestivum|TraesCS6A03G0854900, Triticum_aestivum|TraesCS6D03G0724000, Triticum_aestivum|TraesCS6B03G1022200
OG0001367	Aegilops_speltoides|GWHGBFXR009154.1	Triticum_aestivum|TraesCS2B03G1238700
OG0001368	Aegilops_speltoides|GWHGBFXR006575.1	Triticum_aestivum|TraesCS2A03G0446600, Triticum_aestivum|TraesCS2D03G0454300, Triticum_aestivum|TraesCS2B03G0568500
OG0001368	Aegilops_speltoides|GWHGBFXR030302.1	Triticum_aestivum|TraesCS7A03G0033500, Triticum_aestivum|TraesCS4A03G1214100, Triticum_aestivum|TraesCS7D03G0027700
OG0001369	Aegilops_speltoides|GWHGBFXR009529.1	Triticum_aestivum|TraesCS2B03G1305700, Triticum_aestivum|TraesCS2A03G1149500
OG0001370	Aegilops_speltoides|GWHGBFXR004833.1	Triticum_aestivum|TraesCS2B03G0128100, Triticum_aestivum|TraesCS2D03G0086900, Triticum_aestivum|TraesCS2A03G0091700
OG0001371	Aegilops_speltoides|GWHGBFXR011923.1	Triticum_aestivum|TraesCS3B03G0389300, Triticum_aestivum|TraesCS3D03G0309500
OG0001371	Aegilops_speltoides|GWHGBFXR011926.1	Triticum_aestivum|TraesCS3B03G0389700
OG0001372	Aegilops_speltoides|GWHGBFXR014051.1	Triticum_aestivum|TraesCS3D03G0777700, Triticum_aestivum|TraesCS3A03G0848200
OG0001372	Aegilops_speltoides|GWHGBFXR014052.1	Triticum_aestivum|TraesCS3A03G0849700, Triticum_aestivum|TraesCS3D03G0778000
OG0001372	Aegilops_speltoides|GWHGBFXR033518.1	Triticum_aestivum|TraesCS7A03G0786100
OG0001373	Aegilops_speltoides|GWHGBFXR013591.1, Aegilops_speltoides|GWHGBFXR036597.1, Aegilops_speltoides|GWHGBFXR024742.1, Aegilops_speltoides|GWHGBFXR030024.1, Aegilops_speltoides|GWHGBFXR021945.1	Triticum_aestivum|TraesCS5B03G0381600, Triticum_aestivum|TraesCS7A03G1206600
OG0001374	Aegilops_speltoides|GWHGBFXR015397.1, Aegilops_speltoides|GWHGBFXR015399.1	Triticum_aestivum|TraesCS3D03G1036600
OG0001374	Aegilops_speltoides|GWHGBFXR015385.1	Triticum_aestivum|TraesCS3A03G1105800, Triticum_aestivum|TraesCS3B03G1284400
OG0001375	Aegilops_speltoides|GWHGBFXR014106.1	Triticum_aestivum|TraesCS3D03G0791000, Triticum_aestivum|TraesCS3B03G0985900
OG0001375	Aegilops_speltoides|GWHGBFXR018738.1	Triticum_aestivum|TraesCS4D03G0608100, Triticum_aestivum|TraesCS4A03G0098100, Triticum_aestivum|TraesCS4B03G0681400
OG0001375	Aegilops_speltoides|GWHGBFXR011755.1	Triticum_aestivum|TraesCS3B03G0353600
OG0001376	Aegilops_speltoides|GWHGBFXR036745.1	Triticum_aestivum|TraesCS5A03G0315500
OG0001376	Aegilops_speltoides|GWHGBFXR015384.1	Triticum_aestivum|TraesCS2A03G0900000, Triticum_aestivum|TraesCS7A03G1093200
OG0001377	Aegilops_speltoides|GWHGBFXR010581.1	Triticum_aestivum|TraesCS3D03G0029500
OG0001377	Aegilops_speltoides|GWHGBFXR025468.1	Triticum_aestivum|TraesCS5B03G1349000
OG0001378	Aegilops_speltoides|GWHGBFXR015620.1, Aegilops_speltoides|GWHGBFXR010756.1	Triticum_aestivum|TraesCS3B03G0112000
OG0001378	Aegilops_speltoides|GWHGBFXR010753.1	Triticum_aestivum|TraesCS3D03G0054300
OG0001378	Aegilops_speltoides|GWHGBFXR010768.1	Triticum_aestivum|TraesCS3B03G0077900, Triticum_aestivum|TraesCS3B03G0110200, Triticum_aestivum|TraesCS3D03G0056200, Triticum_aestivum|TraesCS3A03G0096900
OG0001379	Aegilops_speltoides|GWHGBFXR013686.1	Triticum_aestivum|TraesCS3A03G0770800, Triticum_aestivum|TraesCS3A03G0770900
OG0001379	Aegilops_speltoides|GWHGBFXR013688.1	Triticum_aestivum|TraesCS3B03G0885500
OG0001379	Aegilops_speltoides|GWHGBFXR013687.1	Triticum_aestivum|TraesCS3A03G0771000, Triticum_aestivum|TraesCS3B03G0885300
OG0001380	Aegilops_speltoides|GWHGBFXR010763.1	Triticum_aestivum|TraesCS3D03G0055600, Triticum_aestivum|TraesCS3B03G0077000, Triticum_aestivum|TraesCS3B03G0110900
OG0001380	Aegilops_speltoides|GWHGBFXR010759.1	Triticum_aestivum|TraesCS3B03G0076600, Triticum_aestivum|TraesCS3B03G0111200, Triticum_aestivum|TraesCS3D03G0055300
OG0001380	Aegilops_speltoides|GWHGBFXR010761.1	Triticum_aestivum|TraesCS3B03G0076800
OG0001380	Aegilops_speltoides|GWHGBFXR010769.1	Triticum_aestivum|TraesCS3D03G0057600
OG0001381	Aegilops_speltoides|GWHGBFXR015802.1	Triticum_aestivum|TraesCS3D03G1112500, Triticum_aestivum|TraesCS3B03G1395800, Triticum_aestivum|TraesCS3A03G1166500
OG0001381	Aegilops_speltoides|GWHGBFXR010740.1	Triticum_aestivum|TraesCS3D03G0048900, Triticum_aestivum|TraesCSU03G0038100, Triticum_aestivum|TraesCS3D03G0028400
OG0001381	Aegilops_speltoides|GWHGBFXR010464.1	Triticum_aestivum|TraesCS3B03G0119800, Triticum_aestivum|TraesCS3A03G0039800
OG0001382	Aegilops_speltoides|GWHGBFXR014392.1	Triticum_aestivum|TraesCS3A03G0920100, Triticum_aestivum|TraesCS3D03G0847400
OG0001383	Aegilops_speltoides|GWHGBFXR023155.1	Triticum_aestivum|TraesCS5D03G0728900, Triticum_aestivum|TraesCS5A03G0768800
OG0001383	Aegilops_speltoides|GWHGBFXR014636.1	Triticum_aestivum|TraesCS3B03G1096100
OG0001384	Aegilops_speltoides|GWHGBFXR012719.1	Triticum_aestivum|TraesCS3D03G0514700, Triticum_aestivum|TraesCS3B03G0636800, Triticum_aestivum|TraesCS3A03G0553000
OG0001386	Aegilops_speltoides|GWHGBFXR011174.1	Triticum_aestivum|TraesCS3A03G0163900
OG0001386	Aegilops_speltoides|GWHGBFXR032471.1	Triticum_aestivum|TraesCS7B03G0318100
OG0001387	Aegilops_speltoides|GWHGBFXR018908.1	Triticum_aestivum|TraesCS4B03G0719300
OG0001388	Aegilops_speltoides|GWHGBFXR018460.1	Triticum_aestivum|TraesCS4B03G0631300
OG0001388	Aegilops_speltoides|GWHGBFXR022418.1	Triticum_aestivum|TraesCS4A03G0152500
OG0001388	Aegilops_speltoides|GWHGBFXR020545.1	Triticum_aestivum|TraesCS5B03G0143100
OG0001388	Aegilops_speltoides|GWHGBFXR018461.1	Triticum_aestivum|TraesCS4D03G0561700, Triticum_aestivum|TraesCS4A03G0152800, Triticum_aestivum|TraesCS4B03G0631600
OG0001389	Aegilops_speltoides|GWHGBFXR035143.1	Triticum_aestivum|TraesCS7B03G1305000, Triticum_aestivum|TraesCS7D03G1291900, Triticum_aestivum|TraesCS7A03G1364900, Triticum_aestivum|TraesCS7A03G1169800
OG0001389	Aegilops_speltoides|GWHGBFXR036102.1	Triticum_aestivum|TraesCS7B03G1303800
OG0001389	Aegilops_speltoides|GWHGBFXR019353.1	Triticum_aestivum|TraesCS7A03G1362100
OG0001389	Aegilops_speltoides|GWHGBFXR036095.1	Triticum_aestivum|TraesCS7D03G1290700, Triticum_aestivum|TraesCS7D03G1291400
OG0001390	Aegilops_speltoides|GWHGBFXR016329.1	Triticum_aestivum|TraesCS4B03G0018300
OG0001391	Aegilops_speltoides|GWHGBFXR024818.1	Triticum_aestivum|TraesCS5D03G1070600, Triticum_aestivum|TraesCS5B03G1186600
OG0001391	Aegilops_speltoides|GWHGBFXR024813.1	Triticum_aestivum|TraesCS5A03G1116900
OG0001391	Aegilops_speltoides|GWHGBFXR024812.1, Aegilops_speltoides|GWHGBFXR024817.1	Triticum_aestivum|TraesCS5B03G1185500
OG0001391	Aegilops_speltoides|GWHGBFXR024815.1	Triticum_aestivum|TraesCS5B03G1186000
OG0001391	Aegilops_speltoides|GWHGBFXR024814.1	Triticum_aestivum|TraesCS5B03G1185700, Triticum_aestivum|TraesCS5D03G1069600
OG0001392	Aegilops_speltoides|GWHGBFXR036555.1	Triticum_aestivum|TraesCS5A03G1022400, Triticum_aestivum|TraesCS5B03G1072100, Triticum_aestivum|TraesCS5A03G1022200, Triticum_aestivum|TraesCS5D03G0966900
OG0001392	Aegilops_speltoides|GWHGBFXR024361.1	Triticum_aestivum|TraesCS5D03G0967500
OG0001393	Aegilops_speltoides|GWHGBFXR020254.1	Triticum_aestivum|TraesCS5B03G0061100
OG0001393	Aegilops_speltoides|GWHGBFXR020256.1	Triticum_aestivum|TraesCS5B03G0059300
OG0001394	Aegilops_speltoides|GWHGBFXR021903.1	Triticum_aestivum|TraesCS5B03G0496700
OG0001394	Aegilops_speltoides|GWHGBFXR021907.1	Triticum_aestivum|TraesCS5D03G0461200, Triticum_aestivum|TraesCS5A03G0495400
OG0001394	Aegilops_speltoides|GWHGBFXR021905.1	Triticum_aestivum|TraesCS5A03G0495700, Triticum_aestivum|TraesCS5D03G0460800
OG0001395	Aegilops_speltoides|GWHGBFXR020229.1	Triticum_aestivum|TraesCS5B03G0053600
OG0001395	Aegilops_speltoides|GWHGBFXR020230.1	Triticum_aestivum|TraesCS5D03G0079100, Triticum_aestivum|TraesCS5A03G0061900, Triticum_aestivum|TraesCS5B03G0054300, Triticum_aestivum|TraesCS5B03G0053800
OG0001396	Aegilops_speltoides|GWHGBFXR020163.1	Triticum_aestivum|TraesCS5B03G0035900, Triticum_aestivum|TraesCS5B03G0035300, Triticum_aestivum|TraesCS5A03G0043900
OG0001396	Aegilops_speltoides|GWHGBFXR020160.1, Aegilops_speltoides|GWHGBFXR020165.1	Triticum_aestivum|TraesCS5B03G0034800, Triticum_aestivum|TraesCS7B03G1122500
OG0001397	Aegilops_speltoides|GWHGBFXR036703.1	Triticum_aestivum|TraesCS5B03G0518900
OG0001397	Aegilops_speltoides|GWHGBFXR036703.1	Triticum_aestivum|TraesCS5D03G0478400
OG0001397	Aegilops_speltoides|GWHGBFXR021935.1	Triticum_aestivum|TraesCS5B03G0505200, Triticum_aestivum|TraesCS5D03G0465000, Triticum_aestivum|TraesCS5A03G0500600
OG0001398	Aegilops_speltoides|GWHGBFXR024758.1	Triticum_aestivum|TraesCS3B03G1279000
OG0001399	Aegilops_speltoides|GWHGBFXR021735.1	Triticum_aestivum|TraesCS5A03G0460900, Triticum_aestivum|TraesCS5B03G0455800, Triticum_aestivum|TraesCS5D03G0426300
OG0001399	Aegilops_speltoides|GWHGBFXR021738.1	Triticum_aestivum|TraesCS5B03G0456000
OG0001400	Aegilops_speltoides|GWHGBFXR024810.1	Triticum_aestivum|TraesCS1A03G0725400
OG0001400	Aegilops_speltoides|GWHGBFXR024810.1	Triticum_aestivum|TraesCS1D03G0689800
OG0001400	Aegilops_speltoides|GWHGBFXR024810.1	Triticum_aestivum|TraesCS3A03G0840700
OG0001400	Aegilops_speltoides|GWHGBFXR024810.1	Triticum_aestivum|TraesCS3B03G0964800
OG0001400	Aegilops_speltoides|GWHGBFXR024810.1	Triticum_aestivum|TraesCS3D03G0771600
OG0001400	Aegilops_speltoides|GWHGBFXR024810.1	Triticum_aestivum|TraesCS5A03G1116500
OG0001400	Aegilops_speltoides|GWHGBFXR024810.1	Triticum_aestivum|TraesCS5B03G1184300
OG0001400	Aegilops_speltoides|GWHGBFXR024810.1	Triticum_aestivum|TraesCS5D03G1069200
OG0001400	Aegilops_speltoides|GWHGBFXR036201.1	Triticum_aestivum|TraesCS1A03G0725400
OG0001400	Aegilops_speltoides|GWHGBFXR036201.1	Triticum_aestivum|TraesCS1D03G0689800
OG0001400	Aegilops_speltoides|GWHGBFXR036201.1	Triticum_aestivum|TraesCS3A03G0840700
OG0001400	Aegilops_speltoides|GWHGBFXR036201.1	Triticum_aestivum|TraesCS3B03G0964800
OG0001400	Aegilops_speltoides|GWHGBFXR036201.1	Triticum_aestivum|TraesCS3D03G0771600
OG0001400	Aegilops_speltoides|GWHGBFXR036201.1	Triticum_aestivum|TraesCS5A03G1116500
OG0001400	Aegilops_speltoides|GWHGBFXR036201.1	Triticum_aestivum|TraesCS5B03G1184300
OG0001400	Aegilops_speltoides|GWHGBFXR036201.1	Triticum_aestivum|TraesCS5D03G1069200
OG0001401	Aegilops_speltoides|GWHGBFXR020318.1	Triticum_aestivum|TraesCS5A03G0079300, Triticum_aestivum|TraesCS5D03G0104100
OG0001401	Aegilops_speltoides|GWHGBFXR030830.1	Triticum_aestivum|TraesCS2A03G1133700
OG0001401	Aegilops_speltoides|GWHGBFXR030830.1	Triticum_aestivum|TraesCS4A03G1029100
OG0001402	Aegilops_speltoides|GWHGBFXR021027.1	Triticum_aestivum|TraesCS5B03G0263400
OG0001402	Aegilops_speltoides|GWHGBFXR021027.1	Triticum_aestivum|TraesCS5D03G0259500
OG0001402	Aegilops_speltoides|GWHGBFXR035377.1	Triticum_aestivum|TraesCS7B03G1100100
OG0001403	Aegilops_speltoides|GWHGBFXR025423.1	Triticum_aestivum|TraesCS3B03G0418100, Triticum_aestivum|TraesCS7D03G0278700, Triticum_aestivum|TraesCS7A03G0298500, Triticum_aestivum|TraesCS5B03G1338000, Triticum_aestivum|TraesCS4A03G0811800
OG0001403	Aegilops_speltoides|GWHGBFXR026637.1	Triticum_aestivum|TraesCS6D03G0149800
OG0001404	Aegilops_speltoides|GWHGBFXR025864.1	Triticum_aestivum|TraesCSU03G0080400, Triticum_aestivum|TraesCSU03G0133100
OG0001404	Aegilops_speltoides|GWHGBFXR025867.1, Aegilops_speltoides|GWHGBFXR025866.1, Aegilops_speltoides|GWHGBFXR025869.1	Triticum_aestivum|TraesCS6B03G0069200
OG0001404	Aegilops_speltoides|GWHGBFXR036789.1	Triticum_aestivum|TraesCS6B03G0068100
OG0001405	Aegilops_speltoides|GWHGBFXR035036.1	Triticum_aestivum|TraesCS7D03G1089000
OG0001405	Aegilops_speltoides|GWHGBFXR026676.1	Triticum_aestivum|TraesCS6B03G0279300
OG0001406	Aegilops_speltoides|GWHGBFXR036874.1	Triticum_aestivum|TraesCS6A03G0068000, Triticum_aestivum|TraesCS6B03G0099000, Triticum_aestivum|TraesCS6D03G0068200
OG0001406	Aegilops_speltoides|GWHGBFXR025971.1, Aegilops_speltoides|GWHGBFXR036872.1	Triticum_aestivum|TraesCS6B03G0099100, Triticum_aestivum|TraesCS6D03G0068600
OG0001407	Aegilops_speltoides|GWHGBFXR029848.1	Triticum_aestivum|TraesCS6D03G0866000, Triticum_aestivum|TraesCS6A03G0981400
OG0001407	Aegilops_speltoides|GWHGBFXR029852.1	Triticum_aestivum|TraesCS6B03G1206500
OG0001407	Aegilops_speltoides|GWHGBFXR029851.1	Triticum_aestivum|TraesCS6B03G1206200
OG0001408	Aegilops_speltoides|GWHGBFXR028753.1	Triticum_aestivum|TraesCS6A03G0756400, Triticum_aestivum|TraesCS6D03G0639000
OG0001408	Aegilops_speltoides|GWHGBFXR032535.1	Triticum_aestivum|TraesCS7D03G0496900, Triticum_aestivum|TraesCS7B03G0332800
OG0001408	Aegilops_speltoides|GWHGBFXR036728.1	Triticum_aestivum|TraesCS6D03G0638800, Triticum_aestivum|TraesCS6A03G0756200, Triticum_aestivum|TraesCS6B03G0899300
