Orthogroup	Aegilops_speltoides	Triticum_urartu
OG0002673	Aegilops_speltoides|GWHGBFXR024002.1	Triticum_urartu|LOC125510643
OG0002673	Aegilops_speltoides|GWHGBFXR024001.1	Triticum_urartu|LOC125510640
OG0002674	Aegilops_speltoides|GWHGBFXR025550.1	Triticum_urartu|LOC125530481
OG0002674	Aegilops_speltoides|GWHGBFXR025548.1	Triticum_urartu|LOC125530480
OG0002675	Aegilops_speltoides|GWHGBFXR036277.1	Triticum_urartu|LOC125545654
OG0002676	Aegilops_speltoides|GWHGBFXR023820.1	Triticum_urartu|LOC125530372
OG0002677	Aegilops_speltoides|GWHGBFXR020874.1	Triticum_urartu|LOC125555718, Triticum_urartu|LOC125555717
OG0002679	Aegilops_speltoides|GWHGBFXR030958.1, Aegilops_speltoides|GWHGBFXR030962.1, Aegilops_speltoides|GWHGBFXR030964.1	Triticum_urartu|LOC125523644, Triticum_urartu|LOC125523442, Triticum_urartu|LOC125522715
OG0002680	Aegilops_speltoides|GWHGBFXR021022.1	Triticum_urartu|LOC125555883
OG0002681	Aegilops_speltoides|GWHGBFXR032919.1	Triticum_urartu|LOC125524992
OG0002681	Aegilops_speltoides|GWHGBFXR022932.1	Triticum_urartu|LOC125509981
OG0002682	Aegilops_speltoides|GWHGBFXR021638.1	Triticum_urartu|LOC125508868
OG0002682	Aegilops_speltoides|GWHGBFXR033148.1	Triticum_urartu|LOC125521104
OG0002684	Aegilops_speltoides|GWHGBFXR024699.1, Aegilops_speltoides|GWHGBFXR024700.1, Aegilops_speltoides|GWHGBFXR024698.1	Triticum_urartu|LOC125511093
OG0002685	Aegilops_speltoides|GWHGBFXR021427.1	Triticum_urartu|LOC125508674
OG0002686	Aegilops_speltoides|GWHGBFXR029093.1	Triticum_urartu|LOC125514744
OG0002686	Aegilops_speltoides|GWHGBFXR022083.1	Triticum_urartu|LOC125509301
OG0002687	Aegilops_speltoides|GWHGBFXR021106.1	Triticum_urartu|LOC125508224
OG0002688	Aegilops_speltoides|GWHGBFXR023772.1	Triticum_urartu|LOC125529046
OG0002689	Aegilops_speltoides|GWHGBFXR021067.1	Triticum_urartu|LOC125508548
OG0002689	Aegilops_speltoides|GWHGBFXR021067.1	Triticum_urartu|LOC125510721
OG0002689	Aegilops_speltoides|GWHGBFXR024137.1	Triticum_urartu|LOC125508548
OG0002689	Aegilops_speltoides|GWHGBFXR024137.1	Triticum_urartu|LOC125510721
OG0002690	Aegilops_speltoides|GWHGBFXR023218.1	Triticum_urartu|LOC125510119
OG0002691	Aegilops_speltoides|GWHGBFXR022903.1	Triticum_urartu|LOC125509949
OG0002691	Aegilops_speltoides|GWHGBFXR032908.1	Triticum_urartu|LOC125529093
OG0002692	Aegilops_speltoides|GWHGBFXR020217.1	Triticum_urartu|LOC125555482
OG0002693	Aegilops_speltoides|GWHGBFXR023451.1, Aegilops_speltoides|GWHGBFXR023456.1	Triticum_urartu|LOC125556537
OG0002694	Aegilops_speltoides|GWHGBFXR033011.1	Triticum_urartu|LOC125518769, Triticum_urartu|LOC125528055
OG0002697	Aegilops_speltoides|GWHGBFXR033219.1	Triticum_urartu|LOC125518526
OG0002698	Aegilops_speltoides|GWHGBFXR032891.1	Triticum_urartu|LOC125520160
OG0002698	Aegilops_speltoides|GWHGBFXR022862.1	Triticum_urartu|LOC125509888
OG0002699	Aegilops_speltoides|GWHGBFXR025522.1	Triticum_urartu|LOC125553310, Triticum_urartu|LOC125550107, Triticum_urartu|LOC125553309
OG0002700	Aegilops_speltoides|GWHGBFXR023248.1	Triticum_urartu|LOC125556455
OG0002701	Aegilops_speltoides|GWHGBFXR021198.1	Triticum_urartu|LOC125508410
OG0002702	Aegilops_speltoides|GWHGBFXR036842.1	Triticum_urartu|LOC125515098
OG0002703	Aegilops_speltoides|GWHGBFXR020675.1	Triticum_urartu|LOC125531004
OG0002704	Aegilops_speltoides|GWHGBFXR020098.1	Triticum_urartu|LOC125506878
OG0002705	Aegilops_speltoides|GWHGBFXR023591.1	Triticum_urartu|LOC125517402
OG0002706	Aegilops_speltoides|GWHGBFXR025130.1	Triticum_urartu|LOC125553030, Triticum_urartu|LOC125553037
OG0002708	Aegilops_speltoides|GWHGBFXR030881.1	Triticum_urartu|LOC125521818
OG0002709	Aegilops_speltoides|GWHGBFXR035100.1	Triticum_urartu|LOC125520835
OG0002711	Aegilops_speltoides|GWHGBFXR029162.1	Triticum_urartu|LOC125514806, Triticum_urartu|LOC125514809
OG0002712	Aegilops_speltoides|GWHGBFXR026999.1	Triticum_urartu|LOC125514369
OG0002713	Aegilops_speltoides|GWHGBFXR026730.1	Triticum_urartu|LOC125539365
OG0002713	Aegilops_speltoides|GWHGBFXR026730.1	Triticum_urartu|LOC125525963
OG0002713	Aegilops_speltoides|GWHGBFXR026723.1	Triticum_urartu|LOC125539365
OG0002713	Aegilops_speltoides|GWHGBFXR026723.1	Triticum_urartu|LOC125525963
OG0002713	Aegilops_speltoides|GWHGBFXR027068.1	Triticum_urartu|LOC125539365
OG0002713	Aegilops_speltoides|GWHGBFXR027068.1	Triticum_urartu|LOC125525963
OG0002716	Aegilops_speltoides|GWHGBFXR028035.1	Triticum_urartu|LOC125513699
OG0002716	Aegilops_speltoides|GWHGBFXR028196.1	Triticum_urartu|LOC125513868
OG0002717	Aegilops_speltoides|GWHGBFXR028876.1	Triticum_urartu|LOC125512507
OG0002717	Aegilops_speltoides|GWHGBFXR026770.1	Triticum_urartu|LOC125530666
OG0002718	Aegilops_speltoides|GWHGBFXR025835.1	Triticum_urartu|LOC125514452, Triticum_urartu|LOC125514451, Triticum_urartu|LOC125514667, Triticum_urartu|LOC125515830
OG0002719	Aegilops_speltoides|GWHGBFXR036736.1	Triticum_urartu|LOC125512637
OG0002719	Aegilops_speltoides|GWHGBFXR029211.1	Triticum_urartu|LOC125531119
OG0002721	Aegilops_speltoides|GWHGBFXR026509.1	Triticum_urartu|LOC125514424
OG0002721	Aegilops_speltoides|GWHGBFXR026507.1	Triticum_urartu|LOC125514892
OG0002722	Aegilops_speltoides|GWHGBFXR028737.1	Triticum_urartu|LOC125514405
OG0002723	Aegilops_speltoides|GWHGBFXR029678.1	Triticum_urartu|LOC125515289, Triticum_urartu|LOC125515304
OG0002724	Aegilops_speltoides|GWHGBFXR025923.1	Triticum_urartu|LOC125512259
OG0002725	Aegilops_speltoides|GWHGBFXR027205.1	Triticum_urartu|LOC125516632
OG0002726	Aegilops_speltoides|GWHGBFXR025960.1	Triticum_urartu|LOC125532354, Triticum_urartu|LOC125515377, Triticum_urartu|LOC125515409, Triticum_urartu|LOC125527468
OG0002727	Aegilops_speltoides|GWHGBFXR027041.1, Aegilops_speltoides|GWHGBFXR027043.1	Triticum_urartu|LOC125515793, Triticum_urartu|LOC125515834
OG0002728	Aegilops_speltoides|GWHGBFXR027091.1	Triticum_urartu|LOC125515472
OG0002729	Aegilops_speltoides|GWHGBFXR026107.1	Triticum_urartu|LOC125515771, Triticum_urartu|LOC125514677
OG0002730	Aegilops_speltoides|GWHGBFXR029448.1	Triticum_urartu|LOC125515095, Triticum_urartu|LOC125512803
OG0002731	Aegilops_speltoides|GWHGBFXR025721.1	Triticum_urartu|LOC125512950
OG0002731	Aegilops_speltoides|GWHGBFXR037143.1	Triticum_urartu|LOC125525924
OG0002733	Aegilops_speltoides|GWHGBFXR028896.1	Triticum_urartu|LOC125528004
OG0002734	Aegilops_speltoides|GWHGBFXR027691.1	Triticum_urartu|LOC125512388
OG0002735	Aegilops_speltoides|GWHGBFXR029337.1	Triticum_urartu|LOC125514978
OG0002735	Aegilops_speltoides|GWHGBFXR031805.1	Triticum_urartu|LOC125520638
OG0002736	Aegilops_speltoides|GWHGBFXR036987.1	Triticum_urartu|LOC125519632
OG0002736	Aegilops_speltoides|GWHGBFXR029898.1	Triticum_urartu|LOC125515488
OG0002737	Aegilops_speltoides|GWHGBFXR028143.1	Triticum_urartu|LOC125513597
OG0002737	Aegilops_speltoides|GWHGBFXR036078.1	Triticum_urartu|LOC125529987
OG0002738	Aegilops_speltoides|GWHGBFXR031603.1, Aegilops_speltoides|GWHGBFXR027597.1	Triticum_urartu|LOC125522557
OG0002739	Aegilops_speltoides|GWHGBFXR027070.1	Triticum_urartu|LOC125515142
OG0002739	Aegilops_speltoides|GWHGBFXR034571.1	Triticum_urartu|LOC125524485
OG0002741	Aegilops_speltoides|GWHGBFXR036044.1	Triticum_urartu|LOC125520234
OG0002742	Aegilops_speltoides|GWHGBFXR028572.1	Triticum_urartu|LOC125514211
OG0002743	Aegilops_speltoides|GWHGBFXR029356.1	Triticum_urartu|LOC125515023
OG0002744	Aegilops_speltoides|GWHGBFXR029363.1	Triticum_urartu|LOC125514999
OG0002744	Aegilops_speltoides|GWHGBFXR031781.1	Triticum_urartu|LOC125520794
OG0002746	Aegilops_speltoides|GWHGBFXR027518.1	Triticum_urartu|LOC125517389
OG0002746	Aegilops_speltoides|GWHGBFXR034175.1	Triticum_urartu|LOC125518586
OG0002747	Aegilops_speltoides|GWHGBFXR034244.1	Triticum_urartu|LOC125518574, Triticum_urartu|LOC125518898
OG0002748	Aegilops_speltoides|GWHGBFXR028653.1	Triticum_urartu|LOC125514309
OG0002749	Aegilops_speltoides|GWHGBFXR028723.1	Triticum_urartu|LOC125514379
OG0002749	Aegilops_speltoides|GWHGBFXR032721.1	Triticum_urartu|LOC125523127
OG0002750	Aegilops_speltoides|GWHGBFXR028905.1	Triticum_urartu|LOC125529590
OG0002750	Aegilops_speltoides|GWHGBFXR032062.1	Triticum_urartu|LOC125521750
OG0002751	Aegilops_speltoides|GWHGBFXR036742.1	Triticum_urartu|LOC125512394
OG0002753	Aegilops_speltoides|GWHGBFXR030234.1	Triticum_urartu|LOC125521183
OG0002754	Aegilops_speltoides|GWHGBFXR033019.1	Triticum_urartu|LOC125518781
OG0002755	Aegilops_speltoides|GWHGBFXR032636.1	Triticum_urartu|LOC125524455
OG0002757	Aegilops_speltoides|GWHGBFXR030932.1	Triticum_urartu|LOC125527176
OG0002758	Aegilops_speltoides|GWHGBFXR030882.1	Triticum_urartu|LOC125519655, Triticum_urartu|LOC125531256
OG0002758	Aegilops_speltoides|GWHGBFXR033792.1	Triticum_urartu|LOC125525495
OG0002761	Aegilops_speltoides|GWHGBFXR035791.1, Aegilops_speltoides|GWHGBFXR035789.1, Aegilops_speltoides|GWHGBFXR035792.1	Triticum_urartu|LOC125519725, Triticum_urartu|LOC125519215, Triticum_urartu|LOC125520063
OG0002762	Aegilops_speltoides|GWHGBFXR031971.1	Triticum_urartu|LOC125518534
OG0002765	Aegilops_speltoides|GWHGBFXR030545.1	Triticum_urartu|LOC125517266, Triticum_urartu|LOC125517282, Triticum_urartu|LOC125520472
OG0002766	Aegilops_speltoides|GWHGBFXR030737.1	Triticum_urartu|LOC125522141
OG0002767	Aegilops_speltoides|GWHGBFXR032481.1	Triticum_urartu|LOC125521305
OG0002768	Aegilops_speltoides|GWHGBFXR032542.1	Triticum_urartu|LOC125518656
OG0002769	Aegilops_speltoides|GWHGBFXR030692.1	Triticum_urartu|LOC125521558
OG0002769	Aegilops_speltoides|GWHGBFXR030693.1	Triticum_urartu|LOC125522786
OG0002770	Aegilops_speltoides|GWHGBFXR030987.1	Triticum_urartu|LOC125519012
OG0002771	Aegilops_speltoides|GWHGBFXR030386.1	Triticum_urartu|LOC125520144
OG0002771	Aegilops_speltoides|GWHGBFXR031116.1	Triticum_urartu|LOC125521819
OG0002772	Aegilops_speltoides|GWHGBFXR034505.1, Aegilops_speltoides|GWHGBFXR034502.1	Triticum_urartu|LOC125525069, Triticum_urartu|LOC125530288, Triticum_urartu|LOC125524616
OG0002773	Aegilops_speltoides|GWHGBFXR032292.1	Triticum_urartu|rpl22
OG0002773	Aegilops_speltoides|GWHGBFXR037528.1	Triticum_urartu|rpl22
OG0002774	Aegilops_speltoides|GWHGBFXR032932.1	Triticum_urartu|LOC125524940
OG0002775	Aegilops_speltoides|GWHGBFXR034627.1	Triticum_urartu|LOC125523458
OG0002776	Aegilops_speltoides|GWHGBFXR034369.1	Triticum_urartu|LOC125522794
OG0002776	Aegilops_speltoides|GWHGBFXR034368.1	Triticum_urartu|LOC125522779
OG0002777	Aegilops_speltoides|GWHGBFXR032492.1	Triticum_urartu|LOC125522545
OG0002778	Aegilops_speltoides|GWHGBFXR030273.1	Triticum_urartu|LOC125546034
OG0002778	Aegilops_speltoides|GWHGBFXR030273.1	Triticum_urartu|LOC125526002
OG0002779	Aegilops_speltoides|GWHGBFXR034767.1	Triticum_urartu|LOC125524577, Triticum_urartu|LOC125522940, Triticum_urartu|LOC125523999
OG0002780	Aegilops_speltoides|GWHGBFXR035399.1	Triticum_urartu|LOC125553723
OG0002780	Aegilops_speltoides|GWHGBFXR035769.1	Triticum_urartu|LOC125524778
OG0002781	Aegilops_speltoides|GWHGBFXR034944.1	Triticum_urartu|LOC125524171, Triticum_urartu|LOC125522964
OG0002782	Aegilops_speltoides|GWHGBFXR034274.1	Triticum_urartu|LOC125525902
OG0002783	Aegilops_speltoides|GWHGBFXR034807.1	Triticum_urartu|LOC125522109, Triticum_urartu|LOC125525870, Triticum_urartu|LOC125527052
OG0002783	Aegilops_speltoides|GWHGBFXR034809.1	Triticum_urartu|LOC125524368
OG0002784	Aegilops_speltoides|GWHGBFXR031570.1	Triticum_urartu|LOC125533825, Triticum_urartu|LOC125523824
OG0002785	Aegilops_speltoides|GWHGBFXR035746.1	Triticum_urartu|LOC125527745
OG0002787	Aegilops_speltoides|GWHGBFXR036415.1	Triticum_urartu|LOC125554104
OG0002787	Aegilops_speltoides|GWHGBFXR036416.1	Triticum_urartu|LOC125554105
OG0002805	Aegilops_speltoides|GWHGBFXR001057.1, Aegilops_speltoides|GWHGBFXR000825.1, Aegilops_speltoides|GWHGBFXR001089.1	Triticum_urartu|LOC125515551
OG0002806	Aegilops_speltoides|GWHGBFXR002169.1	Triticum_urartu|LOC125513827
OG0002807	Aegilops_speltoides|GWHGBFXR003688.1	Triticum_urartu|LOC125554997, Triticum_urartu|LOC125527751
OG0002808	Aegilops_speltoides|GWHGBFXR002849.1	Triticum_urartu|LOC125521156
OG0002809	Aegilops_speltoides|GWHGBFXR025707.1	Triticum_urartu|LOC125516119
OG0002810	Aegilops_speltoides|GWHGBFXR015382.1	Triticum_urartu|LOC125529748
OG0002810	Aegilops_speltoides|GWHGBFXR002318.1	Triticum_urartu|LOC125532889
OG0002811	Aegilops_speltoides|GWHGBFXR004177.1	Triticum_urartu|LOC125531343
OG0002811	Aegilops_speltoides|GWHGBFXR004160.1	Triticum_urartu|LOC125531202, Triticum_urartu|LOC125531241
OG0002812	Aegilops_speltoides|GWHGBFXR003146.1	Triticum_urartu|LOC125536836
OG0002813	Aegilops_speltoides|GWHGBFXR003274.1, Aegilops_speltoides|GWHGBFXR018165.1	Triticum_urartu|LOC125551995
OG0002814	Aegilops_speltoides|GWHGBFXR000216.1	Triticum_urartu|LOC125532578
OG0002815	Aegilops_speltoides|GWHGBFXR002938.1	Triticum_urartu|LOC125536560
OG0002816	Aegilops_speltoides|GWHGBFXR001840.1	Triticum_urartu|LOC125510039
OG0002816	Aegilops_speltoides|GWHGBFXR019995.1	Triticum_urartu|LOC125511560, Triticum_urartu|LOC125511682
OG0002817	Aegilops_speltoides|GWHGBFXR003421.1	Triticum_urartu|LOC125529908
OG0002818	Aegilops_speltoides|GWHGBFXR001376.1	Triticum_urartu|LOC125554761
OG0002818	Aegilops_speltoides|GWHGBFXR018952.1	Triticum_urartu|LOC125552695
OG0002819	Aegilops_speltoides|GWHGBFXR003141.1	Triticum_urartu|LOC125529348
OG0002820	Aegilops_speltoides|GWHGBFXR019434.1	Triticum_urartu|LOC125511332
OG0002820	Aegilops_speltoides|GWHGBFXR002017.1, Aegilops_speltoides|GWHGBFXR002020.1	Triticum_urartu|LOC125533753
OG0002821	Aegilops_speltoides|GWHGBFXR019930.1	Triticum_urartu|LOC125506574
OG0002821	Aegilops_speltoides|GWHGBFXR001926.1	Triticum_urartu|LOC125511144
OG0002823	Aegilops_speltoides|GWHGBFXR000477.1, Aegilops_speltoides|GWHGBFXR001121.1	Triticum_urartu|LOC125548931
OG0002824	Aegilops_speltoides|GWHGBFXR002477.1	Triticum_urartu|LOC125517983
OG0002825	Aegilops_speltoides|GWHGBFXR003083.1	Triticum_urartu|LOC125523065
OG0002826	Aegilops_speltoides|GWHGBFXR017269.1	Triticum_urartu|LOC125553655
OG0002827	Aegilops_speltoides|GWHGBFXR002268.1	Triticum_urartu|LOC125514660
OG0002827	Aegilops_speltoides|GWHGBFXR008200.1	Triticum_urartu|LOC125539107, Triticum_urartu|LOC125539108
OG0002828	Aegilops_speltoides|GWHGBFXR008734.1	Triticum_urartu|LOC125537725
OG0002828	Aegilops_speltoides|GWHGBFXR000171.1	Triticum_urartu|LOC125531189
OG0002829	Aegilops_speltoides|GWHGBFXR003561.1, Aegilops_speltoides|GWHGBFXR017027.1, Aegilops_speltoides|GWHGBFXR017022.1	Triticum_urartu|LOC125554609, Triticum_urartu|LOC125554610, Triticum_urartu|LOC125530058
OG0002831	Aegilops_speltoides|GWHGBFXR021428.1	Triticum_urartu|LOC125508671
OG0002832	Aegilops_speltoides|GWHGBFXR031559.1	Triticum_urartu|LOC125532146
OG0002833	Aegilops_speltoides|GWHGBFXR028845.1	Triticum_urartu|LOC125512494
OG0002834	Aegilops_speltoides|GWHGBFXR010492.1	Triticum_urartu|LOC125542330
OG0002836	Aegilops_speltoides|GWHGBFXR014111.1	Triticum_urartu|LOC125545276
OG0002837	Aegilops_speltoides|GWHGBFXR003733.1	Triticum_urartu|LOC125530336
OG0002837	Aegilops_speltoides|GWHGBFXR013224.1	Triticum_urartu|LOC125544525
OG0002838	Aegilops_speltoides|GWHGBFXR002830.1	Triticum_urartu|LOC125535968
OG0002838	Aegilops_speltoides|GWHGBFXR015118.1	Triticum_urartu|LOC125545913
OG0002839	Aegilops_speltoides|GWHGBFXR011036.1, Aegilops_speltoides|GWHGBFXR000387.1	Triticum_urartu|LOC125545377
OG0002840	Aegilops_speltoides|GWHGBFXR014046.1	Triticum_urartu|LOC125548795
OG0002841	Aegilops_speltoides|GWHGBFXR000030.1	Triticum_urartu|LOC125534094, Triticum_urartu|LOC125522819, Triticum_urartu|LOC125522932, Triticum_urartu|LOC125527568
OG0002842	Aegilops_speltoides|GWHGBFXR003483.1	Triticum_urartu|LOC125537667
OG0002843	Aegilops_speltoides|GWHGBFXR001187.1	Triticum_urartu|LOC125551387
OG0002843	Aegilops_speltoides|GWHGBFXR026628.1	Triticum_urartu|LOC125513686
OG0002844	Aegilops_speltoides|GWHGBFXR000418.1	Triticum_urartu|LOC125544673
OG0002844	Aegilops_speltoides|GWHGBFXR021360.1	Triticum_urartu|LOC125508637
OG0002845	Aegilops_speltoides|GWHGBFXR002097.1	Triticum_urartu|LOC125513245
OG0002845	Aegilops_speltoides|GWHGBFXR002099.1	Triticum_urartu|LOC125513250
OG0002846	Aegilops_speltoides|GWHGBFXR002731.1	Triticum_urartu|LOC125531234
OG0002847	Aegilops_speltoides|GWHGBFXR003334.1	Triticum_urartu|LOC125527705
OG0002847	Aegilops_speltoides|GWHGBFXR013466.1	Triticum_urartu|LOC125544629
OG0002848	Aegilops_speltoides|GWHGBFXR030443.1	Triticum_urartu|LOC125520450
OG0002848	Aegilops_speltoides|GWHGBFXR001963.1	Triticum_urartu|LOC125511949
OG0002849	Aegilops_speltoides|GWHGBFXR004280.1	Triticum_urartu|LOC125534423, Triticum_urartu|LOC125527619
OG0002850	Aegilops_speltoides|GWHGBFXR003028.1	Triticum_urartu|LOC125536622
OG0002851	Aegilops_speltoides|GWHGBFXR004107.1	Triticum_urartu|LOC125533164
OG0002852	Aegilops_speltoides|GWHGBFXR003210.1	Triticum_urartu|LOC125530169
OG0002853	Aegilops_speltoides|GWHGBFXR001735.1	Triticum_urartu|LOC125506547
OG0002854	Aegilops_speltoides|GWHGBFXR002518.1	Triticum_urartu|LOC125517820
OG0002854	Aegilops_speltoides|GWHGBFXR014511.1	Triticum_urartu|LOC125543677
OG0002855	Aegilops_speltoides|GWHGBFXR003520.1	Triticum_urartu|LOC125526603
OG0002856	Aegilops_speltoides|GWHGBFXR002649.1	Triticum_urartu|LOC125519207, Triticum_urartu|LOC125519530
OG0002857	Aegilops_speltoides|GWHGBFXR015324.1, Aegilops_speltoides|GWHGBFXR015314.1	Triticum_urartu|LOC125527694
OG0002858	Aegilops_speltoides|GWHGBFXR002653.1	Triticum_urartu|LOC125519461
OG0002858	Aegilops_speltoides|GWHGBFXR014308.1	Triticum_urartu|LOC125545401, Triticum_urartu|LOC125527323
OG0002859	Aegilops_speltoides|GWHGBFXR002149.1	Triticum_urartu|LOC125513730
OG0002860	Aegilops_speltoides|GWHGBFXR012392.1	Triticum_urartu|LOC125543733, Triticum_urartu|LOC125543739
OG0002860	Aegilops_speltoides|GWHGBFXR001533.1	Triticum_urartu|LOC125508251
OG0002861	Aegilops_speltoides|GWHGBFXR003303.1	Triticum_urartu|LOC125537314
OG0002862	Aegilops_speltoides|GWHGBFXR013108.1	Triticum_urartu|LOC125544426
OG0002864	Aegilops_speltoides|GWHGBFXR001889.1	Triticum_urartu|LOC125533130
OG0002864	Aegilops_speltoides|GWHGBFXR019483.1	Triticum_urartu|LOC125511171
OG0002865	Aegilops_speltoides|GWHGBFXR003335.1	Triticum_urartu|LOC125525288
OG0002866	Aegilops_speltoides|GWHGBFXR005522.1	Triticum_urartu|LOC125511263
OG0002866	Aegilops_speltoides|GWHGBFXR004349.1	Triticum_urartu|LOC125554374
OG0002867	Aegilops_speltoides|GWHGBFXR024083.1	Triticum_urartu|LOC125510693
OG0002867	Aegilops_speltoides|GWHGBFXR003082.1	Triticum_urartu|LOC125529664
OG0002868	Aegilops_speltoides|GWHGBFXR002787.1	Triticum_urartu|LOC125532930
OG0002869	Aegilops_speltoides|GWHGBFXR002320.1	Triticum_urartu|LOC125515162
OG0002870	Aegilops_speltoides|GWHGBFXR003410.1	Triticum_urartu|LOC125525741
OG0002870	Aegilops_speltoides|GWHGBFXR003410.1	Triticum_urartu|LOC125526865
OG0002870	Aegilops_speltoides|GWHGBFXR013405.1	Triticum_urartu|LOC125548568
OG0002871	Aegilops_speltoides|GWHGBFXR013217.1	Triticum_urartu|LOC125544484
OG0002871	Aegilops_speltoides|GWHGBFXR013217.1	Triticum_urartu|LOC125545247
OG0002871	Aegilops_speltoides|GWHGBFXR003723.1	Triticum_urartu|LOC125527977
OG0002872	Aegilops_speltoides|GWHGBFXR011246.1	Triticum_urartu|LOC125542706
OG0002872	Aegilops_speltoides|GWHGBFXR000019.1	Triticum_urartu|LOC125531039
OG0002873	Aegilops_speltoides|GWHGBFXR013183.1	Triticum_urartu|LOC125544481
OG0002874	Aegilops_speltoides|GWHGBFXR002815.1	Triticum_urartu|LOC125520894
OG0002875	Aegilops_speltoides|GWHGBFXR001886.1	Triticum_urartu|LOC125510698
OG0002875	Aegilops_speltoides|GWHGBFXR027385.1	Triticum_urartu|LOC125516293
OG0002876	Aegilops_speltoides|GWHGBFXR001407.1	Triticum_urartu|LOC125553830
OG0002876	Aegilops_speltoides|GWHGBFXR011390.1	Triticum_urartu|LOC125542787
OG0002878	Aegilops_speltoides|GWHGBFXR012924.1	Triticum_urartu|LOC125544281, Triticum_urartu|LOC125544286
OG0002878	Aegilops_speltoides|GWHGBFXR004060.1	Triticum_urartu|LOC125530156
OG0002880	Aegilops_speltoides|GWHGBFXR012740.1	Triticum_urartu|LOC125544105
OG0002880	Aegilops_speltoides|GWHGBFXR004290.1	Triticum_urartu|LOC125532010
OG0002881	Aegilops_speltoides|GWHGBFXR009396.1	Triticum_urartu|LOC125530413
OG0002882	Aegilops_speltoides|GWHGBFXR007836.1	Triticum_urartu|LOC125538744
OG0002883	Aegilops_speltoides|GWHGBFXR009061.1	Triticum_urartu|LOC125534083
OG0002883	Aegilops_speltoides|GWHGBFXR009062.1	Triticum_urartu|LOC125534084
OG0002884	Aegilops_speltoides|GWHGBFXR005271.1	Triticum_urartu|LOC125535496
OG0002885	Aegilops_speltoides|GWHGBFXR005906.1	Triticum_urartu|LOC125536010
OG0002886	Aegilops_speltoides|GWHGBFXR004981.1	Triticum_urartu|LOC125535322
OG0002886	Aegilops_speltoides|GWHGBFXR027803.1	Triticum_urartu|LOC125516767
OG0002887	Aegilops_speltoides|GWHGBFXR005483.1	Triticum_urartu|LOC125529678
OG0002888	Aegilops_speltoides|GWHGBFXR008209.1	Triticum_urartu|LOC125539114
OG0002888	Aegilops_speltoides|GWHGBFXR008210.1	Triticum_urartu|LOC125539116
OG0002889	Aegilops_speltoides|GWHGBFXR008827.1	Triticum_urartu|LOC125529481, Triticum_urartu|LOC125529480
OG0002891	Aegilops_speltoides|GWHGBFXR005738.1	Triticum_urartu|LOC125531245
OG0002892	Aegilops_speltoides|GWHGBFXR006640.1	Triticum_urartu|LOC125536780, Triticum_urartu|LOC125535953, Triticum_urartu|LOC125536781
OG0002893	Aegilops_speltoides|GWHGBFXR005152.1, Aegilops_speltoides|GWHGBFXR016168.1, Aegilops_speltoides|GWHGBFXR031308.1	Triticum_urartu|LOC125540244, Triticum_urartu|LOC125523625, Triticum_urartu|LOC125532110, Triticum_urartu|LOC125540548, Triticum_urartu|LOC125526616
OG0002894	Aegilops_speltoides|GWHGBFXR009104.1	Triticum_urartu|LOC125534106, Triticum_urartu|LOC125534105
OG0002895	Aegilops_speltoides|GWHGBFXR008685.1	Triticum_urartu|LOC125537707
OG0002896	Aegilops_speltoides|GWHGBFXR006404.1	Triticum_urartu|LOC125541316
OG0002897	Aegilops_speltoides|GWHGBFXR008288.1, Aegilops_speltoides|GWHGBFXR008290.1, Aegilops_speltoides|GWHGBFXR008289.1, Aegilops_speltoides|GWHGBFXR007967.1	Triticum_urartu|LOC125529824
OG0002898	Aegilops_speltoides|GWHGBFXR005288.1	Triticum_urartu|LOC125531056
OG0002898	Aegilops_speltoides|GWHGBFXR018147.1	Triticum_urartu|LOC125551974
OG0002899	Aegilops_speltoides|GWHGBFXR010150.1	Triticum_urartu|LOC125540297
OG0002899	Aegilops_speltoides|GWHGBFXR008219.1	Triticum_urartu|LOC125539129
OG0002902	Aegilops_speltoides|GWHGBFXR005741.1	Triticum_urartu|LOC125535864
OG0002903	Aegilops_speltoides|GWHGBFXR007736.1	Triticum_urartu|LOC125538685
OG0002904	Aegilops_speltoides|GWHGBFXR009528.1	Triticum_urartu|LOC125539903
OG0002904	Aegilops_speltoides|GWHGBFXR009528.1	Triticum_urartu|LOC125524183
OG0002904	Aegilops_speltoides|GWHGBFXR009528.1	Triticum_urartu|LOC125524168
OG0002904	Aegilops_speltoides|GWHGBFXR034166.1	Triticum_urartu|LOC125539903
OG0002904	Aegilops_speltoides|GWHGBFXR034166.1	Triticum_urartu|LOC125524183
OG0002904	Aegilops_speltoides|GWHGBFXR034166.1	Triticum_urartu|LOC125524168
OG0002905	Aegilops_speltoides|GWHGBFXR025525.1	Triticum_urartu|LOC125554428
OG0002906	Aegilops_speltoides|GWHGBFXR006888.1	Triticum_urartu|LOC125537086
OG0002906	Aegilops_speltoides|GWHGBFXR024587.1	Triticum_urartu|LOC125511035
OG0002907	Aegilops_speltoides|GWHGBFXR008610.1	Triticum_urartu|LOC125533891
OG0002907	Aegilops_speltoides|GWHGBFXR029301.1	Triticum_urartu|LOC125514960
OG0002908	Aegilops_speltoides|GWHGBFXR008643.1	Triticum_urartu|LOC125537695
OG0002908	Aegilops_speltoides|GWHGBFXR008646.1	Triticum_urartu|LOC125533906, Triticum_urartu|LOC125530929
