Orthogroup	Aegilops_speltoides	Triticum_turgidum
OG0002253	Aegilops_speltoides|GWHGBFXR019651.1	Triticum_turgidum|TRITD_5Av1G246700, Triticum_turgidum|TRITD_4Bv1G196060
OG0002253	Aegilops_speltoides|GWHGBFXR030423.1	Triticum_turgidum|TRITD_4Av1G256780
OG0002254	Aegilops_speltoides|GWHGBFXR017294.1	Triticum_turgidum|TRITD_4Bv1G044770
OG0002255	Aegilops_speltoides|GWHGBFXR018148.1	Triticum_turgidum|TRITD_4Bv1G118710
OG0002255	Aegilops_speltoides|GWHGBFXR026986.1	Triticum_turgidum|TRITD_6Bv1G047100
OG0002256	Aegilops_speltoides|GWHGBFXR022896.1	Triticum_turgidum|TRITD_5Bv1G160530
OG0002256	Aegilops_speltoides|GWHGBFXR025367.1	Triticum_turgidum|TRITD_5Bv1G246150, Triticum_turgidum|TRITD_5Bv1G246170
OG0002257	Aegilops_speltoides|GWHGBFXR025374.1	Triticum_turgidum|TRITD_5Bv1G246240, Triticum_turgidum|TRITD_4Av1G214010
OG0002257	Aegilops_speltoides|GWHGBFXR025375.1	Triticum_turgidum|TRITD_4Av1G214000, Triticum_turgidum|TRITD_5Bv1G246250
OG0002258	Aegilops_speltoides|GWHGBFXR023122.1	Triticum_turgidum|TRITD_5Bv1G168270
OG0002258	Aegilops_speltoides|GWHGBFXR036091.1	Triticum_turgidum|TRITD_7Bv1G232050
OG0002259	Aegilops_speltoides|GWHGBFXR025357.1	Triticum_turgidum|TRITD_5Bv1G245940
OG0002260	Aegilops_speltoides|GWHGBFXR020398.1	Triticum_turgidum|TRITD_5Bv1G017990
OG0002261	Aegilops_speltoides|GWHGBFXR022445.1	Triticum_turgidum|TRITD_5Bv1G138910, Triticum_turgidum|TRITD_5Av1G149920
OG0002261	Aegilops_speltoides|GWHGBFXR022443.1	Triticum_turgidum|TRITD_5Bv1G138900, Triticum_turgidum|TRITD_5Av1G149910
OG0002262	Aegilops_speltoides|GWHGBFXR020615.1	Triticum_turgidum|TRITD_5Av1G025550, Triticum_turgidum|TRITD_5Bv1G024650
OG0002262	Aegilops_speltoides|GWHGBFXR023828.1	Triticum_turgidum|TRITD_5Av1G199950, Triticum_turgidum|TRITD_5Bv1G194790
OG0002263	Aegilops_speltoides|GWHGBFXR024557.1	Triticum_turgidum|TRITD_5Av1G223080, Triticum_turgidum|TRITD_5Bv1G222580
OG0002264	Aegilops_speltoides|GWHGBFXR033419.1	Triticum_turgidum|TRITD_7Bv1G119380
OG0002264	Aegilops_speltoides|GWHGBFXR020800.1	Triticum_turgidum|TRITD_5Bv1G036390
OG0002266	Aegilops_speltoides|GWHGBFXR022530.1	Triticum_turgidum|TRITD_5Av1G153370
OG0002267	Aegilops_speltoides|GWHGBFXR025609.1	Triticum_turgidum|TRITD_4Av1G213330
OG0002268	Aegilops_speltoides|GWHGBFXR035636.1	Triticum_turgidum|TRITD_7Bv1G219430, Triticum_turgidum|TRITD_7Av1G267650
OG0002268	Aegilops_speltoides|GWHGBFXR021625.1	Triticum_turgidum|TRITD_5Av1G119630
OG0002269	Aegilops_speltoides|GWHGBFXR021875.1	Triticum_turgidum|TRITD_5Av1G134350, Triticum_turgidum|TRITD_5Bv1G113750
OG0002269	Aegilops_speltoides|GWHGBFXR021874.1	Triticum_turgidum|TRITD_5Bv1G113720
OG0002270	Aegilops_speltoides|GWHGBFXR021815.1	Triticum_turgidum|TRITD_5Bv1G110200
OG0002271	Aegilops_speltoides|GWHGBFXR021744.1	Triticum_turgidum|TRITD_5Av1G126950, Triticum_turgidum|TRITD_5Bv1G106390
OG0002272	Aegilops_speltoides|GWHGBFXR022387.1	Triticum_turgidum|TRITD_5Bv1G136790
OG0002272	Aegilops_speltoides|GWHGBFXR022386.1	Triticum_turgidum|TRITD_5Bv1G136780
OG0002273	Aegilops_speltoides|GWHGBFXR024199.1	Triticum_turgidum|TRITD_5Bv1G207340
OG0002274	Aegilops_speltoides|GWHGBFXR025348.1	Triticum_turgidum|TRITD_5Bv1G245730, Triticum_turgidum|TRITD_4Av1G214810
OG0002274	Aegilops_speltoides|GWHGBFXR025350.1	Triticum_turgidum|TRITD_5Bv1G245740, Triticum_turgidum|TRITD_4Av1G214770
OG0002275	Aegilops_speltoides|GWHGBFXR023021.1	Triticum_turgidum|TRITD_5Av1G173630, Triticum_turgidum|TRITD_5Av1G173640, Triticum_turgidum|TRITD_5Bv1G164170
OG0002276	Aegilops_speltoides|GWHGBFXR021339.1	Triticum_turgidum|TRITD_5Bv1G079480
OG0002276	Aegilops_speltoides|GWHGBFXR026954.1	Triticum_turgidum|TRITD_6Bv1G045940
OG0002277	Aegilops_speltoides|GWHGBFXR023577.1	Triticum_turgidum|TRITD_5Bv1G184560
OG0002277	Aegilops_speltoides|GWHGBFXR023575.1	Triticum_turgidum|TRITD_5Bv1G184500
OG0002279	Aegilops_speltoides|GWHGBFXR021421.1	Triticum_turgidum|TRITD_5Av1G106490, Triticum_turgidum|TRITD_5Bv1G086720
OG0002280	Aegilops_speltoides|GWHGBFXR021326.1	Triticum_turgidum|TRITD_5Bv1G078670
OG0002280	Aegilops_speltoides|GWHGBFXR026115.1	Triticum_turgidum|TRITD_6Bv1G012930, Triticum_turgidum|TRITD_6Av1G008270
OG0002281	Aegilops_speltoides|GWHGBFXR023370.1	Triticum_turgidum|TRITD_5Bv1G177430
OG0002282	Aegilops_speltoides|GWHGBFXR022821.1	Triticum_turgidum|TRITD_5Bv1G157670
OG0002282	Aegilops_speltoides|GWHGBFXR029390.1	Triticum_turgidum|TRITD_6Bv1G204090, Triticum_turgidum|TRITD_6Av1G207350
OG0002283	Aegilops_speltoides|GWHGBFXR020374.1	Triticum_turgidum|TRITD_3Av1G284980, Triticum_turgidum|TRITD_3Bv1G280380, Triticum_turgidum|TRITD_5Bv1G019160, Triticum_turgidum|TRITD_5Av1G018940
OG0002284	Aegilops_speltoides|GWHGBFXR023253.1	Triticum_turgidum|TRITD_5Av1G183910
OG0002284	Aegilops_speltoides|GWHGBFXR032445.1	Triticum_turgidum|TRITD_7Bv1G050030
OG0002284	Aegilops_speltoides|GWHGBFXR034526.1	Triticum_turgidum|TRITD_7Av1G226690, Triticum_turgidum|TRITD_7Bv1G175690
OG0002285	Aegilops_speltoides|GWHGBFXR023787.1	Triticum_turgidum|TRITD_5Bv1G192480
OG0002285	Aegilops_speltoides|GWHGBFXR020301.1	Triticum_turgidum|TRITD_5Av1G013640, Triticum_turgidum|TRITD_5Bv1G012310
OG0002286	Aegilops_speltoides|GWHGBFXR020875.1	Triticum_turgidum|TRITD_5Av1G043640
OG0002286	Aegilops_speltoides|GWHGBFXR020875.1	Triticum_turgidum|TRITD_5Bv1G040710
OG0002286	Aegilops_speltoides|GWHGBFXR020871.1	Triticum_turgidum|TRITD_5Av1G040270, Triticum_turgidum|TRITD_5Bv1G040490
OG0002287	Aegilops_speltoides|GWHGBFXR037259.1, Aegilops_speltoides|GWHGBFXR020531.1	Triticum_turgidum|TRITD_5Bv1G022820
OG0002287	Aegilops_speltoides|GWHGBFXR027002.1	Triticum_turgidum|TRITD_6Bv1G048630, Triticum_turgidum|TRITD_6Bv1G048600
OG0002288	Aegilops_speltoides|GWHGBFXR022313.1	Triticum_turgidum|TRITD_5Bv1G134090
OG0002288	Aegilops_speltoides|GWHGBFXR031017.1	Triticum_turgidum|TRITD_7Av1G025550, Triticum_turgidum|TRITD_4Av1G235020
OG0002290	Aegilops_speltoides|GWHGBFXR021830.1	Triticum_turgidum|TRITD_5Av1G131930, Triticum_turgidum|TRITD_5Bv1G110970
OG0002290	Aegilops_speltoides|GWHGBFXR031611.1	Triticum_turgidum|TRITD_7Bv1G014820
OG0002291	Aegilops_speltoides|GWHGBFXR025180.1	Triticum_turgidum|TRITD_5Bv1G240930
OG0002291	Aegilops_speltoides|GWHGBFXR031281.1	Triticum_turgidum|TRITD_7Bv1G002950
OG0002292	Aegilops_speltoides|GWHGBFXR032950.1	Triticum_turgidum|TRITD_7Bv1G081550
OG0002292	Aegilops_speltoides|GWHGBFXR022989.1	Triticum_turgidum|TRITD_5Av1G172300, Triticum_turgidum|TRITD_5Bv1G163130
OG0002293	Aegilops_speltoides|GWHGBFXR032913.1	Triticum_turgidum|TRITD_7Av1G104900, Triticum_turgidum|TRITD_7Bv1G078480
OG0002293	Aegilops_speltoides|GWHGBFXR022925.1	Triticum_turgidum|TRITD_5Bv1G161510, Triticum_turgidum|TRITD_5Av1G170410
OG0002294	Aegilops_speltoides|GWHGBFXR020133.1	Triticum_turgidum|TRITD_5Av1G005940
OG0002295	Aegilops_speltoides|GWHGBFXR024125.1	Triticum_turgidum|TRITD_5Bv1G205360, Triticum_turgidum|TRITD_5Av1G208980
OG0002295	Aegilops_speltoides|GWHGBFXR022249.1	Triticum_turgidum|TRITD_5Bv1G131010
OG0002296	Aegilops_speltoides|GWHGBFXR020182.1	Triticum_turgidum|TRITD_5Bv1G006390
OG0002297	Aegilops_speltoides|GWHGBFXR020205.1	Triticum_turgidum|TRITD_5Bv1G007620
OG0002297	Aegilops_speltoides|GWHGBFXR020222.1	Triticum_turgidum|TRITD_5Bv1G007600
OG0002298	Aegilops_speltoides|GWHGBFXR022166.1	Triticum_turgidum|TRITD_5Bv1G128150
OG0002298	Aegilops_speltoides|GWHGBFXR033212.1	Triticum_turgidum|TRITD_7Av1G135000, Triticum_turgidum|TRITD_7Bv1G096230
OG0002299	Aegilops_speltoides|GWHGBFXR023446.1	Triticum_turgidum|TRITD_5Av1G189200, Triticum_turgidum|TRITD_5Bv1G181070
OG0002300	Aegilops_speltoides|GWHGBFXR022901.1	Triticum_turgidum|TRITD_5Av1G168420, Triticum_turgidum|TRITD_5Bv1G160570
OG0002301	Aegilops_speltoides|GWHGBFXR020479.1	Triticum_turgidum|TRITD_5Bv1G014320, Triticum_turgidum|TRITD_5Av1G015320
OG0002302	Aegilops_speltoides|GWHGBFXR025392.1	Triticum_turgidum|TRITD_7Bv1G000430
OG0002303	Aegilops_speltoides|GWHGBFXR024435.1	Triticum_turgidum|TRITD_5Bv1G217190
OG0002303	Aegilops_speltoides|GWHGBFXR031774.1	Triticum_turgidum|TRITD_7Bv1G022160
OG0002304	Aegilops_speltoides|GWHGBFXR033004.1	Triticum_turgidum|TRITD_7Av1G114350, Triticum_turgidum|TRITD_7Bv1G085510
OG0002304	Aegilops_speltoides|GWHGBFXR023285.1	Triticum_turgidum|TRITD_5Bv1G174300
OG0002305	Aegilops_speltoides|GWHGBFXR024020.1	Triticum_turgidum|TRITD_5Bv1G201980
OG0002305	Aegilops_speltoides|GWHGBFXR026890.1	Triticum_turgidum|TRITD_6Av1G030110, Triticum_turgidum|TRITD_6Bv1G043500
OG0002306	Aegilops_speltoides|GWHGBFXR028802.1	Triticum_turgidum|TRITD_6Av1G181200, Triticum_turgidum|TRITD_6Bv1G170150, Triticum_turgidum|TRITD_6Av1G181220
OG0002307	Aegilops_speltoides|GWHGBFXR028689.1	Triticum_turgidum|TRITD_6Bv1G163390, Triticum_turgidum|TRITD_6Av1G175010
OG0002307	Aegilops_speltoides|GWHGBFXR032586.1	Triticum_turgidum|TRITD_7Av1G081300, Triticum_turgidum|TRITD_7Bv1G057270
OG0002308	Aegilops_speltoides|GWHGBFXR029149.1	Triticum_turgidum|TRITD_6Av1G196840
OG0002308	Aegilops_speltoides|GWHGBFXR032261.1	Triticum_turgidum|TRITD_7Av1G068480, Triticum_turgidum|TRITD_7Bv1G043720
OG0002309	Aegilops_speltoides|GWHGBFXR034854.1, Aegilops_speltoides|GWHGBFXR034853.1	Triticum_turgidum|TRITD_7Av1G243480
OG0002309	Aegilops_speltoides|GWHGBFXR028024.1	Triticum_turgidum|TRITD_6Av1G131520, Triticum_turgidum|TRITD_6Bv1G125170
OG0002310	Aegilops_speltoides|GWHGBFXR026157.1	Triticum_turgidum|TRITD_6Bv1G013830
OG0002311	Aegilops_speltoides|GWHGBFXR029038.1	Triticum_turgidum|TRITD_6Av1G192850, Triticum_turgidum|TRITD_6Bv1G184870
OG0002312	Aegilops_speltoides|GWHGBFXR027026.1	Triticum_turgidum|TRITD_6Bv1G049560
OG0002312	Aegilops_speltoides|GWHGBFXR034523.1	Triticum_turgidum|TRITD_6Av1G036650, Triticum_turgidum|TRITD_7Av1G226520, Triticum_turgidum|TRITD_7Bv1G171780
OG0002313	Aegilops_speltoides|GWHGBFXR029220.1	Triticum_turgidum|TRITD_6Av1G199950
OG0002313	Aegilops_speltoides|GWHGBFXR029208.1	Triticum_turgidum|TRITD_6Bv1G194130
OG0002314	Aegilops_speltoides|GWHGBFXR029641.1	Triticum_turgidum|TRITD_6Av1G214590, Triticum_turgidum|TRITD_6Bv1G213200
OG0002314	Aegilops_speltoides|GWHGBFXR031706.1	Triticum_turgidum|TRITD_7Av1G045900, Triticum_turgidum|TRITD_7Bv1G019740
OG0002315	Aegilops_speltoides|GWHGBFXR027281.1	Triticum_turgidum|TRITD_6Bv1G061390, Triticum_turgidum|TRITD_6Av1G049020
OG0002316	Aegilops_speltoides|GWHGBFXR034327.1	Triticum_turgidum|TRITD_7Bv1G164420
OG0002316	Aegilops_speltoides|GWHGBFXR027565.1	Triticum_turgidum|TRITD_6Bv1G075300
OG0002317	Aegilops_speltoides|GWHGBFXR036393.1	Triticum_turgidum|TRITD_4Bv1G058400
OG0002317	Aegilops_speltoides|GWHGBFXR027731.1	Triticum_turgidum|TRITD_6Bv1G089540, Triticum_turgidum|TRITD_6Av1G084140
OG0002318	Aegilops_speltoides|GWHGBFXR032171.1	Triticum_turgidum|TRITD_7Bv1G040270, Triticum_turgidum|TRITD_7Av1G063570
OG0002319	Aegilops_speltoides|GWHGBFXR028171.1	Triticum_turgidum|TRITD_6Bv1G134060
OG0002320	Aegilops_speltoides|GWHGBFXR027383.1	Triticum_turgidum|TRITD_6Av1G053370, Triticum_turgidum|TRITD_6Bv1G065240
OG0002320	Aegilops_speltoides|GWHGBFXR032889.1	Triticum_turgidum|TRITD_7Av1G102610, Triticum_turgidum|TRITD_7Bv1G075980
OG0002321	Aegilops_speltoides|GWHGBFXR029187.1	Triticum_turgidum|TRITD_6Bv1G193270, Triticum_turgidum|TRITD_6Av1G198690
OG0002321	Aegilops_speltoides|GWHGBFXR031963.1	Triticum_turgidum|TRITD_7Bv1G029640
OG0002322	Aegilops_speltoides|GWHGBFXR028797.1	Triticum_turgidum|TRITD_6Bv1G170310, Triticum_turgidum|TRITD_6Av1G181080
OG0002322	Aegilops_speltoides|GWHGBFXR028798.1	Triticum_turgidum|TRITD_6Av1G181110, Triticum_turgidum|TRITD_6Bv1G170260
OG0002323	Aegilops_speltoides|GWHGBFXR027674.1	Triticum_turgidum|TRITD_6Bv1G084780
OG0002323	Aegilops_speltoides|GWHGBFXR033885.1	Triticum_turgidum|TRITD_7Av1G201040, Triticum_turgidum|TRITD_7Bv1G144280
OG0002324	Aegilops_speltoides|GWHGBFXR027483.1	Triticum_turgidum|TRITD_6Bv1G070030
OG0002325	Aegilops_speltoides|GWHGBFXR034366.1	Triticum_turgidum|TRITD_7Bv1G165700
OG0002325	Aegilops_speltoides|GWHGBFXR027545.1	Triticum_turgidum|TRITD_6Bv1G074100
OG0002326	Aegilops_speltoides|GWHGBFXR027414.1	Triticum_turgidum|TRITD_6Av1G056270, Triticum_turgidum|TRITD_6Bv1G067010
OG0002326	Aegilops_speltoides|GWHGBFXR035313.1	Triticum_turgidum|TRITD_7Bv1G209600
OG0002327	Aegilops_speltoides|GWHGBFXR027257.1	Triticum_turgidum|TRITD_1Bv1G190130, Triticum_turgidum|TRITD_1Av1G199780, Triticum_turgidum|TRITD_1Av1G199830, Triticum_turgidum|TRITD_6Bv1G060180, Triticum_turgidum|TRITD_6Av1G047260
OG0002328	Aegilops_speltoides|GWHGBFXR026848.1	Triticum_turgidum|TRITD_6Bv1G041140
OG0002328	Aegilops_speltoides|GWHGBFXR026825.1	Triticum_turgidum|TRITD_6Bv1G040360
OG0002328	Aegilops_speltoides|GWHGBFXR026826.1	Triticum_turgidum|TRITD_6Av1G026910
OG0002329	Aegilops_speltoides|GWHGBFXR027255.1	Triticum_turgidum|TRITD_6Bv1G060120, Triticum_turgidum|TRITD_6Bv1G060080
OG0002330	Aegilops_speltoides|GWHGBFXR032580.1	Triticum_turgidum|TRITD_7Av1G081550, Triticum_turgidum|TRITD_7Bv1G056970
OG0002330	Aegilops_speltoides|GWHGBFXR028698.1	Triticum_turgidum|TRITD_6Bv1G163710, Triticum_turgidum|TRITD_6Av1G175180
OG0002331	Aegilops_speltoides|GWHGBFXR034881.1	Triticum_turgidum|TRITD_7Av1G244980, Triticum_turgidum|TRITD_7Bv1G193310
OG0002331	Aegilops_speltoides|GWHGBFXR027239.1	Triticum_turgidum|TRITD_6Av1G046260, Triticum_turgidum|TRITD_6Bv1G059050
OG0002332	Aegilops_speltoides|GWHGBFXR029649.1	Triticum_turgidum|TRITD_6Av1G214880, Triticum_turgidum|TRITD_6Bv1G213290
OG0002332	Aegilops_speltoides|GWHGBFXR031500.1	Triticum_turgidum|TRITD_7Av1G038600, Triticum_turgidum|TRITD_7Bv1G011160
OG0002333	Aegilops_speltoides|GWHGBFXR028274.1	Triticum_turgidum|TRITD_6Bv1G138880, Triticum_turgidum|TRITD_6Av1G152670
OG0002334	Aegilops_speltoides|GWHGBFXR029688.1	Triticum_turgidum|TRITD_6Bv1G214670, Triticum_turgidum|TRITD_6Av1G216390, Triticum_turgidum|TRITD_6Bv1G214580, Triticum_turgidum|TRITD_6Av1G216080, Triticum_turgidum|TRITD_6Bv1G214280
OG0002335	Aegilops_speltoides|GWHGBFXR032241.1	Triticum_turgidum|TRITD_7Av1G067390, Triticum_turgidum|TRITD_7Bv1G042880
OG0002335	Aegilops_speltoides|GWHGBFXR025903.1	Triticum_turgidum|TRITD_6Bv1G005940
OG0002336	Aegilops_speltoides|GWHGBFXR032416.1	Triticum_turgidum|TRITD_7Bv1G048680
OG0002336	Aegilops_speltoides|GWHGBFXR028836.1	Triticum_turgidum|TRITD_6Av1G182670, Triticum_turgidum|TRITD_6Bv1G172170
OG0002337	Aegilops_speltoides|GWHGBFXR029712.1	Triticum_turgidum|TRITD_6Av1G216660
OG0002337	Aegilops_speltoides|GWHGBFXR029713.1	Triticum_turgidum|TRITD_6Bv1G214980
OG0002337	Aegilops_speltoides|GWHGBFXR029714.1	Triticum_turgidum|TRITD_6Av1G216700, Triticum_turgidum|TRITD_6Bv1G214950
OG0002338	Aegilops_speltoides|GWHGBFXR029953.1	Triticum_turgidum|TRITD_5Bv1G183110, Triticum_turgidum|TRITD_6Bv1G171060, Triticum_turgidum|TRITD_5Bv1G183260, Triticum_turgidum|TRITD_5Bv1G183340, Triticum_turgidum|TRITD_5Bv1G183060, Triticum_turgidum|TRITD_5Bv1G183040, Triticum_turgidum|TRITD_5Bv1G183070
OG0002339	Aegilops_speltoides|GWHGBFXR026875.1	Triticum_turgidum|TRITD_6Bv1G042060
OG0002339	Aegilops_speltoides|GWHGBFXR026872.1	Triticum_turgidum|TRITD_6Bv1G042010, Triticum_turgidum|TRITD_6Av1G029370
OG0002340	Aegilops_speltoides|GWHGBFXR027676.1	Triticum_turgidum|TRITD_6Bv1G085030, Triticum_turgidum|TRITD_6Av1G078750
OG0002341	Aegilops_speltoides|GWHGBFXR029461.1	Triticum_turgidum|TRITD_6Bv1G206850, Triticum_turgidum|TRITD_6Av1G210540
OG0002342	Aegilops_speltoides|GWHGBFXR026943.1	Triticum_turgidum|TRITD_6Bv1G045620, Triticum_turgidum|TRITD_6Av1G032510
OG0002343	Aegilops_speltoides|GWHGBFXR035207.1	Triticum_turgidum|TRITD_7Av1G255970, Triticum_turgidum|TRITD_7Bv1G205860
OG0002343	Aegilops_speltoides|GWHGBFXR027437.1	Triticum_turgidum|TRITD_6Bv1G067890
OG0002344	Aegilops_speltoides|GWHGBFXR026589.1	Triticum_turgidum|TRITD_6Bv1G027190, Triticum_turgidum|TRITD_6Av1G018940
OG0002344	Aegilops_speltoides|GWHGBFXR036837.1	Triticum_turgidum|TRITD_6Bv1G027720
OG0002345	Aegilops_speltoides|GWHGBFXR031751.1	Triticum_turgidum|TRITD_7Bv1G021560, Triticum_turgidum|TRITD_7Av1G047710
OG0002345	Aegilops_speltoides|GWHGBFXR029420.1	Triticum_turgidum|TRITD_6Av1G208970, Triticum_turgidum|TRITD_6Bv1G205220
OG0002346	Aegilops_speltoides|GWHGBFXR032554.1	Triticum_turgidum|TRITD_7Av1G080940, Triticum_turgidum|TRITD_7Bv1G055860
OG0002346	Aegilops_speltoides|GWHGBFXR028734.1	Triticum_turgidum|TRITD_6Av1G177680, Triticum_turgidum|TRITD_6Bv1G165990
OG0002347	Aegilops_speltoides|GWHGBFXR031493.1	Triticum_turgidum|TRITD_7Bv1G010670
OG0002348	Aegilops_speltoides|GWHGBFXR035354.1	Triticum_turgidum|TRITD_7Av1G260980
OG0002348	Aegilops_speltoides|GWHGBFXR035359.1	Triticum_turgidum|TRITD_7Bv1G210720
OG0002350	Aegilops_speltoides|GWHGBFXR033773.1	Triticum_turgidum|TRITD_7Av1G177060
OG0002350	Aegilops_speltoides|GWHGBFXR033775.1	Triticum_turgidum|TRITD_7Bv1G138890
OG0002351	Aegilops_speltoides|GWHGBFXR034904.1	Triticum_turgidum|TRITD_7Bv1G193900, Triticum_turgidum|TRITD_7Av1G245640
OG0002352	Aegilops_speltoides|GWHGBFXR030598.1	Triticum_turgidum|TRITD_7Av1G011670, Triticum_turgidum|TRITD_4Av1G251250, Triticum_turgidum|TRITD_4Av1G251280
OG0002354	Aegilops_speltoides|GWHGBFXR032959.1	Triticum_turgidum|TRITD_7Av1G108990
OG0002354	Aegilops_speltoides|GWHGBFXR032958.1	Triticum_turgidum|TRITD_7Av1G109110, Triticum_turgidum|TRITD_7Bv1G083270
OG0002355	Aegilops_speltoides|GWHGBFXR030829.1	Triticum_turgidum|TRITD_2Av1G266330
OG0002356	Aegilops_speltoides|GWHGBFXR033036.1	Triticum_turgidum|TRITD_7Av1G115580
OG0002356	Aegilops_speltoides|GWHGBFXR033035.1	Triticum_turgidum|TRITD_7Bv1G086470
OG0002357	Aegilops_speltoides|GWHGBFXR035726.1	Triticum_turgidum|TRITD_7Bv1G222180
OG0002358	Aegilops_speltoides|GWHGBFXR035584.1	Triticum_turgidum|TRITD_7Bv1G218390
OG0002358	Aegilops_speltoides|GWHGBFXR035547.1	Triticum_turgidum|TRITD_7Av1G265970
OG0002359	Aegilops_speltoides|GWHGBFXR030877.1	Triticum_turgidum|TRITD_4Av1G241090, Triticum_turgidum|TRITD_4Av1G241060
OG0002359	Aegilops_speltoides|GWHGBFXR036935.1	Triticum_turgidum|TRITD_7Av1G020380
OG0002360	Aegilops_speltoides|GWHGBFXR031446.1	Triticum_turgidum|TRITD_7Av1G036790, Triticum_turgidum|TRITD_7Bv1G008760
OG0002360	Aegilops_speltoides|GWHGBFXR031976.1	Triticum_turgidum|TRITD_7Bv1G030170
OG0002361	Aegilops_speltoides|GWHGBFXR032934.1	Triticum_turgidum|TRITD_7Bv1G079980
OG0002362	Aegilops_speltoides|GWHGBFXR035583.1, Aegilops_speltoides|GWHGBFXR035546.1	Triticum_turgidum|TRITD_7Bv1G218380, Triticum_turgidum|TRITD_4Av1G236420, Triticum_turgidum|TRITD_7Bv1G217370
OG0002363	Aegilops_speltoides|GWHGBFXR031474.1	Triticum_turgidum|TRITD_7Bv1G010120
OG0002363	Aegilops_speltoides|GWHGBFXR031475.1	Triticum_turgidum|TRITD_7Av1G037820, Triticum_turgidum|TRITD_7Bv1G010180
OG0002364	Aegilops_speltoides|GWHGBFXR035895.1	Triticum_turgidum|TRITD_7Av1G274680
OG0002365	Aegilops_speltoides|GWHGBFXR032989.1	Triticum_turgidum|TRITD_7Bv1G081770, Triticum_turgidum|TRITD_7Av1G111710
OG0002366	Aegilops_speltoides|GWHGBFXR035889.1	Triticum_turgidum|TRITD_7Av1G281300
OG0002367	Aegilops_speltoides|GWHGBFXR032275.1	Triticum_turgidum|TRITD_1Av1G091590
OG0002367	Aegilops_speltoides|GWHGBFXR036168.1, Aegilops_speltoides|GWHGBFXR037405.1, Aegilops_speltoides|GWHGBFXR037428.1	Triticum_turgidum|TRITD_1Av1G106610, Triticum_turgidum|TRITD_2Av1G096100
OG0002368	Aegilops_speltoides|GWHGBFXR032834.1	Triticum_turgidum|TRITD_7Bv1G072510
OG0002370	Aegilops_speltoides|GWHGBFXR030357.1	Triticum_turgidum|TRITD_4Av1G255370, Triticum_turgidum|TRITD_7Av1G004690, Triticum_turgidum|TRITD_4Av1G257730, Triticum_turgidum|TRITD_4Av1G257920
OG0002371	Aegilops_speltoides|GWHGBFXR035233.1	Triticum_turgidum|TRITD_7Bv1G088950, Triticum_turgidum|TRITD_4Bv1G049210, Triticum_turgidum|TRITD_2Bv1G108710, Triticum_turgidum|TRITD_7Av1G256460, Triticum_turgidum|TRITD_7Bv1G206670
OG0002372	Aegilops_speltoides|GWHGBFXR034976.1	Triticum_turgidum|TRITD_7Bv1G196300
OG0002372	Aegilops_speltoides|GWHGBFXR034978.1	Triticum_turgidum|TRITD_7Bv1G196340
OG0002373	Aegilops_speltoides|GWHGBFXR034475.1	Triticum_turgidum|TRITD_7Bv1G173940
OG0002373	Aegilops_speltoides|GWHGBFXR034476.1	Triticum_turgidum|TRITD_7Av1G224480, Triticum_turgidum|TRITD_7Bv1G173810
OG0002374	Aegilops_speltoides|GWHGBFXR031621.1	Triticum_turgidum|TRITD_7Av1G041420, Triticum_turgidum|TRITD_7Bv1G015040
OG0002374	Aegilops_speltoides|GWHGBFXR031620.1, Aegilops_speltoides|GWHGBFXR037417.1	Triticum_turgidum|TRITD_7Bv1G015020
OG0002375	Aegilops_speltoides|GWHGBFXR036570.1, Aegilops_speltoides|GWHGBFXR036618.1	Triticum_turgidum|TRITD_1Bv1G228800
OG0002386	Aegilops_speltoides|GWHGBFXR002706.1	Triticum_turgidum|TRITD_1Bv1G157280, Triticum_turgidum|TRITD_1Av1G171800
OG0002386	Aegilops_speltoides|GWHGBFXR002707.1	Triticum_turgidum|TRITD_1Bv1G157290
OG0002387	Aegilops_speltoides|GWHGBFXR013206.1	Triticum_turgidum|TRITD_3Av1G174960, Triticum_turgidum|TRITD_3Bv1G155470
OG0002388	Aegilops_speltoides|GWHGBFXR019302.1	Triticum_turgidum|TRITD_4Av1G227360, Triticum_turgidum|TRITD_4Bv1G178690
OG0002388	Aegilops_speltoides|GWHGBFXR001837.1	Triticum_turgidum|TRITD_1Av1G119060, Triticum_turgidum|TRITD_1Bv1G117630
OG0002389	Aegilops_speltoides|GWHGBFXR000157.1	Triticum_turgidum|TRITD_1Bv1G005860
OG0002389	Aegilops_speltoides|GWHGBFXR016003.1	Triticum_turgidum|TRITD_3Bv1G274910, Triticum_turgidum|TRITD_3Av1G278960
OG0002390	Aegilops_speltoides|GWHGBFXR016195.1	Triticum_turgidum|TRITD_3Bv1G282070
OG0002390	Aegilops_speltoides|GWHGBFXR001286.1	Triticum_turgidum|TRITD_1Bv1G066440
OG0002391	Aegilops_speltoides|GWHGBFXR002552.1	Triticum_turgidum|TRITD_1Bv1G150500
OG0002392	Aegilops_speltoides|GWHGBFXR000894.1	Triticum_turgidum|TRITD_1Av1G032420, Triticum_turgidum|TRITD_1Bv1G041400
OG0002392	Aegilops_speltoides|GWHGBFXR022328.1	Triticum_turgidum|TRITD_5Bv1G134790, Triticum_turgidum|TRITD_5Av1G145680
OG0002393	Aegilops_speltoides|GWHGBFXR024979.1	Triticum_turgidum|TRITD_5Av1G236090
OG0002394	Aegilops_speltoides|GWHGBFXR002532.1	Triticum_turgidum|TRITD_1Bv1G149440
