Orthogroup	Triticum_aestivum	Hordeum_vulgare
OG0002639	Triticum_aestivum|TraesCS5A03G0400200, Triticum_aestivum|TraesCS5D03G0369000	Hordeum_vulgare|LOC123395982
OG0002640	Triticum_aestivum|TraesCS7A03G1336800, Triticum_aestivum|TraesCS7B03G1272500	Hordeum_vulgare|LOC123407150
OG0002640	Triticum_aestivum|TraesCS5A03G1166800, Triticum_aestivum|TraesCS4B03G0844400, Triticum_aestivum|TraesCS4D03G0752900	Hordeum_vulgare|LOC123449777
OG0002642	Triticum_aestivum|TraesCS4D03G0146600, Triticum_aestivum|TraesCS4A03G0624700, Triticum_aestivum|TraesCS4B03G0178700	Hordeum_vulgare|LOC123447784
OG0002642	Triticum_aestivum|TraesCS5B03G1230300, Triticum_aestivum|TraesCS4A03G0902800, Triticum_aestivum|TraesCS5D03G1107100	Hordeum_vulgare|LOC123453155
OG0002643	Triticum_aestivum|TraesCS4A03G0117300, Triticum_aestivum|TraesCS4B03G0640400, Triticum_aestivum|TraesCS4D03G0569300	Hordeum_vulgare|LOC123446750
OG0002644	Triticum_aestivum|TraesCS4D03G0779400, Triticum_aestivum|TraesCS4B03G0881900, Triticum_aestivum|TraesCS5A03G1193900	Hordeum_vulgare|LOC123449837
OG0002644	Triticum_aestivum|TraesCS6A03G0093100, Triticum_aestivum|TraesCS6B03G0133100, Triticum_aestivum|TraesCS6D03G0099900	Hordeum_vulgare|LOC123404917
OG0002645	Triticum_aestivum|TraesCS5A03G1171300, Triticum_aestivum|TraesCS4D03G0755600	Hordeum_vulgare|LOC123449767
OG0002645	Triticum_aestivum|TraesCS5D03G0694900, Triticum_aestivum|TraesCS5A03G0734800, Triticum_aestivum|TraesCS5B03G0765400	Hordeum_vulgare|LOC123399894
OG0002646	Triticum_aestivum|TraesCS5A03G0230700, Triticum_aestivum|TraesCS5B03G0246800, Triticum_aestivum|TraesCS5D03G0243300	Hordeum_vulgare|LOC123395463
OG0002647	Triticum_aestivum|TraesCS6B03G0157000, Triticum_aestivum|TraesCS6A03G0112300, Triticum_aestivum|TraesCS7A03G1112800, Triticum_aestivum|TraesCS7B03G0964600, Triticum_aestivum|TraesCS3D03G0730700, Triticum_aestivum|TraesCS6B03G0157200, Triticum_aestivum|TraesCS6A03G0112600	Hordeum_vulgare|LOC123404282
OG0002648	Triticum_aestivum|TraesCS4D03G0245700, Triticum_aestivum|TraesCS4A03G0511100, Triticum_aestivum|TraesCS4B03G0305400, Triticum_aestivum|TraesCS5B03G0393800, Triticum_aestivum|TraesCS5A03G0397600, Triticum_aestivum|TraesCS5D03G0371200	Hordeum_vulgare|LOC123453093
OG0002649	Triticum_aestivum|TraesCS4D03G0242800, Triticum_aestivum|TraesCS4A03G0515000, Triticum_aestivum|TraesCS4B03G0284400	Hordeum_vulgare|LOC123448095
OG0002649	Triticum_aestivum|TraesCS5B03G0399400, Triticum_aestivum|TraesCS5A03G0402700, Triticum_aestivum|TraesCS5D03G0367600	Hordeum_vulgare|LOC123397632
OG0002650	Triticum_aestivum|TraesCS7A03G1128600, Triticum_aestivum|TraesCS7B03G0983400, Triticum_aestivum|TraesCS7D03G1075500	Hordeum_vulgare|LOC123409415
OG0002650	Triticum_aestivum|TraesCS4A03G0237900, Triticum_aestivum|TraesCS4B03G0528700, Triticum_aestivum|TraesCS4D03G0468800	Hordeum_vulgare|LOC123448864
OG0002651	Triticum_aestivum|TraesCS5B03G0325000, Triticum_aestivum|TraesCS5D03G0322000, Triticum_aestivum|TraesCS5A03G0300600	Hordeum_vulgare|LOC123395196
OG0002651	Triticum_aestivum|TraesCS4B03G0215500, Triticum_aestivum|TraesCS4A03G0592100, Triticum_aestivum|TraesCS4D03G0178900	Hordeum_vulgare|LOC123447954
OG0002652	Triticum_aestivum|TraesCS4B03G0187300	Hordeum_vulgare|LOC123447807
OG0002652	Triticum_aestivum|TraesCS4B03G0743300	Hordeum_vulgare|LOC123447807
OG0002652	Triticum_aestivum|TraesCS7A03G1217500	Hordeum_vulgare|LOC123447807
OG0002652	Triticum_aestivum|TraesCS7D03G1158500	Hordeum_vulgare|LOC123447807
OG0002652	Triticum_aestivum|TraesCS4B03G0187300	Hordeum_vulgare|LOC123449528
OG0002652	Triticum_aestivum|TraesCS4B03G0743300	Hordeum_vulgare|LOC123449528
OG0002652	Triticum_aestivum|TraesCS7A03G1217500	Hordeum_vulgare|LOC123449528
OG0002652	Triticum_aestivum|TraesCS7D03G1158500	Hordeum_vulgare|LOC123449528
OG0002652	Triticum_aestivum|TraesCS4B03G0187300	Hordeum_vulgare|LOC123407554
OG0002652	Triticum_aestivum|TraesCS4B03G0743300	Hordeum_vulgare|LOC123407554
OG0002652	Triticum_aestivum|TraesCS7A03G1217500	Hordeum_vulgare|LOC123407554
OG0002652	Triticum_aestivum|TraesCS7D03G1158500	Hordeum_vulgare|LOC123407554
OG0002653	Triticum_aestivum|TraesCS4B03G0929700, Triticum_aestivum|TraesCS4D03G0814300, Triticum_aestivum|TraesCS5A03G1231400, Triticum_aestivum|TraesCS4D03G0814500, Triticum_aestivum|TraesCS5A03G1231600	Hordeum_vulgare|LOC123449928, Hordeum_vulgare|LOC123449929, Hordeum_vulgare|LOC123447461
OG0002654	Triticum_aestivum|TraesCS4B03G0647300, Triticum_aestivum|TraesCS4A03G0122800, Triticum_aestivum|TraesCS4D03G0575900	Hordeum_vulgare|LOC123449256
OG0002654	Triticum_aestivum|TraesCS4D03G0576000, Triticum_aestivum|TraesCS4A03G0123000, Triticum_aestivum|TraesCS4B03G0647900	Hordeum_vulgare|LOC123449257
OG0002655	Triticum_aestivum|TraesCS6D03G0037600, Triticum_aestivum|TraesCS6B03G0048700, Triticum_aestivum|TraesCS6A03G0031100	Hordeum_vulgare|LOC123403041
OG0002655	Triticum_aestivum|TraesCS5A03G1229100, Triticum_aestivum|TraesCS7A03G0526500, Triticum_aestivum|TraesCS7D03G0507000	Hordeum_vulgare|LOC123450758, Hordeum_vulgare|LOC123404952
OG0002656	Triticum_aestivum|TraesCS5B03G0426800, Triticum_aestivum|TraesCS5A03G0429400, Triticum_aestivum|TraesCS5D03G0398200	Hordeum_vulgare|LOC123396609
OG0002656	Triticum_aestivum|TraesCS4A03G0487000	Hordeum_vulgare|LOC123448122
OG0002657	Triticum_aestivum|TraesCS4B03G0252600	Hordeum_vulgare|LOC123447980
OG0002657	Triticum_aestivum|TraesCS5B03G0323800, Triticum_aestivum|TraesCS5D03G0327700, Triticum_aestivum|TraesCS5A03G0322400	Hordeum_vulgare|LOC123395029
OG0002658	Triticum_aestivum|TraesCS4A03G0509100	Hordeum_vulgare|LOC123400024
OG0002658	Triticum_aestivum|TraesCS4B03G0303200	Hordeum_vulgare|LOC123400024
OG0002658	Triticum_aestivum|TraesCS4D03G0246900	Hordeum_vulgare|LOC123400024
OG0002658	Triticum_aestivum|TraesCS5A03G0209700	Hordeum_vulgare|LOC123400024
OG0002658	Triticum_aestivum|TraesCS5B03G0222400	Hordeum_vulgare|LOC123400024
OG0002658	Triticum_aestivum|TraesCS5D03G0226400	Hordeum_vulgare|LOC123400024
OG0002659	Triticum_aestivum|TraesCS5B03G0187900, Triticum_aestivum|TraesCS5D03G0195500	Hordeum_vulgare|LOC123396784
OG0002659	Triticum_aestivum|TraesCS4B03G0666100, Triticum_aestivum|TraesCS4D03G0588000, Triticum_aestivum|TraesCS4A03G0160800	Hordeum_vulgare|LOC123449309
OG0002660	Triticum_aestivum|TraesCS2A03G0410800, Triticum_aestivum|TraesCS2D03G0429200	Hordeum_vulgare|LOC123425626
OG0002660	Triticum_aestivum|TraesCS4B03G0622400, Triticum_aestivum|TraesCS4A03G0143400	Hordeum_vulgare|LOC123449180
OG0002661	Triticum_aestivum|TraesCS5A03G1114100, Triticum_aestivum|TraesCS5B03G1182100, Triticum_aestivum|TraesCS5D03G1066800	Hordeum_vulgare|LOC123452994
OG0002661	Triticum_aestivum|TraesCS5A03G1114000, Triticum_aestivum|TraesCS5D03G1066500, Triticum_aestivum|TraesCS5B03G1181900	Hordeum_vulgare|LOC123452993
OG0002662	Triticum_aestivum|TraesCS5A03G0568200, Triticum_aestivum|TraesCS5D03G0534700, Triticum_aestivum|TraesCS5D03G0534200, Triticum_aestivum|TraesCS5B03G0580000, Triticum_aestivum|TraesCS5A03G0568300, Triticum_aestivum|TraesCS5D03G0534800, Triticum_aestivum|TraesCS5B03G0580100, Triticum_aestivum|TraesCS5B03G0580200, Triticum_aestivum|TraesCS5D03G0535100	Hordeum_vulgare|LOC123399586
OG0002663	Triticum_aestivum|TraesCS7B03G0219800, Triticum_aestivum|TraesCS5D03G0624100, Triticum_aestivum|TraesCS5B03G0688400, Triticum_aestivum|TraesCS5B03G0689200, Triticum_aestivum|TraesCS5A03G0648400, Triticum_aestivum|TraesCS5D03G0614600, Triticum_aestivum|TraesCS5B03G0673900	Hordeum_vulgare|LOC123398012
OG0002664	Triticum_aestivum|TraesCS5B03G1148800, Triticum_aestivum|TraesCS5D03G1038800, Triticum_aestivum|TraesCS5A03G1086700	Hordeum_vulgare|LOC123452034
OG0002664	Triticum_aestivum|TraesCS5B03G1150200, Triticum_aestivum|TraesCS5A03G1088100	Hordeum_vulgare|LOC123399076
OG0002664	Triticum_aestivum|TraesCS5D03G1042900	Hordeum_vulgare|LOC123399068
OG0002665	Triticum_aestivum|TraesCS5D03G0635100, Triticum_aestivum|TraesCS5A03G0664200, Triticum_aestivum|TraesCS5B03G0703200	Hordeum_vulgare|LOC123399477
OG0002665	Triticum_aestivum|TraesCS7B03G0386400, Triticum_aestivum|TraesCS7D03G0553900, Triticum_aestivum|TraesCS7A03G0571800	Hordeum_vulgare|LOC123408561
OG0002666	Triticum_aestivum|TraesCS5D03G0658800, Triticum_aestivum|TraesCS5A03G0691300, Triticum_aestivum|TraesCS5B03G0726500	Hordeum_vulgare|LOC123399705
OG0002666	Triticum_aestivum|TraesCS7B03G0419400, Triticum_aestivum|TraesCS7D03G0584000	Hordeum_vulgare|LOC123407644
OG0002667	Triticum_aestivum|TraesCS5D03G0703800, Triticum_aestivum|TraesCS5B03G0775500	Hordeum_vulgare|LOC123399537
OG0002667	Triticum_aestivum|TraesCS5B03G0775400, Triticum_aestivum|TraesCS5A03G0738700, Triticum_aestivum|TraesCS5D03G0703500	Hordeum_vulgare|LOC123399949
OG0002668	Triticum_aestivum|TraesCS5B03G0692100, Triticum_aestivum|TraesCS5A03G0657100, Triticum_aestivum|TraesCS5D03G0626500	Hordeum_vulgare|LOC123399388
OG0002668	Triticum_aestivum|TraesCS5D03G0430100, Triticum_aestivum|TraesCS5B03G0460800	Hordeum_vulgare|LOC123398380
OG0002669	Triticum_aestivum|TraesCS4A03G0866100	Hordeum_vulgare|LOC123394971
OG0002669	Triticum_aestivum|TraesCS5D03G0074100, Triticum_aestivum|TraesCS5A03G0058300, Triticum_aestivum|TraesCS5B03G0049000, Triticum_aestivum|TraesCS5B03G0050700, Triticum_aestivum|TraesCS5A03G0058200	Hordeum_vulgare|LOC123398883, Hordeum_vulgare|LOC123395955
OG0002670	Triticum_aestivum|TraesCS5B03G0727800	Hordeum_vulgare|LOC123396966
OG0002671	Triticum_aestivum|TraesCS5D03G0890100, Triticum_aestivum|TraesCS5B03G0981700, Triticum_aestivum|TraesCS5A03G0931300	Hordeum_vulgare|LOC123452240
OG0002671	Triticum_aestivum|TraesCS5B03G0981400, Triticum_aestivum|TraesCS5D03G0889900, Triticum_aestivum|TraesCS5A03G0931200	Hordeum_vulgare|LOC123452238
OG0002672	Triticum_aestivum|TraesCS5A03G0822300, Triticum_aestivum|TraesCS5B03G0860000, Triticum_aestivum|TraesCS5D03G0789700	Hordeum_vulgare|LOC123451816
OG0002672	Triticum_aestivum|TraesCS5B03G0868500, Triticum_aestivum|TraesCS5A03G0830200, Triticum_aestivum|TraesCS5D03G0794600, Triticum_aestivum|TraesCS5A03G0830100	Hordeum_vulgare|LOC123451817
OG0002673	Triticum_aestivum|TraesCS5D03G0899300, Triticum_aestivum|TraesCS5A03G0939200	Hordeum_vulgare|LOC123452302
OG0002673	Triticum_aestivum|TraesCS5B03G0989700, Triticum_aestivum|TraesCS5B03G0989500, Triticum_aestivum|TraesCS5D03G0898800, Triticum_aestivum|TraesCS5A03G0939000	Hordeum_vulgare|LOC123452300
OG0002674	Triticum_aestivum|TraesCS5B03G1327400, Triticum_aestivum|TraesCS5D03G1186100	Hordeum_vulgare|LOC123397435
OG0002674	Triticum_aestivum|TraesCS5D03G1186400, Triticum_aestivum|TraesCS4A03G0817700	Hordeum_vulgare|LOC123397392
OG0002674	Triticum_aestivum|TraesCS4A03G0817000, Triticum_aestivum|TraesCS5B03G1327700	Hordeum_vulgare|LOC123397905
OG0002675	Triticum_aestivum|TraesCS5D03G0483400	Hordeum_vulgare|LOC123395692
OG0002676	Triticum_aestivum|TraesCS5A03G0903400, Triticum_aestivum|TraesCS5B03G0952900, Triticum_aestivum|TraesCS5D03G0865600	Hordeum_vulgare|LOC123452135
OG0002676	Triticum_aestivum|TraesCS5B03G0953100, Triticum_aestivum|TraesCS5A03G0903600, Triticum_aestivum|TraesCS5D03G0865700	Hordeum_vulgare|LOC123452137
OG0002677	Triticum_aestivum|TraesCS5D03G0225900, Triticum_aestivum|TraesCS5A03G0195400, Triticum_aestivum|TraesCS5B03G0221800, Triticum_aestivum|TraesCS5D03G0226000, Triticum_aestivum|TraesCS5B03G0221900, Triticum_aestivum|TraesCS5A03G0208900	Hordeum_vulgare|LOC123395531
OG0002678	Triticum_aestivum|TraesCS4A03G0909100	Hordeum_vulgare|LOC123453132
OG0002678	Triticum_aestivum|TraesCS5D03G1103700, Triticum_aestivum|TraesCS4A03G0908500, Triticum_aestivum|TraesCS5B03G1221000, Triticum_aestivum|TraesCS5B03G1221100	Hordeum_vulgare|LOC123399890, Hordeum_vulgare|LOC123399939
OG0002679	Triticum_aestivum|TraesCS7A03G0195300, Triticum_aestivum|TraesCS7A03G0195800, Triticum_aestivum|TraesCS5B03G0447000, Triticum_aestivum|TraesCS5D03G0419100, Triticum_aestivum|TraesCS5A03G0453000	Hordeum_vulgare|LOC123452209
OG0002680	Triticum_aestivum|TraesCS5D03G0257500, Triticum_aestivum|TraesCS5A03G0245700, Triticum_aestivum|TraesCS5B03G0261800, Triticum_aestivum|TraesCS5A03G0797500, Triticum_aestivum|TraesCS5B03G0830000, Triticum_aestivum|TraesCS5D03G0754000, Triticum_aestivum|TraesCS5B03G0829800	Hordeum_vulgare|LOC123397599
OG0002681	Triticum_aestivum|TraesCS7B03G0436400, Triticum_aestivum|TraesCS7A03G0610400, Triticum_aestivum|TraesCS7D03G0596600	Hordeum_vulgare|LOC123409985
OG0002681	Triticum_aestivum|TraesCS5D03G0681500	Hordeum_vulgare|LOC123399816
OG0002682	Triticum_aestivum|TraesCS5D03G0407800	Hordeum_vulgare|LOC123398305
OG0002682	Triticum_aestivum|TraesCS7D03G0670300, Triticum_aestivum|TraesCS7A03G0688500	Hordeum_vulgare|LOC123411286
OG0002683	Triticum_aestivum|TraesCS5A03G0572000, Triticum_aestivum|TraesCS5B03G0584500, Triticum_aestivum|TraesCS5D03G0538000, Triticum_aestivum|TraesCS5A03G0572100	Hordeum_vulgare|LOC123395583
OG0002684	Triticum_aestivum|TraesCS5A03G1095200, Triticum_aestivum|TraesCS5D03G1176700, Triticum_aestivum|TraesCS5B03G1161400, Triticum_aestivum|TraesCS5A03G1095300, Triticum_aestivum|TraesCS5B03G1161200	Hordeum_vulgare|LOC123452922
OG0002685	Triticum_aestivum|TraesCS3D03G1169900, Triticum_aestivum|TraesCS3A03G1237100	Hordeum_vulgare|LOC123445668
OG0002685	Triticum_aestivum|TraesCS5D03G0377100, Triticum_aestivum|TraesCS5A03G0389200, Triticum_aestivum|TraesCS5B03G0386900	Hordeum_vulgare|LOC123395911
OG0002686	Triticum_aestivum|TraesCS6D03G0702600, Triticum_aestivum|TraesCS6B03G0988600, Triticum_aestivum|TraesCS6A03G0829000	Hordeum_vulgare|LOC123401759
OG0002686	Triticum_aestivum|TraesCS5A03G0528600, Triticum_aestivum|TraesCS5D03G0497700, Triticum_aestivum|TraesCS5B03G0545200	Hordeum_vulgare|LOC123396398
OG0002687	Triticum_aestivum|TraesCS5A03G0265900, Triticum_aestivum|TraesCS5D03G0303300	Hordeum_vulgare|LOC123395524
OG0002687	Triticum_aestivum|TraesCS5B03G1104600, Triticum_aestivum|TraesCS5A03G1054700, Triticum_aestivum|TraesCS5D03G0993000	Hordeum_vulgare|LOC123452765
OG0002688	Triticum_aestivum|TraesCS5D03G0857600, Triticum_aestivum|TraesCS5A03G0895300, Triticum_aestivum|TraesCS5B03G0942000	Hordeum_vulgare|LOC123452093
OG0002688	Triticum_aestivum|TraesCS5A03G1009300, Triticum_aestivum|TraesCS5B03G1055300, Triticum_aestivum|TraesCS5D03G0954900	Hordeum_vulgare|LOC123452599
OG0002689	Triticum_aestivum|TraesCS5A03G0274800	Hordeum_vulgare|LOC123448505
OG0002689	Triticum_aestivum|TraesCS5A03G0965300	Hordeum_vulgare|LOC123448505
OG0002689	Triticum_aestivum|TraesCS5B03G0274000	Hordeum_vulgare|LOC123448505
OG0002689	Triticum_aestivum|TraesCS5D03G0270700	Hordeum_vulgare|LOC123448505
OG0002689	Triticum_aestivum|TraesCS5D03G0919700	Hordeum_vulgare|LOC123448505
OG0002689	Triticum_aestivum|TraesCS5A03G0274800	Hordeum_vulgare|LOC123451756
OG0002689	Triticum_aestivum|TraesCS5A03G0965300	Hordeum_vulgare|LOC123451756
OG0002689	Triticum_aestivum|TraesCS5B03G0274000	Hordeum_vulgare|LOC123451756
OG0002689	Triticum_aestivum|TraesCS5D03G0270700	Hordeum_vulgare|LOC123451756
OG0002689	Triticum_aestivum|TraesCS5D03G0919700	Hordeum_vulgare|LOC123451756
OG0002689	Triticum_aestivum|TraesCS5A03G0274800	Hordeum_vulgare|LOC123452440
OG0002689	Triticum_aestivum|TraesCS5A03G0965300	Hordeum_vulgare|LOC123452440
OG0002689	Triticum_aestivum|TraesCS5B03G0274000	Hordeum_vulgare|LOC123452440
OG0002689	Triticum_aestivum|TraesCS5D03G0270700	Hordeum_vulgare|LOC123452440
OG0002689	Triticum_aestivum|TraesCS5D03G0919700	Hordeum_vulgare|LOC123452440
OG0002690	Triticum_aestivum|TraesCS5B03G0813800	Hordeum_vulgare|LOC123398997
OG0002690	Triticum_aestivum|TraesCS5D03G0740400, Triticum_aestivum|TraesCS5B03G0814100, Triticum_aestivum|TraesCS5A03G0782000, Triticum_aestivum|TraesCS5D03G0740300, Triticum_aestivum|TraesCSU03G0248800	Hordeum_vulgare|LOC123400099, Hordeum_vulgare|LOC123400100
OG0002691	Triticum_aestivum|TraesCS5A03G0706000, Triticum_aestivum|TraesCS5D03G0673600	Hordeum_vulgare|LOC123399794
OG0002691	Triticum_aestivum|TraesCS7D03G0594200	Hordeum_vulgare|LOC123407569
OG0002692	Triticum_aestivum|TraesCS5B03G0049300, Triticum_aestivum|TraesCS5B03G0049100, Triticum_aestivum|TraesCS5D03G0074000, Triticum_aestivum|TraesCS5D03G0074200, Triticum_aestivum|TraesCS5B03G0048900, Triticum_aestivum|TraesCS5B03G0050800, Triticum_aestivum|TraesCS5B03G0050900, Triticum_aestivum|TraesCS5A03G0058400	Hordeum_vulgare|LOC123395913, Hordeum_vulgare|LOC123398730, Hordeum_vulgare|LOC123398107
OG0002693	Triticum_aestivum|TraesCS5A03G0826300, Triticum_aestivum|TraesCS5B03G0863700, Triticum_aestivum|TraesCS5B03G0865400, Triticum_aestivum|TraesCS5D03G0792100, Triticum_aestivum|TraesCS5B03G0864900, Triticum_aestivum|TraesCS5D03G0791100, Triticum_aestivum|TraesCS5D03G0791700	Hordeum_vulgare|LOC123451800
OG0002694	Triticum_aestivum|TraesCS5A03G0800900	Hordeum_vulgare|LOC123400172
OG0002694	Triticum_aestivum|TraesCS7D03G0617400, Triticum_aestivum|TraesCS7A03G0636000	Hordeum_vulgare|LOC123408509
OG0002695	Triticum_aestivum|TraesCS4A03G0496800, Triticum_aestivum|TraesCS4B03G0317000, Triticum_aestivum|TraesCS4D03G0259900	Hordeum_vulgare|LOC123448152
OG0002695	Triticum_aestivum|TraesCS5B03G0419800, Triticum_aestivum|TraesCS5A03G0424900, Triticum_aestivum|TraesCS5D03G0393200	Hordeum_vulgare|LOC123397785
OG0002696	Triticum_aestivum|TraesCS4A03G0048600	Hordeum_vulgare|LOC123406010
OG0002696	Triticum_aestivum|TraesCS2A03G1311400, Triticum_aestivum|TraesCS2D03G1277500	Hordeum_vulgare|LOC123428480
OG0002696	Triticum_aestivum|TraesCS3D03G0953100, Triticum_aestivum|TraesCS3B03G1173100	Hordeum_vulgare|LOC123440733
OG0002697	Triticum_aestivum|TraesCS5B03G0469300, Triticum_aestivum|TraesCS5D03G0436800	Hordeum_vulgare|LOC123395676
OG0002697	Triticum_aestivum|TraesCS7B03G0513900, Triticum_aestivum|TraesCS7A03G0682600, Triticum_aestivum|TraesCS7D03G0656000	Hordeum_vulgare|LOC123407122
OG0002698	Triticum_aestivum|TraesCS7D03G0588300, Triticum_aestivum|TraesCS7B03G0428100	Hordeum_vulgare|LOC123409759
OG0002698	Triticum_aestivum|TraesCS5B03G0735400, Triticum_aestivum|TraesCS5A03G0699900	Hordeum_vulgare|LOC123399763
OG0002699	Triticum_aestivum|TraesCS4A03G0781300, Triticum_aestivum|TraesCS7B03G0008000, Triticum_aestivum|TraesCS5B03G1373000, Triticum_aestivum|TraesCS7B03G0008100, Triticum_aestivum|TraesCS5D03G1231700, Triticum_aestivum|TraesCS5D03G1197200	Hordeum_vulgare|LOC123395258
OG0002700	Triticum_aestivum|TraesCS5A03G0786400, Triticum_aestivum|TraesCS5D03G0745000, Triticum_aestivum|TraesCS5B03G0821300	Hordeum_vulgare|LOC123397630
OG0002700	Triticum_aestivum|TraesCS5D03G0745200, Triticum_aestivum|TraesCS5A03G0786600, Triticum_aestivum|TraesCS5B03G0821500	Hordeum_vulgare|LOC123397612
OG0002701	Triticum_aestivum|TraesCS7A03G0007000, Triticum_aestivum|TraesCS7D03G0007600, Triticum_aestivum|TraesCS4A03G1245200, Triticum_aestivum|TraesCS5A03G0314700, Triticum_aestivum|TraesCS5B03G0309800	Hordeum_vulgare|LOC123398315
OG0002702	Triticum_aestivum|TraesCS6B03G1101300, Triticum_aestivum|TraesCS6D03G0787000, Triticum_aestivum|TraesCS6A03G0916500	Hordeum_vulgare|LOC123405803
OG0002702	Triticum_aestivum|TraesCS5A03G0740500, Triticum_aestivum|TraesCS5B03G0777400, Triticum_aestivum|TraesCS5D03G0705200	Hordeum_vulgare|LOC123399952
OG0002703	Triticum_aestivum|TraesCS5A03G0156800, Triticum_aestivum|TraesCS5B03G0169900, Triticum_aestivum|TraesCS5D03G0177900, Triticum_aestivum|TraesCS5A03G0156600, Triticum_aestivum|TraesCS5D03G0177800, Triticum_aestivum|TraesCS5B03G0170100	Hordeum_vulgare|LOC123397874, Hordeum_vulgare|LOC123398004, Hordeum_vulgare|LOC123397881
OG0002704	Triticum_aestivum|TraesCS5A03G0023400	Hordeum_vulgare|LOC123397854
OG0002704	Triticum_aestivum|TraesCS5B03G0018200	Hordeum_vulgare|LOC123397854
OG0002704	Triticum_aestivum|TraesCS5D03G0033100	Hordeum_vulgare|LOC123397854
OG0002705	Triticum_aestivum|TraesCS6B03G0485500, Triticum_aestivum|TraesCS6D03G0333400, Triticum_aestivum|TraesCS6A03G0393900	Hordeum_vulgare|LOC123401347
OG0002705	Triticum_aestivum|TraesCS5A03G0855600, Triticum_aestivum|TraesCS5B03G0900700, Triticum_aestivum|TraesCS5D03G0821300	Hordeum_vulgare|LOC123451923
OG0002706	Triticum_aestivum|TraesCSU03G0078400	Hordeum_vulgare|LOC123394930
OG0002706	Triticum_aestivum|TraesCS5D03G1124900	Hordeum_vulgare|LOC123397222
OG0002707	Triticum_aestivum|TraesCS6B03G0079900, Triticum_aestivum|TraesCS6D03G0055200, Triticum_aestivum|TraesCS6B03G0090700	Hordeum_vulgare|LOC123397561
OG0002707	Triticum_aestivum|TraesCS6D03G0056400, Triticum_aestivum|TraesCS6A03G0054800, Triticum_aestivum|TraesCS6B03G0081300, Triticum_aestivum|TraesCS6B03G0081900	Hordeum_vulgare|LOC123398922
OG0002708	Triticum_aestivum|TraesCS4A03G0933200, Triticum_aestivum|TraesCS7D03G0169500, Triticum_aestivum|TraesCS7A03G0183500, Triticum_aestivum|TraesCS6A03G0038200, Triticum_aestivum|TraesCS6B03G0056200, Triticum_aestivum|TraesCS6D03G0042700	Hordeum_vulgare|LOC123404242
OG0002709	Triticum_aestivum|TraesCS7A03G1157800, Triticum_aestivum|TraesCS7D03G1105500	Hordeum_vulgare|LOC123408573
OG0002709	Triticum_aestivum|TraesCS6B03G0472000	Hordeum_vulgare|LOC123401526
OG0002711	Triticum_aestivum|TraesCS6B03G1012100, Triticum_aestivum|TraesCS6B03G1011400, Triticum_aestivum|TraesCS6D03G0718200, Triticum_aestivum|TraesCS6D03G0717400, Triticum_aestivum|TraesCS6A03G0846400, Triticum_aestivum|TraesCS6B03G1010300	Hordeum_vulgare|LOC123401892
OG0002712	Triticum_aestivum|TraesCS6A03G0265400, Triticum_aestivum|TraesCS6D03G0221200	Hordeum_vulgare|LOC123403253
OG0002712	Triticum_aestivum|TraesCS6B03G0356800	Hordeum_vulgare|LOC123411629
OG0002713	Triticum_aestivum|TraesCS6A03G0199800	Hordeum_vulgare|LOC123401361
OG0002713	Triticum_aestivum|TraesCS6A03G0282900	Hordeum_vulgare|LOC123401361
OG0002713	Triticum_aestivum|TraesCS6B03G0418100	Hordeum_vulgare|LOC123401361
OG0002713	Triticum_aestivum|TraesCS6D03G0237600	Hordeum_vulgare|LOC123401361
OG0002713	Triticum_aestivum|TraesCS6A03G0199800	Hordeum_vulgare|LOC123412478
OG0002713	Triticum_aestivum|TraesCS6A03G0282900	Hordeum_vulgare|LOC123412478
OG0002713	Triticum_aestivum|TraesCS6B03G0418100	Hordeum_vulgare|LOC123412478
OG0002713	Triticum_aestivum|TraesCS6D03G0237600	Hordeum_vulgare|LOC123412478
OG0002714	Triticum_aestivum|TraesCS6D03G0057500, Triticum_aestivum|TraesCS6D03G0058100, Triticum_aestivum|TraesCS6A03G0056100, Triticum_aestivum|TraesCS6B03G0084100, Triticum_aestivum|TraesCS6D03G0057600, Triticum_aestivum|TraesCS6D03G0057800, Triticum_aestivum|TraesCS6A03G0055600	Hordeum_vulgare|LOC123404294
OG0002715	Triticum_aestivum|TraesCS6D03G0393000, Triticum_aestivum|TraesCS6A03G0470900, Triticum_aestivum|TraesCS6B03G0584600, Triticum_aestivum|TraesCS6D03G0793200, Triticum_aestivum|TraesCS6A03G0922600, Triticum_aestivum|TraesCS6D03G0793500, Triticum_aestivum|TraesCS6B03G1109400	Hordeum_vulgare|LOC123401253
OG0002716	Triticum_aestivum|TraesCS6B03G0713300, Triticum_aestivum|TraesCS6D03G0484800, Triticum_aestivum|TraesCS6A03G0582700	Hordeum_vulgare|LOC123404663
OG0002716	Triticum_aestivum|TraesCS6D03G0526800, Triticum_aestivum|TraesCS6B03G0759800	Hordeum_vulgare|LOC123406039
OG0002717	Triticum_aestivum|TraesCS6A03G0779700, Triticum_aestivum|TraesCS6D03G0660300	Hordeum_vulgare|LOC123404603
OG0002717	Triticum_aestivum|TraesCS6A03G0210900, Triticum_aestivum|TraesCS6D03G0169500, Triticum_aestivum|TraesCS6B03G0298000	Hordeum_vulgare|LOC123406057
