Orthogroup	Triticum_aestivum	Aegilops_speltoides
OG0000568	Triticum_aestivum|TraesCS3D03G1094300, Triticum_aestivum|TraesCS3A03G1147700, Triticum_aestivum|TraesCS3B03G1367600	Aegilops_speltoides|GWHGBFXR015701.1
OG0000568	Triticum_aestivum|TraesCS3A03G1148500, Triticum_aestivum|TraesCS3D03G1094600, Triticum_aestivum|TraesCS3B03G1368800	Aegilops_speltoides|GWHGBFXR015703.1
OG0000569	Triticum_aestivum|TraesCS4B03G0756100	Aegilops_speltoides|GWHGBFXR019066.1
OG0000569	Triticum_aestivum|TraesCS7A03G1224700, Triticum_aestivum|TraesCS7D03G1164100, Triticum_aestivum|TraesCS7B03G1109300	Aegilops_speltoides|GWHGBFXR035403.1
OG0000569	Triticum_aestivum|TraesCS4A03G1126100	Aegilops_speltoides|GWHGBFXR030511.1
OG0000569	Triticum_aestivum|TraesCS3A03G0093600, Triticum_aestivum|TraesCS3B03G0084300	Aegilops_speltoides|GWHGBFXR010787.1
OG0000569	Triticum_aestivum|TraesCS3D03G0059700	Aegilops_speltoides|GWHGBFXR010784.1
OG0000570	Triticum_aestivum|TraesCS6A03G0910900	Aegilops_speltoides|GWHGBFXR029435.1
OG0000570	Triticum_aestivum|TraesCS5A03G1287500	Aegilops_speltoides|GWHGBFXR019908.1
OG0000570	Triticum_aestivum|TraesCS7B03G0079500, Triticum_aestivum|TraesCS7A03G0306200, Triticum_aestivum|TraesCS7D03G0288700	Aegilops_speltoides|GWHGBFXR031497.1
OG0000570	Triticum_aestivum|TraesCS5A03G1287700, Triticum_aestivum|TraesCS4D03G0798000	Aegilops_speltoides|GWHGBFXR019625.1
OG0000571	Triticum_aestivum|TraesCS4B03G0863800	Aegilops_speltoides|GWHGBFXR019360.1, Aegilops_speltoides|GWHGBFXR019358.1
OG0000571	Triticum_aestivum|TraesCS7B03G0881100	Aegilops_speltoides|GWHGBFXR034593.1
OG0000571	Triticum_aestivum|TraesCS5A03G1182700, Triticum_aestivum|TraesCS4B03G0865200	Aegilops_speltoides|GWHGBFXR019356.1
OG0000572	Triticum_aestivum|TraesCS4B03G0804400, Triticum_aestivum|TraesCS4D03G0720600, Triticum_aestivum|TraesCS4B03G0804900	Aegilops_speltoides|GWHGBFXR019278.1
OG0000572	Triticum_aestivum|TraesCS4B03G0803800, Triticum_aestivum|TraesCS4D03G0720400	Aegilops_speltoides|GWHGBFXR019277.1
OG0000573	Triticum_aestivum|TraesCSU03G0159200, Triticum_aestivum|TraesCS2D03G0181600	Aegilops_speltoides|GWHGBFXR018424.1
OG0000574	Triticum_aestivum|TraesCS4A03G0732300, Triticum_aestivum|TraesCS4A03G0731000, Triticum_aestivum|TraesCS4A03G0734100, Triticum_aestivum|TraesCS4A03G0734300, Triticum_aestivum|TraesCS4A03G0735900, Triticum_aestivum|TraesCS4A03G0730800, Triticum_aestivum|TraesCS4A03G0730900, Triticum_aestivum|TraesCS4A03G0731200, Triticum_aestivum|TraesCS4D03G0039800, Triticum_aestivum|TraesCS4D03G0039900, Triticum_aestivum|TraesCS4B03G0058800	Aegilops_speltoides|GWHGBFXR016475.1
OG0000575	Triticum_aestivum|TraesCS5B03G1346100	Aegilops_speltoides|GWHGBFXR025458.1
OG0000575	Triticum_aestivum|TraesCS5B03G1347300, Triticum_aestivum|TraesCS4A03G0803500, Triticum_aestivum|TraesCS4A03G0805100	Aegilops_speltoides|GWHGBFXR025457.1
OG0000576	Triticum_aestivum|TraesCS1B03G1047800	Aegilops_speltoides|GWHGBFXR023362.1
OG0000577	Triticum_aestivum|TraesCS7B03G0017800, Triticum_aestivum|TraesCS7D03G0238900, Triticum_aestivum|TraesCS6A03G0248700	Aegilops_speltoides|GWHGBFXR031251.1
OG0000577	Triticum_aestivum|TraesCS5D03G1061700	Aegilops_speltoides|GWHGBFXR024754.1
OG0000577	Triticum_aestivum|TraesCS7D03G0238700	Aegilops_speltoides|GWHGBFXR031249.1
OG0000577	Triticum_aestivum|TraesCS7D03G0238800	Aegilops_speltoides|GWHGBFXR031250.1
OG0000578	Triticum_aestivum|TraesCS5A03G0605500	Aegilops_speltoides|GWHGBFXR022474.1
OG0000579	Triticum_aestivum|TraesCS6B03G0170400, Triticum_aestivum|TraesCS6A03G0121800	Aegilops_speltoides|GWHGBFXR026274.1
OG0000579	Triticum_aestivum|TraesCS6D03G0118200	Aegilops_speltoides|GWHGBFXR026277.1
OG0000579	Triticum_aestivum|TraesCS6D03G0118000	Aegilops_speltoides|GWHGBFXR026275.1
OG0000580	Triticum_aestivum|TraesCS6D03G0191600, Triticum_aestivum|TraesCS6D03G0190400, Triticum_aestivum|TraesCS6B03G0322900, Triticum_aestivum|TraesCS6B03G0323200	Aegilops_speltoides|GWHGBFXR026860.1
OG0000580	Triticum_aestivum|TraesCS6B03G0323600	Aegilops_speltoides|GWHGBFXR036870.1
OG0000580	Triticum_aestivum|TraesCS6B03G0317000	Aegilops_speltoides|GWHGBFXR026845.1
OG0000580	Triticum_aestivum|TraesCS6B03G0316800	Aegilops_speltoides|GWHGBFXR026844.1
OG0000580	Triticum_aestivum|TraesCS6B03G0316100	Aegilops_speltoides|GWHGBFXR026841.1
OG0000580	Triticum_aestivum|TraesCS6A03G0228400, Triticum_aestivum|TraesCS6D03G0186000	Aegilops_speltoides|GWHGBFXR026840.1
OG0000581	Triticum_aestivum|TraesCS6B03G1046500	Aegilops_speltoides|GWHGBFXR029280.1
OG0000581	Triticum_aestivum|TraesCS6A03G0874300, Triticum_aestivum|TraesCS6B03G1046600, Triticum_aestivum|TraesCS6D03G0744500	Aegilops_speltoides|GWHGBFXR029279.1
OG0000581	Triticum_aestivum|TraesCS6B03G1042300, Triticum_aestivum|TraesCS6A03G0871500	Aegilops_speltoides|GWHGBFXR029266.1
OG0000581	Triticum_aestivum|TraesCS6B03G1042200, Triticum_aestivum|TraesCS6A03G0871400	Aegilops_speltoides|GWHGBFXR029265.1
OG0000582	Triticum_aestivum|TraesCS6B03G0048000, Triticum_aestivum|TraesCS6B03G0047900	Aegilops_speltoides|GWHGBFXR025687.1
OG0000582	Triticum_aestivum|TraesCS6B03G0079100	Aegilops_speltoides|GWHGBFXR025905.1
OG0000583	Triticum_aestivum|TraesCS7B03G0212400	Aegilops_speltoides|GWHGBFXR032017.1
OG0000583	Triticum_aestivum|TraesCS7A03G0408700, Triticum_aestivum|TraesCS7D03G0395600, Triticum_aestivum|TraesCS7A03G0409500, Triticum_aestivum|TraesCS7B03G0213000	Aegilops_speltoides|GWHGBFXR032015.1, Aegilops_speltoides|GWHGBFXR032008.1
OG0000583	Triticum_aestivum|TraesCS7A03G0163600	Aegilops_speltoides|GWHGBFXR030641.1
OG0000583	Triticum_aestivum|TraesCS7A03G0118500	Aegilops_speltoides|GWHGBFXR030542.1
OG0000584	Triticum_aestivum|TraesCS7B03G0420800	Aegilops_speltoides|GWHGBFXR032860.1
OG0000584	Triticum_aestivum|TraesCS7B03G0423100	Aegilops_speltoides|GWHGBFXR032865.1
OG0000584	Triticum_aestivum|TraesCS7D03G0585600, Triticum_aestivum|TraesCS7A03G0596300, Triticum_aestivum|TraesCS7B03G0421300	Aegilops_speltoides|GWHGBFXR032862.1
OG0000585	Triticum_aestivum|TraesCS1D03G0615500, Triticum_aestivum|TraesCS4D03G0025400, Triticum_aestivum|TraesCS3D03G0856700, Triticum_aestivum|TraesCS7D03G0351000, Triticum_aestivum|TraesCS1D03G0565200, Triticum_aestivum|TraesCS2D03G0660300, Triticum_aestivum|TraesCS4D03G0168700, Triticum_aestivum|TraesCS4A03G0916100, Triticum_aestivum|TraesCS3A03G0420400, Triticum_aestivum|TraesCS3B03G0863700, Triticum_aestivum|TraesCS5A03G0441700, Triticum_aestivum|TraesCS4B03G0273500, Triticum_aestivum|TraesCS2A03G0996600, Triticum_aestivum|TraesCS2B03G1161800, Triticum_aestivum|TraesCS1A03G0196100, Triticum_aestivum|TraesCS3B03G1200000, Triticum_aestivum|TraesCS5B03G0391000, Triticum_aestivum|TraesCS1B03G0948000, Triticum_aestivum|TraesCS2B03G1216200, Triticum_aestivum|TraesCS4B03G0001500	Aegilops_speltoides|GWHGBFXR034112.1
OG0000587	Triticum_aestivum|TraesCS7D03G1221000	Aegilops_speltoides|GWHGBFXR035739.1
OG0000587	Triticum_aestivum|TraesCS7D03G1224700, Triticum_aestivum|TraesCS1D03G0743500, Triticum_aestivum|TraesCS7B03G1203400	Aegilops_speltoides|GWHGBFXR037067.1
OG0000587	Triticum_aestivum|TraesCS1A03G1050300, Triticum_aestivum|TraesCS1D03G1013800, Triticum_aestivum|TraesCS1B03G1248900	Aegilops_speltoides|GWHGBFXR004273.1
OG0000587	Triticum_aestivum|TraesCS7D03G1221700, Triticum_aestivum|TraesCS7B03G1204300	Aegilops_speltoides|GWHGBFXR035742.1
OG0000588	Triticum_aestivum|TraesCS1D03G0031700	Aegilops_speltoides|GWHGBFXR005660.1
OG0000588	Triticum_aestivum|TraesCS1A03G0042900	Aegilops_speltoides|GWHGBFXR000108.1
OG0000589	Triticum_aestivum|TraesCS1B03G1136400	Aegilops_speltoides|GWHGBFXR003875.1
OG0000589	Triticum_aestivum|TraesCS1B03G1136200, Triticum_aestivum|TraesCS1D03G0933400	Aegilops_speltoides|GWHGBFXR003873.1
OG0000589	Triticum_aestivum|TraesCS1D03G0933200, Triticum_aestivum|TraesCS1B03G1136000, Triticum_aestivum|TraesCS1A03G0957400, Triticum_aestivum|TraesCS1B03G1136300	Aegilops_speltoides|GWHGBFXR003874.1
OG0000590	Triticum_aestivum|TraesCS7A03G0451500	Aegilops_speltoides|GWHGBFXR028094.1, Aegilops_speltoides|GWHGBFXR032961.1, Aegilops_speltoides|GWHGBFXR032782.1, Aegilops_speltoides|GWHGBFXR013616.1, Aegilops_speltoides|GWHGBFXR014477.1, Aegilops_speltoides|GWHGBFXR014941.1, Aegilops_speltoides|GWHGBFXR003564.1, Aegilops_speltoides|GWHGBFXR015037.1, Aegilops_speltoides|GWHGBFXR012328.1, Aegilops_speltoides|GWHGBFXR009044.1, Aegilops_speltoides|GWHGBFXR012629.1, Aegilops_speltoides|GWHGBFXR001169.1, Aegilops_speltoides|GWHGBFXR007811.1, Aegilops_speltoides|GWHGBFXR008006.1, Aegilops_speltoides|GWHGBFXR021147.1, Aegilops_speltoides|GWHGBFXR029310.1, Aegilops_speltoides|GWHGBFXR017817.1, Aegilops_speltoides|GWHGBFXR022744.1, Aegilops_speltoides|GWHGBFXR030608.1, Aegilops_speltoides|GWHGBFXR014677.1, Aegilops_speltoides|GWHGBFXR000425.1, Aegilops_speltoides|GWHGBFXR015259.1, Aegilops_speltoides|GWHGBFXR020515.1, Aegilops_speltoides|GWHGBFXR034140.1, Aegilops_speltoides|GWHGBFXR030332.1, Aegilops_speltoides|GWHGBFXR009415.1, Aegilops_speltoides|GWHGBFXR010597.1, Aegilops_speltoides|GWHGBFXR024496.1, Aegilops_speltoides|GWHGBFXR013775.1, Aegilops_speltoides|GWHGBFXR017202.1, Aegilops_speltoides|GWHGBFXR020139.1
OG0000591	Triticum_aestivum|TraesCS3A03G0168600, Triticum_aestivum|TraesCS3D03G0152000	Aegilops_speltoides|GWHGBFXR011146.1, Aegilops_speltoides|GWHGBFXR011147.1
OG0000591	Triticum_aestivum|TraesCS5B03G0418800	Aegilops_speltoides|GWHGBFXR021563.1
OG0000591	Triticum_aestivum|TraesCS1B03G1099700	Aegilops_speltoides|GWHGBFXR003783.1
OG0000591	Triticum_aestivum|TraesCS1A03G1029000, Triticum_aestivum|TraesCS1B03G1214800	Aegilops_speltoides|GWHGBFXR004165.1
OG0000592	Triticum_aestivum|TraesCS5A03G1014200	Aegilops_speltoides|GWHGBFXR024323.1
OG0000592	Triticum_aestivum|TraesCS5B03G1060700	Aegilops_speltoides|GWHGBFXR024323.1
OG0000592	Triticum_aestivum|TraesCS5D03G0959200	Aegilops_speltoides|GWHGBFXR024323.1
OG0000592	Triticum_aestivum|TraesCS2B03G0705900	Aegilops_speltoides|GWHGBFXR006922.1
OG0000592	Triticum_aestivum|TraesCS2D03G0568700	Aegilops_speltoides|GWHGBFXR006922.1
OG0000592	Triticum_aestivum|TraesCS3B03G0312700, Triticum_aestivum|TraesCS3D03G0238300	Aegilops_speltoides|GWHGBFXR011570.1
OG0000592	Triticum_aestivum|TraesCS1B03G0383100, Triticum_aestivum|TraesCS1D03G0288500	Aegilops_speltoides|GWHGBFXR001220.1
OG0000593	Triticum_aestivum|TraesCS6B03G1263200	Aegilops_speltoides|GWHGBFXR030043.1
OG0000593	Triticum_aestivum|TraesCS5B03G0726700	Aegilops_speltoides|GWHGBFXR022818.1
OG0000593	Triticum_aestivum|TraesCS2B03G1246100	Aegilops_speltoides|GWHGBFXR009193.1
OG0000593	Triticum_aestivum|TraesCS1D03G0958400	Aegilops_speltoides|GWHGBFXR004002.1
OG0000593	Triticum_aestivum|TraesCS2B03G0263300, Triticum_aestivum|TraesCS2D03G0196100	Aegilops_speltoides|GWHGBFXR005342.1
OG0000594	Triticum_aestivum|TraesCS2A03G0673300, Triticum_aestivum|TraesCS2B03G0753800	Aegilops_speltoides|GWHGBFXR007138.1
OG0000594	Triticum_aestivum|TraesCS1D03G0029300	Aegilops_speltoides|GWHGBFXR000096.1
OG0000595	Triticum_aestivum|TraesCS7B03G0302000, Triticum_aestivum|TraesCS1B03G0296000	Aegilops_speltoides|GWHGBFXR000153.1, Aegilops_speltoides|GWHGBFXR033794.1, Aegilops_speltoides|GWHGBFXR005493.1
OG0000595	Triticum_aestivum|TraesCS3D03G1074300	Aegilops_speltoides|GWHGBFXR011725.1
OG0000596	Triticum_aestivum|TraesCS3A03G0696300, Triticum_aestivum|TraesCS3D03G0637400, Triticum_aestivum|TraesCS3B03G0794100	Aegilops_speltoides|GWHGBFXR013456.1
OG0000596	Triticum_aestivum|TraesCS3D03G0657400, Triticum_aestivum|TraesCS3B03G0820000	Aegilops_speltoides|GWHGBFXR013341.1
OG0000596	Triticum_aestivum|TraesCS1B03G0387000, Triticum_aestivum|TraesCS1D03G0293000, Triticum_aestivum|TraesCS1A03G0302700	Aegilops_speltoides|GWHGBFXR001248.1
OG0000597	Triticum_aestivum|TraesCS1A03G0773700, Triticum_aestivum|TraesCS1D03G0740400, Triticum_aestivum|TraesCS1B03G0886100	Aegilops_speltoides|GWHGBFXR003050.1
OG0000598	Triticum_aestivum|TraesCS2A03G0948400, Triticum_aestivum|TraesCS2B03G1047000, Triticum_aestivum|TraesCS2D03G0889600	Aegilops_speltoides|GWHGBFXR008359.1
OG0000598	Triticum_aestivum|TraesCS1D03G0784600, Triticum_aestivum|TraesCS1B03G0939700, Triticum_aestivum|TraesCS1A03G0813700, Triticum_aestivum|TraesCS1D03G0784500	Aegilops_speltoides|GWHGBFXR003219.1
OG0000599	Triticum_aestivum|TraesCS7D03G1113000, Triticum_aestivum|TraesCS7A03G1167100, Triticum_aestivum|TraesCS7B03G1034400	Aegilops_speltoides|GWHGBFXR035131.1
OG0000599	Triticum_aestivum|TraesCS2B03G1536400	Aegilops_speltoides|GWHGBFXR010292.1
OG0000599	Triticum_aestivum|TraesCS7D03G0293300, Triticum_aestivum|TraesCS7B03G0086300	Aegilops_speltoides|GWHGBFXR031524.1
OG0000599	Triticum_aestivum|TraesCS7A03G0310300, Triticum_aestivum|TraesCS7D03G0293000, Triticum_aestivum|TraesCS7B03G0085800	Aegilops_speltoides|GWHGBFXR031525.1
OG0000599	Triticum_aestivum|TraesCS7B03G0372300	Aegilops_speltoides|GWHGBFXR032689.1
OG0000600	Triticum_aestivum|TraesCS2D03G0001300	Aegilops_speltoides|GWHGBFXR004428.1
OG0000600	Triticum_aestivum|TraesCS2D03G1258100	Aegilops_speltoides|GWHGBFXR010137.1
OG0000600	Triticum_aestivum|TraesCS2A03G0001800	Aegilops_speltoides|GWHGBFXR004431.1
OG0000600	Triticum_aestivum|TraesCS2B03G0001100, Triticum_aestivum|TraesCS3B03G1205400, Triticum_aestivum|TraesCS2D03G0002400	Aegilops_speltoides|GWHGBFXR015007.1
OG0000600	Triticum_aestivum|TraesCS2A03G0002500, Triticum_aestivum|TraesCS2B03G0002800	Aegilops_speltoides|GWHGBFXR004426.1
OG0000601	Triticum_aestivum|TraesCS2B03G0864200	Aegilops_speltoides|GWHGBFXR032318.1
OG0000601	Triticum_aestivum|TraesCS5B03G0104900	Aegilops_speltoides|GWHGBFXR032318.1
OG0000601	Triticum_aestivum|TraesCS5D03G0776400	Aegilops_speltoides|GWHGBFXR032318.1
OG0000601	Triticum_aestivum|TraesCS7D03G0280000	Aegilops_speltoides|GWHGBFXR032318.1
OG0000601	Triticum_aestivum|TraesCS2B03G0864200	Aegilops_speltoides|GWHGBFXR037560.1
OG0000601	Triticum_aestivum|TraesCS5B03G0104900	Aegilops_speltoides|GWHGBFXR037560.1
OG0000601	Triticum_aestivum|TraesCS5D03G0776400	Aegilops_speltoides|GWHGBFXR037560.1
OG0000601	Triticum_aestivum|TraesCS7D03G0280000	Aegilops_speltoides|GWHGBFXR037560.1
OG0000601	Triticum_aestivum|TraesCS4A03G0392800, Triticum_aestivum|TraesCS3B03G0456600, Triticum_aestivum|TraesCS2A03G0560500, Triticum_aestivum|TraesCS2A03G0560800, Triticum_aestivum|TraesCS2B03G1503500	Aegilops_speltoides|GWHGBFXR006803.1
OG0000602	Triticum_aestivum|TraesCS2A03G0104200, Triticum_aestivum|TraesCS2D03G0102900	Aegilops_speltoides|GWHGBFXR004908.1
OG0000602	Triticum_aestivum|TraesCS5A03G0412500, Triticum_aestivum|TraesCS5B03G0409400	Aegilops_speltoides|GWHGBFXR021522.1
OG0000602	Triticum_aestivum|TraesCS2D03G0105900	Aegilops_speltoides|GWHGBFXR004926.1
OG0000602	Triticum_aestivum|TraesCS7B03G1113500	Aegilops_speltoides|GWHGBFXR020704.1
OG0000603	Triticum_aestivum|TraesCS2A03G1103600, Triticum_aestivum|TraesCS2A03G1103300	Aegilops_speltoides|GWHGBFXR009165.1
OG0000603	Triticum_aestivum|TraesCS2B03G1240100, Triticum_aestivum|TraesCS2D03G1050000	Aegilops_speltoides|GWHGBFXR009163.1
OG0000603	Triticum_aestivum|TraesCS7A03G0267200	Aegilops_speltoides|GWHGBFXR031289.1
OG0000603	Triticum_aestivum|TraesCS7D03G0245200, Triticum_aestivum|TraesCS7A03G0268900	Aegilops_speltoides|GWHGBFXR031298.1, Aegilops_speltoides|GWHGBFXR036920.1
OG0000604	Triticum_aestivum|TraesCS2B03G0121800	Aegilops_speltoides|GWHGBFXR004790.1
OG0000604	Triticum_aestivum|TraesCS2B03G0121700	Aegilops_speltoides|GWHGBFXR004792.1
OG0000604	Triticum_aestivum|TraesCS2B03G0122400, Triticum_aestivum|TraesCS2D03G0081400, Triticum_aestivum|TraesCS2A03G0086500	Aegilops_speltoides|GWHGBFXR004797.1, Aegilops_speltoides|GWHGBFXR004788.1
OG0000604	Triticum_aestivum|TraesCS2B03G0122200	Aegilops_speltoides|GWHGBFXR004796.1
OG0000605	Triticum_aestivum|TraesCS2D03G0925500	Aegilops_speltoides|GWHGBFXR008535.1
OG0000605	Triticum_aestivum|TraesCS2B03G1096400, Triticum_aestivum|TraesCS2B03G1096500	Aegilops_speltoides|GWHGBFXR008536.1
OG0000605	Triticum_aestivum|TraesCS2A03G0988000, Triticum_aestivum|TraesCS2D03G0925700	Aegilops_speltoides|GWHGBFXR008537.1
OG0000606	Triticum_aestivum|TraesCS2A03G1294000, Triticum_aestivum|TraesCS2D03G1256300	Aegilops_speltoides|GWHGBFXR010134.1
OG0000606	Triticum_aestivum|TraesCS2A03G1294200, Triticum_aestivum|TraesCS2D03G1256700, Triticum_aestivum|TraesCS2B03G1485000	Aegilops_speltoides|GWHGBFXR010131.1
OG0000606	Triticum_aestivum|TraesCS2B03G1484400	Aegilops_speltoides|GWHGBFXR010130.1
OG0000606	Triticum_aestivum|TraesCS2B03G1484200, Triticum_aestivum|TraesCS2A03G1293200	Aegilops_speltoides|GWHGBFXR010129.1
OG0000607	Triticum_aestivum|TraesCS7A03G0542100	Aegilops_speltoides|GWHGBFXR009276.1, Aegilops_speltoides|GWHGBFXR026453.1
OG0000608	Triticum_aestivum|TraesCS2A03G0072500, Triticum_aestivum|TraesCS2A03G0070600	Aegilops_speltoides|GWHGBFXR004703.1
OG0000608	Triticum_aestivum|TraesCS4B03G0808100	Aegilops_speltoides|GWHGBFXR019297.1
OG0000608	Triticum_aestivum|TraesCS4B03G0808500	Aegilops_speltoides|GWHGBFXR019296.1
OG0000608	Triticum_aestivum|TraesCS2D03G0059600	Aegilops_speltoides|GWHGBFXR004660.1
OG0000609	Triticum_aestivum|TraesCS3B03G0648700, Triticum_aestivum|TraesCS3D03G0524400	Aegilops_speltoides|GWHGBFXR012771.1
OG0000609	Triticum_aestivum|TraesCS3D03G0628400	Aegilops_speltoides|GWHGBFXR036347.1
OG0000609	Triticum_aestivum|TraesCS2A03G1129100	Aegilops_speltoides|GWHGBFXR009309.1
OG0000609	Triticum_aestivum|TraesCS3D03G0524600, Triticum_aestivum|TraesCS3A03G0566300, Triticum_aestivum|TraesCS3B03G0649000	Aegilops_speltoides|GWHGBFXR012773.1
OG0000610	Triticum_aestivum|TraesCS2B03G0367200	Aegilops_speltoides|GWHGBFXR005744.1
OG0000610	Triticum_aestivum|TraesCS7B03G1313500	Aegilops_speltoides|GWHGBFXR036080.1
OG0000610	Triticum_aestivum|TraesCS6B03G1245900	Aegilops_speltoides|GWHGBFXR029974.1, Aegilops_speltoides|GWHGBFXR029975.1
OG0000611	Triticum_aestivum|TraesCS2B03G1215200	Aegilops_speltoides|GWHGBFXR009056.1
OG0000611	Triticum_aestivum|TraesCS2B03G1215600, Triticum_aestivum|TraesCS2B03G1215800	Aegilops_speltoides|GWHGBFXR009059.1
OG0000611	Triticum_aestivum|TraesCS2A03G1084200, Triticum_aestivum|TraesCS2B03G1215100, Triticum_aestivum|TraesCS2D03G1026200	Aegilops_speltoides|GWHGBFXR009055.1
OG0000612	Triticum_aestivum|TraesCS2B03G1359400	Aegilops_speltoides|GWHGBFXR009623.1
OG0000612	Triticum_aestivum|TraesCS2A03G1193100, Triticum_aestivum|TraesCS2B03G1359900	Aegilops_speltoides|GWHGBFXR009624.1
OG0000612	Triticum_aestivum|TraesCS2A03G1194100, Triticum_aestivum|TraesCS2D03G1149300	Aegilops_speltoides|GWHGBFXR009628.1
OG0000613	Triticum_aestivum|TraesCS2B03G0332500, Triticum_aestivum|TraesCS2D03G0247100	Aegilops_speltoides|GWHGBFXR005606.1
OG0000613	Triticum_aestivum|TraesCS5D03G0850900	Aegilops_speltoides|GWHGBFXR023736.1
OG0000614	Triticum_aestivum|TraesCS2D03G0984300, Triticum_aestivum|TraesCS2A03G1044000, Triticum_aestivum|TraesCS2A03G1044100, Triticum_aestivum|TraesCS2B03G1168700	Aegilops_speltoides|GWHGBFXR008855.1
OG0000614	Triticum_aestivum|TraesCS6B03G1179800	Aegilops_speltoides|GWHGBFXR029742.1, Aegilops_speltoides|GWHGBFXR029746.1, Aegilops_speltoides|GWHGBFXR029744.1
OG0000614	Triticum_aestivum|TraesCS6D03G0843900, Triticum_aestivum|TraesCS6B03G1179300	Aegilops_speltoides|GWHGBFXR029741.1
OG0000615	Triticum_aestivum|TraesCS7D03G0358200, Triticum_aestivum|TraesCS7B03G0171900, Triticum_aestivum|TraesCS7A03G0375000	Aegilops_speltoides|GWHGBFXR031840.1, Aegilops_speltoides|GWHGBFXR037268.1
OG0000615	Triticum_aestivum|TraesCS4A03G1116300, Triticum_aestivum|TraesCS7A03G0091500, Triticum_aestivum|TraesCS7D03G0082900	Aegilops_speltoides|GWHGBFXR030538.1
OG0000615	Triticum_aestivum|TraesCS2B03G0468900, Triticum_aestivum|TraesCS2A03G0349200, Triticum_aestivum|TraesCS2D03G0366700	Aegilops_speltoides|GWHGBFXR006169.1
OG0000616	Triticum_aestivum|TraesCS3D03G0716200	Aegilops_speltoides|GWHGBFXR013713.1
OG0000616	Triticum_aestivum|TraesCS3D03G0715900, Triticum_aestivum|TraesCS3B03G0892100	Aegilops_speltoides|GWHGBFXR013710.1
OG0000616	Triticum_aestivum|TraesCS3D03G0716000, Triticum_aestivum|TraesCS3A03G0774700, Triticum_aestivum|TraesCS3B03G0892200	Aegilops_speltoides|GWHGBFXR013712.1
OG0000616	Triticum_aestivum|TraesCS3D03G0717700, Triticum_aestivum|TraesCS3A03G0776100	Aegilops_speltoides|GWHGBFXR013721.1
OG0000616	Triticum_aestivum|TraesCS3A03G0776700	Aegilops_speltoides|GWHGBFXR013722.1
OG0000617	Triticum_aestivum|TraesCS4D03G0355300	Aegilops_speltoides|GWHGBFXR015374.1, Aegilops_speltoides|GWHGBFXR031272.1
OG0000618	Triticum_aestivum|TraesCS5A03G0545100, Triticum_aestivum|TraesCS5D03G0508800, Triticum_aestivum|TraesCS5B03G0554800	Aegilops_speltoides|GWHGBFXR022135.1
OG0000618	Triticum_aestivum|TraesCS5A03G0544800, Triticum_aestivum|TraesCS5D03G0508400, Triticum_aestivum|TraesCS5B03G0554700, Triticum_aestivum|TraesCS5B03G0554400	Aegilops_speltoides|GWHGBFXR022139.1
OG0000618	Triticum_aestivum|TraesCS5B03G0554300	Aegilops_speltoides|GWHGBFXR022140.1
OG0000618	Triticum_aestivum|TraesCS5D03G0508000	Aegilops_speltoides|GWHGBFXR022141.1
OG0000619	Triticum_aestivum|TraesCS5D03G1149500, Triticum_aestivum|TraesCS4A03G0855200	Aegilops_speltoides|GWHGBFXR025254.1
OG0000619	Triticum_aestivum|TraesCS5D03G0382800, Triticum_aestivum|TraesCS5A03G0414600	Aegilops_speltoides|GWHGBFXR025252.1
OG0000619	Triticum_aestivum|TraesCS5A03G0967200, Triticum_aestivum|TraesCS5D03G0921400, Triticum_aestivum|TraesCS5B03G1017500	Aegilops_speltoides|GWHGBFXR024144.1
OG0000619	Triticum_aestivum|TraesCS4A03G0860200, Triticum_aestivum|TraesCS5D03G1147200, Triticum_aestivum|TraesCS5B03G1276700	Aegilops_speltoides|GWHGBFXR036682.1
OG0000620	Triticum_aestivum|TraesCS5B03G1188400, Triticum_aestivum|TraesCS5B03G1188500, Triticum_aestivum|TraesCS5B03G1188700, Triticum_aestivum|TraesCS5A03G1120300	Aegilops_speltoides|GWHGBFXR024827.1
OG0000620	Triticum_aestivum|TraesCS5B03G1188600, Triticum_aestivum|TraesCS5B03G1188800	Aegilops_speltoides|GWHGBFXR024828.1
OG0000620	Triticum_aestivum|TraesCS5A03G1120200	Aegilops_speltoides|GWHGBFXR024826.1
OG0000621	Triticum_aestivum|TraesCS5D03G0666300	Aegilops_speltoides|GWHGBFXR022861.1
OG0000622	Triticum_aestivum|TraesCS6A03G0736600	Aegilops_speltoides|GWHGBFXR028668.1
OG0000623	Triticum_aestivum|TraesCS7B03G0037200, Triticum_aestivum|TraesCS7D03G0254500, Triticum_aestivum|TraesCS7D03G0254700	Aegilops_speltoides|GWHGBFXR031356.1
OG0000623	Triticum_aestivum|TraesCS7B03G0037900	Aegilops_speltoides|GWHGBFXR031361.1
OG0000623	Triticum_aestivum|TraesCS7A03G0280000	Aegilops_speltoides|GWHGBFXR031359.1
OG0000623	Triticum_aestivum|TraesCS7B03G0037800	Aegilops_speltoides|GWHGBFXR031358.1
OG0000624	Triticum_aestivum|TraesCS1A03G0375000	Aegilops_speltoides|GWHGBFXR036183.1
OG0000624	Triticum_aestivum|TraesCS6B03G0675300	Aegilops_speltoides|GWHGBFXR036183.1
OG0000624	Triticum_aestivum|TraesCS7A03G0235400	Aegilops_speltoides|GWHGBFXR036183.1
OG0000624	Triticum_aestivum|TraesCS7D03G1101900	Aegilops_speltoides|GWHGBFXR036183.1
