Orthogroup	Triticum_aestivum	Triticum_urartu
OG0000356	Triticum_aestivum|TraesCS2D03G0204900	Triticum_urartu|LOC125543657
OG0000356	Triticum_aestivum|TraesCS4B03G0502100	Triticum_urartu|LOC125535581
OG0000356	Triticum_aestivum|TraesCS4B03G0502100	Triticum_urartu|LOC125543657
OG0000356	Triticum_aestivum|TraesCS3A03G0441200, Triticum_aestivum|TraesCS4A03G0266500, Triticum_aestivum|TraesCS4D03G0447000, Triticum_aestivum|TraesCS3D03G0410400	Triticum_urartu|LOC125551856
OG0000356	Triticum_aestivum|TraesCS1B03G0874800	Triticum_urartu|LOC125522361
OG0000356	Triticum_aestivum|TraesCS1B03G0874800	Triticum_urartu|LOC125522372
OG0000356	Triticum_aestivum|TraesCS1D03G0732900	Triticum_urartu|LOC125522361
OG0000356	Triticum_aestivum|TraesCS1D03G0732900	Triticum_urartu|LOC125522372
OG0000356	Triticum_aestivum|TraesCS3A03G0801400, Triticum_aestivum|TraesCS3D03G0739400	Triticum_urartu|LOC125544095
OG0000357	Triticum_aestivum|TraesCS2D03G0874900, Triticum_aestivum|TraesCS2B03G1029500, Triticum_aestivum|TraesCS2A03G0935200	Triticum_urartu|LOC125539202
OG0000357	Triticum_aestivum|TraesCS4A03G0910300, Triticum_aestivum|TraesCS4A03G0910400, Triticum_aestivum|TraesCS4B03G0781400, Triticum_aestivum|TraesCS4D03G0701600	Triticum_urartu|LOC125554302
OG0000358	Triticum_aestivum|TraesCS2D03G0131000, Triticum_aestivum|TraesCS2B03G0182000, Triticum_aestivum|TraesCS2B03G0183000, Triticum_aestivum|TraesCS2A03G0133500	Triticum_urartu|LOC125535378
OG0000358	Triticum_aestivum|TraesCS2A03G0134300	Triticum_urartu|LOC125535384
OG0000359	Triticum_aestivum|TraesCS2A03G1060100	Triticum_urartu|LOC125534096
OG0000359	Triticum_aestivum|TraesCS2A03G1060200	Triticum_urartu|LOC125534012
OG0000359	Triticum_aestivum|TraesCS2A03G1059400	Triticum_urartu|LOC125534004
OG0000359	Triticum_aestivum|TraesCS2A03G1060000	Triticum_urartu|LOC125534095
OG0000359	Triticum_aestivum|TraesCS2D03G1000100, Triticum_aestivum|TraesCS2A03G1059800, Triticum_aestivum|TraesCS2D03G1000400	Triticum_urartu|LOC125534011
OG0000360	Triticum_aestivum|TraesCS2A03G0423900	Triticum_urartu|LOC125535599
OG0000360	Triticum_aestivum|TraesCS4A03G0446700, Triticum_aestivum|TraesCS4A03G0402600	Triticum_urartu|LOC125553767
OG0000361	Triticum_aestivum|TraesCS7D03G0790600	Triticum_urartu|LOC125520902
OG0000361	Triticum_aestivum|TraesCS3D03G0678400, Triticum_aestivum|TraesCS3A03G0734400	Triticum_urartu|LOC125544794
OG0000361	Triticum_aestivum|TraesCS6A03G0505900, Triticum_aestivum|TraesCS6D03G0441600	Triticum_urartu|LOC125512544
OG0000363	Triticum_aestivum|TraesCS6A03G0770900	Triticum_urartu|LOC125512491
OG0000363	Triticum_aestivum|TraesCS6B03G0917600, Triticum_aestivum|TraesCS6D03G0652900	Triticum_urartu|LOC125516872
OG0000363	Triticum_aestivum|TraesCS3B03G1505800, Triticum_aestivum|TraesCS3B03G1507400, Triticum_aestivum|TraesCS3D03G1186600	Triticum_urartu|LOC125546372
OG0000363	Triticum_aestivum|TraesCS4B03G0563700	Triticum_urartu|LOC125552102
OG0000363	Triticum_aestivum|TraesCS3A03G0588000	Triticum_urartu|LOC125548396
OG0000364	Triticum_aestivum|TraesCS3D03G0122600, Triticum_aestivum|TraesCS3D03G0119800, Triticum_aestivum|TraesCS3A03G0135800	Triticum_urartu|LOC125542583
OG0000364	Triticum_aestivum|TraesCS3A03G0137900	Triticum_urartu|LOC125542607
OG0000364	Triticum_aestivum|TraesCS2D03G0945600	Triticum_urartu|LOC125539482
OG0000365	Triticum_aestivum|TraesCS3D03G0864500, Triticum_aestivum|TraesCS3B03G1057000, Triticum_aestivum|TraesCS3A03G0931000	Triticum_urartu|LOC125545515
OG0000365	Triticum_aestivum|TraesCS7D03G1078500, Triticum_aestivum|TraesCS7D03G1078400, Triticum_aestivum|TraesCS7A03G1132000, Triticum_aestivum|TraesCS7A03G1131900	Triticum_urartu|LOC125523504
OG0000365	Triticum_aestivum|TraesCS1A03G0810300	Triticum_urartu|LOC125528253
OG0000365	Triticum_aestivum|TraesCS1B03G0934300	Triticum_urartu|LOC125537077
OG0000365	Triticum_aestivum|TraesCS1A03G0810500	Triticum_urartu|LOC125537078
OG0000366	Triticum_aestivum|TraesCS4A03G0190300	Triticum_urartu|LOC125553988
OG0000366	Triticum_aestivum|TraesCS4A03G0190400	Triticum_urartu|LOC125553989
OG0000366	Triticum_aestivum|TraesCS4A03G0190600, Triticum_aestivum|TraesCS4D03G0519400	Triticum_urartu|LOC125553990
OG0000366	Triticum_aestivum|TraesCS4A03G0191000, Triticum_aestivum|TraesCS4D03G0519100	Triticum_urartu|LOC125552237
OG0000366	Triticum_aestivum|TraesCS4A03G0189100	Triticum_urartu|LOC125552184
OG0000366	Triticum_aestivum|TraesCS4A03G0189400, Triticum_aestivum|TraesCS4D03G0521000, Triticum_aestivum|TraesCS4D03G0520700	Triticum_urartu|LOC125552186
OG0000367	Triticum_aestivum|TraesCS4B03G0720400, Triticum_aestivum|TraesCS4A03G0065600	Triticum_urartu|LOC125554143
OG0000367	Triticum_aestivum|TraesCSU03G0244800, Triticum_aestivum|TraesCS5A03G0070200	Triticum_urartu|LOC125555497
OG0000368	Triticum_aestivum|TraesCS2B03G0438200, Triticum_aestivum|TraesCS6D03G0027500, Triticum_aestivum|TraesCS6D03G0027300, Triticum_aestivum|TraesCS6B03G0037200, Triticum_aestivum|TraesCS6B03G0036400, Triticum_aestivum|TraesCS6A03G0019400, Triticum_aestivum|TraesCS6A03G0021400, Triticum_aestivum|TraesCS6A03G0020600, Triticum_aestivum|TraesCS6D03G0027400, Triticum_aestivum|TraesCS6D03G0026700	Triticum_urartu|LOC125515430
OG0000369	Triticum_aestivum|TraesCS6A03G0342200	Triticum_urartu|LOC125516253
OG0000369	Triticum_aestivum|TraesCS6A03G0344000	Triticum_urartu|LOC125517358
OG0000369	Triticum_aestivum|TraesCS6A03G0345100, Triticum_aestivum|TraesCS6B03G0440800	Triticum_urartu|LOC125516740
OG0000370	Triticum_aestivum|TraesCS6B03G0362500, Triticum_aestivum|TraesCS6D03G0226300	Triticum_urartu|LOC125517292
OG0000370	Triticum_aestivum|TraesCS6A03G0069300	Triticum_urartu|LOC125517566
OG0000370	Triticum_aestivum|TraesCS6D03G0072900, Triticum_aestivum|TraesCS6B03G0101400	Triticum_urartu|LOC125515476, Triticum_urartu|LOC125528003
OG0000371	Triticum_aestivum|TraesCS7B03G0306100	Triticum_urartu|rpoC2, Triticum_urartu|LOC125506864, Triticum_urartu|LOC125526509, Triticum_urartu|LOC125531062
OG0000372	Triticum_aestivum|TraesCS6D03G0260100	Triticum_urartu|LOC125535858
OG0000372	Triticum_aestivum|TraesCS7D03G1249400	Triticum_urartu|LOC125548296
OG0000372	Triticum_aestivum|TraesCS6A03G0888800	Triticum_urartu|LOC125528756
OG0000373	Triticum_aestivum|TraesCS7A03G0115500	Triticum_urartu|LOC125518206
OG0000373	Triticum_aestivum|TraesCS3A03G1037200	Triticum_urartu|LOC125531601
OG0000374	Triticum_aestivum|TraesCS5B03G0897100, Triticum_aestivum|TraesCS5D03G0818600, Triticum_aestivum|TraesCS4B03G0997900	Triticum_urartu|LOC125506569, Triticum_urartu|LOC125506588
OG0000374	Triticum_aestivum|TraesCS1A03G0876100	Triticum_urartu|LOC125537775
OG0000376	Triticum_aestivum|TraesCS4B03G0686800, Triticum_aestivum|TraesCS2D03G0379600, Triticum_aestivum|TraesCS7B03G0411100, Triticum_aestivum|TraesCS6A03G0367400, Triticum_aestivum|TraesCS4A03G1203900, Triticum_aestivum|TraesCS5A03G0377600, Triticum_aestivum|TraesCS4A03G1061200, Triticum_aestivum|TraesCS6B03G0707700, Triticum_aestivum|TraesCS7B03G0706700, Triticum_aestivum|TraesCS3D03G1132700, Triticum_aestivum|TraesCS3B03G0646100, Triticum_aestivum|TraesCS5A03G0359800	Triticum_urartu|LOC125506064
OG0000377	Triticum_aestivum|TraesCS1A03G0259400	Triticum_urartu|LOC125550889
OG0000377	Triticum_aestivum|TraesCS1A03G0652700	Triticum_urartu|LOC125517315
OG0000377	Triticum_aestivum|TraesCS7A03G0331500	Triticum_urartu|LOC125520334
OG0000379	Triticum_aestivum|TraesCS3B03G1271100, Triticum_aestivum|TraesCS7A03G0454400	Triticum_urartu|LOC125532817
OG0000379	Triticum_aestivum|TraesCS3A03G0000600, Triticum_aestivum|TraesCS4A03G0824300	Triticum_urartu|LOC125537326
OG0000380	Triticum_aestivum|TraesCS2A03G1231400, Triticum_aestivum|TraesCS5D03G0343500	Triticum_urartu|LOC125554780
OG0000381	Triticum_aestivum|TraesCS2B03G0912300	Triticum_urartu|LOC125533629
OG0000381	Triticum_aestivum|TraesCS2D03G0767100, Triticum_aestivum|TraesCS2D03G0767300	Triticum_urartu|LOC125537270
OG0000381	Triticum_aestivum|TraesCS2A03G0825600	Triticum_urartu|LOC125533631
OG0000383	Triticum_aestivum|TraesCS7D03G0220300, Triticum_aestivum|TraesCS2B03G1133600	Triticum_urartu|LOC125527262, Triticum_urartu|LOC125527263
OG0000383	Triticum_aestivum|TraesCS2B03G1417800, Triticum_aestivum|TraesCS2A03G1238800, Triticum_aestivum|TraesCS2D03G1194800	Triticum_urartu|LOC125530796
OG0000383	Triticum_aestivum|TraesCS2A03G0055000	Triticum_urartu|LOC125535114
OG0000383	Triticum_aestivum|TraesCS2A03G0055900, Triticum_aestivum|TraesCS2D03G0056300	Triticum_urartu|LOC125526928
OG0000383	Triticum_aestivum|TraesCS2A03G0056400	Triticum_urartu|LOC125535132
OG0000384	Triticum_aestivum|TraesCS2D03G0989900, Triticum_aestivum|TraesCS2A03G1049900	Triticum_urartu|LOC125539604
OG0000385	Triticum_aestivum|TraesCS3B03G1196700, Triticum_aestivum|TraesCS3D03G0966900, Triticum_aestivum|TraesCS3A03G1038400	Triticum_urartu|LOC125545854
OG0000385	Triticum_aestivum|TraesCS2D03G0200100, Triticum_aestivum|TraesCS2B03G0269400	Triticum_urartu|LOC125535564
OG0000385	Triticum_aestivum|TraesCS3B03G0929500, Triticum_aestivum|TraesCS3D03G0744600	Triticum_urartu|LOC125545133
OG0000385	Triticum_aestivum|TraesCS3D03G0744900	Triticum_urartu|LOC125528364
OG0000386	Triticum_aestivum|TraesCS7D03G0748200, Triticum_aestivum|TraesCS7A03G0783600	Triticum_urartu|LOC125523318
OG0000386	Triticum_aestivum|TraesCS4B03G0997700	Triticum_urartu|LOC125511676
OG0000386	Triticum_aestivum|TraesCS5A03G1260800	Triticum_urartu|LOC125506456
OG0000387	Triticum_aestivum|TraesCS2D03G0164100	Triticum_urartu|LOC125540902, Triticum_urartu|LOC125555543, Triticum_urartu|LOC125548880, Triticum_urartu|LOC125548881
OG0000387	Triticum_aestivum|TraesCS2A03G0167200	Triticum_urartu|LOC125515970, Triticum_urartu|LOC125517119, Triticum_urartu|LOC125528649
OG0000387	Triticum_aestivum|TraesCS2A03G0166600	Triticum_urartu|LOC125524600, Triticum_urartu|LOC125524679
OG0000387	Triticum_aestivum|TraesCS2A03G0166300	Triticum_urartu|LOC125535479, Triticum_urartu|LOC125507732, Triticum_urartu|LOC125545429
OG0000388	Triticum_aestivum|TraesCS2D03G0465600, Triticum_aestivum|TraesCS2A03G0457900	Triticum_urartu|LOC125537013
OG0000388	Triticum_aestivum|TraesCS2A03G0262300	Triticum_urartu|LOC125535852
OG0000388	Triticum_aestivum|TraesCS5A03G0963300	Triticum_urartu|LOC125510712
OG0000389	Triticum_aestivum|TraesCS2B03G1083100	Triticum_urartu|LOC125539448
OG0000389	Triticum_aestivum|TraesCS6B03G0808900, Triticum_aestivum|TraesCS6D03G0557600	Triticum_urartu|LOC125513942
OG0000389	Triticum_aestivum|TraesCS5B03G0477900, Triticum_aestivum|TraesCS5D03G0441800, Triticum_aestivum|TraesCS5A03G0479300	Triticum_urartu|LOC125509067
OG0000389	Triticum_aestivum|TraesCS6A03G1015200	Triticum_urartu|LOC125515556
OG0000389	Triticum_aestivum|TraesCS6B03G1249800	Triticum_urartu|LOC125515556
OG0000389	Triticum_aestivum|TraesCS6D03G0894100	Triticum_urartu|LOC125515556
OG0000389	Triticum_aestivum|TraesCS6B03G1250200	Triticum_urartu|LOC125515557
OG0000390	Triticum_aestivum|TraesCS5D03G0946300, Triticum_aestivum|TraesCS6B03G1132100, Triticum_aestivum|TraesCS4A03G0277900, Triticum_aestivum|TraesCS5A03G0757200, Triticum_aestivum|TraesCS2A03G0008800	Triticum_urartu|LOC125518673
OG0000391	Triticum_aestivum|TraesCS5D03G0232200	Triticum_urartu|LOC125542337
OG0000392	Triticum_aestivum|TraesCS3B03G0680200, Triticum_aestivum|TraesCS3D03G0552500, Triticum_aestivum|TraesCS3A03G0598300	Triticum_urartu|LOC125544239
OG0000392	Triticum_aestivum|TraesCS5B03G1237200	Triticum_urartu|LOC125552978
OG0000392	Triticum_aestivum|TraesCS7A03G1119800	Triticum_urartu|LOC125552969
OG0000392	Triticum_aestivum|TraesCS5B03G1237400, Triticum_aestivum|TraesCS4A03G0896900	Triticum_urartu|LOC125552976
OG0000393	Triticum_aestivum|TraesCS6A03G1013400	Triticum_urartu|LOC125545235
OG0000393	Triticum_aestivum|TraesCS6A03G1013400	Triticum_urartu|LOC125515561
OG0000393	Triticum_aestivum|TraesCS6A03G1013400	Triticum_urartu|LOC125515567
OG0000393	Triticum_aestivum|TraesCS7A03G0299600	Triticum_urartu|LOC125519723
OG0000393	Triticum_aestivum|TraesCS7B03G0070900	Triticum_urartu|LOC125519723
OG0000393	Triticum_aestivum|TraesCS7D03G0281000	Triticum_urartu|LOC125519723
OG0000393	Triticum_aestivum|TraesCS6A03G0997600	Triticum_urartu|LOC125528684
OG0000393	Triticum_aestivum|TraesCS6B03G1221800	Triticum_urartu|LOC125528684
OG0000393	Triticum_aestivum|TraesCS4A03G0192300	Triticum_urartu|LOC125550472
OG0000393	Triticum_aestivum|TraesCS4A03G0192300	Triticum_urartu|LOC125552230
OG0000393	Triticum_aestivum|TraesCS4D03G0516500	Triticum_urartu|LOC125550472
OG0000393	Triticum_aestivum|TraesCS4D03G0516500	Triticum_urartu|LOC125552230
OG0000394	Triticum_aestivum|TraesCS5B03G1378800, Triticum_aestivum|TraesCS1A03G0246200	Triticum_urartu|LOC125547432
OG0000395	Triticum_aestivum|TraesCS5A03G0791100	Triticum_urartu|LOC125510144
OG0000395	Triticum_aestivum|TraesCS5A03G0792100	Triticum_urartu|LOC125510149
OG0000395	Triticum_aestivum|TraesCS5B03G0824400	Triticum_urartu|LOC125510150
OG0000396	Triticum_aestivum|TraesCS5B03G1382300	Triticum_urartu|LOC125532263
OG0000396	Triticum_aestivum|TraesCS7A03G0391000	Triticum_urartu|LOC125532020, Triticum_urartu|LOC125532430
OG0000397	Triticum_aestivum|TraesCS4D03G0830700, Triticum_aestivum|TraesCS5D03G0514000, Triticum_aestivum|TraesCS5D03G0778400, Triticum_aestivum|TraesCS6D03G0168600, Triticum_aestivum|TraesCS7D03G0573700, Triticum_aestivum|TraesCSU03G0486000, Triticum_aestivum|TraesCS6D03G0754500, Triticum_aestivum|TraesCS2A03G0561900, Triticum_aestivum|TraesCS4D03G0076300, Triticum_aestivum|TraesCS5D03G0020300, Triticum_aestivum|TraesCS3B03G0647800, Triticum_aestivum|TraesCS3A03G1003100, Triticum_aestivum|TraesCS4B03G0425500, Triticum_aestivum|TraesCS6A03G0491500, Triticum_aestivum|TraesCS2B03G0862000, Triticum_aestivum|TraesCS5A03G0997800, Triticum_aestivum|TraesCS5B03G0874900, Triticum_aestivum|TraesCS1D03G0461900, Triticum_aestivum|TraesCS7A03G0694100, Triticum_aestivum|TraesCS3D03G1034800, Triticum_aestivum|TraesCS4A03G0391200, Triticum_aestivum|TraesCS2A03G0562600, Triticum_aestivum|TraesCS1D03G0714800, Triticum_aestivum|TraesCS4A03G0389100, Triticum_aestivum|TraesCS5A03G1029300	Triticum_urartu|rps19
OG0000398	Triticum_aestivum|TraesCS6B03G0397200, Triticum_aestivum|TraesCS6D03G0258700, Triticum_aestivum|TraesCS6B03G0391400, Triticum_aestivum|TraesCS6D03G0256800	Triticum_urartu|LOC125513645, Triticum_urartu|LOC125515755
OG0000398	Triticum_aestivum|TraesCS6A03G0304500	Triticum_urartu|LOC125516612
OG0000398	Triticum_aestivum|TraesCS6B03G0392000, Triticum_aestivum|TraesCS6A03G0300800, Triticum_aestivum|TraesCS6D03G0257100	Triticum_urartu|LOC125513441, Triticum_urartu|LOC125515754
OG0000400	Triticum_aestivum|TraesCS7B03G1133900, Triticum_aestivum|TraesCS7B03G1133300, Triticum_aestivum|TraesCS7A03G1238400, Triticum_aestivum|TraesCS7D03G1181400	Triticum_urartu|LOC125518079
OG0000400	Triticum_aestivum|TraesCS7B03G1134000	Triticum_urartu|LOC125520683
OG0000400	Triticum_aestivum|TraesCS7A03G1238600, Triticum_aestivum|TraesCS7D03G1181500, Triticum_aestivum|TraesCS7B03G1133600	Triticum_urartu|LOC125518082
OG0000400	Triticum_aestivum|TraesCS7B03G1131900, Triticum_aestivum|TraesCS7B03G1132600	Triticum_urartu|LOC125518080
OG0000400	Triticum_aestivum|TraesCS7B03G1131800, Triticum_aestivum|TraesCS7D03G1181100, Triticum_aestivum|TraesCS7A03G1238200	Triticum_urartu|LOC125518083
OG0000401	Triticum_aestivum|TraesCS7A03G0263700	Triticum_urartu|LOC125531075
OG0000401	Triticum_aestivum|TraesCS7A03G0263800	Triticum_urartu|LOC125520481
OG0000401	Triticum_aestivum|TraesCS7A03G0261700, Triticum_aestivum|TraesCS7A03G0263100	Triticum_urartu|LOC125524912, Triticum_urartu|LOC125525865
OG0000402	Triticum_aestivum|TraesCS5D03G1014100, Triticum_aestivum|TraesCSU03G0231600, Triticum_aestivum|TraesCS5D03G1016000, Triticum_aestivum|TraesCS1D03G0465900	Triticum_urartu|atpA
OG0000406	Triticum_aestivum|TraesCS1A03G0109300, Triticum_aestivum|TraesCS1D03G0096400, Triticum_aestivum|TraesCS1B03G0139600	Triticum_urartu|LOC125544590
OG0000406	Triticum_aestivum|TraesCS7A03G1327900, Triticum_aestivum|TraesCS7A03G1328400	Triticum_urartu|LOC125524021
OG0000407	Triticum_aestivum|TraesCS7A03G1262100	Triticum_urartu|LOC125543902, Triticum_urartu|LOC125532599
OG0000407	Triticum_aestivum|TraesCS3A03G0657600	Triticum_urartu|LOC125515252
OG0000408	Triticum_aestivum|TraesCS1A03G1069800	Triticum_urartu|LOC125549269
OG0000408	Triticum_aestivum|TraesCS1A03G1010200	Triticum_urartu|LOC125527813
OG0000409	Triticum_aestivum|TraesCS5A03G0804300, Triticum_aestivum|TraesCS4B03G0181800, Triticum_aestivum|TraesCS1A03G0078400	Triticum_urartu|LOC125532063
OG0000410	Triticum_aestivum|TraesCS7D03G0465800, Triticum_aestivum|TraesCS7B03G0296600, Triticum_aestivum|TraesCS7A03G0481300	Triticum_urartu|LOC125523924
OG0000410	Triticum_aestivum|TraesCS7D03G0465800, Triticum_aestivum|TraesCS7B03G0296600, Triticum_aestivum|TraesCS7A03G0481300	Triticum_urartu|LOC125523938
OG0000410	Triticum_aestivum|TraesCS6A03G0774100	Triticum_urartu|LOC125514508
OG0000410	Triticum_aestivum|TraesCS1A03G0956900	Triticum_urartu|LOC125538960
OG0000410	Triticum_aestivum|TraesCS4A03G0059100	Triticum_urartu|LOC125552676
OG0000410	Triticum_aestivum|TraesCS4D03G0013600	Triticum_urartu|LOC125548734
OG0000411	Triticum_aestivum|TraesCS4A03G0697400	Triticum_urartu|LOC125550388
OG0000411	Triticum_aestivum|TraesCS4B03G0098100	Triticum_urartu|LOC125550388
OG0000411	Triticum_aestivum|TraesCS4D03G0082800	Triticum_urartu|LOC125550388
OG0000411	Triticum_aestivum|TraesCS4A03G0378200	Triticum_urartu|LOC125551407
OG0000411	Triticum_aestivum|TraesCS3A03G0116000	Triticum_urartu|LOC125542505
OG0000411	Triticum_aestivum|TraesCS2A03G0809500	Triticum_urartu|LOC125526795
OG0000411	Triticum_aestivum|TraesCS2A03G0809500	Triticum_urartu|LOC125529531
OG0000411	Triticum_aestivum|TraesCS2D03G0749000	Triticum_urartu|LOC125526795
OG0000411	Triticum_aestivum|TraesCS2D03G0749000	Triticum_urartu|LOC125529531
OG0000412	Triticum_aestivum|TraesCS2A03G0248800	Triticum_urartu|LOC125541037
OG0000412	Triticum_aestivum|TraesCS4D03G0121700, Triticum_aestivum|TraesCS4B03G0144900, Triticum_aestivum|TraesCS4A03G0654600	Triticum_urartu|LOC125550557
OG0000412	Triticum_aestivum|TraesCS7A03G0915200	Triticum_urartu|LOC125521441
OG0000412	Triticum_aestivum|TraesCS3B03G1147200, Triticum_aestivum|TraesCS3D03G0930200, Triticum_aestivum|TraesCS3A03G0997200	Triticum_urartu|LOC125531284
OG0000413	Triticum_aestivum|TraesCS2A03G0923800	Triticum_urartu|LOC125533764
OG0000413	Triticum_aestivum|TraesCS2A03G1269800	Triticum_urartu|LOC125540256
OG0000413	Triticum_aestivum|TraesCS2B03G1233500	Triticum_urartu|LOC125539754, Triticum_urartu|LOC125539830
OG0000413	Triticum_aestivum|TraesCS2A03G0923900	Triticum_urartu|LOC125533765
OG0000413	Triticum_aestivum|TraesCS1A03G0014300, Triticum_aestivum|TraesCS1A03G0014400, Triticum_aestivum|TraesCSU03G0265800	Triticum_urartu|LOC125540549
OG0000414	Triticum_aestivum|TraesCS3D03G0081100, Triticum_aestivum|TraesCS3D03G0081200, Triticum_aestivum|TraesCS3A03G0070700	Triticum_urartu|LOC125542402
OG0000414	Triticum_aestivum|TraesCS3A03G0070200, Triticum_aestivum|TraesCS3A03G0070300	Triticum_urartu|LOC125547679
OG0000415	Triticum_aestivum|TraesCS4B03G0919400	Triticum_urartu|LOC125506411
OG0000415	Triticum_aestivum|TraesCS5A03G1198900, Triticum_aestivum|TraesCS5A03G1199100, Triticum_aestivum|TraesCS5A03G1199200	Triticum_urartu|LOC125555914
OG0000415	Triticum_aestivum|TraesCS4D03G0783900	Triticum_urartu|LOC125506379, Triticum_urartu|LOC125506388
OG0000415	Triticum_aestivum|TraesCS4D03G0784100, Triticum_aestivum|TraesCS4B03G0886900, Triticum_aestivum|TraesCS5A03G1199300	Triticum_urartu|LOC125506382
OG0000415	Triticum_aestivum|TraesCS4D03G0784500, Triticum_aestivum|TraesCS4B03G0887400, Triticum_aestivum|TraesCS5A03G1199800, Triticum_aestivum|TraesCS4D03G0784600	Triticum_urartu|LOC125506383
OG0000416	Triticum_aestivum|TraesCS4A03G0628500	Triticum_urartu|LOC125553531
OG0000416	Triticum_aestivum|TraesCS5A03G0942400	Triticum_urartu|LOC125510648
OG0000416	Triticum_aestivum|TraesCS5A03G0942400	Triticum_urartu|LOC125526750
OG0000416	Triticum_aestivum|TraesCS4A03G0532600	Triticum_urartu|LOC125551052
OG0000417	Triticum_aestivum|TraesCS7B03G0724400, Triticum_aestivum|TraesCS7D03G0847100	Triticum_urartu|LOC125522307
OG0000417	Triticum_aestivum|TraesCS5A03G1074400, Triticum_aestivum|TraesCS5D03G1028800	Triticum_urartu|LOC125511042
OG0000417	Triticum_aestivum|TraesCS6A03G0459300	Triticum_urartu|LOC125512454
OG0000417	Triticum_aestivum|TraesCS6B03G0570700	Triticum_urartu|LOC125512454
OG0000417	Triticum_aestivum|TraesCS6D03G0384500	Triticum_urartu|LOC125512454
OG0000419	Triticum_aestivum|TraesCS6A03G0938600	Triticum_urartu|LOC125512866
OG0000419	Triticum_aestivum|TraesCS6A03G0938400	Triticum_urartu|LOC125530118
OG0000419	Triticum_aestivum|TraesCS6D03G0814800	Triticum_urartu|LOC125512865
OG0000419	Triticum_aestivum|TraesCS6A03G0939000	Triticum_urartu|LOC125515205
OG0000420	Triticum_aestivum|TraesCS7A03G0220400, Triticum_aestivum|TraesCS7A03G0218500	Triticum_urartu|LOC125526688
OG0000420	Triticum_aestivum|TraesCS7A03G0220500, Triticum_aestivum|TraesCS7A03G0220900	Triticum_urartu|LOC125525611
OG0000420	Triticum_aestivum|TraesCS7A03G0221000	Triticum_urartu|LOC125522725
OG0000421	Triticum_aestivum|TraesCS7A03G1211100	Triticum_urartu|LOC125519374
OG0000421	Triticum_aestivum|TraesCS4A03G0971700, Triticum_aestivum|TraesCS7A03G0214300	Triticum_urartu|LOC125521762
OG0000421	Triticum_aestivum|TraesCS7A03G0214100	Triticum_urartu|LOC125521095
OG0000421	Triticum_aestivum|TraesCS4A03G0971800	Triticum_urartu|LOC125523225
OG0000422	Triticum_aestivum|TraesCS7A03G1285300, Triticum_aestivum|TraesCS7D03G1219800	Triticum_urartu|LOC125523247
OG0000422	Triticum_aestivum|TraesCS7B03G1203100, Triticum_aestivum|TraesCS7B03G1209700, Triticum_aestivum|TraesCS7B03G1203200, Triticum_aestivum|TraesCS7A03G1286500	Triticum_urartu|LOC125521990
OG0000423	Triticum_aestivum|TraesCS3B03G0445100	Triticum_urartu|ycf3
OG0000423	Triticum_aestivum|TraesCS2B03G1229300, Triticum_aestivum|TraesCS3D03G0108300	Triticum_urartu|LOC125524496
OG0000424	Triticum_aestivum|TraesCS1D03G0500900	Triticum_urartu|LOC125534805
OG0000424	Triticum_aestivum|TraesCS7A03G0231600	Triticum_urartu|LOC125528159
OG0000424	Triticum_aestivum|TraesCS6A03G0392200, Triticum_aestivum|TraesCS2A03G1261000, Triticum_aestivum|TraesCS5A03G0048000	Triticum_urartu|LOC125525981, Triticum_urartu|LOC125531870
OG0000425	Triticum_aestivum|TraesCS6D03G0167400	Triticum_urartu|LOC125511241
OG0000425	Triticum_aestivum|TraesCS2B03G0861700, Triticum_aestivum|TraesCS2D03G0040800	Triticum_urartu|LOC125551591, Triticum_urartu|LOC125527850, Triticum_urartu|psbD
OG0000426	Triticum_aestivum|TraesCSU03G0539100, Triticum_aestivum|TraesCS1A03G0498400, Triticum_aestivum|TraesCS6A03G0675900, Triticum_aestivum|TraesCS3B03G1394000, Triticum_aestivum|TraesCS1B03G0428800, Triticum_aestivum|TraesCS2A03G0579100, Triticum_aestivum|TraesCS3A03G1164800, Triticum_aestivum|TraesCS3B03G0402600, Triticum_aestivum|TraesCS5B03G0112000, Triticum_aestivum|TraesCS5A03G0676100, Triticum_aestivum|TraesCS7A03G0650900, Triticum_aestivum|TraesCS1A03G0894400, Triticum_aestivum|TraesCS7B03G0485300, Triticum_aestivum|TraesCS6B03G0523100, Triticum_aestivum|TraesCS2A03G0622900, Triticum_aestivum|TraesCS2D03G1287600	Triticum_urartu|LOC125531668
OG0000430	Triticum_aestivum|TraesCS2A03G0534500, Triticum_aestivum|TraesCS2D03G0552200	Triticum_urartu|LOC125537232, Triticum_urartu|LOC125537237, Triticum_urartu|LOC125529756
OG0000430	Triticum_aestivum|TraesCS5A03G0396100	Triticum_urartu|LOC125508767
OG0000430	Triticum_aestivum|TraesCS5B03G0391500	Triticum_urartu|LOC125508767
OG0000430	Triticum_aestivum|TraesCS3B03G0928800	Triticum_urartu|LOC125521994
OG0000431	Triticum_aestivum|TraesCS1A03G0415500	Triticum_urartu|LOC125531435
OG0000431	Triticum_aestivum|TraesCS6A03G0957400	Triticum_urartu|LOC125512928
OG0000431	Triticum_aestivum|TraesCS2A03G0926000	Triticum_urartu|LOC125533770
