Orthogroup	Triticum_aestivum	Aegilops_tauschii
OG0000422	Triticum_aestivum|TraesCS7D03G1219800	Aegilops_tauschii|LOC109746093
OG0000422	Triticum_aestivum|TraesCS7D03G1220000	Aegilops_tauschii|LOC109746089
OG0000422	Triticum_aestivum|TraesCS7D03G1220100	Aegilops_tauschii|LOC109746104
OG0000422	Triticum_aestivum|TraesCS3D03G0701200	Aegilops_tauschii|LOC109740906
OG0000423	Triticum_aestivum|TraesCS3B03G0445100, Triticum_aestivum|TraesCS2B03G1229300, Triticum_aestivum|TraesCS3D03G0108300	Aegilops_tauschii|LOC120964230
OG0000424	Triticum_aestivum|TraesCS1D03G0500900	Aegilops_tauschii|LOC120974856
OG0000424	Triticum_aestivum|TraesCS6A03G0392200	Aegilops_tauschii|LOC120975017
OG0000424	Triticum_aestivum|TraesCS6A03G0392200	Aegilops_tauschii|LOC120976538
OG0000424	Triticum_aestivum|TraesCS6A03G0392200	Aegilops_tauschii|LOC120976602
OG0000424	Triticum_aestivum|TraesCS6A03G0392200	Aegilops_tauschii|LOC120976604
OG0000424	Triticum_aestivum|TraesCS6A03G0392200	Aegilops_tauschii|LOC120976491
OG0000424	Triticum_aestivum|TraesCS6A03G0392200	Aegilops_tauschii|LOC120976492
OG0000424	Triticum_aestivum|TraesCS6A03G0392200	Aegilops_tauschii|LOC120962323
OG0000424	Triticum_aestivum|TraesCS6A03G0392200	Aegilops_tauschii|LOC120962322
OG0000424	Triticum_aestivum|TraesCS6A03G0392200	Aegilops_tauschii|LOC120962831
OG0000424	Triticum_aestivum|TraesCS6A03G0392200	Aegilops_tauschii|LOC120966557
OG0000424	Triticum_aestivum|TraesCS6A03G0392200	Aegilops_tauschii|LOC120966701
OG0000424	Triticum_aestivum|TraesCS2A03G1261000	Aegilops_tauschii|LOC120965106
OG0000424	Triticum_aestivum|TraesCS5A03G0048000	Aegilops_tauschii|LOC120966550
OG0000424	Triticum_aestivum|TraesCS2B03G0732400, Triticum_aestivum|TraesCS3D03G0540900	Aegilops_tauschii|LOC120973178, Aegilops_tauschii|LOC120976709
OG0000425	Triticum_aestivum|TraesCS6D03G0167400	Aegilops_tauschii|LOC120966064
OG0000426	Triticum_aestivum|TraesCSU03G0539100, Triticum_aestivum|TraesCS1A03G0498400, Triticum_aestivum|TraesCS6A03G0675900, Triticum_aestivum|TraesCS3B03G1394000, Triticum_aestivum|TraesCS1B03G0428800, Triticum_aestivum|TraesCS2A03G0579100, Triticum_aestivum|TraesCS3A03G1164800, Triticum_aestivum|TraesCS3B03G0402600, Triticum_aestivum|TraesCS5B03G0112000, Triticum_aestivum|TraesCS5A03G0676100, Triticum_aestivum|TraesCS7A03G0650900, Triticum_aestivum|TraesCS1A03G0894400, Triticum_aestivum|TraesCS7B03G0485300, Triticum_aestivum|TraesCS6B03G0523100, Triticum_aestivum|TraesCS2A03G0622900, Triticum_aestivum|TraesCS2D03G1287600	Aegilops_tauschii|LOC120973894
OG0000430	Triticum_aestivum|TraesCS2D03G0552200	Aegilops_tauschii|LOC109767649
OG0000430	Triticum_aestivum|TraesCS5A03G0396100	Aegilops_tauschii|LOC109733349
OG0000430	Triticum_aestivum|TraesCS5B03G0391500	Aegilops_tauschii|LOC109733349
OG0000430	Triticum_aestivum|TraesCS1D03G0728900	Aegilops_tauschii|LOC109767091
OG0000431	Triticum_aestivum|TraesCS1D03G0398400	Aegilops_tauschii|LOC109771334
OG0000431	Triticum_aestivum|TraesCS6A03G0957400, Triticum_aestivum|TraesCS6D03G0835300	Aegilops_tauschii|LOC109781235
OG0000431	Triticum_aestivum|TraesCS6A03G0620300, Triticum_aestivum|TraesCS6D03G0520200	Aegilops_tauschii|LOC109766397
OG0000431	Triticum_aestivum|TraesCS2B03G1018100, Triticum_aestivum|TraesCS2D03G0865900	Aegilops_tauschii|LOC109759234
OG0000432	Triticum_aestivum|TraesCS1A03G0511200	Aegilops_tauschii|LOC109781064
OG0000432	Triticum_aestivum|TraesCS6A03G0798500, Triticum_aestivum|TraesCS6D03G0674100	Aegilops_tauschii|LOC109784214
OG0000432	Triticum_aestivum|TraesCS1D03G0014900	Aegilops_tauschii|LOC109742914
OG0000433	Triticum_aestivum|TraesCS3A03G1127300, Triticum_aestivum|TraesCS3D03G1049200	Aegilops_tauschii|LOC109732348
OG0000433	Triticum_aestivum|TraesCS3D03G1051500	Aegilops_tauschii|LOC109733488
OG0000433	Triticum_aestivum|TraesCS3A03G1130000, Triticum_aestivum|TraesCS3B03G1311800, Triticum_aestivum|TraesCS3D03G1051800	Aegilops_tauschii|LOC109733472
OG0000433	Triticum_aestivum|TraesCS3B03G1311400, Triticum_aestivum|TraesCS3B03G1307800	Aegilops_tauschii|LOC109733485
OG0000434	Triticum_aestivum|TraesCS2D03G0172300	Aegilops_tauschii|LOC109748406
OG0000434	Triticum_aestivum|TraesCS4A03G0230600, Triticum_aestivum|TraesCS4B03G0539400, Triticum_aestivum|TraesCS4D03G0478300	Aegilops_tauschii|LOC109756238
OG0000434	Triticum_aestivum|TraesCS5B03G0415600, Triticum_aestivum|TraesCS5D03G0386800	Aegilops_tauschii|LOC109769586
OG0000434	Triticum_aestivum|TraesCS4D03G0262600	Aegilops_tauschii|LOC109736459
OG0000435	Triticum_aestivum|TraesCS3D03G0677500	Aegilops_tauschii|LOC109782136, Aegilops_tauschii|LOC109758797, Aegilops_tauschii|LOC120971053, Aegilops_tauschii|LOC109746907, Aegilops_tauschii|LOC109733903
OG0000435	Triticum_aestivum|TraesCS3D03G0316900	Aegilops_tauschii|LOC109771266
OG0000435	Triticum_aestivum|TraesCS5D03G0153400	Aegilops_tauschii|LOC109771266
OG0000435	Triticum_aestivum|TraesCS3D03G0316900	Aegilops_tauschii|LOC109754475
OG0000435	Triticum_aestivum|TraesCS5D03G0153400	Aegilops_tauschii|LOC109754475
OG0000435	Triticum_aestivum|TraesCS3D03G0316900	Aegilops_tauschii|LOC120976277
OG0000435	Triticum_aestivum|TraesCS5D03G0153400	Aegilops_tauschii|LOC120976277
OG0000435	Triticum_aestivum|TraesCS3D03G0316900	Aegilops_tauschii|LOC109766162
OG0000435	Triticum_aestivum|TraesCS5D03G0153400	Aegilops_tauschii|LOC109766162
OG0000435	Triticum_aestivum|TraesCS2D03G0820200	Aegilops_tauschii|LOC120962078
OG0000435	Triticum_aestivum|TraesCS2D03G0357500	Aegilops_tauschii|LOC109738508, Aegilops_tauschii|LOC109771370
OG0000435	Triticum_aestivum|TraesCS5B03G0163200, Triticum_aestivum|TraesCS7A03G0011800, Triticum_aestivum|TraesCS7A03G1366400, Triticum_aestivum|TraesCS2D03G0049700, Triticum_aestivum|TraesCS5D03G0646700, Triticum_aestivum|TraesCS4D03G0591600	Aegilops_tauschii|LOC109780211
OG0000436	Triticum_aestivum|TraesCS5A03G1089500, Triticum_aestivum|TraesCS5B03G1152000, Triticum_aestivum|TraesCS5D03G1045600	Aegilops_tauschii|LOC109761394
OG0000437	Triticum_aestivum|TraesCS5A03G1289100, Triticum_aestivum|TraesCS5A03G1289600	Aegilops_tauschii|LOC109787587, Aegilops_tauschii|LOC109787589
OG0000437	Triticum_aestivum|TraesCS2D03G0092200	Aegilops_tauschii|LOC109733201
OG0000437	Triticum_aestivum|TraesCS6A03G0214000, Triticum_aestivum|TraesCS6B03G1190400, Triticum_aestivum|TraesCS6A03G0973000, Triticum_aestivum|TraesCS6D03G0854100	Aegilops_tauschii|LOC109779038
OG0000437	Triticum_aestivum|TraesCS4B03G0520200	Aegilops_tauschii|LOC109739435
OG0000438	Triticum_aestivum|TraesCS4D03G0543900	Aegilops_tauschii|LOC109740362
OG0000438	Triticum_aestivum|TraesCS2D03G1324200, Triticum_aestivum|TraesCS4B03G1016000, Triticum_aestivum|TraesCS4B03G1015900, Triticum_aestivum|TraesCS5A03G1300800, Triticum_aestivum|TraesCS5A03G1149200	Aegilops_tauschii|LOC109752648
OG0000438	Triticum_aestivum|TraesCS2D03G0922000	Aegilops_tauschii|LOC109763567
OG0000439	Triticum_aestivum|TraesCS3D03G0294000	Aegilops_tauschii|LOC109786910
OG0000439	Triticum_aestivum|TraesCS3B03G0374700, Triticum_aestivum|TraesCS3D03G0293900	Aegilops_tauschii|LOC109770227
OG0000439	Triticum_aestivum|TraesCS3D03G0294300	Aegilops_tauschii|LOC109749605
OG0000439	Triticum_aestivum|TraesCS3D03G0294500	Aegilops_tauschii|LOC109786727
OG0000440	Triticum_aestivum|TraesCS5B03G1349100, Triticum_aestivum|TraesCS5D03G1217300	Aegilops_tauschii|LOC109761721
OG0000440	Triticum_aestivum|TraesCS5D03G1214500	Aegilops_tauschii|LOC109762723
OG0000440	Triticum_aestivum|TraesCS6D03G0128300	Aegilops_tauschii|LOC109777725
OG0000440	Triticum_aestivum|TraesCS6D03G0128200	Aegilops_tauschii|LOC109748740
OG0000440	Triticum_aestivum|TraesCS6B03G0192000	Aegilops_tauschii|LOC109748741
OG0000440	Triticum_aestivum|TraesCS3B03G1460700, Triticum_aestivum|TraesCS3A03G1217300, Triticum_aestivum|TraesCS3D03G1160300	Aegilops_tauschii|LOC109786566
OG0000441	Triticum_aestivum|TraesCS5D03G0746500, Triticum_aestivum|TraesCS1D03G0496800	Aegilops_tauschii|LOC109777594
OG0000441	Triticum_aestivum|TraesCS5D03G0770800	Aegilops_tauschii|LOC109784825
OG0000441	Triticum_aestivum|TraesCS5D03G0787000	Aegilops_tauschii|LOC109767161
OG0000441	Triticum_aestivum|TraesCS4D03G0051100, Triticum_aestivum|TraesCS4D03G0051200	Aegilops_tauschii|LOC109768976
OG0000441	Triticum_aestivum|TraesCS4D03G0050900	Aegilops_tauschii|LOC109741718
OG0000442	Triticum_aestivum|TraesCS4B03G0140700, Triticum_aestivum|TraesCS4D03G0118000, Triticum_aestivum|TraesCS4A03G0657700	Aegilops_tauschii|LOC109776753
OG0000442	Triticum_aestivum|TraesCS4B03G0141400, Triticum_aestivum|TraesCS4A03G0657400, Triticum_aestivum|TraesCS4D03G0118200	Aegilops_tauschii|LOC109773368
OG0000442	Triticum_aestivum|TraesCS4D03G0118700, Triticum_aestivum|TraesCS4A03G0657300	Aegilops_tauschii|LOC109773363
OG0000442	Triticum_aestivum|TraesCS4B03G0140200, Triticum_aestivum|TraesCS4D03G0118100	Aegilops_tauschii|LOC109776754
OG0000443	Triticum_aestivum|TraesCS6B03G0232200, Triticum_aestivum|TraesCS6D03G0148300	Aegilops_tauschii|LOC109746285
OG0000443	Triticum_aestivum|TraesCS1D03G0837100	Aegilops_tauschii|LOC109758258
OG0000443	Triticum_aestivum|TraesCS7D03G0928900	Aegilops_tauschii|LOC109783638
OG0000443	Triticum_aestivum|TraesCS5A03G0737400, Triticum_aestivum|TraesCS5B03G0774200, Triticum_aestivum|TraesCS5D03G0702300	Aegilops_tauschii|LOC109777581
OG0000443	Triticum_aestivum|TraesCS5B03G0808800, Triticum_aestivum|TraesCS5A03G0776500, Triticum_aestivum|TraesCS5D03G0734300, Triticum_aestivum|TraesCS5B03G0808600	Aegilops_tauschii|LOC109778119
OG0000444	Triticum_aestivum|TraesCS3D03G1169200, Triticum_aestivum|TraesCS5B03G0822100	Aegilops_tauschii|LOC109784084
OG0000445	Triticum_aestivum|TraesCS6B03G0753700, Triticum_aestivum|TraesCS6A03G0619000, Triticum_aestivum|TraesCS6D03G0521700	Aegilops_tauschii|LOC109784003
OG0000445	Triticum_aestivum|TraesCS6D03G0523500, Triticum_aestivum|TraesCS6A03G0618800	Aegilops_tauschii|LOC109754511
OG0000445	Triticum_aestivum|TraesCS6D03G0523700	Aegilops_tauschii|LOC109754512
OG0000445	Triticum_aestivum|TraesCS6A03G0618900, Triticum_aestivum|TraesCS6D03G0522400	Aegilops_tauschii|LOC109767800
OG0000445	Triticum_aestivum|TraesCS6D03G0524000	Aegilops_tauschii|LOC109754510
OG0000446	Triticum_aestivum|TraesCS2D03G0694700	Aegilops_tauschii|LOC109767019
OG0000446	Triticum_aestivum|TraesCS1D03G0025700	Aegilops_tauschii|LOC120967376
OG0000446	Triticum_aestivum|TraesCS6D03G0179200	Aegilops_tauschii|LOC120967376
OG0000446	Triticum_aestivum|TraesCS4D03G0595300, Triticum_aestivum|TraesCS3D03G1044900	Aegilops_tauschii|LOC109754020, Aegilops_tauschii|LOC109774841, Aegilops_tauschii|LOC109749243, Aegilops_tauschii|LOC109755418, Aegilops_tauschii|LOC109774326, Aegilops_tauschii|LOC109755885, Aegilops_tauschii|LOC109740097, Aegilops_tauschii|LOC109751351, Aegilops_tauschii|LOC109735487, Aegilops_tauschii|LOC109763331, Aegilops_tauschii|LOC109732622, Aegilops_tauschii|LOC109741335, Aegilops_tauschii|LOC109785346, Aegilops_tauschii|LOC109755774, Aegilops_tauschii|LOC120969872, Aegilops_tauschii|LOC109734187
OG0000446	Triticum_aestivum|TraesCS1D03G0778800, Triticum_aestivum|TraesCS4D03G0619300	Aegilops_tauschii|LOC109734158, Aegilops_tauschii|LOC109786741
OG0000446	Triticum_aestivum|TraesCS7A03G1123900, Triticum_aestivum|TraesCS1D03G0124900	Aegilops_tauschii|LOC109766949
OG0000448	Triticum_aestivum|TraesCS7A03G0476200	Aegilops_tauschii|LOC109763681
OG0000448	Triticum_aestivum|TraesCS6B03G0462800, Triticum_aestivum|TraesCS6A03G0374000, Triticum_aestivum|TraesCS6D03G0321600	Aegilops_tauschii|LOC109735592
OG0000448	Triticum_aestivum|TraesCS7A03G0510800, Triticum_aestivum|TraesCS7D03G0499200	Aegilops_tauschii|LOC109784467
OG0000448	Triticum_aestivum|TraesCS7A03G0510500, Triticum_aestivum|TraesCS7B03G0334500, Triticum_aestivum|TraesCS7D03G0499600	Aegilops_tauschii|LOC109784470
OG0000448	Triticum_aestivum|TraesCS7A03G0521500, Triticum_aestivum|TraesCS7D03G0503500	Aegilops_tauschii|LOC109733548
OG0000449	Triticum_aestivum|TraesCS6B03G1147100, Triticum_aestivum|TraesCS6D03G0817100, Triticum_aestivum|TraesCS6A03G0939900	Aegilops_tauschii|LOC109774852
OG0000449	Triticum_aestivum|TraesCS6D03G0816600	Aegilops_tauschii|LOC109774855
OG0000449	Triticum_aestivum|TraesCS6D03G0816500	Aegilops_tauschii|LOC109774856
OG0000449	Triticum_aestivum|TraesCS7B03G0653800	Aegilops_tauschii|LOC109762237
OG0000449	Triticum_aestivum|TraesCS7D03G0885800	Aegilops_tauschii|LOC109758992
OG0000450	Triticum_aestivum|TraesCS6D03G0263000, Triticum_aestivum|TraesCS6B03G0400900	Aegilops_tauschii|LOC109753386
OG0000450	Triticum_aestivum|TraesCS6D03G0261900, Triticum_aestivum|TraesCS6A03G0307700, Triticum_aestivum|TraesCS6B03G0399100	Aegilops_tauschii|LOC109753390
OG0000451	Triticum_aestivum|TraesCS7D03G0787600, Triticum_aestivum|TraesCS7A03G0850000	Aegilops_tauschii|LOC109736279
OG0000451	Triticum_aestivum|TraesCS7A03G0849700	Aegilops_tauschii|LOC109744291
OG0000451	Triticum_aestivum|TraesCS7B03G0660600	Aegilops_tauschii|LOC109736273
OG0000451	Triticum_aestivum|TraesCS7A03G0848900, Triticum_aestivum|TraesCS7B03G0661400, Triticum_aestivum|TraesCS7D03G0788700	Aegilops_tauschii|LOC109736263
OG0000451	Triticum_aestivum|TraesCS7A03G0849300, Triticum_aestivum|TraesCS7D03G0788300	Aegilops_tauschii|LOC109736271
OG0000451	Triticum_aestivum|TraesCS7D03G0788800	Aegilops_tauschii|LOC109736269
OG0000452	Triticum_aestivum|TraesCS7D03G0212900	Aegilops_tauschii|LOC109784974
OG0000452	Triticum_aestivum|TraesCS7D03G0211800	Aegilops_tauschii|LOC120969564
OG0000452	Triticum_aestivum|TraesCS4A03G0983100, Triticum_aestivum|TraesCS4A03G0982900, Triticum_aestivum|TraesCS7D03G0207600	Aegilops_tauschii|LOC109756148
OG0000452	Triticum_aestivum|TraesCS4A03G0988500	Aegilops_tauschii|LOC109763747
OG0000452	Triticum_aestivum|TraesCS7D03G0209700, Triticum_aestivum|TraesCS7D03G0209800, Triticum_aestivum|TraesCS7D03G0209900, Triticum_aestivum|TraesCS7A03G0226100, Triticum_aestivum|TraesCS4A03G0984600, Triticum_aestivum|TraesCS4A03G0984500, Triticum_aestivum|TraesCS7D03G0420900, Triticum_aestivum|TraesCS7B03G0245400	Aegilops_tauschii|LOC109754207
OG0000453	Triticum_aestivum|TraesCS6D03G0015000	Aegilops_tauschii|LOC109736669
OG0000453	Triticum_aestivum|TraesCS4D03G0000800, Triticum_aestivum|TraesCS4A03G0000900	Aegilops_tauschii|LOC109770264
OG0000453	Triticum_aestivum|TraesCS7B03G0356700, Triticum_aestivum|TraesCS7A03G0541100, Triticum_aestivum|TraesCS7D03G0517700	Aegilops_tauschii|LOC109743284
OG0000453	Triticum_aestivum|TraesCS4A03G1246800, Triticum_aestivum|TraesCS7D03G0004500, Triticum_aestivum|TraesCS4A03G1251800, Triticum_aestivum|TraesCS7D03G0392000	Aegilops_tauschii|LOC109739339
OG0000454	Triticum_aestivum|TraesCS1D03G0441500	Aegilops_tauschii|LOC120973881
OG0000455	Triticum_aestivum|TraesCS7A03G1385900, Triticum_aestivum|TraesCS7D03G1239000	Aegilops_tauschii|LOC109753781
OG0000455	Triticum_aestivum|TraesCS7B03G1340300, Triticum_aestivum|TraesCS7D03G1303500	Aegilops_tauschii|LOC109782965
OG0000455	Triticum_aestivum|TraesCS7D03G1304100	Aegilops_tauschii|LOC109782969
OG0000455	Triticum_aestivum|TraesCS7D03G1303700	Aegilops_tauschii|LOC109782967
OG0000455	Triticum_aestivum|TraesCS7D03G1304900	Aegilops_tauschii|LOC109782988
OG0000455	Triticum_aestivum|TraesCS7D03G1030700	Aegilops_tauschii|LOC109752348
OG0000456	Triticum_aestivum|TraesCS5D03G0041400	Aegilops_tauschii|LOC109780560
OG0000456	Triticum_aestivum|TraesCS5A03G0031400, Triticum_aestivum|TraesCS5B03G0025900	Aegilops_tauschii|LOC109780565
OG0000456	Triticum_aestivum|TraesCS5D03G0041500	Aegilops_tauschii|LOC109780558
OG0000456	Triticum_aestivum|TraesCS5A03G0032100, Triticum_aestivum|TraesCS5B03G0027700, Triticum_aestivum|TraesCS5D03G0042200, Triticum_aestivum|TraesCS5A03G0032300	Aegilops_tauschii|LOC109766003
OG0000458	Triticum_aestivum|TraesCS4A03G0386500	Aegilops_tauschii|LOC120962315
OG0000460	Triticum_aestivum|TraesCS7A03G0729400	Aegilops_tauschii|LOC109783306
OG0000462	Triticum_aestivum|TraesCS4B03G0963000, Triticum_aestivum|TraesCS5A03G0081800	Aegilops_tauschii|LOC109737061
OG0000462	Triticum_aestivum|TraesCS1D03G0830400	Aegilops_tauschii|LOC109753973
OG0000462	Triticum_aestivum|TraesCS7D03G0345200, Triticum_aestivum|TraesCS7A03G0357700, Triticum_aestivum|TraesCS7B03G0153100	Aegilops_tauschii|LOC109744670
OG0000464	Triticum_aestivum|TraesCS2D03G1111800, Triticum_aestivum|TraesCS2A03G1162700, Triticum_aestivum|TraesCS2B03G1319000	Aegilops_tauschii|LOC109758608
OG0000464	Triticum_aestivum|TraesCS2D03G1111200	Aegilops_tauschii|LOC109758609
OG0000464	Triticum_aestivum|TraesCS2B03G1318600, Triticum_aestivum|TraesCS2D03G1111300	Aegilops_tauschii|LOC109758612
OG0000464	Triticum_aestivum|TraesCS2D03G1111400	Aegilops_tauschii|LOC109758611, Aegilops_tauschii|LOC109758610
OG0000464	Triticum_aestivum|TraesCS2D03G1111600	Aegilops_tauschii|LOC109758611, Aegilops_tauschii|LOC109758610
OG0000465	Triticum_aestivum|TraesCS2D03G1210200, Triticum_aestivum|TraesCS2B03G1437200	Aegilops_tauschii|LOC109735541
OG0000465	Triticum_aestivum|TraesCS2B03G1438500, Triticum_aestivum|TraesCS2D03G1211000	Aegilops_tauschii|LOC109783735
OG0000465	Triticum_aestivum|TraesCS2A03G1254900, Triticum_aestivum|TraesCS2D03G1210700	Aegilops_tauschii|LOC109735540
OG0000467	Triticum_aestivum|TraesCS2D03G0932100	Aegilops_tauschii|LOC109750068
OG0000467	Triticum_aestivum|TraesCS5A03G1222800, Triticum_aestivum|TraesCS4B03G0919800	Aegilops_tauschii|LOC109742278
OG0000467	Triticum_aestivum|TraesCS4D03G0805300	Aegilops_tauschii|LOC109735079
OG0000467	Triticum_aestivum|TraesCS2B03G1018400, Triticum_aestivum|TraesCS2D03G0866000	Aegilops_tauschii|LOC109759222
OG0000468	Triticum_aestivum|TraesCS7D03G0416300	Aegilops_tauschii|LOC109764381
OG0000468	Triticum_aestivum|TraesCS5B03G1104200, Triticum_aestivum|TraesCS5A03G1054300, Triticum_aestivum|TraesCS5D03G0992800	Aegilops_tauschii|LOC109743219
OG0000468	Triticum_aestivum|TraesCS5D03G1236400	Aegilops_tauschii|LOC109750195
OG0000469	Triticum_aestivum|TraesCS4B03G0479700, Triticum_aestivum|TraesCS4A03G0290300, Triticum_aestivum|TraesCS4D03G0428100	Aegilops_tauschii|LOC109771622
OG0000469	Triticum_aestivum|TraesCS2B03G0297400, Triticum_aestivum|TraesCS2D03G0222600	Aegilops_tauschii|LOC109743523
OG0000469	Triticum_aestivum|TraesCS5D03G0364900	Aegilops_tauschii|LOC109782216
OG0000469	Triticum_aestivum|TraesCS4A03G0519300, Triticum_aestivum|TraesCS4B03G0279800, Triticum_aestivum|TraesCS4D03G0238800	Aegilops_tauschii|LOC109757826
OG0000470	Triticum_aestivum|TraesCS2B03G1367200	Aegilops_tauschii|LOC109767046
OG0000470	Triticum_aestivum|TraesCS2B03G1365800	Aegilops_tauschii|LOC109757307
OG0000470	Triticum_aestivum|TraesCS2D03G1154100, Triticum_aestivum|TraesCS2B03G1365900, Triticum_aestivum|TraesCS2A03G1198200	Aegilops_tauschii|LOC109757305
OG0000470	Triticum_aestivum|TraesCS2A03G1198900	Aegilops_tauschii|LOC109767045
OG0000470	Triticum_aestivum|TraesCS2D03G1154300	Aegilops_tauschii|LOC109738460
OG0000471	Triticum_aestivum|TraesCS3D03G0946800	Aegilops_tauschii|LOC109770000
OG0000471	Triticum_aestivum|TraesCS3A03G1018600, Triticum_aestivum|TraesCS3D03G0946200	Aegilops_tauschii|LOC109737516
OG0000471	Triticum_aestivum|TraesCS3D03G0945900	Aegilops_tauschii|LOC109737517
OG0000471	Triticum_aestivum|TraesCS3A03G1018500, Triticum_aestivum|TraesCS3D03G0946100	Aegilops_tauschii|LOC120962009
OG0000472	Triticum_aestivum|TraesCS3B03G1325000, Triticum_aestivum|TraesCS3A03G1138700	Aegilops_tauschii|LOC109753545
OG0000472	Triticum_aestivum|TraesCS3D03G1061200, Triticum_aestivum|TraesCS3A03G1138600	Aegilops_tauschii|LOC109753547
OG0000472	Triticum_aestivum|TraesCS3A03G1139400, Triticum_aestivum|TraesCS3D03G1060400	Aegilops_tauschii|LOC109766490
OG0000472	Triticum_aestivum|TraesCS3A03G1139000, Triticum_aestivum|TraesCS3B03G1325200, Triticum_aestivum|TraesCS3D03G1060600	Aegilops_tauschii|LOC109753543
OG0000473	Triticum_aestivum|TraesCS3D03G1107100, Triticum_aestivum|TraesCS3A03G1159700	Aegilops_tauschii|LOC109770815
OG0000473	Triticum_aestivum|TraesCS3D03G1107000	Aegilops_tauschii|LOC109770816
OG0000473	Triticum_aestivum|TraesCS3D03G1107200	Aegilops_tauschii|LOC109770814
OG0000474	Triticum_aestivum|TraesCS4D03G0058900	Aegilops_tauschii|LOC109781224
OG0000474	Triticum_aestivum|TraesCS5D03G1120100	Aegilops_tauschii|LOC109755494
OG0000474	Triticum_aestivum|TraesCS5A03G0906200, Triticum_aestivum|TraesCS5B03G0957600, Triticum_aestivum|TraesCS5D03G0868300	Aegilops_tauschii|LOC109787375
OG0000474	Triticum_aestivum|TraesCS5B03G0958400, Triticum_aestivum|TraesCS5A03G0907300	Aegilops_tauschii|LOC109765406
OG0000475	Triticum_aestivum|TraesCS5B03G1008700, Triticum_aestivum|TraesCS5D03G0914100	Aegilops_tauschii|LOC109760895
OG0000475	Triticum_aestivum|TraesCS7D03G1146500	Aegilops_tauschii|LOC109743126
OG0000475	Triticum_aestivum|TraesCS7A03G1198300, Triticum_aestivum|TraesCS7D03G1139900	Aegilops_tauschii|LOC109732002
OG0000475	Triticum_aestivum|TraesCS7D03G1156600	Aegilops_tauschii|LOC109785244
OG0000475	Triticum_aestivum|TraesCS7D03G1091700	Aegilops_tauschii|LOC109747903
OG0000476	Triticum_aestivum|TraesCS6B03G0154200, Triticum_aestivum|TraesCSU03G0137300, Triticum_aestivum|TraesCSU03G0528400	Aegilops_tauschii|LOC109781697
OG0000476	Triticum_aestivum|TraesCS6A03G0110300, Triticum_aestivum|TraesCS6A03G0110700, Triticum_aestivum|TraesCS6A03G0109700, Triticum_aestivum|TraesCS6A03G0109800, Triticum_aestivum|TraesCS6A03G0110100, Triticum_aestivum|TraesCS6A03G0110400, Triticum_aestivum|TraesCS6A03G0110900	Aegilops_tauschii|LOC109760459, Aegilops_tauschii|LOC120970477, Aegilops_tauschii|LOC109783879, Aegilops_tauschii|LOC120971008
OG0000477	Triticum_aestivum|TraesCS5D03G0583600	Aegilops_tauschii|LOC120965172
OG0000477	Triticum_aestivum|TraesCS5B03G1249200	Aegilops_tauschii|LOC120963267, Aegilops_tauschii|LOC120976021, Aegilops_tauschii|LOC109759934, Aegilops_tauschii|LOC120972882, Aegilops_tauschii|LOC120968484, Aegilops_tauschii|LOC120963890
OG0000477	Triticum_aestivum|TraesCS3D03G0671900	Aegilops_tauschii|LOC120975782
OG0000478	Triticum_aestivum|TraesCS2D03G0320100, Triticum_aestivum|TraesCS2D03G0319800, Triticum_aestivum|TraesCS2B03G0421800, Triticum_aestivum|TraesCS2D03G0320000	Aegilops_tauschii|LOC109740011
OG0000478	Triticum_aestivum|TraesCS7D03G0442400	Aegilops_tauschii|LOC109782679
OG0000478	Triticum_aestivum|TraesCS7A03G0095700	Aegilops_tauschii|LOC109753640
OG0000478	Triticum_aestivum|TraesCS4A03G1113200	Aegilops_tauschii|LOC109750935
OG0000478	Triticum_aestivum|TraesCS6A03G0890600, Triticum_aestivum|TraesCS6B03G1069800, Triticum_aestivum|TraesCS6D03G0765400	Aegilops_tauschii|LOC109772383
OG0000479	Triticum_aestivum|TraesCS6A03G0851900, Triticum_aestivum|TraesCS6A03G0851300	Aegilops_tauschii|LOC109735634
OG0000479	Triticum_aestivum|TraesCS6D03G0720300	Aegilops_tauschii|LOC109735635
OG0000479	Triticum_aestivum|TraesCS6D03G0720000	Aegilops_tauschii|LOC109784758
OG0000479	Triticum_aestivum|TraesCS6D03G0720200	Aegilops_tauschii|LOC109786552
OG0000479	Triticum_aestivum|TraesCS6B03G1017600, Triticum_aestivum|TraesCS6B03G1016700, Triticum_aestivum|TraesCS6A03G0851500, Triticum_aestivum|TraesCS6A03G0851700, Triticum_aestivum|TraesCS6D03G0720400	Aegilops_tauschii|LOC109735636
OG0000480	Triticum_aestivum|TraesCS7D03G0743900	Aegilops_tauschii|LOC109781203
OG0000480	Triticum_aestivum|TraesCS7D03G0745700	Aegilops_tauschii|LOC109744206, Aegilops_tauschii|LOC109750436
OG0000480	Triticum_aestivum|TraesCS7D03G0744200	Aegilops_tauschii|LOC109781202
OG0000480	Triticum_aestivum|TraesCS7D03G0743400	Aegilops_tauschii|LOC109750442
OG0000481	Triticum_aestivum|TraesCS7D03G1084300	Aegilops_tauschii|LOC109773374
OG0000481	Triticum_aestivum|TraesCS7A03G1137200	Aegilops_tauschii|LOC109773373
OG0000481	Triticum_aestivum|TraesCS7D03G1082600	Aegilops_tauschii|LOC109743716
OG0000481	Triticum_aestivum|TraesCS7B03G0996700, Triticum_aestivum|TraesCS7D03G1082500	Aegilops_tauschii|LOC109743718
