Orthogroup	Triticum_turgidum	Triticum_urartu
OG0000406	Triticum_turgidum|TRITD_3Av1G282370	Triticum_urartu|LOC125549536
OG0000407	Triticum_turgidum|TRITD_6Av1G214720	Triticum_urartu|LOC125515252
OG0000408	Triticum_turgidum|TRITD_7Av1G200900	Triticum_urartu|LOC125520036, Triticum_urartu|LOC125507928
OG0000409	Triticum_turgidum|TRITD_5Av1G186430, Triticum_turgidum|TRITD_3Bv1G224550, Triticum_turgidum|TRITD_4Bv1G027140, Triticum_turgidum|TRITD_7Av1G266190	Triticum_urartu|LOC125532063
OG0000410	Triticum_turgidum|TRITD_7Av1G070710	Triticum_urartu|LOC125523924, Triticum_urartu|LOC125523938
OG0000410	Triticum_turgidum|TRITD_4Av1G010450	Triticum_urartu|LOC125552676
OG0000411	Triticum_turgidum|TRITD_4Av1G193250	Triticum_urartu|LOC125550388
OG0000411	Triticum_turgidum|TRITD_4Bv1G085890, Triticum_turgidum|TRITD_4Av1G096940	Triticum_urartu|LOC125551407
OG0000411	Triticum_turgidum|TRITD_3Av1G014740	Triticum_urartu|LOC125542505
OG0000411	Triticum_turgidum|TRITD_2Av1G200110	Triticum_urartu|LOC125526795
OG0000411	Triticum_turgidum|TRITD_2Av1G200110	Triticum_urartu|LOC125529531
OG0000412	Triticum_turgidum|TRITD_2Av1G034140	Triticum_urartu|LOC125541037
OG0000412	Triticum_turgidum|TRITD_4Bv1G022190, Triticum_turgidum|TRITD_4Av1G183630	Triticum_urartu|LOC125550557
OG0000412	Triticum_turgidum|TRITD_7Av1G202640	Triticum_urartu|LOC125521441
OG0000412	Triticum_turgidum|TRITD_3Av1G245060, Triticum_turgidum|TRITD_3Bv1G236720	Triticum_urartu|LOC125531284
OG0000413	Triticum_turgidum|TRITD_2Av1G225630	Triticum_urartu|LOC125533764
OG0000413	Triticum_turgidum|TRITD_2Av1G285170	Triticum_urartu|LOC125540256
OG0000413	Triticum_turgidum|TRITD_2Av1G261020, Triticum_turgidum|TRITD_2Bv1G223710	Triticum_urartu|LOC125539754, Triticum_urartu|LOC125539830
OG0000413	Triticum_turgidum|TRITD_2Av1G225650	Triticum_urartu|LOC125533765
OG0000413	Triticum_turgidum|TRITD_1Bv1G001740	Triticum_urartu|LOC125540549
OG0000415	Triticum_turgidum|TRITD_4Bv1G196880	Triticum_urartu|LOC125506411
OG0000415	Triticum_turgidum|TRITD_5Av1G243970	Triticum_urartu|LOC125555914
OG0000415	Triticum_turgidum|TRITD_4Bv1G192350, Triticum_turgidum|TRITD_5Av1G244000	Triticum_urartu|LOC125506382
OG0000415	Triticum_turgidum|TRITD_4Bv1G192480, Triticum_turgidum|TRITD_5Av1G244130	Triticum_urartu|LOC125506383
OG0000416	Triticum_turgidum|TRITD_4Av1G178130	Triticum_urartu|LOC125553531
OG0000416	Triticum_turgidum|TRITD_5Av1G205610	Triticum_urartu|LOC125510648, Triticum_urartu|LOC125526750
OG0000417	Triticum_turgidum|TRITD_7Bv1G147990, Triticum_turgidum|TRITD_7Av1G197420	Triticum_urartu|LOC125522307
OG0000417	Triticum_turgidum|TRITD_5Av1G224540	Triticum_urartu|LOC125511042
OG0000417	Triticum_turgidum|TRITD_6Av1G084380	Triticum_urartu|LOC125512454
OG0000417	Triticum_turgidum|TRITD_6Bv1G089100	Triticum_urartu|LOC125512454
OG0000419	Triticum_turgidum|TRITD_6Av1G213840	Triticum_urartu|LOC125512866
OG0000419	Triticum_turgidum|TRITD_6Av1G213810	Triticum_urartu|LOC125530118
OG0000419	Triticum_turgidum|TRITD_6Av1G213830	Triticum_urartu|LOC125512865
OG0000420	Triticum_turgidum|TRITD_7Av1G026830	Triticum_urartu|LOC125519741, Triticum_urartu|LOC125526690
OG0000420	Triticum_turgidum|TRITD_7Av1G027010	Triticum_urartu|LOC125522725
OG0000421	Triticum_turgidum|TRITD_7Av1G260760	Triticum_urartu|LOC125519374
OG0000421	Triticum_turgidum|TRITD_4Av1G234120, Triticum_turgidum|TRITD_7Av1G026450, Triticum_turgidum|TRITD_4Av1G234200, Triticum_turgidum|TRITD_7Av1G026260	Triticum_urartu|LOC125528405, Triticum_urartu|LOC125521762, Triticum_urartu|LOC125521095
OG0000421	Triticum_turgidum|TRITD_7Av1G026490	Triticum_urartu|LOC125523225
OG0000422	Triticum_turgidum|TRITD_7Av1G270090	Triticum_urartu|LOC125523247
OG0000422	Triticum_turgidum|TRITD_7Bv1G222560, Triticum_turgidum|TRITD_7Bv1G223090	Triticum_urartu|LOC125521990
OG0000423	Triticum_turgidum|TRITD_1Bv1G072700	Triticum_urartu|ycf3
OG0000424	Triticum_turgidum|TRITD_7Av1G028480	Triticum_urartu|LOC125528159
OG0000424	Triticum_turgidum|TRITD_6Av1G064200, Triticum_turgidum|TRITD_2Av1G284160	Triticum_urartu|LOC125525981, Triticum_urartu|LOC125531870
OG0000425	Triticum_turgidum|TRITD_3Av1G278780	Triticum_urartu|LOC125536249, Triticum_urartu|LOC125531820, Triticum_urartu|LOC125511241, Triticum_urartu|LOC125551591, Triticum_urartu|LOC125527850, Triticum_urartu|psbD
OG0000426	Triticum_turgidum|TRITD_6Bv1G052560, Triticum_turgidum|TRITD_2Bv1G216060, Triticum_turgidum|TRITD_3Bv1G022090, Triticum_turgidum|TRITD_6Av1G158870, Triticum_turgidum|TRITD_6Bv1G137270, Triticum_turgidum|TRITD_1Av1G121140, Triticum_turgidum|TRITD_1Bv1G077690, Triticum_turgidum|TRITD_3Av1G272330, Triticum_turgidum|TRITD_7Bv1G028020, Triticum_turgidum|TRITD_2Bv1G029660, Triticum_turgidum|TRITD_5Bv1G017150, Triticum_turgidum|TRITD_7Av1G119970, Triticum_turgidum|TRITD_7Bv1G089590, Triticum_turgidum|TRITD_5Av1G163040, Triticum_turgidum|TRITD_6Bv1G080410, Triticum_turgidum|TRITD_2Av1G141790	Triticum_urartu|LOC125531668
OG0000426	Triticum_turgidum|TRITD_1Av1G087470, Triticum_turgidum|TRITD_7Av1G094840	Triticum_urartu|LOC125551393
OG0000430	Triticum_turgidum|TRITD_5Av1G108250	Triticum_urartu|LOC125508767
OG0000430	Triticum_turgidum|TRITD_5Bv1G090150	Triticum_urartu|LOC125508767
OG0000430	Triticum_turgidum|TRITD_5Av1G228890, Triticum_turgidum|TRITD_1Av1G184360	Triticum_urartu|LOC125511116
OG0000430	Triticum_turgidum|TRITD_3Bv1G188490	Triticum_urartu|LOC125545131
OG0000431	Triticum_turgidum|TRITD_1Av1G096950	Triticum_urartu|LOC125531435
OG0000431	Triticum_turgidum|TRITD_6Av1G216230	Triticum_urartu|LOC125512928
OG0000431	Triticum_turgidum|TRITD_2Av1G226250	Triticum_urartu|LOC125533770
OG0000432	Triticum_turgidum|TRITD_1Bv1G002360, Triticum_turgidum|TRITD_1Bv1G002830, Triticum_turgidum|TRITD_1Av1G002800	Triticum_urartu|LOC125517221, Triticum_urartu|LOC125526954
OG0000433	Triticum_turgidum|TRITD_3Av1G264350	Triticum_urartu|LOC125546012
OG0000433	Triticum_turgidum|TRITD_3Bv1G258670	Triticum_urartu|LOC125546015
OG0000434	Triticum_turgidum|TRITD_2Bv1G028880, Triticum_turgidum|TRITD_2Av1G021800	Triticum_urartu|LOC125529270
OG0000434	Triticum_turgidum|TRITD_4Av1G054350, Triticum_turgidum|TRITD_4Bv1G119110	Triticum_urartu|LOC125551989
OG0000434	Triticum_turgidum|TRITD_5Bv1G095070, Triticum_turgidum|TRITD_5Av1G114170	Triticum_urartu|LOC125508699
OG0000434	Triticum_turgidum|TRITD_4Av1G142230	Triticum_urartu|LOC125551350
OG0000436	Triticum_turgidum|TRITD_2Bv1G265130, Triticum_turgidum|TRITD_2Bv1G265730, Triticum_turgidum|TRITD_5Av1G227220	Triticum_urartu|LOC125511061
OG0000436	Triticum_turgidum|TRITD_4Av1G167220	Triticum_urartu|LOC125550796
OG0000436	Triticum_turgidum|TRITD_3Bv1G271730, Triticum_turgidum|TRITD_3Bv1G271220, Triticum_turgidum|TRITD_4Bv1G179940, Triticum_turgidum|TRITD_3Av1G281060	Triticum_urartu|LOC125547235
OG0000437	Triticum_turgidum|TRITD_5Av1G256430, Triticum_turgidum|TRITD_5Av1G256480	Triticum_urartu|LOC125511657
OG0000437	Triticum_turgidum|TRITD_2Av1G010910	Triticum_urartu|LOC125535247, Triticum_urartu|LOC125540768
OG0000437	Triticum_turgidum|TRITD_6Av1G218680	Triticum_urartu|LOC125512992, Triticum_urartu|LOC125513000, Triticum_urartu|LOC125527469
OG0000437	Triticum_turgidum|TRITD_4Bv1G115850	Triticum_urartu|LOC125553908, Triticum_urartu|LOC125553909
OG0000438	Triticum_turgidum|TRITD_5Av1G258410, Triticum_turgidum|TRITD_5Av1G236640	Triticum_urartu|LOC125511268
OG0000438	Triticum_turgidum|TRITD_2Bv1G202430, Triticum_turgidum|TRITD_2Av1G241410	Triticum_urartu|LOC125528217
OG0000438	Triticum_turgidum|TRITD_2Bv1G202460, Triticum_turgidum|TRITD_2Av1G241620	Triticum_urartu|LOC125539376, Triticum_urartu|LOC125552454
OG0000439	Triticum_turgidum|TRITD_3Av1G050280	Triticum_urartu|LOC125548098
OG0000439	Triticum_turgidum|TRITD_3Bv1G057780, Triticum_turgidum|TRITD_3Av1G050560, Triticum_turgidum|TRITD_3Av1G050530	Triticum_urartu|LOC125543151, Triticum_urartu|LOC125545087
OG0000439	Triticum_turgidum|TRITD_3Av1G050240	Triticum_urartu|LOC125543617, Triticum_urartu|LOC125531892, Triticum_urartu|LOC125543156
OG0000440	Triticum_turgidum|TRITD_5Bv1G250370	Triticum_urartu|LOC125553234
OG0000440	Triticum_turgidum|TRITD_4Av1G209540	Triticum_urartu|LOC125553231
OG0000440	Triticum_turgidum|TRITD_6Av1G013970	Triticum_urartu|LOC125517311
OG0000440	Triticum_turgidum|TRITD_3Av1G279110	Triticum_urartu|LOC125546275
OG0000441	Triticum_turgidum|TRITD_5Bv1G173690	Triticum_urartu|LOC125507241
OG0000441	Triticum_turgidum|TRITD_5Av1G187940	Triticum_urartu|LOC125528144
OG0000441	Triticum_turgidum|TRITD_3Bv1G147560, Triticum_turgidum|TRITD_3Bv1G147730, Triticum_turgidum|TRITD_4Bv1G009290, Triticum_turgidum|TRITD_4Av1G196790, Triticum_turgidum|TRITD_4Av1G190040	Triticum_urartu|LOC125553712
OG0000442	Triticum_turgidum|TRITD_4Bv1G021630, Triticum_turgidum|TRITD_4Bv1G021490	Triticum_urartu|LOC125553485, Triticum_urartu|LOC125553490
OG0000442	Triticum_turgidum|TRITD_4Bv1G021690, Triticum_turgidum|TRITD_4Av1G184370	Triticum_urartu|LOC125554573, Triticum_urartu|LOC125554578
OG0000442	Triticum_turgidum|TRITD_4Av1G184300	Triticum_urartu|LOC125550534
OG0000442	Triticum_turgidum|TRITD_4Av1G184410	Triticum_urartu|LOC125553484
OG0000442	Triticum_turgidum|TRITD_4Av1G184410	Triticum_urartu|LOC125553489
OG0000443	Triticum_turgidum|TRITD_1Av1G202690	Triticum_urartu|LOC125537701, Triticum_urartu|LOC125537710
OG0000443	Triticum_turgidum|TRITD_7Bv1G165010	Triticum_urartu|LOC125519091, Triticum_urartu|LOC125519096
OG0000443	Triticum_turgidum|TRITD_5Av1G174640	Triticum_urartu|LOC125553519, Triticum_urartu|LOC125556396
OG0000445	Triticum_turgidum|TRITD_6Bv1G134360, Triticum_turgidum|TRITD_6Av1G143290	Triticum_urartu|LOC125513805
OG0000445	Triticum_turgidum|TRITD_6Av1G143260	Triticum_urartu|LOC125513815
OG0000445	Triticum_turgidum|TRITD_6Av1G143210	Triticum_urartu|LOC125513814
OG0000448	Triticum_turgidum|TRITD_6Av1G059020	Triticum_urartu|LOC125517434, Triticum_urartu|LOC125517433
OG0000448	Triticum_turgidum|TRITD_7Av1G079810	Triticum_urartu|LOC125520849
OG0000448	Triticum_turgidum|TRITD_7Av1G079830	Triticum_urartu|LOC125525946
OG0000449	Triticum_turgidum|TRITD_6Av1G213910	Triticum_urartu|LOC125515212
OG0000449	Triticum_turgidum|TRITD_6Av1G213880	Triticum_urartu|LOC125515211
OG0000449	Triticum_turgidum|TRITD_6Av1G213860	Triticum_urartu|LOC125515208
OG0000449	Triticum_turgidum|TRITD_7Av1G188170	Triticum_urartu|LOC125523696, Triticum_urartu|LOC125523717
OG0000449	Triticum_turgidum|TRITD_7Bv1G159280	Triticum_urartu|LOC125518012
OG0000450	Triticum_turgidum|TRITD_6Av1G043260	Triticum_urartu|LOC125515820
OG0000450	Triticum_turgidum|TRITD_6Av1G043170	Triticum_urartu|LOC125515781
OG0000450	Triticum_turgidum|TRITD_6Bv1G055530	Triticum_urartu|LOC125515933
OG0000450	Triticum_turgidum|TRITD_6Bv1G055620	Triticum_urartu|LOC125515932
OG0000450	Triticum_turgidum|TRITD_6Av1G043200	Triticum_urartu|LOC125515780
OG0000451	Triticum_turgidum|TRITD_7Av1G186160, Triticum_turgidum|TRITD_7Bv1G134550	Triticum_urartu|LOC125518979
OG0000452	Triticum_turgidum|TRITD_4Av1G231940	Triticum_urartu|LOC125518344
OG0000452	Triticum_turgidum|TRITD_7Av1G027920	Triticum_urartu|LOC125523406
OG0000453	Triticum_turgidum|TRITD_7Bv1G059450, Triticum_turgidum|TRITD_7Av1G084970	Triticum_urartu|LOC125522489
OG0000453	Triticum_turgidum|TRITD_4Av1G261780	Triticum_urartu|LOC125523738, Triticum_urartu|LOC125524235, Triticum_urartu|LOC125524237
OG0000453	Triticum_turgidum|TRITD_4Av1G262740	Triticum_urartu|LOC125523582, Triticum_urartu|LOC125520744, Triticum_urartu|LOC125524236
OG0000454	Triticum_turgidum|TRITD_3Av1G045230	Triticum_urartu|psaB, Triticum_urartu|LOC125521793
OG0000455	Triticum_turgidum|TRITD_7Av1G281250	Triticum_urartu|LOC125525735
OG0000455	Triticum_turgidum|TRITD_7Av1G279970, Triticum_turgidum|TRITD_7Bv1G233720	Triticum_urartu|LOC125543935, Triticum_urartu|LOC125521752, Triticum_urartu|LOC125522240
OG0000455	Triticum_turgidum|TRITD_7Bv1G234050, Triticum_turgidum|TRITD_7Av1G280240, Triticum_turgidum|TRITD_7Bv1G233660	Triticum_urartu|LOC125524716, Triticum_urartu|LOC125528220, Triticum_urartu|LOC125525387, Triticum_urartu|LOC125519639
OG0000456	Triticum_turgidum|TRITD_5Bv1G004370, Triticum_turgidum|TRITD_5Av1G005450	Triticum_urartu|LOC125514357
OG0000456	Triticum_turgidum|TRITD_5Bv1G004440	Triticum_urartu|LOC125532748
OG0000456	Triticum_turgidum|TRITD_5Av1G005460	Triticum_urartu|LOC125514428
OG0000456	Triticum_turgidum|TRITD_5Bv1G004820	Triticum_urartu|LOC125514127
OG0000456	Triticum_turgidum|TRITD_5Av1G005570	Triticum_urartu|LOC125514209
OG0000458	Triticum_turgidum|TRITD_3Bv1G040930	Triticum_urartu|rpoB
OG0000462	Triticum_turgidum|TRITD_1Av1G201420	Triticum_urartu|LOC125525833
OG0000462	Triticum_turgidum|TRITD_1Bv1G192470	Triticum_urartu|LOC125522472, Triticum_urartu|LOC125506688
OG0000462	Triticum_turgidum|TRITD_5Av1G014400	Triticum_urartu|LOC125555507, Triticum_urartu|LOC125555527
OG0000462	Triticum_turgidum|TRITD_1Bv1G192400	Triticum_urartu|LOC125529151
OG0000464	Triticum_turgidum|TRITD_2Av1G270610, Triticum_turgidum|TRITD_2Bv1G233850	Triticum_urartu|LOC125534243
OG0000464	Triticum_turgidum|TRITD_2Av1G270590	Triticum_urartu|LOC125534242, Triticum_urartu|LOC125538060, Triticum_urartu|LOC125548960
OG0000464	Triticum_turgidum|TRITD_2Bv1G233810	Triticum_urartu|LOC125534240, Triticum_urartu|LOC125548206
OG0000465	Triticum_turgidum|TRITD_2Av1G283240	Triticum_urartu|LOC125540227, Triticum_urartu|LOC125528291
OG0000465	Triticum_turgidum|TRITD_2Av1G283310	Triticum_urartu|LOC125540237
OG0000467	Triticum_turgidum|TRITD_2Av1G244420	Triticum_urartu|LOC125533880
OG0000467	Triticum_turgidum|TRITD_5Av1G247030	Triticum_urartu|LOC125511460
OG0000467	Triticum_turgidum|TRITD_2Av1G226460	Triticum_urartu|LOC125539149, Triticum_urartu|LOC125539150
OG0000468	Triticum_turgidum|TRITD_7Bv1G037380, Triticum_turgidum|TRITD_7Av1G059580	Triticum_urartu|LOC125525764
OG0000468	Triticum_turgidum|TRITD_5Av1G006580, Triticum_turgidum|TRITD_4Av1G212700	Triticum_urartu|LOC125506994
OG0000468	Triticum_turgidum|TRITD_5Av1G221130	Triticum_urartu|LOC125511016
OG0000468	Triticum_turgidum|TRITD_7Bv1G000030	Triticum_urartu|LOC125553274
OG0000469	Triticum_turgidum|TRITD_4Av1G070860	Triticum_urartu|LOC125551404
OG0000469	Triticum_turgidum|TRITD_2Bv1G036540, Triticum_turgidum|TRITD_2Av1G028210	Triticum_urartu|LOC125535646
OG0000469	Triticum_turgidum|TRITD_4Av1G153220	Triticum_urartu|LOC125551132
OG0000470	Triticum_turgidum|TRITD_2Av1G276350	Triticum_urartu|LOC125534321, Triticum_urartu|LOC125527674
OG0000470	Triticum_turgidum|TRITD_2Av1G276200	Triticum_urartu|LOC125537640, Triticum_urartu|LOC125540069
OG0000471	Triticum_turgidum|TRITD_3Av1G248840	Triticum_urartu|LOC125549041
OG0000471	Triticum_turgidum|TRITD_3Bv1G240230, Triticum_turgidum|TRITD_3Av1G248750	Triticum_urartu|LOC125545797
OG0000471	Triticum_turgidum|TRITD_3Bv1G240210, Triticum_turgidum|TRITD_3Av1G248740	Triticum_urartu|LOC125545795, Triticum_urartu|LOC125516235
OG0000471	Triticum_turgidum|TRITD_3Bv1G240200, Triticum_turgidum|TRITD_3Av1G248730	Triticum_urartu|LOC125545794
OG0000472	Triticum_turgidum|TRITD_3Av1G265860	Triticum_urartu|LOC125546038
OG0000472	Triticum_turgidum|TRITD_3Av1G265850	Triticum_urartu|LOC125546036
OG0000472	Triticum_turgidum|TRITD_3Av1G265930	Triticum_urartu|LOC125529725, Triticum_urartu|LOC125546039
OG0000472	Triticum_turgidum|TRITD_3Bv1G260110	Triticum_urartu|LOC125549289
OG0000473	Triticum_turgidum|TRITD_3Av1G271420	Triticum_urartu|LOC125549354, Triticum_urartu|LOC125530648
OG0000473	Triticum_turgidum|TRITD_3Av1G271450	Triticum_urartu|LOC125549355, Triticum_urartu|LOC125530650
OG0000473	Triticum_turgidum|TRITD_3Av1G271390	Triticum_urartu|LOC125549353
OG0000473	Triticum_turgidum|TRITD_3Av1G271440	Triticum_urartu|LOC125530649
OG0000474	Triticum_turgidum|TRITD_4Bv1G010620	Triticum_urartu|LOC125550427
OG0000474	Triticum_turgidum|TRITD_5Bv1G195310	Triticum_urartu|LOC125516594
OG0000474	Triticum_turgidum|TRITD_5Bv1G195400, Triticum_turgidum|TRITD_5Av1G200200	Triticum_urartu|LOC125510543, Triticum_urartu|LOC125510544
OG0000475	Triticum_turgidum|TRITD_7Av1G259910	Triticum_urartu|LOC125522755
OG0000475	Triticum_turgidum|TRITD_7Av1G258310	Triticum_urartu|LOC125522693
OG0000475	Triticum_turgidum|TRITD_7Bv1G211020	Triticum_urartu|LOC125524656
OG0000475	Triticum_turgidum|TRITD_7Av1G250850	Triticum_urartu|LOC125521581
OG0000476	Triticum_turgidum|TRITD_6Av1G009360	Triticum_urartu|LOC125517520, Triticum_urartu|LOC125513511, Triticum_urartu|LOC125513510
OG0000476	Triticum_turgidum|TRITD_6Av1G009880	Triticum_urartu|LOC125515813
OG0000476	Triticum_turgidum|TRITD_6Av1G009670	Triticum_urartu|LOC125515972
OG0000476	Triticum_turgidum|TRITD_6Av1G009860	Triticum_urartu|LOC125516018
OG0000476	Triticum_turgidum|TRITD_6Av1G009830	Triticum_urartu|LOC125515899, Triticum_urartu|LOC125526727
OG0000477	Triticum_turgidum|TRITD_7Bv1G222780	Triticum_urartu|LOC125537592, Triticum_urartu|LOC125532869, Triticum_urartu|LOC125541374
OG0000478	Triticum_turgidum|TRITD_7Av1G066320	Triticum_urartu|LOC125524525
OG0000478	Triticum_turgidum|TRITD_7Av1G010110	Triticum_urartu|LOC125522501
OG0000478	Triticum_turgidum|TRITD_6Av1G206220	Triticum_urartu|LOC125515024
OG0000479	Triticum_turgidum|TRITD_6Av1G198520, Triticum_turgidum|TRITD_6Av1G198350	Triticum_urartu|LOC125512617
OG0000479	Triticum_turgidum|TRITD_6Av1G198400, Triticum_turgidum|TRITD_6Av1G198500	Triticum_urartu|LOC125512618
OG0000480	Triticum_turgidum|TRITD_7Av1G164730, Triticum_turgidum|TRITD_7Bv1G123420, Triticum_turgidum|TRITD_7Bv1G123360, Triticum_turgidum|TRITD_7Av1G164720, Triticum_turgidum|TRITD_7Av1G165330	Triticum_urartu|LOC125521578
OG0000481	Triticum_turgidum|TRITD_7Av1G248990	Triticum_urartu|LOC125523444
OG0000481	Triticum_turgidum|TRITD_7Bv1G197840, Triticum_turgidum|TRITD_7Av1G249120	Triticum_urartu|LOC125511327, Triticum_urartu|LOC125525082
OG0000481	Triticum_turgidum|TRITD_7Av1G248720	Triticum_urartu|LOC125522090
OG0000481	Triticum_turgidum|TRITD_7Bv1G197260, Triticum_turgidum|TRITD_7Bv1G197250, Triticum_turgidum|TRITD_7Av1G248680	Triticum_urartu|LOC125525025
OG0000482	Triticum_turgidum|TRITD_7Av1G244100, Triticum_turgidum|TRITD_6Av1G009460, Triticum_turgidum|TRITD_6Av1G009520, Triticum_turgidum|TRITD_6Av1G009540, Triticum_turgidum|TRITD_1Bv1G216360, Triticum_turgidum|TRITD_7Av1G214070, Triticum_turgidum|TRITD_7Bv1G217520, Triticum_turgidum|TRITD_7Bv1G220020, Triticum_turgidum|TRITD_1Bv1G219100, Triticum_turgidum|TRITD_7Bv1G028410, Triticum_turgidum|TRITD_4Bv1G011480, Triticum_turgidum|TRITD_4Bv1G204660, Triticum_turgidum|TRITD_5Bv1G213530, Triticum_turgidum|TRITD_2Bv1G246460, Triticum_turgidum|TRITD_5Av1G090800, Triticum_turgidum|TRITD_4Bv1G024590, Triticum_turgidum|TRITD_6Bv1G061120, Triticum_turgidum|TRITD_1Av1G145360, Triticum_turgidum|TRITD_7Av1G262090, Triticum_turgidum|TRITD_6Bv1G000920, Triticum_turgidum|TRITD_4Bv1G008000, Triticum_turgidum|TRITD_3Bv1G150580, Triticum_turgidum|TRITD_7Bv1G202520, Triticum_turgidum|TRITD_6Bv1G120640, Triticum_turgidum|TRITD_1Av1G207930, Triticum_turgidum|TRITD_2Av1G177610	Triticum_urartu|LOC125537981, Triticum_urartu|LOC125537985
OG0000485	Triticum_turgidum|TRITD_1Av1G221790	Triticum_urartu|LOC125539546
OG0000485	Triticum_turgidum|TRITD_1Av1G221810	Triticum_urartu|LOC125530594
OG0000485	Triticum_turgidum|TRITD_1Av1G221870	Triticum_urartu|LOC125539557
OG0000486	Triticum_turgidum|TRITD_7Av1G249550	Triticum_urartu|LOC125523268
OG0000487	Triticum_turgidum|TRITD_1Bv1G200970	Triticum_urartu|LOC125527306
OG0000487	Triticum_turgidum|TRITD_1Av1G206000	Triticum_urartu|LOC125537919
OG0000488	Triticum_turgidum|TRITD_2Bv1G266280, Triticum_turgidum|TRITD_2Bv1G266330	Triticum_urartu|LOC125540523
OG0000488	Triticum_turgidum|TRITD_1Bv1G203130, Triticum_turgidum|TRITD_1Av1G218220	Triticum_urartu|LOC125533077, Triticum_urartu|LOC125533080, Triticum_urartu|LOC125533183
OG0000489	Triticum_turgidum|TRITD_3Av1G157390	Triticum_urartu|LOC125544248
OG0000489	Triticum_turgidum|TRITD_1Bv1G217260, Triticum_turgidum|TRITD_1Av1G219080	Triticum_urartu|LOC125530103
OG0000489	Triticum_turgidum|TRITD_3Av1G147090	Triticum_urartu|LOC125544122
OG0000489	Triticum_turgidum|TRITD_1Av1G224920	Triticum_urartu|LOC125531560
OG0000490	Triticum_turgidum|TRITD_4Av1G242590	Triticum_urartu|LOC125525414
OG0000490	Triticum_turgidum|TRITD_3Av1G021060	Triticum_urartu|LOC125542664
OG0000490	Triticum_turgidum|TRITD_1Av1G216290	Triticum_urartu|LOC125538496
OG0000491	Triticum_turgidum|TRITD_7Av1G213700	Triticum_urartu|LOC125521940
OG0000491	Triticum_turgidum|TRITD_7Av1G213700	Triticum_urartu|LOC125521939
OG0000491	Triticum_turgidum|TRITD_1Av1G183840, Triticum_turgidum|TRITD_1Bv1G171670	Triticum_urartu|LOC125536428
OG0000492	Triticum_turgidum|TRITD_2Av1G015210	Triticum_urartu|LOC125535375, Triticum_urartu|LOC125535371
OG0000492	Triticum_turgidum|TRITD_2Bv1G020510, Triticum_turgidum|TRITD_2Bv1G020100	Triticum_urartu|LOC125535374
OG0000492	Triticum_turgidum|TRITD_2Bv1G020140, Triticum_turgidum|TRITD_2Av1G015230, Triticum_turgidum|TRITD_2Av1G015330	Triticum_urartu|LOC125535383
OG0000494	Triticum_turgidum|TRITD_2Av1G011270	Triticum_urartu|LOC125540854, Triticum_urartu|LOC125527089, Triticum_urartu|LOC125529533
OG0000495	Triticum_turgidum|TRITD_3Av1G148230	Triticum_urartu|LOC125544141
OG0000495	Triticum_turgidum|TRITD_6Bv1G012850, Triticum_turgidum|TRITD_7Av1G265690	Triticum_urartu|LOC125554580
OG0000496	Triticum_turgidum|TRITD_7Av1G000650	Triticum_urartu|LOC125525244
OG0000496	Triticum_turgidum|TRITD_2Av1G038400	Triticum_urartu|LOC125535927
OG0000496	Triticum_turgidum|TRITD_2Av1G038400	Triticum_urartu|LOC125528700
OG0000497	Triticum_turgidum|TRITD_2Av1G076870	Triticum_urartu|LOC125536689
OG0000497	Triticum_turgidum|TRITD_2Av1G145890	Triticum_urartu|LOC125537513
OG0000497	Triticum_turgidum|TRITD_3Bv1G256630, Triticum_turgidum|TRITD_3Bv1G256590	Triticum_urartu|LOC125549238
OG0000498	Triticum_turgidum|TRITD_3Bv1G226320	Triticum_urartu|LOC125526680
OG0000498	Triticum_turgidum|TRITD_2Av1G058900	Triticum_urartu|LOC125541250
OG0000498	Triticum_turgidum|TRITD_6Bv1G215750, Triticum_turgidum|TRITD_6Av1G217330	Triticum_urartu|LOC125530690
OG0000498	Triticum_turgidum|TRITD_5Bv1G200770, Triticum_turgidum|TRITD_5Av1G204820	Triticum_urartu|LOC125529260
OG0000499	Triticum_turgidum|TRITD_3Bv1G227350	Triticum_urartu|LOC125548957
OG0000499	Triticum_turgidum|TRITD_3Bv1G227310	Triticum_urartu|LOC125548956
OG0000499	Triticum_turgidum|TRITD_3Av1G238630	Triticum_urartu|LOC125548954
OG0000499	Triticum_turgidum|TRITD_3Av1G237640	Triticum_urartu|LOC125548955
OG0000501	Triticum_turgidum|TRITD_5Av1G228450	Triticum_urartu|LOC125511088
OG0000503	Triticum_turgidum|TRITD_3Av1G047110, Triticum_turgidum|TRITD_3Av1G047090, Triticum_turgidum|TRITD_3Bv1G055510, Triticum_turgidum|TRITD_3Bv1G055310	Triticum_urartu|LOC125517988
OG0000504	Triticum_turgidum|TRITD_6Av1G157680	Triticum_urartu|LOC125514020
OG0000504	Triticum_turgidum|TRITD_6Bv1G076100, Triticum_turgidum|TRITD_6Av1G071460	Triticum_urartu|LOC125554651, Triticum_urartu|LOC125517549
OG0000505	Triticum_turgidum|TRITD_7Av1G025250	Triticum_urartu|LOC125520186, Triticum_urartu|LOC125527486, Triticum_urartu|LOC125532106
OG0000505	Triticum_turgidum|TRITD_3Av1G241420	Triticum_urartu|LOC125545714
OG0000506	Triticum_turgidum|TRITD_3Av1G007680	Triticum_urartu|LOC125542548
OG0000506	Triticum_turgidum|TRITD_3Av1G012210	Triticum_urartu|LOC125546554
