Orthogroup	Triticum_turgidum	Hordeum_vulgare
OG0000674	Triticum_turgidum|TRITD_7Bv1G114330, Triticum_turgidum|TRITD_7Av1G154650	Hordeum_vulgare|LOC123407901
OG0000674	Triticum_turgidum|TRITD_2Bv1G265150, Triticum_turgidum|TRITD_2Av1G295860	Hordeum_vulgare|LOC123428554
OG0000674	Triticum_turgidum|TRITD_5Av1G235020	Hordeum_vulgare|LOC123397332
OG0000675	Triticum_turgidum|TRITD_6Av1G154680, Triticum_turgidum|TRITD_6Bv1G140530	Hordeum_vulgare|LOC123404400
OG0000675	Triticum_turgidum|TRITD_2Bv1G192790, Triticum_turgidum|TRITD_2Av1G230510	Hordeum_vulgare|LOC123427391
OG0000676	Triticum_turgidum|TRITD_7Bv1G000540, Triticum_turgidum|TRITD_7Bv1G000660, Triticum_turgidum|TRITD_5Bv1G253010, Triticum_turgidum|TRITD_4Bv1G201630, Triticum_turgidum|TRITD_1Bv1G225640	Hordeum_vulgare|LOC123412224, Hordeum_vulgare|LOC123399703, Hordeum_vulgare|LOC123399720
OG0000678	Triticum_turgidum|TRITD_2Av1G012120	Hordeum_vulgare|LOC123429300, Hordeum_vulgare|LOC123429301, Hordeum_vulgare|LOC123429302, Hordeum_vulgare|LOC123429303, Hordeum_vulgare|LOC123429305, Hordeum_vulgare|LOC123429306, Hordeum_vulgare|LOC123429307
OG0000679	Triticum_turgidum|TRITD_7Av1G186030, Triticum_turgidum|TRITD_7Bv1G134620	Hordeum_vulgare|LOC123410876
OG0000679	Triticum_turgidum|TRITD_3Av1G103690, Triticum_turgidum|TRITD_3Bv1G098660	Hordeum_vulgare|LOC123443643
OG0000681	Triticum_turgidum|TRITD_3Av1G086720	Hordeum_vulgare|LOC123443452
OG0000681	Triticum_turgidum|TRITD_3Bv1G089430, Triticum_turgidum|TRITD_3Av1G086560	Hordeum_vulgare|LOC123443450
OG0000681	Triticum_turgidum|TRITD_3Av1G086690	Hordeum_vulgare|LOC123439773
OG0000681	Triticum_turgidum|TRITD_3Av1G086570	Hordeum_vulgare|LOC123439772
OG0000682	Triticum_turgidum|TRITD_3Bv1G005370	Hordeum_vulgare|LOC123442523
OG0000683	Triticum_turgidum|TRITD_5Bv1G009580, Triticum_turgidum|TRITD_5Bv1G009790, Triticum_turgidum|TRITD_5Bv1G009290, Triticum_turgidum|TRITD_5Av1G012050, Triticum_turgidum|TRITD_5Av1G011890, Triticum_turgidum|TRITD_5Bv1G009760, Triticum_turgidum|TRITD_3Bv1G209120, Triticum_turgidum|TRITD_3Av1G220840	Hordeum_vulgare|LOC123448822
OG0000684	Triticum_turgidum|TRITD_4Bv1G001960, Triticum_turgidum|TRITD_4Av1G203520	Hordeum_vulgare|LOC123446858
OG0000684	Triticum_turgidum|TRITD_7Bv1G088070, Triticum_turgidum|TRITD_7Av1G118270	Hordeum_vulgare|LOC123407530
OG0000684	Triticum_turgidum|TRITD_3Av1G220440, Triticum_turgidum|TRITD_3Bv1G209650	Hordeum_vulgare|LOC123444833
OG0000685	Triticum_turgidum|TRITD_3Av1G077970, Triticum_turgidum|TRITD_4Av1G129270, Triticum_turgidum|TRITD_6Av1G113690, Triticum_turgidum|TRITD_5Av1G003880, Triticum_turgidum|TRITD_7Av1G198360, Triticum_turgidum|TRITD_5Bv1G057470, Triticum_turgidum|TRITD_2Bv1G015630, Triticum_turgidum|TRITD_4Av1G256870, Triticum_turgidum|TRITD_6Bv1G013260, Triticum_turgidum|TRITD_4Bv1G187730, Triticum_turgidum|TRITD_5Bv1G242940	Hordeum_vulgare|LOC123424451
OG0000686	Triticum_turgidum|TRITD_7Av1G090580, Triticum_turgidum|TRITD_7Bv1G069640	Hordeum_vulgare|LOC123412190
OG0000686	Triticum_turgidum|TRITD_5Bv1G148570	Hordeum_vulgare|LOC123399344
OG0000687	Triticum_turgidum|TRITD_5Av1G150550	Hordeum_vulgare|LOC123396898
OG0000687	Triticum_turgidum|TRITD_5Bv1G140080	Hordeum_vulgare|LOC123396900
OG0000687	Triticum_turgidum|TRITD_5Av1G150630, Triticum_turgidum|TRITD_5Bv1G140100	Hordeum_vulgare|LOC123396901
OG0000688	Triticum_turgidum|TRITD_7Av1G209790	Hordeum_vulgare|LOC123413046
OG0000688	Triticum_turgidum|TRITD_3Bv1G003360	Hordeum_vulgare|LOC123439144
OG0000688	Triticum_turgidum|TRITD_3Av1G001920	Hordeum_vulgare|LOC123442394
OG0000688	Triticum_turgidum|TRITD_3Bv1G003480, Triticum_turgidum|TRITD_3Av1G001930	Hordeum_vulgare|LOC123442393
OG0000689	Triticum_turgidum|TRITD_5Av1G186580, Triticum_turgidum|TRITD_5Bv1G176320, Triticum_turgidum|TRITD_5Av1G186760, Triticum_turgidum|TRITD_5Bv1G176240, Triticum_turgidum|TRITD_5Av1G186360	Hordeum_vulgare|LOC123397057
OG0000690	Triticum_turgidum|TRITD_5Bv1G224180, Triticum_turgidum|TRITD_5Av1G224740	Hordeum_vulgare|LOC123399039
OG0000690	Triticum_turgidum|TRITD_5Bv1G227520, Triticum_turgidum|TRITD_5Bv1G220700, Triticum_turgidum|TRITD_5Bv1G221070, Triticum_turgidum|TRITD_5Bv1G221980, Triticum_turgidum|TRITD_5Av1G228590, Triticum_turgidum|TRITD_5Bv1G227500, Triticum_turgidum|TRITD_5Bv1G215730	Hordeum_vulgare|LOC123452682
OG0000691	Triticum_turgidum|TRITD_5Av1G164820	Hordeum_vulgare|LOC123399660
OG0000692	Triticum_turgidum|TRITD_4Av1G254470, Triticum_turgidum|TRITD_7Av1G008550	Hordeum_vulgare|LOC123413142
OG0000692	Triticum_turgidum|TRITD_6Av1G005340	Hordeum_vulgare|LOC123404891
OG0000692	Triticum_turgidum|TRITD_6Av1G001190, Triticum_turgidum|TRITD_6Bv1G002110, Triticum_turgidum|TRITD_6Bv1G001980	Hordeum_vulgare|LOC123403144
OG0000693	Triticum_turgidum|TRITD_6Bv1G075960	Hordeum_vulgare|LOC123401532
OG0000693	Triticum_turgidum|TRITD_7Bv1G163560, Triticum_turgidum|TRITD_7Av1G212360	Hordeum_vulgare|LOC123413134
OG0000693	Triticum_turgidum|TRITD_7Bv1G163650, Triticum_turgidum|TRITD_7Av1G212540, Triticum_turgidum|TRITD_7Bv1G163640, Triticum_turgidum|TRITD_7Av1G212520	Hordeum_vulgare|LOC123411083
OG0000694	Triticum_turgidum|TRITD_3Bv1G041010	Hordeum_vulgare|atpH
OG0000694	Triticum_turgidum|TRITD_5Bv1G021410	Hordeum_vulgare|atpH
OG0000696	Triticum_turgidum|TRITD_4Av1G232300, Triticum_turgidum|TRITD_7Av1G028020, Triticum_turgidum|TRITD_7Av1G028010, Triticum_turgidum|TRITD_7Av1G027980, Triticum_turgidum|TRITD_4Av1G232310, Triticum_turgidum|TRITD_4Av1G232290	Hordeum_vulgare|LOC123410371
OG0000698	Triticum_turgidum|TRITD_4Av1G233110, Triticum_turgidum|TRITD_7Av1G027220, Triticum_turgidum|TRITD_4Av1G250060, Triticum_turgidum|TRITD_4Av1G250090	Hordeum_vulgare|LOC123429921, Hordeum_vulgare|LOC123408035
OG0000699	Triticum_turgidum|TRITD_1Av1G202560	Hordeum_vulgare|LOC123448594
OG0000699	Triticum_turgidum|TRITD_1Av1G202550, Triticum_turgidum|TRITD_1Bv1G193620, Triticum_turgidum|TRITD_1Av1G202540	Hordeum_vulgare|LOC123448602
OG0000700	Triticum_turgidum|TRITD_7Av1G066300, Triticum_turgidum|TRITD_7Bv1G042450, Triticum_turgidum|TRITD_7Bv1G016760, Triticum_turgidum|TRITD_1Bv1G170560, Triticum_turgidum|TRITD_1Av1G182930, Triticum_turgidum|TRITD_1Bv1G170620	Hordeum_vulgare|LOC123413897
OG0000701	Triticum_turgidum|TRITD_6Bv1G080890, Triticum_turgidum|TRITD_4Av1G083900, Triticum_turgidum|TRITD_1Bv1G008150, Triticum_turgidum|TRITD_6Av1G031500, Triticum_turgidum|TRITD_2Bv1G017920, Triticum_turgidum|TRITD_4Av1G242420, Triticum_turgidum|TRITD_5Bv1G189520, Triticum_turgidum|TRITD_7Bv1G218050, Triticum_turgidum|TRITD_2Bv1G210290	Hordeum_vulgare|LOC123404120
OG0000702	Triticum_turgidum|TRITD_6Av1G080050	Hordeum_vulgare|LOC123401388
OG0000702	Triticum_turgidum|TRITD_1Av1G083330, Triticum_turgidum|TRITD_1Bv1G080530	Hordeum_vulgare|LOC123408667
OG0000702	Triticum_turgidum|TRITD_6Bv1G013970	Hordeum_vulgare|LOC123405932
OG0000703	Triticum_turgidum|TRITD_2Av1G020460, Triticum_turgidum|TRITD_2Bv1G027490, Triticum_turgidum|TRITD_2Bv1G027520	Hordeum_vulgare|LOC123429376, Hordeum_vulgare|LOC123424597, Hordeum_vulgare|LOC123418463, Hordeum_vulgare|LOC123418458, Hordeum_vulgare|LOC123424598, Hordeum_vulgare|LOC123418464, Hordeum_vulgare|LOC123418462, Hordeum_vulgare|LOC123429377, Hordeum_vulgare|LOC123418460, Hordeum_vulgare|LOC123418461, Hordeum_vulgare|LOC123418459, Hordeum_vulgare|LOC123429378
OG0000704	Triticum_turgidum|TRITD_2Av1G286230, Triticum_turgidum|TRITD_2Bv1G254990	Hordeum_vulgare|LOC123428366
OG0000704	Triticum_turgidum|TRITD_2Av1G286200, Triticum_turgidum|TRITD_2Bv1G254610, Triticum_turgidum|TRITD_2Bv1G254690	Hordeum_vulgare|LOC123431204
OG0000705	Triticum_turgidum|TRITD_2Bv1G003490, Triticum_turgidum|TRITD_2Bv1G003580, Triticum_turgidum|TRITD_2Av1G003020, Triticum_turgidum|TRITD_2Bv1G003550, Triticum_turgidum|TRITD_2Bv1G003500, Triticum_turgidum|TRITD_2Bv1G003460	Hordeum_vulgare|LOC123429040
OG0000705	Triticum_turgidum|TRITD_6Bv1G213940	Hordeum_vulgare|LOC123404690
OG0000706	Triticum_turgidum|TRITD_5Bv1G024890, Triticum_turgidum|TRITD_5Av1G025340, Triticum_turgidum|TRITD_5Av1G025270, Triticum_turgidum|TRITD_5Bv1G025010	Hordeum_vulgare|LOC123400108
OG0000706	Triticum_turgidum|TRITD_2Av1G211110, Triticum_turgidum|TRITD_2Bv1G175140	Hordeum_vulgare|LOC123429197, Hordeum_vulgare|LOC123427103
OG0000707	Triticum_turgidum|TRITD_6Bv1G133610, Triticum_turgidum|TRITD_6Av1G145080	Hordeum_vulgare|LOC123402034
OG0000707	Triticum_turgidum|TRITD_2Av1G227710	Hordeum_vulgare|LOC123430527
OG0000707	Triticum_turgidum|TRITD_7Av1G031360	Hordeum_vulgare|LOC123412029
OG0000708	Triticum_turgidum|TRITD_3Bv1G257920, Triticum_turgidum|TRITD_2Av1G011090, Triticum_turgidum|TRITD_2Bv1G014160, Triticum_turgidum|TRITD_2Bv1G014150, Triticum_turgidum|TRITD_2Av1G011070, Triticum_turgidum|TRITD_2Bv1G014130, Triticum_turgidum|TRITD_2Bv1G014180, Triticum_turgidum|TRITD_2Av1G011100	Hordeum_vulgare|LOC123429186
OG0000709	Triticum_turgidum|TRITD_2Bv1G029720, Triticum_turgidum|TRITD_2Bv1G029690, Triticum_turgidum|TRITD_2Av1G022440	Hordeum_vulgare|LOC123429394, Hordeum_vulgare|LOC123429393, Hordeum_vulgare|LOC123429396
OG0000710	Triticum_turgidum|TRITD_2Bv1G211590	Hordeum_vulgare|LOC123430744
OG0000711	Triticum_turgidum|TRITD_2Bv1G151480, Triticum_turgidum|TRITD_2Av1G185410	Hordeum_vulgare|LOC123426743
OG0000711	Triticum_turgidum|TRITD_3Av1G227410, Triticum_turgidum|TRITD_3Bv1G214050	Hordeum_vulgare|LOC123444784
OG0000711	Triticum_turgidum|TRITD_2Bv1G263980	Hordeum_vulgare|LOC123428538
OG0000712	Triticum_turgidum|TRITD_7Av1G129440, Triticum_turgidum|TRITD_3Av1G163970, Triticum_turgidum|TRITD_5Bv1G222230	Hordeum_vulgare|LOC123406274
OG0000712	Triticum_turgidum|TRITD_7Bv1G124940	Hordeum_vulgare|LOC123396319
OG0000713	Triticum_turgidum|TRITD_2Av1G266570	Hordeum_vulgare|LOC123431153
OG0000713	Triticum_turgidum|TRITD_2Bv1G247020	Hordeum_vulgare|LOC123428255
OG0000713	Triticum_turgidum|TRITD_2Av1G281450, Triticum_turgidum|TRITD_2Bv1G247650, Triticum_turgidum|TRITD_2Bv1G247920	Hordeum_vulgare|LOC123428264
OG0000714	Triticum_turgidum|TRITD_5Av1G150120, Triticum_turgidum|TRITD_4Bv1G194830, Triticum_turgidum|TRITD_4Bv1G195390, Triticum_turgidum|TRITD_4Bv1G194860, Triticum_turgidum|TRITD_4Bv1G194790, Triticum_turgidum|TRITD_5Av1G245950, Triticum_turgidum|TRITD_4Bv1G194800	Hordeum_vulgare|LOC123425304
OG0000716	Triticum_turgidum|TRITD_2Av1G157810, Triticum_turgidum|TRITD_2Bv1G133310	Hordeum_vulgare|LOC123430159
OG0000716	Triticum_turgidum|TRITD_5Av1G250870	Hordeum_vulgare|LOC123449964
OG0000716	Triticum_turgidum|TRITD_4Bv1G200040, Triticum_turgidum|TRITD_5Av1G250540	Hordeum_vulgare|LOC123449961
OG0000716	Triticum_turgidum|TRITD_3Av1G007480, Triticum_turgidum|TRITD_3Bv1G004620	Hordeum_vulgare|LOC123442494
OG0000717	Triticum_turgidum|TRITD_2Av1G179040	Hordeum_vulgare|LOC123430253
OG0000717	Triticum_turgidum|TRITD_5Av1G097690, Triticum_turgidum|TRITD_5Bv1G078820	Hordeum_vulgare|LOC123398810
OG0000720	Triticum_turgidum|TRITD_4Av1G212510, Triticum_turgidum|TRITD_5Bv1G247970	Hordeum_vulgare|LOC123399568
OG0000720	Triticum_turgidum|TRITD_4Av1G212740	Hordeum_vulgare|LOC123399451
OG0000720	Triticum_turgidum|TRITD_3Av1G002240, Triticum_turgidum|TRITD_3Bv1G003070	Hordeum_vulgare|LOC123442380
OG0000722	Triticum_turgidum|TRITD_6Bv1G006770	Hordeum_vulgare|LOC123404776, Hordeum_vulgare|LOC123402814, Hordeum_vulgare|LOC123404777
OG0000723	Triticum_turgidum|TRITD_3Av1G017280, Triticum_turgidum|TRITD_3Av1G017240, Triticum_turgidum|TRITD_3Av1G017270, Triticum_turgidum|TRITD_3Av1G017190, Triticum_turgidum|TRITD_3Bv1G020290, Triticum_turgidum|TRITD_3Bv1G020350, Triticum_turgidum|TRITD_3Bv1G020420, Triticum_turgidum|TRITD_3Bv1G020400	Hordeum_vulgare|LOC123439318
OG0000724	Triticum_turgidum|TRITD_3Bv1G005930, Triticum_turgidum|TRITD_3Bv1G005950, Triticum_turgidum|TRITD_3Bv1G005970, Triticum_turgidum|TRITD_7Av1G188930, Triticum_turgidum|TRITD_7Bv1G155380	Hordeum_vulgare|LOC123411331
OG0000725	Triticum_turgidum|TRITD_7Bv1G174660, Triticum_turgidum|TRITD_6Av1G021330	Hordeum_vulgare|LOC123415757
OG0000726	Triticum_turgidum|TRITD_3Bv1G274260, Triticum_turgidum|TRITD_3Av1G277970, Triticum_turgidum|TRITD_3Bv1G274200, Triticum_turgidum|TRITD_7Av1G005800, Triticum_turgidum|TRITD_4Av1G256290, Triticum_turgidum|TRITD_7Av1G005890	Hordeum_vulgare|LOC123442255
OG0000728	Triticum_turgidum|TRITD_4Bv1G181310, Triticum_turgidum|TRITD_4Av1G225810	Hordeum_vulgare|LOC123447364
OG0000730	Triticum_turgidum|TRITD_5Bv1G206870	Hordeum_vulgare|LOC123452481
OG0000730	Triticum_turgidum|TRITD_5Bv1G206910, Triticum_turgidum|TRITD_5Av1G210310, Triticum_turgidum|TRITD_5Av1G210280	Hordeum_vulgare|LOC123452480, Hordeum_vulgare|LOC123452482
OG0000731	Triticum_turgidum|TRITD_5Bv1G165610, Triticum_turgidum|TRITD_5Av1G175090	Hordeum_vulgare|LOC123399951
OG0000731	Triticum_turgidum|TRITD_5Av1G187570, Triticum_turgidum|TRITD_5Bv1G177270	Hordeum_vulgare|LOC123397696
OG0000731	Triticum_turgidum|TRITD_5Bv1G177400, Triticum_turgidum|TRITD_5Av1G187590	Hordeum_vulgare|LOC123397734
OG0000732	Triticum_turgidum|TRITD_5Av1G218040, Triticum_turgidum|TRITD_5Bv1G215600, Triticum_turgidum|TRITD_5Av1G187600, Triticum_turgidum|TRITD_7Av1G011710, Triticum_turgidum|TRITD_4Av1G251210, Triticum_turgidum|TRITD_5Av1G187860, Triticum_turgidum|TRITD_5Bv1G177770	Hordeum_vulgare|LOC123441923, Hordeum_vulgare|LOC123397717
OG0000733	Triticum_turgidum|TRITD_5Av1G225770	Hordeum_vulgare|LOC123399056
OG0000734	Triticum_turgidum|TRITD_3Bv1G202750, Triticum_turgidum|TRITD_3Av1G217260	Hordeum_vulgare|LOC123440544
OG0000734	Triticum_turgidum|TRITD_3Av1G217280, Triticum_turgidum|TRITD_3Bv1G202810, Triticum_turgidum|TRITD_3Av1G223690	Hordeum_vulgare|LOC123440543
OG0000735	Triticum_turgidum|TRITD_5Av1G253800	Hordeum_vulgare|LOC123450003
OG0000735	Triticum_turgidum|TRITD_5Av1G253830	Hordeum_vulgare|LOC123449999
OG0000735	Triticum_turgidum|TRITD_4Bv1G201830	Hordeum_vulgare|LOC123450001
OG0000735	Triticum_turgidum|TRITD_6Av1G004280, Triticum_turgidum|TRITD_6Bv1G005760, Triticum_turgidum|TRITD_6Av1G004270	Hordeum_vulgare|LOC123395594
OG0000736	Triticum_turgidum|TRITD_1Av1G190150	Hordeum_vulgare|LOC123405937
OG0000736	Triticum_turgidum|TRITD_6Bv1G163660	Hordeum_vulgare|LOC123404706, Hordeum_vulgare|LOC123405623
OG0000737	Triticum_turgidum|TRITD_7Av1G237410, Triticum_turgidum|TRITD_7Av1G237450	Hordeum_vulgare|LOC123409371
OG0000738	Triticum_turgidum|TRITD_7Av1G248800	Hordeum_vulgare|LOC123407885, Hordeum_vulgare|LOC123409393
OG0000739	Triticum_turgidum|TRITD_7Bv1G192070	Hordeum_vulgare|LOC123411423
OG0000739	Triticum_turgidum|TRITD_7Bv1G192180	Hordeum_vulgare|LOC123411688
OG0000739	Triticum_turgidum|TRITD_7Bv1G192040	Hordeum_vulgare|LOC123411692
OG0000740	Triticum_turgidum|TRITD_6Bv1G186610, Triticum_turgidum|TRITD_6Bv1G186720	Hordeum_vulgare|LOC123416969
OG0000741	Triticum_turgidum|TRITD_3Bv1G280340, Triticum_turgidum|TRITD_3Av1G284670, Triticum_turgidum|TRITD_3Bv1G280350	Hordeum_vulgare|LOC123445713, Hordeum_vulgare|LOC123445711, Hordeum_vulgare|LOC123441190
OG0000742	Triticum_turgidum|TRITD_2Av1G172840, Triticum_turgidum|TRITD_2Bv1G143010	Hordeum_vulgare|LOC123426569
OG0000742	Triticum_turgidum|TRITD_1Bv1G099110	Hordeum_vulgare|LOC123430898
OG0000742	Triticum_turgidum|TRITD_1Bv1G196730, Triticum_turgidum|TRITD_1Av1G204490	Hordeum_vulgare|LOC123448269
OG0000743	Triticum_turgidum|TRITD_1Av1G188050, Triticum_turgidum|TRITD_1Bv1G176960, Triticum_turgidum|TRITD_1Av1G188080	Hordeum_vulgare|LOC123443671
OG0000743	Triticum_turgidum|TRITD_1Bv1G176970	Hordeum_vulgare|LOC123413393, Hordeum_vulgare|LOC123413402, Hordeum_vulgare|LOC123443667
OG0000744	Triticum_turgidum|TRITD_1Bv1G015500	Hordeum_vulgare|LOC123425291
OG0000744	Triticum_turgidum|TRITD_2Av1G003670	Hordeum_vulgare|LOC123429080, Hordeum_vulgare|LOC123429082, Hordeum_vulgare|LOC123429084, Hordeum_vulgare|LOC123429087, Hordeum_vulgare|LOC123429089, Hordeum_vulgare|LOC123429091, Hordeum_vulgare|LOC123429093, Hordeum_vulgare|LOC123429095, Hordeum_vulgare|LOC123424836
OG0000745	Triticum_turgidum|TRITD_1Av1G179830	Hordeum_vulgare|LOC123395478, Hordeum_vulgare|LOC123453157, Hordeum_vulgare|LOC123396638, Hordeum_vulgare|LOC123395255
OG0000747	Triticum_turgidum|TRITD_3Av1G071860, Triticum_turgidum|TRITD_3Bv1G079450	Hordeum_vulgare|LOC123443308
OG0000747	Triticum_turgidum|TRITD_2Av1G043500, Triticum_turgidum|TRITD_2Bv1G057340	Hordeum_vulgare|LOC123425095
OG0000748	Triticum_turgidum|TRITD_1Bv1G047380, Triticum_turgidum|TRITD_1Bv1G047230, Triticum_turgidum|TRITD_1Bv1G047020	Hordeum_vulgare|LOC123407451, Hordeum_vulgare|LOC123396937, Hordeum_vulgare|LOC123407461
OG0000749	Triticum_turgidum|TRITD_1Bv1G152980, Triticum_turgidum|TRITD_1Av1G167110	Hordeum_vulgare|LOC123443009
OG0000749	Triticum_turgidum|TRITD_3Av1G235540, Triticum_turgidum|TRITD_3Bv1G225200	Hordeum_vulgare|LOC123445122, Hordeum_vulgare|LOC123445123
OG0000750	Triticum_turgidum|TRITD_3Av1G226190	Hordeum_vulgare|LOC123444899
OG0000750	Triticum_turgidum|TRITD_1Bv1G004750, Triticum_turgidum|TRITD_1Bv1G005010, Triticum_turgidum|TRITD_3Bv1G011670	Hordeum_vulgare|LOC123442567
OG0000751	Triticum_turgidum|TRITD_1Bv1G182840, Triticum_turgidum|TRITD_1Av1G192390, Triticum_turgidum|TRITD_1Bv1G181880, Triticum_turgidum|TRITD_5Bv1G218160, Triticum_turgidum|TRITD_5Av1G220470	Hordeum_vulgare|LOC123452740
OG0000751	Triticum_turgidum|TRITD_2Bv1G104510, Triticum_turgidum|TRITD_2Av1G124690	Hordeum_vulgare|LOC123426180
OG0000752	Triticum_turgidum|TRITD_3Bv1G020250, Triticum_turgidum|TRITD_3Av1G017150	Hordeum_vulgare|LOC123439312
OG0000752	Triticum_turgidum|TRITD_1Bv1G207380, Triticum_turgidum|TRITD_1Bv1G207370	Hordeum_vulgare|LOC123439314
OG0000753	Triticum_turgidum|TRITD_3Av1G048620, Triticum_turgidum|TRITD_3Bv1G059540	Hordeum_vulgare|LOC123443119
OG0000753	Triticum_turgidum|TRITD_3Av1G182280, Triticum_turgidum|TRITD_3Bv1G161750	Hordeum_vulgare|LOC123444386
OG0000753	Triticum_turgidum|TRITD_1Bv1G066120	Hordeum_vulgare|LOC123427343
OG0000754	Triticum_turgidum|TRITD_4Av1G206050, Triticum_turgidum|TRITD_5Bv1G252500	Hordeum_vulgare|LOC123399700
OG0000754	Triticum_turgidum|TRITD_5Bv1G252510	Hordeum_vulgare|LOC123399699, Hordeum_vulgare|LOC123399697, Hordeum_vulgare|LOC123399701
OG0000756	Triticum_turgidum|TRITD_2Bv1G012750, Triticum_turgidum|TRITD_2Av1G009360	Hordeum_vulgare|LOC123424934
OG0000757	Triticum_turgidum|TRITD_2Av1G004110	Hordeum_vulgare|LOC123429057
OG0000757	Triticum_turgidum|TRITD_2Bv1G004960, Triticum_turgidum|TRITD_2Av1G004020, Triticum_turgidum|TRITD_2Bv1G004940	Hordeum_vulgare|LOC123431517
OG0000759	Triticum_turgidum|TRITD_2Bv1G052170	Hordeum_vulgare|LOC123425468
OG0000759	Triticum_turgidum|TRITD_2Bv1G052220	Hordeum_vulgare|LOC123424996
OG0000760	Triticum_turgidum|TRITD_2Av1G038380	Hordeum_vulgare|LOC123424982
OG0000760	Triticum_turgidum|TRITD_2Bv1G052110, Triticum_turgidum|TRITD_2Av1G038530, Triticum_turgidum|TRITD_2Av1G038440	Hordeum_vulgare|LOC123424990, Hordeum_vulgare|LOC123424988
OG0000761	Triticum_turgidum|TRITD_5Av1G191590	Hordeum_vulgare|LOC123451889
OG0000761	Triticum_turgidum|TRITD_2Bv1G009530, Triticum_turgidum|TRITD_2Av1G007780, Triticum_turgidum|TRITD_5Bv1G183750	Hordeum_vulgare|LOC123429428
OG0000763	Triticum_turgidum|TRITD_5Bv1G171710	Hordeum_vulgare|LOC123400067
OG0000763	Triticum_turgidum|TRITD_7Av1G242530	Hordeum_vulgare|LOC123400067
OG0000763	Triticum_turgidum|TRITD_7Av1G242550	Hordeum_vulgare|LOC123400067
OG0000763	Triticum_turgidum|TRITD_7Bv1G191400	Hordeum_vulgare|LOC123400067
OG0000763	Triticum_turgidum|TRITD_5Bv1G171710	Hordeum_vulgare|LOC123452524
OG0000763	Triticum_turgidum|TRITD_7Av1G242530	Hordeum_vulgare|LOC123452524
OG0000763	Triticum_turgidum|TRITD_7Av1G242550	Hordeum_vulgare|LOC123452524
OG0000763	Triticum_turgidum|TRITD_7Bv1G191400	Hordeum_vulgare|LOC123452524
OG0000764	Triticum_turgidum|TRITD_2Bv1G238070, Triticum_turgidum|TRITD_2Av1G274320, Triticum_turgidum|TRITD_2Av1G274240, Triticum_turgidum|TRITD_2Bv1G238060	Hordeum_vulgare|LOC123428128, Hordeum_vulgare|LOC123428129
OG0000765	Triticum_turgidum|TRITD_3Av1G283280, Triticum_turgidum|TRITD_3Bv1G279260, Triticum_turgidum|TRITD_3Bv1G279070, Triticum_turgidum|TRITD_3Bv1G279200	Hordeum_vulgare|LOC123441166, Hordeum_vulgare|LOC123441167, Hordeum_vulgare|LOC123441168
OG0000765	Triticum_turgidum|TRITD_3Bv1G279550, Triticum_turgidum|TRITD_3Av1G283500, Triticum_turgidum|TRITD_3Bv1G279350, Triticum_turgidum|TRITD_3Av1G283290, Triticum_turgidum|TRITD_2Bv1G251410	Hordeum_vulgare|LOC123445696
OG0000766	Triticum_turgidum|TRITD_2Bv1G042500	Hordeum_vulgare|LOC123429500
OG0000766	Triticum_turgidum|TRITD_2Bv1G042610, Triticum_turgidum|TRITD_2Bv1G042490, Triticum_turgidum|TRITD_2Bv1G042690, Triticum_turgidum|TRITD_2Bv1G042480	Hordeum_vulgare|LOC123429501
OG0000767	Triticum_turgidum|TRITD_2Bv1G034790, Triticum_turgidum|TRITD_2Av1G026820	Hordeum_vulgare|LOC123424685
OG0000767	Triticum_turgidum|TRITD_2Av1G026660, Triticum_turgidum|TRITD_2Av1G026620, Triticum_turgidum|TRITD_2Bv1G034660	Hordeum_vulgare|LOC123429432, Hordeum_vulgare|LOC123429434
OG0000768	Triticum_turgidum|TRITD_4Av1G037870, Triticum_turgidum|TRITD_4Av1G039890, Triticum_turgidum|TRITD_6Bv1G058870	Hordeum_vulgare|LOC123427839, Hordeum_vulgare|LOC123405522, Hordeum_vulgare|LOC123408566
OG0000769	Triticum_turgidum|TRITD_3Bv1G262890, Triticum_turgidum|TRITD_3Bv1G263530, Triticum_turgidum|TRITD_3Av1G269120, Triticum_turgidum|TRITD_3Bv1G263440, Triticum_turgidum|TRITD_3Bv1G263560	Hordeum_vulgare|LOC123440949, Hordeum_vulgare|LOC123421061
OG0000769	Triticum_turgidum|TRITD_4Av1G051430, Triticum_turgidum|TRITD_4Av1G051470, Triticum_turgidum|TRITD_4Bv1G125950	Hordeum_vulgare|LOC123448926
OG0000770	Triticum_turgidum|TRITD_3Bv1G021900, Triticum_turgidum|TRITD_3Av1G018300, Triticum_turgidum|TRITD_3Av1G018290, Triticum_turgidum|TRITD_3Bv1G021870, Triticum_turgidum|TRITD_3Bv1G022950, Triticum_turgidum|TRITD_3Av1G018260, Triticum_turgidum|TRITD_3Bv1G021850, Triticum_turgidum|TRITD_3Av1G019030	Hordeum_vulgare|LOC123439333
OG0000771	Triticum_turgidum|TRITD_3Bv1G269930, Triticum_turgidum|TRITD_3Av1G275130, Triticum_turgidum|TRITD_3Av1G275150, Triticum_turgidum|TRITD_3Bv1G269870, Triticum_turgidum|TRITD_3Av1G275100, Triticum_turgidum|TRITD_3Bv1G271190	Hordeum_vulgare|LOC123445590
OG0000773	Triticum_turgidum|TRITD_6Av1G158510	Hordeum_vulgare|LOC123402839
OG0000774	Triticum_turgidum|TRITD_3Av1G276950	Hordeum_vulgare|LOC123441054
