Orthogroup	Triticum_turgidum	Aegilops_tauschii
OG0000144	Triticum_turgidum|TRITD_4Bv1G154050	Aegilops_tauschii|LOC109764992
OG0000144	Triticum_turgidum|TRITD_5Bv1G218480	Aegilops_tauschii|LOC109781293
OG0000145	Triticum_turgidum|TRITD_4Bv1G070470	Aegilops_tauschii|LOC120969592
OG0000147	Triticum_turgidum|TRITD_5Bv1G109520	Aegilops_tauschii|LOC120965004
OG0000148	Triticum_turgidum|TRITD_1Bv1G162100	Aegilops_tauschii|LOC109732250
OG0000148	Triticum_turgidum|TRITD_3Bv1G203520	Aegilops_tauschii|LOC109733475
OG0000148	Triticum_turgidum|TRITD_3Bv1G203380	Aegilops_tauschii|LOC109773822
OG0000148	Triticum_turgidum|TRITD_2Bv1G085820	Aegilops_tauschii|LOC109780530
OG0000148	Triticum_turgidum|TRITD_7Bv1G040570	Aegilops_tauschii|LOC109737451, Aegilops_tauschii|LOC109787120
OG0000149	Triticum_turgidum|TRITD_3Av1G017480, Triticum_turgidum|TRITD_3Bv1G021200, Triticum_turgidum|TRITD_3Av1G017550, Triticum_turgidum|TRITD_3Bv1G021210	Aegilops_tauschii|LOC120975509
OG0000149	Triticum_turgidum|TRITD_1Bv1G162080, Triticum_turgidum|TRITD_1Av1G176000	Aegilops_tauschii|LOC109732252
OG0000150	Triticum_turgidum|TRITD_6Av1G015850, Triticum_turgidum|TRITD_6Bv1G022580, Triticum_turgidum|TRITD_6Bv1G022590	Aegilops_tauschii|LOC109765288
OG0000150	Triticum_turgidum|TRITD_6Bv1G022610, Triticum_turgidum|TRITD_6Av1G015950, Triticum_turgidum|TRITD_6Av1G016000, Triticum_turgidum|TRITD_6Bv1G022720, Triticum_turgidum|TRITD_6Bv1G022690	Aegilops_tauschii|LOC109765294
OG0000150	Triticum_turgidum|TRITD_6Bv1G022730, Triticum_turgidum|TRITD_6Bv1G022910	Aegilops_tauschii|LOC109765296
OG0000150	Triticum_turgidum|TRITD_6Bv1G023650	Aegilops_tauschii|LOC109765297
OG0000151	Triticum_turgidum|TRITD_7Av1G264870, Triticum_turgidum|TRITD_7Av1G264880	Aegilops_tauschii|LOC109777162
OG0000151	Triticum_turgidum|TRITD_7Bv1G216030, Triticum_turgidum|TRITD_7Bv1G216060	Aegilops_tauschii|LOC109751928
OG0000151	Triticum_turgidum|TRITD_7Bv1G216530	Aegilops_tauschii|LOC109784810
OG0000152	Triticum_turgidum|TRITD_3Bv1G252770	Aegilops_tauschii|LOC109770660
OG0000152	Triticum_turgidum|TRITD_3Bv1G252730	Aegilops_tauschii|LOC109770656
OG0000152	Triticum_turgidum|TRITD_6Av1G014110	Aegilops_tauschii|LOC109737530
OG0000152	Triticum_turgidum|TRITD_6Bv1G020300, Triticum_turgidum|TRITD_6Av1G014100	Aegilops_tauschii|LOC109737532
OG0000152	Triticum_turgidum|TRITD_6Av1G018870, Triticum_turgidum|TRITD_6Bv1G017150	Aegilops_tauschii|LOC109747307
OG0000152	Triticum_turgidum|TRITD_6Bv1G020020	Aegilops_tauschii|LOC109775027
OG0000152	Triticum_turgidum|TRITD_6Av1G014040, Triticum_turgidum|TRITD_6Bv1G020140	Aegilops_tauschii|LOC109785344
OG0000153	Triticum_turgidum|TRITD_2Bv1G157530	Aegilops_tauschii|LOC120972647
OG0000155	Triticum_turgidum|TRITD_6Av1G009240	Aegilops_tauschii|LOC120974274
OG0000156	Triticum_turgidum|TRITD_2Bv1G004920	Aegilops_tauschii|LOC109785319
OG0000156	Triticum_turgidum|TRITD_5Bv1G005370	Aegilops_tauschii|LOC109759346
OG0000156	Triticum_turgidum|TRITD_2Av1G273070, Triticum_turgidum|TRITD_2Bv1G236320	Aegilops_tauschii|LOC109754640
OG0000156	Triticum_turgidum|TRITD_2Av1G220010	Aegilops_tauschii|LOC109742175
OG0000157	Triticum_turgidum|TRITD_6Bv1G215700	Aegilops_tauschii|LOC109731465
OG0000157	Triticum_turgidum|TRITD_5Bv1G239860, Triticum_turgidum|TRITD_5Bv1G217170, Triticum_turgidum|TRITD_4Bv1G201410, Triticum_turgidum|TRITD_3Av1G055050, Triticum_turgidum|TRITD_3Bv1G259840	Aegilops_tauschii|LOC120969382
OG0000158	Triticum_turgidum|TRITD_1Av1G020240, Triticum_turgidum|TRITD_1Av1G199750, Triticum_turgidum|TRITD_4Av1G162570	Aegilops_tauschii|LOC109751385, Aegilops_tauschii|LOC120961915
OG0000158	Triticum_turgidum|TRITD_3Bv1G278340	Aegilops_tauschii|LOC109749052, Aegilops_tauschii|LOC109759164, Aegilops_tauschii|LOC120963578, Aegilops_tauschii|LOC109779341
OG0000158	Triticum_turgidum|TRITD_6Bv1G110790, Triticum_turgidum|TRITD_3Bv1G253260	Aegilops_tauschii|LOC109768287, Aegilops_tauschii|LOC120970635, Aegilops_tauschii|LOC109772959, Aegilops_tauschii|LOC109746343
OG0000159	Triticum_turgidum|TRITD_3Av1G252430	Aegilops_tauschii|LOC109758905
OG0000159	Triticum_turgidum|TRITD_3Bv1G245550	Aegilops_tauschii|LOC109758900, Aegilops_tauschii|LOC109758901, Aegilops_tauschii|LOC109758902
OG0000160	Triticum_turgidum|TRITD_3Av1G039680	Aegilops_tauschii|LOC109777985
OG0000160	Triticum_turgidum|TRITD_7Av1G075930	Aegilops_tauschii|LOC109786989, Aegilops_tauschii|LOC109739302
OG0000160	Triticum_turgidum|TRITD_3Bv1G048420, Triticum_turgidum|TRITD_7Av1G075920, Triticum_turgidum|TRITD_7Av1G075970	Aegilops_tauschii|LOC120969341
OG0000160	Triticum_turgidum|TRITD_4Av1G031290	Aegilops_tauschii|LOC120963042
OG0000161	Triticum_turgidum|TRITD_7Av1G052790	Aegilops_tauschii|LOC120962331
OG0000161	Triticum_turgidum|TRITD_7Av1G052790	Aegilops_tauschii|LOC120966308
OG0000161	Triticum_turgidum|TRITD_7Av1G052790	Aegilops_tauschii|LOC120966685
OG0000161	Triticum_turgidum|TRITD_1Av1G013120	Aegilops_tauschii|LOC120976535
OG0000161	Triticum_turgidum|TRITD_2Bv1G011850, Triticum_turgidum|TRITD_2Bv1G203940	Aegilops_tauschii|LOC120966305
OG0000162	Triticum_turgidum|TRITD_1Bv1G205310	Aegilops_tauschii|LOC109787401
OG0000163	Triticum_turgidum|TRITD_2Av1G294310	Aegilops_tauschii|LOC109774626
OG0000163	Triticum_turgidum|TRITD_1Bv1G001280	Aegilops_tauschii|LOC109750474
OG0000163	Triticum_turgidum|TRITD_1Av1G002040	Aegilops_tauschii|LOC109750462
OG0000164	Triticum_turgidum|TRITD_1Bv1G204240, Triticum_turgidum|TRITD_1Av1G217280, Triticum_turgidum|TRITD_1Av1G217260	Aegilops_tauschii|LOC109761596
OG0000166	Triticum_turgidum|TRITD_5Av1G211910, Triticum_turgidum|TRITD_5Bv1G207960	Aegilops_tauschii|LOC109759407
OG0000166	Triticum_turgidum|TRITD_1Bv1G176070	Aegilops_tauschii|LOC109768970, Aegilops_tauschii|LOC109783727
OG0000166	Triticum_turgidum|TRITD_5Av1G216470, Triticum_turgidum|TRITD_5Bv1G213470	Aegilops_tauschii|LOC109779606
OG0000166	Triticum_turgidum|TRITD_5Bv1G212810	Aegilops_tauschii|LOC109760865
OG0000168	Triticum_turgidum|TRITD_1Av1G053280, Triticum_turgidum|TRITD_3Bv1G052160, Triticum_turgidum|TRITD_5Av1G241750	Aegilops_tauschii|LOC120973375, Aegilops_tauschii|LOC120962549, Aegilops_tauschii|LOC109779027, Aegilops_tauschii|LOC109777685, Aegilops_tauschii|LOC120964782, Aegilops_tauschii|LOC109767742, Aegilops_tauschii|LOC120966107, Aegilops_tauschii|LOC109753413, Aegilops_tauschii|LOC120966883, Aegilops_tauschii|LOC109734503, Aegilops_tauschii|LOC109741446, Aegilops_tauschii|LOC109754543, Aegilops_tauschii|LOC120964960, Aegilops_tauschii|LOC120966261, Aegilops_tauschii|LOC120967935, Aegilops_tauschii|LOC120968630, Aegilops_tauschii|LOC120964708, Aegilops_tauschii|LOC120968628, Aegilops_tauschii|LOC120968993, Aegilops_tauschii|LOC120975920, Aegilops_tauschii|LOC109763142, Aegilops_tauschii|LOC109742595, Aegilops_tauschii|LOC109753372
OG0000169	Triticum_turgidum|TRITD_4Av1G218740	Aegilops_tauschii|LOC109745751
OG0000169	Triticum_turgidum|TRITD_4Av1G212780	Aegilops_tauschii|LOC109746941, Aegilops_tauschii|LOC109785004
OG0000169	Triticum_turgidum|TRITD_2Av1G289000, Triticum_turgidum|TRITD_2Bv1G257970	Aegilops_tauschii|LOC109764063
OG0000170	Triticum_turgidum|TRITD_7Av1G204170	Aegilops_tauschii|LOC109752722
OG0000170	Triticum_turgidum|TRITD_3Av1G046550	Aegilops_tauschii|LOC109739163
OG0000171	Triticum_turgidum|TRITD_1Av1G090030, Triticum_turgidum|TRITD_1Bv1G093990	Aegilops_tauschii|LOC120974971
OG0000172	Triticum_turgidum|TRITD_3Av1G044110	Aegilops_tauschii|LOC109778298
OG0000172	Triticum_turgidum|TRITD_3Bv1G052490	Aegilops_tauschii|LOC109734838
OG0000172	Triticum_turgidum|TRITD_3Bv1G052050	Aegilops_tauschii|LOC109786742, Aegilops_tauschii|LOC109757042
OG0000172	Triticum_turgidum|TRITD_1Av1G009210	Aegilops_tauschii|LOC109787334
OG0000172	Triticum_turgidum|TRITD_2Bv1G233770	Aegilops_tauschii|LOC109783383
OG0000172	Triticum_turgidum|TRITD_2Av1G286450	Aegilops_tauschii|LOC109736165
OG0000173	Triticum_turgidum|TRITD_3Bv1G263270, Triticum_turgidum|TRITD_3Bv1G263320	Aegilops_tauschii|LOC109740743
OG0000173	Triticum_turgidum|TRITD_6Av1G014940	Aegilops_tauschii|LOC109732013
OG0000173	Triticum_turgidum|TRITD_3Av1G268500, Triticum_turgidum|TRITD_3Av1G268580	Aegilops_tauschii|LOC109740742
OG0000173	Triticum_turgidum|TRITD_3Av1G268560	Aegilops_tauschii|LOC109746988
OG0000173	Triticum_turgidum|TRITD_3Av1G268570, Triticum_turgidum|TRITD_3Av1G268530	Aegilops_tauschii|LOC109740744
OG0000173	Triticum_turgidum|TRITD_3Av1G268470	Aegilops_tauschii|LOC109740746, Aegilops_tauschii|LOC109740751, Aegilops_tauschii|LOC109746987, Aegilops_tauschii|LOC109740749
OG0000174	Triticum_turgidum|TRITD_7Bv1G210500	Aegilops_tauschii|LOC109744705
OG0000174	Triticum_turgidum|TRITD_6Av1G046240, Triticum_turgidum|TRITD_7Av1G163090, Triticum_turgidum|TRITD_6Bv1G002710, Triticum_turgidum|TRITD_1Bv1G219780, Triticum_turgidum|TRITD_2Bv1G034070	Aegilops_tauschii|LOC109742233
OG0000174	Triticum_turgidum|TRITD_5Av1G213450	Aegilops_tauschii|LOC120965310, Aegilops_tauschii|LOC120970844, Aegilops_tauschii|LOC109761323, Aegilops_tauschii|LOC120973407, Aegilops_tauschii|LOC120968599
OG0000174	Triticum_turgidum|TRITD_2Bv1G249460, Triticum_turgidum|TRITD_1Av1G209010	Aegilops_tauschii|LOC109764922, Aegilops_tauschii|LOC109768751
OG0000174	Triticum_turgidum|TRITD_1Av1G215770, Triticum_turgidum|TRITD_7Av1G218900	Aegilops_tauschii|LOC120964982, Aegilops_tauschii|LOC109785987, Aegilops_tauschii|LOC109779425, Aegilops_tauschii|LOC109762464, Aegilops_tauschii|LOC109761379, Aegilops_tauschii|LOC109743269
OG0000174	Triticum_turgidum|TRITD_1Bv1G127450, Triticum_turgidum|TRITD_1Bv1G125340, Triticum_turgidum|TRITD_5Bv1G043990, Triticum_turgidum|TRITD_6Bv1G228030	Aegilops_tauschii|LOC109760678
OG0000175	Triticum_turgidum|TRITD_5Av1G219300	Aegilops_tauschii|LOC109786833
OG0000175	Triticum_turgidum|TRITD_5Bv1G217000, Triticum_turgidum|TRITD_5Bv1G217080, Triticum_turgidum|TRITD_5Bv1G217150, Triticum_turgidum|TRITD_5Bv1G217110, Triticum_turgidum|TRITD_5Bv1G217140, Triticum_turgidum|TRITD_5Bv1G217120, Triticum_turgidum|TRITD_5Bv1G217130, Triticum_turgidum|TRITD_5Bv1G217100	Aegilops_tauschii|LOC109772548
OG0000175	Triticum_turgidum|TRITD_5Bv1G216900, Triticum_turgidum|TRITD_5Av1G219320	Aegilops_tauschii|LOC109772543
OG0000176	Triticum_turgidum|TRITD_5Av1G106570	Aegilops_tauschii|LOC109748709, Aegilops_tauschii|LOC109731766, Aegilops_tauschii|LOC109786159, Aegilops_tauschii|LOC109750988
OG0000177	Triticum_turgidum|TRITD_6Bv1G009160	Aegilops_tauschii|LOC109735398
OG0000177	Triticum_turgidum|TRITD_1Av1G014870	Aegilops_tauschii|LOC109760841
OG0000177	Triticum_turgidum|TRITD_1Bv1G018720, Triticum_turgidum|TRITD_1Bv1G018750, Triticum_turgidum|TRITD_1Bv1G018820	Aegilops_tauschii|LOC109735646, Aegilops_tauschii|LOC109735645
OG0000177	Triticum_turgidum|TRITD_1Av1G014850	Aegilops_tauschii|LOC109760839
OG0000177	Triticum_turgidum|TRITD_1Av1G014840	Aegilops_tauschii|LOC109749665
OG0000178	Triticum_turgidum|TRITD_2Bv1G230110	Aegilops_tauschii|LOC109748110
OG0000178	Triticum_turgidum|TRITD_2Av1G280500	Aegilops_tauschii|LOC109771608
OG0000178	Triticum_turgidum|TRITD_2Bv1G230140	Aegilops_tauschii|LOC109744940
OG0000178	Triticum_turgidum|TRITD_2Bv1G245870, Triticum_turgidum|TRITD_2Bv1G245850	Aegilops_tauschii|LOC109771596
OG0000179	Triticum_turgidum|TRITD_2Bv1G025720	Aegilops_tauschii|LOC109746311, Aegilops_tauschii|LOC109746301
OG0000179	Triticum_turgidum|TRITD_4Bv1G125280	Aegilops_tauschii|LOC109758469
OG0000179	Triticum_turgidum|TRITD_4Bv1G125280	Aegilops_tauschii|LOC109783821
OG0000179	Triticum_turgidum|TRITD_4Bv1G125280	Aegilops_tauschii|LOC109759403
OG0000179	Triticum_turgidum|TRITD_4Bv1G125280	Aegilops_tauschii|LOC109759116
OG0000180	Triticum_turgidum|TRITD_3Bv1G254840, Triticum_turgidum|TRITD_3Av1G260400, Triticum_turgidum|TRITD_3Av1G260410, Triticum_turgidum|TRITD_3Bv1G254850	Aegilops_tauschii|LOC109776694, Aegilops_tauschii|LOC109772749, Aegilops_tauschii|LOC120970535
OG0000180	Triticum_turgidum|TRITD_7Av1G040440	Aegilops_tauschii|LOC109752606
OG0000181	Triticum_turgidum|TRITD_3Av1G011080	Aegilops_tauschii|LOC120962723
OG0000181	Triticum_turgidum|TRITD_4Av1G054530	Aegilops_tauschii|LOC120962930
OG0000182	Triticum_turgidum|TRITD_2Bv1G233150	Aegilops_tauschii|LOC109750061
OG0000182	Triticum_turgidum|TRITD_3Bv1G019850, Triticum_turgidum|TRITD_3Av1G016730, Triticum_turgidum|TRITD_3Bv1G019810, Triticum_turgidum|TRITD_3Av1G016720	Aegilops_tauschii|LOC109771603
OG0000182	Triticum_turgidum|TRITD_2Bv1G246580, Triticum_turgidum|TRITD_6Bv1G000370, Triticum_turgidum|TRITD_5Av1G231760, Triticum_turgidum|TRITD_4Av1G205520	Aegilops_tauschii|LOC109747433
OG0000182	Triticum_turgidum|TRITD_3Bv1G019800	Aegilops_tauschii|LOC109738584
OG0000183	Triticum_turgidum|TRITD_6Bv1G095390, Triticum_turgidum|TRITD_1Bv1G221610, Triticum_turgidum|TRITD_2Bv1G203930	Aegilops_tauschii|LOC120976533
OG0000183	Triticum_turgidum|TRITD_4Av1G180210, Triticum_turgidum|TRITD_5Av1G087910, Triticum_turgidum|TRITD_2Bv1G129900, Triticum_turgidum|TRITD_3Bv1G245270, Triticum_turgidum|TRITD_4Av1G032490, Triticum_turgidum|TRITD_7Bv1G017530	Aegilops_tauschii|LOC120976940
OG0000183	Triticum_turgidum|TRITD_2Bv1G044690, Triticum_turgidum|TRITD_3Bv1G220830	Aegilops_tauschii|LOC109743002
OG0000184	Triticum_turgidum|TRITD_3Bv1G005860	Aegilops_tauschii|LOC109756752
OG0000184	Triticum_turgidum|TRITD_6Bv1G012940	Aegilops_tauschii|LOC109736151
OG0000184	Triticum_turgidum|TRITD_6Bv1G013030	Aegilops_tauschii|LOC109773302
OG0000184	Triticum_turgidum|TRITD_5Bv1G251690	Aegilops_tauschii|LOC109777778
OG0000185	Triticum_turgidum|TRITD_5Bv1G247610	Aegilops_tauschii|LOC109775376
OG0000185	Triticum_turgidum|TRITD_7Bv1G147380	Aegilops_tauschii|LOC109748841
OG0000185	Triticum_turgidum|TRITD_7Bv1G147270	Aegilops_tauschii|LOC109776594
OG0000185	Triticum_turgidum|TRITD_2Bv1G264520, Triticum_turgidum|TRITD_2Bv1G265580	Aegilops_tauschii|LOC109756648
OG0000186	Triticum_turgidum|TRITD_2Bv1G243610, Triticum_turgidum|TRITD_2Av1G278740	Aegilops_tauschii|LOC109745534
OG0000186	Triticum_turgidum|TRITD_2Av1G278760	Aegilops_tauschii|LOC120974254
OG0000186	Triticum_turgidum|TRITD_7Bv1G015570	Aegilops_tauschii|LOC109770827
OG0000186	Triticum_turgidum|TRITD_7Av1G278560	Aegilops_tauschii|LOC109746067, Aegilops_tauschii|LOC109760314
OG0000186	Triticum_turgidum|TRITD_7Av1G278540	Aegilops_tauschii|LOC109746066, Aegilops_tauschii|LOC109760295, Aegilops_tauschii|LOC109760304
OG0000187	Triticum_turgidum|TRITD_5Av1G199150	Aegilops_tauschii|LOC120963551, Aegilops_tauschii|LOC120967186, Aegilops_tauschii|LOC109765798, Aegilops_tauschii|LOC120973370
OG0000187	Triticum_turgidum|TRITD_1Av1G228800	Aegilops_tauschii|LOC109759284, Aegilops_tauschii|LOC109738600
OG0000188	Triticum_turgidum|TRITD_7Av1G012600	Aegilops_tauschii|LOC109763391
OG0000188	Triticum_turgidum|TRITD_4Av1G249330, Triticum_turgidum|TRITD_7Av1G013480	Aegilops_tauschii|LOC109753676
OG0000188	Triticum_turgidum|TRITD_1Bv1G178410	Aegilops_tauschii|LOC109783848
OG0000188	Triticum_turgidum|TRITD_1Bv1G178390, Triticum_turgidum|TRITD_1Av1G189730	Aegilops_tauschii|LOC109780705
OG0000188	Triticum_turgidum|TRITD_4Av1G250460, Triticum_turgidum|TRITD_7Av1G012460	Aegilops_tauschii|LOC109761327
OG0000190	Triticum_turgidum|TRITD_7Av1G274450	Aegilops_tauschii|LOC109739459, Aegilops_tauschii|LOC120974550, Aegilops_tauschii|LOC120968050, Aegilops_tauschii|LOC120973338
OG0000190	Triticum_turgidum|TRITD_1Av1G057260	Aegilops_tauschii|LOC120975614, Aegilops_tauschii|LOC109739460
OG0000191	Triticum_turgidum|TRITD_6Bv1G037860	Aegilops_tauschii|LOC109739070
OG0000192	Triticum_turgidum|TRITD_5Av1G088300	Aegilops_tauschii|LOC109786279
OG0000192	Triticum_turgidum|TRITD_7Bv1G082480	Aegilops_tauschii|LOC109768476, Aegilops_tauschii|LOC120976354, Aegilops_tauschii|LOC120965478
OG0000192	Triticum_turgidum|TRITD_7Av1G250410, Triticum_turgidum|TRITD_5Bv1G175160, Triticum_turgidum|TRITD_7Bv1G023150, Triticum_turgidum|TRITD_5Bv1G043810, Triticum_turgidum|TRITD_1Bv1G220380, Triticum_turgidum|TRITD_6Bv1G137400	Aegilops_tauschii|LOC120966041
OG0000192	Triticum_turgidum|TRITD_6Bv1G186340	Aegilops_tauschii|LOC120962928
OG0000193	Triticum_turgidum|TRITD_7Bv1G188630	Aegilops_tauschii|LOC109740043
OG0000193	Triticum_turgidum|TRITD_3Bv1G044350	Aegilops_tauschii|LOC109775290
OG0000193	Triticum_turgidum|TRITD_3Bv1G044290	Aegilops_tauschii|LOC109775571, Aegilops_tauschii|LOC109775592, Aegilops_tauschii|LOC109785076
OG0000194	Triticum_turgidum|TRITD_6Bv1G220210	Aegilops_tauschii|LOC109779889
OG0000194	Triticum_turgidum|TRITD_3Av1G002940, Triticum_turgidum|TRITD_3Bv1G002390, Triticum_turgidum|TRITD_3Av1G002900, Triticum_turgidum|TRITD_3Bv1G002380	Aegilops_tauschii|LOC109770339
OG0000194	Triticum_turgidum|TRITD_3Bv1G002280, Triticum_turgidum|TRITD_3Bv1G002320, Triticum_turgidum|TRITD_3Av1G002930, Triticum_turgidum|TRITD_3Bv1G002300	Aegilops_tauschii|LOC109770330
OG0000194	Triticum_turgidum|TRITD_7Av1G265020	Aegilops_tauschii|LOC109751934
OG0000194	Triticum_turgidum|TRITD_7Bv1G216220	Aegilops_tauschii|LOC120969172
OG0000195	Triticum_turgidum|TRITD_3Bv1G225340	Aegilops_tauschii|LOC109737348
OG0000195	Triticum_turgidum|TRITD_2Av1G245140	Aegilops_tauschii|LOC109736312
OG0000195	Triticum_turgidum|TRITD_2Bv1G230610	Aegilops_tauschii|LOC120974209
OG0000195	Triticum_turgidum|TRITD_2Bv1G227060	Aegilops_tauschii|LOC120974207
OG0000196	Triticum_turgidum|TRITD_5Bv1G116580, Triticum_turgidum|TRITD_5Bv1G115370	Aegilops_tauschii|LOC109770131
OG0000196	Triticum_turgidum|TRITD_5Av1G165320	Aegilops_tauschii|LOC109764196
OG0000197	Triticum_turgidum|TRITD_7Bv1G000140	Aegilops_tauschii|LOC109769860
OG0000197	Triticum_turgidum|TRITD_5Bv1G242860	Aegilops_tauschii|LOC109782726
OG0000197	Triticum_turgidum|TRITD_4Av1G216940	Aegilops_tauschii|LOC109732870, Aegilops_tauschii|LOC109732872
OG0000197	Triticum_turgidum|TRITD_4Av1G217320	Aegilops_tauschii|LOC109745395
OG0000197	Triticum_turgidum|TRITD_4Av1G217280	Aegilops_tauschii|LOC109745389
OG0000197	Triticum_turgidum|TRITD_7Bv1G000120	Aegilops_tauschii|LOC109769858
OG0000197	Triticum_turgidum|TRITD_5Bv1G190550, Triticum_turgidum|TRITD_5Av1G197430	Aegilops_tauschii|LOC109779164
OG0000198	Triticum_turgidum|TRITD_6Av1G119300	Aegilops_tauschii|LOC120962351, Aegilops_tauschii|LOC120969590
OG0000198	Triticum_turgidum|TRITD_4Av1G180180	Aegilops_tauschii|LOC120969659
OG0000199	Triticum_turgidum|TRITD_1Av1G102690	Aegilops_tauschii|LOC120969019
OG0000199	Triticum_turgidum|TRITD_5Bv1G170820	Aegilops_tauschii|LOC109772346
OG0000200	Triticum_turgidum|TRITD_3Bv1G023610	Aegilops_tauschii|LOC120975643, Aegilops_tauschii|LOC120963264
OG0000200	Triticum_turgidum|TRITD_6Av1G087730	Aegilops_tauschii|LOC109732513, Aegilops_tauschii|LOC120963583, Aegilops_tauschii|LOC109776146, Aegilops_tauschii|LOC109734561, Aegilops_tauschii|LOC120963529
OG0000202	Triticum_turgidum|TRITD_7Bv1G201440, Triticum_turgidum|TRITD_7Bv1G186760	Aegilops_tauschii|LOC109771671
OG0000202	Triticum_turgidum|TRITD_1Av1G035040	Aegilops_tauschii|LOC109768733
OG0000203	Triticum_turgidum|TRITD_3Bv1G152200	Aegilops_tauschii|LOC109767011
OG0000203	Triticum_turgidum|TRITD_2Av1G002310, Triticum_turgidum|TRITD_2Bv1G002860	Aegilops_tauschii|LOC109733830
OG0000203	Triticum_turgidum|TRITD_2Bv1G002840	Aegilops_tauschii|LOC109733829
OG0000203	Triticum_turgidum|TRITD_3Bv1G152280	Aegilops_tauschii|LOC109744385
OG0000203	Triticum_turgidum|TRITD_3Bv1G152450	Aegilops_tauschii|LOC109755049
OG0000204	Triticum_turgidum|TRITD_7Bv1G159680, Triticum_turgidum|TRITD_7Bv1G159690	Aegilops_tauschii|LOC109733584
OG0000204	Triticum_turgidum|TRITD_3Av1G284500, Triticum_turgidum|TRITD_4Bv1G006720, Triticum_turgidum|TRITD_4Bv1G006730	Aegilops_tauschii|LOC109784611
OG0000204	Triticum_turgidum|TRITD_2Bv1G258260, Triticum_turgidum|TRITD_2Av1G289180	Aegilops_tauschii|LOC109763333
OG0000204	Triticum_turgidum|TRITD_5Av1G002570	Aegilops_tauschii|LOC109751862
OG0000204	Triticum_turgidum|TRITD_5Bv1G248080	Aegilops_tauschii|LOC109769334
OG0000206	Triticum_turgidum|TRITD_5Av1G223310, Triticum_turgidum|TRITD_5Bv1G222920	Aegilops_tauschii|LOC109763173
OG0000206	Triticum_turgidum|TRITD_5Av1G223550, Triticum_turgidum|TRITD_5Bv1G223040	Aegilops_tauschii|LOC109735958
OG0000206	Triticum_turgidum|TRITD_5Bv1G226720, Triticum_turgidum|TRITD_5Bv1G226700	Aegilops_tauschii|LOC109779151
OG0000206	Triticum_turgidum|TRITD_5Bv1G226760, Triticum_turgidum|TRITD_5Av1G227720	Aegilops_tauschii|LOC109742316
OG0000207	Triticum_turgidum|TRITD_5Bv1G222640	Aegilops_tauschii|LOC109763185
OG0000207	Triticum_turgidum|TRITD_5Bv1G222790, Triticum_turgidum|TRITD_5Av1G223190	Aegilops_tauschii|LOC109763192
OG0000207	Triticum_turgidum|TRITD_5Av1G223240, Triticum_turgidum|TRITD_5Bv1G222770	Aegilops_tauschii|LOC120965006
OG0000207	Triticum_turgidum|TRITD_5Av1G223270	Aegilops_tauschii|LOC109763184
OG0000207	Triticum_turgidum|TRITD_5Bv1G222730	Aegilops_tauschii|LOC109763181
OG0000207	Triticum_turgidum|TRITD_5Bv1G222720	Aegilops_tauschii|LOC120965005
OG0000208	Triticum_turgidum|TRITD_7Av1G069030	Aegilops_tauschii|LOC109784190
OG0000209	Triticum_turgidum|TRITD_7Av1G002100	Aegilops_tauschii|LOC109745810
OG0000209	Triticum_turgidum|TRITD_7Av1G001710	Aegilops_tauschii|LOC109745824
OG0000212	Triticum_turgidum|TRITD_2Bv1G048740	Aegilops_tauschii|LOC120970317, Aegilops_tauschii|LOC120966666
OG0000212	Triticum_turgidum|TRITD_1Bv1G142900, Triticum_turgidum|TRITD_3Av1G010340	Aegilops_tauschii|LOC109756472, Aegilops_tauschii|LOC109737895, Aegilops_tauschii|LOC109735018
OG0000213	Triticum_turgidum|TRITD_1Bv1G216130	Aegilops_tauschii|LOC109761980
OG0000213	Triticum_turgidum|TRITD_1Bv1G216160	Aegilops_tauschii|LOC109761962, Aegilops_tauschii|LOC109761975
OG0000213	Triticum_turgidum|TRITD_1Bv1G216000, Triticum_turgidum|TRITD_1Av1G208730	Aegilops_tauschii|LOC109761966
OG0000214	Triticum_turgidum|TRITD_2Av1G192710	Aegilops_tauschii|LOC109763691
OG0000214	Triticum_turgidum|TRITD_4Bv1G140320, Triticum_turgidum|TRITD_4Av1G028990	Aegilops_tauschii|LOC109733272
OG0000214	Triticum_turgidum|TRITD_4Av1G190450	Aegilops_tauschii|LOC109751606
OG0000214	Triticum_turgidum|TRITD_3Av1G001240, Triticum_turgidum|TRITD_3Bv1G005920	Aegilops_tauschii|LOC109777187
OG0000214	Triticum_turgidum|TRITD_3Bv1G274810	Aegilops_tauschii|LOC109775662
OG0000215	Triticum_turgidum|TRITD_3Av1G263720	Aegilops_tauschii|LOC109732366, Aegilops_tauschii|LOC109732360
OG0000216	Triticum_turgidum|TRITD_4Bv1G199780	Aegilops_tauschii|LOC109762629
OG0000216	Triticum_turgidum|TRITD_4Av1G247800	Aegilops_tauschii|LOC109783550
OG0000216	Triticum_turgidum|TRITD_4Bv1G199770	Aegilops_tauschii|LOC109762609
OG0000216	Triticum_turgidum|TRITD_5Av1G250230	Aegilops_tauschii|LOC109762610
OG0000217	Triticum_turgidum|TRITD_5Av1G168460, Triticum_turgidum|TRITD_5Bv1G160640	Aegilops_tauschii|LOC109769113
OG0000217	Triticum_turgidum|TRITD_5Bv1G160630	Aegilops_tauschii|LOC109769135
OG0000217	Triticum_turgidum|TRITD_5Bv1G160680	Aegilops_tauschii|LOC109769132
