Orthogroup	Triticum_turgidum	Aegilops_speltoides
OG0002839	Triticum_turgidum|TRITD_3Av1G017050, Triticum_turgidum|TRITD_3Bv1G020110	Aegilops_speltoides|GWHGBFXR011036.1
OG0002839	Triticum_turgidum|TRITD_1Bv1G013940	Aegilops_speltoides|GWHGBFXR000387.1
OG0002840	Triticum_turgidum|TRITD_1Av1G176700, Triticum_turgidum|TRITD_1Bv1G162950	Aegilops_speltoides|GWHGBFXR002805.1
OG0002840	Triticum_turgidum|TRITD_3Bv1G201500, Triticum_turgidum|TRITD_3Av1G216210	Aegilops_speltoides|GWHGBFXR014046.1
OG0002841	Triticum_turgidum|TRITD_2Bv1G007250, Triticum_turgidum|TRITD_2Bv1G007220, Triticum_turgidum|TRITD_2Av1G006140	Aegilops_speltoides|GWHGBFXR000030.1
OG0002842	Triticum_turgidum|TRITD_1Bv1G194200	Aegilops_speltoides|GWHGBFXR036528.1
OG0002842	Triticum_turgidum|TRITD_1Av1G202220	Aegilops_speltoides|GWHGBFXR003483.1
OG0002843	Triticum_turgidum|TRITD_1Bv1G060350, Triticum_turgidum|TRITD_1Av1G051430	Aegilops_speltoides|GWHGBFXR001187.1
OG0002843	Triticum_turgidum|TRITD_6Av1G019730, Triticum_turgidum|TRITD_6Bv1G029100	Aegilops_speltoides|GWHGBFXR026628.1
OG0002844	Triticum_turgidum|TRITD_1Av1G011820	Aegilops_speltoides|GWHGBFXR000418.1
OG0002844	Triticum_turgidum|TRITD_5Bv1G082170, Triticum_turgidum|TRITD_5Av1G102590	Aegilops_speltoides|GWHGBFXR021360.1
OG0002845	Triticum_turgidum|TRITD_1Bv1G130020	Aegilops_speltoides|GWHGBFXR002097.1
OG0002845	Triticum_turgidum|TRITD_1Av1G135930, Triticum_turgidum|TRITD_1Bv1G130050	Aegilops_speltoides|GWHGBFXR002099.1
OG0002846	Triticum_turgidum|TRITD_1Bv1G158710, Triticum_turgidum|TRITD_1Av1G173190	Aegilops_speltoides|GWHGBFXR002731.1
OG0002846	Triticum_turgidum|TRITD_2Av1G264160, Triticum_turgidum|TRITD_2Bv1G226740	Aegilops_speltoides|GWHGBFXR009258.1
OG0002847	Triticum_turgidum|TRITD_1Bv1G187630	Aegilops_speltoides|GWHGBFXR003334.1
OG0002847	Triticum_turgidum|TRITD_3Av1G181920	Aegilops_speltoides|GWHGBFXR013466.1
OG0002848	Triticum_turgidum|TRITD_1Bv1G124260	Aegilops_speltoides|GWHGBFXR001963.1
OG0002849	Triticum_turgidum|TRITD_1Bv1G224430, Triticum_turgidum|TRITD_2Av1G281290, Triticum_turgidum|TRITD_1Bv1G224510	Aegilops_speltoides|GWHGBFXR004280.1
OG0002849	Triticum_turgidum|TRITD_1Av1G226640	Aegilops_speltoides|GWHGBFXR004278.1
OG0002850	Triticum_turgidum|TRITD_1Bv1G174120	Aegilops_speltoides|GWHGBFXR003029.1
OG0002850	Triticum_turgidum|TRITD_1Bv1G174130, Triticum_turgidum|TRITD_1Av1G185730	Aegilops_speltoides|GWHGBFXR003028.1
OG0002851	Triticum_turgidum|TRITD_1Bv1G218980	Aegilops_speltoides|GWHGBFXR004107.1
OG0002852	Triticum_turgidum|TRITD_5Bv1G183600, Triticum_turgidum|TRITD_5Bv1G183560, Triticum_turgidum|TRITD_1Bv1G182500	Aegilops_speltoides|GWHGBFXR003210.1
OG0002853	Triticum_turgidum|TRITD_1Bv1G109400	Aegilops_speltoides|GWHGBFXR001735.1
OG0002854	Triticum_turgidum|TRITD_1Bv1G149030	Aegilops_speltoides|GWHGBFXR002518.1
OG0002854	Triticum_turgidum|TRITD_3Bv1G221800	Aegilops_speltoides|GWHGBFXR014511.1
OG0002855	Triticum_turgidum|TRITD_1Bv1G198180	Aegilops_speltoides|GWHGBFXR003520.1
OG0002856	Triticum_turgidum|TRITD_1Bv1G154740	Aegilops_speltoides|GWHGBFXR002647.1
OG0002856	Triticum_turgidum|TRITD_1Bv1G154750, Triticum_turgidum|TRITD_1Av1G168890	Aegilops_speltoides|GWHGBFXR002649.1
OG0002857	Triticum_turgidum|TRITD_1Bv1G042130	Aegilops_speltoides|GWHGBFXR000899.1
OG0002857	Triticum_turgidum|TRITD_3Bv1G253800	Aegilops_speltoides|GWHGBFXR015324.1
OG0002858	Triticum_turgidum|TRITD_3Bv1G213690, Triticum_turgidum|TRITD_3Av1G227640	Aegilops_speltoides|GWHGBFXR014308.1
OG0002859	Triticum_turgidum|TRITD_4Bv1G037920	Aegilops_speltoides|GWHGBFXR017184.1
OG0002860	Triticum_turgidum|TRITD_3Bv1G093000, Triticum_turgidum|TRITD_3Av1G090690	Aegilops_speltoides|GWHGBFXR012392.1
OG0002860	Triticum_turgidum|TRITD_1Bv1G096920	Aegilops_speltoides|GWHGBFXR001533.1
OG0002862	Triticum_turgidum|TRITD_3Av1G168590	Aegilops_speltoides|GWHGBFXR013108.1
OG0002862	Triticum_turgidum|TRITD_1Bv1G195160	Aegilops_speltoides|GWHGBFXR003563.1
OG0002863	Triticum_turgidum|TRITD_1Bv1G096600	Aegilops_speltoides|GWHGBFXR001539.1
OG0002863	Triticum_turgidum|TRITD_1Bv1G096640	Aegilops_speltoides|GWHGBFXR001537.1
OG0002864	Triticum_turgidum|TRITD_1Av1G121850	Aegilops_speltoides|GWHGBFXR001889.1
OG0002864	Triticum_turgidum|TRITD_4Bv1G182450	Aegilops_speltoides|GWHGBFXR019483.1
OG0002865	Triticum_turgidum|TRITD_1Av1G198300	Aegilops_speltoides|GWHGBFXR003335.1
OG0002866	Triticum_turgidum|TRITD_2Bv1G038580	Aegilops_speltoides|GWHGBFXR005522.1
OG0002866	Triticum_turgidum|TRITD_4Av1G215380	Aegilops_speltoides|GWHGBFXR004349.1
OG0002867	Triticum_turgidum|TRITD_5Bv1G204190	Aegilops_speltoides|GWHGBFXR024083.1
OG0002867	Triticum_turgidum|TRITD_1Bv1G176610, Triticum_turgidum|TRITD_1Av1G187750	Aegilops_speltoides|GWHGBFXR003082.1
OG0002868	Triticum_turgidum|TRITD_1Av1G176210, Triticum_turgidum|TRITD_1Bv1G162220	Aegilops_speltoides|GWHGBFXR002787.1
OG0002869	Triticum_turgidum|TRITD_4Bv1G099740	Aegilops_speltoides|GWHGBFXR017849.1
OG0002869	Triticum_turgidum|TRITD_1Av1G150980, Triticum_turgidum|TRITD_1Bv1G140240	Aegilops_speltoides|GWHGBFXR002320.1
OG0002871	Triticum_turgidum|TRITD_3Av1G175540	Aegilops_speltoides|GWHGBFXR013217.1
OG0002871	Triticum_turgidum|TRITD_3Bv1G156540	Aegilops_speltoides|GWHGBFXR013217.1
OG0002871	Triticum_turgidum|TRITD_1Av1G217100	Aegilops_speltoides|GWHGBFXR003723.1
OG0002872	Triticum_turgidum|TRITD_1Av1G001850	Aegilops_speltoides|GWHGBFXR000019.1
OG0002873	Triticum_turgidum|TRITD_1Bv1G202840	Aegilops_speltoides|GWHGBFXR003664.1
OG0002873	Triticum_turgidum|TRITD_3Bv1G154130, Triticum_turgidum|TRITD_3Av1G173390	Aegilops_speltoides|GWHGBFXR013183.1
OG0002874	Triticum_turgidum|TRITD_3Av1G215930	Aegilops_speltoides|GWHGBFXR014036.1
OG0002875	Triticum_turgidum|TRITD_6Av1G053530, Triticum_turgidum|TRITD_6Bv1G065370	Aegilops_speltoides|GWHGBFXR027385.1
OG0002876	Triticum_turgidum|TRITD_1Bv1G080860	Aegilops_speltoides|GWHGBFXR001407.1
OG0002876	Triticum_turgidum|TRITD_3Av1G028010, Triticum_turgidum|TRITD_3Bv1G032270	Aegilops_speltoides|GWHGBFXR011390.1
OG0002877	Triticum_turgidum|TRITD_1Bv1G016100, Triticum_turgidum|TRITD_1Av1G012150	Aegilops_speltoides|GWHGBFXR000439.1
OG0002878	Triticum_turgidum|TRITD_1Bv1G217520	Aegilops_speltoides|GWHGBFXR004060.1
OG0002880	Triticum_turgidum|TRITD_3Bv1G126390	Aegilops_speltoides|GWHGBFXR012740.1
OG0002880	Triticum_turgidum|TRITD_1Bv1G224850, Triticum_turgidum|TRITD_1Av1G226880	Aegilops_speltoides|GWHGBFXR004290.1
OG0002881	Triticum_turgidum|TRITD_2Bv1G235680, Triticum_turgidum|TRITD_2Av1G272490	Aegilops_speltoides|GWHGBFXR009397.1
OG0002881	Triticum_turgidum|TRITD_2Bv1G235690, Triticum_turgidum|TRITD_2Av1G272500	Aegilops_speltoides|GWHGBFXR009396.1
OG0002882	Triticum_turgidum|TRITD_2Av1G206590, Triticum_turgidum|TRITD_2Bv1G170350	Aegilops_speltoides|GWHGBFXR007834.1
OG0002882	Triticum_turgidum|TRITD_2Bv1G170370	Aegilops_speltoides|GWHGBFXR007836.1
OG0002883	Triticum_turgidum|TRITD_2Av1G259300, Triticum_turgidum|TRITD_2Bv1G222020	Aegilops_speltoides|GWHGBFXR009061.1
OG0002885	Triticum_turgidum|TRITD_2Bv1G054790	Aegilops_speltoides|GWHGBFXR005906.1
OG0002886	Triticum_turgidum|TRITD_2Av1G013670, Triticum_turgidum|TRITD_2Bv1G018500	Aegilops_speltoides|GWHGBFXR004981.1
OG0002886	Triticum_turgidum|TRITD_6Av1G099570, Triticum_turgidum|TRITD_6Bv1G107670	Aegilops_speltoides|GWHGBFXR027803.1
OG0002887	Triticum_turgidum|TRITD_2Bv1G037260	Aegilops_speltoides|GWHGBFXR005475.1, Aegilops_speltoides|GWHGBFXR005486.1
OG0002887	Triticum_turgidum|TRITD_2Av1G028380	Aegilops_speltoides|GWHGBFXR005478.1
OG0002888	Triticum_turgidum|TRITD_2Av1G224680, Triticum_turgidum|TRITD_2Bv1G187180	Aegilops_speltoides|GWHGBFXR008209.1
OG0002889	Triticum_turgidum|TRITD_2Bv1G214460	Aegilops_speltoides|GWHGBFXR008827.1
OG0002890	Triticum_turgidum|TRITD_2Bv1G227220	Aegilops_speltoides|GWHGBFXR009271.1
OG0002891	Triticum_turgidum|TRITD_6Av1G036090, Triticum_turgidum|TRITD_6Bv1G048930	Aegilops_speltoides|GWHGBFXR027012.1
OG0002892	Triticum_turgidum|TRITD_2Av1G084660, Triticum_turgidum|TRITD_2Bv1G090190	Aegilops_speltoides|GWHGBFXR006640.1
OG0002893	Triticum_turgidum|TRITD_6Av1G051170, Triticum_turgidum|TRITD_6Bv1G047650, Triticum_turgidum|TRITD_2Av1G278490	Aegilops_speltoides|GWHGBFXR005152.1, Aegilops_speltoides|GWHGBFXR016168.1, Aegilops_speltoides|GWHGBFXR031308.1
OG0002894	Triticum_turgidum|TRITD_2Av1G260610, Triticum_turgidum|TRITD_2Av1G260560	Aegilops_speltoides|GWHGBFXR009104.1
OG0002895	Triticum_turgidum|TRITD_2Av1G248000	Aegilops_speltoides|GWHGBFXR008685.1
OG0002895	Triticum_turgidum|TRITD_2Bv1G210240	Aegilops_speltoides|GWHGBFXR008692.1
OG0002895	Triticum_turgidum|TRITD_2Bv1G210100	Aegilops_speltoides|GWHGBFXR008686.1
OG0002896	Triticum_turgidum|TRITD_2Bv1G190280	Aegilops_speltoides|GWHGBFXR008298.1
OG0002896	Triticum_turgidum|TRITD_2Bv1G077460	Aegilops_speltoides|GWHGBFXR006404.1
OG0002897	Triticum_turgidum|TRITD_2Bv1G176860	Aegilops_speltoides|GWHGBFXR007967.1
OG0002898	Triticum_turgidum|TRITD_2Bv1G029090	Aegilops_speltoides|GWHGBFXR005288.1
OG0002898	Triticum_turgidum|TRITD_4Av1G054840	Aegilops_speltoides|GWHGBFXR018147.1
OG0002899	Triticum_turgidum|TRITD_2Av1G288130, Triticum_turgidum|TRITD_2Bv1G256910	Aegilops_speltoides|GWHGBFXR010150.1
OG0002899	Triticum_turgidum|TRITD_2Bv1G187480	Aegilops_speltoides|GWHGBFXR008219.1
OG0002900	Triticum_turgidum|TRITD_2Bv1G089480	Aegilops_speltoides|GWHGBFXR006628.1
OG0002901	Triticum_turgidum|TRITD_6Av1G224900, Triticum_turgidum|TRITD_6Bv1G225100	Aegilops_speltoides|GWHGBFXR030165.1
OG0002901	Triticum_turgidum|TRITD_2Bv1G002950	Aegilops_speltoides|GWHGBFXR004511.1, Aegilops_speltoides|GWHGBFXR004507.1
OG0002902	Triticum_turgidum|TRITD_2Bv1G046730	Aegilops_speltoides|GWHGBFXR005741.1
OG0002903	Triticum_turgidum|TRITD_6Bv1G111540	Aegilops_speltoides|GWHGBFXR027907.1
OG0002904	Triticum_turgidum|TRITD_7Av1G205190	Aegilops_speltoides|GWHGBFXR009528.1
OG0002904	Triticum_turgidum|TRITD_7Av1G205190	Aegilops_speltoides|GWHGBFXR034166.1
OG0002905	Triticum_turgidum|TRITD_4Av1G211550	Aegilops_speltoides|GWHGBFXR025525.1
OG0002905	Triticum_turgidum|TRITD_2Bv1G085060	Aegilops_speltoides|GWHGBFXR006525.1
OG0002906	Triticum_turgidum|TRITD_2Av1G128590, Triticum_turgidum|TRITD_2Bv1G117260	Aegilops_speltoides|GWHGBFXR006888.1
OG0002906	Triticum_turgidum|TRITD_5Bv1G223440, Triticum_turgidum|TRITD_5Av1G224090	Aegilops_speltoides|GWHGBFXR024587.1
OG0002907	Triticum_turgidum|TRITD_2Av1G245700, Triticum_turgidum|TRITD_2Bv1G207180	Aegilops_speltoides|GWHGBFXR008610.1
OG0002907	Triticum_turgidum|TRITD_6Bv1G198740	Aegilops_speltoides|GWHGBFXR029301.1
OG0002908	Triticum_turgidum|TRITD_2Bv1G208700	Aegilops_speltoides|GWHGBFXR008643.1
OG0002909	Triticum_turgidum|TRITD_2Av1G031400, Triticum_turgidum|TRITD_2Bv1G040480	Aegilops_speltoides|GWHGBFXR005573.1
OG0002910	Triticum_turgidum|TRITD_2Av1G062950, Triticum_turgidum|TRITD_2Bv1G073930	Aegilops_speltoides|GWHGBFXR006325.1
OG0002912	Triticum_turgidum|TRITD_2Bv1G003050	Aegilops_speltoides|GWHGBFXR004510.1
OG0002912	Triticum_turgidum|TRITD_2Bv1G228760	Aegilops_speltoides|GWHGBFXR009302.1
OG0002913	Triticum_turgidum|TRITD_5Bv1G205860, Triticum_turgidum|TRITD_5Av1G209310	Aegilops_speltoides|GWHGBFXR024141.1
OG0002914	Triticum_turgidum|TRITD_7Av1G146080	Aegilops_speltoides|GWHGBFXR033185.1
OG0002914	Triticum_turgidum|TRITD_2Av1G279390, Triticum_turgidum|TRITD_2Bv1G244590	Aegilops_speltoides|GWHGBFXR009783.1
OG0002915	Triticum_turgidum|TRITD_2Av1G016510, Triticum_turgidum|TRITD_2Bv1G021280, Triticum_turgidum|TRITD_1Av1G006470, Triticum_turgidum|TRITD_1Bv1G007800	Aegilops_speltoides|GWHGBFXR005076.1
OG0002916	Triticum_turgidum|TRITD_2Av1G121420	Aegilops_speltoides|GWHGBFXR006932.1
OG0002916	Triticum_turgidum|TRITD_6Bv1G032590	Aegilops_speltoides|GWHGBFXR026709.1
OG0002917	Triticum_turgidum|TRITD_2Av1G288720, Triticum_turgidum|TRITD_2Bv1G257490	Aegilops_speltoides|GWHGBFXR037448.1
OG0002917	Triticum_turgidum|TRITD_2Bv1G256870	Aegilops_speltoides|GWHGBFXR010151.1
OG0002918	Triticum_turgidum|TRITD_2Bv1G086870	Aegilops_speltoides|GWHGBFXR006570.1
OG0002919	Triticum_turgidum|TRITD_2Bv1G211700	Aegilops_speltoides|GWHGBFXR008742.1
OG0002920	Triticum_turgidum|TRITD_2Bv1G231510	Aegilops_speltoides|GWHGBFXR009553.1
OG0002920	Triticum_turgidum|TRITD_2Bv1G232570	Aegilops_speltoides|GWHGBFXR009514.1
OG0002921	Triticum_turgidum|TRITD_2Bv1G019970	Aegilops_speltoides|GWHGBFXR005045.1
OG0002921	Triticum_turgidum|TRITD_2Bv1G020010, Triticum_turgidum|TRITD_2Av1G015190	Aegilops_speltoides|GWHGBFXR005046.1
OG0002922	Triticum_turgidum|TRITD_2Av1G254060	Aegilops_speltoides|GWHGBFXR008911.1
OG0002923	Triticum_turgidum|TRITD_2Av1G211510	Aegilops_speltoides|GWHGBFXR007931.1
OG0002924	Triticum_turgidum|TRITD_7Bv1G042000	Aegilops_speltoides|GWHGBFXR004924.1
OG0002924	Triticum_turgidum|TRITD_2Bv1G022590	Aegilops_speltoides|GWHGBFXR005102.1
OG0002925	Triticum_turgidum|TRITD_2Bv1G082940	Aegilops_speltoides|GWHGBFXR006495.1
OG0002925	Triticum_turgidum|TRITD_6Av1G032560	Aegilops_speltoides|GWHGBFXR026946.1
OG0002926	Triticum_turgidum|TRITD_2Bv1G054700	Aegilops_speltoides|GWHGBFXR005902.1
OG0002927	Triticum_turgidum|TRITD_4Bv1G124540, Triticum_turgidum|TRITD_4Av1G049470	Aegilops_speltoides|GWHGBFXR018216.1
OG0002927	Triticum_turgidum|TRITD_2Bv1G025480	Aegilops_speltoides|GWHGBFXR005198.1
OG0002928	Triticum_turgidum|TRITD_2Av1G038330, Triticum_turgidum|TRITD_2Bv1G051850	Aegilops_speltoides|GWHGBFXR005816.1
OG0002929	Triticum_turgidum|TRITD_2Av1G022900, Triticum_turgidum|TRITD_2Bv1G029780	Aegilops_speltoides|GWHGBFXR005316.1
OG0002930	Triticum_turgidum|TRITD_2Av1G210860, Triticum_turgidum|TRITD_2Bv1G174990	Aegilops_speltoides|GWHGBFXR007921.1
OG0002930	Triticum_turgidum|TRITD_6Av1G135730, Triticum_turgidum|TRITD_6Bv1G128460	Aegilops_speltoides|GWHGBFXR028070.1
OG0002931	Triticum_turgidum|TRITD_2Av1G292560, Triticum_turgidum|TRITD_2Bv1G262440	Aegilops_speltoides|GWHGBFXR010303.1
OG0002932	Triticum_turgidum|TRITD_4Bv1G156770	Aegilops_speltoides|GWHGBFXR018834.1
OG0002932	Triticum_turgidum|TRITD_2Av1G183140	Aegilops_speltoides|GWHGBFXR007416.1
OG0002933	Triticum_turgidum|TRITD_5Bv1G078030, Triticum_turgidum|TRITD_5Av1G096020, Triticum_turgidum|TRITD_2Av1G259440, Triticum_turgidum|TRITD_2Bv1G222200	Aegilops_speltoides|GWHGBFXR009074.1
OG0002934	Triticum_turgidum|TRITD_2Bv1G175470	Aegilops_speltoides|GWHGBFXR007930.1
OG0002934	Triticum_turgidum|TRITD_5Av1G124050	Aegilops_speltoides|GWHGBFXR021679.1
OG0002935	Triticum_turgidum|TRITD_2Bv1G180930, Triticum_turgidum|TRITD_2Bv1G181020, Triticum_turgidum|TRITD_2Av1G217750, Triticum_turgidum|TRITD_2Av1G217710	Aegilops_speltoides|GWHGBFXR008045.1
OG0002936	Triticum_turgidum|TRITD_2Bv1G219030	Aegilops_speltoides|GWHGBFXR008971.1
OG0002937	Triticum_turgidum|TRITD_6Av1G152100, Triticum_turgidum|TRITD_6Bv1G138270	Aegilops_speltoides|GWHGBFXR028257.1
OG0002938	Triticum_turgidum|TRITD_4Bv1G111330	Aegilops_speltoides|GWHGBFXR018008.1
OG0002938	Triticum_turgidum|TRITD_2Bv1G057900	Aegilops_speltoides|GWHGBFXR005972.1
OG0002939	Triticum_turgidum|TRITD_6Av1G030690, Triticum_turgidum|TRITD_6Bv1G043960	Aegilops_speltoides|GWHGBFXR026905.1
OG0002940	Triticum_turgidum|TRITD_5Bv1G128050	Aegilops_speltoides|GWHGBFXR022162.1
OG0002940	Triticum_turgidum|TRITD_2Av1G022200, Triticum_turgidum|TRITD_2Bv1G029440	Aegilops_speltoides|GWHGBFXR005296.1
OG0002941	Triticum_turgidum|TRITD_2Bv1G222970	Aegilops_speltoides|GWHGBFXR009100.1
OG0002941	Triticum_turgidum|TRITD_2Bv1G223000	Aegilops_speltoides|GWHGBFXR009102.1
OG0002942	Triticum_turgidum|TRITD_2Bv1G033260	Aegilops_speltoides|GWHGBFXR005390.1
OG0002942	Triticum_turgidum|TRITD_4Bv1G111470	Aegilops_speltoides|GWHGBFXR018011.1
OG0002943	Triticum_turgidum|TRITD_2Bv1G165620	Aegilops_speltoides|GWHGBFXR007738.1
OG0002943	Triticum_turgidum|TRITD_6Bv1G111520	Aegilops_speltoides|GWHGBFXR027906.1
OG0002944	Triticum_turgidum|TRITD_2Av1G004800	Aegilops_speltoides|GWHGBFXR004589.1
OG0002945	Triticum_turgidum|TRITD_2Bv1G094210, Triticum_turgidum|TRITD_2Av1G091160	Aegilops_speltoides|GWHGBFXR006711.1
OG0002945	Triticum_turgidum|TRITD_4Bv1G178080, Triticum_turgidum|TRITD_4Av1G228090	Aegilops_speltoides|GWHGBFXR019280.1
OG0002946	Triticum_turgidum|TRITD_7Av1G031340	Aegilops_speltoides|GWHGBFXR031241.1, Aegilops_speltoides|GWHGBFXR037112.1
OG0002946	Triticum_turgidum|TRITD_2Bv1G072860, Triticum_turgidum|TRITD_2Av1G062030	Aegilops_speltoides|GWHGBFXR006311.1
OG0002947	Triticum_turgidum|TRITD_4Bv1G079150	Aegilops_speltoides|GWHGBFXR017756.1
OG0002947	Triticum_turgidum|TRITD_2Bv1G069320	Aegilops_speltoides|GWHGBFXR006244.1
OG0002948	Triticum_turgidum|TRITD_3Av1G043210, Triticum_turgidum|TRITD_3Bv1G051530	Aegilops_speltoides|GWHGBFXR011707.1
OG0002948	Triticum_turgidum|TRITD_2Bv1G228820, Triticum_turgidum|TRITD_2Av1G265630	Aegilops_speltoides|GWHGBFXR009308.1
OG0002950	Triticum_turgidum|TRITD_7Av1G172400	Aegilops_speltoides|GWHGBFXR033571.1
OG0002951	Triticum_turgidum|TRITD_5Bv1G243160, Triticum_turgidum|TRITD_4Av1G217170	Aegilops_speltoides|GWHGBFXR025264.1
OG0002951	Triticum_turgidum|TRITD_2Bv1G061260	Aegilops_speltoides|GWHGBFXR006081.1
OG0002952	Triticum_turgidum|TRITD_2Bv1G186770, Triticum_turgidum|TRITD_2Av1G224360	Aegilops_speltoides|GWHGBFXR008205.1
OG0002953	Triticum_turgidum|TRITD_2Av1G009500	Aegilops_speltoides|GWHGBFXR004760.1
OG0002953	Triticum_turgidum|TRITD_2Bv1G012960	Aegilops_speltoides|GWHGBFXR004761.1
OG0002954	Triticum_turgidum|TRITD_2Bv1G015850	Aegilops_speltoides|GWHGBFXR004898.1
OG0002955	Triticum_turgidum|TRITD_2Av1G290380	Aegilops_speltoides|GWHGBFXR010218.1
OG0002956	Triticum_turgidum|TRITD_4Bv1G046540	Aegilops_speltoides|GWHGBFXR017328.1
OG0002956	Triticum_turgidum|TRITD_2Av1G206550, Triticum_turgidum|TRITD_2Bv1G169840	Aegilops_speltoides|GWHGBFXR007831.1
OG0002957	Triticum_turgidum|TRITD_4Bv1G204840	Aegilops_speltoides|GWHGBFXR019890.1
OG0002957	Triticum_turgidum|TRITD_2Bv1G062630	Aegilops_speltoides|GWHGBFXR006117.1
OG0002958	Triticum_turgidum|TRITD_7Bv1G206370	Aegilops_speltoides|GWHGBFXR035223.1
OG0002959	Triticum_turgidum|TRITD_6Av1G163020, Triticum_turgidum|TRITD_6Bv1G148800	Aegilops_speltoides|GWHGBFXR028453.1
OG0002960	Triticum_turgidum|TRITD_4Bv1G161520, Triticum_turgidum|TRITD_2Bv1G250950, Triticum_turgidum|TRITD_1Av1G104890, Triticum_turgidum|TRITD_7Av1G243430	Aegilops_speltoides|GWHGBFXR009654.1
OG0002961	Triticum_turgidum|TRITD_5Av1G063630, Triticum_turgidum|TRITD_5Bv1G065050	Aegilops_speltoides|GWHGBFXR021111.1
OG0002961	Triticum_turgidum|TRITD_2Bv1G060720	Aegilops_speltoides|GWHGBFXR006058.1
OG0002962	Triticum_turgidum|TRITD_2Av1G276930	Aegilops_speltoides|GWHGBFXR009690.1
OG0002963	Triticum_turgidum|TRITD_2Bv1G134720	Aegilops_speltoides|GWHGBFXR007151.1
OG0002963	Triticum_turgidum|TRITD_5Bv1G173790, Triticum_turgidum|TRITD_5Av1G184340	Aegilops_speltoides|GWHGBFXR023265.1
OG0002964	Triticum_turgidum|TRITD_2Av1G188530, Triticum_turgidum|TRITD_2Bv1G153840	Aegilops_speltoides|GWHGBFXR007497.1
OG0002964	Triticum_turgidum|TRITD_3Bv1G123490	Aegilops_speltoides|GWHGBFXR012699.1
OG0002965	Triticum_turgidum|TRITD_7Av1G028540, Triticum_turgidum|TRITD_2Bv1G011910, Triticum_turgidum|TRITD_7Av1G052830	Aegilops_speltoides|GWHGBFXR018423.1, Aegilops_speltoides|GWHGBFXR006840.1, Aegilops_speltoides|GWHGBFXR027762.1
OG0002966	Triticum_turgidum|TRITD_3Av1G227020, Triticum_turgidum|TRITD_3Bv1G214220	Aegilops_speltoides|GWHGBFXR014294.1
OG0002966	Triticum_turgidum|TRITD_3Av1G227030	Aegilops_speltoides|GWHGBFXR014295.1
OG0002967	Triticum_turgidum|TRITD_3Bv1G060120	Aegilops_speltoides|GWHGBFXR011914.1
OG0002968	Triticum_turgidum|TRITD_3Av1G255610	Aegilops_speltoides|GWHGBFXR015100.1
OG0002968	Triticum_turgidum|TRITD_3Bv1G248820	Aegilops_speltoides|GWHGBFXR015101.1
OG0002969	Triticum_turgidum|TRITD_3Av1G002420	Aegilops_speltoides|GWHGBFXR010691.1, Aegilops_speltoides|GWHGBFXR036241.1
OG0002970	Triticum_turgidum|TRITD_7Av1G155750, Triticum_turgidum|TRITD_7Bv1G115110	Aegilops_speltoides|GWHGBFXR033324.1
OG0002970	Triticum_turgidum|TRITD_3Av1G239090, Triticum_turgidum|TRITD_3Bv1G231970	Aegilops_speltoides|GWHGBFXR014700.1
OG0002971	Triticum_turgidum|TRITD_3Bv1G033680	Aegilops_speltoides|GWHGBFXR011425.1
OG0002971	Triticum_turgidum|TRITD_3Bv1G033490	Aegilops_speltoides|GWHGBFXR011424.1
OG0002972	Triticum_turgidum|TRITD_3Bv1G261740, Triticum_turgidum|TRITD_3Bv1G261250	Aegilops_speltoides|GWHGBFXR015586.1
OG0002972	Triticum_turgidum|TRITD_3Av1G267270, Triticum_turgidum|TRITD_3Av1G266950	Aegilops_speltoides|GWHGBFXR036214.1
OG0002973	Triticum_turgidum|TRITD_3Bv1G266230	Aegilops_speltoides|GWHGBFXR015745.1
OG0002973	Triticum_turgidum|TRITD_3Bv1G266170	Aegilops_speltoides|GWHGBFXR015736.1
OG0002974	Triticum_turgidum|TRITD_5Bv1G249850, Triticum_turgidum|TRITD_4Av1G210110	Aegilops_speltoides|GWHGBFXR025453.1
OG0002974	Triticum_turgidum|TRITD_3Bv1G011560	Aegilops_speltoides|GWHGBFXR010851.1
OG0002975	Triticum_turgidum|TRITD_3Bv1G255310	Aegilops_speltoides|GWHGBFXR015338.1
OG0002975	Triticum_turgidum|TRITD_3Av1G260590	Aegilops_speltoides|GWHGBFXR015339.1
OG0002976	Triticum_turgidum|TRITD_3Bv1G022130	Aegilops_speltoides|GWHGBFXR011102.1
OG0002977	Triticum_turgidum|TRITD_3Av1G008570	Aegilops_speltoides|GWHGBFXR010869.1
OG0002977	Triticum_turgidum|TRITD_3Bv1G012240	Aegilops_speltoides|GWHGBFXR010870.1
OG0002978	Triticum_turgidum|TRITD_6Bv1G012530, Triticum_turgidum|TRITD_1Av1G015390, Triticum_turgidum|TRITD_5Bv1G189090	Aegilops_speltoides|GWHGBFXR016132.1
OG0002978	Triticum_turgidum|TRITD_5Av1G230830, Triticum_turgidum|TRITD_5Bv1G230030	Aegilops_speltoides|GWHGBFXR024790.1
OG0002979	Triticum_turgidum|TRITD_3Av1G028350	Aegilops_speltoides|GWHGBFXR011401.1
OG0002979	Triticum_turgidum|TRITD_3Bv1G127650	Aegilops_speltoides|GWHGBFXR012761.1
OG0002981	Triticum_turgidum|TRITD_3Av1G001990, Triticum_turgidum|TRITD_3Av1G002120	Aegilops_speltoides|GWHGBFXR010711.1, Aegilops_speltoides|GWHGBFXR010706.1
