Orthogroup	Aegilops_tauschii	Triticum_turgidum
OG0001396	Aegilops_tauschii|LOC109769170, Aegilops_tauschii|LOC109769169	Triticum_turgidum|TRITD_5Bv1G006160, Triticum_turgidum|TRITD_5Bv1G006100, Triticum_turgidum|TRITD_5Av1G007150
OG0001397	Aegilops_tauschii|LOC109780339	Triticum_turgidum|TRITD_5Bv1G119070, Triticum_turgidum|TRITD_5Av1G139020
OG0001397	Aegilops_tauschii|LOC109770111	Triticum_turgidum|TRITD_5Bv1G116570
OG0001398	Aegilops_tauschii|LOC120966318, Aegilops_tauschii|LOC120973817, Aegilops_tauschii|LOC120964323	Triticum_turgidum|TRITD_2Av1G072810
OG0001398	Aegilops_tauschii|LOC120970512, Aegilops_tauschii|LOC120974819	Triticum_turgidum|TRITD_6Av1G077820, Triticum_turgidum|TRITD_7Av1G048830
OG0001399	Aegilops_tauschii|LOC109767473	Triticum_turgidum|TRITD_5Av1G126660, Triticum_turgidum|TRITD_5Bv1G106010
OG0001399	Aegilops_tauschii|LOC109767472	Triticum_turgidum|TRITD_5Av1G126670
OG0001400	Aegilops_tauschii|LOC109762349	Triticum_turgidum|TRITD_5Av1G231450
OG0001400	Aegilops_tauschii|LOC109762349	Triticum_turgidum|TRITD_5Bv1G230650
OG0001400	Aegilops_tauschii|LOC109768243	Triticum_turgidum|TRITD_5Av1G231450
OG0001400	Aegilops_tauschii|LOC109768243	Triticum_turgidum|TRITD_5Bv1G230650
OG0001400	Aegilops_tauschii|LOC109744066	Triticum_turgidum|TRITD_5Av1G231450
OG0001400	Aegilops_tauschii|LOC109744066	Triticum_turgidum|TRITD_5Bv1G230650
OG0001402	Aegilops_tauschii|LOC109785241	Triticum_turgidum|TRITD_7Bv1G211320
OG0001403	Aegilops_tauschii|LOC109739676	Triticum_turgidum|TRITD_3Bv1G066330, Triticum_turgidum|TRITD_4Av1G211320, Triticum_turgidum|TRITD_3Bv1G262780
OG0001403	Aegilops_tauschii|LOC109757854	Triticum_turgidum|TRITD_6Bv1G029840
OG0001404	Aegilops_tauschii|LOC109783087	Triticum_turgidum|TRITD_6Av1G003710, Triticum_turgidum|TRITD_6Av1G003780, Triticum_turgidum|TRITD_6Bv1G005570, Triticum_turgidum|TRITD_6Av1G003650, Triticum_turgidum|TRITD_6Av1G003610
OG0001405	Aegilops_tauschii|LOC120966155	Triticum_turgidum|TRITD_6Bv1G033830
OG0001406	Aegilops_tauschii|LOC109739902	Triticum_turgidum|TRITD_6Av1G005780
OG0001406	Aegilops_tauschii|LOC109739900	Triticum_turgidum|TRITD_6Av1G005810, Triticum_turgidum|TRITD_6Bv1G008270
OG0001406	Aegilops_tauschii|LOC109739897	Triticum_turgidum|TRITD_6Av1G005840, Triticum_turgidum|TRITD_6Bv1G008280
OG0001407	Aegilops_tauschii|LOC109740016	Triticum_turgidum|TRITD_6Av1G219350
OG0001407	Aegilops_tauschii|LOC109740023	Triticum_turgidum|TRITD_6Bv1G219180
OG0001408	Aegilops_tauschii|LOC109780876	Triticum_turgidum|TRITD_7Bv1G054510
OG0001409	Aegilops_tauschii|LOC120966101	Triticum_turgidum|TRITD_6Av1G010850
OG0001409	Aegilops_tauschii|LOC120966783	Triticum_turgidum|TRITD_6Bv1G016400
OG0001410	Aegilops_tauschii|LOC109773992	Triticum_turgidum|TRITD_6Bv1G204410
OG0001411	Aegilops_tauschii|LOC109741310	Triticum_turgidum|TRITD_6Av1G173710
OG0001412	Aegilops_tauschii|LOC109786774, Aegilops_tauschii|LOC109786777	Triticum_turgidum|TRITD_6Bv1G227840
OG0001413	Aegilops_tauschii|LOC109751406	Triticum_turgidum|TRITD_6Av1G012520
OG0001413	Aegilops_tauschii|LOC109751404	Triticum_turgidum|TRITD_1Av1G202330
OG0001414	Aegilops_tauschii|LOC109775007	Triticum_turgidum|TRITD_6Bv1G051640, Triticum_turgidum|TRITD_6Av1G038730
OG0001414	Aegilops_tauschii|LOC109775024	Triticum_turgidum|TRITD_6Bv1G051700
OG0001414	Aegilops_tauschii|LOC109775012	Triticum_turgidum|TRITD_6Av1G038770, Triticum_turgidum|TRITD_6Bv1G051740
OG0001415	Aegilops_tauschii|LOC109737773	Triticum_turgidum|TRITD_7Av1G261880
OG0001416	Aegilops_tauschii|LOC109754155	Triticum_turgidum|TRITD_7Av1G239460
OG0001418	Aegilops_tauschii|LOC109753768	Triticum_turgidum|TRITD_7Av1G272170
OG0001418	Aegilops_tauschii|LOC109753778	Triticum_turgidum|TRITD_7Av1G272120
OG0001419	Aegilops_tauschii|LOC109767762	Triticum_turgidum|TRITD_7Av1G049030
OG0001419	Aegilops_tauschii|LOC109771112	Triticum_turgidum|TRITD_7Av1G052290
OG0001421	Aegilops_tauschii|LOC109785332	Triticum_turgidum|TRITD_7Bv1G218420
OG0001422	Aegilops_tauschii|LOC109744302	Triticum_turgidum|TRITD_7Av1G017180
OG0001423	Aegilops_tauschii|LOC109785178	Triticum_turgidum|TRITD_7Bv1G052030
OG0001423	Aegilops_tauschii|LOC109785179	Triticum_turgidum|TRITD_7Bv1G052080, Triticum_turgidum|TRITD_7Av1G077040
OG0001424	Aegilops_tauschii|LOC109765528	Triticum_turgidum|TRITD_7Bv1G181200
OG0001424	Aegilops_tauschii|LOC109765530	Triticum_turgidum|TRITD_7Av1G232230
OG0001424	Aegilops_tauschii|LOC109782500	Triticum_turgidum|TRITD_7Av1G232220
OG0001426	Aegilops_tauschii|LOC109737700	Triticum_turgidum|TRITD_6Bv1G026730
OG0001427	Aegilops_tauschii|LOC109739241	Triticum_turgidum|TRITD_7Bv1G008550
OG0001428	Aegilops_tauschii|LOC109733932	Triticum_turgidum|TRITD_4Av1G253960
OG0001429	Aegilops_tauschii|LOC109735242	Triticum_turgidum|TRITD_7Bv1G061230
OG0001429	Aegilops_tauschii|LOC109784564	Triticum_turgidum|TRITD_7Av1G205240, Triticum_turgidum|TRITD_7Bv1G159420
OG0001430	Aegilops_tauschii|LOC109754241	Triticum_turgidum|TRITD_1Bv1G002940, Triticum_turgidum|TRITD_1Av1G002720
OG0001431	Aegilops_tauschii|LOC109759577	Triticum_turgidum|TRITD_2Av1G010490
OG0001431	Aegilops_tauschii|LOC109785627	Triticum_turgidum|TRITD_2Av1G016600
OG0001431	Aegilops_tauschii|LOC109775945	Triticum_turgidum|TRITD_2Bv1G021970
OG0001431	Aegilops_tauschii|LOC109775944	Triticum_turgidum|TRITD_2Av1G016630
OG0001432	Aegilops_tauschii|LOC120974894	Triticum_turgidum|TRITD_1Bv1G184890, Triticum_turgidum|TRITD_6Bv1G224100, Triticum_turgidum|TRITD_2Bv1G096650, Triticum_turgidum|TRITD_7Av1G217860, Triticum_turgidum|TRITD_6Av1G190730, Triticum_turgidum|TRITD_5Av1G226660, Triticum_turgidum|TRITD_6Bv1G152340, Triticum_turgidum|TRITD_7Bv1G026250, Triticum_turgidum|TRITD_3Av1G041030, Triticum_turgidum|TRITD_4Av1G025410, Triticum_turgidum|TRITD_5Bv1G166550, Triticum_turgidum|TRITD_5Bv1G225860, Triticum_turgidum|TRITD_4Av1G199730, Triticum_turgidum|TRITD_6Bv1G007080, Triticum_turgidum|TRITD_6Av1G203580, Triticum_turgidum|TRITD_1Bv1G182860, Triticum_turgidum|TRITD_5Bv1G235800, Triticum_turgidum|TRITD_1Av1G142290, Triticum_turgidum|TRITD_1Bv1G004630, Triticum_turgidum|TRITD_2Bv1G039660, Triticum_turgidum|TRITD_3Bv1G192890
OG0001433	Aegilops_tauschii|LOC109738834	Triticum_turgidum|TRITD_1Av1G174540
OG0001433	Aegilops_tauschii|LOC109758501	Triticum_turgidum|TRITD_4Bv1G171050
OG0001433	Aegilops_tauschii|LOC109754978, Aegilops_tauschii|LOC109755664, Aegilops_tauschii|LOC109734521, Aegilops_tauschii|LOC109746402	Triticum_turgidum|TRITD_5Bv1G224030, Triticum_turgidum|TRITD_3Av1G114330, Triticum_turgidum|TRITD_3Bv1G165570
OG0001434	Aegilops_tauschii|LOC109771291	Triticum_turgidum|TRITD_3Bv1G281840, Triticum_turgidum|TRITD_3Bv1G281380, Triticum_turgidum|TRITD_3Bv1G282250
OG0001437	Aegilops_tauschii|LOC120965253	Triticum_turgidum|TRITD_5Av1G187180
OG0001442	Aegilops_tauschii|LOC109750259	Triticum_turgidum|TRITD_3Bv1G093220, Triticum_turgidum|TRITD_3Av1G091270
OG0001442	Aegilops_tauschii|LOC109781491	Triticum_turgidum|TRITD_1Bv1G202120
OG0001444	Aegilops_tauschii|LOC109772000	Triticum_turgidum|TRITD_2Av1G291850
OG0001444	Aegilops_tauschii|LOC109749295	Triticum_turgidum|TRITD_3Av1G208290, Triticum_turgidum|TRITD_3Av1G007320
OG0001444	Aegilops_tauschii|LOC109746360	Triticum_turgidum|TRITD_3Bv1G022060, Triticum_turgidum|TRITD_4Bv1G192120
OG0001446	Aegilops_tauschii|LOC109752808	Triticum_turgidum|TRITD_1Bv1G046830
OG0001447	Aegilops_tauschii|LOC120975339	Triticum_turgidum|TRITD_5Bv1G092850, Triticum_turgidum|TRITD_3Av1G026360
OG0001448	Aegilops_tauschii|LOC109749602	Triticum_turgidum|TRITD_2Bv1G266000
OG0001448	Aegilops_tauschii|LOC109785043, Aegilops_tauschii|LOC109785056	Triticum_turgidum|TRITD_1Bv1G008870, Triticum_turgidum|TRITD_1Av1G006740, Triticum_turgidum|TRITD_1Bv1G008890, Triticum_turgidum|TRITD_1Bv1G008170
OG0001449	Aegilops_tauschii|LOC109781494	Triticum_turgidum|TRITD_1Av1G206570
OG0001449	Aegilops_tauschii|LOC109781493	Triticum_turgidum|TRITD_1Bv1G202230
OG0001449	Aegilops_tauschii|LOC109755056	Triticum_turgidum|TRITD_3Bv1G153520, Triticum_turgidum|TRITD_3Av1G172920
OG0001450	Aegilops_tauschii|LOC109755955, Aegilops_tauschii|LOC109781608, Aegilops_tauschii|LOC109733594, Aegilops_tauschii|LOC109763120, Aegilops_tauschii|LOC109771751, Aegilops_tauschii|LOC109755638, Aegilops_tauschii|LOC109766261	Triticum_turgidum|TRITD_6Bv1G146160
OG0001451	Aegilops_tauschii|LOC109732583	Triticum_turgidum|TRITD_1Av1G048640, Triticum_turgidum|TRITD_1Bv1G057790
OG0001452	Aegilops_tauschii|LOC109742020	Triticum_turgidum|TRITD_1Av1G005400
OG0001453	Aegilops_tauschii|LOC120961818	Triticum_turgidum|TRITD_1Av1G169380, Triticum_turgidum|TRITD_1Bv1G155170
OG0001453	Aegilops_tauschii|LOC109777525	Triticum_turgidum|TRITD_1Av1G169360
OG0001455	Aegilops_tauschii|LOC109768849	Triticum_turgidum|TRITD_1Bv1G038220
OG0001457	Aegilops_tauschii|LOC109778028	Triticum_turgidum|TRITD_1Av1G118670
OG0001457	Aegilops_tauschii|LOC109752498, Aegilops_tauschii|LOC109762935	Triticum_turgidum|TRITD_5Av1G236500
OG0001457	Aegilops_tauschii|LOC109741941	Triticum_turgidum|TRITD_4Bv1G207650
OG0001458	Aegilops_tauschii|LOC109754878, Aegilops_tauschii|LOC109754874	Triticum_turgidum|TRITD_5Bv1G249670
OG0001460	Aegilops_tauschii|LOC109745494	Triticum_turgidum|TRITD_1Bv1G179520
OG0001460	Aegilops_tauschii|LOC109743553	Triticum_turgidum|TRITD_1Av1G190860
OG0001460	Aegilops_tauschii|LOC109743544	Triticum_turgidum|TRITD_1Bv1G179790
OG0001462	Aegilops_tauschii|LOC120974344, Aegilops_tauschii|LOC120974345	Triticum_turgidum|TRITD_1Bv1G222200
OG0001464	Aegilops_tauschii|LOC109741663	Triticum_turgidum|TRITD_1Av1G198350
OG0001464	Aegilops_tauschii|LOC109784224	Triticum_turgidum|TRITD_7Bv1G155800, Triticum_turgidum|TRITD_1Bv1G213040, Triticum_turgidum|TRITD_5Bv1G197360, Triticum_turgidum|TRITD_5Bv1G202350
OG0001466	Aegilops_tauschii|LOC109769895	Triticum_turgidum|TRITD_2Bv1G252730
OG0001466	Aegilops_tauschii|LOC109769891	Triticum_turgidum|TRITD_2Av1G284750
OG0001467	Aegilops_tauschii|LOC109787605	Triticum_turgidum|TRITD_5Av1G257020, Triticum_turgidum|TRITD_4Bv1G205330
OG0001468	Aegilops_tauschii|LOC109750081	Triticum_turgidum|TRITD_2Av1G265560
OG0001469	Aegilops_tauschii|LOC109752575	Triticum_turgidum|TRITD_2Av1G018540
OG0001470	Aegilops_tauschii|LOC109785549	Triticum_turgidum|TRITD_2Bv1G043430
OG0001471	Aegilops_tauschii|LOC109772245	Triticum_turgidum|TRITD_2Bv1G236430, Triticum_turgidum|TRITD_2Av1G273190
OG0001472	Aegilops_tauschii|LOC109764350	Triticum_turgidum|TRITD_2Av1G223030, Triticum_turgidum|TRITD_2Bv1G185180
OG0001473	Aegilops_tauschii|LOC109770968	Triticum_turgidum|TRITD_2Av1G008660, Triticum_turgidum|TRITD_2Bv1G011820
OG0001474	Aegilops_tauschii|LOC109783372	Triticum_turgidum|TRITD_2Bv1G039950, Triticum_turgidum|TRITD_2Av1G031230
OG0001474	Aegilops_tauschii|LOC109783371	Triticum_turgidum|TRITD_2Av1G031190
OG0001476	Aegilops_tauschii|LOC120974670	Triticum_turgidum|TRITD_2Av1G251390
OG0001476	Aegilops_tauschii|LOC120962596	Triticum_turgidum|TRITD_4Av1G002640, Triticum_turgidum|TRITD_4Bv1G172150
OG0001477	Aegilops_tauschii|LOC109759722	Triticum_turgidum|TRITD_2Bv1G012390
OG0001477	Aegilops_tauschii|LOC109760850	Triticum_turgidum|TRITD_2Bv1G012370
OG0001478	Aegilops_tauschii|LOC109753498	Triticum_turgidum|TRITD_2Bv1G262760, Triticum_turgidum|TRITD_2Av1G293030
OG0001478	Aegilops_tauschii|LOC109753224	Triticum_turgidum|TRITD_2Bv1G262800, Triticum_turgidum|TRITD_2Av1G293040
OG0001479	Aegilops_tauschii|LOC109742008, Aegilops_tauschii|LOC109742003, Aegilops_tauschii|LOC120966851, Aegilops_tauschii|LOC120968858, Aegilops_tauschii|LOC109742011, Aegilops_tauschii|LOC109759783	Triticum_turgidum|TRITD_4Av1G246750
OG0001480	Aegilops_tauschii|LOC109785623	Triticum_turgidum|TRITD_6Av1G004940, Triticum_turgidum|TRITD_6Bv1G006680
OG0001480	Aegilops_tauschii|LOC109748208	Triticum_turgidum|TRITD_2Av1G155960
OG0001481	Aegilops_tauschii|LOC109773468	Triticum_turgidum|TRITD_2Bv1G043990
OG0001481	Aegilops_tauschii|LOC109773470	Triticum_turgidum|TRITD_2Av1G034930
OG0001482	Aegilops_tauschii|LOC109772623	Triticum_turgidum|TRITD_2Bv1G223580, Triticum_turgidum|TRITD_2Bv1G223490, Triticum_turgidum|TRITD_2Bv1G223460
OG0001482	Aegilops_tauschii|LOC109772640	Triticum_turgidum|TRITD_2Bv1G223450, Triticum_turgidum|TRITD_2Bv1G223550, Triticum_turgidum|TRITD_2Bv1G223640, Triticum_turgidum|TRITD_2Av1G260950
OG0001483	Aegilops_tauschii|LOC109734199	Triticum_turgidum|TRITD_2Av1G200810, Triticum_turgidum|TRITD_2Bv1G164470
OG0001484	Aegilops_tauschii|LOC109768457	Triticum_turgidum|TRITD_2Bv1G029420
OG0001484	Aegilops_tauschii|LOC109740969	Triticum_turgidum|TRITD_4Av1G055830
OG0001485	Aegilops_tauschii|LOC109759030	Triticum_turgidum|TRITD_2Bv1G017650, Triticum_turgidum|TRITD_2Bv1G017960, Triticum_turgidum|TRITD_2Av1G012210, Triticum_turgidum|TRITD_2Bv1G017250, Triticum_turgidum|TRITD_2Bv1G017400
OG0001486	Aegilops_tauschii|LOC109773327	Triticum_turgidum|TRITD_2Bv1G168690
OG0001486	Aegilops_tauschii|LOC109784280	Triticum_turgidum|TRITD_6Av1G129900
OG0001487	Aegilops_tauschii|LOC109758585	Triticum_turgidum|TRITD_6Av1G129320
OG0001487	Aegilops_tauschii|LOC109773322	Triticum_turgidum|TRITD_2Bv1G168530
OG0001488	Aegilops_tauschii|LOC109739919	Triticum_turgidum|TRITD_2Bv1G155360, Triticum_turgidum|TRITD_2Av1G189640
OG0001489	Aegilops_tauschii|LOC109758932	Triticum_turgidum|TRITD_2Av1G164450, Triticum_turgidum|TRITD_2Bv1G137770
OG0001489	Aegilops_tauschii|LOC109769681	Triticum_turgidum|TRITD_5Av1G005600, Triticum_turgidum|TRITD_7Bv1G015870
OG0001490	Aegilops_tauschii|LOC109782412	Triticum_turgidum|TRITD_6Av1G045990
OG0001490	Aegilops_tauschii|LOC109782412	Triticum_turgidum|TRITD_6Bv1G058930
OG0001491	Aegilops_tauschii|LOC109764855	Triticum_turgidum|TRITD_2Av1G262570, Triticum_turgidum|TRITD_2Bv1G206590
OG0001492	Aegilops_tauschii|LOC109737699	Triticum_turgidum|TRITD_4Av1G062680
OG0001492	Aegilops_tauschii|LOC109759488	Triticum_turgidum|TRITD_2Bv1G164270
OG0001494	Aegilops_tauschii|LOC109753592	Triticum_turgidum|TRITD_2Av1G281170
OG0001494	Aegilops_tauschii|LOC109739837	Triticum_turgidum|TRITD_4Bv1G023510, Triticum_turgidum|TRITD_4Av1G181680
OG0001494	Aegilops_tauschii|LOC109739836	Triticum_turgidum|TRITD_4Av1G181700
OG0001495	Aegilops_tauschii|LOC109736659	Triticum_turgidum|TRITD_6Bv1G001460
OG0001495	Aegilops_tauschii|LOC109783344	Triticum_turgidum|TRITD_6Av1G001050
OG0001496	Aegilops_tauschii|LOC109769325	Triticum_turgidum|TRITD_3Bv1G000450
OG0001496	Aegilops_tauschii|LOC109786888	Triticum_turgidum|TRITD_3Bv1G000590, Triticum_turgidum|TRITD_3Av1G003910, Triticum_turgidum|TRITD_3Bv1G000610
OG0001497	Aegilops_tauschii|LOC120968166	Triticum_turgidum|TRITD_7Bv1G187630
OG0001498	Aegilops_tauschii|LOC109772439	Triticum_turgidum|TRITD_4Bv1G207430
OG0001499	Aegilops_tauschii|LOC109775652	Triticum_turgidum|TRITD_7Bv1G149320
OG0001499	Aegilops_tauschii|LOC109740398	Triticum_turgidum|TRITD_6Av1G086550, Triticum_turgidum|TRITD_6Bv1G094420
OG0001500	Aegilops_tauschii|LOC109739282	Triticum_turgidum|TRITD_7Av1G004660, Triticum_turgidum|TRITD_7Av1G004680
OG0001500	Aegilops_tauschii|LOC109771348	Triticum_turgidum|TRITD_3Av1G054500
OG0001501	Aegilops_tauschii|LOC109768214	Triticum_turgidum|TRITD_3Bv1G035130, Triticum_turgidum|TRITD_3Bv1G034960
OG0001501	Aegilops_tauschii|LOC120975576	Triticum_turgidum|TRITD_3Av1G033620, Triticum_turgidum|TRITD_3Bv1G045000
OG0001502	Aegilops_tauschii|LOC109748838, Aegilops_tauschii|LOC109743239	Triticum_turgidum|TRITD_3Av1G240880
OG0001503	Aegilops_tauschii|LOC109762276	Triticum_turgidum|TRITD_3Bv1G238340
OG0001504	Aegilops_tauschii|LOC109779053	Triticum_turgidum|TRITD_2Bv1G005880, Triticum_turgidum|TRITD_2Av1G004960
OG0001504	Aegilops_tauschii|LOC120973312	Triticum_turgidum|TRITD_2Bv1G007260, Triticum_turgidum|TRITD_2Av1G006150
OG0001505	Aegilops_tauschii|LOC109768392	Triticum_turgidum|TRITD_3Av1G276770, Triticum_turgidum|TRITD_3Bv1G272920
OG0001505	Aegilops_tauschii|LOC109748315	Triticum_turgidum|TRITD_3Av1G277080
OG0001506	Aegilops_tauschii|LOC109777192	Triticum_turgidum|TRITD_3Av1G126110, Triticum_turgidum|TRITD_3Bv1G114500
OG0001506	Aegilops_tauschii|LOC109731455	Triticum_turgidum|TRITD_3Av1G015060
OG0001506	Aegilops_tauschii|LOC109731456	Triticum_turgidum|TRITD_3Bv1G019050
OG0001509	Aegilops_tauschii|LOC109787126	Triticum_turgidum|TRITD_3Av1G266030
OG0001509	Aegilops_tauschii|LOC109787130	Triticum_turgidum|TRITD_3Bv1G260310
OG0001510	Aegilops_tauschii|LOC109781015	Triticum_turgidum|TRITD_3Bv1G259570, Triticum_turgidum|TRITD_3Av1G265170
OG0001511	Aegilops_tauschii|LOC109738298	Triticum_turgidum|TRITD_4Av1G068370
OG0001511	Aegilops_tauschii|LOC109774512	Triticum_turgidum|TRITD_3Bv1G193230, Triticum_turgidum|TRITD_3Av1G209900
OG0001514	Aegilops_tauschii|LOC109747167	Triticum_turgidum|TRITD_5Bv1G235390, Triticum_turgidum|TRITD_4Av1G226110
OG0001514	Aegilops_tauschii|LOC109738797	Triticum_turgidum|TRITD_4Av1G227200, Triticum_turgidum|TRITD_4Bv1G178980
OG0001515	Aegilops_tauschii|LOC109779073	Triticum_turgidum|TRITD_4Bv1G162030
OG0001517	Aegilops_tauschii|LOC120963145	Triticum_turgidum|TRITD_4Bv1G191560
OG0001518	Aegilops_tauschii|LOC109763243	Triticum_turgidum|TRITD_5Av1G166520
OG0001518	Aegilops_tauschii|LOC109772610	Triticum_turgidum|TRITD_4Av1G020140
OG0001519	Aegilops_tauschii|LOC109757010	Triticum_turgidum|TRITD_4Bv1G017340
OG0001520	Aegilops_tauschii|LOC109744886, Aegilops_tauschii|LOC109737566	Triticum_turgidum|TRITD_4Av1G241150, Triticum_turgidum|TRITD_7Av1G020330
OG0001520	Aegilops_tauschii|LOC109733291	Triticum_turgidum|TRITD_4Av1G025010
OG0001521	Aegilops_tauschii|LOC120966431	Triticum_turgidum|TRITD_4Bv1G000790
OG0001521	Aegilops_tauschii|LOC109787570	Triticum_turgidum|TRITD_5Bv1G019660
OG0001522	Aegilops_tauschii|LOC109761806	Triticum_turgidum|TRITD_4Av1G204310
OG0001523	Aegilops_tauschii|LOC109753394	Triticum_turgidum|TRITD_6Bv1G055440
OG0001523	Aegilops_tauschii|LOC109732886	Triticum_turgidum|TRITD_6Bv1G041420, Triticum_turgidum|TRITD_4Av1G004270
OG0001523	Aegilops_tauschii|LOC109732892	Triticum_turgidum|TRITD_6Bv1G041400
OG0001524	Aegilops_tauschii|LOC109741117, Aegilops_tauschii|LOC109760995	Triticum_turgidum|TRITD_4Av1G020950
OG0001524	Aegilops_tauschii|LOC109784773	Triticum_turgidum|TRITD_4Av1G020890, Triticum_turgidum|TRITD_4Bv1G149270, Triticum_turgidum|TRITD_4Bv1G149330
OG0001525	Aegilops_tauschii|LOC109754393, Aegilops_tauschii|LOC109732802, Aegilops_tauschii|LOC109764468, Aegilops_tauschii|LOC109764482, Aegilops_tauschii|LOC109733086, Aegilops_tauschii|LOC109760825, Aegilops_tauschii|LOC109784447, Aegilops_tauschii|LOC109744019, Aegilops_tauschii|LOC120964543, Aegilops_tauschii|LOC109764296, Aegilops_tauschii|LOC109755523, Aegilops_tauschii|LOC109769147, Aegilops_tauschii|LOC109767377, Aegilops_tauschii|LOC109787343, Aegilops_tauschii|LOC109732468, Aegilops_tauschii|LOC109767504, Aegilops_tauschii|LOC109773185, Aegilops_tauschii|LOC109757130, Aegilops_tauschii|LOC109749237	Triticum_turgidum|TRITD_7Bv1G155250
OG0001526	Aegilops_tauschii|LOC109747137	Triticum_turgidum|TRITD_5Bv1G180570
OG0001527	Aegilops_tauschii|LOC109741516	Triticum_turgidum|TRITD_5Av1G023230, Triticum_turgidum|TRITD_5Bv1G027030
OG0001528	Aegilops_tauschii|LOC109783771	Triticum_turgidum|TRITD_5Av1G035150
OG0001530	Aegilops_tauschii|LOC109759122	Triticum_turgidum|TRITD_5Av1G189260
OG0001531	Aegilops_tauschii|LOC109779529	Triticum_turgidum|TRITD_5Av1G150030
OG0001531	Aegilops_tauschii|LOC109763254	Triticum_turgidum|TRITD_5Bv1G138540, Triticum_turgidum|TRITD_5Av1G149030
OG0001532	Aegilops_tauschii|LOC109773782	Triticum_turgidum|TRITD_5Bv1G245430
OG0001532	Aegilops_tauschii|LOC109736141	Triticum_turgidum|TRITD_5Bv1G245470
OG0001533	Aegilops_tauschii|LOC109733210, Aegilops_tauschii|LOC109736311, Aegilops_tauschii|LOC109757973, Aegilops_tauschii|LOC109779177, Aegilops_tauschii|LOC109778005, Aegilops_tauschii|LOC109758807, Aegilops_tauschii|LOC109744541, Aegilops_tauschii|LOC120963579	Triticum_turgidum|TRITD_5Bv1G134580
OG0001534	Aegilops_tauschii|LOC109780572, Aegilops_tauschii|LOC109749007	Triticum_turgidum|TRITD_5Av1G005750
OG0001535	Aegilops_tauschii|LOC109783103	Triticum_turgidum|TRITD_6Bv1G064210
OG0001535	Aegilops_tauschii|LOC109772274, Aegilops_tauschii|LOC109772321	Triticum_turgidum|TRITD_5Bv1G185250
OG0001536	Aegilops_tauschii|LOC109749128	Triticum_turgidum|TRITD_5Av1G182780
OG0001537	Aegilops_tauschii|LOC109770532	Triticum_turgidum|TRITD_5Bv1G223900
OG0001537	Aegilops_tauschii|LOC109743968	Triticum_turgidum|TRITD_7Av1G027200, Triticum_turgidum|TRITD_4Av1G233190
OG0001539	Aegilops_tauschii|LOC109768298	Triticum_turgidum|TRITD_5Av1G219840
OG0001539	Aegilops_tauschii|LOC109758463	Triticum_turgidum|TRITD_5Av1G219770, Triticum_turgidum|TRITD_5Bv1G217510
OG0001540	Aegilops_tauschii|LOC109743485	Triticum_turgidum|TRITD_5Bv1G203090
OG0001540	Aegilops_tauschii|LOC109731973	Triticum_turgidum|TRITD_7Av1G201800
OG0001541	Aegilops_tauschii|LOC109758210	Triticum_turgidum|TRITD_6Bv1G223780
OG0001541	Aegilops_tauschii|LOC109753050	Triticum_turgidum|TRITD_6Bv1G223820, Triticum_turgidum|TRITD_6Av1G223540
OG0001543	Aegilops_tauschii|LOC109747329	Triticum_turgidum|TRITD_6Bv1G193210
OG0001543	Aegilops_tauschii|LOC109784300	Triticum_turgidum|TRITD_6Av1G198670, Triticum_turgidum|TRITD_6Bv1G193250
OG0001545	Aegilops_tauschii|LOC109754197	Triticum_turgidum|TRITD_7Bv1G037700
OG0001545	Aegilops_tauschii|LOC109758122	Triticum_turgidum|TRITD_6Bv1G178170
OG0001546	Aegilops_tauschii|LOC109784782	Triticum_turgidum|TRITD_6Bv1G075160, Triticum_turgidum|TRITD_6Av1G069780
OG0001546	Aegilops_tauschii|LOC109736598	Triticum_turgidum|TRITD_7Av1G215770
OG0001548	Aegilops_tauschii|LOC109779866, Aegilops_tauschii|LOC109779874, Aegilops_tauschii|LOC109779867, Aegilops_tauschii|LOC109779875, Aegilops_tauschii|LOC109779869	Triticum_turgidum|TRITD_6Bv1G219950
OG0001548	Aegilops_tauschii|LOC109779873	Triticum_turgidum|TRITD_6Bv1G220080
OG0001549	Aegilops_tauschii|LOC109739887	Triticum_turgidum|TRITD_6Av1G214280
OG0001549	Aegilops_tauschii|LOC109777717	Triticum_turgidum|TRITD_6Bv1G212780
OG0001551	Aegilops_tauschii|LOC109784433	Triticum_turgidum|TRITD_6Bv1G056720, Triticum_turgidum|TRITD_6Av1G044290
OG0001551	Aegilops_tauschii|LOC109771664	Triticum_turgidum|TRITD_7Bv1G187050
OG0001554	Aegilops_tauschii|LOC120969214	Triticum_turgidum|TRITD_7Bv1G228600
OG0001558	Aegilops_tauschii|LOC109732475	Triticum_turgidum|TRITD_7Av1G013780
OG0001558	Aegilops_tauschii|LOC109756038	Triticum_turgidum|TRITD_7Bv1G138820
OG0001559	Aegilops_tauschii|LOC109768229	Triticum_turgidum|TRITD_7Bv1G006840
OG0001560	Aegilops_tauschii|LOC109776352	Triticum_turgidum|TRITD_7Av1G261290
OG0001560	Aegilops_tauschii|LOC109776350	Triticum_turgidum|TRITD_7Bv1G211140
OG0001561	Aegilops_tauschii|LOC109780023	Triticum_turgidum|TRITD_7Av1G054800
OG0001561	Aegilops_tauschii|LOC109756152	Triticum_turgidum|TRITD_7Bv1G030610
