Orthogroup	Aegilops_tauschii	Triticum_aestivum
OG0000902	Aegilops_tauschii|LOC109755433	Triticum_aestivum|TraesCS5A03G1198400, Triticum_aestivum|TraesCS4B03G0886000, Triticum_aestivum|TraesCS4B03G0886300, Triticum_aestivum|TraesCS4D03G0783600
OG0000902	Aegilops_tauschii|LOC109776515	Triticum_aestivum|TraesCS3D03G1115800
OG0000902	Aegilops_tauschii|LOC109732328	Triticum_aestivum|TraesCS3A03G1124400, Triticum_aestivum|TraesCS3D03G1047900
OG0000903	Aegilops_tauschii|LOC109744118	Triticum_aestivum|TraesCS7D03G1173600
OG0000903	Aegilops_tauschii|LOC109764294	Triticum_aestivum|TraesCS5B03G0780900
OG0000903	Aegilops_tauschii|LOC109760587	Triticum_aestivum|TraesCS3D03G0059300
OG0000904	Aegilops_tauschii|LOC109777484	Triticum_aestivum|TraesCS3A03G0241100, Triticum_aestivum|TraesCS3A03G0241200, Triticum_aestivum|TraesCS3A03G0241500, Triticum_aestivum|TraesCS3D03G0233600
OG0000904	Aegilops_tauschii|LOC109737263	Triticum_aestivum|TraesCS7D03G0129700, Triticum_aestivum|TraesCS7D03G0130000
OG0000904	Aegilops_tauschii|LOC109737266	Triticum_aestivum|TraesCS7D03G0130100
OG0000905	Aegilops_tauschii|LOC109736509	Triticum_aestivum|TraesCS7D03G0339000
OG0000905	Aegilops_tauschii|LOC109768410	Triticum_aestivum|TraesCS7D03G0340400
OG0000905	Aegilops_tauschii|LOC109753355	Triticum_aestivum|TraesCS7D03G0340600
OG0000905	Aegilops_tauschii|LOC109777634	Triticum_aestivum|TraesCS7A03G0351500
OG0000905	Aegilops_tauschii|LOC109769365	Triticum_aestivum|TraesCS3B03G0891500, Triticum_aestivum|TraesCS3D03G0715200
OG0000906	Aegilops_tauschii|LOC109753112	Triticum_aestivum|TraesCS7B03G0735100, Triticum_aestivum|TraesCS7D03G0857900
OG0000906	Aegilops_tauschii|LOC109746157	Triticum_aestivum|TraesCS3A03G0556600, Triticum_aestivum|TraesCS3D03G0518100
OG0000906	Aegilops_tauschii|LOC109772007	Triticum_aestivum|TraesCS6A03G0472400, Triticum_aestivum|TraesCS6D03G0411400
OG0000907	Aegilops_tauschii|LOC109737515	Triticum_aestivum|TraesCS3A03G1018800, Triticum_aestivum|TraesCS3D03G0946400
OG0000907	Aegilops_tauschii|LOC109743379	Triticum_aestivum|TraesCS5A03G1279700, Triticum_aestivum|TraesCS4D03G0840000
OG0000907	Aegilops_tauschii|LOC109782399	Triticum_aestivum|TraesCS4B03G0978100, Triticum_aestivum|TraesCS4D03G0841400, Triticum_aestivum|TraesCS3B03G1419000, Triticum_aestivum|TraesCS5A03G1280400
OG0000908	Aegilops_tauschii|LOC109754891	Triticum_aestivum|TraesCS7D03G0124200
OG0000908	Aegilops_tauschii|LOC109785759	Triticum_aestivum|TraesCS7D03G0124100
OG0000908	Aegilops_tauschii|LOC109738956	Triticum_aestivum|TraesCS3B03G0317900, Triticum_aestivum|TraesCS3D03G0241900
OG0000908	Aegilops_tauschii|LOC109739153	Triticum_aestivum|TraesCS3D03G0242200
OG0000909	Aegilops_tauschii|LOC120972446, Aegilops_tauschii|LOC120975968, Aegilops_tauschii|LOC120967389, Aegilops_tauschii|LOC120969111, Aegilops_tauschii|LOC109733889, Aegilops_tauschii|LOC120974417, Aegilops_tauschii|LOC120973470, Aegilops_tauschii|LOC120967903, Aegilops_tauschii|LOC120967431	Triticum_aestivum|TraesCS2B03G0301700, Triticum_aestivum|TraesCS7A03G0637500, Triticum_aestivum|TraesCS4A03G0871700
OG0000910	Aegilops_tauschii|LOC109738695	Triticum_aestivum|TraesCS4B03G0796200, Triticum_aestivum|TraesCS4A03G1005600, Triticum_aestivum|TraesCS4D03G0712400
OG0000910	Aegilops_tauschii|LOC109738668	Triticum_aestivum|TraesCS4D03G0712100
OG0000910	Aegilops_tauschii|LOC109738685, Aegilops_tauschii|LOC109738675	Triticum_aestivum|TraesCS4D03G0712200
OG0000911	Aegilops_tauschii|LOC109753885	Triticum_aestivum|TraesCS4B03G0109700, Triticum_aestivum|TraesCS4D03G0092800, Triticum_aestivum|TraesCS4A03G0686400
OG0000911	Aegilops_tauschii|LOC109742643	Triticum_aestivum|TraesCS4D03G0054000, Triticum_aestivum|TraesCS4A03G0718800
OG0000912	Aegilops_tauschii|LOC109748250	Triticum_aestivum|TraesCS4D03G0138500
OG0000912	Aegilops_tauschii|LOC109762227	Triticum_aestivum|TraesCS4D03G0037800
OG0000912	Aegilops_tauschii|LOC109753212	Triticum_aestivum|TraesCS4A03G0099900, Triticum_aestivum|TraesCS4D03G0606000, Triticum_aestivum|TraesCS4B03G0679500
OG0000913	Aegilops_tauschii|LOC109748656	Triticum_aestivum|TraesCS4B03G0259700, Triticum_aestivum|TraesCS4A03G0558700, Triticum_aestivum|TraesCS4D03G0222300
OG0000913	Aegilops_tauschii|LOC109748654	Triticum_aestivum|TraesCS4D03G0222100
OG0000914	Aegilops_tauschii|LOC109733611	Triticum_aestivum|TraesCS4D03G0320600
OG0000914	Aegilops_tauschii|LOC109773246	Triticum_aestivum|TraesCS5D03G0841300
OG0000914	Aegilops_tauschii|LOC109741716	Triticum_aestivum|TraesCS4D03G0291400
OG0000915	Aegilops_tauschii|LOC109772192	Triticum_aestivum|TraesCS4D03G0739000
OG0000915	Aegilops_tauschii|LOC109772193	Triticum_aestivum|TraesCS4D03G0738900
OG0000916	Aegilops_tauschii|LOC109776012	Triticum_aestivum|TraesCS5A03G1173100, Triticum_aestivum|TraesCS4D03G0756900
OG0000916	Aegilops_tauschii|LOC109776011	Triticum_aestivum|TraesCS4D03G0756800
OG0000917	Aegilops_tauschii|LOC109747448	Triticum_aestivum|TraesCS4A03G0065100, Triticum_aestivum|TraesCS4D03G0642700, Triticum_aestivum|TraesCS4B03G0721800
OG0000917	Aegilops_tauschii|LOC109775722	Triticum_aestivum|TraesCS1A03G0995100, Triticum_aestivum|TraesCS5D03G1150900
OG0000917	Aegilops_tauschii|LOC109775721	Triticum_aestivum|TraesCS5B03G1281700, Triticum_aestivum|TraesCS5D03G1150800
OG0000918	Aegilops_tauschii|LOC109774355	Triticum_aestivum|TraesCS4A03G0770100, Triticum_aestivum|TraesCSU03G0073500
OG0000918	Aegilops_tauschii|LOC109753693	Triticum_aestivum|TraesCS5D03G0721700
OG0000919	Aegilops_tauschii|LOC109746715	Triticum_aestivum|TraesCS4D03G0249600
OG0000919	Aegilops_tauschii|LOC109769940	Triticum_aestivum|TraesCS5D03G0376500
OG0000919	Aegilops_tauschii|LOC109773140	Triticum_aestivum|TraesCS4A03G0503500, Triticum_aestivum|TraesCS4D03G0253500
OG0000920	Aegilops_tauschii|LOC120965044	Triticum_aestivum|TraesCS5B03G1239600, Triticum_aestivum|TraesCS5D03G1116500
OG0000920	Aegilops_tauschii|LOC109771544	Triticum_aestivum|TraesCS5D03G1117300
OG0000920	Aegilops_tauschii|LOC109771543	Triticum_aestivum|TraesCS5B03G1240000, Triticum_aestivum|TraesCS4A03G0892700, Triticum_aestivum|TraesCS5D03G1117400
OG0000920	Aegilops_tauschii|LOC109744800	Triticum_aestivum|TraesCS5D03G1116700
OG0000921	Aegilops_tauschii|LOC109743488	Triticum_aestivum|TraesCS5D03G0906700
OG0000921	Aegilops_tauschii|LOC109743490	Triticum_aestivum|TraesCS5D03G0906500
OG0000921	Aegilops_tauschii|LOC109743486	Triticum_aestivum|TraesCS5A03G0951600, Triticum_aestivum|TraesCS5B03G1000500, Triticum_aestivum|TraesCS5D03G0906800
OG0000922	Aegilops_tauschii|LOC109743583	Triticum_aestivum|TraesCS5A03G0866200
OG0000922	Aegilops_tauschii|LOC109743594	Triticum_aestivum|TraesCS5A03G0865700, Triticum_aestivum|TraesCS5B03G0910800
OG0000922	Aegilops_tauschii|LOC109743592	Triticum_aestivum|TraesCS5D03G0830000
OG0000922	Aegilops_tauschii|LOC109743593	Triticum_aestivum|TraesCS5D03G0829800
OG0000922	Aegilops_tauschii|LOC109743591	Triticum_aestivum|TraesCS5B03G0910600
OG0000923	Aegilops_tauschii|LOC109777430	Triticum_aestivum|TraesCS5A03G0239500
OG0000923	Aegilops_tauschii|LOC109777430	Triticum_aestivum|TraesCS5D03G0252500
OG0000923	Aegilops_tauschii|LOC109759200	Triticum_aestivum|TraesCS5A03G0239100, Triticum_aestivum|TraesCS5D03G0251600
OG0000923	Aegilops_tauschii|LOC109759198	Triticum_aestivum|TraesCS5B03G0258300
OG0000923	Aegilops_tauschii|LOC109759198	Triticum_aestivum|TraesCS5D03G0253900
OG0000924	Aegilops_tauschii|LOC109733205	Triticum_aestivum|TraesCS5B03G0023400, Triticum_aestivum|TraesCS5D03G0039000
OG0000924	Aegilops_tauschii|LOC109733206	Triticum_aestivum|TraesCS5D03G0039300
OG0000924	Aegilops_tauschii|LOC109782385	Triticum_aestivum|TraesCS4D03G0031600
OG0000925	Aegilops_tauschii|LOC109784074	Triticum_aestivum|TraesCS5D03G0969700
OG0000925	Aegilops_tauschii|LOC109762498	Triticum_aestivum|TraesCS5D03G0969900
OG0000925	Aegilops_tauschii|LOC109762485	Triticum_aestivum|TraesCS5A03G1027300
OG0000926	Aegilops_tauschii|LOC109733227	Triticum_aestivum|TraesCS5A03G0623300, Triticum_aestivum|TraesCS5D03G0591500
OG0000926	Aegilops_tauschii|LOC109750998	Triticum_aestivum|TraesCS5D03G0615200
OG0000926	Aegilops_tauschii|LOC109733214	Triticum_aestivum|TraesCS5A03G0623600, Triticum_aestivum|TraesCS5D03G0592100
OG0000927	Aegilops_tauschii|LOC109754584	Triticum_aestivum|TraesCS5D03G1109300
OG0000927	Aegilops_tauschii|LOC109781417	Triticum_aestivum|TraesCS5D03G1108400
OG0000927	Aegilops_tauschii|LOC109781415	Triticum_aestivum|TraesCS5B03G1231500, Triticum_aestivum|TraesCS5D03G1109000
OG0000927	Aegilops_tauschii|LOC109754585	Triticum_aestivum|TraesCS4A03G0902100
OG0000928	Aegilops_tauschii|LOC109779848	Triticum_aestivum|TraesCS5D03G0432900, Triticum_aestivum|TraesCS5B03G0464200, Triticum_aestivum|TraesCS5A03G0469300
OG0000928	Aegilops_tauschii|LOC109786077	Triticum_aestivum|TraesCS5A03G0648100, Triticum_aestivum|TraesCS5B03G0673400, Triticum_aestivum|TraesCS5D03G0614500
OG0000928	Aegilops_tauschii|LOC109742833	Triticum_aestivum|TraesCS7D03G0538000
OG0000929	Aegilops_tauschii|LOC109772031	Triticum_aestivum|TraesCS3B03G0937300, Triticum_aestivum|TraesCS5B03G0547200, Triticum_aestivum|TraesCS5D03G0499600
OG0000929	Aegilops_tauschii|LOC109750610	Triticum_aestivum|TraesCS5A03G0327400, Triticum_aestivum|TraesCS5B03G0315800, Triticum_aestivum|TraesCS5D03G0318600
OG0000929	Aegilops_tauschii|LOC109784254	Triticum_aestivum|TraesCS5B03G1190200, Triticum_aestivum|TraesCS5A03G1123300, Triticum_aestivum|TraesCS5D03G1076600
OG0000930	Aegilops_tauschii|LOC109747018	Triticum_aestivum|TraesCS1D03G0844000
OG0000931	Aegilops_tauschii|LOC109762840	Triticum_aestivum|TraesCS6D03G0052200
OG0000931	Aegilops_tauschii|LOC109762839	Triticum_aestivum|TraesCS6D03G0052000
OG0000931	Aegilops_tauschii|LOC109762837	Triticum_aestivum|TraesCS6A03G0050900, Triticum_aestivum|TraesCS6D03G0051700
OG0000931	Aegilops_tauschii|LOC109762838	Triticum_aestivum|TraesCS6B03G0071700, Triticum_aestivum|TraesCS6D03G0051900, Triticum_aestivum|TraesCS6A03G0051000
OG0000932	Aegilops_tauschii|LOC109740979	Triticum_aestivum|TraesCS6A03G0866800, Triticum_aestivum|TraesCS6B03G1038100
OG0000932	Aegilops_tauschii|LOC109783729	Triticum_aestivum|TraesCS7D03G0137100
OG0000932	Aegilops_tauschii|LOC109779221	Triticum_aestivum|TraesCS7A03G0388200, Triticum_aestivum|TraesCS7D03G0375600
OG0000933	Aegilops_tauschii|LOC109759646	Triticum_aestivum|TraesCS7D03G1252000
OG0000933	Aegilops_tauschii|LOC109778985	Triticum_aestivum|TraesCS7B03G0764900
OG0000933	Aegilops_tauschii|LOC109778985	Triticum_aestivum|TraesCS7D03G0883800
OG0000934	Aegilops_tauschii|LOC109745882	Triticum_aestivum|TraesCS6B03G0025200
OG0000934	Aegilops_tauschii|LOC109745879	Triticum_aestivum|TraesCS6D03G0017900
OG0000934	Aegilops_tauschii|LOC109745877	Triticum_aestivum|TraesCS6D03G0018200, Triticum_aestivum|TraesCS6A03G0011500
OG0000934	Aegilops_tauschii|LOC109745875	Triticum_aestivum|TraesCS6D03G0018400
OG0000934	Aegilops_tauschii|LOC109745876	Triticum_aestivum|TraesCS6D03G0018300
OG0000935	Aegilops_tauschii|LOC120969368	Triticum_aestivum|TraesCS6A03G0182800, Triticum_aestivum|TraesCS6D03G0154300, Triticum_aestivum|TraesCS6B03G0262400, Triticum_aestivum|TraesCS6B03G0262600, Triticum_aestivum|TraesCS6D03G0154100, Triticum_aestivum|TraesCS6A03G0183300, Triticum_aestivum|TraesCS6A03G0183200, Triticum_aestivum|TraesCS7B03G1055400, Triticum_aestivum|TraesCS7A03G1183900, Triticum_aestivum|TraesCS7A03G0852500, Triticum_aestivum|TraesCS5B03G0827300, Triticum_aestivum|TraesCS5D03G0751100, Triticum_aestivum|TraesCS5A03G0795100, Triticum_aestivum|TraesCS7D03G0784800, Triticum_aestivum|TraesCS7B03G0658500
OG0000936	Aegilops_tauschii|LOC109755312	Triticum_aestivum|TraesCS7B03G0072500, Triticum_aestivum|TraesCS7D03G0282400
OG0000936	Aegilops_tauschii|LOC109755311	Triticum_aestivum|TraesCS7D03G0282500, Triticum_aestivum|TraesCS7B03G0073200
OG0000936	Aegilops_tauschii|LOC109755298	Triticum_aestivum|TraesCS7D03G0281600
OG0000937	Aegilops_tauschii|LOC109773371	Triticum_aestivum|TraesCS7D03G1085400
OG0000937	Aegilops_tauschii|LOC109764493	Triticum_aestivum|TraesCS7D03G1085500, Triticum_aestivum|TraesCS7A03G1139100
OG0000937	Aegilops_tauschii|LOC109764491	Triticum_aestivum|TraesCS7B03G1002600, Triticum_aestivum|TraesCS7D03G1085800
OG0000938	Aegilops_tauschii|LOC109754143	Triticum_aestivum|TraesCS7D03G0420200, Triticum_aestivum|TraesCS7A03G0432500
OG0000938	Aegilops_tauschii|LOC109754141	Triticum_aestivum|TraesCS7D03G0420100
OG0000938	Aegilops_tauschii|LOC109754137	Triticum_aestivum|TraesCS7B03G0240500, Triticum_aestivum|TraesCS7D03G0420000
OG0000939	Aegilops_tauschii|LOC109736526	Triticum_aestivum|TraesCS7A03G0957700, Triticum_aestivum|TraesCS7D03G0922800
OG0000939	Aegilops_tauschii|LOC109736531	Triticum_aestivum|TraesCS7B03G0801400, Triticum_aestivum|TraesCS7A03G0958500, Triticum_aestivum|TraesCS7D03G0923200
OG0000939	Aegilops_tauschii|LOC109736532	Triticum_aestivum|TraesCS7D03G0923000
OG0000940	Aegilops_tauschii|LOC109738781	Triticum_aestivum|TraesCS7D03G0242000, Triticum_aestivum|TraesCS7B03G0022700
OG0000940	Aegilops_tauschii|LOC109738780	Triticum_aestivum|TraesCS7B03G0023000, Triticum_aestivum|TraesCS7A03G0264700, Triticum_aestivum|TraesCS7D03G0242400
OG0000940	Aegilops_tauschii|LOC109757515	Triticum_aestivum|TraesCS5B03G0003700, Triticum_aestivum|TraesCS5D03G0003600
OG0000941	Aegilops_tauschii|LOC109747678	Triticum_aestivum|TraesCS7D03G0062700
OG0000941	Aegilops_tauschii|LOC109774181, Aegilops_tauschii|LOC109738660	Triticum_aestivum|TraesCS7D03G0062200, Triticum_aestivum|TraesCS7A03G0066100, Triticum_aestivum|TraesCS4A03G1151800
OG0000941	Aegilops_tauschii|LOC109785455	Triticum_aestivum|TraesCS7D03G0062500
OG0000941	Aegilops_tauschii|LOC109738788	Triticum_aestivum|TraesCS7A03G0066300
OG0000943	Aegilops_tauschii|LOC120963361, Aegilops_tauschii|LOC120972711, Aegilops_tauschii|LOC120972658	Triticum_aestivum|TraesCS1D03G0493700
OG0000944	Aegilops_tauschii|LOC109740907	Triticum_aestivum|TraesCS3D03G0702500
OG0000944	Aegilops_tauschii|LOC109743076	Triticum_aestivum|TraesCS1B03G0935000, Triticum_aestivum|TraesCS1A03G0811100
OG0000944	Aegilops_tauschii|LOC109743067	Triticum_aestivum|TraesCS1D03G0780600
OG0000946	Aegilops_tauschii|LOC109752468	Triticum_aestivum|TraesCS2D03G0051000
OG0000946	Aegilops_tauschii|LOC109739375	Triticum_aestivum|TraesCS2B03G0114500, Triticum_aestivum|TraesCS2A03G0126800, Triticum_aestivum|TraesCS2D03G0121700
OG0000947	Aegilops_tauschii|LOC109732365	Triticum_aestivum|TraesCS3B03G1297600, Triticum_aestivum|TraesCS3A03G1120800
OG0000947	Aegilops_tauschii|LOC109744428	Triticum_aestivum|TraesCS3B03G0913800, Triticum_aestivum|TraesCS3D03G0731900
OG0000947	Aegilops_tauschii|LOC109783732	Triticum_aestivum|TraesCS1D03G0742300
OG0000949	Aegilops_tauschii|LOC109745697	Triticum_aestivum|TraesCS1D03G0446000
OG0000949	Aegilops_tauschii|LOC109745693	Triticum_aestivum|TraesCS1A03G0453500, Triticum_aestivum|TraesCS1D03G0446600
OG0000949	Aegilops_tauschii|LOC109745694	Triticum_aestivum|TraesCS1D03G0446400
OG0000950	Aegilops_tauschii|LOC109741987	Triticum_aestivum|TraesCS1D03G0048900, Triticum_aestivum|TraesCS1A03G0059400
OG0000950	Aegilops_tauschii|LOC109748223	Triticum_aestivum|TraesCS1D03G0033200
OG0000951	Aegilops_tauschii|LOC109764281	Triticum_aestivum|TraesCS1B03G0289400, Triticum_aestivum|TraesCS1A03G0214400, Triticum_aestivum|TraesCS1A03G0214500, Triticum_aestivum|TraesCS1B03G0289600, Triticum_aestivum|TraesCS1D03G0207700
OG0000951	Aegilops_tauschii|LOC109776361	Triticum_aestivum|TraesCS1D03G0209600
OG0000951	Aegilops_tauschii|LOC109785467, Aegilops_tauschii|LOC109785471	Triticum_aestivum|TraesCS7A03G0046900
OG0000953	Aegilops_tauschii|LOC109783602	Triticum_aestivum|TraesCS1A03G0061000, Triticum_aestivum|TraesCS1D03G0054800, Triticum_aestivum|TraesCS1A03G0066200
OG0000953	Aegilops_tauschii|LOC109747726	Triticum_aestivum|TraesCS1B03G0071400, Triticum_aestivum|TraesCS1A03G0065900, Triticum_aestivum|TraesCS1A03G0065300
OG0000953	Aegilops_tauschii|LOC109747723	Triticum_aestivum|TraesCS1B03G0068600, Triticum_aestivum|TraesCS1D03G0053300
OG0000953	Aegilops_tauschii|LOC109747724	Triticum_aestivum|TraesCS1D03G0054900
OG0000954	Aegilops_tauschii|LOC109764044	Triticum_aestivum|TraesCS7D03G1093400, Triticum_aestivum|TraesCS7B03G1009400
OG0000954	Aegilops_tauschii|LOC109748724	Triticum_aestivum|TraesCS1A03G0778700, Triticum_aestivum|TraesCS1D03G0745400
OG0000954	Aegilops_tauschii|LOC109741820	Triticum_aestivum|TraesCS6B03G0478800, Triticum_aestivum|TraesCS6A03G0385100
OG0000956	Aegilops_tauschii|LOC120971991, Aegilops_tauschii|LOC109742684	Triticum_aestivum|TraesCS2D03G0059700
OG0000958	Aegilops_tauschii|LOC109763246	Triticum_aestivum|TraesCS2A03G0202100, Triticum_aestivum|TraesCS3B03G0911400, Triticum_aestivum|TraesCS7B03G1128200
OG0000959	Aegilops_tauschii|LOC109781471	Triticum_aestivum|TraesCS1D03G0872000
OG0000959	Aegilops_tauschii|LOC109787026	Triticum_aestivum|TraesCS1D03G0760500
OG0000959	Aegilops_tauschii|LOC109783855	Triticum_aestivum|TraesCS1D03G0760100
OG0000960	Aegilops_tauschii|LOC109766712	Triticum_aestivum|TraesCS1A03G0574500, Triticum_aestivum|TraesCS1B03G0666600, Triticum_aestivum|TraesCS1D03G0547900
OG0000960	Aegilops_tauschii|LOC109763350	Triticum_aestivum|TraesCS2D03G1269200
OG0000960	Aegilops_tauschii|LOC109771174	Triticum_aestivum|TraesCS4B03G0428900, Triticum_aestivum|TraesCS4A03G0323800
OG0000962	Aegilops_tauschii|LOC109745525	Triticum_aestivum|TraesCS1A03G0188200, Triticum_aestivum|TraesCS1B03G0255400, Triticum_aestivum|TraesCS1D03G0182800
OG0000962	Aegilops_tauschii|LOC109771540	Triticum_aestivum|TraesCS4A03G0892100, Triticum_aestivum|TraesCS5D03G1118200
OG0000962	Aegilops_tauschii|LOC109740045	Triticum_aestivum|TraesCS3A03G0385200, Triticum_aestivum|TraesCS3B03G0492900, Triticum_aestivum|TraesCS3D03G0386700
OG0000963	Aegilops_tauschii|LOC109739151	Triticum_aestivum|TraesCS2D03G0341600
OG0000963	Aegilops_tauschii|LOC109777322	Triticum_aestivum|TraesCS3B03G0377100, Triticum_aestivum|TraesCS3A03G0305700
OG0000963	Aegilops_tauschii|LOC109787526	Triticum_aestivum|TraesCS1A03G0866000, Triticum_aestivum|TraesCS1B03G1005400
OG0000967	Aegilops_tauschii|LOC120961825	Triticum_aestivum|TraesCS1D03G1008000
OG0000967	Aegilops_tauschii|LOC109742677	Triticum_aestivum|TraesCS1D03G1007800, Triticum_aestivum|TraesCS1A03G1045200, Triticum_aestivum|TraesCS1A03G1045700, Triticum_aestivum|TraesCS1D03G1008500, Triticum_aestivum|TraesCS1B03G1244500
OG0000967	Aegilops_tauschii|LOC109742688	Triticum_aestivum|TraesCS1B03G1244200, Triticum_aestivum|TraesCS1D03G1007900
OG0000969	Aegilops_tauschii|LOC109747400	Triticum_aestivum|TraesCS4B03G0986000, Triticum_aestivum|TraesCS5A03G1286100
OG0000969	Aegilops_tauschii|LOC109739738	Triticum_aestivum|TraesCS4A03G0825100
OG0000969	Aegilops_tauschii|LOC109759736	Triticum_aestivum|TraesCS1B03G0521200, Triticum_aestivum|TraesCS1D03G0405500
OG0000970	Aegilops_tauschii|LOC109769232	Triticum_aestivum|TraesCS3A03G0208600, Triticum_aestivum|TraesCS3D03G0187100
OG0000970	Aegilops_tauschii|LOC109769231	Triticum_aestivum|TraesCS3D03G0187000
OG0000970	Aegilops_tauschii|LOC109742408	Triticum_aestivum|TraesCS3B03G0821300, Triticum_aestivum|TraesCS3D03G0658400, Triticum_aestivum|TraesCS3A03G0715800
OG0000971	Aegilops_tauschii|LOC120974798	Triticum_aestivum|TraesCS4B03G0885200
OG0000973	Aegilops_tauschii|LOC109742155	Triticum_aestivum|TraesCS2D03G0840400
OG0000973	Aegilops_tauschii|LOC109742152	Triticum_aestivum|TraesCS2D03G0840700
OG0000973	Aegilops_tauschii|LOC109742181	Triticum_aestivum|TraesCS2D03G0841300
OG0000974	Aegilops_tauschii|LOC109759486	Triticum_aestivum|TraesCS2D03G0145600
OG0000974	Aegilops_tauschii|LOC109748975	Triticum_aestivum|TraesCS2D03G0145400
OG0000974	Aegilops_tauschii|LOC109749248	Triticum_aestivum|TraesCS2D03G0145300, Triticum_aestivum|TraesCS2A03G0146400
OG0000975	Aegilops_tauschii|LOC109773650	Triticum_aestivum|TraesCS3B03G0390300, Triticum_aestivum|TraesCS3D03G0310300
OG0000976	Aegilops_tauschii|LOC109784083	Triticum_aestivum|TraesCS7B03G0307900
OG0000976	Aegilops_tauschii|LOC109772637	Triticum_aestivum|TraesCS6B03G1077800, Triticum_aestivum|TraesCS4B03G0335600, Triticum_aestivum|TraesCS6A03G0493400
OG0000976	Aegilops_tauschii|LOC109759287	Triticum_aestivum|TraesCS4B03G0736800
OG0000977	Aegilops_tauschii|LOC109744733	Triticum_aestivum|TraesCS7A03G0714700, Triticum_aestivum|TraesCS7B03G0504900, Triticum_aestivum|TraesCS7D03G0688600
OG0000977	Aegilops_tauschii|LOC109765686	Triticum_aestivum|TraesCS6B03G0619300
OG0000977	Aegilops_tauschii|LOC109731779	Triticum_aestivum|TraesCS2D03G0741000
OG0000978	Aegilops_tauschii|LOC109751222	Triticum_aestivum|TraesCS2D03G0020600
OG0000978	Aegilops_tauschii|LOC109766664	Triticum_aestivum|TraesCS6A03G0468800, Triticum_aestivum|TraesCS6D03G0391800
OG0000978	Aegilops_tauschii|LOC120974845	Triticum_aestivum|TraesCS2D03G0057200
OG0000979	Aegilops_tauschii|LOC109734662	Triticum_aestivum|TraesCS2A03G0645200
OG0000979	Aegilops_tauschii|LOC109734662	Triticum_aestivum|TraesCS2B03G0725400
OG0000979	Aegilops_tauschii|LOC109734662	Triticum_aestivum|TraesCS2D03G0603400
OG0000979	Aegilops_tauschii|LOC109731488	Triticum_aestivum|TraesCS2D03G0397100
OG0000979	Aegilops_tauschii|LOC109765256	Triticum_aestivum|TraesCS5D03G0272800, Triticum_aestivum|TraesCS5A03G0272500, Triticum_aestivum|TraesCS5B03G0276300
OG0000980	Aegilops_tauschii|LOC109764558	Triticum_aestivum|TraesCS6A03G0260600, Triticum_aestivum|TraesCS6B03G0350100
OG0000980	Aegilops_tauschii|LOC109747662	Triticum_aestivum|TraesCS2D03G0881000
OG0000980	Aegilops_tauschii|LOC109785654	Triticum_aestivum|TraesCS6A03G0258400, Triticum_aestivum|TraesCS6D03G0213700
OG0000980	Aegilops_tauschii|LOC109772962	Triticum_aestivum|TraesCS6D03G0213300
OG0000981	Aegilops_tauschii|LOC120974778	Triticum_aestivum|TraesCS2B03G1524700
OG0000981	Aegilops_tauschii|LOC120974777	Triticum_aestivum|TraesCS2D03G1288600, Triticum_aestivum|TraesCS2B03G1524400, Triticum_aestivum|TraesCS2A03G1321100, Triticum_aestivum|TraesCS2B03G1027500, Triticum_aestivum|TraesCS2D03G1288800
OG0000981	Aegilops_tauschii|LOC109775031	Triticum_aestivum|TraesCSU03G0112300
OG0000982	Aegilops_tauschii|LOC109760510	Triticum_aestivum|TraesCS2D03G0984000
OG0000982	Aegilops_tauschii|LOC109777382	Triticum_aestivum|TraesCS5A03G0671300, Triticum_aestivum|TraesCS5D03G0640800
OG0000982	Aegilops_tauschii|LOC109731941	Triticum_aestivum|TraesCS6D03G0603500
OG0000983	Aegilops_tauschii|LOC109779701	Triticum_aestivum|TraesCS2D03G0571700
OG0000983	Aegilops_tauschii|LOC109747186	Triticum_aestivum|TraesCS4D03G0404300
OG0000983	Aegilops_tauschii|LOC109770527	Triticum_aestivum|TraesCS5D03G0307400
OG0000984	Aegilops_tauschii|LOC109742148	Triticum_aestivum|TraesCS2D03G0837400
OG0000984	Aegilops_tauschii|LOC109735401	Triticum_aestivum|TraesCS4A03G0679400, Triticum_aestivum|TraesCS4B03G0116000, Triticum_aestivum|TraesCS4D03G0098300
OG0000984	Aegilops_tauschii|LOC109756155	Triticum_aestivum|TraesCS7A03G0172600, Triticum_aestivum|TraesCS7D03G0159800
OG0000985	Aegilops_tauschii|LOC109772788	Triticum_aestivum|TraesCS4B03G0930500, Triticum_aestivum|TraesCS5A03G1231900, Triticum_aestivum|TraesCS4D03G0814900
OG0000985	Aegilops_tauschii|LOC109767113, Aegilops_tauschii|LOC109733160	Triticum_aestivum|TraesCS4A03G0303300
OG0000985	Aegilops_tauschii|LOC109783076	Triticum_aestivum|TraesCS5A03G1293700, Triticum_aestivum|TraesCS4B03G0997100
OG0000986	Aegilops_tauschii|LOC109755654	Triticum_aestivum|TraesCS6D03G0793000
OG0000986	Aegilops_tauschii|LOC109743394	Triticum_aestivum|TraesCS5A03G0382200, Triticum_aestivum|TraesCS5D03G0355300, Triticum_aestivum|TraesCS5B03G0370000
OG0000986	Aegilops_tauschii|LOC109780089	Triticum_aestivum|TraesCS2D03G0146100
OG0000987	Aegilops_tauschii|LOC109785324	Triticum_aestivum|TraesCS2D03G0033800
