Orthogroup	Aegilops_tauschii	Hordeum_vulgare
OG0002517	Aegilops_tauschii|LOC109753494, Aegilops_tauschii|LOC109772744	Hordeum_vulgare|LOC123429324
OG0002517	Aegilops_tauschii|LOC109750229	Hordeum_vulgare|LOC123412900
OG0002518	Aegilops_tauschii|LOC109749232	Hordeum_vulgare|LOC123429363
OG0002518	Aegilops_tauschii|LOC109749233	Hordeum_vulgare|LOC123429364
OG0002519	Aegilops_tauschii|LOC109766283	Hordeum_vulgare|LOC123427067
OG0002519	Aegilops_tauschii|LOC109782663	Hordeum_vulgare|LOC123427065
OG0002520	Aegilops_tauschii|LOC120974673, Aegilops_tauschii|LOC109753368	Hordeum_vulgare|LOC123412726
OG0002521	Aegilops_tauschii|LOC109776524, Aegilops_tauschii|LOC120964872	Hordeum_vulgare|LOC123399747
OG0002521	Aegilops_tauschii|LOC109759834	Hordeum_vulgare|LOC123429691
OG0002522	Aegilops_tauschii|LOC109744469	Hordeum_vulgare|LOC123426650, Hordeum_vulgare|LOC123430248
OG0002523	Aegilops_tauschii|LOC109735678, Aegilops_tauschii|LOC109744608	Hordeum_vulgare|LOC123428491
OG0002524	Aegilops_tauschii|LOC109783079	Hordeum_vulgare|LOC123450033
OG0002524	Aegilops_tauschii|LOC109744975	Hordeum_vulgare|LOC123425805
OG0002525	Aegilops_tauschii|LOC109740366	Hordeum_vulgare|LOC123449144
OG0002525	Aegilops_tauschii|LOC109765369	Hordeum_vulgare|LOC123428021
OG0002528	Aegilops_tauschii|LOC109748827	Hordeum_vulgare|LOC123425579
OG0002528	Aegilops_tauschii|LOC109756982	Hordeum_vulgare|LOC123395485
OG0002529	Aegilops_tauschii|LOC109741799	Hordeum_vulgare|LOC123427520
OG0002529	Aegilops_tauschii|LOC109740636	Hordeum_vulgare|LOC123403306
OG0002530	Aegilops_tauschii|LOC109771848	Hordeum_vulgare|LOC123424702
OG0002530	Aegilops_tauschii|LOC109732797	Hordeum_vulgare|LOC123448711
OG0002531	Aegilops_tauschii|LOC109782088	Hordeum_vulgare|LOC123427707
OG0002531	Aegilops_tauschii|LOC109778970	Hordeum_vulgare|LOC123407371
OG0002533	Aegilops_tauschii|LOC109734350	Hordeum_vulgare|LOC123430455
OG0002533	Aegilops_tauschii|LOC109761550	Hordeum_vulgare|LOC123425117
OG0002534	Aegilops_tauschii|LOC109742973	Hordeum_vulgare|LOC123450075, Hordeum_vulgare|LOC123426238
OG0002535	Aegilops_tauschii|LOC109750213	Hordeum_vulgare|LOC123427246
OG0002535	Aegilops_tauschii|LOC109773176	Hordeum_vulgare|LOC123403591
OG0002536	Aegilops_tauschii|LOC109758749	Hordeum_vulgare|LOC123431295, Hordeum_vulgare|LOC123431296
OG0002537	Aegilops_tauschii|LOC109734850, Aegilops_tauschii|LOC109743342	Hordeum_vulgare|LOC123405090
OG0002537	Aegilops_tauschii|LOC109760703	Hordeum_vulgare|LOC123428576
OG0002538	Aegilops_tauschii|LOC109750037	Hordeum_vulgare|LOC123427570
OG0002538	Aegilops_tauschii|LOC109762529	Hordeum_vulgare|LOC123402445
OG0002539	Aegilops_tauschii|LOC109771506	Hordeum_vulgare|LOC123396743
OG0002539	Aegilops_tauschii|LOC109764457	Hordeum_vulgare|LOC123431261
OG0002540	Aegilops_tauschii|LOC109787314	Hordeum_vulgare|LOC123401124
OG0002540	Aegilops_tauschii|LOC109746557	Hordeum_vulgare|LOC123428372
OG0002541	Aegilops_tauschii|LOC109778248	Hordeum_vulgare|LOC123429493
OG0002541	Aegilops_tauschii|LOC109778247	Hordeum_vulgare|LOC123429494
OG0002542	Aegilops_tauschii|LOC109748055	Hordeum_vulgare|LOC123445610
OG0002542	Aegilops_tauschii|LOC109775994	Hordeum_vulgare|LOC123426730
OG0002543	Aegilops_tauschii|LOC109755412	Hordeum_vulgare|LOC123427405
OG0002543	Aegilops_tauschii|LOC109770526	Hordeum_vulgare|LOC123399268
OG0002544	Aegilops_tauschii|LOC109755155	Hordeum_vulgare|LOC123413461
OG0002544	Aegilops_tauschii|LOC109747619	Hordeum_vulgare|LOC123425352
OG0002545	Aegilops_tauschii|LOC109786374	Hordeum_vulgare|LOC123448582
OG0002545	Aegilops_tauschii|LOC109733176	Hordeum_vulgare|LOC123424924
OG0002546	Aegilops_tauschii|LOC109775240	Hordeum_vulgare|LOC123441890
OG0002547	Aegilops_tauschii|LOC109762150	Hordeum_vulgare|LOC123425104
OG0002548	Aegilops_tauschii|LOC109785844	Hordeum_vulgare|LOC123430832
OG0002548	Aegilops_tauschii|LOC109785970	Hordeum_vulgare|LOC123430833
OG0002550	Aegilops_tauschii|LOC109731413	Hordeum_vulgare|LOC123452934
OG0002553	Aegilops_tauschii|LOC109757612	Hordeum_vulgare|LOC123429858
OG0002553	Aegilops_tauschii|LOC109733977	Hordeum_vulgare|LOC123453086
OG0002554	Aegilops_tauschii|LOC109746427	Hordeum_vulgare|LOC123402365
OG0002554	Aegilops_tauschii|LOC109750720	Hordeum_vulgare|LOC123426768
OG0002555	Aegilops_tauschii|LOC109752124	Hordeum_vulgare|LOC123427203
OG0002555	Aegilops_tauschii|LOC120973594	Hordeum_vulgare|LOC123430496
OG0002556	Aegilops_tauschii|LOC109773472	Hordeum_vulgare|LOC123429522
OG0002556	Aegilops_tauschii|LOC109760401	Hordeum_vulgare|LOC123397665
OG0002557	Aegilops_tauschii|LOC109772887	Hordeum_vulgare|LOC123427459
OG0002557	Aegilops_tauschii|LOC109745161	Hordeum_vulgare|LOC123403935
OG0002558	Aegilops_tauschii|LOC109782048	Hordeum_vulgare|LOC123424528
OG0002558	Aegilops_tauschii|LOC109749722	Hordeum_vulgare|LOC123447875
OG0002559	Aegilops_tauschii|LOC109733440	Hordeum_vulgare|LOC123447952
OG0002559	Aegilops_tauschii|LOC109773536	Hordeum_vulgare|LOC123425158
OG0002560	Aegilops_tauschii|LOC109784165	Hordeum_vulgare|LOC123427809
OG0002561	Aegilops_tauschii|LOC109770711	Hordeum_vulgare|LOC123430864
OG0002561	Aegilops_tauschii|LOC109770710	Hordeum_vulgare|LOC123427898
OG0002562	Aegilops_tauschii|LOC109784718, Aegilops_tauschii|LOC109784712, Aegilops_tauschii|LOC109784715, Aegilops_tauschii|LOC109784717	Hordeum_vulgare|LOC123428121
OG0002564	Aegilops_tauschii|LOC109750212	Hordeum_vulgare|LOC123409140
OG0002565	Aegilops_tauschii|LOC109752767	Hordeum_vulgare|LOC123401382
OG0002565	Aegilops_tauschii|LOC109757116	Hordeum_vulgare|LOC123427051
OG0002566	Aegilops_tauschii|LOC109745129	Hordeum_vulgare|LOC123440641
OG0002566	Aegilops_tauschii|LOC109744225	Hordeum_vulgare|LOC123441981
OG0002567	Aegilops_tauschii|LOC109771719	Hordeum_vulgare|LOC123440424
OG0002567	Aegilops_tauschii|LOC109752203	Hordeum_vulgare|LOC123428832
OG0002568	Aegilops_tauschii|LOC109764681	Hordeum_vulgare|LOC123440216
OG0002568	Aegilops_tauschii|LOC109764680	Hordeum_vulgare|LOC123440215
OG0002569	Aegilops_tauschii|LOC109743908, Aegilops_tauschii|LOC109739398	Hordeum_vulgare|LOC123440579, Hordeum_vulgare|LOC123445005
OG0002570	Aegilops_tauschii|LOC120976156, Aegilops_tauschii|LOC109757998	Hordeum_vulgare|LOC123425668
OG0002571	Aegilops_tauschii|LOC109772769	Hordeum_vulgare|LOC123449930
OG0002571	Aegilops_tauschii|LOC109756844	Hordeum_vulgare|LOC123443473
OG0002572	Aegilops_tauschii|LOC109757076, Aegilops_tauschii|LOC109757000	Hordeum_vulgare|LOC123445331
OG0002573	Aegilops_tauschii|LOC109736105	Hordeum_vulgare|LOC123445624
OG0002573	Aegilops_tauschii|LOC109760310	Hordeum_vulgare|LOC123395111
OG0002574	Aegilops_tauschii|LOC120976946, Aegilops_tauschii|LOC120963589, Aegilops_tauschii|LOC120962647, Aegilops_tauschii|LOC120962635	Hordeum_vulgare|LOC123442064
OG0002575	Aegilops_tauschii|LOC109776032	Hordeum_vulgare|LOC123440109
OG0002575	Aegilops_tauschii|LOC109777459, Aegilops_tauschii|LOC109749590	Hordeum_vulgare|LOC123440108
OG0002576	Aegilops_tauschii|LOC109751200	Hordeum_vulgare|LOC123440833
OG0002578	Aegilops_tauschii|LOC109772398, Aegilops_tauschii|LOC109778508	Hordeum_vulgare|LOC123440609
OG0002579	Aegilops_tauschii|LOC109738275	Hordeum_vulgare|LOC123443341
OG0002579	Aegilops_tauschii|LOC109775965	Hordeum_vulgare|LOC123442378
OG0002580	Aegilops_tauschii|LOC109766749	Hordeum_vulgare|LOC123444694
OG0002580	Aegilops_tauschii|LOC109784768	Hordeum_vulgare|LOC123452951
OG0002581	Aegilops_tauschii|LOC109765051, Aegilops_tauschii|LOC109745713, Aegilops_tauschii|LOC109753782	Hordeum_vulgare|LOC123440275
OG0002582	Aegilops_tauschii|LOC109756149	Hordeum_vulgare|LOC123442604
OG0002583	Aegilops_tauschii|LOC109776233	Hordeum_vulgare|LOC123439188
OG0002583	Aegilops_tauschii|LOC109776230	Hordeum_vulgare|LOC123439187
OG0002584	Aegilops_tauschii|LOC109742363	Hordeum_vulgare|LOC123444754
OG0002584	Aegilops_tauschii|LOC109742369	Hordeum_vulgare|LOC123444755
OG0002585	Aegilops_tauschii|LOC109764783, Aegilops_tauschii|LOC109771276	Hordeum_vulgare|LOC123445741
OG0002586	Aegilops_tauschii|LOC109756005, Aegilops_tauschii|LOC109777534	Hordeum_vulgare|LOC123439471
OG0002587	Aegilops_tauschii|LOC109773380	Hordeum_vulgare|LOC123441294
OG0002588	Aegilops_tauschii|LOC109767780	Hordeum_vulgare|LOC123443546
OG0002588	Aegilops_tauschii|LOC109777064	Hordeum_vulgare|LOC123443550
OG0002589	Aegilops_tauschii|LOC109732331	Hordeum_vulgare|LOC123440909
OG0002589	Aegilops_tauschii|LOC109732329	Hordeum_vulgare|LOC123445435
OG0002591	Aegilops_tauschii|LOC109766004	Hordeum_vulgare|LOC123395581
OG0002591	Aegilops_tauschii|LOC109785808	Hordeum_vulgare|LOC123443916
OG0002592	Aegilops_tauschii|LOC109774288	Hordeum_vulgare|LOC123439625
OG0002593	Aegilops_tauschii|LOC109741360	Hordeum_vulgare|LOC123440632
OG0002594	Aegilops_tauschii|LOC109778353, Aegilops_tauschii|LOC109778361	Hordeum_vulgare|LOC123440676, Hordeum_vulgare|LOC123440677
OG0002595	Aegilops_tauschii|LOC120969209, Aegilops_tauschii|LOC109748402, Aegilops_tauschii|LOC120969205, Aegilops_tauschii|LOC120969207, Aegilops_tauschii|LOC120969208, Aegilops_tauschii|LOC109777078, Aegilops_tauschii|LOC120969206, Aegilops_tauschii|LOC109748401, Aegilops_tauschii|LOC109762954	Hordeum_vulgare|LOC123442285
OG0002596	Aegilops_tauschii|LOC109738934, Aegilops_tauschii|LOC109738932	Hordeum_vulgare|LOC123441287
OG0002596	Aegilops_tauschii|LOC109755682	Hordeum_vulgare|LOC123396121
OG0002598	Aegilops_tauschii|LOC109745726	Hordeum_vulgare|LOC123395267
OG0002598	Aegilops_tauschii|LOC109773311	Hordeum_vulgare|LOC123442776
OG0002599	Aegilops_tauschii|LOC109781137	Hordeum_vulgare|LOC123444266
OG0002599	Aegilops_tauschii|LOC109732736	Hordeum_vulgare|LOC123448354
OG0002601	Aegilops_tauschii|LOC109774744	Hordeum_vulgare|LOC123411891
OG0002601	Aegilops_tauschii|LOC109780308	Hordeum_vulgare|LOC123440561
OG0002602	Aegilops_tauschii|LOC109738648, Aegilops_tauschii|LOC109753519	Hordeum_vulgare|LOC123441405
OG0002602	Aegilops_tauschii|LOC109758391	Hordeum_vulgare|LOC123440243
OG0002603	Aegilops_tauschii|LOC109762984	Hordeum_vulgare|LOC123448048
OG0002603	Aegilops_tauschii|LOC109743299	Hordeum_vulgare|LOC123443878
OG0002605	Aegilops_tauschii|LOC109782170	Hordeum_vulgare|LOC123413173
OG0002605	Aegilops_tauschii|LOC109756933	Hordeum_vulgare|LOC123442350
OG0002607	Aegilops_tauschii|LOC109768609, Aegilops_tauschii|LOC109747825	Hordeum_vulgare|LOC123445039
OG0002608	Aegilops_tauschii|LOC109777507	Hordeum_vulgare|LOC123439220, Hordeum_vulgare|LOC123439221, Hordeum_vulgare|LOC123441290, Hordeum_vulgare|LOC123439222
OG0002608	Aegilops_tauschii|LOC109786609	Hordeum_vulgare|LOC123441291
OG0002609	Aegilops_tauschii|LOC109753458	Hordeum_vulgare|LOC123447109
OG0002609	Aegilops_tauschii|LOC109749584	Hordeum_vulgare|LOC123440350
OG0002610	Aegilops_tauschii|LOC109762805, Aegilops_tauschii|LOC109771902	Hordeum_vulgare|LOC123439963
OG0002611	Aegilops_tauschii|LOC109776070, Aegilops_tauschii|LOC109735648, Aegilops_tauschii|LOC109780207	Hordeum_vulgare|LOC123445478
OG0002612	Aegilops_tauschii|LOC109762639	Hordeum_vulgare|LOC123447500
OG0002612	Aegilops_tauschii|LOC109777191	Hordeum_vulgare|LOC123443083
OG0002613	Aegilops_tauschii|LOC109767151	Hordeum_vulgare|LOC123449020
OG0002613	Aegilops_tauschii|LOC109735281	Hordeum_vulgare|LOC123445706
OG0002614	Aegilops_tauschii|LOC109780486	Hordeum_vulgare|LOC123440786, Hordeum_vulgare|LOC123407265
OG0002615	Aegilops_tauschii|LOC109733945	Hordeum_vulgare|LOC123402219
OG0002615	Aegilops_tauschii|LOC109748275	Hordeum_vulgare|LOC123444952
OG0002616	Aegilops_tauschii|LOC109787303	Hordeum_vulgare|LOC123395562
OG0002616	Aegilops_tauschii|LOC109753706	Hordeum_vulgare|LOC123444457
OG0002617	Aegilops_tauschii|LOC109762721, Aegilops_tauschii|LOC109748390	Hordeum_vulgare|LOC123446868
OG0002618	Aegilops_tauschii|LOC109768175	Hordeum_vulgare|LOC123440806
OG0002619	Aegilops_tauschii|LOC109766529, Aegilops_tauschii|LOC109781986	Hordeum_vulgare|LOC123441015
OG0002620	Aegilops_tauschii|LOC109756754	Hordeum_vulgare|LOC123439175
OG0002621	Aegilops_tauschii|LOC109732011, Aegilops_tauschii|LOC109763976	Hordeum_vulgare|LOC123443186
OG0002622	Aegilops_tauschii|LOC109763176, Aegilops_tauschii|LOC109786404, Aegilops_tauschii|LOC109750172	Hordeum_vulgare|LOC123452008
OG0002623	Aegilops_tauschii|LOC109747669	Hordeum_vulgare|LOC123446706
OG0002624	Aegilops_tauschii|LOC109760921	Hordeum_vulgare|LOC123440231
OG0002624	Aegilops_tauschii|LOC109743164	Hordeum_vulgare|LOC123429535
OG0002625	Aegilops_tauschii|LOC109785440, Aegilops_tauschii|LOC109742731	Hordeum_vulgare|LOC123446586
OG0002626	Aegilops_tauschii|LOC109761864	Hordeum_vulgare|LOC123424636
OG0002626	Aegilops_tauschii|LOC109785124	Hordeum_vulgare|LOC123448852
OG0002627	Aegilops_tauschii|LOC109770385	Hordeum_vulgare|LOC123451970
OG0002627	Aegilops_tauschii|LOC109769285	Hordeum_vulgare|LOC123447973
OG0002628	Aegilops_tauschii|LOC109748672	Hordeum_vulgare|LOC123450863
OG0002628	Aegilops_tauschii|LOC109738229	Hordeum_vulgare|LOC123447383
OG0002630	Aegilops_tauschii|LOC109737755	Hordeum_vulgare|LOC123448839
OG0002630	Aegilops_tauschii|LOC109737766	Hordeum_vulgare|LOC123448840
OG0002631	Aegilops_tauschii|LOC109749738	Hordeum_vulgare|LOC123451198
OG0002631	Aegilops_tauschii|LOC109749721	Hordeum_vulgare|LOC123451197
OG0002632	Aegilops_tauschii|LOC120962368, Aegilops_tauschii|LOC120963230	Hordeum_vulgare|LOC123448364
OG0002633	Aegilops_tauschii|LOC109741548	Hordeum_vulgare|LOC123447890
OG0002633	Aegilops_tauschii|LOC109780373	Hordeum_vulgare|LOC123453136
OG0002634	Aegilops_tauschii|LOC109768329	Hordeum_vulgare|LOC123448041
OG0002636	Aegilops_tauschii|LOC109771763	Hordeum_vulgare|LOC123449996
OG0002636	Aegilops_tauschii|LOC109778836	Hordeum_vulgare|LOC123447450
OG0002638	Aegilops_tauschii|LOC109762020	Hordeum_vulgare|LOC123448967
OG0002638	Aegilops_tauschii|LOC109762019	Hordeum_vulgare|LOC123448966
OG0002639	Aegilops_tauschii|LOC109780623	Hordeum_vulgare|LOC123448111
OG0002639	Aegilops_tauschii|LOC109748248	Hordeum_vulgare|LOC123395982
OG0002640	Aegilops_tauschii|LOC109751763	Hordeum_vulgare|LOC123407150
OG0002640	Aegilops_tauschii|LOC109750340	Hordeum_vulgare|LOC123449777
OG0002642	Aegilops_tauschii|LOC109762923	Hordeum_vulgare|LOC123447784
OG0002642	Aegilops_tauschii|LOC109786576	Hordeum_vulgare|LOC123453155
OG0002643	Aegilops_tauschii|LOC109742291	Hordeum_vulgare|LOC123446750
OG0002644	Aegilops_tauschii|LOC109750308	Hordeum_vulgare|LOC123449837
OG0002644	Aegilops_tauschii|LOC109767597	Hordeum_vulgare|LOC123404917
OG0002645	Aegilops_tauschii|LOC109750361	Hordeum_vulgare|LOC123449767
OG0002645	Aegilops_tauschii|LOC109786382	Hordeum_vulgare|LOC123399894
OG0002646	Aegilops_tauschii|LOC109755960	Hordeum_vulgare|LOC123395463
OG0002648	Aegilops_tauschii|LOC109763666	Hordeum_vulgare|LOC123453093
OG0002649	Aegilops_tauschii|LOC109759977	Hordeum_vulgare|LOC123448095
OG0002649	Aegilops_tauschii|LOC109735511	Hordeum_vulgare|LOC123397632
OG0002650	Aegilops_tauschii|LOC109745247	Hordeum_vulgare|LOC123409415
OG0002650	Aegilops_tauschii|LOC109782348	Hordeum_vulgare|LOC123448864
OG0002651	Aegilops_tauschii|LOC109779185	Hordeum_vulgare|LOC123395196
OG0002651	Aegilops_tauschii|LOC109733443	Hordeum_vulgare|LOC123447954
OG0002652	Aegilops_tauschii|LOC109743565	Hordeum_vulgare|LOC123447807
OG0002652	Aegilops_tauschii|LOC109743565	Hordeum_vulgare|LOC123449528
OG0002652	Aegilops_tauschii|LOC109743565	Hordeum_vulgare|LOC123407554
OG0002652	Aegilops_tauschii|LOC109751480	Hordeum_vulgare|LOC123447807
OG0002652	Aegilops_tauschii|LOC109751480	Hordeum_vulgare|LOC123449528
OG0002652	Aegilops_tauschii|LOC109751480	Hordeum_vulgare|LOC123407554
OG0002652	Aegilops_tauschii|LOC109785791	Hordeum_vulgare|LOC123447807
OG0002652	Aegilops_tauschii|LOC109785791	Hordeum_vulgare|LOC123449528
OG0002652	Aegilops_tauschii|LOC109785791	Hordeum_vulgare|LOC123407554
OG0002653	Aegilops_tauschii|LOC109772783, Aegilops_tauschii|LOC109772785, Aegilops_tauschii|LOC109772786	Hordeum_vulgare|LOC123449928, Hordeum_vulgare|LOC123449929, Hordeum_vulgare|LOC123447461
OG0002654	Aegilops_tauschii|LOC109733275	Hordeum_vulgare|LOC123449256
OG0002654	Aegilops_tauschii|LOC109733277	Hordeum_vulgare|LOC123449257
OG0002655	Aegilops_tauschii|LOC109734444	Hordeum_vulgare|LOC123403041
OG0002656	Aegilops_tauschii|LOC109787636	Hordeum_vulgare|LOC123396609
OG0002657	Aegilops_tauschii|LOC109759520	Hordeum_vulgare|LOC123395029
OG0002658	Aegilops_tauschii|LOC109736001	Hordeum_vulgare|LOC123400024
OG0002658	Aegilops_tauschii|LOC109748605	Hordeum_vulgare|LOC123400024
OG0002659	Aegilops_tauschii|LOC109783770	Hordeum_vulgare|LOC123396784
OG0002659	Aegilops_tauschii|LOC109745112	Hordeum_vulgare|LOC123449309
OG0002660	Aegilops_tauschii|LOC109780877	Hordeum_vulgare|LOC123425626
OG0002660	Aegilops_tauschii|LOC109752807	Hordeum_vulgare|LOC123449180
OG0002661	Aegilops_tauschii|LOC109735930	Hordeum_vulgare|LOC123452994
OG0002661	Aegilops_tauschii|LOC109735931	Hordeum_vulgare|LOC123452993
OG0002662	Aegilops_tauschii|LOC109750657, Aegilops_tauschii|LOC109750656, Aegilops_tauschii|LOC109750658	Hordeum_vulgare|LOC123399586
OG0002663	Aegilops_tauschii|LOC109751587, Aegilops_tauschii|LOC109751590, Aegilops_tauschii|LOC109751005	Hordeum_vulgare|LOC123398012
OG0002664	Aegilops_tauschii|LOC109780962	Hordeum_vulgare|LOC123452034
OG0002664	Aegilops_tauschii|LOC109761396	Hordeum_vulgare|LOC123399076, Hordeum_vulgare|LOC123399068
OG0002665	Aegilops_tauschii|LOC109752372	Hordeum_vulgare|LOC123399477
OG0002665	Aegilops_tauschii|LOC109746630	Hordeum_vulgare|LOC123408561
OG0002666	Aegilops_tauschii|LOC109767443	Hordeum_vulgare|LOC123399705
OG0002666	Aegilops_tauschii|LOC109737492	Hordeum_vulgare|LOC123407644
OG0002667	Aegilops_tauschii|LOC109746874	Hordeum_vulgare|LOC123399537
OG0002667	Aegilops_tauschii|LOC109766231	Hordeum_vulgare|LOC123399949
OG0002668	Aegilops_tauschii|LOC109755326	Hordeum_vulgare|LOC123399388
OG0002668	Aegilops_tauschii|LOC109765766	Hordeum_vulgare|LOC123398380
OG0002669	Aegilops_tauschii|LOC109768268	Hordeum_vulgare|LOC123398883, Hordeum_vulgare|LOC123395955
OG0002671	Aegilops_tauschii|LOC109734276	Hordeum_vulgare|LOC123452240
OG0002671	Aegilops_tauschii|LOC109734275	Hordeum_vulgare|LOC123452238
OG0002672	Aegilops_tauschii|LOC109757025	Hordeum_vulgare|LOC123451816
OG0002672	Aegilops_tauschii|LOC109759121	Hordeum_vulgare|LOC123451817
OG0002673	Aegilops_tauschii|LOC120965318	Hordeum_vulgare|LOC123452300
OG0002674	Aegilops_tauschii|LOC109787172	Hordeum_vulgare|LOC123397435
OG0002676	Aegilops_tauschii|LOC109767903	Hordeum_vulgare|LOC123452135
OG0002676	Aegilops_tauschii|LOC109767904	Hordeum_vulgare|LOC123452137
OG0002677	Aegilops_tauschii|LOC109765572, Aegilops_tauschii|LOC109765573	Hordeum_vulgare|LOC123395531
OG0002678	Aegilops_tauschii|LOC109751753	Hordeum_vulgare|LOC123453132
OG0002678	Aegilops_tauschii|LOC109751735	Hordeum_vulgare|LOC123399890, Hordeum_vulgare|LOC123399939
OG0002679	Aegilops_tauschii|LOC109736560, Aegilops_tauschii|LOC109762796	Hordeum_vulgare|LOC123452209
OG0002680	Aegilops_tauschii|LOC109771109, Aegilops_tauschii|LOC109742755	Hordeum_vulgare|LOC123397599
OG0002681	Aegilops_tauschii|LOC109774306	Hordeum_vulgare|LOC123409985
OG0002681	Aegilops_tauschii|LOC109736067	Hordeum_vulgare|LOC123399816
OG0002682	Aegilops_tauschii|LOC109733739	Hordeum_vulgare|LOC123398305
OG0002682	Aegilops_tauschii|LOC109770371	Hordeum_vulgare|LOC123411286
OG0002683	Aegilops_tauschii|LOC109737072, Aegilops_tauschii|LOC120965150	Hordeum_vulgare|LOC123395583
OG0002684	Aegilops_tauschii|LOC109747845, Aegilops_tauschii|LOC109770513, Aegilops_tauschii|LOC109747842	Hordeum_vulgare|LOC123452922
OG0002685	Aegilops_tauschii|LOC109784077	Hordeum_vulgare|LOC123445668
OG0002685	Aegilops_tauschii|LOC109769944	Hordeum_vulgare|LOC123395911
OG0002686	Aegilops_tauschii|LOC109778902	Hordeum_vulgare|LOC123401759
OG0002686	Aegilops_tauschii|LOC109772037	Hordeum_vulgare|LOC123396398
OG0002687	Aegilops_tauschii|LOC109741176	Hordeum_vulgare|LOC123395524
OG0002687	Aegilops_tauschii|LOC109743226	Hordeum_vulgare|LOC123452765
OG0002688	Aegilops_tauschii|LOC109769754	Hordeum_vulgare|LOC123452093
OG0002688	Aegilops_tauschii|LOC109741660	Hordeum_vulgare|LOC123452599
OG0002689	Aegilops_tauschii|LOC109753776	Hordeum_vulgare|LOC123448505
OG0002689	Aegilops_tauschii|LOC109753776	Hordeum_vulgare|LOC123451756
OG0002689	Aegilops_tauschii|LOC109753776	Hordeum_vulgare|LOC123452440
OG0002689	Aegilops_tauschii|LOC109743535	Hordeum_vulgare|LOC123448505
OG0002689	Aegilops_tauschii|LOC109743535	Hordeum_vulgare|LOC123451756
OG0002689	Aegilops_tauschii|LOC109743535	Hordeum_vulgare|LOC123452440
OG0002690	Aegilops_tauschii|LOC109749151	Hordeum_vulgare|LOC123398997
OG0002690	Aegilops_tauschii|LOC109749144, Aegilops_tauschii|LOC109749143	Hordeum_vulgare|LOC123400099, Hordeum_vulgare|LOC123400100
OG0002691	Aegilops_tauschii|LOC109769114	Hordeum_vulgare|LOC123399794
OG0002691	Aegilops_tauschii|LOC109779293	Hordeum_vulgare|LOC123407569
OG0002692	Aegilops_tauschii|LOC109768281, Aegilops_tauschii|LOC109768279	Hordeum_vulgare|LOC123395913, Hordeum_vulgare|LOC123398730, Hordeum_vulgare|LOC123398107
OG0002693	Aegilops_tauschii|LOC109782731, Aegilops_tauschii|LOC109782062, Aegilops_tauschii|LOC109747130, Aegilops_tauschii|LOC109747136	Hordeum_vulgare|LOC123451800
OG0002694	Aegilops_tauschii|LOC109736332	Hordeum_vulgare|LOC123400172
OG0002694	Aegilops_tauschii|LOC109778441	Hordeum_vulgare|LOC123408509
OG0002695	Aegilops_tauschii|LOC109731464	Hordeum_vulgare|LOC123448152
OG0002695	Aegilops_tauschii|LOC109748165	Hordeum_vulgare|LOC123397785
OG0002697	Aegilops_tauschii|LOC109742857	Hordeum_vulgare|LOC123395676
OG0002697	Aegilops_tauschii|LOC109735794	Hordeum_vulgare|LOC123407122
OG0002698	Aegilops_tauschii|LOC109768326	Hordeum_vulgare|LOC123409759
OG0002698	Aegilops_tauschii|LOC109734042	Hordeum_vulgare|LOC123399763
OG0002699	Aegilops_tauschii|LOC109733650, Aegilops_tauschii|LOC109743730	Hordeum_vulgare|LOC123395258
OG0002700	Aegilops_tauschii|LOC109777950	Hordeum_vulgare|LOC123397630
OG0002700	Aegilops_tauschii|LOC109777949	Hordeum_vulgare|LOC123397612
OG0002701	Aegilops_tauschii|LOC109765148, Aegilops_tauschii|LOC109778737	Hordeum_vulgare|LOC123398315
OG0002702	Aegilops_tauschii|LOC109783145	Hordeum_vulgare|LOC123405803
OG0002702	Aegilops_tauschii|LOC109746859	Hordeum_vulgare|LOC123399952
OG0002703	Aegilops_tauschii|LOC109780731, Aegilops_tauschii|LOC109780729	Hordeum_vulgare|LOC123397874, Hordeum_vulgare|LOC123398004, Hordeum_vulgare|LOC123397881
OG0002704	Aegilops_tauschii|LOC109742479	Hordeum_vulgare|LOC123407705
OG0002704	Aegilops_tauschii|LOC109742485	Hordeum_vulgare|LOC123397854
OG0002705	Aegilops_tauschii|LOC109762376	Hordeum_vulgare|LOC123401347
OG0002705	Aegilops_tauschii|LOC109774595	Hordeum_vulgare|LOC123451923
OG0002706	Aegilops_tauschii|LOC109734028	Hordeum_vulgare|LOC123397222
OG0002707	Aegilops_tauschii|LOC109762844	Hordeum_vulgare|LOC123397561
OG0002707	Aegilops_tauschii|LOC109762887	Hordeum_vulgare|LOC123398922
OG0002708	Aegilops_tauschii|LOC109742560, Aegilops_tauschii|LOC109768384	Hordeum_vulgare|LOC123404242
OG0002709	Aegilops_tauschii|LOC109763733	Hordeum_vulgare|LOC123408573
OG0002709	Aegilops_tauschii|LOC109774479	Hordeum_vulgare|LOC123401526
OG0002711	Aegilops_tauschii|LOC109766531, Aegilops_tauschii|LOC109783516	Hordeum_vulgare|LOC123401892
OG0002712	Aegilops_tauschii|LOC109740427	Hordeum_vulgare|LOC123403253
OG0002713	Aegilops_tauschii|LOC109781345	Hordeum_vulgare|LOC123401361
OG0002713	Aegilops_tauschii|LOC109781345	Hordeum_vulgare|LOC123412478
