Orthogroup	Aegilops_tauschii	Triticum_urartu
OG0000233	Aegilops_tauschii|LOC109733818	Triticum_urartu|LOC125523826
OG0000233	Aegilops_tauschii|LOC109765127	Triticum_urartu|LOC125520735
OG0000234	Aegilops_tauschii|LOC120976495	Triticum_urartu|LOC125536353
OG0000236	Aegilops_tauschii|LOC109785874	Triticum_urartu|LOC125539705
OG0000236	Aegilops_tauschii|LOC109736296	Triticum_urartu|LOC125522858
OG0000236	Aegilops_tauschii|LOC109745764	Triticum_urartu|LOC125515699
OG0000236	Aegilops_tauschii|LOC109735885	Triticum_urartu|LOC125514385, Triticum_urartu|LOC125514397
OG0000239	Aegilops_tauschii|LOC109742616	Triticum_urartu|LOC125535911, Triticum_urartu|LOC125551347
OG0000239	Aegilops_tauschii|LOC109742641	Triticum_urartu|LOC125528226
OG0000239	Aegilops_tauschii|LOC109742620, Aegilops_tauschii|LOC109742585, Aegilops_tauschii|LOC109742584	Triticum_urartu|LOC125528227
OG0000240	Aegilops_tauschii|LOC109739951	Triticum_urartu|LOC125524357
OG0000240	Aegilops_tauschii|LOC109734721	Triticum_urartu|LOC125528298
OG0000241	Aegilops_tauschii|LOC109744554	Triticum_urartu|LOC125555609
OG0000241	Aegilops_tauschii|LOC109744548	Triticum_urartu|LOC125555610
OG0000243	Aegilops_tauschii|LOC109731744, Aegilops_tauschii|LOC109731741	Triticum_urartu|LOC125546296
OG0000244	Aegilops_tauschii|LOC109762759, Aegilops_tauschii|LOC109763474, Aegilops_tauschii|LOC109746825	Triticum_urartu|LOC125525118
OG0000244	Aegilops_tauschii|LOC109787504, Aegilops_tauschii|LOC109763512	Triticum_urartu|LOC125547184
OG0000244	Aegilops_tauschii|LOC109771878, Aegilops_tauschii|LOC109764816, Aegilops_tauschii|LOC109772242	Triticum_urartu|LOC125551315, Triticum_urartu|LOC125551359
OG0000244	Aegilops_tauschii|LOC120976091, Aegilops_tauschii|LOC109770424, Aegilops_tauschii|LOC109751027	Triticum_urartu|LOC125514216
OG0000245	Aegilops_tauschii|LOC109769367	Triticum_urartu|LOC125533050
OG0000247	Aegilops_tauschii|LOC109765929	Triticum_urartu|LOC125540808
OG0000247	Aegilops_tauschii|LOC109782049	Triticum_urartu|LOC125534849, Triticum_urartu|LOC125540807
OG0000248	Aegilops_tauschii|LOC109764336	Triticum_urartu|LOC125539096
OG0000248	Aegilops_tauschii|LOC109764352	Triticum_urartu|LOC125553938
OG0000248	Aegilops_tauschii|LOC109764335	Triticum_urartu|LOC125539099
OG0000248	Aegilops_tauschii|LOC109781278	Triticum_urartu|LOC125513771
OG0000249	Aegilops_tauschii|LOC120972788, Aegilops_tauschii|LOC109787227, Aegilops_tauschii|LOC109771211, Aegilops_tauschii|LOC109736797, Aegilops_tauschii|LOC109766588, Aegilops_tauschii|LOC109745597, Aegilops_tauschii|LOC109749913, Aegilops_tauschii|LOC109743085, Aegilops_tauschii|LOC109770398, Aegilops_tauschii|LOC109764571, Aegilops_tauschii|LOC120969012, Aegilops_tauschii|LOC109747642, Aegilops_tauschii|LOC109745703, Aegilops_tauschii|LOC109775927, Aegilops_tauschii|LOC109740143, Aegilops_tauschii|LOC109746446, Aegilops_tauschii|LOC109786388, Aegilops_tauschii|LOC109785988, Aegilops_tauschii|LOC109755966, Aegilops_tauschii|LOC109742215, Aegilops_tauschii|LOC109759900, Aegilops_tauschii|LOC109733243, Aegilops_tauschii|LOC109772905, Aegilops_tauschii|LOC120963521, Aegilops_tauschii|LOC109781240, Aegilops_tauschii|LOC109769181, Aegilops_tauschii|LOC109745010, Aegilops_tauschii|LOC109770668, Aegilops_tauschii|LOC109764743, Aegilops_tauschii|LOC109737630, Aegilops_tauschii|LOC109779768, Aegilops_tauschii|LOC120966774, Aegilops_tauschii|LOC120967110, Aegilops_tauschii|LOC109742058, Aegilops_tauschii|LOC109778472, Aegilops_tauschii|LOC109766577, Aegilops_tauschii|LOC109754755, Aegilops_tauschii|LOC109777245	Triticum_urartu|LOC125516549, Triticum_urartu|LOC125533011
OG0000250	Aegilops_tauschii|LOC109743727	Triticum_urartu|LOC125554998, Triticum_urartu|LOC125528840
OG0000250	Aegilops_tauschii|LOC109783919	Triticum_urartu|LOC125515431
OG0000250	Aegilops_tauschii|LOC109783926	Triticum_urartu|LOC125515432
OG0000251	Aegilops_tauschii|LOC109751035	Triticum_urartu|LOC125527008
OG0000252	Aegilops_tauschii|LOC109756228, Aegilops_tauschii|LOC120968897, Aegilops_tauschii|LOC120972677, Aegilops_tauschii|LOC120966819, Aegilops_tauschii|LOC120974094, Aegilops_tauschii|LOC109735289, Aegilops_tauschii|LOC109751173, Aegilops_tauschii|LOC120963540, Aegilops_tauschii|LOC109733721, Aegilops_tauschii|LOC109753046, Aegilops_tauschii|LOC109770345, Aegilops_tauschii|LOC120973428, Aegilops_tauschii|LOC120965118, Aegilops_tauschii|LOC109739749, Aegilops_tauschii|LOC109738727, Aegilops_tauschii|LOC109782112	Triticum_urartu|LOC125524538
OG0000253	Aegilops_tauschii|LOC109751818	Triticum_urartu|LOC125535934
OG0000253	Aegilops_tauschii|LOC109756712	Triticum_urartu|LOC125532527
OG0000255	Aegilops_tauschii|LOC109787049	Triticum_urartu|LOC125540157
OG0000255	Aegilops_tauschii|LOC109752474, Aegilops_tauschii|LOC109752472	Triticum_urartu|LOC125534703, Triticum_urartu|LOC125535126
OG0000255	Aegilops_tauschii|LOC109780460	Triticum_urartu|LOC125535123
OG0000256	Aegilops_tauschii|LOC109779100	Triticum_urartu|LOC125522199
OG0000256	Aegilops_tauschii|LOC109779097	Triticum_urartu|LOC125530522
OG0000257	Aegilops_tauschii|LOC109745744	Triticum_urartu|LOC125553085
OG0000257	Aegilops_tauschii|LOC109767602	Triticum_urartu|LOC125537839
OG0000257	Aegilops_tauschii|LOC109773323	Triticum_urartu|LOC125538721
OG0000258	Aegilops_tauschii|LOC109776958	Triticum_urartu|LOC125534366
OG0000259	Aegilops_tauschii|LOC120973483	Triticum_urartu|LOC125512119
OG0000259	Aegilops_tauschii|LOC109785639	Triticum_urartu|LOC125540296
OG0000260	Aegilops_tauschii|LOC109748106, Aegilops_tauschii|LOC109772677	Triticum_urartu|LOC125535044, Triticum_urartu|LOC125540215, Triticum_urartu|LOC125531622
OG0000260	Aegilops_tauschii|LOC109763960	Triticum_urartu|LOC125540614, Triticum_urartu|LOC125540609, Triticum_urartu|LOC125540612
OG0000261	Aegilops_tauschii|LOC109769950	Triticum_urartu|LOC125519275
OG0000261	Aegilops_tauschii|LOC109784270, Aegilops_tauschii|LOC109753814, Aegilops_tauschii|LOC120967429, Aegilops_tauschii|LOC120967206, Aegilops_tauschii|LOC120976179, Aegilops_tauschii|LOC120969302, Aegilops_tauschii|LOC120966124, Aegilops_tauschii|LOC109773123, Aegilops_tauschii|LOC109734488	Triticum_urartu|LOC125537866
OG0000261	Aegilops_tauschii|LOC109786696, Aegilops_tauschii|LOC109744735, Aegilops_tauschii|LOC109747781, Aegilops_tauschii|LOC120968478, Aegilops_tauschii|LOC120967848, Aegilops_tauschii|LOC120968403	Triticum_urartu|LOC125539379, Triticum_urartu|LOC125530746
OG0000262	Aegilops_tauschii|LOC109758305, Aegilops_tauschii|LOC109758311, Aegilops_tauschii|LOC109758309	Triticum_urartu|LOC125545665
OG0000263	Aegilops_tauschii|LOC109787221	Triticum_urartu|LOC125537959
OG0000263	Aegilops_tauschii|LOC109734545	Triticum_urartu|LOC125552926
OG0000263	Aegilops_tauschii|LOC109777583	Triticum_urartu|LOC125515808
OG0000264	Aegilops_tauschii|LOC109773761	Triticum_urartu|LOC125540642, Triticum_urartu|LOC125540640
OG0000264	Aegilops_tauschii|LOC109776692	Triticum_urartu|LOC125542582
OG0000264	Aegilops_tauschii|LOC109761308	Triticum_urartu|LOC125542581, Triticum_urartu|LOC125547812
OG0000265	Aegilops_tauschii|LOC109784262	Triticum_urartu|LOC125540547
OG0000265	Aegilops_tauschii|LOC109776294	Triticum_urartu|LOC125522781
OG0000265	Aegilops_tauschii|LOC109760302	Triticum_urartu|LOC125536101
OG0000265	Aegilops_tauschii|LOC109764564	Triticum_urartu|LOC125536105
OG0000267	Aegilops_tauschii|LOC109786155, Aegilops_tauschii|LOC109746990, Aegilops_tauschii|LOC109740754, Aegilops_tauschii|LOC109740753, Aegilops_tauschii|LOC109740755	Triticum_urartu|LOC125546089
OG0000267	Aegilops_tauschii|LOC109732021	Triticum_urartu|LOC125516244
OG0000267	Aegilops_tauschii|LOC109746997, Aegilops_tauschii|LOC109746996	Triticum_urartu|LOC125549316
OG0000268	Aegilops_tauschii|LOC109764774	Triticum_urartu|LOC125523518
OG0000268	Aegilops_tauschii|LOC109737497	Triticum_urartu|LOC125553718
OG0000268	Aegilops_tauschii|LOC109744160	Triticum_urartu|LOC125553717
OG0000269	Aegilops_tauschii|LOC109741887	Triticum_urartu|LOC125516692, Triticum_urartu|LOC125554542, Triticum_urartu|LOC125518565, Triticum_urartu|LOC125554534, Triticum_urartu|LOC125554540, Triticum_urartu|LOC125554530, Triticum_urartu|LOC125554537, Triticum_urartu|LOC125550479, Triticum_urartu|LOC125550263, Triticum_urartu|LOC125550314
OG0000270	Aegilops_tauschii|LOC109772086	Triticum_urartu|LOC125519134
OG0000271	Aegilops_tauschii|LOC109734828	Triticum_urartu|LOC125523266
OG0000271	Aegilops_tauschii|LOC109734826	Triticum_urartu|LOC125525379
OG0000272	Aegilops_tauschii|LOC109752536	Triticum_urartu|LOC125523455
OG0000272	Aegilops_tauschii|LOC109765229	Triticum_urartu|LOC125514073
OG0000272	Aegilops_tauschii|LOC109770982	Triticum_urartu|LOC125539335
OG0000273	Aegilops_tauschii|LOC109738154	Triticum_urartu|LOC125538086
OG0000273	Aegilops_tauschii|LOC109761107	Triticum_urartu|LOC125510464
OG0000274	Aegilops_tauschii|LOC120966704	Triticum_urartu|LOC125541043, Triticum_urartu|LOC125542224, Triticum_urartu|LOC125541556, Triticum_urartu|LOC125541587
OG0000274	Aegilops_tauschii|LOC120966678	Triticum_urartu|LOC125542898
OG0000274	Aegilops_tauschii|LOC109750465, Aegilops_tauschii|LOC120966688, Aegilops_tauschii|LOC109765980, Aegilops_tauschii|LOC109750480, Aegilops_tauschii|LOC109765990	Triticum_urartu|LOC125542210
OG0000274	Aegilops_tauschii|LOC109748298	Triticum_urartu|LOC125509070
OG0000275	Aegilops_tauschii|LOC109762094, Aegilops_tauschii|LOC120973237, Aegilops_tauschii|LOC109750548, Aegilops_tauschii|LOC109772757, Aegilops_tauschii|LOC120976480, Aegilops_tauschii|LOC120962910, Aegilops_tauschii|LOC120966467, Aegilops_tauschii|LOC120966468	Triticum_urartu|LOC125508089, Triticum_urartu|LOC125553662, Triticum_urartu|LOC125524729, Triticum_urartu|LOC125524096
OG0000276	Aegilops_tauschii|LOC109739097, Aegilops_tauschii|LOC109761635	Triticum_urartu|LOC125546782
OG0000277	Aegilops_tauschii|LOC109779113	Triticum_urartu|LOC125518232
OG0000277	Aegilops_tauschii|LOC109748221	Triticum_urartu|LOC125534915
OG0000277	Aegilops_tauschii|LOC120962046	Triticum_urartu|LOC125516395, Triticum_urartu|LOC125516400, Triticum_urartu|LOC125533128, Triticum_urartu|LOC125533224, Triticum_urartu|LOC125535034, Triticum_urartu|LOC125519595, Triticum_urartu|LOC125554989, Triticum_urartu|LOC125553286, Triticum_urartu|LOC125506692, Triticum_urartu|LOC125507410, Triticum_urartu|LOC125507606, Triticum_urartu|LOC125507607, Triticum_urartu|LOC125554701, Triticum_urartu|LOC125519535, Triticum_urartu|LOC125533225, Triticum_urartu|LOC125532944, Triticum_urartu|LOC125532635, Triticum_urartu|LOC125517069, Triticum_urartu|LOC125518562, Triticum_urartu|LOC125532547, Triticum_urartu|LOC125546905, Triticum_urartu|LOC125528275, Triticum_urartu|LOC125534890, Triticum_urartu|LOC125534563, Triticum_urartu|LOC125554620, Triticum_urartu|LOC125554622, Triticum_urartu|LOC125547036, Triticum_urartu|LOC125546715, Triticum_urartu|LOC125546550
OG0000278	Aegilops_tauschii|LOC109732592	Triticum_urartu|LOC125552488
OG0000278	Aegilops_tauschii|LOC109737353	Triticum_urartu|LOC125536532
OG0000278	Aegilops_tauschii|LOC109750814	Triticum_urartu|LOC125510727
OG0000278	Aegilops_tauschii|LOC109744307	Triticum_urartu|LOC125529152
OG0000279	Aegilops_tauschii|LOC109744443	Triticum_urartu|LOC125532602
OG0000279	Aegilops_tauschii|LOC109733247	Triticum_urartu|LOC125507064, Triticum_urartu|LOC125507570, Triticum_urartu|LOC125537689
OG0000279	Aegilops_tauschii|LOC120966641	Triticum_urartu|LOC125516950
OG0000280	Aegilops_tauschii|LOC120973268	Triticum_urartu|LOC125543938
OG0000281	Aegilops_tauschii|LOC109758176	Triticum_urartu|LOC125516500
OG0000281	Aegilops_tauschii|LOC120974317	Triticum_urartu|LOC125530775
OG0000281	Aegilops_tauschii|LOC109746268	Triticum_urartu|LOC125516501
OG0000281	Aegilops_tauschii|LOC109758175	Triticum_urartu|LOC125517144, Triticum_urartu|LOC125516499
OG0000282	Aegilops_tauschii|LOC109774555	Triticum_urartu|LOC125528822
OG0000282	Aegilops_tauschii|LOC109769967	Triticum_urartu|LOC125545817
OG0000282	Aegilops_tauschii|LOC109769970	Triticum_urartu|LOC125530200
OG0000283	Aegilops_tauschii|LOC109732451, Aegilops_tauschii|LOC109732453	Triticum_urartu|LOC125521599
OG0000283	Aegilops_tauschii|LOC109732459	Triticum_urartu|LOC125521889
OG0000285	Aegilops_tauschii|LOC109749842, Aegilops_tauschii|LOC109749843	Triticum_urartu|LOC125523457
OG0000285	Aegilops_tauschii|LOC109738763	Triticum_urartu|LOC125550233
OG0000286	Aegilops_tauschii|LOC109781378	Triticum_urartu|LOC125506053
OG0000286	Aegilops_tauschii|LOC109781372	Triticum_urartu|LOC125553674, Triticum_urartu|LOC125506054, Triticum_urartu|LOC125506056
OG0000286	Aegilops_tauschii|LOC109781373	Triticum_urartu|LOC125529374, Triticum_urartu|LOC125506051, Triticum_urartu|LOC125506057, Triticum_urartu|LOC125506061, Triticum_urartu|LOC125530661
OG0000288	Aegilops_tauschii|LOC120966618	Triticum_urartu|LOC125555773
OG0000288	Aegilops_tauschii|LOC120966617	Triticum_urartu|LOC125549472
OG0000288	Aegilops_tauschii|LOC120966617	Triticum_urartu|LOC125552316
OG0000288	Aegilops_tauschii|LOC120966617	Triticum_urartu|LOC125552320
OG0000289	Aegilops_tauschii|LOC120967161	Triticum_urartu|LOC125520046
OG0000290	Aegilops_tauschii|LOC120967806	Triticum_urartu|LOC125521103
OG0000291	Aegilops_tauschii|LOC109755424	Triticum_urartu|LOC125554465
OG0000291	Aegilops_tauschii|LOC120967419, Aegilops_tauschii|LOC120976265, Aegilops_tauschii|LOC120976295	Triticum_urartu|LOC125554469, Triticum_urartu|LOC125508988
OG0000292	Aegilops_tauschii|LOC120967888	Triticum_urartu|LOC125547683
OG0000294	Aegilops_tauschii|LOC109773013	Triticum_urartu|LOC125540311, Triticum_urartu|LOC125528032
OG0000294	Aegilops_tauschii|LOC109736017	Triticum_urartu|LOC125541572
OG0000295	Aegilops_tauschii|LOC109768100	Triticum_urartu|LOC125530508
OG0000295	Aegilops_tauschii|LOC109739536	Triticum_urartu|LOC125527094
OG0000296	Aegilops_tauschii|LOC109733433	Triticum_urartu|LOC125552069
OG0000296	Aegilops_tauschii|LOC109773867	Triticum_urartu|LOC125547968
OG0000296	Aegilops_tauschii|LOC109756002	Triticum_urartu|LOC125542877
OG0000297	Aegilops_tauschii|LOC109744556	Triticum_urartu|LOC125508273
OG0000297	Aegilops_tauschii|LOC109743060	Triticum_urartu|LOC125536562
OG0000297	Aegilops_tauschii|LOC109745522	Triticum_urartu|LOC125513822
OG0000297	Aegilops_tauschii|LOC109759770	Triticum_urartu|LOC125530459, Triticum_urartu|LOC125539125
OG0000298	Aegilops_tauschii|LOC109757951, Aegilops_tauschii|LOC109731820, Aegilops_tauschii|LOC120976917, Aegilops_tauschii|LOC109743234	Triticum_urartu|LOC125518959
OG0000299	Aegilops_tauschii|LOC109773764	Triticum_urartu|LOC125540542
OG0000299	Aegilops_tauschii|LOC109787578	Triticum_urartu|LOC125511664
OG0000299	Aegilops_tauschii|LOC109734623	Triticum_urartu|LOC125540602, Triticum_urartu|LOC125540605, Triticum_urartu|LOC125541560, Triticum_urartu|LOC125540625
OG0000300	Aegilops_tauschii|LOC109768032	Triticum_urartu|LOC125538211
OG0000301	Aegilops_tauschii|LOC109734070, Aegilops_tauschii|LOC109734068	Triticum_urartu|LOC125522262
OG0000301	Aegilops_tauschii|LOC109732671	Triticum_urartu|LOC125519037, Triticum_urartu|LOC125519563
OG0000302	Aegilops_tauschii|LOC109732947	Triticum_urartu|LOC125506572
OG0000302	Aegilops_tauschii|LOC109784635	Triticum_urartu|LOC125547385
OG0000302	Aegilops_tauschii|LOC109748979	Triticum_urartu|LOC125549543
OG0000303	Aegilops_tauschii|LOC109761372	Triticum_urartu|LOC125554226
OG0000303	Aegilops_tauschii|LOC109780809	Triticum_urartu|LOC125506438
OG0000304	Aegilops_tauschii|LOC109787202	Triticum_urartu|LOC125520956
OG0000304	Aegilops_tauschii|LOC109787190	Triticum_urartu|LOC125524102, Triticum_urartu|LOC125524017, Triticum_urartu|LOC125525584
OG0000308	Aegilops_tauschii|LOC109741566	Triticum_urartu|LOC125550358
OG0000308	Aegilops_tauschii|LOC109762469	Triticum_urartu|LOC125545984, Triticum_urartu|LOC125545987
OG0000310	Aegilops_tauschii|LOC109768079	Triticum_urartu|LOC125507219, Triticum_urartu|LOC125507221
OG0000310	Aegilops_tauschii|LOC109768080	Triticum_urartu|LOC125556432
OG0000310	Aegilops_tauschii|LOC109768078, Aegilops_tauschii|LOC109777948	Triticum_urartu|LOC125507222, Triticum_urartu|LOC125556435
OG0000310	Aegilops_tauschii|LOC109764153	Triticum_urartu|LOC125556433
OG0000311	Aegilops_tauschii|LOC109737619	Triticum_urartu|LOC125508512
OG0000311	Aegilops_tauschii|LOC109750327	Triticum_urartu|LOC125511330
OG0000311	Aegilops_tauschii|LOC109770102	Triticum_urartu|LOC125530685
OG0000311	Aegilops_tauschii|LOC109769312	Triticum_urartu|LOC125509353
OG0000311	Aegilops_tauschii|LOC109741391	Triticum_urartu|LOC125509354
OG0000311	Aegilops_tauschii|LOC109741391	Triticum_urartu|LOC125509355
OG0000312	Aegilops_tauschii|LOC109746476	Triticum_urartu|LOC125534171, Triticum_urartu|LOC125534169
OG0000312	Aegilops_tauschii|LOC109785909, Aegilops_tauschii|LOC109778194	Triticum_urartu|LOC125551950
OG0000312	Aegilops_tauschii|LOC109782900	Triticum_urartu|LOC125525815
OG0000313	Aegilops_tauschii|LOC109750282	Triticum_urartu|LOC125520881
OG0000313	Aegilops_tauschii|LOC109781343	Triticum_urartu|LOC125517575
OG0000313	Aegilops_tauschii|LOC109781343	Triticum_urartu|LOC125517576
OG0000313	Aegilops_tauschii|LOC109781343	Triticum_urartu|LOC125517546
OG0000313	Aegilops_tauschii|LOC109781343	Triticum_urartu|LOC125515183
OG0000313	Aegilops_tauschii|LOC109781343	Triticum_urartu|LOC125526771
OG0000314	Aegilops_tauschii|LOC109770817	Triticum_urartu|LOC125546126
OG0000314	Aegilops_tauschii|LOC109770818	Triticum_urartu|LOC125546122
OG0000315	Aegilops_tauschii|LOC109757052	Triticum_urartu|LOC125548218
OG0000315	Aegilops_tauschii|LOC109738278	Triticum_urartu|LOC125543520
OG0000315	Aegilops_tauschii|LOC109738531, Aegilops_tauschii|LOC109763994	Triticum_urartu|LOC125543484, Triticum_urartu|LOC125543486
OG0000315	Aegilops_tauschii|LOC109738494, Aegilops_tauschii|LOC109753674	Triticum_urartu|LOC125543481, Triticum_urartu|LOC125514189
OG0000316	Aegilops_tauschii|LOC109772723, Aegilops_tauschii|LOC109756191	Triticum_urartu|LOC125542202, Triticum_urartu|LOC125542278
OG0000316	Aegilops_tauschii|LOC109768876	Triticum_urartu|LOC125547485
OG0000316	Aegilops_tauschii|LOC109768907	Triticum_urartu|LOC125547429
OG0000316	Aegilops_tauschii|LOC109768861	Triticum_urartu|LOC125547484
OG0000317	Aegilops_tauschii|LOC120964332, Aegilops_tauschii|LOC120970849, Aegilops_tauschii|LOC120970872, Aegilops_tauschii|LOC109782178, Aegilops_tauschii|LOC120969832, Aegilops_tauschii|LOC120969851, Aegilops_tauschii|LOC109777690, Aegilops_tauschii|LOC120966780	Triticum_urartu|LOC125524175, Triticum_urartu|LOC125546846, Triticum_urartu|LOC125519049, Triticum_urartu|LOC125519054
OG0000317	Aegilops_tauschii|LOC120963547, Aegilops_tauschii|LOC120963587, Aegilops_tauschii|LOC120972585, Aegilops_tauschii|LOC120972589, Aegilops_tauschii|LOC120963181, Aegilops_tauschii|LOC120972885, Aegilops_tauschii|LOC120963546, Aegilops_tauschii|LOC109760884, Aegilops_tauschii|LOC120968739	Triticum_urartu|LOC125527376
OG0000318	Aegilops_tauschii|LOC120964876	Triticum_urartu|LOC125532909, Triticum_urartu|LOC125518180, Triticum_urartu|LOC125518355, Triticum_urartu|LOC125535175, Triticum_urartu|LOC125516825
OG0000319	Aegilops_tauschii|LOC109767713, Aegilops_tauschii|LOC109779444, Aegilops_tauschii|LOC109767712	Triticum_urartu|LOC125547092, Triticum_urartu|LOC125547091
OG0000319	Aegilops_tauschii|LOC109751346, Aegilops_tauschii|LOC109751349	Triticum_urartu|LOC125516910
OG0000319	Aegilops_tauschii|LOC109782361	Triticum_urartu|LOC125553506
OG0000320	Aegilops_tauschii|LOC109740005	Triticum_urartu|LOC125548044
OG0000320	Aegilops_tauschii|LOC109775035	Triticum_urartu|LOC125548038
OG0000320	Aegilops_tauschii|LOC109784398	Triticum_urartu|LOC125524324
OG0000321	Aegilops_tauschii|LOC109735323	Triticum_urartu|LOC125549202, Triticum_urartu|LOC125549215
OG0000321	Aegilops_tauschii|LOC109765760	Triticum_urartu|LOC125545952
OG0000321	Aegilops_tauschii|LOC109735226	Triticum_urartu|LOC125545953
OG0000321	Aegilops_tauschii|LOC109735415	Triticum_urartu|LOC125549203, Triticum_urartu|LOC125549216
OG0000321	Aegilops_tauschii|LOC109767710	Triticum_urartu|LOC125548450, Triticum_urartu|LOC125548951
OG0000322	Aegilops_tauschii|LOC109774952	Triticum_urartu|LOC125506247, Triticum_urartu|LOC125506249
OG0000322	Aegilops_tauschii|LOC109735374	Triticum_urartu|LOC125515998
OG0000323	Aegilops_tauschii|LOC109742705	Triticum_urartu|LOC125515193
OG0000323	Aegilops_tauschii|LOC109742706	Triticum_urartu|LOC125512849
OG0000323	Aegilops_tauschii|LOC109742707	Triticum_urartu|LOC125512847, Triticum_urartu|LOC125512848, Triticum_urartu|LOC125530696
OG0000323	Aegilops_tauschii|LOC109733914	Triticum_urartu|LOC125512838
OG0000324	Aegilops_tauschii|LOC109763684	Triticum_urartu|LOC125518601, Triticum_urartu|LOC125518999
OG0000324	Aegilops_tauschii|LOC109763675	Triticum_urartu|LOC125518224
OG0000325	Aegilops_tauschii|LOC109777167, Aegilops_tauschii|LOC109761144, Aegilops_tauschii|LOC109768094, Aegilops_tauschii|LOC109742930, Aegilops_tauschii|LOC109742933, Aegilops_tauschii|LOC109742928, Aegilops_tauschii|LOC109761147, Aegilops_tauschii|LOC109782859, Aegilops_tauschii|LOC120972434	Triticum_urartu|LOC125530558
OG0000326	Aegilops_tauschii|LOC109763078, Aegilops_tauschii|LOC109748039, Aegilops_tauschii|LOC109754235, Aegilops_tauschii|LOC109784322	Triticum_urartu|LOC125520644
OG0000327	Aegilops_tauschii|LOC120976382, Aegilops_tauschii|LOC120966723, Aegilops_tauschii|LOC120962687	Triticum_urartu|LOC125523886
OG0000328	Aegilops_tauschii|LOC109775215	Triticum_urartu|LOC125543021
OG0000328	Aegilops_tauschii|LOC109757109	Triticum_urartu|LOC125543025, Triticum_urartu|LOC125511380
OG0000328	Aegilops_tauschii|LOC109775214	Triticum_urartu|LOC125543030, Triticum_urartu|LOC125543032, Triticum_urartu|LOC125548036, Triticum_urartu|LOC125548037
OG0000329	Aegilops_tauschii|LOC109770107	Triticum_urartu|LOC125509129
OG0000329	Aegilops_tauschii|LOC109781498	Triticum_urartu|LOC125531215
OG0000329	Aegilops_tauschii|LOC109760747	Triticum_urartu|LOC125550872
OG0000329	Aegilops_tauschii|LOC109760745	Triticum_urartu|LOC125550873
OG0000329	Aegilops_tauschii|LOC109760746	Triticum_urartu|LOC125550871
OG0000330	Aegilops_tauschii|LOC109777210	Triticum_urartu|LOC125555738, Triticum_urartu|LOC125529301, Triticum_urartu|LOC125533143, Triticum_urartu|LOC125506784
OG0000331	Aegilops_tauschii|LOC120962766, Aegilops_tauschii|LOC120973264, Aegilops_tauschii|LOC120976646, Aegilops_tauschii|LOC120964299, Aegilops_tauschii|LOC120965053, Aegilops_tauschii|LOC109750809, Aegilops_tauschii|LOC120964540, Aegilops_tauschii|LOC120974500, Aegilops_tauschii|LOC120964352, Aegilops_tauschii|LOC120966183, Aegilops_tauschii|LOC120976562, Aegilops_tauschii|LOC120962416, Aegilops_tauschii|LOC120969454, Aegilops_tauschii|LOC120966233, Aegilops_tauschii|LOC109779152, Aegilops_tauschii|LOC109742692, Aegilops_tauschii|LOC120968461, Aegilops_tauschii|LOC120962964, Aegilops_tauschii|LOC120975632, Aegilops_tauschii|LOC120962993, Aegilops_tauschii|LOC120974166, Aegilops_tauschii|LOC120966227, Aegilops_tauschii|LOC120964571, Aegilops_tauschii|LOC120965125, Aegilops_tauschii|LOC120966249	Triticum_urartu|LOC125513068, Triticum_urartu|LOC125545783, Triticum_urartu|LOC125555981, Triticum_urartu|LOC125555983, Triticum_urartu|LOC125507115, Triticum_urartu|LOC125552621, Triticum_urartu|LOC125520370, Triticum_urartu|LOC125548883, Triticum_urartu|LOC125518750, Triticum_urartu|LOC125551482, Triticum_urartu|LOC125551485, Triticum_urartu|LOC125551488, Triticum_urartu|LOC125511176, Triticum_urartu|LOC125518681, Triticum_urartu|LOC125546603, Triticum_urartu|LOC125523588
OG0000332	Aegilops_tauschii|LOC109748685	Triticum_urartu|LOC125547454, Triticum_urartu|LOC125547460
OG0000332	Aegilops_tauschii|LOC109748563, Aegilops_tauschii|LOC120975241	Triticum_urartu|LOC125543165, Triticum_urartu|LOC125529958
OG0000333	Aegilops_tauschii|LOC120976899	Triticum_urartu|LOC125553844
OG0000333	Aegilops_tauschii|LOC120976445, Aegilops_tauschii|LOC120962830	Triticum_urartu|LOC125530203
OG0000334	Aegilops_tauschii|LOC109767667	Triticum_urartu|LOC125517331
OG0000334	Aegilops_tauschii|LOC109785030	Triticum_urartu|LOC125517174
OG0000337	Aegilops_tauschii|LOC120963867	Triticum_urartu|LOC125555694
OG0000337	Aegilops_tauschii|LOC109749820	Triticum_urartu|LOC125533973
OG0000338	Aegilops_tauschii|LOC109733454	Triticum_urartu|LOC125550805
OG0000339	Aegilops_tauschii|LOC109787258	Triticum_urartu|LOC125554286
OG0000339	Aegilops_tauschii|LOC109761397	Triticum_urartu|LOC125511082
OG0000339	Aegilops_tauschii|LOC109755495	Triticum_urartu|LOC125553005, Triticum_urartu|LOC125553006
OG0000340	Aegilops_tauschii|LOC120966709	Triticum_urartu|LOC125523291
OG0000342	Aegilops_tauschii|LOC109781309	Triticum_urartu|LOC125512957
OG0000342	Aegilops_tauschii|LOC109761766	Triticum_urartu|LOC125512967
OG0000342	Aegilops_tauschii|LOC109761768	Triticum_urartu|LOC125512959
OG0000342	Aegilops_tauschii|LOC109768977, Aegilops_tauschii|LOC109761769	Triticum_urartu|LOC125512962
OG0000343	Aegilops_tauschii|LOC109749932	Triticum_urartu|LOC125524447
